"","ZEB1","miR200","CDC42","PAK1","cfos","MEK","ERK","EGR1","PI3K","DELTA","TWIST1","SRC","GLI","FOXC2","IKK","AKT","SNAI2","SNAI1","ILK","TrCP","SUFU","FUS","HEY1","SMAD","Csn","SHH","Patched","SMO","RKIP","NFB","Csl","NOTCHic","NOTCH","cateninmemb","Ecadherin","Jagged","AXIN2","CD44","TCFLEF","cateninnuc","cMet","Wnt","Destcompl","Frizzled","SOSGRB2","STAT","LIV1","RAS","RAF","DSH","TGFR","TGF","GSK3","ZEB2","KLF4"
"miR200",0.317432795698925,0.250945409648117,0.00196078431372549,0,-0.0242857142857143,-0.0308719851576994,-0.0288311688311688,-0.0142857142857143,-0.149184845005741,-0.149184845005741,-0.103000557724484,-0.115652173913043,-0.113012846308621,-0.0266732725269311,-0.0338345864661654,-0.0376081713718258,0.13164292750381,0.00727938727938728,-0.00265486725663717,0,-0.02,0.02,0.00163841807909605,0.00422226537575942,0.02,0.0275747569253348,0.0254008438818565,0.0266666666666667,-0.00982820201106368,0.0252631578947368,0.00916256157635468,0.00226600985221675,0.000571094597979463,0.00360928752440428,-0.00143407178245444,0.0250895388795653,0.0787439723199684,0.112566242594797,0.112169417197972,0.111108811137365,0.117060624617269,0.117408450704225,0.147868503856263,0.116,0.0187749838813669,0.12,0.1,0.14843671532993,0.149184845005741,0.12,-0.00357368753953194,-0.00415508288836915,0.0804211462045752,-0.310681003584229,-0.312698412698413
"ZEB1",0.0905486461681893,0.202551585146522,-0.154872563718141,-0.15632183908046,-0.17,-0.169264058046126,-0.168823529411765,-0.15,-0.251607723647288,-0.251607723647288,-0.217019442733321,-0.213445903689806,-0.20581968111513,-0.0717671064765339,-0.127736554501007,-0.129165125929578,0.127769025453798,-0.0472066055989432,-0.0177546673017637,0.0666666666666667,-0.0666666666666667,0.0791666666666667,0.00555207314274672,0.0143892826863791,0.0866666666666667,0.0908492238694248,0.0947638146167558,0.0928030303030303,0.0311971329766301,0.112982456140351,0.0520833333333333,0.0501225490196078,0.0501225490196078,-0.0287383516820396,0.0573520818811585,0.0997499637760321,0.101390918287063,0.198208975585231,0.198208975585231,0.199383143882687,0.201681197807453,0.209599749843652,0.209492955968065,0.221138211382114,0.121988304093567,0.225641025641026,0.233333333333333,0.247355755143351,0.251607723647288,0.233333333333333,0.160456320063319,0.162818524787728,0.197592475320187,-0.252804313744873,-0.25796559389582
"SNAI1",0.220691244446604,0.215749064281294,0.0940794499618029,0.0834733893557423,0.0912601326455416,0.0899626737516702,0.0859267993122083,0.0895652173913043,-0.12082940838321,-0.12082940838321,-0.0265672371107154,-0.185595595595596,-0.170212517093579,0.0225959797892866,-0.160526315789474,-0.166776315789474,0.292811728003424,-0.0735915598254008,-0.0933828298344427,0.133333333333333,-0.130952380952381,0.127726574500768,0.0802964064186394,0.0930138261444058,0.133333333333333,0.143258637307912,0.141899414006941,0.133899414006941,-0.0279977083874539,0.143859649122807,0.131282051282051,0.122490842490842,0.12167451596023,0.0706169879535395,0.131002197598474,0.158028381751474,0.123472978983714,0.166428012170586,0.164496977687828,0.165581128436408,0.172724308466883,0.176245423857747,0.179470343389594,0.188440545808967,-0.00594593893351599,0.193703703703704,0.19,0.113604449434114,0.12082940838321,0.193703703703704,-0.0940794499618029,-0.0902488048005126,0.192968512922721,-0.0880375177585194,-0.0865204121585307
"STAT",0.20541509772279,0.196834811774571,0.122727272727273,0.122727272727273,0.186666666666667,0.178127767235927,0.174901960784314,0.166666666666667,0.115829197684036,0.115829197684036,0.125736482408147,0.0607142857142857,0.0474216959511077,0.0571547375596455,-0.0657142857142857,-0.0640193704600484,0.0489774709138627,0.0143925541825017,-0.0662640901771337,0.1,-0.1,0.1,0.062,0.0731606419012716,0.1,0.0820991973657131,0.0776744186046512,0.08,-0.00849099099099099,0.08,0.0843137254901961,0.0816110227874934,0.0767566538554545,0.00664111132655472,0.0542867106892222,0.0617677279558243,-0.049677773207185,-0.0490592740592741,-0.0531602204315138,-0.0559015791919429,-0.0516233766233766,-0.0516233766233766,-0.110337023579105,-0.0607142857142857,-0.138464696223317,-0.0857142857142857,0,-0.112844123057171,-0.115829197684036,-0.0857142857142857,-0.133253588516746,-0.138567598178582,-0.0674899866488652,-0.087591895284203,-0.179906912259853
"TrCP",0.221798255516714,0.218150601264964,0.0834733893557423,0.0619047619047619,0.0895652173913043,0.0859267993122083,0.0912601326455416,0.12,-0.127647590201392,-0.127647590201392,-0.0268749294184077,-0.193703703703704,-0.176245423857747,0.0163698044398584,-0.143859649122807,-0.160526315789474,0.294990742418443,0.0297892230927487,-0.0830602491892814,0.133333333333333,-0.147619047619048,0.130952380952381,0.0695821207043537,0.0933828298344427,0.133333333333333,0.141899414006941,0.133899414006941,0.127726574500768,-0.0346922690569099,0.133333333333333,0.151282051282051,0.131282051282051,0.122490842490842,0.0667827910623478,0.128660886464239,0.158263675869121,0.124871580382316,0.172724308466883,0.166428012170586,0.164496977687828,0.185595595595596,0.188440545808967,0.181553676722928,0.193703703703704,0.00122387238723872,0.19,0.15,0.12082940838321,0.127647590201392,0.19,-0.0940794499618029,-0.0940794499618029,0.195674783549784,-0.0815184525678675,-0.0818475149622691
"PAK1",0.221798255516714,0.218150601264964,0.0834733893557423,0.0619047619047619,0.0895652173913043,0.0859267993122083,0.0912601326455416,0.12,-0.127647590201392,-0.127647590201392,-0.0268749294184077,-0.193703703703704,-0.176245423857747,0.0163698044398584,-0.143859649122807,-0.160526315789474,0.294990742418443,0.0297892230927487,-0.0830602491892814,0.133333333333333,-0.147619047619048,0.130952380952381,0.0695821207043537,0.0933828298344427,0.133333333333333,0.141899414006941,0.133899414006941,0.127726574500768,-0.0346922690569099,0.133333333333333,0.151282051282051,0.131282051282051,0.122490842490842,0.0667827910623478,0.128660886464239,0.158263675869121,0.124871580382316,0.172724308466883,0.166428012170586,0.164496977687828,0.185595595595596,0.188440545808967,0.181553676722928,0.193703703703704,0.00122387238723872,0.19,0.15,0.12082940838321,0.127647590201392,0.19,-0.0940794499618029,-0.0940794499618029,0.195674783549784,-0.0815184525678675,-0.0818475149622691
"LIV1",0.221798255516714,0.218150601264964,0.0834733893557423,0.0619047619047619,0.0895652173913043,0.0859267993122083,0.0912601326455416,0.12,-0.127647590201392,-0.127647590201392,-0.0268749294184077,-0.193703703703704,-0.176245423857747,0.0163698044398584,-0.143859649122807,-0.160526315789474,0.294990742418443,0.0297892230927487,-0.0830602491892814,0.133333333333333,-0.147619047619048,0.130952380952381,0.0695821207043537,0.0933828298344427,0.133333333333333,0.141899414006941,0.133899414006941,0.127726574500768,-0.0346922690569099,0.133333333333333,0.151282051282051,0.131282051282051,0.122490842490842,0.0667827910623478,0.128660886464239,0.158263675869121,0.124871580382316,0.172724308466883,0.166428012170586,0.164496977687828,0.185595595595596,0.188440545808967,0.181553676722928,0.193703703703704,0.00122387238723872,0.19,0.15,0.12082940838321,0.127647590201392,0.19,-0.0940794499618029,-0.0940794499618029,0.195674783549784,-0.0815184525678675,-0.0818475149622691
"EGR1",0.221798255516714,0.218150601264964,0.0834733893557423,0.0619047619047619,0.0895652173913043,0.0859267993122083,0.0912601326455416,0.12,-0.127647590201392,-0.127647590201392,-0.0268749294184077,-0.193703703703704,-0.176245423857747,0.0163698044398584,-0.143859649122807,-0.160526315789474,0.294990742418443,0.0297892230927487,-0.0830602491892814,0.133333333333333,-0.147619047619048,0.130952380952381,0.0695821207043537,0.0933828298344427,0.133333333333333,0.141899414006941,0.133899414006941,0.127726574500768,-0.0346922690569099,0.133333333333333,0.151282051282051,0.131282051282051,0.122490842490842,0.0667827910623478,0.128660886464239,0.158263675869121,0.124871580382316,0.172724308466883,0.166428012170586,0.164496977687828,0.185595595595596,0.188440545808967,0.181553676722928,0.193703703703704,0.00122387238723872,0.19,0.15,0.12082940838321,0.127647590201392,0.19,-0.0940794499618029,-0.0940794499618029,0.195674783549784,-0.0815184525678675,-0.0818475149622691
"Wnt",0.127881396461023,0.104545454545455,0.0333333333333333,0.1,0.0333333333333333,0.0392156862745098,0.0333333333333333,0,0.109022556390977,0.109022556390977,0.0173529411764706,0.1,0.0486842105263158,0.121133603238866,-0.113333333333333,-0.100833333333333,0.025948275862069,-0.0683229813664596,-0.0683760683760684,0.1,0,0.1,0.0794871794871795,0.0567481613993242,0.1,0.0670995670995671,0.0909090909090909,0.1,0.0516666666666667,0.133333333333333,-0.05,-0.00714285714285715,0.00119047619047619,0.114110169491525,0.163150500168596,0.0529656862745098,-0.0442424242424242,-0.0486842105263158,-0.0451127819548872,-0.0457750336105164,-0.075,-0.075,-0.207987359703607,0,-0.0878787878787879,-0.1,0,-0.0953861927546138,-0.109022556390977,0,-0.0133333333333333,-0.0176811594202899,-0.080564263322884,-0.0799139167862267,-0.0823529411764706
"cfos",0.223405972558515,0.212566844919786,0.0619047619047619,0.0571428571428571,0.12,0.0912601326455416,0.0895652173913043,0.24,-0.128867102396514,-0.128867102396514,-0.0317662337662338,-0.19,-0.188440545808967,0.00947325271572044,-0.133333333333333,-0.143859649122807,0.300054033557683,0.0371877911118417,-0.0669312169312169,0.1,-0.133333333333333,0.147619047619048,0.0563468265867066,0.0830602491892814,0.133333333333333,0.133899414006941,0.127726574500768,0.130952380952381,-0.0352447552447552,0.133333333333333,0.166666666666667,0.151282051282051,0.131282051282051,0.0645849888645456,0.122916941827561,0.160104166666667,0.131789819376026,0.185595595595596,0.172724308466883,0.166428012170586,0.193703703703704,0.193703703703704,0.186365706798116,0.19,0.0180555555555556,0.15,0.1,0.127647590201392,0.128867102396514,0.15,-0.0834733893557423,-0.0940794499618029,0.202583874458874,-0.0779814750759061,-0.0736507936507937
