"","ZEB1","miR200","CDC42","PAK1","cfos","MEK","ERK","EGR1","PI3K","DELTA","TWIST1","SRC","GLI","FOXC2","IKK","AKT","SNAI2","SNAI1","ILK","TrCP","SUFU","FUS","HEY1","SMAD","Csn","SHH","Patched","SMO","RKIP","NFB","Csl","NOTCHic","NOTCH","cateninmemb","Ecadherin","Jagged","AXIN2","CD44","TCFLEF","cateninnuc","cMet","Wnt","Destcompl","Frizzled","SOSGRB2","STAT","LIV1","RAS","RAF","DSH","TGFR","TGF","GSK3","ZEB2","KLF4"
"CDC42",0.223405972558515,0.212566844919786,0.0619047619047619,0.157142857142857,0.12,0.0912601326455416,0.0895652173913043,0.14,-0.128867102396514,-0.128867102396514,-0.0317662337662338,-0.19,-0.188440545808967,0.00947325271572044,-0.133333333333333,-0.143859649122807,0.300054033557683,0.0371877911118417,-0.0669312169312169,0.1,-0.133333333333333,0.147619047619048,0.0563468265867066,0.0830602491892814,0.133333333333333,0.133899414006941,0.127726574500768,0.130952380952381,-0.0352447552447552,0.133333333333333,0.166666666666667,0.151282051282051,0.131282051282051,0.0645849888645456,0.122916941827561,0.160104166666667,0.131789819376026,0.185595595595596,0.172724308466883,0.166428012170586,0.193703703703704,0.193703703703704,0.186365706798116,0.19,0.0180555555555556,0.15,0.1,0.127647590201392,0.128867102396514,0.15,-0.0834733893557423,-0.0940794499618029,0.202583874458874,-0.0779814750759061,-0.0736507936507937
"GSK3",0.137793808418017,0.115303664450238,0.0281573498964803,0.0176811594202899,0.0318082788671024,0.0255753670420853,0.029552639769358,0.0392156862745098,0.0820687397891757,0.0820687397891757,0.0256509562170688,0.0451127819548872,0.0482327720893058,0.112011961926283,-0.0832327586206897,-0.0900703654582965,0.0239217842023648,-0.0697244290368658,-0.0659669940567038,0.113333333333333,-0.0909090909090909,0.0670995670995671,0.069783873884588,0.0694152699187728,0.100833333333333,0.0744732718578376,0.0701670517621438,0.0670995670995671,0.0360349299822984,0.0820833333333333,-0.00469187675070028,-0.0109855830444066,-0.0138427259015494,0.109226911460954,0.161156801360137,0.0508565624441163,-0.0487335837353782,-0.0495845574200402,-0.0516326429053474,-0.0526194850106105,-0.0457750336105164,-0.0444591871836454,-0.209752380150517,-0.0451127819548872,-0.0738957355746919,-0.0486842105263158,-0.075,-0.0829090759236294,-0.0820687397891757,-0.0486842105263158,-0.0319901025097208,-0.0319901025097208,-0.1792634830138,-0.0729153760270485,-0.0707282186572102
"DSH",0.139131104108954,0.113310698447894,0.0176811594202899,0.0133333333333333,0.0392156862745098,0.029552639769358,0.0318082788671024,0.0333333333333333,0.0851499722821729,0.0851499722821729,0.0242425055128434,0.0486842105263158,0.0444591871836454,0.109938596695023,-0.0820833333333333,-0.0832327586206897,0.0252160033568083,-0.0671773636991028,-0.0595518997170812,0.133333333333333,-0.1,0.0909090909090909,0.0645935624659029,0.0659669940567038,0.113333333333333,0.0701670517621438,0.0670995670995671,0.0670995670995671,0.0352830502830503,0.100833333333333,0.00119047619047619,-0.00469187675070028,-0.0109855830444066,0.109138494131158,0.159675075973242,0.0507105770426564,-0.046146064709503,-0.0457750336105164,-0.0495845574200402,-0.0516326429053474,-0.0451127819548872,-0.0451127819548872,-0.208378657008566,-0.0486842105263158,-0.0678492239467849,-0.075,-0.1,-0.0820687397891757,-0.0851499722821729,-0.075,-0.0281573498964803,-0.0319901025097208,-0.0777659788540659,-0.0721724339765284,-0.0669114247640804
"Frizzled",0.132831891510528,0.113920454545455,0.0133333333333333,0.0333333333333333,0.0333333333333333,0.0318082788671024,0.0392156862745098,0.0333333333333333,0.0953861927546138,0.0953861927546138,0.0221148459383754,0.075,0.0451127819548872,0.109505696262122,-0.100833333333333,-0.0820833333333333,0.0262637332753182,-0.0651483781918565,-0.0567481613993242,0.1,-0.1,0.1,0.0645935624659029,0.0595518997170812,0.133333333333333,0.0670995670995671,0.0670995670995671,0.0909090909090909,0.0373809523809524,0.113333333333333,-0.00714285714285715,0.00119047619047619,-0.00469187675070028,0.108078423459779,0.161518798536894,0.0499353832442068,-0.0465680056377731,-0.0451127819548872,-0.0457750336105164,-0.0495845574200402,-0.0486842105263158,-0.0486842105263158,-0.206661099756657,-0.075,-0.0727272727272727,-0.1,-0.1,-0.0851499722821729,-0.0953861927546138,0,-0.0176811594202899,-0.0281573498964803,-0.077533960292581,-0.0690228276773158,-0.0775910364145658
"GLI",0.224349377026796,0.211474160514408,0.0321264367816092,0.0183333333333333,0.0321428571428571,0.0247668077778575,0.0308441558441558,0.0571428571428571,-0.17893268224625,-0.17893268224625,0.00309167158063592,-0.199677419354839,-0.154007832371109,-0.0109944745442036,-0.0859708795799021,-0.101595879579902,0.292692949111493,0.0609235902509753,-0.0398110548686781,0.0833333333333333,0.0190476190476191,-0.0190476190476191,0.0354148445404812,0.0500813251389484,0.0722222222222222,-0.0213938726887766,-0.0234514858575009,-0.0295739348370927,-0.0682047313824871,0.0880116959064327,0.0729619805481874,0.0579619805481874,0.0484381710243779,0.065334258123517,0.131043778415661,0.103541304939326,0.1303125,0.1820155185979,0.175522012104394,0.173549507621429,0.192360346184107,0.0637950664136623,0.199957362577474,0.0696774193548387,-0.0218124353522584,0.19,0.15,0.175566345612587,0.17893268224625,0.06,-0.0428182606809803,-0.0444653195045097,0.0774614323965441,-0.0644442737668544,-0.0633788073788074
"TWIST1",-0.0649412570465202,-0.0679118191664047,0.0895506792058516,0.0757575757575758,0.0136231884057971,0.0263490328676981,0.018886346300534,0.0266666666666667,-0.0695489529328872,-0.0695489529328872,-0.0967513439395591,-0.102380952380952,-0.0844020050125313,0.0645748287721281,-0.156593406593407,-0.154898491339169,0.351016955641332,-0.0363496889285202,-0.0357175357175357,0.1,-0.233333333333333,0.2,0.0157136648662072,0.038027766740638,0.15,0.19632390849585,0.191890410958904,0.196,0.0546578111795503,0.142307692307692,0.0740740740740741,0.0612535612535613,0.0593667688007311,0.0210347256653769,-0.00611023921685091,0.0872533778819307,0.0775719441848474,0.0827876856971961,0.0826345463403814,0.0844171800379087,0.0896149949341439,0.0908020050125313,0.132168285725702,0.102380952380952,-0.00385104343914413,0.119047619047619,0.133333333333333,0.0599599118369967,0.0695489529328872,0.119047619047619,-0.0920506792058516,-0.0900005653106352,0.148294912202337,-0.0400918462321971,-0.0500208463623098
"SUFU",0.226751264241714,0.162740823179167,0.0222972972972973,0.025,-0.0400466200466201,-0.0310664292909341,-0.0365983441845511,-0.0430769230769231,-0.250857738788073,-0.250857738788073,0.00101433896216709,-0.0877777777777778,0.0191707971912433,-0.0940196484623041,-0.200703296703297,-0.196005310126115,0.224870424250456,0.0894471092827965,-0.0738402457757296,0.15,-0.0533333333333333,0.0533333333333333,0.0713218857273336,0.0749949801868151,0.192857142857143,0.0494411294411294,0.0482828282828283,0.0533333333333333,-0.0923638871356103,0.196857142857143,-0.0140909090909091,-0.0140909090909091,-0.0140909090909091,-0.124855089526973,-0.0552713450766764,0.127934842336582,0.0150495010106188,0.0853031445928738,0.0844879272015694,0.0849482852578354,0.08680690399137,-0.0180555555555556,0.198652176493665,-0.0180555555555556,0.0582566556250767,0.0933333333333333,0.1,0.248326093218453,0.250857738788073,-0.0125,-0.0244249568717654,-0.0250166728480967,0.200741375253307,-0.0351201249397831,-0.041509603743333
"SNAI2",-0.0442504719949654,-0.0310191294348565,-0.015406162464986,-0.00588235294117647,0.207843137254902,0.226841547429783,0.225490196078431,0.166666666666667,0.343385744943308,0.343385744943308,0.231378609009027,0.287272727272727,0.263366724410635,0.197000303726498,0.312931034482759,0.331003323639385,0.106417232188382,-0.0482190508344989,0.0297786720321932,-0.1,0.2,-0.26,-0.00797166968053044,-0.0388695811231023,-0.2,-0.285177958507347,-0.283769507803121,-0.277647058823529,0.0670512820512821,-0.275,-0.117543859649123,-0.0982456140350877,-0.086557302346776,-0.0197446079987781,-0.199187491327788,-0.276470832500269,-0.150083907478758,-0.262768713945452,-0.255964590234112,-0.253945956693739,-0.274596670934699,-0.274596670934699,-0.269222454477528,-0.287272727272727,-0.148140635564571,-0.287272727272727,-0.26,-0.336536429874814,-0.343385744943308,-0.287272727272727,0.021389068447892,0.0232524224851591,-0.285417715230931,-0.0226307950492972,0.0025
"ERK",0.159603060019219,0.136204151449856,0.0971606586559857,0.0980952380952381,0.138554658840792,0.0332761073087589,0.0335546588407924,0.153448275862069,0.104887334887335,0.104887334887335,0.179581514684313,0.104993252361673,0.099305957200694,0.0752288097115683,-0.0055729564553094,-0.0074078188406305,0.287767608830037,0.0277435153145283,0.0256313441195902,0.0714285714285714,-0.02,0.016,-0.0173893818012689,-0.013473289408344,0.0464285714285714,-0.0276264028063114,-0.0295587699560699,-0.024983606557377,0.0687886560576437,0.0373376623376623,-0.0874514374514374,-0.0954806345317294,-0.104067892149458,-0.0430174439338962,-0.0560394100781834,-0.0471059013292407,-0.0812340342812711,-0.0955197741859052,-0.0990513726989163,-0.100787483810027,-0.0973009446693657,-0.102564102564103,-0.23775911591217,-0.11025641025641,-0.0470556326090307,-0.128070175438597,-0.133333333333333,-0.101476993853231,-0.104887334887335,-0.133333333333333,-0.11248912580927,-0.119082532402677,-0.075849691125939,-0.0141464824070592,-0.00764071936204996
"MEK",0.150311721436542,0.136939445567503,0.0980952380952381,0.126666666666667,0.153448275862069,0.0335546588407924,0.138554658840792,0.15,0.113458763458763,0.113458763458763,0.177778463366699,0.128070175438597,0.102564102564103,0.0743741088568675,-0.0373376623376623,-0.0055729564553094,0.288038122806592,0.0300583301293432,0.0245243330494795,0,0,0.02,-0.0129525217330095,-0.0256313441195902,0.0714285714285714,-0.0295587699560699,-0.024983606557377,0.016,0.0751953412944125,0.0464285714285714,-0.098989898989899,-0.0874514374514374,-0.0954806345317294,-0.0440294034555154,-0.0536020602669922,-0.0477083109677949,-0.0823722456633849,-0.0973009446693657,-0.0955197741859052,-0.0990513726989163,-0.104993252361673,-0.11025641025641,-0.236894779196649,-0.133333333333333,-0.049968253968254,-0.133333333333333,-0.1,-0.104887334887335,-0.113458763458763,-0.133333333333333,-0.0971606586559857,-0.11248912580927,-0.0743056402630871,-0.00989451390312221,-0.0270205643232903
"SOSGRB2",-0.120401002506266,-0.107425136860163,-0.124285714285714,-0.164285714285714,-0.149206349206349,-0.153628953628954,-0.162719862719863,-0.138095238095238,-0.170809792843691,-0.170809792843691,-0.126869565217391,-0.114285714285714,-0.112474120082816,-0.00958485958485959,-0.148538011695906,-0.14437134502924,-0.303478962496413,-0.0427128642501777,-0.0989247311827957,0.1,-0.2,0.1,0.0852272727272727,0.106617038875103,0.2,0.117473287240729,0.0918918918918919,0.1,-0.0740131578947368,0.122222222222222,0.0727272727272727,0.041958041958042,0.0349157884369152,0.055994383994384,0.0906644404152928,0.14838093382247,0.08622799779978,0.108488612836439,0.106383349678544,0.104280099200533,0.118633540372671,0.122619047619048,0.135673722250903,0.114285714285714,0.00527777777777778,0.1,0,0.160553382587281,0.170809792843691,0.1,0.108901098901099,0.103936559894007,0.0501547571954304,-0.00513784461152882,-0.012280701754386
"IKK",-0.0363558897243108,-0.0315273132664437,0.0388888888888889,0.05,-0.0142857142857143,-0.0205079365079365,-0.0182857142857143,0,-0.0753781004234725,-0.0753781004234725,-0.0107843137254902,-0.0888888888888889,-0.0735042735042735,0.111139971139971,-0.185714285714286,-0.177606177606178,0.307052705404841,-0.0763641504099519,-0.0715277777777778,0,-0.1,0.12,0.0724458204334365,0.0744980748074807,0.1,0.0945849297573435,0.101481481481481,0.12,0.0741347905282332,0.0857142857142857,0.00909090909090909,0.00432900432900433,-0.00678210678210678,0.0556138089098983,0.0533443979068868,0.0724804748516089,0.0721428571428571,0.0735042735042735,0.0672895842387368,0.0647579386691165,0.0811965811965812,0.0811965811965812,-0.0984689167322515,0.0888888888888889,-0.0607142857142857,0.1,0.1,0.0697442976065711,0.0753781004234725,0.1,-0.0434343434343434,-0.0506343434343434,0.019047619047619,-0.0037844611528822,-0.0164835164835165
"NFB",0.0344401809120502,0.0336421168918213,-0.0434343434343434,-0.0388888888888889,0.0182857142857143,0.0159327731092437,0.0205079365079365,0.0142857142857143,0.0697442976065711,0.0697442976065711,0.00792717086834734,0.0811965811965812,0.0678862959761836,-0.117116066757501,0.177606177606178,0.177606177606178,-0.305223437112158,0.0793778490400889,0.0744980748074807,-0.1,0.12,-0.12,-0.0742315347191508,-0.0815612718335031,-0.0857142857142857,-0.0933801104802351,-0.0945849297573435,-0.101481481481481,-0.0754168418102844,-0.185714285714286,-0.00432900432900433,0.00678210678210678,0.01258855839501,-0.0588873041580504,-0.0560731298491019,-0.0696027770098823,-0.069305977710233,-0.0672895842387368,-0.0647579386691165,-0.0654638210220577,-0.0735042735042735,-0.0735042735042735,0.100296159257168,-0.0811965811965812,0.0659774436090226,-0.0888888888888889,-0.1,-0.0637741483528397,-0.0697442976065711,-0.0888888888888889,0.0506343434343434,0.0519001662191536,-0.0143417366946779,0.00799902053985538,0.00686813186813187
"Csn",0.0429462365591398,0.0337074740631613,0.123507462686567,0.125,0.00424242424242424,0.00242965367965368,0.000346320346320343,0.0133333333333333,-0.127692741196953,-0.127692741196953,0.00209443665264142,-0.129885057471264,-0.126496832080619,-0.108587014242837,0.0341666666666667,0.0317666666666667,0.0807247511724898,0.110634473177389,-0.0215734989648033,0.02,-0.0142857142857143,0.0253968253968254,0.0154485049833887,0.0223447071910244,-0.055,0.0334124656705302,0.0334124656705302,0.0344877344877345,-0.095393051019628,-0.0466666666666667,0.0909090909090909,0.0896103896103896,0.0876873126873127,-0.0499410075821526,-0.0172868719862875,0.0370982732759195,0.0963613471828769,0.126458015971934,0.124850298930133,0.12418884372869,0.128680238194156,0.128680238194156,0.248333949385693,0.129885057471264,0.00551596909950421,0.133333333333333,0.133333333333333,0.125197539661444,0.127692741196953,0.133333333333333,-0.123507462686567,-0.124223453140028,0.129272545218801,0.0090818858560794,0.00689219277454572
"TGFR",0.04546336383131,0.0723678018310944,-0.201587301587302,-0.211111111111111,0.0137844611528822,0.00815280209656561,0.00267335004177109,0.019047619047619,-0.0446428571428571,-0.0446428571428571,-0.0281626466323975,-0.02,-0.00447265455177811,-0.056466340285877,-0.0236842105263158,-0.03531211750306,-0.0286737167374946,-0.0301215665535859,0.0726392961876833,0.1,0.02,-0.02,-0.0516152313865874,-0.0580485488567224,0.05,-0.0577477839470095,-0.0617025862068965,-0.0648275862068965,-0.0793939393939394,0.05,-0.08,-0.0972413793103448,-0.10803274621682,-0.00379617157293043,-0.00191985446972561,-0.0342522037950097,0.00940042842761011,0.0167974180734856,0.0120127290782703,0.0122784509560382,0.0181132075471698,0.00382749326145553,0.0610890728044438,0.00571428571428572,0.0237654320987654,0,0,0.0423036758563074,0.0446428571428571,-0.0142857142857143,0.0819444444444444,0.0783983451536643,0.0568487796364485,0.0108231488059647,0.0235761505212306
"Ecadherin",0.0424755329919446,0.0291848623133539,0.0250909090909091,0.0210909090909091,-0.193155080213904,-0.177703291250896,-0.185938585368543,-0.187272727272727,-0.274517345399698,-0.274517345399698,-0.174399508282518,-0.194756041951664,-0.181077881032124,-0.145263942103023,-0.291216931216931,-0.28991822991823,0.203731824695476,0.0466657583939337,-0.0417971014492754,0.2,-0.233333333333333,0.233333333333333,0.027107531237022,0.0425234937010913,0.26,0.230683261366523,0.232258064516129,0.233333333333333,-0.0696381378564364,0.283809523809524,0.0316746411483254,0.0244581463029645,0.0263168823624441,-0.0792909777665875,-0.099763454655647,0.206228225600119,0.0896503445499919,0.179772764359691,0.180644495368408,0.183258874453376,0.183451694125577,0.184411214365458,0.213022752174272,0.194756041951664,0.088959856760254,0.215686274509804,0.233333333333333,0.267534105176235,0.274517345399698,0.215686274509804,-0.0246031042128603,-0.0218906268168386,0.227027358334398,0.0174985204857698,-0.00623534927332396
"cateninmemb",0.0424755329919446,0.0291848623133539,0.0250909090909091,0.0210909090909091,-0.193155080213904,-0.177703291250896,-0.185938585368543,-0.187272727272727,-0.274517345399698,-0.274517345399698,-0.174399508282518,-0.194756041951664,-0.181077881032124,-0.145263942103023,-0.291216931216931,-0.28991822991823,0.203731824695476,0.0466657583939337,-0.0417971014492754,0.2,-0.233333333333333,0.233333333333333,0.027107531237022,0.0425234937010913,0.26,0.230683261366523,0.232258064516129,0.233333333333333,-0.0696381378564364,0.283809523809524,0.0316746411483254,0.0244581463029645,0.0263168823624441,-0.162816155916919,-0.0663715469440732,0.206228225600119,0.0896503445499919,0.179772764359691,0.180644495368408,0.183258874453376,0.183451694125577,0.184411214365458,0.213022752174272,0.194756041951664,0.088959856760254,0.215686274509804,0.233333333333333,0.267534105176235,0.274517345399698,0.215686274509804,-0.0246031042128603,-0.0218906268168386,0.227027358334398,0.0174985204857698,-0.00623534927332396
"cateninnuc",0.0422896868000053,0.0262954927877259,0.0254945054945055,0.0285714285714286,-0.131366459627329,-0.119294690959346,-0.122505700133658,-0.145652173913043,-0.202594297594298,-0.202594297594298,-0.0261117312114351,-0.0107614607614608,-0.016851696050624,-0.088684970766938,-0.23680303030303,-0.22820928030303,0.14529990032701,0.0964465437527979,-0.0458008658008658,0.233333333333333,-0.0888888888888889,0.0888888888888889,0.0436314189729643,0.0407531168240582,0.245833333333333,0.0847325958180849,0.0853861905893267,0.0872495446265938,-0.114618682392876,0.24280303030303,-0.0834902699309479,-0.0765135257449014,-0.0710589802903559,-0.141259968139674,-0.191672520571773,0.0437868589903539,-0.0141891855188236,0.0154198458546285,0.0190792932033962,-0.0791256225657283,0.0118484172831999,0.0132943837976596,0.163200086939871,0.0122074272759204,0.0336452605350962,0.0163170163170163,0.0393939393939394,0.202762647762648,0.202594297594298,0.0163170163170163,-0.0214715169887584,-0.0192881108752212,0.177338887206104,0.0204378453437123,-0.0106814794537214
