"","KLF4","PAK1","CDC42","TGF","TGFR","SOSGRB2","ERK","MEK","RKIP","TrCP","SUFU","HEY1","Wnt","NFB","GLI","Frizzled","ILK","DSH","CD44","FUS","AKT","miR200","Ecadherin","Csl","NOTCHic","NOTCH","TWIST1","cateninmemb","ZEB1","RAF","PI3K","DELTA","RAS","GSK3","FOXC2","Jagged","AXIN2","SHH","LIV1","Patched","SMO","STAT","SNAI1","TCFLEF","cateninnuc","SRC","cMet","IKK","SMAD","SNAI2","Csn","Destcompl","EGR1","cfos","ZEB2"
"MEK",0.00239120038259205,-0.206666666666667,-0.206666666666667,-0.190226254633104,-0.198255451713396,0.046031746031746,0.194886280264123,0.0948862802641233,0.157308712958868,0,-0.133333333333333,-0.0316728258191673,0.124871794871795,-0.00535714285714285,0.140955710955711,0.113333333333333,-0.0138093815800065,0.133333333333333,0.1451662372715,-0.0933333333333333,-0.00350331041507512,0.187837744384543,0.115819557612605,-0.0373737373737374,-0.0296814296814297,-0.0347909187325246,-0.244226590403061,0.052402550121345,0.225173282321059,-0.0419358419358419,-0.0419358419358419,-0.0419358419358419,-0.0511421911421911,-0.0341960916429001,-0.0497996670410463,0.108519779088122,-0.106587600258486,0.0665899496410586,-0.1,0.0698579234972677,0.0813333333333333,-0.133333333333333,0.0817484717141943,-0.145929596050126,-0.147044837685814,-0.117543859649123,-0.129082321187584,0.00232683982683982,0.00827432622945301,0.366293017810185,0.0428571428571429,-0.300143002107758,-0.21,-0.192758620689655,-0.00391874473366582
"RKIP",-0.0152558584409374,-0.2,-0.206666666666667,-0.198255451713396,-0.206666666666667,0.0482539682539683,0.192758620689655,0.194886280264123,0.153361344537815,0,-0.1,-0.0371273712737127,0.113333333333333,-0.0428571428571429,0.124871794871795,0.133333333333333,-0.0247004706889174,0.1,0.129082321187584,-0.133333333333333,-0.00232683982683982,0.188147341907763,0.113269466537924,-0.0555555555555556,-0.0373737373737374,-0.0296814296814297,-0.240929887106358,0.0506952330481742,0.230728837876614,-0.0376623376623377,-0.0376623376623377,-0.0376623376623377,-0.0419358419358419,-0.028053585500394,-0.0470969643383436,0.103601746301237,-0.10028129395218,0.0698579234972677,0,0.0813333333333333,0.0933333333333333,-0.1,0.0823894973552199,-0.1451662372715,-0.145929596050126,-0.133333333333333,-0.117543859649123,0.00535714285714285,0.0138093815800065,0.370429270851547,0,-0.29679572177303,-0.26,-0.21,-0.000744141559062642
"RAF",-0.0152558584409374,-0.2,-0.206666666666667,-0.198255451713396,-0.206666666666667,0.0482539682539683,0.192758620689655,0.194886280264123,0.153361344537815,0,-0.1,-0.0371273712737127,0.113333333333333,-0.0428571428571429,0.124871794871795,0.133333333333333,-0.0247004706889174,0.1,0.129082321187584,-0.133333333333333,-0.00232683982683982,0.188147341907763,0.113269466537924,-0.0555555555555556,-0.0373737373737374,-0.0296814296814297,-0.240929887106358,0.0506952330481742,0.230728837876614,-0.0376623376623377,-0.0376623376623377,-0.0376623376623377,-0.0419358419358419,-0.028053585500394,-0.0470969643383436,0.103601746301237,-0.10028129395218,0.0698579234972677,0,0.0813333333333333,0.0933333333333333,-0.1,0.0823894973552199,-0.1451662372715,-0.145929596050126,-0.133333333333333,-0.117543859649123,0.00535714285714285,0.0138093815800065,0.370429270851547,0,-0.29679572177303,-0.26,-0.21,-0.000744141559062642
"SHH",0,0,0.0333333333333333,0.0533333333333333,0.0333333333333333,-0.05,0,-0.02,0.16,0,0,-0.0666666666666667,0,0,0.05,0,-0.0666666666666667,0,0.15,0,-0.1,-0.166666666666667,0.00083333333333333,-0.1,-0.2,-0.2,0,-0.123010752688172,-0.25,-0.25,-0.25,-0.25,-0.273076923076923,-0.241025641025641,-0.125,0.151428571428571,-0.0476190476190476,0.0266666666666667,0,0.0666666666666667,0.1,-0.1,-0.15,-0.156666666666667,-0.145555555555556,-0.1,-0.1,0.1,0.0833333333333333,-0.26367816091954,0,-0.231948051948052,0,-0.1,0
"Patched",0.0111111111111111,0.0333333333333333,0.0333333333333333,0.0616666666666667,0.0533333333333333,-0.0833333333333333,-0.02,0.00307692307692308,0.145714285714286,0,0,-0.0897435897435898,0.05,-0.1,0.0625,0,-0.0833333333333333,0,0.156666666666667,-0.1,-0.171428571428571,-0.180952380952381,0.0018042071197411,-0.2,-0.2,-0.263636363636364,-0.0037037037037037,-0.117455197132616,-0.258333333333333,-0.273076923076923,-0.273076923076923,-0.273076923076923,-0.273076923076923,-0.245787545787546,-0.125,0.162539682539683,-0.0476190476190476,0.0516666666666667,-0.1,0.0266666666666667,0.0666666666666667,-0.1,-0.133870967741935,-0.145555555555556,-0.142642934196332,-0.1,-0.15,0.1,0.0933333333333333,-0.265011494252874,0,-0.228651348651349,-0.1,0,0.00833333333333333
"TGFR",-0.0126698085794196,-0.22,-0.21047619047619,-0.295506585612969,-0.299761904761905,0.0311728395061728,0.0309774436090225,0.0350870326501184,-0.071038961038961,-0.0333333333333333,-0.0733333333333333,-0.0110222581483299,-0.0221024258760108,0.0452380952380952,-0.0175862968437527,-0.0428571428571429,0.0110948191593353,-0.0428571428571429,-0.00731545845746441,-0.04,0.0673923180043131,0.225913289219741,0.00543196586734777,0.0366666666666667,0.0435632183908046,0.042843793930373,-0.184528140239884,3.25956935059216e-05,0.271521693337677,0.129166666666667,0.129166666666667,0.129166666666667,0.12390350877193,0.107597628818305,0.0017841547099189,0.0458205267763762,0.00717521629538797,0.00392704071692967,0,0.00336206896551724,0.0158620689655172,0.0333333333333333,0.170494498796993,0.00588005175889982,0.00260281526642861,0.0333333333333333,0.0125786163522013,-0.0557644110275689,-0.00931545972873031,0.195915402706675,-0.0166666666666667,-0.00647200023948984,-0.019047619047619,-0.0243107769423559,0.00993089654805471
"TGF",-0.0180269514365624,-0.22,-0.22,-0.299761904761905,-0.21047619047619,0.025,0.0243107769423559,0.0309774436090225,-0.0753246753246753,0,-0.133333333333333,-0.0214700193423598,-0.0428571428571429,0.0166666666666667,-0.0221024258760108,-0.0428571428571429,0.00303030303030304,0,-0.0125786163522013,-0.0733333333333333,0.0557644110275689,0.227379564879565,0.00730590113140228,0.00666666666666667,0.0366666666666667,0.0435632183908046,-0.182037037037037,-0.00112213871757953,0.272653768809375,0.138095238095238,0.138095238095238,0.138095238095238,0.129166666666667,0.111754108035908,0.00571428571428572,0.0465451644575356,0.00674603174603175,0.00336206896551724,0,0.0158620689655172,0.04,0,0.17432930705658,0.00731545845746441,0.00588005175889982,0.0333333333333333,0.0333333333333333,-0.0452380952380952,-0.0110948191593353,0.198693180484453,0.0333333333333333,-0.00344780669110274,-0.0333333333333333,-0.019047619047619,0.012572405982017
"HEY1",-0.037037037037037,-0.00909090909090909,-0.0210909090909091,-0.0219364375461936,-0.0224242424242424,0.140537449971412,0.169090909090909,0.17630740393627,-0.0292723149866007,0.1,0.2,0.0219862490450726,-0.165572275421797,0.22,-0.165572275421797,-0.172549019607843,-0.00666666666666667,-0.166666666666667,-0.166441840639188,0.166666666666667,0.224761904761905,0.0274114774114774,0.0133888126504107,0.229090909090909,0.234354066985646,0.231261283480491,0.161185185185185,0.0868540075552271,0.0396078431372549,0.227307692307692,0.227307692307692,0.227307692307692,0.228042986425339,0.213222336049224,0.132679079563532,-0.164724001635546,0.0870160946126416,-0.163440860215054,0.166666666666667,-0.166666666666667,-0.166666666666667,0.166666666666667,0.0502456552424328,0.168782977762934,0.167911246754216,0.172549019607843,0.165572275421797,-0.224761904761905,0.00231884057971014,0.199873139900594,-0.2,0.199947988104273,-0.16,-0.169090909090909,0.0186842105263158
"FOXC2",-0.037037037037037,-0.00909090909090909,-0.0210909090909091,-0.0219364375461936,-0.0224242424242424,0.140537449971412,0.169090909090909,0.17630740393627,-0.0292723149866007,0.1,0.2,0.0219862490450726,-0.165572275421797,0.22,-0.165572275421797,-0.172549019607843,-0.00666666666666667,-0.166666666666667,-0.166441840639188,0.166666666666667,0.224761904761905,0.0274114774114774,0.0133888126504107,0.229090909090909,0.234354066985646,0.231261283480491,0.161185185185185,0.0868540075552271,0.0396078431372549,0.227307692307692,0.227307692307692,0.227307692307692,0.228042986425339,0.213222336049224,0.132679079563532,-0.164724001635546,0.0870160946126416,-0.163440860215054,0.166666666666667,-0.166666666666667,-0.166666666666667,0.166666666666667,0.0502456552424328,0.168782977762934,0.167911246754216,0.172549019607843,0.165572275421797,-0.224761904761905,0.00231884057971014,0.199873139900594,-0.2,0.199947988104273,-0.16,-0.169090909090909,0.0186842105263158
"SMO",0.00277777777777778,0.0333333333333333,0.0533333333333333,0.0562612612612613,0.0616666666666667,-0.0885964912280702,0.00307692307692308,-0.0181351981351981,0.129047619047619,0,-0.1,-0.104029304029304,0.0625,-0.1,0.0513888888888889,0.05,-0.0933333333333333,0,0.145555555555556,-0.0666666666666667,-0.191428571428571,-0.179686558167571,-0.00151682609059101,-0.2,-0.263636363636364,-0.278636363636364,-0.0037037037037037,-0.115513449559801,-0.256638418079096,-0.273076923076923,-0.273076923076923,-0.273076923076923,-0.273076923076923,-0.248700167146769,-0.118103448275862,0.158968253968254,-0.0407224958949097,0.0627777777777778,-0.1,0.0516666666666667,0.0266666666666667,-0.1,-0.129109062980031,-0.142642934196332,-0.14339481389558,-0.15,-0.156666666666667,0.171428571428571,0.101269841269841,-0.264059113300493,0.1,-0.22555057345755,0,0.02,0.0235875706214689
"cateninnuc",-0.0445881619369164,-0.0285714285714286,-0.0301098901098901,-0.0298112403081534,-0.0306846027535683,0.128259905374939,0.167182517842947,0.169017380228268,-0.0864203554923158,0.233333333333333,0.111111111111111,0.0259318509038554,-0.120659705591212,0.24280303030303,-0.119473934840224,-0.120659705591212,-0.00407215007215007,-0.116550116550117,-0.120915195915196,0.101111111111111,0.24592803030303,0.0336085527371905,0.0802439485840534,0.265285624607659,0.267611206003007,0.269429387821189,0.0853059296485543,0.144035510482326,0.0535146968512112,0.253725373725374,0.253725373725374,0.253725373725374,0.253388673388673,0.227844476989349,0.120396117543659,-0.124124449319036,0.0276764512798436,-0.103601728012025,0.124242424242424,-0.103819592935773,-0.099471766848816,0.116550116550117,0.110558962888981,0.120691148118333,0.0204425979940575,0.122105672105672,0.122105672105672,-0.24280303030303,0.00339002183204093,0.220266980767225,-0.245833333333333,0.209873191453641,-0.16304347826087,-0.170979986197377,0.0254870410263327
"SOSGRB2",-0.0523684210526316,-0.242857142857143,-0.252857142857143,-0.235944977008807,-0.245164835164835,0.150833333333333,0.356971256971257,0.353940953940954,0.104824561403509,0.1,-0.2,-0.0503787878787879,0.13452380952381,0.0888888888888889,0.141770186335404,0.142857142857143,-0.140430107526882,0.1,0.145755693581781,-0.233333333333333,0.111038011695906,0.190078741895608,0.110986729659691,0.0727272727272727,0.0804195804195804,0.0790111297153551,-0.240985507246377,0.0452040482040482,0.241040100250627,0.269303201506591,0.269303201506591,0.269303201506591,0.265457047660438,0.127682238285324,0.0311599511599512,0.216855317670781,-0.111791804180418,0.180263984915148,0,0.191891891891892,0.2,-0.1,0.173105899076048,-0.158387272529149,-0.162402568896262,-0.142857142857143,-0.138509316770186,-0.115204678362573,0.129940597037371,0.392063291567938,-0.1,-0.317578729994837,-0.376190476190476,-0.365079365079365,0.0423684210526316
"RAS",-0.0532142857142857,-0.18,-0.14,-0.127245195107746,-0.128235294117647,0.0995670995670996,0.229210526315789,0.227249742002064,0.0763270440251572,0.1,-0.1,0.0444664031620553,0.144117647058824,0.166666666666667,0.144117647058824,0.15,-0.0575757575757576,0.1,0.146245306633292,-0.1,0.157777777777778,0.133692307692308,0.0215036106669282,0.15,0.123684210526316,0.133118172790467,-0.146230223677032,-0.042886300769562,0.149878497790869,0.0907692307692308,0.0907692307692308,0.0907692307692308,-0.0111538461538462,0.000568475452196382,0.0111111111111111,0.120839739798936,-0.115256916996047,0.0795254237288136,0,0.088,0.1,-0.1,0.0547099311701082,-0.160091460479445,-0.166040468978029,-0.15,-0.144117647058824,-0.146666666666667,0.0677798392084106,0.285345931816697,-0.2,-0.27195205799857,-0.22,-0.245,0.048059646539028
"NFB",-0.0542124542124542,0.1,0.0863636363636364,0.0743990794016111,0.0775636363636364,0.0317116320212295,0.0428571428571429,0.0356676003734827,0.0630306851618327,0.1,0.12,-0.0352222467934542,-0.0367521367521367,-0.019047619047619,-0.0389993277633727,-0.0290598290598291,-0.0390814081408141,-0.0444444444444444,-0.0395769955091989,0.06,-0.0481166881166881,-0.166701222941864,0.0730189924411221,-0.0337662337662338,-0.0480519480519481,-0.0538583996648513,0.0492390289449113,0.00891273598711966,-0.205333679025149,-0.0622845360122015,-0.0622845360122015,-0.0622845360122015,-0.0617870235743905,0.0677591036414566,-0.0664414204653248,-0.0106569439855801,0.0561904761904762,-0.0145892381787687,0.1,-0.0133844189016603,-0.0340740740740741,0.0444444444444444,-0.0551832874388558,0.040420877365739,0.0423816616794645,0.0290598290598291,0.0367521367521367,0.0325611325611326,0.0401966497765018,0.255651210850008,-0.114285714285714,0.171647913630105,-0.0428571428571429,-0.0628571428571429,0.0512114769682828
"AXIN2",-0.0580398004568786,-0.12,-0.118765432098765,-0.11600542158444,-0.116995520594341,-0.00293141796648108,0.0289005394726844,0.0316591601623396,-0.0903194296742684,0.133333333333333,0.1,0.0586073758487552,-0.105543972199947,0.157487922705314,-0.104286110564726,-0.108992248062016,0.0503795721187025,-0.106666666666667,-0.104597599960199,0.123076923076923,0.164057971014493,0.118858938414313,-0.0172800254264812,0.13719298245614,0.140764411027569,0.140764411027569,0.00406228784862997,0.098676234791061,0.137729107694838,0.152935832520608,0.152935832520608,0.152935832520608,0.152410898137405,0.130215181208316,0.0975443292070927,-0.119707906664428,-0.0337208906994196,-0.129770912147961,0.1,-0.131410256410256,-0.127838827838828,0.106666666666667,0.0925429729098648,0.104245900077432,0.103856795019066,0.108992248062016,0.105543972199947,-0.161835748792271,-0.0515700483091787,0.151105258842751,-0.144444444444444,0.121995965194344,-0.0266666666666667,-0.0242276422764228,0.0540959185780442
"TCFLEF",-0.0578399541634836,0.0794871794871795,0.0701848539057841,0.0657842844931457,0.0664465361487748,0.286303086135421,0.270301974448316,0.27302306288369,0.0967754970840795,0.114285714285714,0.0333333333333333,-0.0784086021505376,-0.116865258924082,0.083012987012987,-0.117486376936505,-0.110882352941176,-0.138278879015721,-0.105882352941176,-0.124111836800516,0.0133333333333333,0.0894645999162128,-0.118956431787757,0.0195912008348059,0.195903076677826,0.201785429619002,0.204111011014351,0.152306108859049,0.0700147811911958,-0.148519315966684,0.179603680266135,0.179603680266135,0.179603680266135,0.182100395115018,0.142401041705009,0.204963842514061,-0.0609747903309318,0.0358793650793651,-0.01640081799591,0.1,-0.0133333333333333,-0.0133333333333333,0.1125,0.0410724096916566,0.0237681941888322,0.0236822835359112,0.1175,0.123482905982906,-0.0894645999162128,0.134263582648608,-0.225319363956559,-0.087012987012987,0.0964308265311477,-0.272857142857143,-0.265540069686411,0.0565496189969874
"Destcompl",-0.0675219197648,-0.162244897959184,-0.158796622097115,-0.155475387977332,-0.156165043149746,-0.00156810917784526,0.0664977645305514,0.0686074691719016,-0.178357316959277,0.233333333333333,0.166666666666667,0.108863785786863,-0.210183983173268,0.274948240165631,-0.208885281874567,-0.214144379212872,0.0927777777777778,-0.218253968253968,-0.209542389163121,0.183908045977011,0.281925687411535,0.171710918032516,-0.0159144747783233,0.252549941245593,0.254723854289072,0.253721850281056,0.00828373731781809,0.199024745861782,0.224620391172195,0.272094162437944,0.272094162437944,0.272094162437944,0.270995261339043,0.277736269645245,0.128120096786034,-0.240265852576905,0.104245900077432,-0.191381069040377,0.211111111111111,-0.191961339833414,-0.19247947454844,0.218253968253968,0.182610619630089,0.208720471354902,0.208108538667498,0.214144379212872,0.210661792148196,-0.281254546471938,-0.0914912280701754,0.248133688574358,-0.261904761904762,0.158892565121879,-0.0533333333333333,-0.0593939393939394,0.0580175983436853
"cMet",-0.187301587301587,-0.26,-0.26,-0.24806146572104,-0.254444444444444,0.125714285714286,0.1,0.101818181818182,-0.0151851851851852,-0.1,-0.1,-0.0304781561747506,-0.0933333333333333,0,-0.0978787878787879,-0.1,-0.0260770975056689,-0.1,-0.0956589147286822,-0.1,0.0379166666666667,0.207030220685112,-0.0754458036814595,0.0142857142857143,0.0195488721804511,0.0386978083506639,-0.186079762933696,-0.057629476099227,0.25974025974026,0.105714285714286,0.105714285714286,0.105714285714286,0.103827493261456,0.0950652841781874,0.102869198312236,0.0402260058781798,0.0815873015873016,0.0311363636363636,0.1,0.0436363636363636,0.08,0.2,0.196003748456915,0.0879666070363745,0.0806219742680129,0.2,0.0933333333333333,-0.00666666666666667,0.0224407338693053,0.331722519167775,0,-0.0970039612896756,-0.1,-0.12,0.0782106782106782
"TWIST1",-0.0853450072962268,0.0466666666666667,0.0466666666666667,0.0422332953682612,0.0429166666666667,0.109536662168241,0.0936689549961861,0.0931714425583752,-0.097166875427745,-0.1,-0.166666666666667,-0.106270565592599,-0.0094736842105263,-0.0769230769230769,-0.00787368421052631,1.11022302462516e-17,-0.0906952406952407,1.11022302462516e-17,-0.00650260616935827,-0.133333333333333,-0.0494008816042714,0.139256541941795,-0.0800266407329078,-0.0288888888888889,-0.0186324786324786,-0.0101419125947428,-0.060883594856707,0.0272050452729021,0.16460583390408,0.0663742699542826,0.0663742699542826,0.0663742699542826,0.0667167357077073,-0.0474752094578517,0.135588483159751,-0.0095839537699114,-0.0338334246398763,0.109065299053018,-1.11022302462516e-17,0.11448401826484,0.121333333333333,-1.11022302462516e-17,0.128814353873276,0.00389923710350835,0.00464679317021335,-1.11022302462516e-17,0.00851063829787233,0.0578754578754579,0.0903652076919404,-0.264012967628152,0.1,-0.0448128240046692,-0.0666666666666667,-0.0884057971014493,0.0823323323323324
"cfos",-0.107142857142857,0.157142857142857,0.123809523809524,0.106162464985994,0.106162464985994,0.165277777777778,0.18695652173913,0.178481945467944,0.0017016317016317,0,-0.1,-0.198025987006497,0.111481481481481,-0.125,0.111481481481481,0.13,-0.191798941798942,0.15,0.111481481481481,-0.142857142857143,-0.155263157894737,-0.188082505729565,0.0467952639636013,-0.133333333333333,-0.141025641025641,-0.136410256410256,-0.0087012987012987,0.0455084690587534,-0.185708520696414,-0.00217864923747277,-0.00217864923747277,-0.00217864923747277,0.00147988734789309,-0.0493425324675325,0.0300061488009838,0.144340277777778,-0.0969622331691297,0.185927632701826,-0.1,0.18963133640553,0.192857142857143,-0.15,0.0597819058578552,-0.107521085441878,-0.104928492849285,-0.13,-0.111481481481481,0.15,0.177282812766684,-0.207358043416438,0.1,-0.151876822069004,-0.16,-0.2,0.102404012452439
"NOTCHic",-0.108643892339545,0.166666666666667,0.138666666666667,0.120626806383124,0.122537634408602,0.196555023923445,0.226666666666667,0.220952380952381,0.0013200333744287,0,-0.1,-0.0953734671125975,-0.00284382284382284,-0.111111111111111,-0.00391909166102714,0.0123076923076923,-0.191428571428571,0.02,-0.00394272394272394,-0.125,-0.124547803617571,-0.187153116632885,-0.0218652373660031,0.0257142857142857,-0.0775115207373272,-0.0722483628425904,0.0407076004690331,-0.00897693315861661,-0.184363929146538,0.0576811594202899,0.0576811594202899,0.0576811594202899,0.0611294352823588,0.0211749152971724,0.0457537853851218,0.0948132858066633,-1.4225816112607e-05,0.160235732009926,0,0.163461538461538,0.163461538461538,-0.02,0.0574216524216524,0.00598354026925455,0.00827361660513242,-0.0123076923076923,0.00284382284382284,0.122222222222222,0.179198355601233,-0.116535436263127,0.1,-0.0062074116840472,-0.26,-0.226666666666667,0.103590982286634
"TrCP",-0.0989461358313817,0.123809523809524,0.106162464985994,0.106162464985994,0.106162464985994,0.158347084708471,0.178481945467944,0.175815278801277,-0.00437571636466665,-0.1,-0.142857142857143,-0.187731869359438,0.111481481481481,-0.15,0.106115627822945,0.111481481481481,-0.177282812766684,0.13,0.107521085441878,-0.192857142857143,-0.155263157894737,-0.184529206237179,0.0479717345518366,-0.141025641025641,-0.136410256410256,-0.136410256410256,-0.00815782044042913,0.0495377730880574,-0.182171543204453,0.00147988734789309,0.00147988734789309,0.00147988734789309,0.002388978256984,-0.0464334415584415,0.0355233901802941,0.136364817655078,-0.0938175790810794,0.176927632701826,-0.15,0.185927632701826,0.18963133640553,-0.13,0.0576339344974734,-0.104928492849285,-0.106997458366526,-0.111481481481481,-0.111481481481481,0.155263157894737,0.17147636115378,-0.20518806149962,0.125,-0.150222686730658,-0.2,-0.18695652173913,0.104011729494239
"EGR1",-0.0989461358313817,0.123809523809524,0.106162464985994,0.106162464985994,0.106162464985994,0.158347084708471,0.178481945467944,0.175815278801277,-0.00437571636466665,-0.1,-0.142857142857143,-0.187731869359438,0.111481481481481,-0.15,0.106115627822945,0.111481481481481,-0.177282812766684,0.13,0.107521085441878,-0.192857142857143,-0.155263157894737,-0.184529206237179,0.0479717345518366,-0.141025641025641,-0.136410256410256,-0.136410256410256,-0.00815782044042913,0.0495377730880574,-0.182171543204453,0.00147988734789309,0.00147988734789309,0.00147988734789309,0.002388978256984,-0.0464334415584415,0.0355233901802941,0.136364817655078,-0.0938175790810794,0.176927632701826,-0.15,0.185927632701826,0.18963133640553,-0.13,0.0576339344974734,-0.104928492849285,-0.106997458366526,-0.111481481481481,-0.111481481481481,0.155263157894737,0.17147636115378,-0.20518806149962,0.125,-0.150222686730658,-0.2,-0.18695652173913,0.104011729494239
"Csl",-0.102929606625259,0.138666666666667,0.122537634408602,0.12040004901351,0.120626806383124,0.192489983273038,0.220952380952381,0.218778467908903,-0.0019057730771842,-0.1,-0.125,-0.0855695455439701,-0.00391909166102714,-0.122222222222222,-0.00714489811264005,-0.00284382284382284,-0.179198355601233,0.0123076923076923,-0.00598354026925455,-0.163461538461538,-0.123772609819121,-0.183885142776676,-0.0204698885287938,-0.0775115207373272,-0.0722483628425904,-0.0713392719334995,0.0404818668347216,-0.00576592398430468,-0.181049012019466,0.0611294352823588,0.0611294352823588,0.0611294352823588,0.0614970823411823,0.0233840463722828,0.0497767738908689,0.0890841191399966,0.00178526004506991,0.15247711132027,-0.02,0.160235732009926,0.163461538461538,-0.0123076923076923,0.0554453678366722,0.00827361660513242,0.00695857944103865,0.00284382284382284,0.00394272394272394,0.124547803617571,0.174198355601233,-0.114372871013313,0.111111111111111,-0.00504958109294421,-0.226666666666667,-0.226666666666667,0.10414346847448
"DELTA",-0.0833333333333333,0.2,0.2,0.138666666666667,0.166666666666667,0.22,0.26,0.226666666666667,0.0102564102564102,0,0,-0.0833333333333333,0.02,0,0.0123076923076923,0,-0.183333333333333,0,0.0123076923076923,0,-0.111111111111111,-0.195757575757576,-0.026,0.1,0.04,0.0257142857142857,0.038,-0.00737333089445765,-0.203623188405797,0.0533333333333333,0.0533333333333333,0.0533333333333333,0.0533333333333333,0.0118773946360153,0.0428571428571429,0.101558441558442,-0.00428571428571428,0.163461538461538,0,0.125,0.1,0,0.0583333333333333,0.00284382284382284,0.00394272394272394,0,-0.02,0.1,0.188095238095238,-0.129738562091503,0,-0.0128803088803089,-0.1,-0.2,0.105072463768116
"NOTCH",-0.105072463768116,0.2,0.166666666666667,0.122537634408602,0.138666666666667,0.214736842105263,0.226666666666667,0.226666666666667,-8.84173297966487e-05,0,0,-0.0876811594202898,0.0123076923076923,-0.1,-0.00284382284382284,0.02,-0.188095238095238,0,-0.00284382284382284,-0.1,-0.122222222222222,-0.19004329004329,-0.026,0.04,0.0257142857142857,-0.0775115207373272,0.0363050847457627,-0.00999113194157807,-0.185104669887279,0.0533333333333333,0.0533333333333333,0.0533333333333333,0.0576811594202899,0.0186955764541971,0.0489795918367347,0.0941510341510342,0.00137466307277628,0.163461538461538,0,0.163461538461538,0.125,0,0.0537179487179487,0.00394272394272394,0.00598354026925455,-0.02,-0.0123076923076923,0.111111111111111,0.191428571428571,-0.120743853096794,0,-0.0082074116840472,-0.2,-0.26,0.10877616747182
"ZEB2",-0.388153155268463,-0.314285714285714,-0.312467532467532,-0.310955816670102,-0.310426716141002,-0.245695970695971,-0.230263157894737,-0.229043645699615,-0.222431561996779,-0.2,-0.2,-0.195029325513196,-0.186503496503496,-0.186111111111111,-0.185586065310836,-0.183939393939394,-0.177880874993551,-0.177272727272727,-0.175740740740741,-0.171428571428571,-0.171033229491173,-0.14483336657191,-0.136196963835553,-0.135897435897436,-0.129230769230769,-0.124312736443884,-0.0706877577138881,-0.0682070904408708,0.00760163383224348,0.0508225108225108,0.0508225108225108,0.0508225108225108,0.0510366435848234,0.0518192773238787,0.0983108003108003,0.127488531732596,0.127765706702853,0.148628444726006,0.15,0.152264808362369,0.157142857142857,0.17,0.171936110516956,0.175036515388628,0.175166385518498,0.176666666666667,0.176666666666667,0.179444444444444,0.181539411578917,0.200565199798351,0.211111111111111,0.212534024963159,0.225,0.230263157894737,0.281906455011033
