"","SMAD","ILK","HEY1","FOXC2","TGF","TGFR","AKT","CDC42","IKK","Jagged","FUS","NFB","SUFU","SNAI1","TWIST1","MEK","ERK","SNAI2","AXIN2","Wnt","cateninnuc","TCFLEF","CD44","Frizzled","GLI","Ecadherin","LIV1","DSH","cateninmemb","STAT","SRC","cMet","EGR1","Destcompl","RAS","RAF","PI3K","DELTA","cfos","ZEB2","SOSGRB2","TrCP","RKIP","KLF4","GSK3","Csl","Csn","NOTCHic","NOTCH","PAK1","Patched","SMO","SHH","miR200","ZEB1"
"FUS",-0.124004096262161,-0.111746031746032,-0.121627647714604,-0.164555353901996,-0.0682576193214491,-0.0608108108108108,0.0912967032967033,-0.05,0.0951428571428571,0.0216985401925161,0.0133333333333333,0.107142857142857,0.133333333333333,-0.16325391994899,-0.0716279414616341,-0.197804035045414,-0.187459207459207,0.166977499879623,-0.0214795199802696,-0.0875,0.011560217819771,0.00694065260237974,0.0054368932038835,-0.0875,-0.100961538461538,0.0606280420065805,0,0.1,-0.0966197423639506,0,-0.02,-0.02,0.18,-0.20591633907879,-0.206107580598542,-0.211784436493739,-0.211784436493739,-0.211784436493739,0.172307692307692,0.0103505944334685,-0.0460188933873144,-0.1,0.122292587137948,0.00264116575591985,-0.217787601451595,-0.172727272727273,-0.15,-0.172727272727273,-0.170454545454545,0.0333333333333333,0.0213888888888889,-0.00083333333333333,0.0203787878787879,0.197771829624192,0.272903018959481
"GSK3",0.254919748841171,0.239477469980601,0.238388415780899,0.487730123813355,0.43521004975936,0.429056203605514,-0.0161457412319481,0.421739130434783,-0.0323850574712644,0.170573346574475,0.101082251082251,-0.0358333333333333,0.0772727272727273,0.38531729982185,0.300092578453999,0.185147034624589,0.187987943715498,0.212916718178108,0.091186064719279,0.130216472553934,0.135107181162852,0.133659812741799,0.132502199206626,0.137406015037594,0.132103265006764,-0.0648954756111354,-0.125,-0.130263157894737,-0.0387283994399613,-0.130263157894737,-0.137406015037594,-0.130121246825673,-0.174509803921569,0.290457333341569,0.208336311957628,0.210016984226535,0.210016984226535,0.210016984226535,-0.178213507625272,0.0106868380836066,-0.100324859485381,0.0733333333333333,-0.308811977496188,0.00536155172066604,0.266188447155639,0.0228291316526611,0.0608333333333333,0.0179340267575562,0.0109210397445692,-0.401739130434783,-0.124098281163391,-0.107533863985477,-0.134146128053343,-0.335136706830406,-0.432289114866714
"KLF4",0.0106666666666667,0.0106666666666667,0.0183498854087089,-0.0344883601084448,0.0129608277900961,0.0144242424242424,-0.0537566137566138,0.0130909090909091,-0.0352380952380952,0.0554568170460224,-0.1,-0.04,0,0.0361151557683708,0.0339869281045752,0.0860697943657313,0.0767914438502674,-0.0653955321731574,-0.00460619041718541,0.0253533971728226,0.0360759801288779,0.0471594172397123,0.0488316580423878,0.0137254901960784,0.0477671902762709,-0.0489300832828829,-0.1,-0.0666666666666667,0.089735581717289,-0.0666666666666667,-0.0137254901960784,-0.0253533971728226,-0.08,0.0730851901561061,0.0531674208144797,0.0634615384615385,0.0634615384615385,0.0634615384615385,-0.0709090909090909,0.0121310629514964,-0.0556032018296169,0.1,-0.0277571634714492,0.0185185185185185,0.0749772888535706,0.0309090909090909,0.1,0.0519617224880383,0.057116361663296,-0.00909090909090909,0.0520833333333333,0.0833333333333333,0.0553091397849462,-0.0173137973137973,-0.027843137254902
"HEY1",0.0106666666666667,0.0106666666666667,0.0183498854087089,-0.0344883601084448,0.0129608277900961,0.0144242424242424,-0.0537566137566138,0.0130909090909091,-0.0352380952380952,0.0554568170460224,-0.1,-0.04,0,0.0361151557683708,0.0339869281045752,0.0860697943657313,0.0767914438502674,-0.0653955321731574,-0.00460619041718541,0.0253533971728226,0.0360759801288779,0.0471594172397123,0.0488316580423878,0.0137254901960784,0.0477671902762709,-0.0489300832828829,-0.1,-0.0666666666666667,0.089735581717289,-0.0666666666666667,-0.0137254901960784,-0.0253533971728226,-0.08,0.0730851901561061,0.0531674208144797,0.0634615384615385,0.0634615384615385,0.0634615384615385,-0.0709090909090909,0.0121310629514964,-0.0556032018296169,0.1,-0.0277571634714492,0.0185185185185185,0.0749772888535706,0.0309090909090909,0.1,0.0519617224880383,0.057116361663296,-0.00909090909090909,0.0520833333333333,0.0833333333333333,0.0553091397849462,-0.0173137973137973,-0.027843137254902
"Wnt",0.198807394156231,0.187179487179487,0.193846153846154,0.445425101214575,0.401739130434783,0.38,-0.0608333333333333,0.333333333333333,-0.0733333333333333,0.147745098039216,0,-0.133333333333333,0,0.366925465838509,0.276176470588235,0.174509803921569,0.133333333333333,0.203793103448276,0.0872727272727273,0.125,0.130121246825673,0.137406015037594,0.130263157894737,0.2,0.130263157894737,-0.0640646659922821,0,-0.2,-0.0391101694915254,-0.1,-0.1,-0.125,-0.1,0.287395507402046,0.213568010936432,0.209022556390977,0.209022556390977,0.209022556390977,-0.133333333333333,0.012338593974175,-0.0757575757575758,0.1,-0.271666666666667,0.0294117647058824,0.364733542319749,0.1,0.1,0.0571428571428571,0.0404761904761905,-0.3,-0.0772727272727273,-0.05,-0.101082251082251,-0.283838383838384,-0.382639885222382
"SUFU",-0.129315874553154,-0.124004096262161,-0.131266201931472,-0.171255105763039,-0.0708217218855517,-0.0682576193214491,0.0959946898738845,-0.0608108108108108,0.0912967032967033,0.0181355948243451,0.00083333333333333,0.0951428571428571,0.0133333333333333,-0.167512863730932,-0.072246498162665,-0.201633822279457,-0.197804035045414,0.167043419457738,-0.0174982553432673,-0.100961538461538,0.011713670505193,0.011560217819771,0.00694065260237974,-0.0875,-0.0998462968258507,0.0576414302661067,0,0.0875,-0.100439660508562,-0.02,-0.02,-0.0054368932038835,0.172307692307692,-0.208096030732166,-0.204841757813732,-0.206107580598542,-0.206107580598542,-0.206107580598542,0.187459207459207,0.0156646040953043,-0.0439209912894123,-0.15,0.121884423872642,-0.00035284622012805,-0.217273462634114,-0.172727272727273,-0.107142857142857,-0.170454545454545,-0.167279942279942,0.05,0.0203787878787879,0.0213888888888889,0.0223092898092898,0.200374060107463,0.280149395771076
"Frizzled",0.227779356773054,0.198807394156231,0.204484451718494,0.471006496563412,0.421739130434783,0.401739130434783,-0.0358333333333333,0.38,-0.0608333333333333,0.156836007130125,0.05,-0.0733333333333333,0,0.371687370600414,0.294271708683473,0.178213507625272,0.174509803921569,0.207263134994017,0.0942494714587738,0.130263157894737,0.132502199206626,0.130121246825673,0.137406015037594,0.125,0.137406015037594,-0.0656963676239837,-0.1,-0.2,-0.0362530266343826,-0.1,-0.125,-0.130263157894737,-0.133333333333333,0.290313279285335,0.20805619991281,0.213568010936432,0.213568010936432,0.213568010936432,-0.133333333333333,0.0212494850632839,-0.0909090909090909,0.1,-0.300238095238095,0.0103641456582633,0.366551724137931,0.0571428571428571,0.133333333333333,0.0404761904761905,0.0228291316526611,-0.333333333333333,-0.101082251082251,-0.0772727272727273,-0.107533863985477,-0.315088383838384,-0.405412162450104
"TGFR",0.203215022455064,0.197165200391007,0.158165651433355,0.307501898614012,0.303923505572442,0.303214285714286,0.277918633793787,0.394285714285714,0.266290726817043,0.14133449659559,0.176666666666667,0.245238095238095,0.126666666666667,0.206994225940324,0.218383419006195,-0.199648893924309,-0.19827903091061,0.169589852698641,-0.0526167389543641,-0.0476010781671159,-0.0432598088976382,-0.0497257079233246,-0.04829030122476,-0.0457142857142857,-0.0663107555864707,-0.0482397670982967,0.1,0.0857142857142857,0.0845483101392402,0.0666666666666667,0.0266666666666667,0.0285534591194969,0.195238095238095,0.0180782531561902,-0.174509189640769,-0.180357142857143,-0.180357142857143,-0.180357142857143,0.200501253132832,0.0216550810989739,-0.379028589993502,-0.166666666666667,-0.214155844155844,0.0298558897243108,-0.106706487621229,-0.216666666666667,-0.216666666666667,-0.244252873563218,-0.250727693707103,-0.38,-0.181408045977011,-0.193908045977012,-0.184232904734074,-0.23051520380497,-0.282158940992325
"SOSGRB2",0.231346717798331,0.226451612903226,0.215909090909091,0.0552258852258852,0.0678318135764944,0.0642857142857143,0.0141812865497076,0.0642857142857143,0.00584795321637427,0.187668705679017,0.2,0.0111111111111111,0.2,0.102272210376688,0.00579710144927536,0.226013026013026,0.229043329043329,-0.38752445199843,-0.0859185918591859,-0.114285714285714,-0.109703979793194,-0.108747956848643,-0.105590062111801,-0.114285714285714,-0.109937888198758,-0.190994246790208,0,0.1,0.192433524433524,0.1,0.114285714285714,0.109937888198758,-0.242857142857143,-0.107528824642919,0.178675937997972,0.183804143126177,0.183804143126177,0.183804143126177,-0.231746031746032,0.0255137844611529,0.174444444444444,0,0.0879385964912281,0.0212280701754386,-0.120109085242325,0.00909090909090909,0,0.0167832167832168,0.00974096326209002,-0.0642857142857143,-0.235585585585586,-0.216666666666667,-0.240236748376283,-0.0516457907616237,-0.0781203007518797
"TGF",0.197165200391007,0.193939393939394,0.156673114119923,0.307065217391304,0.303214285714286,0.394285714285714,0.266290726817043,0.38,0.245238095238095,0.150754786450663,0.126666666666667,0.216666666666667,0.0666666666666667,0.209059122695486,0.228703703703704,-0.19827903091061,-0.200501253132832,0.170052815661604,-0.0418871252204586,-0.0457142857142857,-0.0497257079233246,-0.04829030122476,-0.0285534591194969,-0.0857142857142857,-0.0476010781671159,-0.0523283531289611,0,0.1,0.0861649383147598,0.1,0.0666666666666667,0.0266666666666667,0.166666666666667,0.0170701886400611,-0.180357142857143,-0.169642857142857,-0.169642857142857,-0.169642857142857,0.195238095238095,0.0280701754385965,-0.380263157894737,-0.2,-0.215584415584416,0.0280701754385965,-0.108417979063772,-0.186666666666667,-0.166666666666667,-0.216666666666667,-0.244252873563218,-0.38,-0.193908045977012,-0.176666666666667,-0.181408045977011,-0.227875907617287,-0.278007997596098
"Jagged",-0.178571428571429,-0.183333333333333,-0.283333333333333,-0.254285714285714,-0.253333333333333,-0.233333333333333,-0.111111111111111,-0.2,-0.1,-0.108311688311688,0,0,0,-0.25,-0.153,-0.0466666666666667,0.02,-0.101985922574158,0.0285714285714286,0.04,0.0463603063603064,0.0166899766899767,0.00153846153846154,0.1,0.00153846153846154,0.0635087719298246,0,0,-0.0798774464971648,0,-0.1,-0.04,0.1,-0.0604169884169884,0.0139393939393939,-0.0133333333333333,-0.0133333333333333,-0.0133333333333333,0,0.0384057971014493,0.16,0,0.18974358974359,0.0166666666666667,0.00881226053639847,-0.1,0,-0.08,-0.0514285714285714,0.2,0.15,0.1,0.157692307692308,0.27030303030303,0.322463768115942
"PI3K",0.213225450180072,0.183625450180072,0.189203914842095,0.380257839721254,0.340014347202296,0.322941176470588,-0.181297134238311,0.302941176470588,-0.194117647058824,0.144912280701754,0.05,-0.2,0,0.397479871175523,0.207266741336592,0.207999265279882,0.203081232492997,0.0949594905079276,0.0884761904761905,0.115458937198068,0.125564180548113,0.124533252713061,0.126228167967298,0.111111111111111,0.126228167967298,-0.123812812521804,-0.1,-0.1,-8.03045702159677e-05,-0.1,-0.111111111111111,-0.115458937198068,-0.133333333333333,0.312396536035895,0.259230504655162,0.264709956709957,0.264709956709957,0.264709956709957,-0.161904761904762,0.0385770160832238,-0.0830769230769231,0.2,-0.322317388493859,0.0324561403508772,0.389670514670515,0.075,0.233333333333333,0.0673076923076923,0.0576302729528536,-0.25,-0.0897435897435897,-0.0666666666666667,-0.103632478632479,-0.322332541185,-0.415350228021488
"PAK1",-0.234007509813961,-0.217878477555897,-0.209005791222036,-0.296938415399802,-0.288014669355074,-0.285828877005348,-0.186281676413255,-0.284313725490196,-0.167763157894737,-0.122026457055215,-0.15952380952381,-0.1625,-0.142857142857143,-0.248900893775067,-0.158552418595897,-0.0327369196757553,-0.0407369196757553,-0.132722412946935,0.0551587817950863,0.0647953216374269,0.0508479766895609,0.0508479766895609,0.0575146433562275,0.0411111111111111,0.0584538582227927,0.068709077579077,-0.05,-0.03,-0.0764016826969233,-0.03,-0.0411111111111111,-0.0654354354354354,0.04,-0.0612196812917494,0.0451542445014468,0.0415178808650832,0.0415178808650832,0.0415178808650832,0.0356521739130435,0.0487690296566607,0.175371287128713,0.1,0.21745263944159,0.0514270101483216,0.0419713203463203,0.114102564102564,0.125,0.112564102564103,0.113663003663004,0.266666666666667,0.173303180292428,0.149846390168971,0.188303180292428,0.31665692888446,0.361011035838391
"LIV1",-0.234007509813961,-0.217878477555897,-0.209005791222036,-0.296938415399802,-0.288014669355074,-0.285828877005348,-0.186281676413255,-0.284313725490196,-0.167763157894737,-0.122026457055215,-0.15952380952381,-0.1625,-0.142857142857143,-0.248900893775067,-0.158552418595897,-0.0327369196757553,-0.0407369196757553,-0.132722412946935,0.0551587817950863,0.0647953216374269,0.0508479766895609,0.0508479766895609,0.0575146433562275,0.0411111111111111,0.0584538582227927,0.068709077579077,-0.05,-0.03,-0.0764016826969233,-0.03,-0.0411111111111111,-0.0654354354354354,0.04,-0.0612196812917494,0.0451542445014468,0.0415178808650832,0.0415178808650832,0.0415178808650832,0.0356521739130435,0.0487690296566607,0.175371287128713,0.1,0.21745263944159,0.0514270101483216,0.0419713203463203,0.114102564102564,0.125,0.112564102564103,0.113663003663004,0.266666666666667,0.173303180292428,0.149846390168971,0.188303180292428,0.31665692888446,0.361011035838391
"EGR1",-0.234007509813961,-0.217878477555897,-0.209005791222036,-0.296938415399802,-0.288014669355074,-0.285828877005348,-0.186281676413255,-0.284313725490196,-0.167763157894737,-0.122026457055215,-0.15952380952381,-0.1625,-0.142857142857143,-0.248900893775067,-0.158552418595897,-0.0327369196757553,-0.0407369196757553,-0.132722412946935,0.0551587817950863,0.0647953216374269,0.0508479766895609,0.0508479766895609,0.0575146433562275,0.0411111111111111,0.0584538582227927,0.068709077579077,-0.05,-0.03,-0.0764016826969233,-0.03,-0.0411111111111111,-0.0654354354354354,0.04,-0.0612196812917494,0.0451542445014468,0.0415178808650832,0.0415178808650832,0.0415178808650832,0.0356521739130435,0.0487690296566607,0.175371287128713,0.1,0.21745263944159,0.0514270101483216,0.0419713203463203,0.114102564102564,0.125,0.112564102564103,0.113663003663004,0.266666666666667,0.173303180292428,0.149846390168971,0.188303180292428,0.31665692888446,0.361011035838391
"SRC",-0.0871325272641062,-0.0844298245614035,-0.0670556107249255,-0.0887208216619981,-0.0907070707070707,-0.0888888888888889,-0.18974358974359,-0.0888888888888889,-0.18974358974359,-0.0407010115266996,-0.0166666666666667,-0.166666666666667,0.0333333333333333,0.0134920372327316,-0.106974864216244,0.118048408614446,0.116161616161616,-0.126210605889143,-0.0295677674359301,-0.005,0.00502628031561425,-0.00146141543382647,-0.0197540983606557,0.025,-0.0197540983606557,-0.044046699487876,0.2,0,0.0895378685825475,0.1,-0.025,0.005,-0.1,0.091814381270903,0.268985474267076,0.253833959115561,0.253833959115561,0.253833959115561,-0.127272727272727,0.0510856543875412,0.192857142857143,0.1,0.0965461062235256,0.158850129198966,0.129437229437229,0.145,0.1,0.149761904761905,0.16047619047619,0.0888888888888889,0.0677777777777778,0.0566666666666667,0.0501307189542484,0.138498023715415,0.171428571428571
"cfos",-0.217878477555897,-0.208201058201058,-0.20312343828086,-0.300386691261871,-0.285828877005348,-0.284313725490196,-0.167763157894737,-0.266666666666667,-0.1625,-0.1134375,-0.142857142857143,-0.125,-0.1,-0.250571538166475,-0.150943722943723,-0.0407369196757553,-0.0356521739130435,-0.130371599203716,0.0652216748768473,0.0411111111111111,0.0508479766895609,0.0575146433562275,0.0654354354354354,0.03,0.0647953216374269,0.0631035412468971,-0.1,-0.05,-0.082079338374579,-0.05,-0.03,-0.0411111111111111,0.08,-0.0654302076075389,0.0415178808650832,0.0500544662309368,0.0500544662309368,0.0500544662309368,0.04,0.0523060071486222,0.1625,0,0.211375291375291,0.0284761904761905,0.0405167748917749,0.0833333333333333,0.1,0.114102564102564,0.112564102564103,0.242857142857143,0.149846390168971,0.15952380952381,0.173303180292428,0.303458959341312,0.35811714516315
"STAT",-0.207115886501194,-0.201368760064412,-0.194,-0.280738922972052,-0.250782134849641,-0.250299043062201,-0.135980629539952,-0.239772727272727,-0.134285714285714,-0.0971001526112839,-0.1,-0.12,-0.05,-0.188602331116531,-0.188713868174138,-0.00774193548387097,-0.00666666666666667,-0.102731377513252,-0.0189680907327966,-0.0243506493506494,-0.00610926811103151,-0.00122249814678837,-0.00469252969252969,-0.0107142857142857,-0.00502291825821237,-0.0160096082294132,0.1,-0.0142857142857143,0.0711287334161843,-0.0142857142857143,0.0107142857142857,0.0243506493506494,-0.0333333333333333,0.0651893626030185,0.110209112625458,0.114686724565757,0.114686724565757,0.114686724565757,0.00666666666666667,0.0526896180742335,0.0609605911330049,0,0.154860038610039,0.136888492770846,0.110402759234535,0.0725490196078431,0.1,0.091467938526762,0.0982640550316164,0.227272727272727,0.121705426356589,0.133333333333333,0.129670028126501,0.280169639137253,0.32903890980814
"CD44",0.158730158730159,0.144444444444444,0.13859649122807,0.1475,0.153333333333333,0.153333333333333,0.133333333333333,0.153333333333333,0.1,0.109277389277389,0.1,0.1,0.1,0.122939925571505,0.092014652014652,0.18,0.2,-0.22039294039294,0.01,0,0.00550983899821109,-0.00372093023255814,-0.02,0.1,-0.02,-0.0221338616871132,-0.1,0,-0.0215567765567766,-0.1,-0.2,-0.1,-0.2,-0.145230819600568,-0.0247619047619048,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.2,0.0634920634920635,0.166666666666667,0,-0.0037037037037037,-0.0412698412698413,-0.17202380952381,-0.1,-0.1,-0.114285714285714,-0.119548872180451,-0.133333333333333,-0.12,-0.1,-0.147272727272727,-0.14171277997365,-0.158730158730159
"TWIST1",0.102249188882852,0.103899353899354,0.0777488048674489,0.208133689266472,0.145075733773205,0.143936781609195,0.230635748432359,0.146436781609195,0.222161172161172,0.0683141276650338,0,0.226923076923077,-0.0333333333333333,0.105647113236168,0.108174648577967,-0.140716326832656,-0.134248665141114,0.366464400059454,0.070529685368395,0.0740016708437761,0.0621674867057427,0.0595797926286869,0.0667773423989779,0.0603174603174603,0.0660016708437761,0.205941055243901,-0.0666666666666667,-0.0380952380952381,-0.181713432444107,-0.0380952380952381,-0.0603174603174603,-0.0752110773387369,0.133333333333333,-0.131981100432373,-0.131892785609308,-0.132920182869582,-0.132920182869582,-0.132920182869582,0.128985507246377,0.0731406845441933,-0.13442664632596,-0.2,-0.126768550681594,0.06729205753596,-0.141495628554452,-0.114074074074074,-0.25,-0.121766381766382,-0.133087136483363,-0.153333333333333,-0.0211506849315069,-0.028,-0.0157319657196842,-0.125031617929637,-0.143268707303795
"AXIN2",0.0768000920174833,0.0696572348746262,0.0669539577247488,0.200694223808978,0.159388894027062,0.155098464984158,-0.0572946859903382,0.151558641975309,-0.0661835748792271,0.129322569322569,-0.0769230769230769,-0.0647342995169082,-0.1,0.162763222439584,0.134387359816704,0.103213569873372,0.105972190563027,0.184550471860055,-0.0310431413388058,0.11133654103181,0.109033350273247,0.106828421609174,0.109759253965564,0.109612403100775,0.11007867939659,-0.00074725442890223,-0.1,-0.0933333333333333,-0.106294207289064,-0.0933333333333333,-0.109612403100775,-0.11133654103181,-0.1,0.138700080506056,0.0832989290254364,0.0838238634086385,0.0838238634086385,0.0838238634086385,-0.0975609756097561,0.0784284907405776,-0.00253842775581906,0.0666666666666667,-0.146768187010122,0.071138204472465,0.136511128713646,-0.0185964912280702,0.0777777777777778,-0.023953634085213,-0.0300347151662941,-0.142916666666667,0.0656135531135531,0.0673992673992674,0.0646299465561761,-0.159148259093297,-0.192350921554714
"RAS",0.193939393939394,0.17965367965368,0.176284584980237,0.256031746031746,0.246557949912638,0.237647058823529,-0.102222222222222,0.22,-0.113333333333333,0.166611472501478,0.1,-0.133333333333333,0.1,0.314591937069813,0.148663393344244,0.256145510835913,0.250263157894737,-0.205871682685589,0.0501449275362319,0.0323529411764706,0.0551437035453175,0.061092712043901,0.0472465581977472,0.05,0.0448529411764706,-0.148112546731473,0,-0.1,0.0721685827487021,-0.1,-0.05,-0.0323529411764706,-0.22,0.139949632391493,0.217564102564103,0.31948717948718,0.31948717948718,0.31948717948718,-0.245,0.0945692194403535,0.0536796536796537,0.1,-0.100993710691824,0.101785714285714,0.150129198966408,0.1,0.1,0.0947368421052632,0.092850049652433,-0.18,-0.144666666666667,-0.116666666666667,-0.170090395480226,-0.213476923076923,-0.267882916053019
"Destcompl",0.149920634920635,0.143253968253968,0.13432072201303,0.349156954623919,0.255147227675099,0.250516685803178,-0.0604703957782452,0.241569317382125,-0.0678529461138157,0.262265972072961,-0.0758620689655172,-0.0813664596273292,-0.1,0.34363218812385,0.272193210643517,0.176646887732175,0.173693301234285,0.318408695250173,0.106828421609174,0.221656128430847,0.219377272744432,0.21733749711975,0.215556675201942,0.222646227440748,0.216275794479084,0.0140115859603263,-0.188888888888889,-0.21031746031746,-0.216700784433222,-0.21031746031746,-0.222646227440748,-0.221153690127315,-0.161025641025641,0.199957493741979,0.118794238131669,0.116596435933867,0.116596435933867,0.116596435933867,-0.173146853146853,0.102154347091905,-0.00795895612660278,0.1,-0.297297651885555,0.0988668051043504,0.293277890142196,-0.0484919702311007,0.0857142857142857,-0.0615354484919702,-0.0653430637224312,-0.231224489795918,0.0646999668189591,0.0672906403940887,0.0563827521187657,-0.258532292131613,-0.347064923718485
"ZEB1",-0.410765267773812,-0.409322960081504,-0.369297136369675,-0.313027157230773,-0.305432340519989,-0.305038639732587,-0.300582604051111,-0.295393969681826,-0.303439746908254,-0.268469797641196,-0.320833333333333,-0.262456140350877,-0.308333333333333,-0.2621162081981,-0.140242699737274,-0.134448475425412,-0.126078431372549,0.0455438661252615,0.0173282117899275,0.00381935138032699,-0.00437042829810717,-0.00838216998108173,-0.00492472317257109,0.00766550522648084,0.00622484966211393,0.148246829549496,0,0.0142857142857143,-0.220900223111118,0.0230769230769231,0.00112570356472796,0.00700805650590443,0.116666666666667,-0.0797278867943753,-0.0317638938732481,-0.0328662560779725,-0.0328662560779725,-0.0328662560779725,0.136666666666667,0.126768764938798,0.171033138401559,0.166666666666667,0.236044947959842,0.106887802989339,0.0511177317568916,0.202083333333333,0.246666666666667,0.217769607843137,0.218596054124129,0.285249042145594,0.367000891265597,0.35719696969697,0.383015126141042,0.375763022870543,0.481320462910109
"ZEB2",-0.428613878392305,-0.427394366197183,-0.381171892623506,-0.378320124320124,-0.363272177557892,-0.362213976499691,-0.351339563862928,-0.350649350649351,-0.346666666666667,-0.327690234514606,-0.317857142857143,-0.3,-0.275,-0.246057675113844,-0.201596925272513,-0.108924455118915,-0.104046406338427,-0.0848360585702706,-0.0322252468030725,-0.026013986013986,-0.0237154149422496,-0.0229361941630289,-0.0222319688109162,-0.0157575757575758,-0.00858279335343555,-0.00686863788127931,0,0.00909090909090909,0.0133010063513869,0.02,0.0266666666666667,0.0398245614035088,0.0833333333333333,0.0855196550930546,0.102641434226017,0.106709956709957,0.106709956709957,0.106709956709957,0.120175438596491,0.147561049289089,0.178058608058608,0.2,0.217101449275362,0.223260528142007,0.249683587716222,0.279487179487179,0.3,0.310153846153846,0.318350567465322,0.341558441558442,0.363989547038328,0.366428571428571,0.381262274311055,0.383316431780722,0.497168848722434
"miR200",-0.417332186682202,-0.387551622418879,-0.35093220338983,-0.336296873857849,-0.324799398379007,-0.314334282099937,-0.321441339197049,-0.304656862745098,-0.278045112781955,-0.284972156956765,-0.295,-0.269473684210526,-0.22,-0.247460132460132,-0.13163112960659,-0.117204700061843,-0.13012987012987,0.0346171333686996,0.0259891281042289,0.0378591549295775,0.0255886919072825,0.0278614191800098,0.019131260449851,0.028,0.0312657483361709,0.0715322085759446,0,-0.04,-0.147924989979701,-0.04,-0.0182608695652174,-0.0281200244947949,0.142857142857143,-0.0588888982752354,-0.0167127054159473,-0.0274358974358974,-0.0274358974358974,-0.0274358974358974,0.102857142857143,0.215793010752688,0.171112185686654,0.2,0.238607710648083,0.229899930986888,0.111908632302398,0.219113300492611,0.18,0.232906403940887,0.254940302245971,0.279166666666667,0.363438818565401,0.321666666666667,0.367786644652357,0.384025781227034,0.576370967741936
