"","ZEB1","AXIN2","GLI","TCFLEF","Wnt","CD44","cMet","Frizzled","SRC","DSH","CDC42","cateninmemb","SOSGRB2","TGFR","TGF","SHH","Patched","TrCP","Csn","AKT","SMAD","NFB","ILK","NOTCHic","NOTCH","FOXC2","DELTA","Jagged","RKIP","RAF","PI3K","RAS","MEK","ERK","Csl","TWIST1","SNAI1","cfos","SNAI2","EGR1","IKK","HEY1","SUFU","FUS","SMO","LIV1","PAK1","STAT","cateninnuc","Destcompl","Ecadherin","GSK3","ZEB2","miR200","KLF4"
"FOXC2",0.169716202270382,-0.162765685019206,-0.065980313536802,-0.0720591971719076,-0.0746010031919745,-0.0650357858006701,-0.0746010031919745,-0.0490196078431372,-0.0490196078431372,-0.0666666666666667,0.0630909090909091,0.0249720638440151,-0.0557318467695826,0.0697575757575758,0.0702453806356245,-0.0620295698924731,-0.04375,0.1,0,0.0136507936507937,-0.0172173913043478,0.02,-0.0186666666666667,0.10200956937799,0.107164208553248,0.0489514014922363,0.0273076923076923,-0.0605615374131116,-0.0918573490002062,-0.0273076923076923,-0.0273076923076923,-0.0162782805429864,0.0135674513479244,0.0331550802139037,-0.107272727272727,0.0795642701525054,0.101050316597205,0.0272727272727273,0.062611038012548,0,-0.0247619047619048,0.00432391138273491,0,0.0333333333333333,0.05,0.0333333333333333,-0.0590909090909091,0.0666666666666667,0.0731799941831155,0.143048768935033,0.0405176174727687,0.135583810183368,-0.169716202270382,-0.188677248677249,-0.144444444444444
"SNAI2",0.11601237675687,-0.101024288091307,-0.0497766276805216,-0.0584512176301756,-0.0620760929211633,-0.0491728671147117,-0.0620760929211633,-0.0437662337662338,-0.0437662337662338,-0.0509090909090909,0.0322128851540616,-0.0234966156673091,-0.0527045300878972,0.0347769877181642,0.0341558697057418,-0.0647528870703211,-0.0520768307322929,0.1,0,0.0360407145824678,-0.00845487598638081,0.05,-0.0118041582830315,0.0736842105263158,0.0801777170198223,0.0484316689987663,0.043369269504385,-0.046786169536177,-0.066025641025641,-0.043369269504385,-0.043369269504385,-0.0328669863993622,0.0311075781664017,0.0392156862745098,-0.0824561403508772,0.0548791549661286,0.0736981084214456,0.0529411764705882,-0.00817353885109782,0,-0.0396551724137931,0.000376732971669681,0,0.06,0.0541176470588235,0.06,-0.0274509803921569,0.0509090909090909,0.055656186574275,0.0951131338523491,0.00831628738356422,0.0903029351750118,-0.11601237675687,-0.132447593460118,-0.103269230769231
"RAF",0.0145002391200383,-0.187447257383966,-0.166923076923077,-0.171457489878543,-0.14,-0.163765182186235,-0.136842105263158,-0.1,-0.1,-0.1,-0.0133333333333333,-0.0519590178413708,-0.294412698412698,0.00571428571428572,0.0197329773030708,-0.175366120218579,-0.157333333333333,-0.2,-0.2,-0.289069264069264,-0.150864059448307,-0.242857142857143,-0.145913564398802,-0.229292929292929,-0.229292929292929,-0.0744916003536693,-0.306493506493506,0.0723825693265422,-0.32906162464986,0.306493506493506,0.306493506493506,0.317604617604618,-0.442611885546588,-0.397931034482759,0.211111111111111,0.0611348781937017,0.102197580094502,-0.36,0.163681296263916,-0.31,0.267857142857143,0.16604723190089,0.1,0.133333333333333,0.153333333333333,0,0.0333333333333333,0.1,0.190032553491774,0.457471629766889,0.129237016412131,0.531914893617021,-0.0145002391200383,-0.0142669470357053,0.00549976087996174
"ZEB1",-0.000554052320962983,0.105096461204814,-0.00223416052558622,0.00699243641011552,-0.000515947467166979,0.00513073428245595,0.00721406761578928,-0.0024390243902439,0.00525328330206379,0,-0.200416458437448,-0.0187514292950217,-0.0920857699805068,-0.197878387371458,-0.197484686584057,-0.0543480915497872,-0.0561274509803922,-0.133333333333333,-0.113333333333333,-0.109709519700892,-0.0680625608761897,-0.108070175438596,-0.0656587147223435,-0.120833333333333,-0.121659779614325,-0.031103643809197,-0.0827420532900741,0.0864564224430887,0.0914232125063847,0.0827420532900741,0.0827420532900741,0.0800648879357434,0.0567098557484668,0.0527450980392157,0.120833333333333,-0.168381781137349,-0.0813304379376692,0.0633333333333333,-0.083990929103226,0.0833333333333333,0.109709519700892,0.081978090993635,0.0666666666666667,0.0541666666666667,0.0541666666666667,0,0.207662835249042,-0.00769230769230769,-0.00650319961950887,-0.0891974590604728,-0.0575383805152617,0.00137505199755146,0.000554052320962983,-0.0409329526053152,0.00223062904291751
"RKIP",-0.0145002391200383,0.187447257383966,0.166923076923077,0.171457489878543,0.14,0.163765182186235,0.136842105263158,0.1,0.1,0.1,0.0133333333333333,0.0519590178413708,0.294412698412698,-0.00571428571428572,-0.0197329773030708,0.175366120218579,0.157333333333333,0.2,0.2,0.289069264069264,0.150864059448307,0.242857142857143,0.145913564398802,0.229292929292929,0.229292929292929,0.0744916003536693,0.306493506493506,-0.0723825693265422,0.32906162464986,-0.306493506493506,-0.306493506493506,-0.317604617604618,0.442611885546588,0.397931034482759,-0.211111111111111,-0.0611348781937017,-0.102197580094502,0.36,-0.163681296263916,0.31,-0.267857142857143,-0.16604723190089,-0.1,-0.133333333333333,-0.153333333333333,0,-0.0333333333333333,-0.1,-0.190032553491774,-0.457471629766889,-0.129237016412131,-0.531914893617021,0.0145002391200383,0.0142669470357053,-0.00549976087996174
"MEK",-0.0367224613422605,0.202762572699282,0.174615384615385,0.190032553491774,0.166923076923077,0.171457489878543,0.163765182186235,0.14,0.136842105263158,0.1,-0.00571428571428572,0.0417151154023464,0.30552380952381,-0.0197329773030708,-0.0336015904417569,0.187784420872174,0.175366120218579,0.2,0.242857142857143,0.299657499363382,0.157875129559008,0.267857142857143,0.150864059448307,0.229292929292929,0.225643294256433,0.0753925012545702,0.317604617604618,-0.0699235529330995,0.35406162464986,-0.317604617604618,-0.317604617604618,-0.328080808080808,0.357611885546588,0.442611885546588,-0.229292929292929,-0.0739553910142145,-0.118223221120143,0.397931034482759,-0.174143583368538,0.36,-0.289069264069264,-0.171501777355436,-0.133333333333333,-0.153333333333333,-0.157333333333333,-0.1,-0.0133333333333333,-0.1,-0.195422888064265,-0.47441723646145,-0.124501132987723,-0.552308014010142,0.0367224613422605,0.0350099810914328,0.0121472979435677
"ERK",-0.0551476581926542,0.220160946683021,0.193412377096588,0.195422888064265,0.174615384615385,0.190032553491774,0.171457489878543,0.166923076923077,0.163765182186235,0.14,-0.0197329773030708,0.0366553177942507,0.315232547387887,-0.0336015904417569,-0.0437664256065921,0.195030797683768,0.187784420872174,0.242857142857143,0.267857142857143,0.307914380097327,0.163346254179069,0.289069264069264,0.157875129559008,0.225643294256433,0.227582352428178,0.0779566038186728,0.328080808080808,-0.0617910228126176,0.373838783424233,-0.328080808080808,-0.328080808080808,-0.329510951095109,0.374603529000627,0.357611885546588,-0.229292929292929,-0.0904602453831466,-0.127019517416439,0.442611885546588,-0.175405981925797,0.397931034482759,-0.299657499363382,-0.179351606706972,-0.153333333333333,-0.157333333333333,-0.175366120218579,-0.1,0.00571428571428572,-0.136842105263158,-0.20222844361982,-0.48452621804732,-0.125016066046426,-0.569474226544202,0.0551476581926542,0.0548629222679034,0.0338527243001568
"TCFLEF",-0.065911660464292,0.215199511599512,-0.136231337574049,-0.255389968694773,-0.114492207139266,-0.146798903402677,-0.124786324786325,-0.0897058823529412,-0.1,-0.0647058823529412,-0.002623732856291,0.0165870372360879,0.00661077844311377,0.0216753325642697,0.0365759948159254,0.0284692733218362,0.0419662058371736,-0.114285714285714,-0.123376623376623,-0.160142401777745,0.00202974061261271,-0.151376623376623,0.0102515379357485,-0.168850629682767,-0.168518403769146,-0.221953816819423,-0.222908783203007,-0.0270686561354663,-0.167508380401341,0.222908783203007,0.222908783203007,0.225142685962534,-0.164212709474034,-0.143124274099884,0.182576119878846,0.063715040014448,0.211982013802097,-0.132648083623693,0.082806621278135,-0.0814285714285714,0.144925010473398,0.0274237320392045,-0.0666666666666667,-0.0866666666666667,-0.0580952380952381,0,0.0282051282051282,0.075,0.267761102715392,0.538870525046346,0.119600280605518,0.489730338959275,0.065911660464292,0.074935412646256,-0.00116182836771073
"SOSGRB2",-0.0823308270676692,0.199546204620462,0.180590062111801,0.188580146017217,0.155952380952381,0.178053830227743,0.153416149068323,0.114285714285714,0.114285714285714,0.1,-0.0342857142857143,0.0386458406458407,0.383055555555556,-0.0496703296703297,-0.0645639466916063,0.282118164676304,0.263513513513513,0.3,0.4,0.502704678362573,0.262637792315212,0.455555555555556,0.256344086021505,0.442657342657343,0.444065793361568,0.0454212454212454,0.510922787193974,-0.176286738229787,0.333114035087719,-0.510922787193974,-0.510922787193974,-0.525025351296538,0.57055497055497,0.534191334191334,-0.427272727272727,-0.0945217391304348,-0.141468372423596,0.493650793650794,-0.161636363758488,0.438095238095238,-0.48187134502924,-0.273674242424242,-0.2,-0.233333333333333,-0.25,0,0.0142857142857143,-0.1,-0.2071269911415,-0.47644123214593,-0.113292277362563,-0.633217055657448,0.0823308270676692,0.0797215179494942,0.0594736842105263
"CD44",-0.173015873015873,0.12,0.0933333333333333,0.118914728682171,0.1,0.0933333333333333,0.2,0.1,0.2,0,-0.113333333333333,0.038003663003663,0.261904761904762,-0.113333333333333,-0.124444444444444,0.149090909090909,0.14,0,0.1,0.22,0.146485260770975,0.2,0.144444444444444,0.185714285714286,0.201503759398496,0.0595833333333333,0.142857142857143,-0.112167832167832,0.258518518518519,-0.142857142857143,-0.142857142857143,-0.162857142857143,0.355,0.345,-0.2,-0.110549450549451,-0.0981127060074429,0.325,-0.0682961482961483,0.3,-0.2,-0.149122807017544,-0.1,-0.1,-0.1,-0.1,0.133333333333333,-0.1,-0.120453190220632,-0.217368765688093,-0.0656790793616328,-0.258928571428571,0.173015873015873,0.186881862099253,0.0587301587301587
"cMet",-0.182106782106782,0.137460317460317,0.120606060606061,0.120453190220632,0.0933333333333333,0.118914728682171,0.0933333333333333,0.1,0.2,0.1,-0.113333333333333,0.0340890722563321,0.268571428571429,-0.124444444444444,-0.128699763593381,0.149090909090909,0.149090909090909,0.1,0.2,0.245,0.148303442589157,0.2,0.146485260770975,0.201503759398496,0.220652695568709,0.0608491561181435,0.162857142857143,-0.101298266950441,0.265925925925926,-0.162857142857143,-0.162857142857143,-0.162857142857143,0.382272727272727,0.355,-0.185714285714286,-0.122909001111248,-0.103197451770155,0.345,-0.0653764402669512,0.325,-0.22,-0.15500515995872,-0.1,-0.1,-0.14,-0.1,0.113333333333333,-0.2,-0.127232851237581,-0.228179576498904,-0.0689869674023453,-0.279896313364055,0.182106782106782,0.197819362099253,0.073015873015873
"TWIST1",-0.220151730678046,0.058495053333763,0.0357984962406015,0.0437492276062549,0.0493984962406015,0.0365516778359639,0.0506079027355623,0.0357142857142857,0.0357142857142857,0.0523809523809524,0.0357575757575758,0.0338908359841484,0.142386903714135,0.0357575757575758,0.0391744322496031,-0.0394694798719362,-0.0498143074581431,-0.1,0,-0.0157012479046377,-0.0416053317043416,-0.0384615384615385,-0.0366548366548367,-0.0357264957264957,-0.0376132881793259,0.113630030884344,0.0537045866963641,0.0289514019023234,0.144976462367767,-0.0537045866963641,-0.0537045866963641,-0.0646634908059531,0.193358152031604,0.183905415713196,0.0511111111111111,-0.0882316297991355,-0.138471073427218,0.168115942028985,0.0146612854880221,0.233333333333333,0.0241758241758242,0.0485316942944062,0.1,0.0444444444444444,0.0484444444444444,-0.0666666666666667,-0.0357575757575758,-0.0523809523809524,-0.0405864904009645,-0.0619148202022576,0.00381959214638015,-0.0635887153669217,0.220151730678046,0.234825489990567,0.214863456326871
"SRC",-0.223599880203654,0.0187768285945004,-0.0395901639344262,-0.0371511395441823,-0.015,-0.0395901639344262,-0.015,-0.025,-0.025,0,-0.0888888888888889,-0.0040327046849274,-0.242857142857143,-0.0793650793650794,-0.0648196248196248,-0.00479302832244008,-0.00185185185185185,-0.1,-0.15,-0.165811965811966,-0.00182550972024656,-0.183333333333333,0.000877192982456142,-0.136190476190476,-0.143333333333333,-0.117082166199813,-0.301777221526909,-0.0322712302987532,-0.170055392636038,0.301777221526909,0.301777221526909,0.298746918496606,-0.248027444253859,-0.227272727272727,0.16,-0.0554275609448023,0.0558887789748282,-0.227272727272727,0.0292182483458947,-0.2,0.16025641025641,0.0206636875206885,0.0333333333333333,-0.0166666666666667,-0.0166666666666667,-0.2,0.0888888888888889,-0.1,0.0463233990520123,0.132459388437649,0.0797911184675891,0.292467532467532,0.223599880203654,0.230879812618943,0.1328165374677
"miR200",-0.283588709677419,-0.189558313468791,-0.143917659804984,-0.146324475103348,-0.136225352112676,-0.145133998912871,-0.137268830373546,-0.132,-0.13304347826087,-0.12,0.0183823529411765,-0.110331018698094,-0.0212250161186331,0.0232210626185958,0.0267094347116191,-0.0326380480645753,-0.030464135021097,0,0.02,0.017593984962406,-0.00307931311898355,0.0147368421052632,-0.000884955752212389,0.0446305418719212,0.0463254571261585,0.0123875582412168,0.0851741293532338,-0.0421774314712699,-0.0379619839227993,-0.0851741293532338,-0.0851741293532338,-0.0874185183806652,-0.00775510204081633,-0.00571428571428572,-0.0377339901477833,0.141993221502424,0.0463934213934214,-0.00571428571428572,0.112003246687634,0.0142857142857143,-0.017593984962406,-0.00169491525423729,0.02,0.02,0.0266666666666667,0.1,-0.0125,0.12,0.149203262982136,0.177373880942173,0.253827122667267,0.0987860568336368,0.283588709677419,0.217967927800805,0.292080745341615
"IKK",-0.323794486215539,-0.0380952380952381,-0.0217094017094017,-0.0335738084890627,-0.0478632478632479,-0.0217094017094017,-0.0478632478632479,-0.0555555555555556,-0.0555555555555556,0,-0.288888888888889,-0.092588259040773,-0.176050420168067,-0.302525252525253,-0.303325252525252,0.139744572158365,0.136296296296296,0,0.1,0.232754182754183,0.152585258525853,0.114285714285714,0.155555555555556,0.187012987012987,0.204473304473304,-0.0818181818181818,0.117483363581367,-0.0836863480162449,0.132969034608379,-0.117483363581367,-0.117483363581367,-0.11044111006024,0.0623809523809524,0.0157142857142857,-0.172727272727273,-0.153823529411765,-0.113676844783715,0.0357142857142857,-0.0371955113856806,0.05,-0.197619047619048,-0.165531475748194,-0.1,-0.08,-0.14,0.1,0.3,0,0.0179619941430712,-0.208434983784436,0.106017204378827,-0.316721611721612,0.323794486215539,0.339676700111483,0.319413919413919
"TGFR",-0.331841876299369,-0.185056127044682,-0.157902791061647,-0.149477144834642,-0.159838274932615,-0.148998675935121,-0.150314465408805,-0.142857142857143,-0.133333333333333,-0.142857142857143,-0.14984126984127,-0.117573897120663,0.146312540610786,-0.23734126984127,-0.233085950692334,-0.0347614699006429,-0.029676724137931,0.0333333333333333,0.0583333333333333,0.119305531270036,0.00590208131133398,0.101190476190476,0.00696969696969697,0.12367816091954,0.131591829984288,-0.0184808375600098,0.2125,-0.0297061428784871,0.182380952380952,-0.2125,-0.2125,-0.214254385964912,0.225045948203843,0.225045948203843,-0.113333333333333,-0.108932384341637,-0.107431031023147,0.240601503759398,-0.0474660603555172,0.214285714285714,-0.116979949874687,0.00217288797790545,0.0466666666666667,0.03,0.026551724137931,0.1,0.168888888888889,0.133333333333333,0.150451458386458,0.0813255726814576,0.203851523974489,-0.114988504919557,0.331841876299369,0.346933979998496,0.339417838073444
"TGF",-0.33750225365786,-0.180335097001764,-0.159838274932615,-0.148998675935121,-0.142857142857143,-0.150314465408805,-0.133333333333333,-0.142857142857143,-0.133333333333333,-0.1,-0.168888888888889,-0.117342950238446,0.130263157894737,-0.14984126984127,-0.23734126984127,-0.029676724137931,-0.026551724137931,0,0.0333333333333333,0.116979949874687,0.00696969696969697,0.0583333333333333,0.00696969696969697,0.113333333333333,0.12367816091954,-0.0250310559006211,0.205357142857143,-0.0304307805596465,0.180952380952381,-0.205357142857143,-0.205357142857143,-0.2125,0.225045948203843,0.240601503759398,-0.0733333333333333,-0.11,-0.107136045772409,0.214285714285714,-0.0504753196147764,0.2,-0.101190476190476,0.00515796260477112,0.0666666666666667,0.0466666666666667,0.03,0,0.18,0.1,0.149477144834642,0.0829384759072641,0.206747605746209,-0.111810020811978,0.33750225365786,0.352505827505827,0.344774980930587
"CDC42",-0.363282601176064,-0.197372742200328,-0.160701754385965,-0.163600927660334,-0.163333333333333,-0.160630630630631,-0.163333333333333,-0.13,-0.13,-0.15,-0.161904761904762,-0.125213935131205,-0.133333333333333,-0.140336134453782,-0.137305831423478,0.0230670762928827,0.0341781874039939,0,0.0333333333333333,0.0550438596491228,0.0570660522273426,0.0583333333333333,0.0619047619047619,0.0833333333333333,0.0879487179487179,1.7763202842111e-05,0.0104030501089325,-0.0939930555555556,0.0348018648018648,-0.0104030501089325,-0.0104030501089325,-0.00674451352356661,-0.0403831982313928,-0.0217391304347826,-0.0833333333333333,0.0151601731601732,0.00880705792098196,0,0.00926217334976459,0.02,-0.0708333333333333,-0.0657671164417791,-0.0333333333333333,-0.0476190476190476,-0.030952380952381,0.1,0.0857142857142857,0.15,0.168045372104778,0.181020653292984,0.201358084407199,0.0535119047619048,0.363282601176064,0.382221373397844,0.370571428571429
"ZEB2",-0.364974953457437,-0.240480990100629,-0.211495263146639,-0.208903714685775,-0.205990675990676,-0.204678362573099,-0.199122807017544,-0.190606060606061,-0.183333333333333,-0.177272727272727,-0.147532467532468,-0.144279654178531,-0.140695970695971,-0.135967841682127,-0.130676836391122,-0.123161229014888,-0.11588850174216,-0.1,-0.0888888888888889,-0.0814148494288681,-0.0772553897493781,-0.0763888888888889,-0.0723773409688903,-0.0242051282051282,-0.019287095418243,-0.00975912975912976,-0.00538961038961039,0.00193939511502362,0.00473429951690821,0.00538961038961039,0.00538961038961039,0.00603200867654829,0.0161179897028172,0.020996038483305,0.0282051282051282,0.0310874350112804,0.0333984770342144,0.0403508771929825,0.0578289745566562,0.0666666666666667,0.0786111111111111,0.0824633431085044,0.1,0.1,0.108571428571429,0.15,0.167532467532468,0.17,0.212280338062399,0.239723277130261,0.27615087655256,0.286844858270115,0.364974953457437,0.386549532338497,0.475961155491087
"SHH",-0.375,0.371428571428571,0.35,0.243333333333333,0.3,0.25,0.2,0.2,0.1,0.2,-0.0333333333333333,-0.181648745519713,0.1,-0.133333333333333,-0.173333333333333,0.226666666666667,0.266666666666667,0,0,-0.1,0.0166666666666667,0,0,-0.2,-0.233333333333333,0.075,0,0.174285714285714,0.26,0,0,0.00769230769230769,0.16,0.1,0.1,-0.25,-0.283333333333333,0.1,-0.0908045977011494,0,0.1,0,-0.2,-0.2,-0.3,0,0,-0.1,-0.287777777777778,-0.314025974025974,0.0694444444444444,-0.271794871794872,0.375,0.383333333333333,0.3
"GLI",-0.379307646356034,-0.207128623188406,-0.138788001130445,-0.1745635843578,-0.0366603415559772,-0.168070077864294,-0.165483870967742,-0.0354838709677419,-0.165483870967742,0,-0.0876436781609195,-0.126927307799438,0.058518944182661,-0.0832411624376491,-0.0782999859670609,0.108504948438115,0.111385606874329,0.0166666666666667,0.0277777777777778,0.0427381698293352,0.0382395211452457,0.0435672514619883,0.0431043860101106,0.0606918656056587,0.0664061513199444,0.0132274466804266,0.0794197518560965,-0.072562252520164,0.077995589316344,-0.0794197518560965,-0.0794197518560965,-0.0804098508659975,0.115561096362201,0.106168831168831,-0.0531918656056587,-0.02002491283476,-0.0337203810831127,0.117857142857143,0.00243910286007236,0.142857142857143,-0.0333631698293352,-0.0457773833410506,-0.114285714285714,-0.114285714285714,-0.119548872180451,0.15,0.108333333333333,0.13,0.172949717053556,0.204449380909985,0.218819784872897,0.158613678238768,0.379307646356034,0.39790108756053,0.389868725868726
"NOTCHic",-0.379533011272142,-0.0616202455825097,-0.0592104669524024,-0.0571932829075686,-0.0581351981351981,-0.0592340992340992,-0.0581351981351981,-0.0369230769230769,-0.0369230769230769,-0.06,-0.176888888888889,-0.0430578884746867,-0.116172248803828,-0.160759856630824,-0.158849028605347,0.0336118814771566,0.0411387631975867,0,0.0333333333333333,0.0503875968992248,0.0583076396026036,0.0444444444444444,0.0619047619047619,0.0517972350230415,0.0517972350230415,-0.00652402896642528,-0.0104611330698287,-0.0629421939355714,0.0570104980012702,0.0104611330698287,0.0104611330698287,0.0109537439072671,-0.0333333333333333,-0.0133333333333333,-0.148571428571429,-0.0304630636392709,-0.0195970695970696,-0.0133333333333333,-0.0505938449236811,0.02,-0.0666666666666667,-0.163857302118172,-0.0333333333333333,-0.0583333333333333,-0.0352564102564102,0,0.188888888888889,0.06,0.0625367943579503,0.0494356559496746,0.113079269333735,0.00275007124536905,0.379533011272142,0.396967194655056,0.380538302277433
"NOTCH",-0.380273752012882,-0.0560646900269542,-0.0581351981351981,-0.0592340992340992,-0.0369230769230769,-0.0581351981351981,-0.0369230769230769,-0.06,-0.06,0,-0.188888888888889,-0.0387982535862486,-0.125263157894737,-0.176888888888889,-0.160759856630824,0.0411387631975867,0.0352564102564102,0,0,0.0666666666666667,0.0619047619047619,0.0333333333333333,0.0619047619047619,0.148571428571429,0.0517972350230415,-0.0226530612244898,-0.0206060606060606,-0.0622799422799423,0.0527851458885942,0.0206060606060606,0.0206060606060606,0.0104611330698287,-0.0133333333333333,-0.0133333333333333,-0.12,-0.0285762711864407,-0.0243589743589744,0.02,-0.0564054681701741,0,-0.0444444444444444,-0.16231884057971,0,-0.0333333333333333,-0.0583333333333333,0,0.2,0,0.0571932829075686,0.049768989283008,0.116907753254103,0.00109717868338558,0.380273752012882,0.398701298701299,0.38768115942029
"DELTA",-0.38768115942029,-0.0428571428571429,-0.0369230769230769,-0.0581351981351981,-0.06,-0.0369230769230769,-0.06,0,0,0,-0.2,-0.0456045363087617,-0.12,-0.188888888888889,-0.176888888888889,0.0352564102564102,0.0583333333333333,0,0,0.0444444444444444,0.0619047619047619,0,0.0666666666666667,0.12,0.148571428571429,-0.00428571428571428,0.00666666666666667,-0.0511688311688312,0.0769230769230769,-0.00666666666666667,-0.00666666666666667,0.0206060606060606,-0.0133333333333333,0.02,-0.1,-0.054,-0.0166666666666667,0,-0.0474107591754651,0.1,-0.0333333333333333,-0.166666666666667,0,0,-0.0333333333333333,0,0.2,0,0.0592340992340992,0.046965250965251,0.110456140350877,-0.00344827586206897,0.38768115942029,0.407272727272727,0.383333333333333
"ILK",-0.422729198110911,0.208380952380952,0.165841694537347,0.185615705836782,0.155072463768116,0.165841694537347,0.155072463768116,0.133333333333333,0.133333333333333,0.1,-0.217647058823529,-0.183852598116545,-0.0373076923076923,-0.229647058823529,-0.240216164514586,0.0903846153846154,0.0820512820512821,0.2,0.233333333333333,0.275565610859729,0.0652565026010404,0.233333333333333,0.0612565026010404,0.107692307692308,0.107692307692308,0.185159117305459,0.235705627705628,0.033859649122807,0.297317388493859,-0.235705627705628,-0.235705627705628,-0.243924805787819,0.203549616567939,0.188795518207283,-0.1,-0.149553677493806,-0.275450885668277,0.147619047619048,-0.070154908297685,0.133333333333333,-0.262745098039216,-0.0683752060000673,0,-0.05,-0.0666666666666667,-0.1,0.2,-0.1,-0.188708489341936,-0.454843745097424,0.172057817987301,-0.444071669071669,0.422729198110911,0.434835729917697,0.393201754385965
"Patched",-0.433333333333333,0.38961038961039,0.35,0.287777777777778,0.35,0.243333333333333,0.25,0.3,0.2,0.2,-0.133333333333333,-0.217759856630824,0.1,-0.173333333333333,-0.198333333333333,0.251666666666667,0.226666666666667,0,0,-0.0857142857142857,0.0266666666666667,-0.1,0.0166666666666667,-0.233333333333333,-0.242424242424242,0.075,-0.00769230769230769,0.163174603174603,0.288571428571429,0.00769230769230769,0.00769230769230769,-0.0110576923076923,0.183076923076923,0.16,0.2,-0.261111111111111,-0.293010752688172,0.1,-0.108137931034483,0.1,0.1,-0.00769230769230769,-0.2,-0.3,-0.266666666666667,-0.1,0.0333333333333333,-0.1,-0.277098166127292,-0.334905094905095,0.0820658036677454,-0.276556776556777,0.433333333333333,0.440476190476191,0.355555555555556
"AKT",-0.440537417288993,0.226792504727523,0.185394767163045,0.188708489341936,0.165841694537347,0.185615705836782,0.165841694537347,0.155072463768116,0.155072463768116,0.133333333333333,-0.229647058823529,-0.187012638891264,-0.0306410256410256,-0.240216164514586,-0.248977493819722,0.0967004048582996,0.0903846153846154,0.233333333333333,0.233333333333333,0.180616115910234,0.0696336069781448,0.262745098039216,0.0652565026010404,0.107692307692308,0.106472795497186,0.186662876703955,0.243924805787819,0.0437934239572441,0.314087574829263,-0.243924805787819,-0.243924805787819,-0.244165769643241,0.21494202163123,0.203549616567939,-0.107692307692308,-0.166373249359249,-0.285225321758503,0.188795518207283,-0.0712604359358759,0.147619047619048,-0.275565610859729,-0.0721346044963079,-0.05,-0.0666666666666667,-0.0820512820512821,-0.1,0.217647058823529,-0.133333333333333,-0.197170027803475,-0.46402488653663,0.172057817987301,-0.461410378749088,0.440537417288993,0.456760863607537,0.419697480881691
