"","TGFR","TGF","FOXC2","PAK1","ILK","TWIST1","SOSGRB2","miR200","FUS","NFB","SNAI1","RKIP","KLF4","SNAI2","RAF","PI3K","RAS","Destcompl","SRC","CD44","STAT","Ecadherin","ZEB2","ZEB1","DSH","cateninmemb","Wnt","GLI","Frizzled","cateninnuc","TCFLEF","cMet","LIV1","AXIN2","EGR1","DELTA","ERK","GSK3","MEK","cfos","TrCP","Csn","SUFU","HEY1","AKT","IKK","SMAD","Patched","SHH","Csl","SMO","NOTCH","Jagged","NOTCHic","CDC42"
"FUS",0.208513513513514,0.21276883266245,0.136424682395644,0.186666666666667,0.0496825396825397,0.032609588337953,0.115249662618084,0.111629038129853,0.0666666666666667,-0.0285714285714286,0.1092180390111,0.106903943708067,0.00314207650273224,-0.175787571034522,-0.0539355992844365,-0.0539355992844365,-0.0456386560529955,0.0244852866818577,0.0433333333333333,0.0409600862998921,0.05,0.00821199074139964,0.00325292017607709,0.00325292017607709,0.05,-0.0750624455303861,0.0736111111111111,0.0639957264957265,0.0625,-0.0333963399775646,-0.0372006878036515,-0.0322222222222222,0,-0.177161419290355,-0.02,0.0539355992844365,-0.0428438228438228,0.0385773506077432,-0.0416943975564665,-0.0276923076923077,0.1,0.1,-0.0666666666666667,-0.0448956840261188,0.0287252747252747,0.0325714285714286,-0.0632309267793139,-0.0652777777777778,-0.0521464646464647,-0.160606060606061,-0.0541666666666667,-0.158333333333333,-0.0993341620450054,-0.160606060606061,-0.195
"LIV1",-0.180366692131398,-0.182006036393693,-0.175917950022734,-0.185714285714286,-0.028358081583888,-0.141356107660455,-0.152585258525853,-0.101374212198339,-0.0928571428571429,-0.075,-0.123290297006499,-0.128533529086015,-0.00359979182930002,-0.297756257417165,0.0976406822891758,0.0976406822891758,0.0949134095619031,0.125217140361277,0.111481481481481,0.133638291757104,0.13,-0.338686019949153,0.0041093578783449,0.0041093578783449,-0.13,-0.28884882305149,-0.124639376218324,-0.131956449389055,-0.111481481481481,-0.130356043992097,-0.131045699164511,-0.127697697697698,-0.15,-0.170328717043096,0.04,-0.0976406822891758,0.0547383935151069,0.100448051948052,0.0360717268484402,0.0530434782608696,0,0.05,0.0428571428571429,0.0399190110826939,0.0344541910331384,0.0381578947368421,0.0451322751322751,0.0407663423792456,0.0477663423792456,-0.0435897435897436,0.0444700460829493,-0.0565567765567766,-0.0435998210633947,-0.0543589743589744,0.195518207282913
"FOXC2",0.0569090909090909,0.0564212860310421,0.0731643924626381,0.0409090909090909,0.0253333333333333,0.0182570806100218,0.112492853058891,0.00346764346764347,-0.0333333333333333,0.02,0.0120365180831985,0.0115749330035044,-0.0185185185185185,0.123240620052562,-0.0265384615384615,-0.0265384615384615,-0.0338914027149321,-0.037250285132512,-0.0156862745098039,-0.0165356172802791,-0.0333333333333333,0.348858246273055,0.00557791537667699,0.00557791537667699,0.0333333333333333,0.268256681213998,0.00870953032375741,0.0173302199789298,0.0156862745098039,0.0137425794663956,0.0148633764776036,0.00870953032375741,-0.0333333333333333,0.106273181611664,-0.04,0.0265384615384615,-0.0549732620320856,-0.0424047156292984,-0.0560041898671371,-0.0490909090909091,-0.1,0,0,-0.0306646294881589,-0.0326984126984127,-0.0438095238095238,-0.0137391304347826,0.00208333333333333,-0.00114247311827957,0.0854545454545454,-0.0166666666666667,0.077098604054654,0.0134123847167325,0.0801913875598086,-0.0609090909090909
"SNAI2",0.104496157437334,0.104496157437334,0.105544621080737,0.0941176470588235,0.0356136820925553,0.107295810819744,0.150845165652468,0.00537495956429975,0.08,0.0666666666666667,0.00944753187316116,0.00787179487179487,-0.0171153846153846,0.405481642440325,-0.0760956870962109,-0.0760956870962109,-0.0792920341281744,-0.0932476629939401,-0.107272727272727,-0.106273181611664,-0.107272727272727,0.516302331461431,0.00563079504929725,0.00563079504929725,0.107272727272727,0.349789163637619,0.103047375160051,0.106790690668073,0.107272727272727,0.105858249166252,0.106479367178674,0.103047375160051,0.08,0.157479469951474,-0.0666666666666667,0.0760956870962109,-0.0627450980392157,-0.0958535078343586,-0.0640964493905671,-0.0607843137254902,-0.1,-0.0666666666666667,-0.1,-0.0466546112115732,-0.0827032266999031,-0.0839080459770115,-0.0303505241978185,-0.107370948379352,-0.108779399083577,0.124122807017544,-0.109411764705882,0.124578491683755,0.0996055663464383,0.125877192982456,-0.103641456582633
"Ecadherin",0.0564212860310421,0.0587720997742609,0.0738508913184733,0.0609090909090909,0.0137391304347826,0.01732598191356,0.107229695164154,0.0032814237283511,0.0166666666666667,0.0438095238095238,0.00982132820978074,0.0104513374978865,-0.0147210501640881,0.123180415356596,-0.0338914027149321,-0.0338914027149321,-0.0308187770166081,-0.0385550381614029,-0.00870953032375741,-0.0148633764776036,-0.0156862745098039,0.249442472173736,0.00605184902596609,0.00605184902596609,0.0156862745098039,0.268513091470409,0.0173302199789298,0.0153302199789298,0.00870953032375741,0.0150497690088793,0.0137425794663956,0.0165356172802791,0.0333333333333333,0.106479367178674,-0.0490909090909091,0.0338914027149321,-0.0560041898671371,-0.0395349584549055,-0.051690464376941,-0.0549732620320856,0,-0.02,0.0333333333333333,-0.0232820791525884,-0.0326984126984127,-0.0326984126984127,-0.0183396146962838,-0.00114247311827957,0.00121973160612988,0.0801913875598086,0.00208333333333333,0.0759833624189662,0.0159295471881284,0.077098604054654,-0.0569090909090909
"Frizzled",0.324057971014493,0.334534161490683,0.315109688353262,0.3,0.0501093222023455,0.184033613445378,0.178787878787879,0.125994318181818,0,0.126666666666667,0.152691511387164,0.166666666666667,0.00168067226890756,0.225366583269879,-0.207587149692413,-0.207587149692413,-0.194201322920759,-0.0173624457704222,-0.125,-0.119548872180451,-0.1,0.338996310534469,0.00653910441259334,0.00653910441259334,0.2,0.237680925477536,0.130263157894737,0.119548872180451,0.125,0.12894653853176,0.124184633769855,0.130263157894737,0.1,0.171613812544045,-0.133333333333333,0.207587149692413,-0.110980392156863,0.0394252873563218,-0.103572984749455,-0.0933333333333333,-0.1,-0.0666666666666667,0.1,-0.0700818330605565,-0.157916666666667,-0.139166666666667,-0.0566513782771118,-0.0614718614718615,-0.0421170227621841,0.157142857142857,-0.00909090909090909,0.14390756302521,0.0279530600118835,0.16547619047619,-0.306666666666667
"NFB",-0.0439030303030303,-0.0464346758726506,-0.0535085631499974,-0.0166666666666667,0.0680899339933994,0.0977264239028945,0.0520676691729323,-0.0927948145378856,0.14,0.0214285714285714,-0.0695448313523185,-0.0801387137452711,-0.0146520146520147,0.275756824020026,0.0777809019878497,0.0777809019878497,0.074795827360984,-0.100025666449764,-0.058974358974359,-0.0736983920034768,-0.0666666666666667,0.190465873983077,0.00706363610174862,0.00706363610174862,0.0666666666666667,0.183275218269938,0.0697435897435898,0.0742379717660617,0.058974358974359,0.0676264138451248,0.0699009236490464,0.0697435897435898,0.1,0.102117527862209,0.0571428571428571,-0.0777809019878497,0.058031746031746,-0.183334410687352,0.0586853408029879,0.0291428571428571,-0.1,-0.171428571428571,-0.2,-0.060531844316674,0.0105233805233805,0.0083011583011583,-0.0684616812052953,-0.0859770114942529,-0.110073397036422,-0.112987012987013,-0.106666666666667,-0.0984452823162501,-0.0127358356988261,-0.114574314574315,0.0303030303030303
"CDC42",-0.195518207282913,-0.180366692131398,-0.177297260367562,-0.242857142857143,-0.0251322751322751,-0.138095238095238,-0.155555555555556,-0.102389440624735,-0.0428571428571429,-0.05,-0.123528960490986,-0.132400932400932,0.0127936507936508,-0.296309602805953,0.0830065359477124,0.0830065359477124,0.0976406822891758,0.122961501263532,0.13,0.127697697697698,0.15,-0.336402282924931,0.00764633537030631,0.00764633537030631,-0.15,-0.288116222318889,-0.111481481481481,-0.124639376218324,-0.13,-0.131045699164511,-0.133638291757104,-0.111481481481481,-0.1,-0.164039408866995,-0.06,-0.0830065359477124,0.0530434782608696,0.104448051948052,0.0547383935151069,0.04,-0.1,0,0,0.0355072463768116,0.0381578947368421,0.075,0.028358081583888,0.0444700460829493,0.0407663423792456,-0.0666666666666667,0.0928571428571429,-0.0543589743589744,-0.0411458333333333,-0.0435897435897436,0.185714285714286
"NOTCH",0.183555555555556,0.190007168458781,0.187142857142857,0.1,0.0214285714285714,0.154474576271186,0.167368421052632,0.112034632034632,0,0,0.120769230769231,0.161007957559682,-0.00120772946859904,0.273892120950944,-0.08,-0.08,-0.0756521739130435,-0.100720095262151,-0.12,-0.0938927738927739,-0.1,0.348761743067346,0.0123188405797101,0.0123188405797101,0.1,0.274036508436626,0.0969230769230769,0.0938927738927739,0.12,0.107456353170639,0.103782883782884,0.0969230769230769,0,0.140970350404313,0,0.08,-0.04,-0.0816353187042842,-0.04,0.06,0,0.1,0.1,-0.135507246376812,-0.0666666666666667,-0.0555555555555556,-0.0280952380952381,-0.0884615384615385,-0.0414027149321267,0.18,-0.05,0.0652534562211982,0.0597979797979798,0.194285714285714,-0.155555555555556
"ZEB2",-0.283265306122449,-0.281678004535147,-0.279967365967366,-0.275324675324675,-0.159639374709797,-0.147710932660237,-0.143278388278388,-0.132504117890374,-0.125,-0.123611111111111,-0.113281124750483,-0.111851851851852,-0.101683859196917,-0.0769095762110012,-0.0588311688311688,-0.0588311688311688,-0.0530495842487277,-0.0439132706567374,-0.0366666666666667,-0.0366666666666667,-0.03,-0.0207343138341155,0.0131298809477884,0.0131298809477884,0.0227272727272727,0.0240181256462518,0.0268298368298368,0.0277472680224974,0.0293939393939394,0.0356652033412597,0.0363145539906103,0.0366666666666667,0.05,0.0566545955917415,0.0583333333333333,0.0588311688311688,0.068520090548953,0.0694162903582129,0.0770566759148067,0.0846491228070175,0.1,0.111111111111111,0.125,0.130558312655087,0.130755451713396,0.139166666666667,0.147444252758578,0.150783972125436,0.158056699398163,0.158974358974359,0.167857142857143,0.176110970996217,0.176219116208641,0.184307692307692,0.277142857142857
"GLI",0.371613532856213,0.376084121091508,0.271355349157207,0.376666666666667,0.083103756247531,0.186831090056896,0.366517641650385,0.124409099672258,0.23452380952381,0.127485380116959,0.185223677603568,0.164948993409768,-0.0110716430716431,0.309479649919694,-0.209331140897238,-0.209331140897238,-0.206360843867535,-0.11268111804754,-0.120322580645161,-0.143430234135489,-0.13,0.371185800142976,0.0141341525857655,0.0141341525857655,0.24,0.311105299637534,0.24561669829222,0.152850740845412,0.230322580645161,0.139201304069739,0.139858805564061,0.137395751376869,0.15,0.178916062801932,0.0342857142857143,0.209331140897238,0.0272510822510822,-0.00811294067001829,0.0454831264499773,0.0259523809523809,-0.0666666666666667,-0.122222222222222,-0.20952380952381,-0.0898162439333916,-0.105642267872061,-0.100954767872061,-0.0976983508421256,-0.200581811672037,-0.210869877515659,0.0260654288240495,-0.192418546365915,0.0401130478716686,-0.00978206982415833,0.0410654288240495,-0.383563218390805
"cateninnuc",0.0900856384994316,0.0887755948313093,0.0932104780465436,0.0897142857142857,0.0205209235209235,0.138895945759764,0.169418293885731,0.0040686806645433,0.0555555555555556,0.00113636363636364,0.0744109382853959,0.0716393036244153,-0.0291328284210846,0.257543450190591,-0.000703395703395706,-0.000703395703395706,0.000643405643405641,-0.0393581771925989,-0.0943473193473193,-0.0937434546130198,-0.086013986013986,0.258307024475086,0.0142016379762238,0.0142016379762238,0.086013986013986,0.223907238319874,0.0977769401533547,0.0946148848173863,0.0956030271098764,-0.00458902588257068,0.0951624239931542,0.0965212323907976,0.109090909090909,0.214748416404685,-0.0297101449275362,0.000703395703395706,-0.0281429357653904,-0.042142134597604,-0.0313539449397023,-0.034472049689441,0.0333333333333333,-0.00416666666666667,-0.0555555555555556,-0.0363332595261579,0.00330113636363636,0.00486363636363636,-0.0225673082412509,-0.0487741687314032,-0.0502992231976342,0.135969868173258,-0.0506375227686703,0.138845132443871,0.0856004449336511,0.132481496080235,-0.0866373626373626
"Destcompl",0.143121597096189,0.141840808918849,0.133992008618407,0.14,0.00253968253968254,0.0273571616630559,0.0959701700369005,0.081216069848453,0.0590038314176245,0.103933747412008,0.0210400161253001,0.0108950116215288,-0.0313337100792445,0.157163534346111,-0.0996896092827746,-0.0996896092827746,-0.10220138322312,-0.0938176677461789,-0.0264840182648402,-0.0300909834389695,-0.0333333333333333,0.164762863357612,0.0182822709719102,0.0182822709719102,0.0333333333333333,0.0900642010992078,0.0294543152945432,0.0300109015654151,0.0264840182648402,0.0302949610014377,0.0300909834389695,0.0289715804538949,0.0333333333333333,0.12725407814306,-0.0435897435897436,0.0996896092827746,-0.0546677366349498,-0.0049772159379846,-0.0576213231328401,-0.0617715617715618,-0.0666666666666667,-0.0952380952380952,-0.0555555555555556,-0.0102958579881657,-0.0994655207961307,-0.104834648312909,0.000384294068504595,-0.0603361778276911,-0.0647849205743062,0.0844339992166079,-0.0732895457033388,0.0772021442022313,0.0166663725024148,0.0713905209557383,-0.142068965517241
"SMAD",-0.14949005017067,-0.147896424672662,-0.136957934069809,-0.154761904761905,-0.136614618258454,-0.126857443168046,-0.136993493049394,-0.0761334896393023,-0.2,-0.11984126984127,-0.0614031371853952,-0.0739253893659873,-0.0201239307282263,-0.263514941033083,-0.027722565643963,-0.027722565643963,-0.0306830919597525,0.0883680944374735,0.0858730158730159,0.0950280960869196,0.0914285714285714,-0.315917593122886,0.0186865896067363,0.0186865896067363,-0.104761904761905,-0.259974782762117,-0.103052503052503,-0.107369049815093,-0.0992063492063492,-0.0937779225280766,-0.0948924108766075,-0.0917553688141923,-0.12,-0.137483849611857,0,0.027722565643963,0.00142535633908477,0.184953219990814,-0.0120361821224537,-0.0032258064516129,0.05,0.105555555555556,0.15,0.0964170716019948,0.0877628384687208,0.0904295051353875,0.0518527134965491,0.154082568807339,0.152967327171652,0.0561904761904762,0.155,0.0435467980295566,0.0449092305543918,0.0435467980295566,0.158987256874581
"AKT",0.258712099473936,0.254180377419555,0.245969558041445,0.242647058823529,0.0255260504201681,0.119353429445173,0.172136752136752,0.138763893199766,0,0.0392156862745098,0.227984393350526,0.19601613220539,-0.0305892937471885,0.115268234974068,-0.229218051355038,-0.229218051355038,-0.23379636460805,0.00569222069976624,-0.115458937198068,-0.115928298345395,-0.111111111111111,0.247558211954181,0.0228791989668391,0.0228791989668391,0.111111111111111,0.191773026920006,0.110843552582683,0.114754167107823,0.115458937198068,0.117224095331914,0.118608710716529,0.110843552582683,0.1,0.161820526044353,-0.133333333333333,0.229218051355038,-0.139504982320797,0.14811226706388,-0.142036627890417,-0.150980392156863,0.0333333333333333,-0.0333333333333333,0,-0.0411129731300302,-0.138749485808309,-0.0417797888386124,-0.0251893500834677,-0.0147435897435897,-0.0200067476383266,0.182692307692308,-0.0230769230769231,0.174667130666344,0.0374474265133031,0.169789081885856,-0.254647058823529
"SHH",-0.166666666666667,-0.186666666666667,-0.1,-0.2,-0.0666666666666667,0,-0.05,-0.0833333333333333,-0.2,0,-0.116666666666667,-0.04,0,0.180766283524904,0.05,0.05,0.0423076923076923,-0.0262337662337662,-0.1,-0.05,-0.1,0.0119444444444444,0.025,0.025,0,0.0814336917562724,-0.1,-0.05,0,0.0322222222222222,0.0433333333333333,0,0,0.180952380952381,0,-0.05,0,-0.041025641025641,0.02,0.1,0,0,0.2,0.0666666666666667,-0.1,-0.1,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.1,0.1,0.133333333333333,0.111428571428571,0.2,0.166666666666667
"RAF",0.125714285714286,0.132256341789052,0.135661656351311,0.133333333333333,-0.09701540436457,0.130736779560309,0.0848253968253968,0.0331741156313337,-0.1,0.0142857142857143,0.199303526069975,0.20875350140056,-0.025011956001913,-0.311647141108585,-0.185714285714286,-0.185714285714286,-0.186568986568987,0.0427172262633276,0.0333333333333333,0.00985155195681511,0,-0.153573212993726,0.027011956001913,0.027011956001913,0,-0.142414010649305,-0.0233333333333333,-0.0156410256410256,-0.0333333333333333,-0.0150011097781287,-0.01474665685192,-0.0175438596491228,0,-0.0149671823722457,0.03,0.185714285714286,-0.016551724137931,0.179353821907013,-0.00591342626559061,-0.02,0,0,0.1,0.0751064653503678,-0.00481601731601732,-0.00178571428571429,0.092064909315065,0.116,0.104524590163934,0.211111111111111,0.12,0.207264957264957,0.0989247311827957,0.211111111111111,-0.14
"MEK",0.132256341789052,0.136635903832848,0.139265259954915,0.14,-0.092064909315065,0.129637878461408,0.0826031746031746,0.0341029082009932,-0.12,0.00178571428571429,0.201226602993052,0.211385080347929,-0.0269727403156384,-0.310673905098853,-0.186568986568987,-0.186568986568987,-0.181807081807082,0.0416712011587251,0.0175438596491228,0.01474665685192,0.0333333333333333,-0.151751719368954,0.0278056067955638,0.0278056067955638,-0.0333333333333333,-0.140950596015158,-0.0156410256410256,-0.0205361305361305,-0.0233333333333333,-0.0131423737186491,-0.0150011097781287,-0.00985155195681511,0,-0.0158680832731466,-0.02,0.186568986568987,-0.00591342626559061,0.180090922644114,-0.107580092932257,-0.016551724137931,0,-0.0142857142857143,0.1,0.0696519198958223,-0.0106983702571938,-0.00481601731601732,0.0961239499054709,0.104524590163934,0.098642237222758,0.211111111111111,0.116,0.206535030257658,0.0940066983959104,0.207264957264957,-0.125714285714286
"ERK",0.136635903832848,0.136086453283397,0.139778080467736,0.125714285714286,-0.0961239499054709,0.130053967227011,0.0903701648944367,0.0348382023186402,-0.116,0.00481601731601732,0.1993747511412,0.214449147200296,-0.0269727403156384,-0.309772191843668,-0.181807081807082,-0.181807081807082,-0.182137114810382,0.0414833018727424,0.00985155195681511,0.0150011097781287,0.0175438596491228,-0.150344235675168,0.0282780477404456,0.0282780477404456,-0.0233333333333333,-0.139110669612215,-0.0205361305361305,-0.0207867571025466,-0.0156410256410256,-0.0132118181630935,-0.0131423737186491,-0.01474665685192,-0.0333333333333333,-0.0163558881511953,-0.016551724137931,0.181807081807082,-0.107580092932257,0.178910177866639,-0.109529953656491,-0.00591342626559061,-0.0142857142857143,-0.00178571428571429,0.12,0.0734061861074264,-0.0134506638351754,-0.0106983702571938,0.0964279012732521,0.098642237222758,0.102990063309714,0.207264957264957,0.104524590163934,0.203487938844916,0.095512722492296,0.206535030257658,-0.132256341789052
"PI3K",0.254647058823529,0.258712099473936,0.250480836236934,0.225,0.0151260504201681,0.119047619047619,0.167692307692308,0.141972449349499,0,0.0333333333333333,0.224726247987117,0.205332902391726,-0.0263157894736842,0.11175064703437,-0.237437229437229,-0.237437229437229,-0.229218051355038,0.00412067396692918,-0.111111111111111,-0.110843552582683,-0.1,0.244527908923878,0.0283586510216336,0.0283586510216336,0.1,0.186574250161596,0.115458937198068,0.110843552582683,0.111111111111111,0.118608710716529,0.115928298345395,0.115458937198068,0.1,0.158571428571429,-0.133333333333333,0.237437229437229,-0.150980392156863,0.154160654160654,-0.139504982320797,-0.133333333333333,0,0.0333333333333333,0.1,-0.0328422964383009,-0.0417797888386124,-0.0392156862745098,-0.0255260504201681,-0.0230769230769231,-0.0147435897435897,0.175,0,0.169789081885856,0.0387719298245614,0.182692307692308,-0.242647058823529
"SRC",0.315277777777778,0.320732323232323,0.321316526610644,0.244444444444444,0.00570175438596491,0.108181129215612,0.208571428571429,0.142210510906163,-0.05,-0.0833333333333333,0.229414375633741,0.321146953405018,0.0838501291989664,0.0179654135451795,-0.132832707551106,-0.132832707551106,-0.123741798460196,0.0486904761904762,-0.05,-0.0118032786885246,0.1,0.0821676145205557,0.0333483078766098,0.0333483078766098,0,-0.00912438257745847,0.02,0.0118032786885246,0.05,0.0243448839703492,0.0227788884446222,0.02,-0.2,-0.0309596667941689,-0.0333333333333333,0.132832707551106,-0.0616161616161616,0.266839826839827,-0.0710501238803126,-0.00606060606060606,0.1,0.15,0.1,-0.0152929493545184,0.0170940170940171,0.0448717948717949,-0.0156116642958748,-0.0181481481481481,0.0200871459694989,-0.04,0.03,-0.0221428571428571,0.0302999294283698,0.00285714285714285,-0.281944444444444
"TGFR",0.290396825396825,0.282595406957109,0.274381458678022,0.351111111111111,0.0823460410557185,0.226797153024911,0.332163742690058,0.118951051111785,0.0866666666666667,0.182142857142857,0.171229355251881,0.162597402597403,-0.0675234281355563,0.133870056539037,-0.157142857142857,-0.157142857142857,-0.161821219715957,-0.0670008322736424,-0.123333333333333,-0.11275736511089,-0.133333333333333,0.308884949665247,0.0563686866506261,0.0563686866506261,0.142857142857143,0.269288909078697,0.119649595687332,0.120294756977654,0.132857142857143,0.119544503663448,0.119455929704192,0.110125786163522,0.1,0.150540833087328,0.0952380952380952,0.157142857142857,0.0788638262322473,-0.180146362058237,0.07612410020485,0.0899749373433584,-0.1,-0.125,-0.02,-0.0761511590981264,-0.183978842454975,-0.197932330827068,-0.0841254004863235,-0.105847701149425,-0.0939832943697643,0.11,-0.124597701149425,0.0900297692880178,-0.0249092868882201,0.0893103448275862,-0.37968253968254
"TGF",0.37968253968254,0.290396825396825,0.280931677018634,0.34,0.0936363636363636,0.23,0.321052631578947,0.123349878091257,0.02,0.125,0.176834075015893,0.174025974025974,-0.0621662852784134,0.129934871353852,-0.166071428571429,-0.166071428571429,-0.157142857142857,-0.0665976064671908,-0.133333333333333,-0.110125786163522,-0.1,0.305988867893526,0.0658026489147771,0.0658026489147771,0.1,0.261205768201099,0.132857142857143,0.119649595687332,0.142857142857143,0.119455929704192,0.11275736511089,0.123333333333333,0,0.150970017636684,0.0666666666666667,0.166071428571429,0.0899749373433584,-0.175500885285621,0.0788638262322473,0.0952380952380952,-0.2,-0.1,0,-0.0851063829787234,-0.197932330827068,-0.182142857142857,-0.0823460410557185,-0.124597701149425,-0.105847701149425,0.12,-0.0866666666666667,0.0893103448275862,-0.0314310260186549,0.11,-0.351111111111111
"CD44",0.103333333333333,0.12,0.119166666666667,0.133333333333333,0.0333333333333333,0.0864468864468864,-0.0523809523809524,0.102099253403601,0.1,-0.1,0.11916533758639,0.0433333333333333,0.0523809523809524,0.200621600621601,0.0238095238095238,0.0238095238095238,0.00952380952380954,-0.0354905598603078,0.2,0.00333333333333333,0.1,0.0590880469004451,0.0761904761904762,0.0761904761904762,0,-0.00441391941391942,-0.05,-0.00333333333333333,-0.1,-0.0334943351222421,-0.0242635658914729,-0.15,-0.1,-0.04,-0.1,-0.0238095238095238,-0.095,0.0761904761904762,-0.075,-0.075,0.1,0,-0.1,-0.0280701754385965,0.1,0.133333333333333,-0.0557823129251701,-0.02,-0.0290909090909091,-0.3,0,-0.223308270676692,-0.0264801864801865,-0.228571428571429,-0.153333333333333
"RAS",0.157647058823529,0.152696563774024,0.150952380952381,0.1,-0.164069264069264,0.0743589743589744,0.108658008658009,0.107538461538462,-0.2,-0.0333333333333333,0.188210422812193,0.198459119496855,-0.0953571428571429,-0.194571036608812,-0.233589743589744,-0.233589743589744,-0.339358974358974,0.106426885496653,-0.1,-0.0887359198998748,-0.1,-0.00783165440089079,0.0840169366715759,0.0840169366715759,0.1,0.0204627925005378,0.0823529411764706,0.0865196078431373,0.1,0.0926627013337384,0.0918128429767979,0.0823529411764706,0,0.11235836627141,-0.02,0.233589743589744,-0.0607894736842105,0.302377260981912,-0.070593395252838,-0.045,0.1,0,0.1,0.149407114624506,-0.00222222222222223,-0.0133333333333333,0.170191713048856,0.17,0.164915254237288,0.2,0.15,0.18987090367428,0.16855903804455,0.184210526315789,-0.14
"TWIST1",0.235909090909091,0.237959204804307,0.243412963630518,0.230909090909091,0.0554509054509055,0.158690430787113,0.270805218173639,0.119476644656395,0.177777777777778,0.161538461538462,0.1348747514503,0.142695227477836,-0.0980612883051907,0.415878556108832,-0.0973244961986265,-0.0973244961986265,-0.0983518934589005,-0.115965945043723,-0.130952380952381,-0.127098668229148,-0.114285714285714,0.543693910054254,0.093036018474615,0.093036018474615,0.114285714285714,0.368706032752016,0.127794486215539,0.128594486215539,0.130952380952381,0.127040547484181,0.127558086299592,0.126697061803445,0.1,0.175504764053151,0,0.0973244961986265,0.024370709382151,-0.121956342596651,0.0218831471930963,0.0217391304347826,-0.2,-0.2,-0.233333333333333,-0.053666107903396,-0.190755572111504,-0.180586080586081,-0.0505004104014005,-0.21558599695586,-0.219034272817929,0.0511111111111111,-0.197777777777778,0.0585373326882761,0.0248767884610398,0.0613675213675214,-0.230909090909091
