"","FOXC2","RKIP","SNAI1","NOTCH","Csl","Jagged","SMO","ILK","Patched","SMAD","MEK","AKT","ERK","TrCP","NFB","PAK1","TGFR","TGF","CDC42","AXIN2","LIV1","RAS","DELTA","cMet","CD44","TCFLEF","Wnt","SRC","GLI","STAT","ZEB1","SOSGRB2","GSK3","DSH","Frizzled","cateninnuc","RAF","PI3K","Destcompl","miR200","Ecadherin","cateninmemb","SNAI2","TWIST1","EGR1","cfos","HEY1","FUS","Csn","IKK","SHH","SUFU","NOTCHic","ZEB2","KLF4"
"RAS",0.0579365079365079,-0.0648867924528302,0.0753294001966568,0.231529294935452,0.25,0.109753597476838,0.1,0.09004329004329,0.096,0.079839208410637,-0.0727760577915377,-0.132222222222222,-0.0747368421052632,0,-0.133333333333333,-0.06,-0.08,-0.0869306930693069,-0.08,0.0574703557312253,0,0.0882051282051282,0.195897435897436,0.0323529411764706,0.0344806007509387,0.0406344469047848,0.0323529411764706,0.05,0.0323529411764706,0.1,0.024959499263623,0.0822510822510823,0.0879974160206718,-0.1,-0.05,-0.0431840219756063,-0.195897435897436,-0.195897435897436,0.0207554701740748,-0.0105538461538462,0.0402598738221683,0.00920753716979188,0.189754345285988,-0.141025641025641,0.08,0.08,0.0130434782608696,-0.1,0.1,0.126666666666667,-0.0976949152542373,-0.1,-0.244736842105263,0.0348784977908689,0.0317857142857143
"cateninmemb",-0.15867163883945,-0.082779294898075,-0.0659940087236484,0.124336061826698,0.115598086124402,0.108736588643477,-0.0729166666666667,0.063768115942029,-0.0761424731182796,0.0640102466926343,-0.112783872686844,-0.0259066859066859,-0.108470147196648,-0.1,-0.0257142857142857,0.0665454545454545,0.0800088691796009,0.078019719089185,0.0785454545454545,0.170553551985797,0.0666666666666667,0.045928128449489,0.049000754147813,0.103515533614862,0.100505500170045,0.102124429186235,0.104475053854742,0.114819881440948,0.101808387188075,0.107843137254902,-0.122230202632313,-0.0325057927838464,-0.0769891080796649,-0.107843137254902,-0.114819881440948,-0.103244877365506,-0.049000754147813,-0.049000754147813,-0.0801504267286076,-0.102188457104658,-0.0891753249502898,-0.142106756695854,-0.137034141555884,0.164505397938195,0.132727272727273,0.10331550802139,-0.0380584595033865,0.0666666666666667,0.04,0.022010582010582,0.072992866819067,0.1,-0.126938292309969,0.0384146454790447,0.0616971401781529
"PI3K",0.0193914053426249,0.021978021978022,0.0123107890499195,0.0326923076923077,0.025,-0.0515789473684211,0,-0.0571028411364546,-0.0153846153846154,-0.0627028411364546,0.0433760389401662,0.0197586726998492,0.0417366946778711,0,0.0333333333333333,0,-0.00188235294117647,0.000556671449067432,-0.00588235294117647,-0.122761904761905,-0.1,-0.00978734507501631,-0.00704761904761905,-0.0758454106280193,-0.0773838721664809,-0.0847285049348424,-0.0758454106280193,-0.0888888888888889,-0.0773838721664809,-0.1,0.204182368502199,0.0823076923076923,-0.0073953823953824,0.1,0.0888888888888889,0.0836975770997909,0.00704761904761905,0.00704761904761905,0.0234037735454384,0.157026959895812,0.136887852640882,0.119639780353621,0.044440801383916,-0.00829854393646268,-0.0333333333333333,-0.0476190476190476,0.061958093700602,0,-0.0333333333333333,-0.0274509803921569,0.0237179487179487,0,-0.0326923076923077,0.0450719768894948,0.0385964912280702
"ILK",0.0193914053426249,0.021978021978022,0.0123107890499195,0.0326923076923077,0.025,-0.0515789473684211,0,-0.0571028411364546,-0.0153846153846154,-0.0627028411364546,0.0433760389401662,0.0197586726998492,0.0417366946778711,0,0.0333333333333333,0,-0.00188235294117647,0.000556671449067432,-0.00588235294117647,-0.122761904761905,-0.1,-0.00978734507501631,-0.00704761904761905,-0.0758454106280193,-0.0773838721664809,-0.0847285049348424,-0.0758454106280193,-0.0888888888888889,-0.0773838721664809,-0.1,0.204182368502199,0.0823076923076923,-0.0073953823953824,0.1,0.0888888888888889,0.0836975770997909,0.00704761904761905,0.00704761904761905,0.0234037735454384,0.157026959895812,0.136887852640882,0.119639780353621,0.044440801383916,-0.00829854393646268,-0.0333333333333333,-0.0476190476190476,0.061958093700602,0,-0.0333333333333333,-0.0274509803921569,0.0237179487179487,0,-0.0326923076923077,0.0450719768894948,0.0385964912280702
"Wnt",0.122429149797571,0.02,0.0198757763975155,0.044047619047619,0.05,-0.0537009803921569,0,-0.0675213675213675,-0.00909090909090909,-0.074498111707414,0.0274509803921569,-0.0991666666666667,0.0333333333333333,-0.1,-0.0666666666666667,-0.1,-0.106666666666667,-0.10231884057971,-0.1,-0.117575757575758,0,0.0181134654818865,0.00902255639097744,-0.075,-0.0697368421052632,-0.0733082706766917,-0.075,-0.1,-0.0697368421052632,-0.1,0.20832137733142,0.0575757575757576,0.0840909090909091,0,0,0.0779440322660957,-0.00902255639097744,-0.00902255639097744,0.00585469885894861,0.156262626262626,0.114468360121389,0.0967796610169492,-0.0242241379310345,-0.109117647058824,0,-0.0333333333333333,0.0764102564102564,0,0.1,0.0866666666666667,0.0329004329004329,0,-0.0357142857142857,0.0465327594452415,0.0392156862745098
"AKT",0.014128247447888,0.0139034878165313,0.00905264368651097,0.0339118198874296,0.0326923076923077,-0.0582014639247124,-0.0153846153846154,-0.0627028411364546,-0.0237179487179487,-0.0637129421465556,0.0370469250161156,-0.0893322363910599,0.0433760389401662,0.0333333333333333,0.0274509803921569,-0.00588235294117647,0.000556671449067432,-0.00276659139081172,-0.00188235294117647,-0.126733023895479,-0.1,-0.0148475860388717,-0.00978734507501631,-0.0773838721664809,-0.0847285049348424,-0.0836975770997909,-0.0773838721664809,-0.0758454106280193,-0.0846464419988831,-0.0888888888888889,0.200757710967953,0.0823076923076923,-0.00578247916957594,0.0888888888888889,0.0758454106280193,0.0812360386382524,0.00978734507501631,0.00978734507501631,0.0221630787563565,0.155422681820946,0.13537270112573,0.11872234916096,0.0451443189718557,-0.0086043543340162,-0.0476190476190476,-0.0417366946778711,0.0657174921968426,0,-0.0333333333333333,-0.0197586726998492,0.0268758434547908,0,-0.0326923076923077,0.04986649743744,0.0428699955015744
"Patched",0,0.00571428571428572,-0.00967741935483871,0.106060606060606,0.2,0.0368253968253968,0.0666666666666667,-0.0666666666666667,-0.0133333333333333,-0.0666666666666667,0.00307692307692308,-0.0857142857142857,-0.02,0,-0.1,0.0333333333333333,-0.0866666666666667,-0.0866666666666667,-0.0666666666666667,0.161471861471861,0.1,-0.0639423076923077,-0.0576923076923077,0,0.02,0.0255555555555556,-0.1,0,-0.0875,0.1,0.15,-0.0666666666666667,-0.0289377289377289,0,0.1,-0.0226429341963323,0.0576923076923077,0.0576923076923077,-0.00111888111888112,0.1,0.0295738942826321,-0.0570250896057348,-0.183233716475096,0.0111111111111111,-0.1,0,0.0743589743589744,-0.1,0,0.1,0.0133333333333333,-0.2,-0.133333333333333,0.05,0.0611111111111111
"SRC",0.216886087768441,0.232974910394265,0.0957242905197435,-0.172380952380952,-0.17,-0.0804446012702893,-0.0533333333333333,-0.117982456140351,-0.0792592592592593,-0.124288762446657,0.214808461978273,0.0491452991452991,0.224242424242424,0.1,0.0833333333333333,0.0444444444444444,0.066468253968254,0.0591955266955267,0.0569444444444444,-0.114565004887586,0,-0.0883001479121629,-0.0837546933667084,-0.065,-0.0699180327868852,-0.0699180327868852,-0.065,-0.075,-0.0699180327868852,0,0.201766996106619,-0.09,-0.0264069264069264,0.1,0.075,0.0692468918472879,0.0837546933667084,0.0837546933667084,0.0121408663799968,0.17951690821256,0.178500198059022,0.175371201915881,-0.0891658239594414,-0.0558873310597448,-0.233333333333333,-0.224242424242424,0.0827623303541873,0.0333333333333333,-0.05,-0.0602564102564102,0.0822004357298475,0.0333333333333333,0.165238095238095,0.0505016471997604,0.1421834625323
"AXIN2",-0.0898995929909279,-0.0791832092638544,-0.0829880636494253,-0.102895752895753,-0.1,-0.078987974422757,0.0923076923076923,0.013618587531631,0.0958791208791209,0.0144122383252818,0.0191046692290964,0.12512077294686,0.0184150140566826,0.133333333333333,0.126570048309179,-0.103333333333333,-0.10545285698678,-0.106442955996681,-0.104567901234568,0.320171467806076,-0.0666666666666667,-0.121260904997929,-0.121260904997929,-0.0803100775193799,-0.0793637052796322,-0.0783086056313321,-0.0803100775193799,-0.0803100775193799,-0.0796811467017698,-0.0733333333333333,-0.126091955346047,-0.0124286341677646,-0.0953534882356393,0.0733333333333333,0.0803100775193799,0.078438307317454,0.121260904997929,0.121260904997929,-0.099450461937037,-0.108900889395146,-0.0345260617355045,0.0728477350098836,0.128138915567447,0.00293768986128689,-0.0266666666666667,-0.019349593495935,-0.020436692850486,-0.0923076923076923,-0.122222222222222,-0.12512077294686,-0.0968627274364979,-0.1,0.103571428571429,0.0519646383481142,0.0484928931434738
"SMO",-0.0103448275862069,-0.00539682539682539,-0.00491551459293395,0.111060606060606,0.133333333333333,0.0403968253968254,-0.0133333333333333,-0.0666666666666667,-0.0133333333333333,-0.0682539682539683,0.00610722610722611,-0.0817142857142857,0.00307692307692308,0,-0.1,-0.0666666666666667,-0.0866666666666667,-0.083963963963964,-0.0866666666666667,0.168368413195999,0.1,-0.0523144007155635,-0.0639423076923077,0.02,0.0255555555555556,0.0226429341963323,-0.0875,0,-0.0819444444444444,0,0.144915254237288,-0.0719298245614035,-0.0240833600056901,0.1,0.1,-0.0196354153993398,0.0639423076923077,0.0639423076923077,-0.00344446251422995,0.0962025316455696,0.0306809053527429,-0.0521707206736959,-0.181328954570334,0.0169934640522876,0,0.02,0.0791208791208791,-0.0666666666666667,0.1,0.0857142857142857,0.0188888888888889,-0.1,-0.106060606060606,0.0550847457627119,0.0611111111111111
"GSK3",0.108936114884707,0.00380654433286012,0.011999293819314,0.033569861511038,0.0381652661064426,-0.0626727212260603,-0.0393520458036587,-0.0787936504131097,-0.0411925366012047,-0.0789435754505909,0.0180439400640639,-0.114317344532862,0.0191803037004275,-0.0866666666666667,-0.105416666666667,-0.10231884057971,-0.105710245922335,-0.108017938230027,-0.103271221532091,-0.120985965078214,-0.075,0.0120397761636396,0.0109893559955723,-0.0779440322660957,-0.0769916513137148,-0.0747654714383808,-0.0778834340753845,-0.0733082706766917,-0.0769400378489694,-0.0697368421052632,0.199675471030737,0.0513889891541622,-0.018611247887377,0.0697368421052632,0.0733082706766917,0.0749628398594335,-0.0109893559955723,-0.0109893559955723,0.00654014130549901,0.153143791733132,0.111196178729454,0.0964256614159653,-0.0219775664832262,-0.104595971551233,-0.0274509803921569,-0.0274509803921569,0.0823927086757947,0.0329004329004329,0.0991666666666667,0.113462643678161,0.0392786610031186,0.00909090909090909,-0.0374659654071419,0.0553758028444791,0.0526487538615832
"Jagged",0.214285714285714,0.123076923076923,0.0416666666666667,0.0257142857142857,0.1,-0.0548051948051948,-0.0333333333333333,-0.116666666666667,-0.0333333333333333,-0.121428571428571,0.18,-0.0444444444444444,0.18,0,0,0,-0.0555555555555556,-0.0355555555555556,0,-0.0842857142857143,0,-0.0151515151515151,-0.0333333333333333,-0.08,-0.0261538461538462,-0.0413053613053613,-0.08,-0.1,-0.0261538461538462,0,0.260628019323672,0.02,-0.0172413793103448,0,0.1,0.0555910755910756,0.0333333333333333,0.0333333333333333,0.0613590733590734,0.233939393939394,0.10459649122807,0.114014999085422,-0.122121669180493,-0.105,-0.1,-0.2,0.216666666666667,0,0,0.0333333333333333,0.0717948717948718,0,-0.04,0.0654589371980676,0.0611111111111111
"DELTA",0.214285714285714,0.123076923076923,0.0416666666666667,0.0257142857142857,0.1,-0.0548051948051948,-0.0333333333333333,-0.116666666666667,-0.0333333333333333,-0.121428571428571,0.18,-0.0444444444444444,0.18,0,0,0,-0.0555555555555556,-0.0355555555555556,0,-0.0842857142857143,0,-0.0151515151515151,-0.0333333333333333,-0.08,-0.0261538461538462,-0.0413053613053613,-0.08,-0.1,-0.0261538461538462,0,0.260628019323672,0.02,-0.0172413793103448,0,0.1,0.0555910755910756,0.0333333333333333,0.0333333333333333,0.0613590733590734,0.233939393939394,0.10459649122807,0.114014999085422,-0.122121669180493,-0.105,-0.1,-0.2,0.216666666666667,0,0,0.0333333333333333,0.0717948717948718,0,-0.04,0.0654589371980676,0.0611111111111111
"SMAD",0.203758086223043,0.114643943145123,0.091519531096144,0.059480021893815,0.06,0.0316370618628683,0.0241666666666667,-0.0257661972730466,0.0140749235474006,-0.12909953060638,0.173011178618831,0.0102128851540616,0.178780409388061,0.05,0.0214285714285714,0.0119047619047619,0.0161065086983727,0.0117240385788508,0.0133132126089873,-0.0153350509566674,-0.02,0.0911075627238004,0.0901207206185372,-0.0128104575163399,-0.013901366607249,-0.0115947180319437,-0.0260683760683761,-0.00888888888888889,-0.0267878005288077,-0.02,0.263120955205369,-0.00621857438627625,0.0474837888371723,0.0333333333333333,0.0222222222222222,0.0118986693997248,-0.0901207206185372,-0.0901207206185372,-0.0103761839489859,0.242793643557263,0.0403209018444239,0.0295194661249052,-0.155453587332461,-0.0895333479936455,-0.171428571428571,-0.18110599078341,0.0398956091877385,-0.0291666666666667,-0.0166666666666667,-0.015546218487395,-0.0144466707592965,-0.0416666666666667,-0.063448275862069,0.0658432037954527,0.0626069333058776
"STAT",0.198043626448534,0.109317889317889,0.0561330835063554,-0.0712709854343207,-0.0490196078431372,-0.0792848239145377,-0.0716666666666667,-0.140821256038647,-0.0786434108527132,-0.136223554889222,0.174256799493991,-0.0593704600484262,0.188235294117647,0,-0.04,-0.0409090909090909,-0.0451854066985646,-0.0456684984860042,-0.0346590909090909,-0.112959589430178,0,-0.0660537264051949,-0.0630686517783292,-0.0707792207792208,-0.0699245199245199,-0.0664544883787786,-0.0707792207792208,-0.0571428571428571,-0.069938884644767,-0.0571428571428571,0.244979379594764,0.0522577996715928,0.0389541611036938,0.0571428571428571,0.0571428571428571,0.0656201617995176,0.0630686517783292,0.0630686517783292,0.0630899022988789,0.22593299703502,0.187831143060889,0.177587198782182,-0.0500475363520677,-0.16601190746618,-0.2,-0.2,0.132666666666667,0.025,0,0.0542857142857143,0.0812982781093503,0,0.0625331213566508,0.0832078178232024,0.17859972271737
"NOTCH",0.183673469387755,0.0851458885941645,0.0216666666666667,-0.0646082949308756,0.04,-0.0659163059163059,-0.0333333333333333,-0.121428571428571,-0.0717948717948718,-0.138095238095238,0.194285714285714,-0.0666666666666667,0.18,0,-0.0333333333333333,0,-0.0355555555555556,-0.0323297491039427,-0.0555555555555556,-0.0823989218328841,0,-0.025296442687747,-0.0151515151515151,-0.0261538461538462,-0.0413053613053613,-0.0555910755910756,-0.0261538461538462,-0.08,-0.0413053613053613,-0.1,0.245813204508857,-0.00631578947368421,-0.00360501567398119,0.1,0.08,0.050284953142096,0.0151515151515151,0.0151515151515151,0.0613590733590734,0.228225108225108,0.102177136389361,0.123962643064479,-0.114185161243985,-0.0965254237288136,-0.2,-0.18,0.221014492753623,0.0333333333333333,0,0.0444444444444444,0.0953242835595777,0,-0.0257142857142857,0.0876811594202899,0.0654589371980676
"Csl",0.170306765642853,0.0700618358908478,0.0232539682539683,-0.0808762375146076,-0.0646082949308756,-0.0775022606624428,-0.0953242835595777,-0.137375813634806,-0.100700627645599,-0.13570914696814,0.161366459627329,-0.0806201550387597,0.165714285714286,-0.0333333333333333,-0.0666666666666667,-0.0355555555555556,-0.0406100038810127,-0.0431043349467723,-0.0323297491039427,-0.0904751857574771,-0.08,-0.0291123656086395,-0.028744718549816,-0.0555910755910756,-0.050284953142096,-0.0464681592489662,-0.0552838559290172,-0.0413053613053613,-0.0496386946386946,-0.0261538461538462,0.231563153352728,-0.00842221962889485,-0.0109444428821994,0.0261538461538462,0.0413053613053613,0.0472114411243236,0.028744718549816,0.028744718549816,0.058183570616843,0.221933471467644,0.0977049329633126,0.1156744369247,-0.114497493589511,-0.09512275183762,-0.18,-0.194285714285714,0.229822939209128,0.0717948717948718,0.0444444444444444,0.0782945736434108,0.0946661448869785,0.0333333333333333,0.067239873878244,0.0910329089598847,0.0904589371980676
"SNAI1",0.150806634160135,0.0587423229659527,-0.0874702942531118,-0.0838095238095238,-0.0728205128205128,-0.0827085288102971,-0.105723388519087,-0.13463048301758,-0.100723388519087,-0.131309449807248,0.146124677115725,-0.0822855750487329,0.145676246622451,-0.0583333333333333,-0.081359649122807,-0.0361344537815126,-0.0429898934238375,-0.0409737643915794,-0.0391647568118156,-0.0991746379840069,-0.06,-0.0185830887817233,-0.0184188851692438,-0.0725343164947125,-0.0692009831613792,-0.069338914195862,-0.0717909951029335,-0.0745145145145145,-0.0683175033296245,-0.0637037037037037,0.225468160262288,-0.0126305602258339,-0.0283578447130427,0.0637037037037037,0.0742300194931774,0.0703198124921965,0.0184188851692438,0.0184188851692438,0.0777951015158921,0.216715939618643,0.107762925702233,0.122261104361395,-0.145973775404058,-0.0839506290810639,-0.17304347826087,-0.151009579955785,0.127822905774004,0.0970814132104455,0.0708333333333333,0.0850633528265107,0.101694262305495,0.080952380952381,0.0838095238095238,0.0936525520242239,0.0942657289257565
"TrCP",0.150933698963185,0.0599975530914757,0.0148428730066747,-0.0838095238095238,-0.0743589743589744,-0.0848261758691206,-0.0970814132104455,-0.13463048301758,-0.105723388519087,-0.13463048301758,0.145676246622451,-0.0850633528265107,0.151009579955785,-0.0333333333333333,-0.0708333333333333,-0.0380952380952381,-0.0391647568118156,-0.0429898934238375,-0.0361344537815126,-0.101039439848809,-0.1,-0.0184188851692438,-0.0184188851692438,-0.0745145145145145,-0.0725343164947125,-0.0692009831613792,-0.0742300194931774,-0.0637037037037037,-0.0717909951029335,-0.06,0.2255911614923,-0.0190456545654565,-0.0293479437229437,0.06,0.0637037037037037,0.069338914195862,0.0184188851692438,0.0184188851692438,0.07713720677905,0.217772615891457,0.107086546930121,0.12222656204706,-0.146409578287061,-0.0848737060041408,-0.16,-0.17304347826087,0.128418143869242,0.080952380952381,0.0583333333333333,0.081359649122807,0.100723388519087,0.0476190476190476,0.0728205128205128,0.0954975704744084,0.0939542024460057
"PAK1",0.150933698963185,0.0599975530914757,0.0148428730066747,-0.0838095238095238,-0.0743589743589744,-0.0848261758691206,-0.0970814132104455,-0.13463048301758,-0.105723388519087,-0.13463048301758,0.145676246622451,-0.0850633528265107,0.151009579955785,-0.0333333333333333,-0.0708333333333333,-0.0380952380952381,-0.0391647568118156,-0.0429898934238375,-0.0361344537815126,-0.101039439848809,-0.1,-0.0184188851692438,-0.0184188851692438,-0.0745145145145145,-0.0725343164947125,-0.0692009831613792,-0.0742300194931774,-0.0637037037037037,-0.0717909951029335,-0.06,0.2255911614923,-0.0190456545654565,-0.0293479437229437,0.06,0.0637037037037037,0.069338914195862,0.0184188851692438,0.0184188851692438,0.07713720677905,0.217772615891457,0.107086546930121,0.12222656204706,-0.146409578287061,-0.0848737060041408,-0.16,-0.17304347826087,0.128418143869242,0.080952380952381,0.0583333333333333,0.081359649122807,0.100723388519087,0.0476190476190476,0.0728205128205128,0.0954975704744084,0.0939542024460057
"LIV1",0.150933698963185,0.0599975530914757,0.0148428730066747,-0.0838095238095238,-0.0743589743589744,-0.0848261758691206,-0.0970814132104455,-0.13463048301758,-0.105723388519087,-0.13463048301758,0.145676246622451,-0.0850633528265107,0.151009579955785,-0.0333333333333333,-0.0708333333333333,-0.0380952380952381,-0.0391647568118156,-0.0429898934238375,-0.0361344537815126,-0.101039439848809,-0.1,-0.0184188851692438,-0.0184188851692438,-0.0745145145145145,-0.0725343164947125,-0.0692009831613792,-0.0742300194931774,-0.0637037037037037,-0.0717909951029335,-0.06,0.2255911614923,-0.0190456545654565,-0.0293479437229437,0.06,0.0637037037037037,0.069338914195862,0.0184188851692438,0.0184188851692438,0.07713720677905,0.217772615891457,0.107086546930121,0.12222656204706,-0.146409578287061,-0.0848737060041408,-0.16,-0.17304347826087,0.128418143869242,0.080952380952381,0.0583333333333333,0.081359649122807,0.100723388519087,0.0476190476190476,0.0728205128205128,0.0954975704744084,0.0939542024460057
"EGR1",0.150933698963185,0.0599975530914757,0.0148428730066747,-0.0838095238095238,-0.0743589743589744,-0.0848261758691206,-0.0970814132104455,-0.13463048301758,-0.105723388519087,-0.13463048301758,0.145676246622451,-0.0850633528265107,0.151009579955785,-0.0333333333333333,-0.0708333333333333,-0.0380952380952381,-0.0391647568118156,-0.0429898934238375,-0.0361344537815126,-0.101039439848809,-0.1,-0.0184188851692438,-0.0184188851692438,-0.0745145145145145,-0.0725343164947125,-0.0692009831613792,-0.0742300194931774,-0.0637037037037037,-0.0717909951029335,-0.06,0.2255911614923,-0.0190456545654565,-0.0293479437229437,0.06,0.0637037037037037,0.069338914195862,0.0184188851692438,0.0184188851692438,0.07713720677905,0.217772615891457,0.107086546930121,0.12222656204706,-0.146409578287061,-0.0848737060041408,-0.16,-0.17304347826087,0.128418143869242,0.080952380952381,0.0583333333333333,0.081359649122807,0.100723388519087,0.0476190476190476,0.0728205128205128,0.0954975704744084,0.0939542024460057
"cfos",0.153002664480426,0.0616550116550117,0.0131722286152666,-0.0728205128205128,-0.0666666666666667,-0.0866666666666667,-0.080952380952381,-0.136243386243386,-0.0970814132104455,-0.13463048301758,0.151009579955785,-0.081359649122807,0.17304347826087,0,-0.0583333333333333,-0.0428571428571429,-0.0361344537815126,-0.0391647568118156,-0.0380952380952381,-0.100410509031199,-0.1,-0.0184188851692438,-0.014760348583878,-0.0637037037037037,-0.0745145145145145,-0.0725343164947125,-0.0637037037037037,-0.06,-0.0742300194931774,-0.1,0.230414312617702,-0.0180555555555556,-0.0257115800865801,0.1,0.06,0.0692009831613792,0.014760348583878,0.014760348583878,0.07713720677905,0.219803072744249,0.10715575108237,0.125706415526913,-0.145505419155054,-0.0870476190476191,-0.08,-0.16,0.13135932033983,0.0476190476190476,0.0333333333333333,0.0708333333333333,0.105723388519087,0.0333333333333333,0.0743589743589744,0.0964622006994888,0.0873968253968254
"CDC42",0.153002664480426,0.0616550116550117,0.0131722286152666,-0.0728205128205128,-0.0666666666666667,-0.0866666666666667,-0.080952380952381,-0.136243386243386,-0.0970814132104455,-0.13463048301758,0.151009579955785,-0.081359649122807,0.17304347826087,0,-0.0583333333333333,0.0571428571428571,-0.0361344537815126,-0.0391647568118156,-0.0380952380952381,-0.100410509031199,-0.1,-0.0184188851692438,-0.014760348583878,-0.0637037037037037,-0.0745145145145145,-0.0725343164947125,-0.0637037037037037,-0.06,-0.0742300194931774,-0.1,0.230414312617702,-0.0180555555555556,-0.0257115800865801,0.1,0.06,0.0692009831613792,0.014760348583878,0.014760348583878,0.07713720677905,0.219803072744249,0.10715575108237,0.125706415526913,-0.145505419155054,-0.0870476190476191,-0.18,-0.16,0.13135932033983,0.0476190476190476,0.0333333333333333,0.0708333333333333,0.105723388519087,0.0333333333333333,0.0743589743589744,0.0964622006994888,0.0873968253968254
"ZEB2",-0.360730380730381,-0.288599033816425,-0.263067872410556,-0.252302648171501,-0.248717948717949,-0.23890383114196,-0.230714285714286,-0.223498168498168,-0.223397212543554,-0.21801036362012,-0.207783966209781,-0.205755451713396,-0.200466893039049,-0.2,-0.198611111111111,-0.123376623376623,-0.114941249226963,-0.112295746581461,-0.103376623376623,-0.103266165839675,-0.1,-0.0835428311873708,-0.0829004329004329,-0.0771929824561403,-0.0734892787524366,-0.0720808280482113,-0.0689044289044289,-0.0666666666666667,-0.0652347041337867,-0.06,-0.0544497414823691,-0.0236630036630037,-0.0153581655940329,0.0545454545454545,0.0612121212121212,0.0729899189573022,0.0829004329004329,0.0829004329004329,0.0881633478351748,0.108460275679703,0.120032013885508,0.13243385558101,0.150285638351511,0.156794345426693,0.175,0.190789473684211,0.192683284457478,0.210714285714286,0.211111111111111,0.214166666666667,0.220669939816281,0.225,0.247384615384615,0.292318099255013,0.398793218299044
"ZEB1",-0.295993069206586,-0.273737597025798,-0.245637000112914,-0.20882656781721,-0.20625,-0.179021790193108,-0.221212121212121,-0.224038952619114,-0.213368983957219,-0.221635106465268,-0.174835276842014,-0.193359628579646,-0.176156862745098,-0.166666666666667,-0.190877192982456,-0.0616858237547893,-0.0627746194584603,-0.0608061155214524,-0.0602365483924704,-0.0832240939655838,0.0333333333333333,-0.076904405717566,-0.0770618860325266,0.00882169002685502,0.0109050233601883,0.0095752361261458,0.019422853569195,0.00293933708567855,0.0211410666276143,0.0102564102564103,-0.0473239866815138,-0.0699805068226121,-0.0859550090129089,-0.019047619047619,-0.0117305458768873,-0.00889030461929648,0.0770618860325266,0.0770618860325266,0.0185372892689966,0.117682428978612,0.110978860599758,0.179465193183394,0.146397632785017,0.114905931839113,0.133333333333333,0.177333333333333,0.196711052332814,0.216666666666667,0.206666666666667,0.199073914293932,0.21372485584334,0.216666666666667,0.212132352941176,0.297460746032931,0.296993451224641
"miR200",-0.322000059561035,-0.275602046874558,-0.248323528323528,-0.227455400628983,-0.231527093596059,-0.211433261408136,-0.210833333333333,-0.226003652198342,-0.222225738396624,-0.223809294831571,-0.186648113790971,-0.203350829904951,-0.183246753246753,-0.2,-0.206315789473684,-0.075,-0.0790480708412397,-0.085443419678449,-0.0887254901960784,-0.124643594368139,-0.1,-0.119352718471712,-0.121098354381936,-0.0826944274341702,-0.0838180229397882,-0.0810402451620104,-0.0750422535211268,-0.0756521739130435,-0.0739433524222257,-0.08,0.0517965949820789,-0.0665538362346873,-0.063755593796611,0.08,0.068,0.0811917603135256,0.121098354381936,0.121098354381936,0.0733341968772095,0.11269482905606,0.213916489207926,0.202862206879313,0.185339566105766,0.0856940809701546,0.171428571428571,0.151428571428571,0.198361581920904,0.2175,0.18,0.19203007518797,0.214617042744451,0.18,0.224630541871921,0.399659498207885,0.394375431331953
