"","GSK3","TGF","AKT","IKK","RAS","RAF","PI3K","Csn","TWIST1","TrCP","SNAI1","SMAD","ILK","SMO","SRC","cMet","STAT","LIV1","Patched","FUS","SHH","NOTCHic","MEK","TCFLEF","ERK","Csl","cfos","EGR1","FOXC2","ZEB1","cateninmemb","Ecadherin","SOSGRB2","Jagged","miR200","RKIP","cateninnuc","CD44","NOTCH","GLI","DSH","Wnt","Frizzled","SUFU","HEY1","AXIN2","Destcompl","DELTA","NFB","SNAI2","ZEB2","CDC42","PAK1","TGFR","KLF4"
"ERK",0.22872189198353,0.136280292120731,-0.0760663356251592,-0.0760663356251592,0.0845494329652745,0.085979575979576,0.085979575979576,-0.0732142857142857,0.114775141414205,-0.0857142857142857,0.236948386013779,-0.0678441477442108,-0.0675401963764296,-0.0663606557377049,-0.0645074224021592,-0.0694025272972641,-0.0491228070175439,-0.0333333333333333,-0.0565567341690775,-0.068,-0.0531750916570002,-0.0608249819928652,0.0687610724063678,-0.0714182863520992,0.0712680361946686,-0.063014763014763,0.172934702861335,0.166551724137931,-0.0542794784174094,0.106733801388169,0.142548249836325,0.219856757122294,0.0632461087995069,0.0479809777193808,0.0695956664544674,-0.0552264345116437,0.071071064129877,0.0706747919283074,0.05888592382112,0.0748661864451338,0.0533333333333333,0.0736130536130536,0.0687179487179487,0.08,0.0804170638133845,0.0730482643804657,-0.238598726064003,-0.085979575979576,0.0701839826839827,-0.288989908900959,-0.027599699607133,-0.140934579439252,-0.14,-0.136555017395457,-0.0277457097416391
"SNAI2",0.316051899930412,0.239966086769156,0.309981304528459,0.299137931034483,0.336934687587021,0.33830455060072,0.33830455060072,0.2,0.2723494149935,0.1,0.0630890840786928,-0.057053645637782,-0.0546613011401744,-0.289411764705882,0.287272727272727,0.27741357234315,0.287272727272727,0.26,-0.295534213685474,-0.26,-0.294125762981249,-0.105263157894737,0.238871224165342,0.258619647057705,0.229411764705882,-0.117543859649123,0.207843137254902,0.166666666666667,0.162936029230908,0.0504413677365219,-0.00568834486629386,-0.164354558461837,0.096551724137931,0.282970678251461,0.0352669303520808,-0.0376794871794872,-0.253961261964537,-0.266660884171107,0.0948735475051264,-0.266183625819086,-0.287272727272727,-0.27741357234315,-0.287272727272727,0.2,0.0658529234478602,-0.337291219845503,-0.301090277926794,-0.33830455060072,-0.275,0.0133759744151081,-0.0270595762534088,-0.231652661064426,-0.207843137254902,-0.239344968756733,-0.0478846153846154
"FOXC2",0.264557773586391,0.184524759793052,0.268465608465608,0.264761904761905,0.278699095022625,0.283846153846154,0.283846153846154,0.2,0.219485838779956,0.1,0.0677465821983097,-0.044,-0.044,-0.25,0.215686274509804,0.199407204742362,0.233333333333333,0.233333333333333,-0.24375,-0.233333333333333,-0.238373655913978,-0.0422009569377991,0.202130216660235,0.181748341866108,0.19903743315508,-0.0527272727272727,0.187272727272727,0.16,0.117469920010755,0.0527141382868937,0.0992562090123066,0.0435028318712481,0.0610062893081761,0.211974012993503,0.0356817256817257,-0.0424242424242424,-0.179133148839956,-0.188102856916275,0.0329226064223351,-0.187338239225121,-0.233333333333333,-0.199407204742362,-0.215686274509804,0.2,0.0505576776165011,-0.266660884171107,-0.246249514272134,-0.283846153846154,-0.26,-0.300733701210709,-0.0265273477812178,-0.189272727272727,-0.177272727272727,-0.187939393939394,-0.0481481481481481
"PI3K",0.537229437229437,0.414980870396939,0.374057315233786,0.350980392156863,0.407089841665184,0.40161038961039,0.40161038961039,0.3,0.251053864168618,0.2,0.333228663446055,0.0675559823929572,0.0699559823929572,0.0333333333333333,0.0666666666666667,0.0536231884057971,0.1,0.1,0.0641025641025641,0.05,0.0641025641025641,0.198076923076923,0.204720576755292,0.0290425712828071,0.203081232492997,0.175,0.161904761904762,0.133333333333333,-0.130936120789779,0.379792508560949,0.19937769803611,0.332915005698072,-0.148461538461538,-0.043859649122807,0.296981780588338,-0.264625080801551,-0.0247126743755906,-0.0397770345596433,-0.2174317617866,-0.0397770345596433,-0.1,-0.0536231884057971,-0.0666666666666667,-0.1,-0.0851007298288097,-0.0883809523809524,-0.416865489002542,-0.40161038961039,-0.333333333333333,-0.182449187128151,-0.0235188340879952,-0.404411764705882,-0.375,-0.404411764705882,-0.0197368421052632
"ILK",0.537229437229437,0.414980870396939,0.374057315233786,0.350980392156863,0.407089841665184,0.40161038961039,0.40161038961039,0.3,0.251053864168618,0.2,0.333228663446055,0.0675559823929572,0.0699559823929572,0.0333333333333333,0.0666666666666667,0.0536231884057971,0.1,0.1,0.0641025641025641,0.05,0.0641025641025641,0.198076923076923,0.204720576755292,0.0290425712828071,0.203081232492997,0.175,0.161904761904762,0.133333333333333,-0.130936120789779,0.379792508560949,0.19937769803611,0.332915005698072,-0.148461538461538,-0.043859649122807,0.296981780588338,-0.264625080801551,-0.0247126743755906,-0.0397770345596433,-0.2174317617866,-0.0397770345596433,-0.1,-0.0536231884057971,-0.0666666666666667,-0.1,-0.0851007298288097,-0.0883809523809524,-0.416865489002542,-0.40161038961039,-0.333333333333333,-0.182449187128151,-0.0235188340879952,-0.404411764705882,-0.375,-0.404411764705882,-0.0197368421052632
"Frizzled",0.53769592476489,0.450062111801242,0.27,0.245,0.406366219772768,0.400854408749146,0.400854408749146,0.2,0.276358543417367,0.1,0.378830227743271,0.0842366115132905,0.0870403498310475,0.0409090909090909,0.075,0.0592105263157895,0.1,0.1,0.0742424242424242,0.05,0.0742424242424242,0.189285714285714,0.214509803921569,0.0323420305731215,0.214509803921569,0.164285714285714,0.173333333333333,0.133333333333333,-0.13617550136522,0.414326841579423,0.201292036588647,0.351300640088996,-0.121212121212121,-0.0492661913250148,0.31469696969697,-0.274761904761905,-0.0271039353350263,-0.0449248120300752,-0.210854341736695,-0.0449248120300752,0,-0.0592105263157895,-0.075,-0.1,-0.103000545553737,-0.0969556025369979,-0.41386102784351,-0.400854408749146,-0.22,-0.177913086043729,-0.0221865515102443,-0.433333333333333,-0.4,-0.43768115942029,-0.0179271708683473
"AKT",0.542471372713308,0.417699903629568,0.277087618264089,0.374057315233786,0.406366950098919,0.407089841665184,0.407089841665184,0.333333333333333,0.248301570590637,0.3,0.336988061942295,0.0759734908104656,0.0675559823929572,0.0641025641025641,0.0536231884057971,0.0397770345596433,0.0666666666666667,0.1,0.0641025641025641,0.0333333333333333,0.0672604588394062,0.2174317617866,0.213581336248963,0.0247126743755906,0.204720576755292,0.198076923076923,0.203081232492997,0.161904761904762,-0.130184241090531,0.393491138697935,0.200295129228771,0.336551369334436,-0.144017094017094,-0.0491576623678401,0.303933652246092,-0.265246198813974,-0.0225588282217445,-0.0290425712828071,-0.224748834957332,-0.0302798278557326,-0.0666666666666667,-0.0397770345596433,-0.0536231884057971,-0.05,-0.0843488501295616,-0.0764675949802303,-0.418106183791623,-0.407089841665184,-0.350980392156863,-0.180137629339206,-0.0152996560058034,-0.404411764705882,-0.404411764705882,-0.414980870396939,-0.0257197480881691
"Wnt",0.528605015673981,0.43768115942029,0.245,0.22,0.400854408749146,0.387218045112782,0.387218045112782,0.1,0.265882352941176,0.1,0.374068322981366,0.0870403498310475,0.094017094017094,0.05,0.1,0.075,0.1,0,0.0409090909090909,0.1,0.0742424242424242,0.164285714285714,0.214509803921569,0.0449248120300752,0.173333333333333,0.15,0.133333333333333,0.1,-0.117570850202429,0.389574366331899,0.200974576271186,0.343608332396688,-0.112121212121212,-0.0442156862745098,0.28969696969697,-0.253333333333333,-0.0323420305731215,-0.0592105263157895,-0.189285714285714,-0.0592105263157895,0,-0.075,0,0,-0.105128205128205,-0.110909090909091,-0.413065271875341,-0.387218045112782,-0.2,-0.183275862068966,-0.0152558584409373,-0.4,-0.3,-0.433333333333333,-0.0274509803921569
"DSH",0.542568314556074,0.453198000302984,0.273448275862069,0.27,0.405525883638314,0.406366219772768,0.406366219772768,0.22,0.272103224268431,0.2,0.383178053830228,0.0929158567963094,0.0842366115132905,0.0742424242424242,0.0592105263157895,0.0449248120300752,0.075,0.1,0.0742424242424242,0.0409090909090909,0.0773099089050009,0.210854341736695,0.22578799941029,0.0271039353350263,0.214509803921569,0.189285714285714,0.214509803921569,0.173333333333333,-0.134010999200718,0.429287471500683,0.202587678520331,0.355427066779075,-0.118773096821877,-0.0554677417126117,0.322014042867701,-0.274062604062604,-0.0241653778995855,-0.0323420305731215,-0.218546649429002,-0.0338137009189641,-0.075,-0.0449248120300752,-0.0592105263157895,-0.05,-0.101246159588825,-0.0838754337606266,-0.414624386622136,-0.406366219772768,-0.245,-0.175468382900539,-0.0119503310378033,-0.43768115942029,-0.433333333333333,-0.450062111801242,-0.0247232873732017
"GSK3",0.443733040013644,0.451403128508113,0.275157677571471,0.273448275862069,0.404895631537474,0.405525883638314,0.405525883638314,0.245,0.271719101349097,0.22,0.388825894361789,0.0927659317588281,0.0929158567963094,0.0742424242424242,0.0449248120300752,0.0323420305731215,0.0592105263157895,0.075,0.0773099089050009,0.0742424242424242,0.0868792868954316,0.218546649429002,0.228060726683018,0.0241653778995855,0.22578799941029,0.210854341736695,0.214509803921569,0.214509803921569,-0.138317219296411,0.43508241949474,0.203206599828908,0.356118538626292,-0.128540538682342,-0.0620370847783052,0.331275473113891,-0.277822002558845,-0.0225864305311645,-0.0271039353350263,-0.224520675403028,-0.0281533235604735,-0.0592105263157895,-0.0338137009189641,-0.0449248120300752,-0.0409090909090909,-0.111280761664949,-0.0758084626799569,-0.41557542572041,-0.405525883638314,-0.27,-0.172621100760763,-0.0106130353468672,-0.450062111801242,-0.43768115942029,-0.453198000302984,-0.0140362644724383
"SOSGRB2",-0.0659908176598219,-0.00322656067336919,-0.194152046783626,-0.194152046783626,-0.219556714471969,-0.211864406779661,-0.211864406779661,-0.2,-0.0354492753623188,-0.2,0.0370490405117271,0.00618241973080683,0.00688172043010753,0,-0.0428571428571429,-0.0559006211180124,0,0,0.0189189189189189,0,0.0189189189189189,-0.183216783216783,0.00487890487890488,-0.0663048926664487,0.0109395109395109,-0.190909090909091,0.019047619047619,-0.0142857142857143,-0.0404639804639805,0.0239598997493734,0.113062517062517,0.157247351438277,-0.0125,-0.0316179647719667,0.0167134955473145,0.0215277777777778,0.0649664605440778,0.0631469979296066,0.178991431104107,0.0667701863354037,0,0.0595238095238095,0.0428571428571429,0,0.102840909090909,0.0629744224422442,-0.0482733895485573,0.211864406779661,0.188888888888889,-0.151406781349518,-0.00716791979949875,-0.0142857142857143,-0.0142857142857143,0.0010989010989011,-0.00859649122807018
"IKK",0.238186813186813,0.0524,0.016988416988417,0.0142857142857143,0.141413392636521,0.13859649122807,0.13859649122807,0.1,0.000784313725490196,0.2,0.0164546225614928,-0.090779702970297,-0.09375,-0.08,-0.111111111111111,-0.111111111111111,-0.1,-0.1,-0.0762962962962963,-0.08,-0.0728480204342273,0.113852813852814,0.0213968253968254,-0.106747790815587,0.0102857142857143,0.109090909090909,0.0142857142857143,0,0.0611255411255411,0.00726315789473684,0.0856736466513003,0.145310522320404,-0.0892857142857143,-0.00769759450171821,0.00434782608695652,-0.00947176684881603,0.105060027102507,0.10957264957265,-0.115440115440115,0.10957264957265,0.1,0.111111111111111,0.111111111111111,0.1,0.0888544891640867,0.140238095238095,-0.135082189043464,-0.13859649122807,-0.114285714285714,-0.185632405169069,-0.00326315789473684,-0.05,-0.05,-0.05,-0.00256410256410256
"SRC",0.394458874458875,0.369873737373737,0.184188034188034,0.173076923076923,0.310077748701028,0.313108051731331,0.313108051731331,0.15,0.203330807123911,0.1,0.264564036944629,-0.000367472735893788,-0.00307017543859649,-0.0166666666666667,0.075,0.055,0.2,0.2,-0.00555555555555556,-0.0166666666666667,-0.00555555555555556,0.143809523809524,0.266533257099295,0.0272111155537785,0.264646464646465,0.12,0.242424242424242,0.233333333333333,-0.0956535947712418,0.329574722970949,0.063655515641371,0.168763758028464,-0.0371428571428571,-0.0117425311691367,0.264172156346069,-0.129879439556859,-0.0229605562696622,-0.0369672131147541,-0.158095238095238,-0.0369672131147541,-0.1,-0.055,-0.075,-0.0333333333333333,-0.0162694472029129,-0.0907220876365336,-0.170913760152891,-0.313108051731331,-0.15,-0.179184959524402,-0.000696316262353997,-0.368055555555556,-0.355555555555556,-0.368055555555556,-0.101356589147287
"SUFU",0.214460098494124,0.124114263451416,0.168835607345674,0.17756043956044,0.166372311111713,0.172068513643359,0.172068513643359,0.185714285714286,0.0896733254992743,0.2,0.216295003061482,0.0642938973498461,0.0585202252944188,0.100833333333333,-0.0188888888888889,-0.0295685005393743,0.00333333333333333,0.05,0.10790404040404,0.0675,0.110606743106743,0.0971212121212121,0.21860762372868,-0.036878896093477,0.224139538622297,0.0857575757575758,0.236783216783217,0.227692307692308,-0.0651896168932642,0.320575580983554,0.171998496594702,0.239382400046541,0.0465280333701386,-0.0195088077681158,0.224638895990273,-0.157171143371438,0.036111632666367,0.0363354178326074,-0.0963275613275613,0.126836891939122,0.0875,0.121260683760684,0.109722222222222,-0.08,-0.0634766490712012,-0.127788947765845,-0.163287381068474,-0.172068513643359,-0.173714285714286,-0.218413973575993,0.0013475282046336,-0.132117117117117,-0.148333333333333,-0.127861797968181,-0.0129257877687248
"SMO",-0.223642377040435,-0.132117117117117,-0.173714285714286,-0.185714285714286,-0.181238819320215,-0.195192307692308,-0.195192307692308,-0.1,-0.0947167755991285,0,-0.222964669738863,-0.0617460317460318,-0.0633333333333333,-0.08,-0.05,-0.00333333333333333,-0.1,-0.1,-0.0675,0,-0.100833333333333,-0.0757575757575758,-0.236783216783217,0.0295685005393743,-0.227692307692308,-0.0666666666666667,-0.22,-0.2,0.0568965517241379,-0.308474576271186,-0.178936388627901,-0.245141749961189,-0.0570175438596491,0.0103968253968254,-0.213622664255576,0.154444444444444,-0.0363354178326074,-0.0188888888888889,0.0857575757575758,-0.109722222222222,0,-0.0875,-0.05,-0.1,0.0615384615384615,0.155097775787431,0.16964663243733,0.195192307692308,0.2,0.230441160372195,0.00480225988700565,0.14,0.1,0.148333333333333,0.025
"FUS",-0.217287861990268,-0.127861797968181,-0.17756043956044,-0.173714285714286,-0.172068513643359,-0.181238819320215,-0.181238819320215,-0.2,-0.0952403358085526,-0.1,-0.219191084833203,-0.0585202252944188,-0.0617460317460318,-0.0675,-0.00333333333333333,0.0188888888888889,-0.05,-0.1,-0.100833333333333,-0.08,-0.10790404040404,-0.0857575757575758,-0.224139538622297,0.0363354178326074,-0.236783216783217,-0.0757575757575758,-0.227692307692308,-0.22,0.0674228675136116,-0.317677030258916,-0.173908455667007,-0.241854078728312,-0.0416329284750337,0.0164209217823676,-0.223523654354586,0.161660939289805,-0.036878896093477,-0.0295685005393743,0.0971212121212121,-0.121260683760684,-0.05,-0.109722222222222,-0.0875,0,0.0658862876254181,0.138327589452027,0.164829114189155,0.181238819320215,0.185714285714286,0.221644032903613,0.00541575681952099,0.148333333333333,0.14,0.132117117117117,0.0135245901639344
"NFB",-0.241716224951519,-0.0549316455696203,-0.0192106392106392,-0.016988416988417,-0.144895979701197,-0.141413392636521,-0.141413392636521,-0.114285714285714,-0.00491129785247432,-0.1,-0.0194683211916298,0.0904079557584011,0.090779702970297,0.0762962962962963,0.111111111111111,0.10957264957265,0.111111111111111,0.1,0.0728480204342273,0.08,0.0716432011571189,-0.115440115440115,-0.0207432306255836,0.105060027102507,-0.0213968253968254,-0.113852813852814,-0.0102857142857143,-0.0142857142857143,-0.0583366965040272,-0.00994515023190159,-0.0868352094812897,-0.146594631469682,0.0903383458646616,0.00697817004128656,-0.00767108892683568,0.0145999719770212,-0.104197282004468,-0.106747790815587,0.116085276730438,-0.107325458561414,-0.111111111111111,-0.10957264957265,-0.111111111111111,-0.08,-0.0852830605926581,-0.138819655521783,0.138238335222866,0.141413392636521,0.0142857142857143,0.187055169396711,0.00594515023190159,0.05,0.05,0.0524,0.000641025641025641
"Patched",-0.236263736263736,-0.148333333333333,-0.185714285714286,-0.2,-0.195192307692308,-0.207692307692308,-0.207692307692308,0,-0.106481481481481,0,-0.213440860215054,-0.0633333333333333,-0.0333333333333333,0,-0.1,-0.05,-0.1,-0.1,-0.08,0.1,-0.0675,-0.0666666666666667,-0.227692307692308,0.0188888888888889,-0.22,0,-0.2,-0.1,0.05,-0.3,-0.180878136200717,-0.248462783171521,-0.0833333333333333,-0.0146031746031746,-0.204761904761905,0.16,-0.0295685005393743,0.00333333333333333,0.0757575757575758,-0.0875,0,-0.05,0,0,0.0282051282051282,0.182683982683983,0.176623376623377,0.207692307692308,0.1,0.241869731800766,0.0166666666666667,0.1,0.1,0.14,0.0333333333333333
"SHH",-0.241025641025641,-0.14,-0.2,-0.1,-0.207692307692308,-0.2,-0.2,0,-0.125,0,-0.216666666666667,-0.0333333333333333,-0.0666666666666667,0.1,-0.1,-0.1,-0.1,0,0,0,-0.08,0,-0.22,-0.00333333333333333,-0.2,0.1,-0.1,0,0.05,-0.275,-0.183655913978495,-0.241666666666667,-0.05,-0.0257142857142857,-0.183333333333333,0.16,-0.0188888888888889,0.05,0.0666666666666667,-0.05,0,0,0,0,0.0666666666666667,0.219047619047619,0.190909090909091,0.2,0,0.253869731800766,0.025,0.1,0,0.1,0
"Ecadherin",-0.262129517515751,-0.181088955091425,-0.264569504569505,-0.268465608465608,-0.274229821279608,-0.278699095022625,-0.278699095022625,-0.26,-0.217064982169156,-0.2,-0.0674301265021071,0.043273607748184,0.044,0.24375,-0.199407204742362,-0.188102856916275,-0.215686274509804,-0.233333333333333,0.238373655913978,0.25,0.232861844890356,0.0329226064223351,-0.199385118621019,-0.179133148839956,-0.202130216660235,0.0422009569377991,-0.19903743315508,-0.187272727272727,-0.114952757539359,-0.0550838065333392,-0.0974613372174348,-0.141750154169203,-0.0596904998344919,-0.207626186906547,-0.0381025822925264,0.0420497105890364,0.178666295431926,0.181748341866108,-0.0303203759390638,0.180671572558454,0.215686274509804,0.187338239225121,0.199407204742362,-0.233333333333333,-0.0485442547977092,0.258619647057705,0.244199188083877,0.278699095022625,0.264761904761905,0.29730203354063,0.0255794804826396,0.187939393939394,0.189272727272727,0.184524759793052,0.046882325363338
