"","GSK3","TGF","AKT","IKK","RAS","RAF","PI3K","Csn","TWIST1","TrCP","SNAI1","SMAD","ILK","SMO","SRC","cMet","STAT","LIV1","Patched","FUS","SHH","NOTCHic","MEK","TCFLEF","ERK","Csl","cfos","EGR1","FOXC2","ZEB1","cateninmemb","Ecadherin","SOSGRB2","Jagged","miR200","RKIP","cateninnuc","CD44","NOTCH","GLI","DSH","Wnt","Frizzled","SUFU","HEY1","AXIN2","Destcompl","DELTA","NFB","SNAI2","ZEB2","CDC42","PAK1","TGFR","KLF4"
"AXIN2",0.626984187056269,0.436666540916629,0.438599033816425,0.41304347826087,0.514034258033045,0.505372840710211,0.505372840710211,0.3,0.361511300659374,0.2,0.457055040425746,0.157246376811594,0.156452726017943,-0.117216117216117,0.302325581395349,0.293704891740176,0.3,0.266666666666667,-0.113644688644689,-0.107692307692308,-0.108726655857803,0.10812656641604,0.380311788486883,0.272699052264731,0.361001443659296,0.0849122807017544,0.324552845528455,0.273333333333333,-0.127110781490173,0.424588372610992,0.408710837167209,0.384915960548174,-0.0354393868559366,0.21807766264288,0.319492104413409,-0.38085194375517,-0.265824862900269,-0.282663882276454,-0.127045485334959,-0.282384137023195,-0.3,-0.293704891740176,-0.302325581395349,0.1,-0.159315487611634,0.133852811002037,-0.61221985462716,-0.505372840710211,-0.373913043478261,-0.39697570122112,-0.176478694222379,-0.400231481481481,-0.352083333333333,-0.424125286791216,-0.183978964013732
"RAS",0.543178294573643,0.234735002912056,0.223333333333333,0.206666666666667,0.355769230769231,0.446153846153846,0.446153846153846,0.1,0.207484997272231,0.1,0.271917404129794,-0.0136672850958565,-0.00346320346320346,-0.0333333333333333,0.1,0.0823529411764706,0.1,0,-0.0293333333333333,0,-0.0106892655367232,0.155263157894737,0.251646026831785,0.0709945123712333,0.241842105263158,0.15,0.205,0.18,-0.112063492063492,0.186811487481591,0.150494290116122,0.211345692427168,0.0445887445887446,0.0660279913266312,0.155784615384615,-0.058874213836478,-0.0650455038726497,-0.0802252816020025,-0.172244289970209,-0.0781862745098039,-0.1,-0.0823529411764706,-0.1,0.1,-0.0952569169960474,-0.106561264822134,-0.400335757893897,-0.446153846153846,-0.2,-0.3423893511861,-0.0888880706921944,-0.22,-0.14,-0.231764705882353,-0.0878571428571429
"TrCP",0.119920454545455,-0.201994389410011,-0.000536062378167651,-0.0153508771929825,0.131813326956799,0.126813326956799,0.126813326956799,-0.0416666666666667,-0.0180358554488989,-0.0666666666666667,-0.143286075373928,-0.0768015019627923,-0.0793821471240826,-0.122273425499232,0.258518518518518,0.269329329329329,0.24,0.2,-0.123507993400467,-0.119047619047619,-0.137507993400467,-0.124358974358974,0.0582716777204618,0.263025698966293,0.0476050110537951,-0.132051282051282,0.0391304347826087,0,0.100831006919168,-0.323406318583167,-0.0876485753370113,-0.20968109366106,0.204744224422442,0.176644086571234,-0.282664528663334,0.0868646086878131,-0.260405009311121,-0.266359032299626,0.11996336996337,-0.26397423097038,-0.24,-0.266413255360624,-0.258518518518518,0.0523809523809524,0.0897360143457683,-0.317330297115593,-0.27738519882001,-0.126813326956799,0.0416666666666667,-0.0319170013515389,-0.0719152798183964,0.223529411764706,0.233333333333333,0.212923351158645,-0.0744543325526932
"Csl",0.16413919202272,-0.182091877967542,0.0211886304909561,0.00801033591731265,0.176151103688034,0.172842280158622,0.172842280158622,-0.0333333333333333,0.0148349057205345,-0.0666666666666667,-0.13846247150595,-0.0805943816375471,-0.0822610483042138,-0.141779788838612,0.253613053613054,0.259107559107559,0.238461538461538,0.2,-0.145005595290225,-0.135897435897436,-0.156212491841949,-0.133436817851079,0.0784886128364389,0.249068612231099,0.0676190476190476,-0.143963133640553,0.0561904761904762,0.0133333333333333,0.117447655369155,-0.317165505644968,-0.0512275603372804,-0.19113269068456,0.198943867429105,0.198424495467128,-0.277009724190955,0.0848554146819825,-0.245809607085301,-0.253801436658579,0.127982272396534,-0.252000150387247,-0.238461538461538,-0.256838860064666,-0.253613053613054,0.0666666666666667,-0.00621308501103897,-0.309666874154554,-0.271619375103033,-0.172842280158622,0.0222222222222222,-0.0829380983466098,-0.0706157418528305,0.201763440860215,0.214666666666667,0.190935415382508,-0.0750724637681159
"cMet",0.167780337941628,0.187878250591017,-0.05375,-0.06,0.0391015274034142,0.0447619047619048,0.0447619047619048,-0.1,0.133039469893402,-0.1,0.178968994134025,-0.0581797567511853,-0.0509070294784581,-0.07,0.2,0.0666666666666667,0.2,0.1,-0.07,-0.05,-0.054375,-0.0804511278195489,0.221818181818182,0.0380799045915325,0.22,-0.0857142857142857,0.2,0.2,-0.0947573839662447,0.194805194805195,0.040180347529102,0.108341790695548,0.146666666666667,0.059497314279923,0.163280220685112,-0.0437037037037037,-0.0318652153259958,-0.0503875968992248,0.0655575107982723,-0.0484848484848485,-0.1,-0.0666666666666667,-0.1,0.1,0.0732370141038872,-0.0825396825396825,-0.159186844270878,-0.0447619047619048,0.0666666666666667,-0.273414711808872,-0.0704184704184704,-0.190833333333333,-0.153333333333333,-0.196388888888889,-0.171428571428571
"NOTCHic",0.160162756087521,-0.190935415382508,0.00801033591731265,-0.0222222222222222,0.172842280158622,0.160527009222661,0.160527009222661,-0.0666666666666667,0.0132547702803539,-0.1,-0.137671957671958,-0.0822610483042138,-0.0657142857142857,-0.135897435897436,0.238461538461538,0.253613053613054,0.2,0.1,-0.141779788838612,-0.0666666666666667,-0.145005595290225,-0.143963133640553,0.0676190476190476,0.253801436658579,0.0561904761904762,-0.0342857142857143,0.0133333333333333,-0.02,0.116872942725477,-0.324347826086957,-0.0524508019274945,-0.196248969754327,0.191626794258373,0.195820328800461,-0.276356129419713,0.0871595621474203,-0.249068612231099,-0.259107559107559,0.133436817851079,-0.256838860064666,-0.2,-0.253613053613054,-0.238461538461538,0.0666666666666667,-0.0225529542920847,-0.307353249475891,-0.273264713311442,-0.160527009222661,0.0333333333333333,-0.0813721028208827,-0.0684057971014493,0.214666666666667,0.266666666666667,0.201763440860215,-0.0550724637681159
"TGFR",0.000998250390352745,0.347521107733874,0.0452716092556974,0.0545739348370927,-0.105179615705931,-0.0952380952380952,-0.0952380952380952,0.0583333333333333,0.186785949650718,0.0333333333333333,0.260788190088271,0.148180809356335,0.142130987292278,0.160804597701149,-0.0966666666666667,-0.121194968553459,-0.0666666666666667,0,0.167054597701149,0.136666666666667,0.171009399961036,0.0805747126436782,0.028839907989151,-0.13722367668743,0.0356892230576441,0.0633333333333333,0.0423558897243108,0.0476190476190476,-0.0623386856166427,0.340023829678853,0.0612763272631859,0.182487208532971,-0.014554905782976,-0.200341241382254,0.274732544059574,-0.14012987012987,0.136957954809662,0.134352863290301,-0.0841718349458364,0.109643509260064,0.0428571428571429,0.0973854447439353,0.0728571428571429,-0.153333333333333,-0.152463023374424,0.132564283064998,0.0221214988719653,0.0952380952380952,-0.044047619047619,-0.107432695004788,-0.0316514133171445,-0.263174603174603,-0.282222222222222,-0.356031746031746,-0.0374091932730377
"RAF",0.231205673758865,0.140934579439252,-0.0701839826839827,-0.0732142857142857,0.0894716394716395,0.0954545454545455,0.0954545454545455,-0.1,0.115635769459299,-0.1,0.23351177632717,-0.0701232222066879,-0.0770539152759949,-0.08,-0.0333333333333333,-0.0491228070175439,0,0,-0.068,-0.1,-0.0663606557377049,-0.0707070707070707,0.172934702861335,-0.0694025272972641,0.166551724137931,-0.0888888888888889,0.17,0.12,-0.0490126731506042,0.0996221903395505,0.143712115476821,0.221395928614699,0.0706031746031746,0.0555259115530762,0.062010527135582,-0.0519607843137255,0.0706747919283074,0.0645074224021592,0.063014763014763,0.0687179487179487,0,0.0533333333333333,0.0333333333333333,0.1,0.0914440572977158,0.0599742147210502,-0.23905471596304,-0.0954545454545455,0.0857142857142857,-0.293776009791922,-0.0307680535628886,-0.14,-0.133333333333333,-0.14,-0.0347680535628886
"Csn",0.540680428287615,0.213703434029014,0.197066666666667,0.186666666666667,0.416937027473814,0.413290194460378,0.413290194460378,0.145,0.167738818762662,0.22,0.194977342726595,0.0123067588497341,0.0120496894409938,-0.0173160173160173,0.153448275862069,0.149833818030744,0.15,0.133333333333333,-0.0183912861332216,-0.0142857142857143,-0.0167519418709265,0.129292929292929,0.161801948051948,0.140443321424813,0.151385281385281,0.12020202020202,0.13969696969697,0.103333333333333,-0.0954772220458089,0.0937287014061208,0.0931384207451143,0.0907874219933108,0.00790268649832815,0.0296651901981288,0.0686691047073024,-0.150033750942077,-0.137376574581758,-0.144944929141855,-0.136985236985237,-0.145030324580962,-0.15,-0.149833818030744,-0.153448275862069,0.0142857142857143,-0.0184246954595792,-0.18512403604029,-0.450754260569043,-0.413290194460378,-0.17,-0.125457611007241,-0.0292837055417701,-0.196675712347354,-0.177272727272727,-0.208214173885816,-0.0325475831358184
"MEK",0.228994371547563,0.136555017395457,-0.0760663356251592,-0.0701839826839827,0.085979575979576,0.0894716394716395,0.0894716394716395,-0.0857142857142857,0.113804267627797,-0.1,0.236716904532298,-0.0675401963764296,-0.0701232222066879,-0.068,-0.0491228070175439,-0.0645074224021592,-0.0333333333333333,0,-0.0663606557377049,-0.08,-0.0565567341690775,-0.063014763014763,0.0712680361946686,-0.0706747919283074,0.172934702861335,-0.0707070707070707,0.166551724137931,0.17,-0.0517153758533069,0.102796793514154,0.143468213037797,0.220303032439836,0.0661587301587302,0.0497882066350435,0.0666544899838792,-0.0532765737874097,0.0714182863520992,0.0694025272972641,0.0608249819928652,0.0736130536130536,0.0333333333333333,0.0687179487179487,0.0533333333333333,0.1,0.0841713300249885,0.0689832237300592,-0.238636305921199,-0.0894716394716395,0.0732142857142857,-0.290612992760292,-0.0283871011819362,-0.14,-0.14,-0.140934579439252,-0.0308464849354376
