"","LIV1","STAT","ZEB2","DSH","Destcompl","CD44","PI3K","cMet","Frizzled","NFB","SNAI2","miR200","NOTCH","FOXC2","Csn","TGF","CDC42","KLF4","HEY1","GSK3","PAK1","ZEB1","TWIST1","TrCP","EGR1","SNAI1","RKIP","cfos","MEK","ERK","ILK","SMAD","SHH","Patched","SUFU","AKT","Jagged","TGFR","SMO","IKK","cateninmemb","NOTCHic","FUS","Wnt","Ecadherin","AXIN2","Csl","RAF","DELTA","SRC","GLI","RAS","cateninnuc","TCFLEF","SOSGRB2"
"TrCP",0.15,0.17,-0.161708423809511,0.17,0.203873584375877,0.144117682038474,-0.0505300494181412,0.148078078078078,0.158888888888889,-0.0291666666666667,0.00192667291438427,-0.0235556736153929,0.0256043956043956,-0.223587224629128,0.00833333333333333,-0.242453672974406,-0.255742296918767,-0.171419724173823,-0.0387556221889055,0.174553571428571,-0.238095238095238,0.0345600834117141,-0.153636834180312,0.0333333333333333,0.04,-0.0848002734906454,0.106249146801633,-0.0182608695652174,-0.00978629329403095,-0.00978629329403095,0.0341269841269841,0.0405785970302099,-0.0117620754394948,-0.0157620754394948,-0.019047619047619,0.0291666666666667,-0.0307057344921609,0.251196842373313,-0.0120583717357911,0.0291666666666667,-0.109792981374439,-0.03,-0.00238095238095238,-0.148362573099415,-0.187882178403156,-0.112436719645568,-0.0346153846153846,0.0505300494181412,0.0505300494181412,-0.158888888888889,-0.143972329196976,0.0546209585090503,-0.147435689701309,-0.145228793149585,0.159887238723872
"EGR1",0.15,0.17,-0.161708423809511,0.17,0.203873584375877,0.144117682038474,-0.0505300494181412,0.148078078078078,0.158888888888889,-0.0291666666666667,0.00192667291438427,-0.0235556736153929,0.0256043956043956,-0.223587224629128,0.00833333333333333,-0.242453672974406,-0.255742296918767,-0.171419724173823,-0.0387556221889055,0.174553571428571,-0.238095238095238,0.0345600834117141,-0.153636834180312,0.0333333333333333,0.04,-0.0848002734906454,0.106249146801633,-0.0182608695652174,-0.00978629329403095,-0.00978629329403095,0.0341269841269841,0.0405785970302099,-0.0117620754394948,-0.0157620754394948,-0.019047619047619,0.0291666666666667,-0.0307057344921609,0.251196842373313,-0.0120583717357911,0.0291666666666667,-0.109792981374439,-0.03,-0.00238095238095238,-0.148362573099415,-0.187882178403156,-0.112436719645568,-0.0346153846153846,0.0505300494181412,0.0505300494181412,-0.158888888888889,-0.143972329196976,0.0546209585090503,-0.147435689701309,-0.145228793149585,0.159887238723872
"ZEB2",-0.15,-0.13,-0.127144550249129,-0.122727272727273,-0.122537582264104,-0.106072124756335,-0.0954112554112554,-0.0940350877192983,-0.0893939393939394,-0.0805555555555556,-0.0730979851114195,-0.0672783910207303,-0.0633963850357293,-0.063002331002331,-0.0555555555555556,-0.0554291211434069,-0.0394805194805195,-0.0264531036126054,-0.0238856304985337,-0.0223906076276349,-0.0194805194805195,-0.0126578472056807,-0.0122536730053411,0,0,0.00248410986182875,0.025829307568438,0.0263157894736842,0.0291088657915442,0.03276740237691,0.0387599958726719,0.0399795080677939,0.0420462464364903,0.0447735191637631,0.05,0.0516874350986501,0.0559022487444275,0.0564873222016079,0.0642857142857143,0.0694444444444444,0.0716231486285854,0.0748717948717949,0.0785714285714286,0.0893939393939394,0.0922632875681875,0.0948081298553378,0.0948717948717949,0.0954112554112554,0.0954112554112554,0.0966666666666667,0.101320544898527,0.102905902092198,0.109405762949128,0.11135381489718,0.119578754578755
"SMAD",0.02,0.0342857142857143,-0.127033618363315,0.0476190476190476,0.084667706107056,0.0168870214752568,-0.167903060549349,0.0208870214752568,0.0420634920634921,-0.166666666666667,-0.060071895154104,-0.00137744635123254,-0.132101806239737,-0.151715404405169,-0.133333333333333,-0.16137002746072,-0.169818913480885,-0.133066632837292,-0.110561959314523,0.183113411233712,-0.157142857142857,0.00543525534315126,-0.0922730100410164,-0.1,0.0285714285714286,-0.0229604208515499,0.0491978012631042,-0.0124423963133641,-0.00450411366577908,-0.00546565212731754,0.127380655873807,0.0307139892071399,0.0956947523390517,0.0945795107033639,0.0916666666666667,0.163372549019608,0.10258511381092,0.168142935827254,0.0991666666666667,0.164705882352941,-0.0272212500848311,0.129720853858785,0.104166666666667,-0.0343711843711844,-0.0608878505807165,-0.00925731858556922,0.128571428571429,0.167903060549349,0.167903060549349,-0.0287301587301587,-0.0300546376085944,0.170863586865138,-0.0177970884380389,-0.0164799658443205,0.15955338657202
"ZEB1",0.166666666666667,0.143589743589744,-0.113871700219703,0.152380952380952,0.218333095546594,0.152050607610149,0.0025987464251659,0.154828385387926,0.159698025551684,-0.0435087719298246,0.052660529505066,-0.0634337137049615,-0.0157521066277751,-0.138064761325631,-0.00666666666666667,-0.178143235495513,-0.174196235215725,-0.119118592246944,-0.0468529656871626,0.20747006547464,-0.178544061302682,-0.0177961843254197,-0.145295593345279,0.0333333333333333,0,0.0114269910065336,0.00347358637494034,0.028,0.0325607670380928,0.0338823529411765,0.0551142513131955,0.0546334820824262,0.0128386650680978,0.0153297682709447,-0.00833333333333333,0.0459912075270143,0.0189926662130269,0.177749534708111,0.0212121212121212,0.0517054932413,-0.00840268407103698,0.0207107843137255,0.0166666666666667,-0.161621102474761,-0.108719864323963,-0.0749197966368963,0.01875,-0.0025987464251659,-0.0025987464251659,-0.150906816760475,-0.158528318969606,0.00102330081892858,-0.149727253319438,-0.14992294803568,0.0982846003898635
"IKK",-0.1,-0.05,-0.0796942355889724,-0.05,-0.219753195586053,-0.0166666666666667,0.166545674531155,-0.00897435897435898,-0.0166666666666667,-0.114285714285714,-0.06154519951055,-0.0417948717948718,0.0567099567099567,-0.208975468975469,-0.1,-0.178917171717172,-0.144444444444444,-0.0747252747252747,-0.0770897832817337,-0.330934065934066,-0.1,0.0405964912280702,-0.105522875816993,0,0.05,-0.1501625671473,0.130418943533698,-0.00714285714285715,-0.0169206349206349,-0.0191428571428571,0.0763888888888889,0.0833195819581958,0.0711366538952746,0.0814814814814815,0.1,-0.037966537966538,0.0469400187441425,0.171717171717172,0.1,-0.019047619047619,0.047648031670378,-0.0424242424242424,0.12,0.00897435897435898,0.0157790618754142,0.0416666666666667,-0.00909090909090909,-0.166545674531155,-0.166545674531155,0.0166666666666667,0.0166666666666667,-0.163728773122705,0.0145641135664736,0.018361581920904,0.0842436974789916
"cateninnuc",0.0909090909090909,0.0601398601398601,-0.0431485782643939,0.0601398601398601,-0.16915548697443,0.0626933453020409,0.101874566874567,0.0555504881591838,0.0505508190439697,0.115909090909091,0.038982084249956,-0.0212544757305532,-0.0166344366009325,0.0104031487638045,0.125,-0.00719705260858701,-0.00518681318681318,-0.0131763847066338,0.016253611342715,-0.170619947334234,-0.0205714285714286,0.0291797098443603,-0.0311288054382798,0.1,-0.0543478260869565,-0.108641205734841,0.110245209711711,0.0495859213250518,0.0487788141365719,0.0483200985402416,-0.010001443001443,-0.0120478277217704,-0.0238162476521455,-0.0227269230334091,-0.0555555555555556,-0.103565340909091,-0.0776854560643016,0.00173853732474422,-0.0308014571948998,-0.105909090909091,-0.0426046989600855,0.0179980729645688,-0.0455555555555556,-0.0570725581744045,-0.0630498204238232,-0.0424149206483978,0.00753295668549906,-0.101874566874567,-0.101874566874567,-0.049028749028749,-0.0637919257633373,-0.10490486990487,-0.163041492849777,-0.064560410275902,0.00842238575653061
"KLF4",-0.166666666666667,-0.1,-0.0356604747162023,-0.1,-0.214737652693927,-0.105285195979302,-0.00474358974358975,-0.0939808481532148,-0.0823529411764706,-0.04,-0.0579605820854963,-0.015966625966626,-0.0910787747250037,0.0695329479509758,-0.1,0.0757354028085735,0.0787272727272727,-0.0148148148148148,0.0586860198624904,-0.212779589435578,0.122727272727273,0.02,0.120435729847495,-0.1,-0.08,-0.0479468046677201,0.0509688723974438,0.0709090909090909,0.0678163074039363,0.0709090909090909,-0.04,-0.0356521739130435,0.109543010752688,0.104166666666667,0.2,-0.000740740740740736,0.0930362091681432,-0.0693939393939394,0.116666666666667,0.00666666666666667,0.0155525053086029,0.0900478468899522,0.166666666666667,0.0939808481532148,0.100724971122554,0.0640706015172167,0.116363636363636,0.00474358974358975,0.00474358974358975,0.0823529411764706,0.104325675739422,0.00694947209653092,0.10126098909625,0.105619644139837,0.0457833047455689
"FOXC2",-0.166666666666667,-0.1,-0.0356604747162023,-0.1,-0.214737652693927,-0.105285195979302,-0.00474358974358975,-0.0939808481532148,-0.0823529411764706,-0.04,-0.0579605820854963,-0.015966625966626,-0.0910787747250037,0.0695329479509758,-0.1,0.0757354028085735,0.0787272727272727,-0.0148148148148148,0.0586860198624904,-0.212779589435578,0.122727272727273,0.02,0.120435729847495,-0.1,-0.08,-0.0479468046677201,0.0509688723974438,0.0709090909090909,0.0678163074039363,0.0709090909090909,-0.04,-0.0356521739130435,0.109543010752688,0.104166666666667,0.2,-0.000740740740740736,0.0930362091681432,-0.0693939393939394,0.116666666666667,0.00666666666666667,0.0155525053086029,0.0900478468899522,0.166666666666667,0.0939808481532148,0.100724971122554,0.0640706015172167,0.116363636363636,0.00474358974358975,0.00474358974358975,0.0823529411764706,0.104325675739422,0.00694947209653092,0.10126098909625,0.105619644139837,0.0457833047455689
"Ecadherin",-0.1,-0.0823529411764706,-0.0347126074176241,-0.0823529411764706,-0.214737652693927,-0.105619644139837,-0.00694947209653092,-0.105285195979302,-0.0939808481532148,-0.00666666666666667,-0.0557330083347437,-0.0176426036202573,-0.098141971751026,0.0725077763262618,-0.04,0.0802561984686097,0.0693939393939394,-0.0135489920300047,0.0499611876477253,-0.214987094954341,0.0787272727272727,0.0223696682464455,0.120621949586787,-0.1,-0.0709090909090909,-0.052060728718353,0.0520924679030618,0.0709090909090909,0.0658555230902108,0.0678163074039363,-0.0356521739130435,-0.0325044741551742,0.116629624925917,0.109543010752688,0.166666666666667,0.00315536315536316,0.0946380398317588,-0.0757354028085735,0.104166666666667,-0.000740740740740736,0.0159371206932182,0.0910787747250037,0.116666666666667,0.104325675739422,0.000238116205319412,0.0626273025481445,0.0900478468899522,0.00694947209653092,0.00694947209653092,0.0939808481532148,0.104325675739422,0.00527349444289964,0.098459868648071,0.10126098909625,0.0536780415876742
"cateninmemb",-0.1,-0.0823529411764706,-0.0347126074176241,-0.0823529411764706,-0.214737652693927,-0.105619644139837,-0.00694947209653092,-0.105285195979302,-0.0939808481532148,-0.00666666666666667,-0.0557330083347437,-0.0176426036202573,-0.098141971751026,0.0725077763262618,-0.04,0.0802561984686097,0.0693939393939394,-0.0135489920300047,0.0499611876477253,-0.214987094954341,0.0787272727272727,0.0223696682464455,0.120621949586787,-0.1,-0.0709090909090909,-0.052060728718353,0.0520924679030618,0.0709090909090909,0.0658555230902108,0.0678163074039363,-0.0356521739130435,-0.0325044741551742,0.116629624925917,0.109543010752688,0.166666666666667,0.00315536315536316,0.0946380398317588,-0.0757354028085735,0.104166666666667,-0.000740740740740736,-0.0695504579156936,0.0910787747250037,0.116666666666667,0.104325675739422,0.0411456072521324,0.0626273025481445,0.0900478468899522,0.00694947209653092,0.00694947209653092,0.0939808481532148,0.104325675739422,0.00527349444289964,0.098459868648071,0.10126098909625,0.0536780415876742
"miR200",0.1,0.06,-0.0218682795698925,0.06,0.138042400004318,0.077332819584827,0.00292001530807501,0.0739620330679731,0.064,-0.0273684210526316,0.0426697477472626,-0.0686323014963107,-0.0438868943252345,-0.108734246783027,0.02,-0.13511668358266,-0.119362745098039,-0.0190303657694962,-0.0434180790960452,0.129547472631968,-0.129166666666667,0.0863351254480287,-0.131715503310595,0,0,0.00183057683057683,0.0141273924966781,0,0.0333951762523191,0.0272727272727273,0.0511888373835277,0.0477405615214587,0.0284126765731059,0.0403691983122363,-0.02,0.058796992481203,0.0361399344681531,0.125814358001265,0.0441666666666667,0.058796992481203,-0.0155538787716191,0.0512315270935961,0.0175,-0.0823098591549296,-0.00768901687760211,-0.0576712870121626,0.0305418719211823,-0.00292001530807501,-0.00292001530807501,-0.0556521739130435,-0.0834087602538307,-0.00366814498388548,-0.0671019393539467,-0.0705867878387952,0.103471953578337
"SNAI2",-0.08,-0.0527272727272727,-0.0190830711139081,-0.0527272727272727,-0.133631794657513,-0.0640706015172167,-0.0322376462371224,-0.0597695262483995,-0.0527272727272727,-0.0416666666666667,-0.0463321677339709,-0.00924399715286581,-0.0771417179311916,0.0711167412024007,-0.0666666666666667,0.0678867310580865,0.0633053221288515,-0.00769230769230769,0.0415913200723327,-0.133065378089707,0.0823529411764706,0.011607300188798,0.0665790401437605,-0.1,-0.0666666666666667,-0.0226598570553254,0.0248076923076923,0.0725490196078431,0.0692368839427663,0.0705882352941176,-0.0299798792756539,-0.0266305969790032,0.055445953029099,0.0526290516206483,0.1,0.0256301066334303,0.0560903943250914,-0.0641600229835524,0.0505882352941176,0.0244252873563218,0.042044747084765,0.0732456140350877,0.08,0.0597695262483995,0.0328961796459704,0.060928771170624,0.0820175438596491,0.0322376462371224,0.0322376462371224,0.0527272727272727,0.0635128417564209,0.0322376462371224,0.0604533895046663,0.0626273025481445,0.0544624746450304
"SOSGRB2",0,0.1,-0.00669172932330827,0.1,-0.0690472093156657,0.0910973084886128,-0.0939736346516007,0.101242236024845,0.114285714285714,-0.0111111111111111,0.00579383593639691,-0.00355710285325059,0.0258839751797498,-0.0294993894993895,0,-0.0370134829709298,-0.0342857142857143,-0.00526315789473684,0.0909090909090909,-0.0291691540499395,-0.0142857142857143,0.00240601503759398,-0.0583188405797101,0.1,0.019047619047619,-0.0105074626865672,-0.0652777777777778,-0.00793650793650794,-0.013014313014313,-0.016044616044616,-0.00344086021505376,5.56432814497333e-05,-0.0177980305887283,-0.0247747747747748,0,-0.0130116959064327,-0.0221253314807127,0.041978021978022,-0.0166666666666667,-0.00467836257309942,-0.0691656721656722,-0.0244755244755245,0,-0.0976190476190476,-0.101187224738234,-0.0776883938393839,-0.00909090909090909,0.0939736346516007,0.0939736346516007,-0.114285714285714,-0.0874741200828157,0.0991018397798059,-0.0976002771914406,-0.0932025716465076,-0.00888888888888889
"HEY1",0.166666666666667,0.1,0.0356604747162023,0.1,0.214737652693927,0.105285195979302,0.00474358974358975,0.0939808481532148,0.0823529411764706,0.04,0.0579605820854963,0.015966625966626,0.0910787747250037,-0.0695329479509758,0.1,-0.0757354028085735,-0.0787272727272727,0.0148148148148148,-0.0586860198624904,0.212779589435578,-0.122727272727273,-0.02,-0.120435729847495,0.1,0.08,0.0479468046677201,-0.0509688723974438,-0.0709090909090909,-0.0678163074039363,-0.0709090909090909,0.04,0.0356521739130435,-0.109543010752688,-0.104166666666667,-0.2,0.000740740740740736,-0.0930362091681432,0.0693939393939394,-0.116666666666667,-0.00666666666666667,-0.0155525053086029,-0.0900478468899522,-0.166666666666667,-0.0939808481532148,-0.100724971122554,-0.0640706015172167,-0.116363636363636,-0.00474358974358975,-0.00474358974358975,-0.0823529411764706,-0.104325675739422,-0.00694947209653092,-0.10126098909625,-0.105619644139837,-0.0457833047455689
"Csn",-0.133333333333333,-0.133333333333333,0.0701373035566584,-0.133333333333333,0.279140189470916,-0.140166181969256,-0.353229880546247,-0.13349951530259,-0.129885057471264,-0.161666666666667,-0.0236825478145669,0.0349548753105625,-0.177536352536353,0.189728033397739,-0.145,0.194070827829243,0.184735413839891,0.0678962867198161,0.00444075304540421,0.403254835134941,0.177272727272727,-0.036272952853598,0.14746298893564,-0.02,-0.04,0.17656533256316,-0.147126145511343,0.04,0.0459794372294372,0.0438961038961039,0.00644021739130435,0.00566900916508327,0.0252013219755155,0.0252013219755155,0.0142857142857143,0.1708,0.0386038952138138,-0.188581567686045,0.0284271284271284,0.17,-0.0459292695186118,0.175613275613276,0.0253968253968254,0.13349951530259,0.00708369385973133,0.10401892508656,0.171717171717172,0.353229880546247,0.353229880546247,0.129885057471264,0.140049733643201,0.357644467878301,0.144926687235182,0.144024702869578,-0.0152888273953649
"NFB",0.05,0.0166666666666667,0.0785448103016161,0.0166666666666667,0.219420969672431,0.018361581920904,-0.163728773122705,0.0166666666666667,0.00897435897435898,-0.019047619047619,0.0599191832503874,0.0414927569912464,-0.0586454405809245,0.207780249851963,0.114285714285714,0.176385526147551,0.171717171717172,0.0785714285714286,0.0842326404245909,0.335247791424262,0.144444444444444,-0.0409796329905223,0.104570494864613,0.1,-0.00714285714285715,0.153724210982916,-0.127854840969595,0.0191428571428571,0.0214957983193277,0.0169206349206349,-0.0833195819581958,-0.086665306865259,-0.0783655695579252,-0.0711366538952746,-0.12,0.0468554268554269,-0.0505371410463007,-0.178917171717172,-0.0814814814814815,0.037966537966538,-0.0466976620822049,0.0567099567099567,-0.1,-0.0166666666666667,-0.013692384507838,-0.0402482269503546,0.0424242424242424,0.163728773122705,0.163728773122705,-0.00897435897435898,-0.0177902621722846,0.162236235809272,-0.0110347018017677,-0.0145641135664736,-0.0916121185316232
"RKIP",0,-0.1,0.102508847441416,-0.1,0.21465715205943,-0.134750337381916,-0.287662337662338,-0.13859649122807,-0.133333333333333,-0.214285714285714,0.0771862796526199,0.0422716730395537,-0.275990675990676,0.202063071028588,-0.2,0.21035157988429,0.18,0.0965088474414156,-0.0912117692605497,0.304531126871552,0.133333333333333,-0.0514108082257293,0.22865715983363,-0.2,-0.13,0.258389825107658,-0.0642156862745098,0.13,0.138217168011739,0.140344827586207,0.113350449293967,0.10641975622466,0.138360655737705,0.14,0.1,0.260497835497835,0.146586223623575,-0.203809523809524,0.12,0.239285714285714,0.070769424887072,0.260606060606061,0.1,0.133333333333333,0.138913710808026,0.0999062353492733,0.233333333333333,0.287662337662338,0.287662337662338,0.133333333333333,0.129487179487179,0.285098235098235,0.143590352328801,0.13824684087842,0.0831746031746032
"RAF",0,-0.1,0.102508847441416,-0.1,0.21465715205943,-0.134750337381916,-0.287662337662338,-0.13859649122807,-0.133333333333333,-0.214285714285714,0.0771862796526199,0.0422716730395537,-0.275990675990676,0.202063071028588,-0.2,0.21035157988429,0.18,0.0965088474414156,-0.0912117692605497,0.304531126871552,0.133333333333333,-0.0514108082257293,0.22865715983363,-0.2,-0.13,0.258389825107658,-0.0642156862745098,0.13,0.138217168011739,0.140344827586207,0.113350449293967,0.10641975622466,0.138360655737705,0.14,0.1,0.260497835497835,0.146586223623575,-0.203809523809524,0.12,0.239285714285714,0.070769424887072,0.260606060606061,0.1,0.133333333333333,0.138913710808026,0.0999062353492733,0.233333333333333,0.287662337662338,0.287662337662338,0.133333333333333,0.129487179487179,0.285098235098235,0.143590352328801,0.13824684087842,0.0831746031746032
