"","GSK3","SNAI2","ZEB2","Ecadherin","STAT","cateninnuc","FOXC2","PI3K","Frizzled","DSH","Destcompl","LIV1","Csl","IKK","NFB","MEK","miR200","EGR1","cfos","SNAI1","KLF4","ZEB1","TrCP","SOSGRB2","RKIP","Csn","TWIST1","AKT","SUFU","SHH","HEY1","ILK","Patched","SMAD","NOTCH","ERK","Jagged","NOTCHic","SMO","FUS","Wnt","CDC42","GLI","RAS","AXIN2","RAF","DELTA","cMet","TCFLEF","CD44","cateninmemb","SRC","TGFR","TGF","PAK1"
"PI3K",-0.0631553631553632,0.0783134417758467,-0.0679782365256341,0.114982766239505,0.1,0.11920370079256,-0.038808362369338,-0.01395670995671,0.111111111111111,0.1,0.0419069059646701,0.1,0.125,0.0294117647058824,0,0.0747807319649171,-0.171953249822102,0.0666666666666667,0.080952380952381,-0.0143236714975845,-0.0635964912280702,-0.235046172322573,0,0.0630769230769231,-0.0438752424046542,-0.0333333333333333,0.0854212628268224,-0.0217194570135747,0,-0.0944444444444444,-0.0634715635825514,-0.0772468987595038,-0.1,-0.0812468987595038,-0.14485111662531,-0.0633053221288515,-0.0866666666666667,-0.148076923076923,-0.1,-0.05,-0.115458937198068,0.00735294117647059,-0.116997398736529,0.00847725790191544,-0.0824761904761905,0.01395670995671,0.01395670995671,-0.115458937198068,-0.119822257493591,-0.116997398736529,0.00245888904823366,-0.111111111111111,0.0233529411764706,0.0176618842659015,0.025
"ILK",-0.0631553631553632,0.0783134417758467,-0.0679782365256341,0.114982766239505,0.1,0.11920370079256,-0.038808362369338,-0.01395670995671,0.111111111111111,0.1,0.0419069059646701,0.1,0.125,0.0294117647058824,0,0.0747807319649171,-0.171953249822102,0.0666666666666667,0.080952380952381,-0.0143236714975845,-0.0635964912280702,-0.235046172322573,0,0.0630769230769231,-0.0438752424046542,-0.0333333333333333,0.0854212628268224,-0.0217194570135747,0,-0.0944444444444444,-0.0634715635825514,-0.0772468987595038,-0.1,-0.0812468987595038,-0.14485111662531,-0.0633053221288515,-0.0866666666666667,-0.148076923076923,-0.1,-0.05,-0.115458937198068,0.00735294117647059,-0.116997398736529,0.00847725790191544,-0.0824761904761905,0.01395670995671,0.01395670995671,-0.115458937198068,-0.119822257493591,-0.116997398736529,0.00245888904823366,-0.111111111111111,0.0233529411764706,0.0176618842659015,0.025
"SRC",0.0197402597402597,0.204473171430943,-0.0663746630727763,0.259431146195852,0,0.124302082299071,0.0702007469654528,0.037363370880267,0.1,0.1,0.0171735148909062,0,0.12,0.153846153846154,0.1,0.167009719839909,-0.180644122383253,0.166666666666667,0.157575757575758,-0.0276185074270769,-0.158720930232558,-0.245043426175502,0.1,-0.0885714285714286,-0.146269143043337,0.1,-0.0802538840469875,-0.142735042735043,-0.0333333333333333,-0.13962962962963,-0.0936362131744456,-0.128070175438597,-0.13962962962963,-0.130772878141299,-0.153333333333333,-0.157575757575758,-0.112440014114326,-0.153333333333333,-0.143333333333333,-0.0833333333333333,-0.12,-0.101388888888889,-0.121639344262295,-0.0419088254257215,-0.0832610820689362,-0.037363370880267,-0.037363370880267,-0.12,-0.124078368652539,-0.121639344262295,-0.12105036671157,-0.1,-0.0823412698412698,-0.0896139971139971,-0.0888888888888889
"RAS",-0.00975452196382429,0.225633065106314,-0.0599926362297496,0.0194014997303269,-0.1,-0.0551711239616092,0.13,-0.0458974358974359,-0.05,-0.1,-0.0409855857530276,0,0.1,0.113333333333333,0.133333333333333,0.00224974200206399,0.119446153846154,0.02,0.02,0.106479842674533,-0.0507142857142857,0.127687776141384,0.1,-0.117748917748918,0.0254213836477987,0.1,-0.0215930169121658,-0.0966666666666667,-0.1,-0.0798079096045198,0.0171936758893281,-0.0813852813852814,-0.0713333333333333,-0.0793444650587508,-0.0815292949354518,-0.00421052631578948,-0.0654090281884487,-0.0947368421052632,-0.0833333333333333,-0.1,0.0558823529411765,-0.12,0.0558823529411765,-0.0579487179487179,0.050935441370224,0.0458974358974359,0.0458974358974359,0.0558823529411765,0.0537546933667084,0.0537546933667084,-0.0352683477178598,0.05,-0.108235294117647,-0.12110658124636,-0.1
"Frizzled",-0.0696917450365726,0.198811051887306,-0.0595086911847569,0.178696067897484,0.1,0.136669654268121,0.045451464080595,0.0300751879699248,0.125,0.2,0.0361714623147816,0.1,0.114285714285714,0.124166666666667,0.0866666666666667,0.0638344226579521,-0.175583964646465,0.0666666666666667,0.0666666666666667,-0.031383712905452,-0.0487394957983193,-0.2386275930319,0.1,0.0242424242424242,-0.0611904761904762,0.0666666666666667,-0.0156862745098039,-0.111666666666667,0,-0.111946655495043,-0.0750027277686852,-0.0917908964420592,-0.118398268398268,-0.0945946347598162,-0.141736694677871,-0.0490196078431373,-0.103244206773619,-0.147619047619048,-0.113636363636364,-0.05,-0.130263157894737,-0.0866666666666667,-0.133834586466165,-0.0355869989935469,-0.091923890063425,-0.0300751879699248,-0.0300751879699248,-0.130263157894737,-0.137145844744311,-0.133834586466165,-0.024047619047619,-0.125,-0.0649275362318841,-0.0773084886128364,-0.0666666666666667
"Jagged",-0.0187739463601533,0.193815987933635,-0.0584541062801932,0.10119298245614,0,0.0400799200799201,-0.0542857142857143,-0.0133333333333333,0,0,0.0182857142857143,0,-0.1,0.0333333333333333,0,0.213333333333333,-0.242424242424242,0.1,0.2,-0.183333333333333,-0.0888888888888889,-0.35024154589372,0,-0.02,-0.235897435897436,0,-0.128,-0.111111111111111,0,-0.116025641025641,-0.233333333333333,-0.133333333333333,-0.108333333333333,-0.138095238095238,0.0228571428571429,-0.18,-0.0883982683982684,0.08,-0.0333333333333333,0,-0.02,0,-0.0276923076923077,0.00424242424242424,-0.0142857142857143,0.0133333333333333,0.0133333333333333,-0.02,-0.0367832167832168,-0.0276923076923077,-0.0376422169379916,0,0.0111111111111111,0.0391111111111111,0
"cateninmemb",0.0885642717506285,0.250011947891265,-0.055260810235793,0.154838343894918,0.272549019607843,0.272502767524607,-0.100830798051267,0.230965309200603,0.274874601003192,0.272549019607843,0.0992047315806828,0.266666666666667,0.0890909090909091,-0.235873015873016,-0.224761904761905,-0.178951430619108,0.19847915998754,-0.169090909090909,-0.174973262032086,0.158540839610215,-0.0332395686826067,0.213719694413061,-0.2,0.164950648490867,0.173803385841909,-0.22,0.310888937573788,0.243665223665224,-0.233333333333333,-0.226621899077132,0.0602671233227885,0.0523478260869565,-0.229771505376344,0.0540427413411938,-0.0791035561610045,0.180127901207343,-0.25733114304092,-0.0839362699156514,-0.24375,-0.25,-0.273150463072158,-0.0435757575757576,-0.273150463072158,-0.230965309200603,-0.130042647678961,-0.230965309200603,-0.230965309200603,-0.274005035785801,-0.272969620932637,-0.274339483946336,0.116543561476899,-0.274874601003192,-0.0411367331855137,-0.0434875469287325,-0.0369090909090909
"SNAI2",0.0684158261383187,0.381031841603564,-0.0515114327669394,0.249995374917024,0.129090909090909,0.128955691157222,-0.0803223977353844,0.138497327317686,0.129090909090909,0.129090909090909,0.0729954183575128,0.12,0.0719298245614035,-0.136781609195402,-0.133333333333333,-0.134684684684685,0.138034820646965,-0.133333333333333,-0.127450980392157,0.0985711606171523,-0.0473076923076923,0.136273966855465,-0.1,0.11419878296146,0.101371794871795,-0.133333333333333,0.149025233990359,0.142805705580944,-0.1,-0.112717650440458,0.036543098251959,0.0297786720321932,-0.119759903961585,0.0273863275345855,-0.0675780359990886,0.133333333333333,-0.121858630288676,-0.0701754385964912,-0.125882352941176,-0.12,-0.130499359795134,-0.0204481792717087,-0.128895081720268,-0.138497327317686,-0.0878732736095558,-0.138497327317686,-0.138497327317686,-0.130499359795134,-0.130042647678961,-0.12942409097793,-0.105746519087083,-0.129090909090909,-0.0230122818358112,-0.0205278097861218,-0.0156862745098039
"MEK",0.0205164545590078,0.425868454449653,-0.0417760925508415,0.191674110371944,0.1,0.121939267589049,-0.0248890800614939,0.136655011655012,0.11,0.1,0.0418746910657605,0.1,0.111111111111111,0.119047619047619,0.0857142857142857,0.0222976277818538,-0.11680105541758,0.13,0.112758620689655,0.0963015623566521,-0.0298900047824008,-0.149237184304616,0.1,-0.0296507936507937,-0.0844611528822055,0.0857142857142857,0.100925838867015,-0.106106442577031,-0.1,-0.173842494374799,-0.140964347305811,-0.160871071060893,-0.175803278688525,-0.158288045230635,-0.131464844968495,-0.110630961115187,-0.169931803331703,-0.138034188034188,-0.184,-0.14,-0.113846153846154,-0.00285714285714286,-0.115944055944056,-0.139512154512154,-0.0924237528667908,-0.136655011655012,-0.136655011655012,-0.119635627530364,-0.122496888406892,-0.121733529628266,-0.112580182149766,-0.115789473684211,0.0167690253671562,0.00509019325036789,0.00666666666666667
"RAF",0.019779353821907,0.423678673427755,-0.0314586322333811,0.190945512922036,0.1,0.122496888406892,-0.0384025935750074,0.134090909090909,0.1,0.1,0.040828665961158,0,0.111111111111111,0.0857142857142857,0.0857142857142857,0.110630961115187,-0.110918702476403,0.13,0.13,0.0918143828694726,-0.0514586322333812,-0.150824485891918,0.1,-0.0340952380952381,-0.0976190476190476,0.1,0.0939661319073084,-0.119047619047619,-0.1,-0.175803278688525,-0.146418892760356,-0.165821566110398,-0.184,-0.160871071060893,-0.138034188034188,-0.112758620689655,-0.170751475462851,-0.111111111111111,-0.14,-0.1,-0.11,0.00666666666666667,-0.113846153846154,-0.136655011655012,-0.0897210501640881,-0.134090909090909,-0.134090909090909,-0.115789473684211,-0.121733529628266,-0.119635627530364,-0.11282408458879,-0.1,-0.00285714285714286,0.0167690253671562,0
"AXIN2",0.0309602182714311,0.0697152727244019,-0.0219201639429149,0.00674457478208709,0.0333333333333333,0.0407892939124358,0.0462193388188704,0.0797054592902344,0.0449612403100775,0.0333333333333333,0.0350585486695639,0.0666666666666667,-0.0157894736842105,-0.0893719806763285,-0.0821256038647343,-0.0644715709161603,0.107584468139213,-0.0733333333333333,-0.056260162601626,0.0482073574695338,-0.0258952269841638,0.0980968160295877,-0.0666666666666667,0.0174202048535849,0.0531291110323368,-0.0777777777777778,0.0424706988601512,0.0838164251207729,-0.05,-0.0542264156608419,0.0287978938080358,0.0298136645962733,-0.0617673992673993,0.0242581090407177,0.0137624466571835,0.0665405364334017,-0.021477406260015,0.0157894736842105,-0.0492673992673993,-0.0730769230769231,-0.0415129644480085,-0.0772685185185185,-0.0408840336303985,-0.0794429920986333,-0.0824522617169753,-0.0797054592902344,-0.0797054592902344,-0.0415129644480085,-0.0417836735060372,-0.0411975070347593,0.0297517391769013,-0.0449612403100775,-0.0728437397574566,-0.0705335087343543,-0.05875
"TWIST1",-0.101037335749004,-0.381026046072238,-0.0192095604376306,-0.227563857884651,-0.147619047619048,-0.145704803006402,-0.0249677273214407,-0.153102908289499,-0.147619047619048,-0.147619047619048,-0.0910845011232828,-0.133333333333333,-0.0637037037037037,0.0576923076923077,0.0576923076923077,0.177377756526293,0.0226646403242148,0.173333333333333,0.168985507246377,-0.0250901697312588,-0.0239107775693142,0.00659167939869695,0,-0.034080463142248,-0.0284410067018763,0.05,-0.149309551051542,-0.0576923076923077,0.233333333333333,0.225247257649714,0.0484820264481282,0.05994175994176,0.235592085235921,0.0582915949252583,0.0637037037037037,-0.176880244088482,0.135664127596792,0.0637037037037037,0.234222222222222,0.222222222222222,0.1465664160401,0.0975757575757576,0.1449664160401,0.152075511029225,0.105058006509619,0.153102908289499,0.153102908289499,0.147619047619048,0.146567367698754,0.146414228341939,0.119952980402926,0.147619047619048,0.100075757575758,0.0966589010837303,0.0975757575757576
"Ecadherin",0.0157279470821459,0.095887977853688,-0.0160845206129346,-0.0376412440219716,0.0274509803921569,0.0275633820512905,-0.0450918546574666,0.0849321266968326,0.0297765617875057,0.0274509803921569,0.0206720445291624,0.0333333333333333,0.0238277511961722,-0.0921693121693122,-0.0847619047619048,-0.100715952735358,0.106201822179476,-0.0927272727272727,-0.104491978609626,0.025806484446892,-0.0133614627285513,0.100899544651984,-0.1,0.0795898408112907,0.0382921163017471,-0.08,0.0371630092136172,0.0934680134680135,-0.0333333333333333,-0.0180308610617221,0.0264645894965674,0.0244057971014493,-0.0133064516129032,0.0285220198617398,-0.0188762316315381,0.103461050774574,-0.0236760567084879,-0.0207349676910176,-0.0208333333333333,-0.0333333333333333,-0.0263282859254367,-0.0258787878787879,-0.0283282859254367,-0.0849321266968326,-0.0388297093177724,-0.0849321266968326,-0.0849321266968326,-0.0271678661353318,-0.0267230459168368,-0.0288401069380074,-0.00600211780089829,-0.0297765617875057,-0.0205129342202513,-0.0257570571858932,-0.0245454545454545
"HEY1",0.0157279470821459,0.0966706389012497,-0.0103973168214654,0.0622613849945814,0.0333333333333333,0.0267230459168368,-0.0526433420716542,0.0834615384615385,0.0274509803921569,0.0333333333333333,0.0207652411740831,0.0333333333333333,0.0290909090909091,-0.0847619047619048,-0.08,-0.103461050774574,0.104525844525845,-0.12,-0.0927272727272727,0.0315026869785376,-0.0222222222222222,0.0956862745098039,-0.1,0.0769582618639223,0.0281797567511853,-0.1,0.0321350762527233,0.0921693121693122,0,-0.0133064516129032,0.0365317035905271,0.036,-0.0208333333333333,0.0244057971014493,-0.0207349676910176,0.104491978609626,-0.0188705647176412,-0.0238277511961722,-0.0333333333333333,-0.0333333333333333,-0.0297765617875057,-0.0245454545454545,-0.0263282859254367,-0.0849321266968326,-0.0373864103487002,-0.0834615384615385,-0.0834615384615385,-0.0297765617875057,-0.0288401069380074,-0.0271678661353318,-0.00472006651884701,-0.0274509803921569,-0.0258787878787879,-0.0205129342202513,-0.00454545454545455
"FOXC2",0.0157279470821459,0.0966706389012497,-0.0103973168214654,0.0622613849945814,0.0333333333333333,0.0267230459168368,-0.0526433420716542,0.0834615384615385,0.0274509803921569,0.0333333333333333,0.0207652411740831,0.0333333333333333,0.0290909090909091,-0.0847619047619048,-0.08,-0.103461050774574,0.104525844525845,-0.12,-0.0927272727272727,0.0315026869785376,-0.0222222222222222,0.0956862745098039,-0.1,0.0769582618639223,0.0281797567511853,-0.1,0.0321350762527233,0.0921693121693122,0,-0.0133064516129032,0.0365317035905271,0.036,-0.0208333333333333,0.0244057971014493,-0.0207349676910176,0.104491978609626,-0.0188705647176412,-0.0238277511961722,-0.0333333333333333,-0.0333333333333333,-0.0297765617875057,-0.0245454545454545,-0.0263282859254367,-0.0849321266968326,-0.0373864103487002,-0.0834615384615385,-0.0834615384615385,-0.0297765617875057,-0.0288401069380074,-0.0271678661353318,-0.00472006651884701,-0.0274509803921569,-0.0258787878787879,-0.0205129342202513,-0.00454545454545455
"Destcompl",0.0158050219828233,0.0919186509041771,-0.00562497246817321,-0.0023162614650096,0.0388888888888889,0.0375905480016226,0.0458319038151544,0.107903990771716,0.0402587519025875,0.0388888888888889,-0.0794604078163791,0.0388888888888889,-0.034484919702311,-0.122824688042079,-0.127329192546584,-0.0852355599025033,0.150558900180918,-0.078974358974359,-0.085034965034965,0.0449675302871755,0.00132323485276875,0.151444613306315,-0.1,0.034595824887087,0.0692932584609597,-0.114285714285714,0.0449749917007396,0.125509251800469,-0.0777777777777778,-0.0552711908153843,0.0418420895343972,0.045952380952381,-0.0546909200223476,0.049344193817878,0.0338292605579353,0.0877672054721235,-0.00775016250940672,0.0312240501370936,-0.0593541324575807,-0.053639846743295,-0.0372884548728845,-0.0865095003518649,-0.0382160986576712,-0.107119061415358,-0.0417836735060372,-0.107903990771716,-0.107903990771716,-0.0377711897135328,-0.0372845816579204,-0.0385174583702492,0.0244346241271883,-0.0402587519025875,-0.0801937108781807,-0.0840360754102004,-0.0830612244897959
"NFB",0.0837082525317819,0.337195434954618,-0.00264379339152479,0.213724208573154,0.111111111111111,0.112497741224018,0.0267124287841419,0.162811959476155,0.111111111111111,0.111111111111111,-0.0157522370167104,0.1,-0.0138528138528139,-0.0336550836550837,-0.030952380952381,-0.0504855275443511,-0.0175708218398354,-0.0357142857142857,-0.0557142857142857,-0.0581458243771325,9.15750915750926e-05,-0.0139276351799038,0.1,-0.0382109685979655,-0.052346924478072,0.0857142857142857,-0.00185807656395891,0.0314328614328614,-0.12,-0.124563849266799,-0.10187969924812,-0.102069581958196,-0.119744572158365,-0.0935193960845899,0.0135046315691477,0.0446031746031746,-0.108091693468093,0.0154401154401154,-0.116296296296296,-0.12,-0.112649572649573,-0.0696969696969697,-0.112649572649573,-0.161816934600533,-0.0914336372847011,-0.162811959476155,-0.162811959476155,-0.112649572649573,-0.111948721616175,-0.113214544400985,-0.135633659550999,-0.111111111111111,-0.0736969696969697,-0.0730640583045646,-0.0833333333333333
"IKK",0.0813553113553113,0.33861819918226,-0.00226065162907268,0.214526776791452,0.1,0.111948721616175,0.0279076479076479,0.16140350877193,0.111111111111111,0.1,-0.0154200111030891,0.1,-0.00909090909090909,-0.030952380952381,0.0857142857142857,-0.0446031746031746,-0.0202898550724638,-0.05,-0.0357142857142857,-0.0529403449250778,-0.00183150183150183,-0.0143107769423559,0,-0.0497899159663866,-0.0561930783242259,0.1,-0.00281045751633987,0.0336550836550837,-0.1,-0.119744572158365,-0.0947368421052632,-0.0951388888888889,-0.116296296296296,-0.102069581958196,0.0154401154401154,0.0557142857142857,-0.105213995626367,0.0138528138528139,-0.12,-0.12,-0.111111111111111,-0.0833333333333333,-0.112649572649573,-0.162811959476155,-0.0921428571428571,-0.16140350877193,-0.16140350877193,-0.111111111111111,-0.113214544400985,-0.112649572649573,-0.135105676446459,-0.111111111111111,-0.0696969696969697,-0.0736969696969697,-0.05
