"","SNAI1","EGR1","cfos","ZEB2","TWIST1","SMO","Patched","SHH","SMAD","SNAI2","PI3K","DELTA","PAK1","RAS","TGFR","TGF","miR200","FOXC2","Ecadherin","KLF4","SOSGRB2","cateninmemb","Destcompl","DSH","STAT","LIV1","Wnt","Frizzled","GLI","SRC","cMet","cateninnuc","TCFLEF","CD44","AXIN2","GSK3","ILK","RAF","CDC42","HEY1","FUS","ZEB1","RKIP","NOTCH","NOTCHic","Jagged","MEK","Csl","ERK","AKT","IKK","NFB","Csn","SUFU","TrCP"
"STAT",-0.0213733731706082,-0.0333333333333333,-0.0133333333333333,-0.234570557647481,0.0215078607882206,0.156666666666667,0.145038759689922,0.137074157920011,0.149880615247932,-0.13029363762547,-0.124431348221671,-0.124431348221671,-0.0227272727272727,-0.121446273594805,-0.018450956937799,-0.016035498000601,-0.14610212601591,0.00117382413087935,-0.26370349805341,-0.335036640918994,-0.122742200328407,-0.238054340764375,0.126831731057419,-0.114285714285714,-0.114285714285714,0,-0.0722402597402597,-0.0767857142857143,-0.0781226126814362,-0.0767857142857143,-0.0722402597402597,-0.0789104793720567,-0.0766458786569197,-0.0782231657231657,-0.129912048735578,0.0906408544726302,-0.160225442834138,0.124431348221671,0.0289772727272727,-0.169333333333333,-0.15,-0.109162632239555,-0.00823841698841698,-0.117403182737278,-0.122257551669316,-0.105386421090646,-0.00538899430740038,-0.141176470588235,-0.00431372549019608,-0.0832364810330912,-0.0747619047619048,-0.07,-0.05,-0.1,0
"GLI",0.0151772678248313,-0.0742857142857143,-0.0492857142857143,-0.22155069124424,-0.0311771297934286,0.0525689223057644,0.0423648406731114,0.0328998200969797,0.109948837813943,-0.20077978695274,0.109398408822894,0.109398408822894,0.0816666666666667,0.110784547436756,0.100794838429842,0.0991477796063123,-0.134817700359496,0.0151521112831097,-0.157029613464819,-0.220871728871729,0.149619583955867,-0.175815918579976,0.0859178405640299,0,-0.09,-0.15,-0.000303605313092979,0.0032258064516129,-0.094771690419476,-0.0867741935483871,-0.089213217938631,-0.0912333627051327,-0.09009767830585,-0.0849028731110448,-0.126408514492754,-0.133459209575528,-0.119678567543672,-0.109398408822894,-0.0989080459770115,-0.126205604431411,-0.0630952380952381,-0.107832991978153,-0.0320705709384955,-0.051604774535809,-0.0582714412024757,-0.0906233023034297,0.0367148597259094,-0.0632714412024757,0.0427922077922078,-0.117986372180451,-0.119548872180451,-0.105263157894737,-0.1,-0.0380952380952381,-0.0666666666666667
"LIV1",0.0280968113988264,0,0.0217391304347826,-0.211488957673647,-0.0163836815358555,0.165514592933948,0.154403481822837,0.146403481822837,0.127890424987199,-0.198977438219792,-0.061440565386046,-0.061440565386046,0,-0.0605314744769551,0.018270944741533,0.0177244966541013,-0.128877888641997,0.0327471476395436,-0.144947199714251,-0.206775956284153,-0.0394939493949395,-0.164152311740638,0.118582486645382,-0.09,-0.09,-0.15,-0.0815204678362573,-0.0788888888888889,-0.0790814434460134,-0.0788888888888889,-0.0815915915915916,-0.0866576867068502,-0.0854163073965054,-0.0806014925816906,-0.120379217399387,-0.00291720779220779,-0.136277521761393,0.061440565386046,-0.0137254901960784,-0.151517623541171,-0.188095238095238,-0.109188140894812,-0.0534053239578101,-0.126227106227106,-0.132820512820513,-0.10907336400818,-0.0294905428641611,-0.143589743589744,-0.0268238761974945,-0.132115009746589,-0.130263157894737,-0.125,-0.125,-0.171428571428571,-0.1
"CDC42",0.0321540906351033,-0.02,0,-0.209881240631846,-0.0147532467532468,0.188095238095238,0.165514592933948,0.154403481822837,0.136277521761393,-0.196445792650172,-0.0675381263616558,-0.0675381263616558,-0.0857142857142857,-0.061440565386046,0.0137254901960784,0.018270944741533,-0.127862660215601,0.0327471476395436,-0.144601178953005,-0.213333333333333,-0.0444444444444444,-0.161771359359685,0.117830606946134,-0.15,-0.15,-0.1,-0.0788888888888889,-0.09,-0.0815204678362573,-0.09,-0.0788888888888889,-0.0854163073965054,-0.0806014925816906,-0.0815915915915916,-0.122266009852217,-0.0018262987012987,-0.150793650793651,0.0675381263616558,0,-0.158870564717641,-0.171428571428571,-0.108866597486452,-0.0572727272727273,-0.132820512820513,-0.143589743589744,-0.115208333333333,-0.0268238761974945,-0.166666666666667,-0.0217391304347826,-0.130263157894737,-0.125,-0.125,-0.1,-0.1,0
"ZEB1",0.012105854986353,-0.0666666666666667,-0.0626666666666667,-0.189861331454505,0.0447500808009089,0.0833333333333333,0.0656862745098039,0.0631951713069569,0.0520265613565836,-0.118720580476713,-0.129353586653667,-0.129353586653667,-0.000766283524904214,-0.128881145708785,-0.00141367556492481,-0.00101997477752324,-0.170690898431579,0.0203456315531219,-0.175987480149292,-0.187400636853384,-0.0550487329434698,-0.227788765516661,0.110276173690808,-0.0285714285714286,-0.0230769230769231,0,0.0021039935674082,-0.00174216027874564,-0.00305064560784953,0.00375234521575985,0.00571312952948534,-0.000261400086111019,0.000423531420738296,0.000157573973929785,-0.0966123611319715,0.0867963505328269,-0.0563534844335067,0.129353586653667,0.00801266033649842,-0.0517186009154921,-0.0833333333333333,-0.10259125123928,-0.027456605290261,-0.0277021552422622,-0.0343137254901961,0.00367416167900173,0.0539908439146584,-0.05,0.0544313725490196,0.00246189243600805,0.00246189243600805,-0.0024561403508772,0.0133333333333333,-0.0583333333333333,0.0333333333333333
"ZEB2",-0.169747859162225,-0.158333333333333,-0.153070175438596,-0.140048862291778,-0.130029820703023,-0.0978571428571429,-0.0929790940766551,-0.0920700031675642,-0.0808375959320652,-0.0786418968192845,-0.078008658008658,-0.078008658008658,-0.0753246753246753,-0.073940135524718,-0.0732962275819419,-0.0732962275819419,-0.0714496688804614,-0.0652292152292152,-0.059631584087599,-0.0440742731220835,-0.0383333333333333,-0.0180044857482335,-0.0125832997191184,-0.00909090909090909,0,0,0.00424242424242424,0.00424242424242424,0.0115818737837086,0.0133333333333333,0.0159649122807018,0.0212943976101871,0.0233723196881092,0.0233723196881092,0.0303395432610431,0.0620603313743829,0.0753497910540164,0.078008658008658,0.0807792207792208,0.101081660275209,0.117857142857143,0.118877226628653,0.133623188405797,0.13822614543926,0.142051282051282,0.145216380518406,0.146972614462987,0.148717948717949,0.153070175438596,0.153457943925234,0.16,0.166666666666667,0.166666666666667,0.175,0.2
"miR200",-0.0792982942982943,-0.0857142857142857,-0.105714285714286,-0.0648521505376344,0.0026265963075779,-0.015,-0.00613924050632912,-0.013747936158503,-0.0128676773107655,-0.142329168694636,-0.152701875239189,-0.152701875239189,-0.0208333333333333,-0.148961226860136,-0.0292457305502846,-0.0222689863642381,-0.118999764823471,-0.012416526562868,-0.112303991146936,-0.0722739820565907,-0.0490909090909091,-0.167294062649496,0.105605279726031,-0.04,-0.04,0,-0.0388732394366197,-0.06,-0.0366754372388175,-0.0530434782608696,-0.0319167176974893,-0.0295180115347382,-0.0296695266862533,-0.0296695266862533,-0.0934376379482135,0.0834120325916881,0.012554197686941,0.152701875239189,0.0227941176470588,0.0299152542372881,0.055,0.108718637992832,0.0539217626492513,0.0349831621719407,0.0287684729064039,0.057516199152881,0.0964069264069264,0.0563546798029557,0.101168831168831,0.0851127819548872,0.0851127819548872,0.0936842105263158,0.12,0.08,0.1
"TGFR",0.064392842341354,0.0333333333333333,0.0491228070175439,-0.0552547974455491,0.047508896797153,-0.000344827586206907,-0.0190948275862069,-0.0241795733489188,-0.0473419883602412,0.00323110608127392,0.104761904761905,0.104761904761905,0.00888888888888889,0.105346700083542,-0.0863492063492064,-0.0884768659236744,-0.0388386733770493,-0.0820591825110527,-0.117131073658514,-0.0517121608368748,0.0709714100064977,-0.132078060842582,0.0321720959893305,-0.114285714285714,-0.1,-0.1,-0.0761725067385445,-0.0742857142857143,-0.0768176680288671,-0.06,-0.0618867924528302,-0.0691205090415885,-0.0665518642231651,-0.0632025819265144,-0.0961110354171871,-0.088899103869032,0.0420039100684262,-0.104761904761905,0.000634920634920633,0.0714666512697634,-0.00999999999999999,-0.0158086979200057,-0.0310822510822511,0.143831141982965,0.13735632183908,0.0298008580393161,-0.0568244812945606,0.116666666666667,-0.0513450292397661,-0.0608468846534942,-0.0585213032581454,-0.0690476190476191,-0.0833333333333333,0.00666666666666668,-0.0333333333333333
"TGF",0.0658677685950413,0.0333333333333333,0.0333333333333333,-0.053368004992719,0.05,0.00999999999999999,-0.000344827586206907,-0.0190948275862069,-0.0420039100684262,0.00508295793312577,0.0976190476190476,0.0976190476190476,0.02,0.104761904761905,-0.000634920634920633,-0.0863492063492064,-0.0373723977172253,-0.0798757763975155,-0.117131073658514,-0.0606407322654462,0.0697368421052632,-0.128613857609326,0.0317688701828789,-0.1,-0.1,0,-0.0742857142857143,-0.114285714285714,-0.0761725067385445,-0.1,-0.06,-0.0665518642231651,-0.0632025819265144,-0.0618867924528302,-0.0973985890652557,-0.0891436026465381,0.0339393939393939,-0.0976190476190476,-0.00888888888888889,0.0669890393294649,0.00666666666666668,-0.0176954903728359,-0.0367965367965368,0.13735632183908,0.116666666666667,0.0269023073146785,-0.0513450292397661,0.126666666666667,-0.0491228070175439,-0.0585213032581454,-0.0690476190476191,-0.0833333333333333,-0.0333333333333333,0.0666666666666667,0
"CD44",0.00409356725146199,-0.2,-0.15,-0.0492063492063492,0.0316483516483516,0.1,0.14,0.14,0.107936507936508,0.184255744255744,0.0857142857142857,0.0857142857142857,0,0.105714285714286,-0.06,-0.06,-0.0582872200263505,-0.0470833333333333,-0.204587449788297,-0.158730158730159,0.20952380952381,-0.215201465201465,-0.113117974462512,0,0.1,0.1,-0.15,-0.1,-0.143333333333333,0,-0.05,-0.131633870005963,-0.122403100775194,-0.143333333333333,-0.17,-0.155952380952381,-0.122222222222222,-0.0857142857142857,0.06,-0.128070175438597,-0.1,0.0111111111111111,-0.0537037037037037,-0.0406015037593985,-0.0142857142857143,-0.149370629370629,0.16,0,0.15,-0.22,-0.2,-0.2,-0.1,-0.1,0
"cMet",-0.000991178511249877,-0.15,-0.15,-0.0421356421356421,0.0192888010865539,0.14,0.14,0.1275,0.10975468975469,0.184255744255744,0.105714285714286,0.105714285714286,-0.06,0.105714285714286,-0.06,-0.0621276595744681,-0.0504747200263505,-0.0508808016877637,-0.202297373452419,-0.149206349206349,0.202857142857143,-0.214845593315344,-0.114469325813864,-0.1,0,0.1,-0.143333333333333,-0.15,-0.120606060606061,-0.05,-0.143333333333333,-0.133893757011613,-0.131633870005963,-0.122403100775194,-0.158888888888889,-0.170468509984639,-0.107936507936508,-0.105714285714286,0.06,-0.110423116615067,-0.1,0.0181818181818182,-0.0537037037037037,-0.0384738441849304,-0.0406015037593985,-0.131979325022803,0.147272727272727,-0.0142857142857143,0.16,-0.2075,-0.22,-0.2,-0.2,-0.1,-0.1
"SNAI2",-0.0274185463659148,-0.1,-0.0941176470588235,-0.0279406335221313,0.0765945680940711,0.0858823529411765,0.0879231692677071,0.0921485213803831,0.040939095498028,0.232214458054034,-0.134620952252207,-0.134620952252207,-0.0941176470588235,-0.135990815265905,-0.0885010414422179,-0.0922277495167521,-0.0239369551622455,-0.0984394426642831,-0.392498829076052,-0.0126923076923077,-0.126301555104801,-0.279610532501549,0.13277607120984,-0.0709090909090909,-0.0709090909090909,-0.08,-0.0779513444302177,-0.0709090909090909,-0.0784861037885064,-0.0709090909090909,-0.0779513444302177,-0.0767534493875257,-0.0779956854123704,-0.079026613247422,-0.131306030583129,0.136470813931181,-0.0395036887994634,0.134620952252207,0.0893557422969188,-0.0524562989752863,-0.08,0.00984518565135305,0.0213333333333333,-0.135019366598314,-0.129824561403509,-0.0844804981557994,0.0987811340752517,-0.128070175438597,0.096078431372549,0.124193325024235,0.122988505747126,0.133333333333333,0.133333333333333,-0.1,0.1
"HEY1",-0.0308277676197205,-0.08,-0.0709090909090909,-0.027843137254902,-0.0200348583877996,-0.0166666666666667,-0.0166666666666667,-0.0112903225806452,0.0281159420289855,-0.0683133761685581,-0.082948717948718,-0.082948717948718,-0.0409090909090909,-0.083684012066365,-0.0382424242424242,-0.0445838876570584,-0.0222181522181522,-0.0663417803768681,-0.204183040432645,-0.0148148148148148,-0.0852201257861635,-0.189395992444773,0.0853874816004077,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0158230734154127,0.0274509803921569,0.0192713492774816,0.0274509803921569,0.0158230734154127,0.022142769205031,0.0207729061913324,0.0184317690675866,-0.079026613247422,0.0893020702684934,-0.0266666666666667,0.082948717948718,0.0369090909090909,-0.0351566080977846,0.0333333333333333,0.00955108359133127,0.0262832405689549,-0.0833887436491886,-0.0761722488038278,0.0152114851665077,0.079884227355422,-0.0709090909090909,0.0767914438502674,0.0731216931216931,0.0657142857142857,0.08,0.1,0,0.1
"cateninmemb",-0.030511311923518,-0.0709090909090909,-0.0767914438502674,-0.0273692036056129,-0.0213383965628461,-0.0166666666666667,-0.0112903225806452,-0.0120777241554483,0.0283580727795908,-0.0671694869451987,-0.083684012066365,-0.083684012066365,-0.0369090909090909,-0.0825666936306108,-0.0445838876570584,-0.0429564012194454,-0.0224043719574446,-0.0651976156171427,0.170351080439616,-0.0148148148148148,-0.0878517047335319,0.141287450354149,0.0845487117961206,0.0274509803921569,0.0274509803921569,0.0333333333333333,0.0192713492774816,0.0158230734154127,0.0212713492774816,0.0158230734154127,0.0184317690675866,0.0216759157970012,0.022142769205031,0.0207729061913324,-0.0779956854123704,0.089081319716617,-0.0281159420289855,0.083684012066365,0.0382424242424242,-0.0358277490373819,0.0166666666666667,0.00955108359133127,0.0251596450633369,-0.0830169964372927,-0.0833887436491886,0.0163556499262331,0.0810606979436573,-0.0761722488038278,0.079884227355422,0.0744203944203944,0.0731216931216931,0.0657142857142857,0.08,0.0333333333333333,0.1
"Ecadherin",0.030511311923518,0.0709090909090909,0.0767914438502674,0.0273692036056129,0.0213383965628461,0.0166666666666667,0.0112903225806452,0.0120777241554483,-0.0283580727795908,0.0671694869451987,0.083684012066365,0.083684012066365,0.0369090909090909,0.0825666936306108,0.0445838876570584,0.0429564012194454,0.0224043719574446,0.0651976156171427,0.104767266333326,0.0148148148148148,0.0878517047335319,0.188242146290927,-0.0845487117961206,-0.0274509803921569,-0.0274509803921569,-0.0333333333333333,-0.0192713492774816,-0.0158230734154127,-0.0212713492774816,-0.0158230734154127,-0.0184317690675866,-0.0216759157970012,-0.022142769205031,-0.0207729061913324,0.0779956854123704,-0.089081319716617,0.0281159420289855,-0.083684012066365,-0.0382424242424242,0.0358277490373819,-0.0166666666666667,-0.00955108359133127,-0.0251596450633369,0.0830169964372927,0.0833887436491886,-0.0163556499262331,-0.0810606979436573,0.0761722488038278,-0.079884227355422,-0.0744203944203944,-0.0731216931216931,-0.0657142857142857,-0.08,-0.0333333333333333,-0.1
"KLF4",0.0308277676197205,0.08,0.0709090909090909,0.027843137254902,0.0200348583877996,0.0166666666666667,0.0166666666666667,0.0112903225806452,-0.0281159420289855,0.0683133761685581,0.082948717948718,0.082948717948718,0.0409090909090909,0.083684012066365,0.0382424242424242,0.0445838876570584,0.0222181522181522,0.0663417803768681,0.204183040432645,0.0148148148148148,0.0852201257861635,0.189395992444773,-0.0853874816004077,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0158230734154127,-0.0274509803921569,-0.0192713492774816,-0.0274509803921569,-0.0158230734154127,-0.022142769205031,-0.0207729061913324,-0.0184317690675866,0.079026613247422,-0.0893020702684934,0.0266666666666667,-0.082948717948718,-0.0369090909090909,0.0351566080977846,-0.0333333333333333,-0.00955108359133127,-0.0262832405689549,0.0833887436491886,0.0761722488038278,-0.0152114851665077,-0.079884227355422,0.0709090909090909,-0.0767914438502674,-0.0731216931216931,-0.0657142857142857,-0.08,-0.1,0,-0.1
"FOXC2",0.0308277676197205,0.08,0.0709090909090909,0.027843137254902,0.0200348583877996,0.0166666666666667,0.0166666666666667,0.0112903225806452,-0.0281159420289855,0.0683133761685581,0.082948717948718,0.082948717948718,0.0409090909090909,0.083684012066365,0.0382424242424242,0.0445838876570584,0.0222181522181522,0.0663417803768681,0.204183040432645,0.0148148148148148,0.0852201257861635,0.189395992444773,-0.0853874816004077,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0158230734154127,-0.0274509803921569,-0.0192713492774816,-0.0274509803921569,-0.0158230734154127,-0.022142769205031,-0.0207729061913324,-0.0184317690675866,0.079026613247422,-0.0893020702684934,0.0266666666666667,-0.082948717948718,-0.0369090909090909,0.0351566080977846,-0.0333333333333333,-0.00955108359133127,-0.0262832405689549,0.0833887436491886,0.0761722488038278,-0.0152114851665077,-0.079884227355422,0.0709090909090909,-0.0767914438502674,-0.0731216931216931,-0.0657142857142857,-0.08,-0.1,0,-0.1
"cateninnuc",0.108865475194066,0.0710144927536232,0.0789510006901311,0.0557301047846339,-0.0136214801232389,-0.0293078324225865,-0.0311711864598536,-0.0296461319936227,-0.0469973226712654,0.121004335258901,0.163721908721909,0.163721908721909,0.0428571428571429,0.161870056870057,0.0547757989137299,0.0521557115774854,0.0433667532554475,0.0752156368221942,-0.0731481045068782,0.0286332390424917,0.123855826326916,0.0164782646764009,-0.167050157706293,-0.00116550116550116,-0.00116550116550116,-0.0242424242424242,-0.00523042076049818,0.000204361848197468,-0.00839247609646656,0.00161227661227662,-0.00382250599641904,-0.105894466379727,-0.00746861716680205,-0.00739393456784761,0.141547306382883,-0.177280611376606,0.0449509379509379,-0.163721908721909,-0.0536263736263736,0.0589184882736643,0.0211111111111111,-0.0209176627561173,-0.0969024887436798,0.154870555509105,0.155779646418196,0.000381582887614998,-0.0822897534482312,0.152291274325173,-0.0827484690445615,-0.15147821969697,-0.15069696969697,-0.14469696969697,-0.141666666666667,0.0111111111111111,-0.166666666666667
