"","SNAI1","EGR1","cfos","ZEB2","TWIST1","SMO","Patched","SHH","SMAD","SNAI2","PI3K","DELTA","PAK1","RAS","TGFR","TGF","miR200","FOXC2","Ecadherin","KLF4","SOSGRB2","cateninmemb","Destcompl","DSH","STAT","LIV1","Wnt","Frizzled","GLI","SRC","cMet","cateninnuc","TCFLEF","CD44","AXIN2","GSK3","ILK","RAF","CDC42","HEY1","FUS","ZEB1","RKIP","NOTCH","NOTCHic","Jagged","MEK","Csl","ERK","AKT","IKK","NFB","Csn","SUFU","TrCP"
"AXIN2",-0.339083235669499,-0.193333333333333,-0.220162601626016,-0.382165645312983,-0.291067073061664,-0.123260073260073,-0.107188644688645,-0.0996476610820873,0.126754083275822,0.226843472503012,-0.19357484647277,-0.19357484647277,-0.0570833333333333,-0.194099780855972,-0.0567337211843112,-0.0547535231645092,-0.340613979624732,-0.0997301215568195,-0.160854673847883,-0.380767988626969,0.105560230637369,0.165924494033259,0.401503219356241,0.24,0.24,0.233333333333333,0.244570970328789,0.237674418604651,0.25086027850489,0.237674418604651,0.244570970328789,0.256108527878523,0.254595341540434,0.251195576007023,0.61141825300805,0.386686430401533,-0.117230273752013,0.19357484647277,0.0558487654320988,-0.110219129590326,0.142307692307692,0.106831338476265,0.301400015754854,-0.00668783445099235,6.892230576441e-05,0.194782227173532,0.244816162695949,0.016140350877193,0.237919610971811,0.135314009661836,0.138647342995169,0.140096618357488,0.144444444444444,0.15,0.133333333333333
"GSK3",-0.228465180477314,-0.170980392156863,-0.167276688453159,-0.34929395931785,-0.216931365948183,0.119264069264069,0.121104560061615,0.119669153363051,0.193206598977587,0.00672696912887026,-0.239772522805603,-0.239772522805603,-0.0643478260869565,-0.237671682469469,-0.0583547947280715,-0.0573291537024305,-0.271361656210549,-0.0711245017732166,-0.229734509552858,-0.349661189607393,0.0390154523109713,-0.0709556999402429,0.317373887028033,0.101315789473684,0.101315789473684,0.075,0.108155191901322,0.104887218045113,0.11240047492019,0.104887218045113,0.108198476323258,0.109902092554397,0.110494197817555,0.112008000132782,0.15330344101387,0.284370265337458,-0.194555924314918,0.239772522805603,0.0614906832298137,-0.203846951660124,-0.119264069264069,-0.0566905862690874,0.164661391240339,-0.181718379659556,-0.183536561477738,-0.0621416884603875,0.17083530089335,-0.178641456582633,0.172539846347896,0.0420557029177719,0.047183908045977,0.0483333333333333,0.0608333333333333,-0.0954545454545455,0.0733333333333333
"TCFLEF",-0.229564352430461,-0.124285714285714,-0.126724738675958,-0.346377724614567,-0.284394739827131,-0.0957142857142857,-0.0908755760368664,-0.0902620791043511,0.0867906439718858,-0.231213586869457,0.0700334132482147,0.0700334132482147,0.0205128205128205,0.0693763830248244,0.0214473999520729,0.0207851482964437,-0.273614631686921,0.0122157233871397,-0.128161708425079,-0.347590399796282,0.255711960693997,-0.0670564072539468,0.316001713556852,0.16078431372549,0.166666666666667,0.166666666666667,0.168220211161388,0.17078431372549,0.168220211161388,0.176666666666667,0.174102564102564,0.0807166037403345,0.0801152291698878,0.174731494920174,0.527631746031746,0.211267206337404,-0.0869818485607959,-0.0700334132482147,-0.0205128205128205,-0.0434630634059695,0.11,-0.0409635832004253,0.187431234788998,0.207997942985097,0.213645783516659,0.125896470065379,0.132575078812013,0.211684999202933,0.125772357723577,-0.112579679787253,-0.109318810222036,-0.0964155844155844,-0.0844155844155844,0.116666666666667,-0.0571428571428571
"Destcompl",-0.280425278143257,-0.176410256410256,-0.188531468531469,-0.32929610296169,-0.238140794256003,-0.061576354679803,-0.0589856811046734,-0.0580185631162788,0.127631578947368,0.186440720980635,-0.137756707366232,-0.137756707366232,-0.0377551020408163,-0.137128763881146,-0.0361398570317419,-0.0334797585095744,-0.287900850623574,-0.064047684576069,-0.143203637467147,-0.334128497227122,0.0961205871024003,0.13465903967929,0.2303551834365,0.181746031746032,0.181746031746032,0.188888888888889,0.200015392928725,0.194074798869319,0.201314094227427,0.194074798869319,0.200542460560862,0.202139990434702,0.202445956778404,0.202034997874295,0.254595341540434,0.315814187487672,-0.126111111111111,0.137756707366232,0.0398240675580577,-0.120106389337159,0.0758620689655172,0.057724292615597,0.243059457241061,-0.00901287494691695,-0.00841167254210733,0.154262364181096,0.18949985754717,-0.0073247160203682,0.1890779166189,0.0771829355721973,0.0812097812097812,0.0857142857142857,0.0857142857142857,0.1,0.1
"ILK",-0.165668276972625,-0.133333333333333,-0.119047619047619,-0.289499975656069,-0.0708255552161468,0.1,0.115384615384615,0.112606837606838,0.171606242496999,0.0691305266122219,-0.2124329004329,-0.2124329004329,-0.15,-0.205583585364407,-0.151882352941176,-0.157573409851746,-0.22184013372538,-0.164492450638792,-0.18047020722376,-0.292763157894737,-0.0215384615384615,-0.0479312025472994,0.281880602010187,0.1,0.1,0.1,0.0932367149758454,0.0888888888888889,0.09785209959123,0.0888888888888889,0.0932367149758454,0.10592245895986,0.104066788856767,0.09785209959123,0.140190476190476,0.263504088504089,-0.175606242496999,0.2124329004329,0.155882352941176,-0.179396630007063,-0.05,-0.0621533829949527,0.142889463477699,-0.163461538461538,-0.163461538461538,-0.065,0.131776645084263,-0.125,0.136694677871148,0.136199095022624,0.149019607843137,0.166666666666667,0.233333333333333,0,0.2
"AKT",-0.168926422336033,-0.119047619047619,-0.136694677871148,-0.287445181135521,-0.0754127111794496,0.115384615384615,0.112606837606838,0.108396311291048,0.168575939466696,0.0718440944514179,-0.205583585364407,-0.205583585364407,-0.155882352941176,-0.204860693798142,-0.157573409851746,-0.154854376619117,-0.223979171158535,-0.162236811541048,-0.181985358738911,-0.291908457040036,-0.0148717948717949,-0.0464021505595318,0.281467037080493,0.0888888888888889,0.0888888888888889,0.1,0.09785209959123,0.0932367149758454,0.103997350987878,0.0932367149758454,0.09785209959123,0.104537843575244,0.10592245895986,0.104066788856767,0.14560563864535,0.260681507858927,-0.171606242496999,0.205583585364407,0.151882352941176,-0.177140990909319,-0.1,-0.0600985884744047,0.141026109440432,-0.16468105065666,-0.163461538461538,-0.0597019867549669,0.136839936223504,-0.163461538461538,0.131776645084263,0.0432698020933315,0.136199095022624,0.149019607843137,0.166666666666667,-0.05,0.233333333333333
"SHH",-0.116666666666667,0,-0.1,-0.275,-0.075,0.1,0.0666666666666667,-0.0133333333333333,0.116666666666667,-0.179233716475096,-0.15,-0.15,0,-0.142307692307692,-0.0333333333333333,-0.0133333333333333,-0.216666666666667,-0.1,-0.07,-0.25,0,-0.10078853046595,0.173766233766234,0,-0.1,0,0.1,0,0.1,-0.1,0,-0.02,-0.02,0,-0.152380952380952,0.158974358974359,-0.0666666666666667,0.15,0.0333333333333333,-0.0666666666666667,0,-0.025,0.12,-0.166666666666667,-0.2,-0.0828571428571429,0.18,-0.1,0.2,0.15,0.1,0,0,0,0
"SRC",-0.133620918033746,-0.233333333333333,-0.224242424242424,-0.27340521114106,-0.0448743210812176,0.173333333333333,0.184444444444444,0.184444444444444,0.201149834044571,-0.0241325758776,-0.206891948268669,-0.206891948268669,-0.111111111111111,-0.19780103917776,-0.101587301587302,-0.0979509379509379,-0.208505343287952,-0.0882352941176471,-0.301482825453414,-0.37906976744186,0.0471428571428571,-0.259222421793145,0.117980172001911,-0.1,0,0,-0.08,-0.1,-0.0750819672131147,-0.1,-0.08,-0.0789642174450131,-0.0787405037984806,-0.0750819672131147,-0.126225083938969,0.0754112554112554,-0.207456140350877,0.206891948268669,0.111111111111111,-0.228997020854022,-0.133333333333333,-0.0685459718478586,0.0282828282828283,-0.211190476190476,-0.218333333333333,-0.133353328628558,0.207261292166953,-0.185,0.224242424242424,0.00897435897435898,0.0256410256410256,0.0333333333333333,0.1,-0.0333333333333333,0.1
"Patched",-0.100537634408602,-0.1,-0.2,-0.266666666666667,-0.0490740740740741,0.0666666666666667,-0.0133333333333333,0.0241666666666667,0.126666666666667,-0.183233716475096,-0.142307692307692,-0.142307692307692,-0.0333333333333333,-0.148557692307692,-0.0133333333333333,0.0116666666666667,-0.216666666666667,-0.07,-0.0690291262135922,-0.261111111111111,0.0666666666666667,-0.109121863799283,0.174865134865135,0,-0.1,-0.1,0.1,0.1,0.075,0,0,-0.0209708737864078,-0.02,-0.02,-0.161471861471861,0.163736263736264,-0.116666666666667,0.142307692307692,0.0333333333333333,-0.120512820512821,-0.1,-0.05,0.0771428571428571,-0.175757575757576,-0.166666666666667,-0.116190476190476,0.172307692307692,-0.2,0.18,0.0785714285714286,0.15,0.1,0,0,0
"SMO",-0.0981566820276498,-0.2,-0.18,-0.25819209039548,-0.0402505446623094,-0.0133333333333333,0.0241666666666667,0.0408333333333333,0.128253968253968,-0.182281335522715,-0.148557692307692,-0.148557692307692,-0.0333333333333333,-0.148557692307692,0.0116666666666667,0.00355855855855856,-0.200210970464135,-0.073448275862069,-0.0590660265825959,-0.252777777777778,0.0719298245614035,-0.109121863799283,0.175640328663584,0.1,0,-0.1,0.075,0.1,0.075,0,-0.02,-0.0179633549894153,-0.0209708737864078,-0.02,-0.16492013733393,0.16082364237704,-0.126666666666667,0.148557692307692,0.0133333333333333,-0.134798534798535,-0.0666666666666667,-0.0584745762711864,0.066031746031746,-0.195757575757576,-0.175757575757576,-0.119761904761905,0.163216783216783,-0.166666666666667,0.172307692307692,0.0505714285714286,0.0785714285714286,0.15,0.1,-0.1,0
