"","TrCP","TGF","AXIN2","cateninmemb","TGFR","ZEB2","FOXC2","Ecadherin","Destcompl","ERK","Wnt","TCFLEF","cateninnuc","CDC42","GLI","SUFU","TWIST1","cfos","Csn","RKIP","AKT","Frizzled","DSH","MEK","SHH","ILK","SOSGRB2","SNAI2","miR200","NOTCHic","SMAD","IKK","SMO","Jagged","NOTCH","GSK3","RAS","EGR1","RAF","PI3K","DELTA","SNAI1","NFB","Csl","KLF4","Patched","FUS","HEY1","STAT","SRC","LIV1","CD44","PAK1","cMet","ZEB1"
"ZEB2",-0.1,-0.0820256991685563,-0.0775313970566196,-0.0775294848922975,-0.076734693877551,-0.0751857058967248,-0.0701041181041181,-0.0640452439481189,-0.0635482018386364,-0.0602716468590832,-0.0588578088578089,-0.0579386651291766,-0.0554711326616442,-0.0542857142857143,-0.0506009281238639,-0.05,-0.0476862950794065,-0.0473684210526316,-0.0444444444444444,-0.0418518518518519,-0.0409683281412253,-0.0409090909090909,-0.0409090909090909,-0.0358814029566442,-0.0356477668672791,-0.031659185884538,-0.0272527472527473,-0.0269833872094599,-0.0219221024929988,-0.0108717948717949,-0.00736520435936444,-0.00638888888888889,-0.00428571428571428,-0.00385753484566334,-0.00267507356031947,-0.00262673933697056,-0.00192255995253854,0,0.000432900432900432,0.000432900432900432,0.000432900432900432,0.0163340164788643,0.0180555555555556,0.0282051282051282,0.0323249136025351,0.0347386759581882,0.0357142857142857,0.0390187232122716,0.05,0.05,0.05,0.0565302144249513,0.0597402597402597,0.0657894736842105,0.0751857058967248
"AXIN2",0.133333333333333,0.1421340822627,0.514095103909827,0.111088207282339,0.138173686223096,-0.0660994678704132,0.120694746315355,-0.0245195955728403,0.170105104566029,-0.138085251880556,0.1256428762363,0.127477928621462,0.133055101124704,0.139058641975309,0.134447907682841,0.05,0.00553610814597968,-0.12780487804878,0.144444444444444,-0.145337646224743,0.158937198067633,0.134263565891473,0.113333333333333,-0.13325766567366,0.0724367981745031,-0.0829767655854613,-0.15851332398317,-0.167215246464982,0.145864643696444,0.168640350877193,0.0801989878076835,0.158937198067633,-0.0683150183150183,0.143543730065469,0.160532242769085,0.182970574429385,0.187928886612918,-0.14,0.192128361678535,0.192128361678535,0.192128361678535,0.117546251744401,0.148792270531401,-0.156140350877193,-0.0583421541282608,-0.0826007326007326,0.0730769230769231,0.0714213924153072,-0.113333333333333,-0.134263565891473,-0.133333333333333,-0.134160226394029,-0.130416666666667,-0.1256428762363,0.0660994678704132
"TCFLEF",0.114285714285714,0.221131422514076,0.529963858363858,0.0932634213945726,0.219144667547189,-0.0658553517632465,0.207532662640119,0.0305409728271282,0.170640760287193,0.0681533101045296,0.188843640020111,0.0815871774921571,0.0778930194165557,0.210733452593918,0.183253577908309,0.133333333333333,0.237809142062893,0.059581881533101,0.123376623376623,0.0322950819672131,0.115958671062458,0.174313725490196,0.184313725490196,0.057268956363033,0.0887127873116395,-0.0694080656185919,-0.195328727161062,0.224703745549172,-0.0783312470661868,0.253275944524151,0.0833660006090317,0.101828236279849,-0.0742857142857143,0.143928325094713,0.259588236882955,0.193220587014366,0.178171864412558,0.0571428571428571,0.173572652848826,0.173572652848826,0.173572652848826,-0.00537596527136276,0.0953766233766234,-0.259158297465328,0.0329083906289789,-0.0807373271889401,0.06,0.0283311447330859,-0.179166666666667,-0.169166666666667,-0.166666666666667,-0.178036203838091,-0.215384615384615,-0.183696581196581,0.0658553517632465
"CDC42",0.1,0.0837280366692132,0.105172413793103,0.109167373460695,0.065546218487395,-0.0653560859371997,0.0714586322333812,0.0800237431606748,0.0859760396842729,-0.0182608695652174,0.0711111111111111,0.0762489221895162,0.0721748481154422,0.0714285714285714,0.0816374269005848,0.0666666666666667,0.0798614718614719,-0.04,0.0666666666666667,0.0895804195804196,0.0554824561403509,0.06,0.1,-0.0165659543109801,0.0378506002161916,0.0433862433862434,0.0166666666666667,0.0966382279520966,-0.0453654188948307,0.00897435897435897,-0.0159668885475337,0.0291666666666667,0.00476190476190476,-0.0346180555555556,-0.011025641025641,0.105194805194805,0.107307774058133,-0.02,0.103649237472767,0.103649237472767,0.103649237472767,-0.0376623376623377,0.0166666666666667,-0.0166666666666667,-0.0439365079365079,-0.0242703533026114,-0.00476190476190476,-0.0317341329335332,-0.1,-0.06,-0.1,-0.0792192192192192,-0.185714285714286,-0.0711111111111111,0.0653560859371997
"STAT",0.1,0.0696523299355107,0.127054905878435,0.174792033447022,0.0566088516746412,-0.065034965034965,0.0670961145194274,0.172069011341416,0.0825417963648108,-0.00392156862745098,0.0834415584415585,0.0794835115813034,0.0750734996623523,0.0539772727272727,0.0809205500381971,0.1,0.155292808141384,-0.0333333333333333,0.1,0.0859025096525096,0.0738821630347054,0.0607142857142857,0.0857142857142857,-0.0135989879822897,0.0549663854016602,0.0262479871175523,-0.0458538587848933,0.0121813864904211,-0.0389869752221913,0.0276629570747218,-0.00211005608306958,0.0552380952380952,-0.0183333333333333,-0.00262433159752559,0.026692083288314,0.11495772140632,0.14496376677407,-0.0333333333333333,0.141232423490488,0.141232423490488,0.141232423490488,-0.0262148033083624,0.06,-0.0411764705882353,-0.153139235492177,-0.0346124031007752,0.025,-0.02,-0.0857142857142857,-0.0607142857142857,0,-0.0791680541680542,-0.0727272727272727,-0.0834415584415585,0.065034965034965
"NOTCHic",0.1,0.0999050293358902,0.100732255166217,0.108454206164159,0.0814336917562724,-0.062512077294686,0.084641211323239,0.0764681115672647,0.0684824210057855,-0.0319047619047619,0.0506293706293706,0.0579763094048808,0.055686233069003,0.0911111111111111,0.0667584028874351,0.0666666666666667,0.0988141989126959,-0.0533333333333333,0.0666666666666667,0.087234281017671,0.0607235142118863,0.0415384615384615,0.08,-0.0233333333333333,0.0421811900939036,0.0385714285714286,0.0129186602870813,0.070666452011495,-0.0447143607837249,0.00746543778801843,-0.0177081192189106,0.0444444444444445,-0.00897435897435898,-0.0322377352840929,-0.0135871937909289,0.0935768341724455,0.0976248239516605,-0.02,0.0941765480895916,0.0941765480895916,0.0941765480895916,-0.0380626780626781,0.0333333333333333,-0.117142857142857,-0.0377501725327812,-0.0325037707390649,0.0166666666666667,-0.128338907469342,-0.08,-0.0415384615384615,-0.1,-0.0649150849150849,-0.111111111111111,-0.0506293706293706,0.062512077294686
"RAS",0.2,0.0947350029120559,0.0567325428194993,-0.0345360481222082,0.0917647058823529,-0.0573122238586156,0.0885714285714286,-0.0812776827902878,0.0656110388668528,-0.124210526315789,0.0411764705882353,0.0382304804082026,0.0243494605781742,0.08,0.032843137254902,0.1,0.0671031096563011,-0.14,0.1,-0.152232704402516,0.103333333333333,0,0.1,-0.137936016511868,0.0424180790960452,0.0415584415584416,-0.111255411255411,0.242221683801938,0.0837846153846154,0.0631578947368421,-0.0150278293135436,0.0866666666666667,-0.0333333333333333,-0.0425271042775478,0.0688182720953327,0.0803229974160207,0.109871794871795,-0.14,0.188717948717949,0.188717948717949,0.188717948717949,0.0421632251720747,0.0666666666666667,-0.1,-0.0707142857142857,-0.0373333333333333,0,-0.0353754940711462,-0.1,0,0,-0.0305381727158949,-0.1,-0.0411764705882353,0.0573122238586156
"GLI",-0.0166666666666667,0.132795527319581,0.1046875,0.110686518520266,0.133501409672522,-0.0515269670592251,0.0201582387340901,0.083529281092114,0.100632637349672,0.10965367965368,0.197912713472486,0.0708368570575901,0.0736461816242369,0.121551724137931,0.0949339900682304,0.0285714285714286,0.105660068096401,0.110952380952381,-0.05,0.138583078622801,-0.0133240467239527,0.189677419354839,0.18,0.100261414460309,0.0559176269598158,-0.0668125752954772,0.056507681109451,0.0946908326736746,-0.0634321096859796,0.033052608311229,0.0749206834035853,-0.0117615467239527,-0.0621240601503759,0.0476252769336605,0.03400498926361,0.210572350113326,0.0195248233528321,0.0942857142857143,0.0217030411746142,0.0217030411746142,0.0217030411746142,-0.10879555927943,-0.0342105263157895,-0.045552608311229,-0.0624435864435865,-0.0662056928034372,0.0410714285714286,0.066097734561232,-0.06,-0.0696774193548387,-0.1,-0.0744082856290187,-0.125,-0.0769944925255704,0.0515269670592251
"SHH",0,-0.0133333333333333,-0.219047619047619,-0.0914695340501792,-0.0333333333333333,-0.05,-0.075,0.00638888888888889,-0.0516883116883117,0.2,0,-0.0833333333333333,-0.0777777777777778,-0.0333333333333333,0.05,0.2,0,0.1,0,0.08,-0.1,0,0,0.18,0.0133333333333333,0,0.05,0.219233716475096,-0.1,-0.2,0.0333333333333333,-0.1,-0.1,-0.0771428571428571,-0.233333333333333,0.00512820512820513,-0.192307692307692,0,-0.2,-0.2,-0.2,-0.0833333333333333,0,0.1,-0.05,-0.133333333333333,0.2,0,0.1,0.1,0,0.05,0,0.1,0.05
"TrCP",0.0666666666666667,0.0826351404943498,0.105172413793103,0.108617922911245,0.0837280366692132,-0.0476711984773927,0.0673207011988984,0.082169071880398,0.0849234081053256,-0.0165659543109801,0.0816374269005848,0.0721748481154422,0.0746576067361318,0.065546218487395,0.0782227927542433,-0.00476190476190476,0.077144080557124,-0.0182608695652174,0.0166666666666667,0.0923428505196461,0.0610380116959064,0.0711111111111111,0.06,-0.0312326209776468,0.0248506002161916,0.0159668885475337,0.0216171617161716,0.0977232189105053,-0.0341979062044753,-0.011025641025641,-0.00112817887011437,0.0554824561403509,-0.0242703533026114,-0.0260290985003408,-0.0132234432234432,0.107376623376623,0.106398683149042,-0.04,0.107307774058133,0.107307774058133,0.107307774058133,-0.0498341753711682,0.0291666666666667,-0.00897435897435897,-0.0619692948217538,-0.0378506002161916,-0.00476190476190476,-0.0126164858747097,-0.06,-0.0711111111111111,-0.1,-0.0762489221895162,-0.0714285714285714,-0.0792192192192192,0.0476711984773927
