"","TrCP","TGF","AXIN2","cateninmemb","TGFR","ZEB2","FOXC2","Ecadherin","Destcompl","ERK","Wnt","TCFLEF","cateninnuc","CDC42","GLI","SUFU","TWIST1","cfos","Csn","RKIP","AKT","Frizzled","DSH","MEK","SHH","ILK","SOSGRB2","SNAI2","miR200","NOTCHic","SMAD","IKK","SMO","Jagged","NOTCH","GSK3","RAS","EGR1","RAF","PI3K","DELTA","SNAI1","NFB","Csl","KLF4","Patched","FUS","HEY1","STAT","SRC","LIV1","CD44","PAK1","cMet","ZEB1"
"LIV1",0.0666666666666667,0.0826351404943498,0.105172413793103,0.108617922911245,0.0837280366692132,-0.0476711984773927,0.0673207011988984,0.082169071880398,0.0849234081053256,-0.0165659543109801,0.0816374269005848,0.0721748481154422,0.0746576067361318,0.065546218487395,0.0782227927542433,-0.00476190476190476,0.077144080557124,-0.0182608695652174,0.0166666666666667,0.0923428505196461,0.0610380116959064,0.0711111111111111,0.06,-0.0312326209776468,0.0248506002161916,0.0159668885475337,0.0216171617161716,0.0977232189105053,-0.0341979062044753,-0.011025641025641,-0.00112817887011437,0.0554824561403509,-0.0242703533026114,-0.0260290985003408,-0.0132234432234432,0.107376623376623,0.106398683149042,-0.04,0.107307774058133,0.107307774058133,0.107307774058133,-0.0498341753711682,0.0291666666666667,-0.00897435897435897,-0.0619692948217538,-0.0378506002161916,-0.00476190476190476,-0.0126164858747097,-0.06,-0.0711111111111111,-0.1,-0.0762489221895162,-0.0714285714285714,-0.0792192192192192,0.0476711984773927
"SMAD",-0.05,0.00650180098597774,0.00773540668469714,0.00968036616548907,0.00769702010948372,-0.043201711963225,0.00410649739927708,0.0141486325474225,-0.021613395764401,0.0353981352480977,-0.0119047619047619,0.00257407386292373,0.0068293930118599,-0.00291750503018109,-0.00974648852346694,-0.108333333333333,0.09696038176779,0.0447004608294931,-0.105555555555556,0.151249889880889,-0.0657796451914099,-0.0119047619047619,-0.0285714285714286,0.029628904478867,-0.0789572035969669,-0.082334834115656,0.09472049689441,0.125244336114357,-0.0726115036851303,0.032512315270936,-0.0124270706462487,-0.0657796451914099,0.0708333333333333,0.0544604105571848,0.0277504105090312,-0.0876966225086526,-0.0638216773076001,0.0285714285714286,-0.0615190457286527,-0.0615190457286527,-0.0615190457286527,-0.129855739690417,-0.0912698412698413,-0.0428571428571429,-0.0536319020811194,0.0607415902140673,-0.0958333333333333,0.0537187711517674,0.00857142857142857,-0.0080952380952381,-0.02,-0.00867990832696715,0.00714285714285714,-0.00613445378151261,0.043201711963225
"NOTCH",0,0.0814336917562724,0.0923989218328841,0.115553597644889,0.0911111111111111,-0.042512077294686,0.0636734693877551,0.0738647425014148,0.0738157543391188,-0.0533333333333333,0.0415384615384615,0.0649150849150849,0.0579763094048808,0.111111111111111,0.0506293706293706,0.1,0.104474576271186,-0.02,0.1,0.119628647214854,0.0444444444444445,0.08,0.1,-0.0319047619047619,0.0325037707390649,0.0285714285714286,-0.00526315789473684,0.0680612415906534,-0.0776623376623377,0.117142857142857,-0.0385714285714286,0.0333333333333333,-0.0166666666666667,-0.0368734968734969,0.00746543778801843,0.0877917102055033,0.0941765480895916,0,0.0927272727272727,0.0927272727272727,0.0927272727272727,-0.0343589743589744,0.0666666666666667,-0.06,-0.00917874396135266,-0.00897435897435898,0.0666666666666667,-0.114492753623188,-0.1,-0.08,0,-0.0506293706293706,-0.1,-0.0415384615384615,0.042512077294686
"SUFU",-0.1,-0.0229657310590207,-0.24104427454146,-0.0876327477912831,-0.0302635614337742,-0.0327351198235411,-0.0895931827086326,0.00744595190541341,-0.0432468226360783,0.167163411301342,0.0247863247863248,-0.0814900251014478,-0.0780629151270233,-0.0270720720720721,0.0340800050837226,0.0133333333333333,-0.00563817771460671,0.166013986013986,-0.114285714285714,0.107354185660519,-0.118903163950144,0.0305555555555556,0.025,0.170993198535385,0.00113168363168363,-0.0164004096262161,0.0682063550484603,0.21945578311727,-0.125822084618432,-0.199242424242424,0.021250294152775,-0.126285714285714,0.0158333333333333,-0.0812731739838743,-0.211940836940837,-0.0100735273831208,-0.194670448489939,0.156923076923077,-0.190556524439306,-0.190556524439306,-0.190556524439306,-0.0797923726949453,-0.126285714285714,0.206060606060606,-0.0330303873128061,-0.00537878787878788,0.00083333333333333,0.0293143908649409,0.0833333333333333,0.0777777777777778,0.05,0.0736095903188392,0.0216666666666667,0.0826321467098166,0.0327351198235411
"SRC",-0.1,-0.0807864357864358,0.12319053083429,0.186106496033528,-0.078968253968254,-0.0249101527403414,-0.0866760037348273,0.190684010978129,0.0159026118808728,0.187878787878788,0.075,0.0799180327868853,0.0779046099680933,-0.0694444444444444,0.0799180327868853,0.0333333333333333,0.0915460401667298,0.187878787878788,-0.1,0.283642880417074,-0.100854700854701,0.075,0.1,0.201086335048599,-0.0163616557734205,-0.0532894736842105,0.174285714285714,-0.0576937917298509,-0.139953154735763,-0.0557142857142857,0.0379741583688952,-0.0897435897435898,0.00666666666666667,0.037440014114326,-0.0521428571428571,0.0112554112554113,-0.08346455797019,0.233333333333333,-0.0880100125156446,-0.0880100125156446,-0.0880100125156446,-0.153980843442238,-0.0666666666666667,0.07,-0.113372093023256,0.0251851851851852,0.0333333333333333,0.0896888447533929,0,-0.075,0,-0.0799180327868853,0.0444444444444444,-0.075,0.0249101527403414
"FUS",-0.1,-0.0302635614337742,-0.245025539178463,-0.0832671270545846,-0.0270720720720721,-0.0235563758621885,-0.100263157894737,0.00682803223497057,-0.0327736700576626,0.166013986013986,0.0305555555555556,-0.0736095903188392,-0.0814900251014478,-0.0216666666666667,0.0247863247863248,0.133333333333333,-0.00213302307543145,0.156923076923077,-0.1,0.122456226476845,-0.126285714285714,0.025,0.05,0.167163411301342,0.00537878787878788,-0.0131746031746032,0.0647098515519568,0.216753080414567,-0.137346248187206,-0.206060606060606,0.0164004096262161,-0.126285714285714,-0.00083333333333333,-0.0881615350290049,-0.199242424242424,-0.0213845813676966,-0.190556524439306,0.18,-0.195360017889088,-0.195360017889088,-0.195360017889088,-0.0707634118772281,-0.114285714285714,0.206060606060606,-0.0276411657559199,0.0158333333333333,0.0133333333333333,0.0281095715878325,0.05,0.0833333333333333,0.1,0.0826321467098166,0.0133333333333333,0.0777777777777778,0.0235563758621885
"MEK",0,0.0367252362436209,0.107284499689563,0.117693934967967,0.0286960391633289,-0.0223497529092938,0.030207661242144,0.0958390989499183,0.062302042972511,-0.0160381511371974,0.0551282051282051,0.0683310060770888,0.0739072142555275,0.0352380952380952,0.074009324009324,-0.1,-0.063419815478639,-0.0096551724137931,0.0142857142857143,-0.0424148606811145,0.0157607588489941,0.0666666666666667,0.0666666666666667,-0.0993714844705307,-0.0931567555984142,-0.0978580688620852,0.0242539682539683,-0.354364522748052,0.0421994583759086,0.241025641025641,0.0982270725521221,0.0169372294372294,0.104,0.119835184205888,0.219857757813962,0.220627300414534,0.205498945498946,-0.02,0.208991008991009,0.208991008991009,0.208991008991009,0.173618912156044,0.00178571428571429,-0.233333333333333,-0.00927785748445719,0.0859672131147541,-0.1,0.0718143103508957,-0.0666666666666667,-0.0719298245614035,-0.1,-0.0792724819040608,-0.04,-0.060391363022942,0.0223497529092938
"ERK",0.0142857142857143,0.0353516098699945,0.103869865543222,0.120269831932088,0.0367252362436209,-0.0121135324368529,0.0238828749173577,0.0976585290906667,0.0746658159901735,-0.0993714844705307,0.074009324009324,0.0739072142555275,0.0696016586999719,0.0286960391633289,0.0632323816534343,-0.1,-0.0641132967546446,-0.0160381511371974,0.00178571428571429,-0.0321084539958778,0.0175956212343152,0.0551282051282051,0.0666666666666667,-0.109120788091701,-0.0868765623616992,-0.0982270725521221,0.0291083371860071,-0.35562692130531,0.0441602426896341,0.219857757813962,0.105217954011089,0.0157607588489941,0.0859672131147541,0.113509883001068,0.231215098534184,0.205640924392736,0.210889484552851,-0.0096551724137931,0.205498945498946,0.205498945498946,0.205498945498946,0.180331875119007,0.0169372294372294,-0.241025641025641,-0.0209057644612014,0.0931567555984142,-0.104,0.0721556072792234,-0.0719298245614035,-0.060391363022942,-0.0666666666666667,-0.0683310060770888,-0.0352380952380952,-0.0792724819040608,0.0121135324368529
"RKIP",0,0.0286960391633289,0.0973745897796531,0.122571983748454,0.0352380952380952,-0.0112386417981827,0.0175950486295314,0.0962033976748728,0.0790384446461511,-0.0096551724137931,0.0666666666666667,0.0792724819040608,0.0683310060770888,0.04,0.0551282051282051,-0.1,-0.0645187165775401,-0.02,0,-0.0279411764705882,0.0169372294372294,0.0666666666666667,0.1,-0.0160381511371974,-0.0859672131147541,-0.0929075738125802,0.0198095238095238,-0.357527539779682,0.0344595202954132,0.233333333333333,0.0978580688620852,0.00178571428571429,0.1,0.106720430107527,0.241025641025641,0.199251379038613,0.208991008991009,0.03,0.201298701298701,0.201298701298701,0.201298701298701,0.186439424976557,0.0142857142857143,-0.233333333333333,-0.0112386417981827,0.104,-0.1,0.0699961285327139,-0.1,-0.0666666666666667,0,-0.060391363022942,-0.0333333333333333,-0.0719298245614035,0.0112386417981827
"cateninmemb",-0.2,-0.127677771852517,-0.231456657430043,-0.18264210147352,-0.131475240206948,-0.00942098415819309,-0.116400644706886,-0.116439863767492,-0.125307040881336,0.0817619493908154,-0.16334654150353,-0.163390775062582,-0.162176956201704,-0.128060606060606,-0.160013208170197,-0.166666666666667,-0.182597874904152,0.0745454545454545,-0.18,-0.0137193999152266,-0.177017797017797,-0.165070679434565,-0.162745098039216,0.084507047430031,-0.149433261366523,0.0321159420289855,0.210194547260088,0.188573816607334,0.009602481110861,-0.211609529916638,-0.0328423342808015,-0.173121693121693,0.152083333333333,-0.161102558768463,-0.214211760399909,-0.130049585020369,-0.187276115001222,0.0745454545454545,-0.185041478129713,-0.185041478129713,-0.185041478129713,0.0157511638087902,-0.165714285714286,0.208516746411483,-0.0222222222222222,0.151008064516129,-0.133333333333333,-0.00181254197835327,0.162745098039216,0.165070679434565,0.133333333333333,0.158783054016504,0.118727272727273,0.162461983782391,0.00942098415819309
"Jagged",0,0.0911111111111111,0.0942857142857143,0.112935796597768,0.111111111111111,-0.00917874396135266,0.0657142857142857,0.0811228070175438,0.0691428571428571,-0.02,0.08,0.0506293706293706,0.0649150849150849,0.1,0.0415384615384615,0,0.096,0,0,0.123076923076923,0.0333333333333333,0.1,0,-0.0533333333333333,0.00897435897435898,-0.0333333333333333,0,0.0738813474107592,-0.0690909090909091,0.06,-0.0285714285714286,0.0666666666666667,-0.0666666666666667,-0.0183549783549784,0.117142857142857,0.0923371647509579,0.0927272727272727,0.1,0.12,0.12,0.12,-0.0666666666666667,0.1,0,-0.0222222222222222,-0.0166666666666667,0.1,-0.0666666666666667,0,-0.1,0,-0.0415384615384615,0,-0.08,0.00917874396135266
"DELTA",0,0.0911111111111111,0.0942857142857143,0.112935796597768,0.111111111111111,-0.00917874396135266,0.0657142857142857,0.0811228070175438,0.0691428571428571,-0.02,0.08,0.0506293706293706,0.0649150849150849,0.1,0.0415384615384615,0,0.096,0,0,0.123076923076923,0.0333333333333333,0.1,0,-0.0533333333333333,0.00897435897435898,-0.0333333333333333,0,0.0738813474107592,-0.0690909090909091,0.06,-0.0285714285714286,0.0666666666666667,-0.0666666666666667,-0.0183549783549784,0.117142857142857,0.0923371647509579,0.0927272727272727,0.1,0.12,0.12,0.12,-0.0666666666666667,0.1,0,-0.0222222222222222,-0.0166666666666667,0.1,-0.0666666666666667,0,-0.1,0,-0.0415384615384615,0,-0.08,0.00917874396135266
"KLF4",-0.1,-0.0452638580931264,-0.0863706776337399,-0.105976430976431,-0.0467272727272727,-0.00297213622291022,-0.0660241760211512,-0.0360908296192181,-0.0232041593093439,0.0639572192513369,0.0177382580939352,0.0166680239802229,0.00882244490176708,-0.0427272727272727,0.0108417063697973,0,0.00373856209150327,0.0345454545454546,-0.1,-0.00397856112141826,-0.0558730158730159,-0.00784313725490196,0.0333333333333333,0.0608644357461823,0.0329301075268817,0.016,0.103359062321326,0.0704403226606384,0.00337403337403337,-0.0843062200956938,-0.0102028985507246,-0.0447619047619048,-0.05,0.0126981963563673,-0.0688423025699206,-0.0412091448826252,-0.0583220211161388,0.08,-0.0664102564102564,-0.0664102564102564,-0.0664102564102564,0.0157166522650346,-0.04,0.0527272727272727,-0.0148148148148148,-0.0125,0.0333333333333333,-0.00123758594346829,-0.0333333333333333,0.00784313725490196,-0.0333333333333333,-0.0116513015721961,0.0227272727272727,-0.0177382580939352,0.00297213622291022
"HEY1",-0.1,-0.0452638580931264,-0.0863706776337399,-0.105976430976431,-0.0467272727272727,-0.00297213622291022,-0.0660241760211512,-0.0360908296192181,-0.0232041593093439,0.0639572192513369,0.0177382580939352,0.0166680239802229,0.00882244490176708,-0.0427272727272727,0.0108417063697973,0,0.00373856209150327,0.0345454545454546,-0.1,-0.00397856112141826,-0.0558730158730159,-0.00784313725490196,0.0333333333333333,0.0608644357461823,0.0329301075268817,0.016,0.103359062321326,0.0704403226606384,0.00337403337403337,-0.0843062200956938,-0.0102028985507246,-0.0447619047619048,-0.05,0.0126981963563673,-0.0688423025699206,-0.0412091448826252,-0.0583220211161388,0.08,-0.0664102564102564,-0.0664102564102564,-0.0664102564102564,0.0157166522650346,-0.04,0.0527272727272727,-0.0148148148148148,-0.0125,0.0333333333333333,-0.00123758594346829,-0.0333333333333333,0.00784313725490196,-0.0333333333333333,-0.0116513015721961,0.0227272727272727,-0.0177382580939352,0.00297213622291022
"FOXC2",-0.1,-0.0452638580931264,-0.0863706776337399,-0.105976430976431,-0.0467272727272727,-0.00297213622291022,-0.0660241760211512,-0.0360908296192181,-0.0232041593093439,0.0639572192513369,0.0177382580939352,0.0166680239802229,0.00882244490176708,-0.0427272727272727,0.0108417063697973,0,0.00373856209150327,0.0345454545454546,-0.1,-0.00397856112141826,-0.0558730158730159,-0.00784313725490196,0.0333333333333333,0.0608644357461823,0.0329301075268817,0.016,0.103359062321326,0.0704403226606384,0.00337403337403337,-0.0843062200956938,-0.0102028985507246,-0.0447619047619048,-0.05,0.0126981963563673,-0.0688423025699206,-0.0412091448826252,-0.0583220211161388,0.08,-0.0664102564102564,-0.0664102564102564,-0.0664102564102564,0.0157166522650346,-0.04,0.0527272727272727,-0.0148148148148148,-0.0125,0.0333333333333333,-0.00123758594346829,-0.0333333333333333,0.00784313725490196,-0.0333333333333333,-0.0116513015721961,0.0227272727272727,-0.0177382580939352,0.00297213622291022
"SNAI2",-0.1,-0.092009468224302,-0.139366368047779,-0.204366744366744,-0.0913883502118796,-0.00296412838263059,-0.094676001804068,-0.22982055264529,-0.082758320964672,0.0803921568627451,-0.0852954088165356,-0.0836902652626059,-0.0875722528402456,-0.0871148459383753,-0.0868996868914019,-0.1,-0.0914487938754875,0.0705882352941176,-0.133333333333333,-0.00135897435897436,-0.110909153856807,-0.0923376623376623,-0.0709090909090909,0.0817435082140964,-0.0736780345941193,0.0260898725687458,0.141683569979716,0.354835433408548,0.00446758677148407,-0.133333333333333,-0.0246544658701812,-0.104885057471264,0.0623529411764706,-0.0884665859084441,-0.129437229437229,-0.0923447248090161,-0.115868455666698,0.1,-0.119521423703228,-0.119521423703228,-0.119521423703228,0.00944342324092484,-0.108333333333333,0.117543859649123,-0.0146153846153846,0.0807202881152461,-0.08,-0.00394816154309825,0.0709090909090909,0.0923376623376623,0.08,0.0863706776337399,0.0823529411764706,0.0852954088165356,0.00296412838263059
"Destcompl",0.1,0.105505018704396,0.127477928621462,0.0109048424779558,0.113288269935924,-0.00265685799450832,0.079818118595869,-0.0114101743336914,-0.0436885482880081,-0.0664786579540678,0.0300860712294321,0.0267502344766708,0.0180301936811583,0.106446164672766,0.0139450693741446,0.0555555555555556,0.00843667662855196,-0.0801398601398601,0.1,-0.0301433466583007,0.107408312894161,0.0112741900413133,0.0373015873015873,-0.0774491220890889,0.0537960529838398,-0.0379365079365079,-0.119018717733336,-0.118140766906431,0.100709077531077,0.0825127301214258,0.0420300751879699,0.106737171954563,-0.0640284619594964,0.0190503515066701,0.10155080627373,0.0385832172020419,0.135391202045994,-0.0558974358974359,0.12612903564097,0.12612903564097,0.12612903564097,0.0178519453345011,0.11304347826087,-0.103164904034469,-0.0119977573280385,-0.0396761303532788,0.0383141762452107,0.0296204650050804,-0.0373015873015873,-0.0112741900413133,0.00555555555555556,-0.0140105084492735,-0.11265306122449,-0.0296821502403183,0.00265685799450832
"Csn",0.22,0.105413180604646,0.109963113786591,0.0257115006026958,0.108038478934001,-0.00169230769230769,0.0934446531504136,-0.00365288828301155,0.0655902966206548,-0.0805627705627706,0.0817546046253981,0.0786063373870987,0.0732545634845131,0.101628222523745,0.0717109365031274,0.0142857142857143,0.00446158641109553,-0.0948484848484848,0.12,-0.11727633174227,0.128166666666667,0.0660919540229885,0.0833333333333333,-0.0888961038961039,0.0198156300483112,0.0100841097308489,-0.127704369883547,-0.0332310016437498,0.021805264048454,0.124025974025974,-0.00417151332982058,0.124166666666667,-0.0183261183261183,0.00591392619223855,0.134602897102897,0.161056881654456,0.225058000178181,-0.0766666666666667,0.219107904208891,0.219107904208891,0.219107904208891,0.100422077499872,0.128333333333333,-0.140909090909091,-0.00769230769230769,-0.0107992366056882,0.00317460317460317,-0.018936877076412,-0.0833333333333333,-0.0660919540229885,-0.0666666666666667,-0.0715323824031759,-0.109090909090909,-0.0817546046253981,0.00169230769230769
