"","AXIN2","GSK3","cateninnuc","TCFLEF","Destcompl","Frizzled","TGFR","TGF","CDC42","PAK1","DSH","SHH","Patched","SMO","LIV1","SNAI2","FUS","HEY1","SUFU","SMAD","miR200","TrCP","AKT","SOSGRB2","EGR1","cfos","SNAI1","DELTA","ZEB2","ZEB1","Jagged","RKIP","MEK","NOTCH","NOTCHic","ERK","RAF","PI3K","RAS","Csl","KLF4","IKK","NFB","Csn","ILK","FOXC2","TWIST1","STAT","Ecadherin","SRC","Wnt","cMet","GLI","CD44","cateninmemb"
"ZEB2",-0.328019880488184,-0.324118831426851,-0.317783076270845,-0.311289569777339,-0.26589888029398,-0.235454545454545,-0.234508348794063,-0.232921047206761,-0.232467532467532,-0.223376623376623,-0.195454545454545,-0.182462781121318,-0.170644599303136,-0.153571428571429,-0.15,-0.141697218974117,-0.139285714285714,-0.12875366568915,-0.125,-0.122778037833002,-0.105846578642473,-0.1,-0.097196261682243,-0.0558974358974359,-0.0416666666666667,-0.0364035087719298,-0.0329071338935628,-0.0329004329004329,-0.0322630687086814,-0.0322630687086814,-0.0214446490040065,-0.0206280193236715,-0.0125246732093807,-0.000430432955023108,0.0132307692307692,0.0235002829654782,0.0329004329004329,0.0329004329004329,0.0339710967119961,0.0358974358974359,0.0866809633382554,0.1,0.111111111111111,0.111111111111111,0.120948769540319,0.182974358974359,0.199324978211361,0.21,0.233461209990528,0.25,0.263659673659674,0.278947368421053,0.283843159898206,0.299317738791423,0.304836091136925
"TGF",0.2413139329806,0.249734414313671,0.228773735367578,0.22303210857332,0.0870652996037649,0.142857142857143,0.111746031746032,0.00817460317460317,0.102222222222222,0.08,0.1,0.17305316091954,0.16367816091954,0.153333333333333,0,0.141784145058481,0.153333333333333,0.159703417150226,0.133333333333333,0.13494623655914,-0.0423458725182863,0.2,0.247994987468672,0.219736842105263,-0.133333333333333,-0.119047619047619,0.0837380801017165,-0.15,-0.0270512909414511,-0.0270512909414511,-0.0600454099165439,-0.0307359307359307,-0.133784461152882,-0.199195402298851,-0.223333333333333,0.113784461152882,0.15,0.15,0.157142857142857,-0.253333333333333,-0.0415967454869057,-0.269047619047619,-0.283333333333333,-0.233333333333333,-0.133333333333333,0.0155124223602484,-0.0596296296296296,-0.1,-0.162130023238346,-0.166666666666667,-0.172857142857143,-0.196666666666667,-0.186064690026954,-0.209874213836478,-0.227247516361084
"TGFR",0.258052130405492,0.256335881306336,0.231342380186002,0.228773735367578,0.0931136867005391,0.172857142857143,0.00817460317460317,0.00037318473488686,0.111746031746032,0.102222222222222,0.142857142857143,0.178137906682252,0.17305316091954,0.16367816091954,0.1,0.148265626539963,0.153333333333333,0.162688491777091,0.153333333333333,0.136013852217503,-0.0350144942191661,0.233333333333333,0.247994987468672,0.216033138401559,-0.119047619047619,-0.113784461152882,0.0899327703672032,-0.157142857142857,-0.0130890267905077,-0.0130890267905077,-0.0535236707861092,-0.0121645021645022,-0.142003639235074,-0.194159431075829,-0.199195402298851,0.133784461152882,0.157142857142857,0.157142857142857,0.15421888053467,-0.223333333333333,-0.0290967454869057,-0.247994987468672,-0.269047619047619,-0.283333333333333,-0.13494623655914,0.0281761778187637,-0.0592737577435086,-0.166666666666667,-0.155997144192349,-0.196666666666667,-0.186064690026954,-0.209874213836478,-0.198322754543083,-0.22303210857332,-0.227940357007735
"SOSGRB2",-0.203637238723872,0.0398434446961796,-0.187177549826849,-0.183162253459736,-0.296658635920381,-0.142857142857143,-0.0172527472527473,-0.0207988465435274,-0.00571428571428572,0.0142857142857143,-0.1,-0.0371569243662267,-0.0301801801801802,-0.0166666666666667,0,0.102969890395797,0,0.109090909090909,0,-0.00736596736596737,-0.00139256792552789,0.3,0.27609649122807,-0.00194444444444445,0.0476190476190476,0.0142857142857143,-0.0141769722814499,-0.228248587570621,-0.00110275689223058,-0.00110275689223058,-0.0536509476324017,-0.0598318713450292,0.016988416988417,-0.316152861223284,-0.306293706293706,-0.016988416988417,0.228248587570621,0.228248587570621,0.225684485006519,-0.290909090909091,0.00175438596491228,-0.271929824561404,-0.266666666666667,-0.3,0.00666666666666667,0.00263736263736264,0.0194492753623188,0.1,0.102049821457112,0.142857142857143,0.167857142857143,0.164596273291925,0.178002070393375,0.174741200828157,0.169892515892516
"miR200",-0.335161670050996,-0.214870684403088,-0.310029156250387,-0.307453398674629,-0.30785176096073,-0.268,-0.0461812144212524,-0.0455998190724152,-0.0477941176470588,-0.0458333333333333,-0.24,-0.0659213905705375,-0.0572257383966245,-0.0458333333333333,-0.2,-0.255908645029169,-0.0325,-0.00169491525423729,-0.02,-0.00729900983181423,-0.0275137431284358,0,0.0281203007518797,0.0272856221792392,0.0142857142857143,0.0242857142857143,-0.0907505457505458,-0.132005357826253,0.0534856630824373,0.0534856630824373,-0.101608279389435,-0.0691410100553184,0.0454050711193568,-0.101236258384125,-0.0938916256157635,-0.0379220779220779,0.132005357826253,0.132005357826253,0.13175598126765,-0.0800985221674877,0.067512077294686,-0.0281203007518797,-0.0252631578947368,-0.02,0.00635857096034087,-0.00190248775614629,0.15064424328228,0.24,0.21119068348023,0.270434782608696,0.28630985915493,0.288744641763625,0.298397771242842,0.301104192325423,0.284236772396985
"GSK3",-0.445128453348841,-0.361270774560669,-0.411419136684717,-0.409642820895244,-0.423290913493918,-0.368609022556391,-0.135904660909963,-0.133340558345861,-0.138343685300207,-0.137391304347826,-0.332894736842105,-0.145343891095243,-0.135774513104812,-0.120437089791929,-0.275,-0.214326845567701,-0.101082251082251,-0.031623477906564,-0.0772727272727273,-0.0471417499651158,0.0202098708650281,0.0466666666666667,0.0609055408193339,-0.00935732824558689,0.0474509803921569,0.0548583877995643,-0.137379748663874,-0.0391131625011833,0.0675169985391798,0.0675169985391798,-0.157151044278043,-0.0918662916031337,0.077098647539824,-0.19231386260798,-0.184781395075513,-0.0691441020852785,0.0391131625011833,0.0391131625011833,0.0391131625011833,-0.168697478991597,0.0882119393373595,-0.0626149425287356,-0.0591666666666667,-0.0466666666666667,0.0463921247777095,0.0611862963637749,0.173303224360003,0.332894736842105,0.229170123419115,0.368609022556391,0.390177650007371,0.390463327192153,0.402441800950768,0.403320470049295,0.320228202500173
"DSH",-0.425798164155538,-0.25045546674037,-0.409642820895244,-0.403320470049295,-0.416351850443548,-0.332894736842105,-0.138343685300207,-0.135904660909963,-0.137391304347826,-0.12,-0.275,-0.135774513104812,-0.120437089791929,-0.101082251082251,-0.2,-0.206475249364077,-0.0772727272727273,-0.0312774571453183,-0.05,-0.0463921247777095,0.0268921686375955,0.0666666666666667,0.0626149425287356,-0.0163340724316334,0.0533333333333333,0.0474509803921569,-0.127080745341615,-0.0399534986356371,0.0804441902182288,0.0804441902182288,-0.150289730409429,-0.0785830835830836,0.0691441020852785,-0.184781395075513,-0.168697478991597,-0.0548583877995643,0.0399534986356371,0.0399534986356371,0.0391131625011833,-0.139285714285714,0.104242473688505,-0.0591666666666667,-0.0466666666666667,-0.0466666666666667,0.0437506153437473,0.0696392469219887,0.173687347279337,0.275,0.236644604815229,0.332894736842105,0.368609022556391,0.368609022556391,0.390177650007371,0.390463327192153,0.321200793127936
"RAF",0.199789029535865,0.0619385342789598,0.17388958971924,0.173635136793031,0.321864425212594,0.133333333333333,-0.108571428571429,-0.105767690253672,-0.113333333333333,-0.133333333333333,0.1,-0.0598032786885246,-0.068,-0.08,0,-0.212885411202425,-0.1,-0.11831204026326,-0.1,-0.0942055694658041,0.0400484757307925,-0.2,-0.201244588744589,-0.115047619047619,0.03,0.03,0.228096577718297,0.0347402597402597,0.080988043998087,0.080988043998087,0.155188374161209,0.228851540616246,0.0286793837123991,0.240831390831391,0.229292929292929,-0.026551724137931,-0.0347402597402597,-0.0347402597402597,-0.0321761571761572,0.211111111111111,0.074988043998087,0.198214285714286,0.185714285714286,0.2,0.0971758664955071,0.129089301503095,0.0567944147355912,-0.1,-0.0779265575345011,-0.133333333333333,-0.163333333333333,-0.159649122807018,-0.171025641025641,-0.167341430499325,-0.156540742423095
"MEK",0.209698939445775,0.067098239438665,0.173517842507344,0.17388958971924,0.32437488546364,0.163333333333333,-0.105767690253672,-0.110147252297467,-0.108571428571429,-0.113333333333333,0.133333333333333,-0.0552281152898318,-0.0598032786885246,-0.068,0.1,-0.209965703173228,-0.08,-0.116493858445078,-0.1,-0.0930985583956934,0.0446924385790897,-0.2,-0.200068118156353,-0.117269841269841,0.03,0.026551724137931,0.229378629000348,0.0321761571761572,0.088924551934595,0.088924551934595,0.157647390554652,0.238062066932036,-0.0746539496209342,0.243021171853289,0.240831390831391,-0.0286793837123991,-0.0321761571761572,-0.0321761571761572,-0.0324936174936175,0.229292929292929,0.078909612625538,0.201244588744589,0.198214285714286,0.185714285714286,0.0942055694658041,0.136296508710302,0.058625916567093,-0.133333333333333,-0.0733728234725704,-0.159649122807018,-0.171025641025641,-0.167341430499325,-0.177319347319347,-0.173635136793031,-0.154101718032851
"Frizzled",-0.394996476391825,-0.23444618599791,-0.403320470049295,-0.390463327192153,-0.404710629069502,-0.275,-0.137391304347826,-0.138343685300207,-0.12,-0.1,-0.1,-0.120437089791929,-0.101082251082251,-0.0772727272727273,-0.1,-0.193553247035788,-0.05,-0.0277686852154937,0,-0.0437506153437473,0.0360385101010101,0.1,0.0591666666666667,-0.0212121212121212,0.0333333333333333,0.0533333333333333,-0.11055900621118,-0.0391660970608339,0.0993418280135044,0.0993418280135044,-0.139437017231135,-0.0569047619047619,0.0548583877995643,-0.168697478991597,-0.139285714285714,-0.0474509803921569,0.0391660970608339,0.0391660970608339,0.0399534986356371,-0.114285714285714,0.122689075630252,-0.0466666666666667,-0.0466666666666667,-0.0666666666666667,0.0390777181474856,0.0813275586103003,0.172268907563025,0.2,0.244809661882833,0.275,0.332894736842105,0.332894736842105,0.368609022556391,0.368609022556391,0.318020581113801
"SNAI1",-0.521892865321623,-0.286605042647122,-0.499254532203923,-0.494246788270005,-0.454862627696489,-0.423001949317739,-0.291008862561418,-0.290202410948515,-0.289915966386555,-0.289915966386555,-0.37037037037037,-0.183947818502887,-0.167831313648518,-0.144831313648518,-0.3,-0.15548300330469,-0.116436251920123,-0.0454530612844838,-0.080952380952381,-0.0560573413721848,0.0444481109202308,-0.0333333333333333,0.00103557504873294,-0.072524233555431,0.0217391304347826,0.0471628592483419,-0.162216511827187,-0.092084426280983,0.104283176098213,0.104283176098213,-0.19436713079915,-0.0370726244713161,0.0748100939269667,-0.15854526425955,-0.143443223443223,-0.0644961925816753,0.092084426280983,0.092084426280983,0.092084426280983,-0.122564102564103,0.133608079746888,-0.0003411306042885,-0.00219298245614035,0.00833333333333333,0.0542123229220003,0.20311616834653,0.27908981598112,0.37037037037037,0.348023680181983,0.424424424424424,0.457636095659202,0.46006798878086,0.479756753794486,0.482660581373453,0.467924139131499
"TrCP",-0.490657434086191,-0.267001082251082,-0.494246788270005,-0.482660581373453,-0.442910873310524,-0.37037037037037,-0.289915966386555,-0.291008862561418,-0.289915966386555,-0.276190476190476,-0.3,-0.167831313648518,-0.144831313648518,-0.116436251920123,-0.2,-0.142174253723732,-0.080952380952381,-0.0460482993797219,-0.0476190476190476,-0.0542123229220003,0.0541503203342558,-0.0333333333333333,0.0003411306042885,-0.0819581958195819,0,0.0217391304347826,-0.0438891096919555,-0.0879935171900739,0.12285636183007,0.12285636183007,-0.181425954328562,-0.0190809926721529,0.0644961925816753,-0.143443223443223,-0.122564102564103,-0.0471628592483419,0.0879935171900739,0.0879935171900739,0.092084426280983,-0.0871794871794872,0.15448035389019,-0.00219298245614035,0.00833333333333333,0.0333333333333333,0.0503413551800648,0.213154287787445,0.277346226237531,0.3,0.35801327435472,0.37037037037037,0.423001949317739,0.424424424424424,0.457636095659202,0.46006798878086,0.467336919787803
"PAK1",-0.490657434086191,-0.267001082251082,-0.494246788270005,-0.482660581373453,-0.442910873310524,-0.37037037037037,-0.289915966386555,-0.291008862561418,-0.289915966386555,-0.276190476190476,-0.3,-0.167831313648518,-0.144831313648518,-0.116436251920123,-0.2,-0.142174253723732,-0.080952380952381,-0.0460482993797219,-0.0476190476190476,-0.0542123229220003,0.0541503203342558,-0.0333333333333333,0.0003411306042885,-0.0819581958195819,0,0.0217391304347826,-0.0438891096919555,-0.0879935171900739,0.12285636183007,0.12285636183007,-0.181425954328562,-0.0190809926721529,0.0644961925816753,-0.143443223443223,-0.122564102564103,-0.0471628592483419,0.0879935171900739,0.0879935171900739,0.092084426280983,-0.0871794871794872,0.15448035389019,-0.00219298245614035,0.00833333333333333,0.0333333333333333,0.0503413551800648,0.213154287787445,0.277346226237531,0.3,0.35801327435472,0.37037037037037,0.423001949317739,0.424424424424424,0.457636095659202,0.46006798878086,0.467336919787803
"LIV1",-0.490657434086191,-0.267001082251082,-0.494246788270005,-0.482660581373453,-0.442910873310524,-0.37037037037037,-0.289915966386555,-0.291008862561418,-0.289915966386555,-0.276190476190476,-0.3,-0.167831313648518,-0.144831313648518,-0.116436251920123,-0.2,-0.142174253723732,-0.080952380952381,-0.0460482993797219,-0.0476190476190476,-0.0542123229220003,0.0541503203342558,-0.0333333333333333,0.0003411306042885,-0.0819581958195819,0,0.0217391304347826,-0.0438891096919555,-0.0879935171900739,0.12285636183007,0.12285636183007,-0.181425954328562,-0.0190809926721529,0.0644961925816753,-0.143443223443223,-0.122564102564103,-0.0471628592483419,0.0879935171900739,0.0879935171900739,0.092084426280983,-0.0871794871794872,0.15448035389019,-0.00219298245614035,0.00833333333333333,0.0333333333333333,0.0503413551800648,0.213154287787445,0.277346226237531,0.3,0.35801327435472,0.37037037037037,0.423001949317739,0.424424424424424,0.457636095659202,0.46006798878086,0.467336919787803
"EGR1",-0.490657434086191,-0.267001082251082,-0.494246788270005,-0.482660581373453,-0.442910873310524,-0.37037037037037,-0.289915966386555,-0.291008862561418,-0.289915966386555,-0.276190476190476,-0.3,-0.167831313648518,-0.144831313648518,-0.116436251920123,-0.2,-0.142174253723732,-0.080952380952381,-0.0460482993797219,-0.0476190476190476,-0.0542123229220003,0.0541503203342558,-0.0333333333333333,0.0003411306042885,-0.0819581958195819,0,0.0217391304347826,-0.0438891096919555,-0.0879935171900739,0.12285636183007,0.12285636183007,-0.181425954328562,-0.0190809926721529,0.0644961925816753,-0.143443223443223,-0.122564102564103,-0.0471628592483419,0.0879935171900739,0.0879935171900739,0.092084426280983,-0.0871794871794872,0.15448035389019,-0.00219298245614035,0.00833333333333333,0.0333333333333333,0.0503413551800648,0.213154287787445,0.277346226237531,0.3,0.35801327435472,0.37037037037037,0.423001949317739,0.424424424424424,0.457636095659202,0.46006798878086,0.467336919787803
"AKT",-0.372703799209214,-0.132233044733045,-0.353946347780245,-0.348869424703321,-0.396204336474382,-0.294685990338164,-0.0599727403156384,-0.0590663959047623,-0.0624117647058824,-0.0544117647058824,-0.255555555555556,-0.11029689608637,-0.0987179487179487,-0.0820512820512821,-0.2,-0.21301652347014,-0.0666666666666667,-0.0262760877574827,-0.05,-0.0385835303818497,0.0508676906941131,0.166666666666667,0.0792312262900498,-0.00102564102564103,0.0333333333333333,0.0274509803921569,-0.0579247333309118,-0.0607099567099567,0.130016958493709,0.130016958493709,-0.125539096084582,-0.0389140271493213,0.0503187952915136,-0.177187859347576,-0.167431761786601,-0.0389263902282224,0.0607099567099567,0.0607099567099567,0.0614328482762218,-0.148076923076923,0.147357174988754,-0.180241327300151,-0.172549019607843,-0.166666666666667,0.0375734293717487,0.0123278929029892,0.0781666550935548,0.255555555555556,0.165754415917671,0.294685990338164,0.32083983649201,0.32083983649201,0.3381582722462,0.338353960785796,0.249285186222907
"PI3K",-0.349238095238095,-0.119733044733045,-0.348869424703321,-0.338353960785796,-0.386692343091421,-0.255555555555556,-0.0624117647058824,-0.0599727403156384,-0.0544117647058824,-0.025,-0.2,-0.0987179487179487,-0.0820512820512821,-0.0666666666666667,-0.1,-0.20266476467617,-0.05,-0.0240204486597383,0,-0.0375734293717487,0.0567500436352896,0.2,0.180241327300151,-0.00769230769230769,0.0333333333333333,0.0333333333333333,-0.04664653784219,-0.0607099567099567,0.143030657123846,0.143030657123846,-0.116929824561404,-0.024628312863607,0.0389263902282224,-0.167431761786601,-0.148076923076923,-0.0274509803921569,0.0607099567099567,0.0607099567099567,0.0607099567099567,-0.125,0.16359649122807,-0.172549019607843,-0.166666666666667,-0.166666666666667,0.0335734293717487,0.0198466898954704,0.0754143615155732,0.2,0.171815021978278,0.255555555555556,0.294685990338164,0.294685990338164,0.32083983649201,0.32083983649201,0.246736766243295
"cfos",-0.444745484400657,-0.240091991341991,-0.482660581373453,-0.46006798878086,-0.422610121430825,-0.3,-0.289915966386555,-0.289915966386555,-0.276190476190476,-0.242857142857143,-0.2,-0.144831313648518,-0.116436251920123,-0.080952380952381,-0.1,-0.120836098208361,-0.0476190476190476,-0.0445777111444278,-0.0333333333333333,-0.0503413551800648,0.0668406756642051,0,0.00219298245614035,-0.0888888888888889,0.12,0,-0.0197840977587813,-0.0831154684095861,0.1476152042738,0.1476152042738,-0.161180555555556,0.00578088578088577,0.0471628592483419,-0.122564102564103,-0.0871794871794872,-0.0217391304347826,0.0831154684095861,0.0831154684095861,0.0879935171900739,-0.0333333333333333,0.182349206349206,0.00833333333333333,0.0333333333333333,0.0333333333333333,0.0455026455026455,0.225568080890893,0.271367965367965,0.2,0.368463101344339,0.3,0.37037037037037,0.37037037037037,0.423001949317739,0.424424424424424,0.460377212828096
"CDC42",-0.444745484400657,-0.240091991341991,-0.482660581373453,-0.46006798878086,-0.422610121430825,-0.3,-0.289915966386555,-0.289915966386555,-0.276190476190476,-0.142857142857143,-0.2,-0.144831313648518,-0.116436251920123,-0.080952380952381,-0.1,-0.120836098208361,-0.0476190476190476,-0.0445777111444278,-0.0333333333333333,-0.0503413551800648,0.0668406756642051,0,0.00219298245614035,-0.0888888888888889,0.02,0,-0.0197840977587813,-0.0831154684095861,0.1476152042738,0.1476152042738,-0.161180555555556,0.00578088578088577,0.0471628592483419,-0.122564102564103,-0.0871794871794872,-0.0217391304347826,0.0831154684095861,0.0831154684095861,0.0879935171900739,-0.0333333333333333,0.182349206349206,0.00833333333333333,0.0333333333333333,0.0333333333333333,0.0455026455026455,0.225568080890893,0.271367965367965,0.2,0.368463101344339,0.3,0.37037037037037,0.37037037037037,0.423001949317739,0.424424424424424,0.460377212828096
"RAS",-0.154123847167325,-0.10031007751938,-0.158406877631688,-0.147925291229421,-0.142518810542066,-0.1,-0.185882352941176,-0.188852649970879,-0.18,-0.14,-0.1,-0.122361581920904,-0.120666666666667,-0.116666666666667,0,-0.279447572519286,-0.1,-0.0134387351778656,-0.1,-0.11317254174397,0.1276,0.1,-0.0322222222222222,-0.138528138528139,0.04,0.04,0.150265486725664,-0.0407692307692308,0.17869293078056,0.17869293078056,0.0579578158880347,0.240672955974843,0.0433023735810114,-0.00714995034756703,-0.00526315789473684,-0.0452631578947368,0.0407692307692308,0.0407692307692308,-0.0515384615384615,0,0.181785714285714,0.0266666666666667,0.0333333333333333,0,0.109090909090909,0.18,0.100741953082379,0.1,0.0661879964985555,0.1,0.117647058823529,0.117647058823529,0.130147058823529,0.132540675844806,0.0923326081170024
"TCFLEF",0.688467887667888,0.306679616535425,0.23255960129477,0.236081938064529,0.374841402866851,0.316078431372549,-0.18040336827557,-0.182058997414643,-0.175730471079308,-0.164102564102564,0.296078431372549,0.230749860997239,0.228909370199693,0.217619047619048,0.266666666666667,-0.00745394180302696,0.203333333333333,-0.00527459003393916,0.183333333333333,0.0466833785895877,0.163910099271545,-0.0857142857142857,-0.0650497440848072,-0.0680921234454169,-0.194285714285714,-0.206480836236934,0.290508914609333,0.099317840532642,0.296806485911749,0.296806485911749,0.184482599409898,0.164038205446113,-0.218997843039655,0.2478323225679,0.246835644827036,0.216957026713124,-0.099317840532642,-0.099317840532642,-0.09944924657732,0.24095329188586,0.184702062643239,0.0693975701717637,0.0726233766233766,0.0766233766233766,-0.0476394015341384,0.22427486088951,-0.0487134989840884,-0.304166666666667,-0.0466720843931599,-0.324166666666667,-0.325480140774258,-0.333568376068376,-0.32858573083637,-0.337341960974036,-0.194053436947417
"Destcompl",0.293152351706277,0.296053453790186,0.213783133248786,0.221075331107022,0.182721780820983,0.251522070015221,-0.142999740731138,-0.146842105263158,-0.13615763546798,-0.128571428571429,0.261111111111111,0.139043340164001,0.144265777301332,0.147892720306513,0.261111111111111,0.270824311386034,0.147892720306513,-0.0261275476660092,0.144444444444444,-0.022406015037594,0.184081526185449,0.1,0.091772693114975,-0.13598990006757,-0.041025641025641,-0.0470862470862471,0.311516309009947,-0.102448772842202,0.301111037692906,0.301111037692906,0.22876206792501,0.299363966289016,-0.0455229905323286,0.0547296041358079,0.0609420289855072,0.0476326951736788,0.102448772842202,0.102448772842202,0.104960546782547,0.0663768115942029,0.28928328499741,-0.0884169884169884,-0.0857142857142857,-0.0857142857142857,0.0215873015873016,0.216848322060018,0.0384333735615482,-0.261111111111111,0.177047141661741,-0.251522070015221,-0.24063098090631,-0.241074308821191,-0.229684784245827,-0.230253413298803,-0.131776437983708
"cateninnuc",0.470507131806534,0.354590491669307,0.183924724918883,0.28991754458196,0.358155590669531,0.301021809240987,-0.0228020714917267,-0.0282605867755695,-0.0170549450549451,-0.00628571428571429,0.294172494172494,0.264853509630668,0.264635644706921,0.261530054644809,0.278787878787879,0.370009143948532,0.253333333333333,-0.00717969363312466,0.233333333333333,0.0251240134732631,0.183349460710177,-0.0333333333333333,-0.0175198863636364,-0.0822887425687182,-0.171014492753623,-0.172601794340925,0.327111474304506,0.0210924660924661,0.305779611034574,0.305779611034574,0.265002433375303,0.292375933413154,-0.179041232269156,0.285142417473911,0.287415144746639,0.177665085480165,-0.0210924660924661,-0.0210924660924661,-0.0182305132305132,0.286252354048964,0.239950421267147,0.0198636363636364,0.0238636363636364,0.0208333333333333,-0.0268975468975469,0.100701402422714,-0.0836521597007591,-0.294172494172494,0.110193199404525,-0.302505827505828,-0.298847896197509,-0.300331914462349,-0.294104813193556,-0.29596683509727,-0.150024295575262
"HEY1",0.51664758836499,0.397880924190153,0.470507131806534,0.471378862815251,0.414028774746866,0.419607843137255,0.0984242424242424,0.0920827790096083,0.0970909090909091,0.109090909090909,0.366666666666667,0.397379032258064,0.38125,0.35,0.3,0.425510725833307,0.3,0.006585179526356,0.2,0.0454492753623188,0.212047212047212,-0.1,-0.115238095238095,-0.113965122927387,-0.12,-0.165454545454545,0.359962157921455,0.127307692307692,0.323039215686275,0.323039215686275,0.428094134750806,0.310348381776953,-0.190318099123436,0.339909238889163,0.326507177033493,0.183101604278075,-0.127307692307692,-0.127307692307692,-0.124366515837104,0.305454545454545,0.248148148148148,0.115238095238095,0.12,0.1,-0.044,0.0250179247608165,-0.233912854030501,-0.366666666666667,-0.138169337859203,-0.419607843137255,-0.44984040127679,-0.44984040127679,-0.4653576426561,-0.466362140407225,-0.429830916599209
"AXIN2",0.665769034820385,0.374612851806216,0.283857064200873,0.293152351706277,0.365995707686436,0.311627906976744,-0.162877335299902,-0.170468094375809,-0.154027777777778,-0.142916666666667,0.3,0.185188554614784,0.186172161172161,0.182600732600733,0.266666666666667,0.32742781985333,0.173076923076923,-0.0223974771642114,0.15,-0.0211582700713136,0.226804428685954,0.133333333333333,0.13975845410628,-0.171416549789621,-0.0266666666666667,-0.0339837398373984,0.373577084909815,-0.154820020217944,0.34983453461077,0.34983453461077,0.280955789216659,0.354364783961558,-0.0432844166018199,0.059795265190002,0.0611466165413534,0.0405257959121647,0.154820020217944,0.154820020217944,0.15875702809196,0.0557894736842105,0.330326588322555,-0.138647342995169,-0.140096618357488,-0.144444444444444,0.0199677938808374,0.256929838311571,0.0285866959024498,-0.3,0.188583825531349,-0.311627906976744,-0.30990376904571,-0.30990376904571,-0.302356599234389,-0.302648248540978,-0.181770928604865
