"","GSK3","PAK1","FOXC2","ZEB2","ZEB1","TGF","TGFR","AXIN2","CDC42","cateninmemb","cMet","Destcompl","TCFLEF","cateninnuc","CD44","SOSGRB2","Wnt","SUFU","Ecadherin","GLI","TWIST1","SNAI1","SHH","SMAD","ILK","HEY1","ERK","RKIP","AKT","MEK","Patched","EGR1","FUS","RAF","PI3K","DELTA","RAS","Csl","IKK","Jagged","NOTCH","miR200","NOTCHic","cfos","NFB","KLF4","SMO","DSH","STAT","Frizzled","SRC","LIV1","Csn","SNAI2","TrCP"
"TWIST1",0.137662838607872,0.144242424242424,0.279280453230191,-0.21469100679627,-0.21469100679627,0.149248119003244,0.146742424242424,0.318989129150419,0.144242424242424,0.39746913418452,0.266261398176292,0.162507435645011,0.299188204943944,0.308676416559816,0.284333687332918,0.26287234250621,0.267067669172932,-0.0333333333333333,0.460475341572079,0.284667669172932,0.145543569067597,0.246306000553472,-0.146603774433722,1.93713065000271e-05,0.00232960232960234,0.00838144905941517,0.0396872616323417,0.227903680077593,0.10462531818464,0.0362046745676651,-0.139214611872146,-0.0466666666666667,-0.0666666666666667,-0.0472792473298482,-0.0472792473298482,-0.0472792473298482,-0.0531011651380674,-0.0733333333333333,0.102930402930403,-0.177716784293708,-0.118253507498791,-0.0827631624917025,0.104102564102564,-0.0423188405797102,-0.107692307692308,0.215155305399208,0.118666666666667,-0.20952380952381,-0.20952380952381,-0.242857142857143,-0.242857142857143,-0.166666666666667,-0.1,-0.545303331478305,-0.1
"SUFU",0.0578413642417306,0.015,0.188472076486244,-0.165791492922909,-0.165791492922909,0.0325359231824044,0.0295773433007476,0.396957344193562,0.0285135135135135,0.295530507914331,0.252901833872708,0.0809613998390812,0.267694249694872,0.272655886523516,0.261172510564437,-0.030437983069562,0.344337606837607,-0.32,0.219756953453201,0.351400803863629,0.0713425051326492,0.12333447438415,-0.354584747084747,-0.124582102030511,-0.113727598566308,-0.133902835421955,-0.179622216863596,0.113562428407789,0.0410528800059001,-0.183452004097639,-0.341843434343434,0.172307692307692,-0.3575,-0.0816582168719876,-0.0816582168719876,-0.0816582168719876,-0.0841898624416078,-0.316969696969697,0.0336703296703297,-0.26304556460582,-0.3201443001443,0.00283811809859972,0.316969696969697,0.169277389277389,-0.0182857142857143,0.182738621118419,0.340833333333333,-0.3125,-0.22,-0.334722222222222,-0.242222222222222,-0.2,-0.0142857142857143,-0.353314497274079,0
"FUS",0.0557848089718077,0.00666666666666668,0.182268602540835,-0.16482530934803,-0.16482530934803,0.0295773433007476,0.0285135135135135,0.385481934357497,0.015,0.286662840792912,0.242222222222222,0.0784627289193577,0.261172510564437,0.267694249694872,0.252901833872708,-0.0437246963562753,0.334722222222222,-0.2,0.211312051290482,0.344337606837607,0.0711363195656389,0.127252702663536,-0.341843434343434,-0.113727598566308,-0.0988888888888889,-0.115830546265329,-0.169277389277389,0.104990999836361,0.0336703296703297,-0.179622216863596,-0.340833333333333,0.18,-0.32,-0.0777280858676208,-0.0777280858676208,-0.0777280858676208,-0.0816582168719876,-0.296969696969697,0.0182857142857143,-0.252356728501307,-0.316969696969697,-0.00422507892742258,0.316969696969697,0.172307692307692,-0.0142857142857143,0.162978142076503,0.3575,-0.3,-0.2,-0.3125,-0.22,-0.1,0,-0.345865584947118,-0.1
"Ecadherin",0.166114061363005,0.0449090909090909,0.258729114974676,-0.164055091729882,-0.164055091729882,0.0495520877188058,0.0457546193643755,0.465483399738354,0.0462424242424242,0.597503307442332,0.396626420032118,0.181084479729256,0.429185760631959,0.438522828792556,0.41635886150369,0.188526526436159,0.395546959762253,-0.233333333333333,0.500076309223257,0.414880293095586,0.2631146407663,0.183925209894295,-0.361714715096097,-0.102666947397972,-0.0985507246376812,-0.11643664665378,-0.13806604553724,0.157885782845654,0.116729196729197,-0.139242516125475,-0.351478494623656,0.129090909090909,-0.3,-0.162737556561086,-0.162737556561086,-0.162737556561086,-0.167206830304103,-0.302296650717703,0.111534391534392,-0.40947980555177,-0.337700782093935,-0.048784205655714,0.323946135253786,0.134973262032086,-0.115238095238095,0.174261603375527,0.3375,-0.341176470588235,-0.341176470588235,-0.37140902872777,-0.37140902872777,-0.3,-0.12,-0.476094347282605,-0.1
"cateninmemb",0.166114061363005,0.0449090909090909,0.258729114974676,-0.164055091729882,-0.164055091729882,0.0495520877188058,0.0457546193643755,0.465483399738354,0.0462424242424242,0.503303790533789,0.396626420032118,0.181084479729256,0.429185760631959,0.438522828792556,0.41635886150369,0.188526526436159,0.395546959762253,-0.233333333333333,0.501440918399725,0.414880293095586,0.2631146407663,0.183925209894295,-0.361714715096097,-0.102666947397972,-0.0985507246376812,-0.11643664665378,-0.13806604553724,0.157885782845654,0.116729196729197,-0.139242516125475,-0.351478494623656,0.129090909090909,-0.3,-0.162737556561086,-0.162737556561086,-0.162737556561086,-0.167206830304103,-0.302296650717703,0.111534391534392,-0.40947980555177,-0.337700782093935,-0.048784205655714,0.323946135253786,0.134973262032086,-0.115238095238095,0.174261603375527,0.3375,-0.341176470588235,-0.341176470588235,-0.37140902872777,-0.37140902872777,-0.3,-0.12,-0.476094347282605,-0.1
"SRC",-0.0358441558441558,0.0888888888888889,0.0834593837535014,-0.162810721772986,-0.162810721772986,0.0965620490620491,0.100198412698413,-0.156449487866038,0.0763888888888889,-0.139110911540189,-0.11,-0.0647376174550088,-0.115297880847661,-0.118206158252583,-0.111639344262295,0.0971428571428571,-0.11,-0.0333333333333333,-0.0484787652434711,-0.111639344262295,-0.123848680055577,0.179103956568566,-0.00599128540305011,-0.0473328591749644,-0.0320175438596491,0.00241641840450182,0.0535353535353535,0.276148582600195,-0.17008547008547,0.0441013912712026,-0.0148148148148148,-0.0333333333333333,-0.0333333333333333,0.237363370880267,0.237363370880267,0.237363370880267,0.234333067849964,0.12,-0.175641025641026,0.0025358739120207,0.133095238095238,0.00952422778509735,-0.115238095238095,-0.0424242424242424,0.183333333333333,0.0468346253229974,0.0333333333333333,0.1,0.2,0.1,0.1,0.2,0.15,0.0849008230918377,0.1
"NFB",0.14944300797242,0.1,0.189833451188033,-0.158058537147466,-0.158058537147466,0.115877100115075,0.113345454545455,0.280820668693009,0.104545454545455,0.315355322157839,0.235641025641026,0.0461458693104531,0.254678428201277,0.264952938005199,0.247505432420687,0.22984741264927,0.235641025641026,0,0.325246677115477,0.248000576202823,0.168043884220355,0.152925511520095,-0.0483321792918802,-0.00979701129964297,0.00618811881188119,0.00382389798024473,0.0125079365079365,0.14524309934146,-0.0282325182325182,0.0013968253968254,-0.0254406130268199,-0.0142857142857143,-0.04,0.0510944675920009,0.0510944675920009,0.0510944675920009,0.0510944675920009,0.0125541125541126,-0.046010296010296,-0.134062028727533,0.00188334962528511,0.0180300228691139,-0.0141414141414141,-0.0102857142857143,0.0595238095238095,0.156043956043956,0.0288888888888889,-0.183333333333333,-0.183333333333333,-0.206410256410256,-0.206410256410256,-0.15,0.142857142857143,-0.438355975125693,0.1
"TGF",0.0726089522567018,0.04,0.00649068322981367,-0.157617825855812,-0.157617825855812,-0.0232936507936508,0.0749206349206349,0.192416225749559,0.0511111111111111,0.197893997652992,0.143333333333333,0.090266696132959,0.168035418735518,0.172341638831212,0.164088050314465,0.265789473684211,0.152857142857143,0.0666666666666667,0.175935560537064,0.173611859838275,-0.15,0.217209154481882,0.0345761494252874,0.0457282502443793,0.0812121212121212,0.113023855577047,0.175689223057644,0.221645021645022,-0.0177318295739348,0.155689223057644,0.0377011494252874,-0.166666666666667,0.00666666666666668,0.0648809523809524,0.0648809523809524,0.0648809523809524,0.0577380952380953,0.106666666666667,-0.044047619047619,0.00770741286205204,0.12735632183908,-0.00711156659432521,-0.106666666666667,-0.180952380952381,0.0583333333333333,0.13579964403763,-0.00666666666666668,-0.1,-0.1,-0.142857142857143,-0.133333333333333,0,0.0333333333333333,-0.0888227549075886,0
"KLF4",0.160816048117972,0.0409090909090909,0.247516300329367,-0.157420020639835,-0.157420020639835,0.0457546193643755,0.0462424242424242,0.441772059532169,0.0449090909090909,0.582631512570537,0.37140902872777,0.177170220642583,0.41635886150369,0.429185760631959,0.396626420032118,0.180631789594054,0.37140902872777,-0.2,0.585762774656558,0.395546959762253,0.256596949891068,0.176330273185434,-0.351478494623656,-0.0985507246376812,-0.1,-0.114423223834989,-0.134973262032086,0.150020614306329,0.111534391534392,-0.13806604553724,-0.3375,0.12,-0.233333333333333,-0.155384615384615,-0.155384615384615,-0.155384615384615,-0.162737556561086,-0.265454545454545,0.115238095238095,-0.3964363272909,-0.323946135253786,-0.0474806674806675,0.302296650717703,0.129090909090909,-0.12,0.166666666666667,0.3,-0.3,-0.3,-0.341176470588235,-0.341176470588235,-0.233333333333333,-0.1,-0.46062174041927,-0.1
"HEY1",0.160816048117972,0.0409090909090909,0.247516300329367,-0.157420020639835,-0.157420020639835,0.0457546193643755,0.0462424242424242,0.441772059532169,0.0449090909090909,0.582631512570537,0.37140902872777,0.177170220642583,0.41635886150369,0.429185760631959,0.396626420032118,0.180631789594054,0.37140902872777,-0.2,0.585762774656558,0.395546959762253,0.256596949891068,0.176330273185434,-0.351478494623656,-0.0985507246376812,-0.1,-0.114423223834989,-0.134973262032086,0.150020614306329,0.111534391534392,-0.13806604553724,-0.3375,0.12,-0.233333333333333,-0.155384615384615,-0.155384615384615,-0.155384615384615,-0.162737556561086,-0.265454545454545,0.115238095238095,-0.3964363272909,-0.323946135253786,-0.0474806674806675,0.302296650717703,0.129090909090909,-0.12,0.166666666666667,0.3,-0.3,-0.3,-0.341176470588235,-0.341176470588235,-0.233333333333333,-0.1,-0.46062174041927,-0.1
