"","GSK3","PAK1","FOXC2","ZEB2","ZEB1","TGF","TGFR","AXIN2","CDC42","cateninmemb","cMet","Destcompl","TCFLEF","cateninnuc","CD44","SOSGRB2","Wnt","SUFU","Ecadherin","GLI","TWIST1","SNAI1","SHH","SMAD","ILK","HEY1","ERK","RKIP","AKT","MEK","Patched","EGR1","FUS","RAF","PI3K","DELTA","RAS","Csl","IKK","Jagged","NOTCH","miR200","NOTCHic","cfos","NFB","KLF4","SMO","DSH","STAT","Frizzled","SRC","LIV1","Csn","SNAI2","TrCP"
"SHH",0.0384615384615385,0,0.125,-0.15,-0.15,0.00666666666666668,0.0666666666666667,0.304761904761905,-0.0333333333333333,0.251039426523298,0.1,0.0625974025974026,0.22,0.242222222222222,0.2,-0.05,0.2,0,0.17,0.3,0.05,0.0833333333333333,-0.32,-0.15,-0.133333333333333,-0.133333333333333,-0.2,0.1,0,-0.18,-0.2,0,0,-0.05,-0.05,-0.05,-0.0730769230769231,-0.1,0.1,-0.231428571428571,-0.233333333333333,0.0333333333333333,0.2,0.1,0,0.2,0.1,-0.2,-0.1,-0.2,-0.1,0,0,-0.2927969348659,0
"TGFR",0.0684524730390978,0.0511111111111111,0.00867408934335078,-0.145919712648265,-0.145919712648265,-0.0254213103681189,-0.0232936507936508,0.202287470384752,0.0749206349206349,0.20759376670611,0.164088050314465,0.0934925025845719,0.172341638831212,0.180579017042018,0.168035418735518,0.279369720597791,0.173611859838275,0.00666666666666668,0.183772017095837,0.176837666289888,-0.148932384341637,0.20806461170902,0.00350270309760375,0.0318492466856604,0.0457282502443793,0.0757104227412262,0.155689223057644,0.224502164502164,-0.0107550853878883,0.146100181961754,0.0345761494252874,-0.180952380952381,0.00666666666666668,0.0577380952380953,0.0577380952380953,0.0577380952380953,0.060077276524645,0.106666666666667,-0.0177318295739348,-0.0104085291669335,0.115126106011742,0.00549840408016159,-0.12735632183908,-0.175689223057644,0.044047619047619,0.159013929751916,-0.0377011494252874,-0.142857142857143,-0.133333333333333,-0.152857142857143,-0.143333333333333,-0.1,0.0583333333333333,-0.0934523845372182,0.0333333333333333
"PI3K",0.142664742664743,0.025,0.071718931475029,-0.141424850284824,-0.141424850284824,0.0413213773314204,0.0388823529411765,0.187714285714286,0.0308823529411765,0.155962750734198,0.141545893719807,0.0161982157238032,0.146726250086604,0.156416971736088,0.146161278335191,0.128076923076923,0.141545893719807,-0.1,0.173591424983138,0.146161278335191,0.0867834232766521,0.0801650563607085,-0.122863247863248,-0.103098519407763,-0.0862985194077631,-0.0878989674772139,0.0392156862745098,0.0741273432449903,-0.231070889894419,0.0277402764384442,-0.0923076923076923,-0.0333333333333333,-0.15,0.050008658008658,0.050008658008658,0.050008658008658,0.0568579730771511,0,-0.249019607843137,-0.119473684210526,0.0178660049627792,0.0421345712329319,-0.0307692307692308,-0.0333333333333333,0.266666666666667,0.147368421052632,0.1,-0.1,-0.1,-0.111111111111111,-0.111111111111111,-0.1,0.233333333333333,-0.111418860325506,0.2
"TCFLEF",0.0924741304248248,0.058974358974359,0.183272765334712,-0.135141901470849,-0.135141901470849,0.076121509536215,0.0747970062249567,0.509906227106227,0.072927847346452,0.181042108108012,0.158397435897436,0.12908912828663,0.061202769922377,0.063436446898322,0.159026366715046,0.094351604483341,0.151779788838612,-0.183333333333333,0.20035686745241,0.151779788838612,0.00921266352410942,0.160346984489244,-0.171553626794078,-0.0559310083540737,-0.0473268018531176,-0.0706363434516446,-0.0769686411149826,0.0762014969922395,0.0816157629187082,-0.0810502737680438,-0.162964669738863,0.0757142857142857,-0.19,-0.093832710740653,-0.093832710740653,-0.093832710740653,-0.0942269288746872,-0.247839948987725,0.0761809803100126,-0.169199880033492,-0.239000133991959,0.0261178914793373,0.239996811732823,0.068397212543554,-0.060051948051948,0.135031512605042,0.166190476190476,-0.13921568627451,-0.145833333333333,-0.14921568627451,-0.155833333333333,-0.133333333333333,-0.048051948051948,-0.241706101083882,-0.0571428571428571
"RAS",0.0174160206718346,0.1,0.134285714285714,-0.133368924889543,-0.133368924889543,0.113185789167152,0.108235294117647,0.186798418972332,0.12,0.189556046888856,0.141176470588235,0.00789400731261197,0.176528352748628,0.183610505723132,0.16883604505632,0.147619047619048,0.141176470588235,0.1,0.203811014085037,0.170343137254902,0.0137152209492635,0.183687315634218,-0.0298079096045198,-0.0102659245516388,-0.00822510822510822,-0.000988142292490117,0.0852631578947368,0.251993710691824,-0.161111111111111,0.0911455108359133,-0.0213333333333333,-0.08,0,0.133589743589744,0.133589743589744,0.133589743589744,0.0316666666666667,0.1,-0.166666666666667,-0.0428858663512714,0.0890764647467726,-0.0630461538461538,-0.0947368421052632,-0.08,0.133333333333333,0.128214285714286,0.0333333333333333,-0.1,-0.1,-0.1,-0.1,0,0.1,-0.316862835411259,0.1
"Patched",0.047985347985348,-0.0333333333333333,0.155,-0.125,-0.125,0.015,0.00666666666666668,0.341125541125541,0.0666666666666667,0.262150537634409,0.2,0.0724875124875125,0.242222222222222,0.252901833872708,0.22,-0.05,0.3,0,0.192330097087379,0.3125,0.0685185185185185,0.105913978494624,-0.3575,-0.11,-0.15,-0.156410256410256,-0.18,0.0714285714285714,0.0142857142857143,-0.172307692307692,-0.32,0.1,-0.1,-0.0730769230769231,-0.0730769230769231,-0.0730769230769231,-0.0730769230769231,-0.2,0,-0.24994708994709,-0.296969696969697,0.0119047619047619,0.233333333333333,0.2,-0.1,0.166666666666667,0.2,-0.2,-0.1,-0.2,-0.1,-0.1,0,-0.318130268199234,0
"cateninnuc",0.0687498033408016,0.0714285714285714,0.215092361190722,-0.119932756327842,-0.119932756327842,0.0766486301932771,0.0762119489705697,0.429185760631959,0.0698901098901099,0.379029666519819,0.28887622039796,0.0851400347328758,0.304850591226699,0.211506211221176,0.297606379128118,0.146085197685928,0.287201943381217,-0.177777777777778,0.362794149735249,0.29589759555513,0.187610534212629,0.0411634568436032,-0.21816703746518,-0.0739947299933657,-0.0681284271284271,-0.0870382804976369,-0.105935127674258,0.0204374087451011,0.0332717803030303,-0.111898430426552,-0.207491656201564,0.104347826086957,-0.197777777777778,-0.0708712008712009,-0.0708712008712009,-0.0708712008712009,-0.0728914028914029,-0.278531073446328,0.0278030303030303,-0.2898382534663,-0.296924308118632,-0.0112849608619136,0.287833399027723,0.105935127674258,-0.0178030303030303,0.136390181585911,0.199417122040073,-0.25034965034965,-0.25034965034965,-0.27089759555513,-0.272571872571873,-0.227272727272727,-0.0208333333333333,-0.437411919068397,-0.0333333333333333
"Frizzled",0.141217345872518,-0.1,-0.0370944355522079,-0.110105070765326,-0.110105070765326,-0.0684472049689441,-0.071304347826087,0.169400986610289,-0.08,0.114761904761905,0.126315789473684,0.0140170227205657,0.123004531195539,0.129671197862205,0.126315789473684,0.0848484848484849,0.126315789473684,-0.1,0.124133183889281,0.126315789473684,0.00745098039215686,0.0296928916494134,-0.100244379276637,-0.0793978269309719,-0.0541641820711588,-0.0556573922531369,0.0392156862745098,0.0442857142857143,-0.109583333333333,0.024400871459695,-0.0712121212121212,-0.0333333333333333,-0.15,0.0179767600820232,0.0179767600820232,0.0179767600820232,0.0250633742552516,-0.0142857142857143,-0.140833333333333,-0.0974695484254308,0.0170868347338936,0.0279955808080808,-0.019047619047619,-0.0333333333333333,0.153333333333333,0.112605042016807,0.104545454545455,0,-0.1,-0.1,-0.1,-0.1,0.133333333333333,-0.0403429239638856,0.1
"NOTCH",0.119183211424591,-0.1,-0.0010204081632653,-0.102254428341385,-0.102254428341385,-0.0528888888888889,-0.0528888888888889,0.189838274932615,-0.0888888888888889,0.183167103525484,0.143076923076923,0.101351567856241,0.153266733266733,0.16102183530755,0.152167832167832,0.0357894736842105,0.143076923076923,-0.1,0.153182229767968,0.152167832167832,-8.47457627118658e-05,0.0682051282051282,-0.0971342383107089,-0.060952380952381,-0.0142857142857143,0.0782608695652174,0.02,0.0669319186560566,-0.0555555555555556,-0.00857142857142857,-0.0794871794871795,0,-0.133333333333333,-0.0424242424242424,-0.0424242424242424,-0.0424242424242424,-0.0438735177865613,-0.06,-0.1,-0.138210678210678,-0.143870967741935,0.0144588744588745,0.06,-0.02,0.133333333333333,0.0763285024154589,0.133333333333333,-0.1,-0.1,-0.12,-0.12,0,0.1,-0.00162201632789868,0
"DSH",0.139129178819154,-0.08,-0.0418563403141127,-0.0998688502928852,-0.0998688502928852,-0.0722799575821845,-0.0684472049689441,0.169822927538559,-0.071304347826087,0.12288911324247,0.126315789473684,0.0182154960030084,0.129671197862205,0.134390699197913,0.123004531195539,0.0970436067997044,0.126315789473684,-0.15,0.123869794951617,0.121740626074991,0.00745098039215686,0.0183885438233264,-0.116808796454551,-0.0767563174970096,-0.0793978269309719,-0.0802187957619089,0.024400871459695,0.0421878121878122,-0.11992816091954,0.0176339541664619,-0.100244379276637,-0.0333333333333333,-0.104545454545455,0.0250633742552516,0.0250633742552516,0.0250633742552516,0.0242230381207978,0.019047619047619,-0.109583333333333,-0.105996680208376,0.00519872284578167,0.0286053369056418,-0.0170868347338936,-0.0392156862745098,0.140833333333333,0.111634168230399,0.0712121212121212,-0.1,-0.1,-0.126315789473684,-0.126315789473684,-0.1,0.153333333333333,-0.0432532848486353,0.133333333333333
"GSK3",0.0442872487026815,-0.071304347826087,-0.0480764360078926,-0.0937767254786207,-0.0937767254786207,-0.0763825216847486,-0.0722799575821845,0.174236930582699,-0.0684472049689441,0.125099546487386,0.123004531195539,0.0188847457388309,0.134390699197913,0.135048593934755,0.129671197862205,0.0947180254043555,0.121740626074991,-0.104545454545455,0.124231994490636,0.12787270154669,0.0157736436443976,0.0187207697369477,-0.113459514157901,-0.0697098407353904,-0.0767563174970096,-0.0750284843432237,0.0176339541664619,0.0304083635662583,-0.135312776304156,0.0238839541664619,-0.116808796454551,-0.0392156862745098,-0.0712121212121212,0.0242230381207978,0.0242230381207978,0.0242230381207978,0.0208616935829827,0.0170868347338936,-0.11992816091954,-0.109062373639033,0.00182209946915829,0.0270813040803194,-0.00519872284578167,-0.024400871459695,0.109583333333333,0.101710504108262,0.100244379276637,-0.126315789473684,-0.126315789473684,-0.126315789473684,-0.126315789473684,-0.1,0.140833333333333,-0.0462731295423367,0.153333333333333
"AXIN2",0.0930181501691799,0.0695833333333333,0.0332710458939967,-0.0929822398603229,-0.0929822398603229,0.0716636986953366,0.071003632688736,0.267953264825847,0.0683487654320988,-0.158423085106844,-0.130425020048115,0.0835302091334031,-0.140990809375818,-0.142503995713907,-0.13641871089985,-0.0172771190162495,-0.130425020048115,0.05,-0.0907762721464935,-0.136085397406606,-0.102281830307523,0.0676629043176242,0.0727507055785744,-0.0884000460087416,-0.0840349666436623,-0.079303165814322,0.0319094293746676,0.0735208161014613,-0.148695652173913,0.0298404638574262,0.0750457875457875,-0.0266666666666667,0.0423076923076923,0.141900631476756,0.141900631476756,0.141900631476756,0.144525303392767,0.110526315789474,-0.153140096618357,0.105903596990554,0.126404694167852,-0.0416587388495229,-0.123026315789474,-0.0291056910569106,0.157487922705314,0.0899876122558829,-0.0661172161172161,0.12,0.12,0.126976744186046,0.126976744186046,0.1,0.144444444444444,0.203422952840437,0.133333333333333
"ZEB2",-0.144867960860537,-0.0961038961038961,-0.0932090132090132,-0.0927969197100226,-0.0927969197100226,-0.0903057788772074,-0.0813110698824984,-0.0733419983487424,-0.0724675324675325,-0.0585852699513446,-0.0552631578947368,-0.0548092176239723,-0.0537634187189413,-0.0536335485890712,-0.053411306042885,-0.0514285714285714,-0.0504195804195804,-0.05,-0.0495441588779534,-0.0495021492269199,-0.0446946661767551,-0.0434001877454307,-0.0422521381057966,-0.0331305783418459,-0.0331305783418459,-0.0323956688472818,-0.0311969439728353,-0.0297262479871176,-0.0284631360332295,-0.0263188951923475,-0.0258885017421603,-0.025,-0.0214285714285714,-0.0195454545454545,-0.0195454545454545,-0.0195454545454545,-0.0184747907338914,-0.0179487179487179,-0.0144444444444445,-0.00482306773507891,-0.00334762505254308,-0.00262243931057916,0.000615384615384612,0.0118421052631579,0.0166666666666667,0.016894943813385,0.0185714285714286,0.0227272727272727,0.03,0.0427272727272727,0.05,0.05,0.0666666666666667,0.0963910190695547,0.1
"Csn",0.162561025803481,-0.106818181818182,-0.0646656503463383,-0.0902315963606286,-0.0902315963606286,-0.0918934480425949,-0.087836168806318,0.187900141643059,-0.0904002713704206,0.124738551352497,0.156266445090708,0.0305775116164078,0.156843794143941,0.161233451389882,0.151377556201819,0.0738199008416926,0.156266445090708,-0.142857142857143,0.115717574417296,0.149716226750096,0.0339800529842606,-0.0103125136442917,-0.109292250143652,-0.0737145997328181,-0.0719151138716356,-0.0747286821705426,0.0129437229437229,0.0142681288434022,-0.139633333333333,0.00461038961038961,-0.088800446864963,-0.0233333333333333,-0.10952380952381,0.0201028489770452,0.0201028489770452,0.0201028489770452,0.0199109103973906,0.000505050505050508,-0.130833333333333,-0.111974183340579,-0.00261682761682761,0.0311821938253488,-0.006998556998557,-0.0324242424242424,0.168333333333333,0.103990519284637,0.0640692640692641,-0.133333333333333,-0.133333333333333,-0.157471264367816,-0.157471264367816,-0.133333333333333,0.185,-0.000136801174423594,0.26
"CDC42",0.109596861471861,0.0142857142857143,-0.0248397895743663,-0.0785157000653369,-0.0785157000653369,-0.0549656226126814,-0.0504201680672269,0.141313628899836,-0.0523809523809524,0.122865121187864,0.116296296296296,0.0879769791005869,0.111158485217891,0.114862188921595,0.108188188188188,0.0402777777777778,0.116296296296296,-0.133333333333333,0.101734422432232,0.105769980506823,-0.0207445887445887,0.036662830840046,-0.096905046367412,-0.0700204813108039,-0.0587301587301587,-0.0665667166416792,0.00956521739130435,0.0610722610722611,-0.0635964912280702,-0.00229918938835667,-0.0685099846390169,-0.02,-0.119047619047619,-0.00217864923747277,-0.00217864923747277,-0.00217864923747277,-0.000959137042350816,-0.133333333333333,-0.0583333333333333,-0.114895833333333,-0.114871794871795,0.033935998641881,0.11025641025641,-0.04,0.108333333333333,0.097015873015873,0.0523809523809524,-0.1,-0.1,-0.12,-0.12,-0.1,0.133333333333333,0.0885221347995071,0.1
"Jagged",0.121455938697318,0,-0.00714285714285714,-0.0763285024154589,-0.0763285024154589,-0.0528888888888889,-0.0888888888888889,0.172857142857143,-0.1,0.175313700384123,0.12,0.100416988416988,0.152167832167832,0.153266733266733,0.143076923076923,0.02,0.12,0,0.137859649122807,0.143076923076923,0.005,0.0666666666666667,-0.0794871794871795,-0.0142857142857143,0,0.1,0.02,0.0358974358974359,-0.1,0.02,-0.133333333333333,0.1,-0.1,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0424242424242424,0,-0.133333333333333,-0.127099567099567,-0.06,-0.016969696969697,0.06,0,0.1,0.0111111111111111,0.133333333333333,0,0,-0.1,-0.1,0,0,0.00419808949220714,0
"DELTA",0.121455938697318,0,-0.00714285714285714,-0.0763285024154589,-0.0763285024154589,-0.0528888888888889,-0.0888888888888889,0.172857142857143,-0.1,0.175313700384123,0.12,0.100416988416988,0.152167832167832,0.153266733266733,0.143076923076923,0.02,0.12,0,0.137859649122807,0.143076923076923,0.005,0.0666666666666667,-0.0794871794871795,-0.0142857142857143,0,0.1,0.02,0.0358974358974359,-0.1,0.02,-0.133333333333333,0.1,-0.1,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0424242424242424,0,-0.133333333333333,-0.127099567099567,-0.06,-0.016969696969697,0.06,0,0.1,0.0111111111111111,0.133333333333333,0,0,-0.1,-0.1,0,0,0.00419808949220714,0
"ZEB1",-0.0865421797373574,-0.0591954022988506,-0.115863218428866,-0.074865642485803,-0.074865642485803,-0.0561515706833421,-0.0498523580849169,-0.240165704988888,-0.0432533733133433,-0.239387227928001,-0.206114115439797,-0.10648002861501,-0.2145361012554,-0.216590895775948,-0.210280782106464,-0.0330994152046784,-0.200156347717323,0.0166666666666667,-0.154459021108139,-0.204623701669213,-0.162728708668172,-0.0513402769780945,0.0454321845205245,-0.0155434189085898,-0.0150626496778206,-0.0100632873171733,-0.0242745098039216,-0.0344957170489085,-0.0282398619499569,-0.0203097520946705,0.0578877005347594,-0.0166666666666667,0.0416666666666667,0.0733361334212693,0.0733361334212693,0.0733361334212693,0.0760132987756,0.0854166666666667,-0.0182398619499569,0.0872637069532222,0.107811740398639,0.00498961671050527,-0.106985294117647,0.0113333333333333,0.0231578947368421,0.0903295749637848,-0.0598484848484849,0.166666666666667,0.174358974358974,0.188617886178862,0.196310193871169,0.166666666666667,0.06,0.260521688233539,0.1
"Csl",0.122153062566888,-0.0528888888888889,-0.0112540010442442,-0.0706767733383155,-0.0706767733383155,-0.0626495659835059,-0.0560736022646851,0.204237732230529,-0.0528888888888889,0.201915513993752,0.153266733266733,0.10827295725295,0.168502751338084,0.17267656494586,0.16102183530755,0.0589971603065313,0.151092563350628,-0.133333333333333,0.161236291522304,0.158350627866757,0.0111536658675393,0.0470599287990592,-0.138226192333697,-0.065177001256138,-0.0746214457005824,0.0181502612193149,-0.02,0.0503680191298672,-0.0788113695090439,-0.0145652173913043,-0.130467571644042,-0.02,-0.0794871794871795,-0.0443661286239997,-0.0443661286239997,-0.0443661286239997,-0.0473073050945879,-0.143870967741935,-0.0578811369509044,-0.167311809557257,-0.168033647167773,0.0276692967138394,0.154397283531409,0.00857142857142857,0.0555555555555556,0.0906142167011732,0.0971342383107089,-0.143076923076923,-0.143076923076923,-0.152167832167832,-0.152167832167832,-0.12,0.1,-0.0121782518414313,0.133333333333333
