"","AXIN2","Csn","SRC","TCFLEF","CD44","AKT","STAT","IKK","TrCP","LIV1","SMO","NFB","SOSGRB2","MEK","EGR1","ERK","SNAI2","ZEB2","ZEB1","Csl","NOTCH","NOTCHic","Jagged","TWIST1","RKIP","PAK1","TGFR","TGF","ILK","CDC42","HEY1","KLF4","SMAD","FUS","SNAI1","Ecadherin","FOXC2","cfos","SHH","Destcompl","Patched","cateninmemb","RAS","RAF","PI3K","DELTA","cateninnuc","SUFU","cMet","DSH","GLI","Wnt","miR200","Frizzled","GSK3"
"miR200",0.276456838237458,0.1,0.23304347826087,0.236491004868706,0.237284655662357,0.114739679387147,0.22,0.093984962406015,0,0.2,0.0783333333333333,0.136842105263158,0.0590103159252095,0.0979220779220779,0.0285714285714286,0.112207792207792,0.185946572344204,-0.0596953405017921,-0.0596953405017921,0.00295566502463054,0.0357435083910829,0.0374384236453202,-0.00425106689043394,0.109879016688833,-0.0132709470093203,-0.00416666666666666,-0.0300996204933586,-0.0213786902608005,-0.075419768694105,-0.0139705882352941,-0.0753107344632768,-0.050327812284334,-0.0537896746502178,-0.125,-0.0498858548858549,-0.178333081689423,-0.0766425985938181,-0.0985714285714286,-0.115785177031737,-0.144530862189896,-0.104915611814346,-0.226361465053937,-0.230886112312025,-0.233130501339457,-0.233130501339457,-0.233130501339457,-0.234369792747494,-0.1,-0.242902633190447,-0.22,-0.24216684723727,-0.249859154929577,-0.128743422406444,-0.24,-0.126203373816171
"DELTA",0.182857142857143,0,0.1,0.167552447552448,0.158461538461538,0.0777777777777778,0,0,0,0,0,-0.1,0.1,0.04,-0.1,-0.06,0.329989944695827,-0.0502415458937198,-0.0502415458937198,0,-0.02,-0.02,0.114632034632035,0.179,0.0102564102564102,0,-0.0444444444444444,-0.0404444444444444,0.0333333333333333,-0.1,-0.0666666666666667,-0.0111111111111111,0.0190476190476191,0.1,0.108333333333333,-0.0828771929824561,0.284285714285714,0,-0.0211538461538462,-0.100200772200772,-0.075,-0.164475946588623,-0.129090909090909,-0.12,-0.12,-0.12,-0.175244755244755,0,-0.12,0,-0.158461538461538,-0.12,0.0921212121212121,-0.1,-0.0977011494252874
"SMAD",-0.0382903393602692,-0.0944444444444444,-0.0287301587301587,-0.0378867288208816,-0.0369369323486971,-0.135800186741363,-0.0342857142857143,-0.15046685340803,-0.15,-0.02,-0.11,-0.156349206349206,0.0343833185448092,-0.00684762536788043,0,-0.0135783945986497,0.134691066129202,-0.0450337519048956,-0.0450337519048956,0.119047619047619,0.0984674329501916,0.1064039408867,0.112552017874599,0.0586376879721941,0.0300537077484363,-0.05,-0.0559957510425683,-0.0536053127955563,0.102912794967589,-0.0654929577464789,0.154875556049448,-0.0364524384728243,0.00053184258663711,0.125,0.0885006498877467,0.0326209262890035,0.237756393302545,-0.00967741935483871,0.110784420722349,0.0409126774917705,0.0925688073394495,0.0378651055264109,0.115981281608149,0.111376018450254,0.111376018450254,0.111376018450254,0.0374814603305067,0.05,0.0365732959850607,0.0476190476190476,0.050959452218445,0.0516788766788767,0.0982466595026431,0.0420634920634921,0.125270607977375
"ZEB1",-0.289938556067588,-0.14,-0.253220762976861,-0.238363649918871,-0.243416841408233,-0.134469370146678,-0.241025641025641,-0.124469370146678,-0.1,-0.233333333333333,-0.110227272727273,-0.103157894736842,-0.0684990253411306,-0.128801416601883,-0.116666666666667,-0.12043137254902,-0.215986353622543,-0.0360370493486288,-0.0360370493486288,-0.05625,-0.0557314454707503,-0.0582107843137255,-0.00715837723472533,-0.116626804105388,0.00459410351093136,0.00478927203065134,0.0112337655199473,0.009658962370341,0.0505050344672462,0.0178327502915209,0.0486728383878643,-0.0503348620484783,0.0553127267749385,0.0875,0.025752838569452,0.0753504975616586,0.0772515646213451,0.128666666666667,0.104016959420455,0.108142484286821,0.1200311942959,0.226478037046158,0.233407986910382,0.237344994784398,0.237344994784398,0.237344994784398,0.237287328979537,0.125,0.243416841408233,0.247619047619048,0.249306635866857,0.248275708031806,0.134628237224584,0.259814169570267,0.0997521196400248
"TrCP",0.151551569228863,0.075,0.123703703703704,0.11996709580868,0.118485614327198,0.0561890838206628,0.12,0.0302631578947368,0,0.1,0.0208909370199693,0.025,0.0874587458745874,0.059677720461803,0.04,0.0450110537951363,0.295202984825086,-0.033966941546179,-0.033966941546179,0.0717948717948718,0.0660805860805861,0.0671794871794872,0.0565863582140423,0.154134293242989,0.0197084315316359,-0.0238095238095238,-0.0371785077667431,-0.0349927154170163,0.0184502474825056,-0.0492997198879552,0.0229510244877561,-0.021968253968254,0.0165147636115378,-0.00476190476190477,0.0862971378037388,-0.0657398731936474,0.269427077811781,-0.0704347826086957,-0.0238785913409569,-0.0929655743785466,-0.0418785913409569,-0.109352294342631,-0.111173572163529,-0.113900844890802,-0.113900844890802,-0.113900844890802,-0.114587785463852,-0.0714285714285714,-0.126406406406406,-0.12,-0.11736224028907,-0.123703703703704,0.087086731323817,-0.123703703703704,-0.0793712121212121
"EGR1",0.151551569228863,0.075,0.123703703703704,0.11996709580868,0.118485614327198,0.0561890838206628,0.12,0.0302631578947368,0,0.1,0.0208909370199693,0.025,0.0874587458745874,0.059677720461803,0.04,0.0450110537951363,0.295202984825086,-0.033966941546179,-0.033966941546179,0.0717948717948718,0.0660805860805861,0.0671794871794872,0.0565863582140423,0.154134293242989,0.0197084315316359,-0.0238095238095238,-0.0371785077667431,-0.0349927154170163,0.0184502474825056,-0.0492997198879552,0.0229510244877561,-0.021968253968254,0.0165147636115378,-0.00476190476190477,0.0862971378037388,-0.0657398731936474,0.269427077811781,-0.0704347826086957,-0.0238785913409569,-0.0929655743785466,-0.0418785913409569,-0.109352294342631,-0.111173572163529,-0.113900844890802,-0.113900844890802,-0.113900844890802,-0.114587785463852,-0.0714285714285714,-0.126406406406406,-0.12,-0.11736224028907,-0.123703703703704,0.087086731323817,-0.123703703703704,-0.0793712121212121
"ZEB2",-0.155540078421114,-0.133333333333333,-0.126666666666667,-0.126575378195097,-0.124814814814815,-0.121090342679128,-0.12,-0.103333333333333,-0.1,-0.1,-0.0992857142857143,-0.0833333333333333,-0.0832417582417583,-0.0828429748643836,-0.075,-0.0682088285229202,-0.0354623930731499,-0.0286859964496817,-0.0286859964496817,-0.0128205128205128,-0.00779319041614124,-0.00615384615384616,0.000846806049320011,0.00373323251095644,0.0295330112721417,0.0376623376623377,0.0460977118119975,0.0460977118119975,0.0576515503276066,0.0576623376623377,0.0605695916986239,0.0614612520197092,0.0655783795958993,0.0678571428571429,0.0688104714205304,0.0791943557764707,0.086983682983683,0.0907894736842105,0.0942081089642065,0.106054103963184,0.111480836236934,0.119388816129302,0.120548077903538,0.121190476190476,0.121190476190476,0.121190476190476,0.124107845727564,0.125,0.126666666666667,0.127272727272727,0.130457860182631,0.131375291375291,0.132209492198959,0.133939393939394,0.186842698504596
"SNAI1",0.151318468995762,0.025,0.126406406406406,0.114587785463852,0.11996709580868,0.0423001949317739,0.123703703703704,0.0561890838206628,0.075,0.12,0.0418785913409569,0.0302631578947368,0.0765153496481724,0.064610455887812,0.0704347826086957,0.059677720461803,0.292085318046675,-0.0286778886556501,-0.0286778886556501,0.0671794871794872,0.0693458922030351,0.0660805860805861,0.0568216523316893,0.157313780422476,0.023055711866364,-0.0492997198879552,-0.0349927154170163,-0.0390249734815324,0.0165147636115378,-0.0371785077667431,0.0241415006782323,-0.0316255748405281,0.00851968366073831,-0.0208909370199693,-0.0128131824809587,-0.0664162519657598,0.270570661039227,-0.0450110537951363,-0.0225193680399861,-0.0894568024487221,-0.0238785913409569,-0.10593260522346,-0.11100936855105,-0.111173572163529,-0.111173572163529,-0.111173572163529,-0.114174775654869,-0.00476190476190477,-0.118485614327198,-0.123703703703704,-0.119738839923439,-0.11736224028907,0.0837245795466797,-0.123703703703704,-0.0843217071707171
"SMO",-0.318674429019257,-0.1,-0.15,-0.141521035598705,-0.136666666666667,-0.103142857142857,-0.2,-0.107142857142857,0,-0.1,-0.0133333333333333,-0.15,0.0219298245614035,-0.142843822843823,-0.1,-0.127692307692308,-0.275400109469075,-0.0269774011299435,-0.0269774011299435,-0.233333333333333,-0.267424242424242,-0.242424242424242,-0.131640211640212,-0.0302287581699346,0.0577777777777778,-0.166666666666667,-0.166666666666667,-0.158558558558559,-0.08,-0.166666666666667,-0.0908424908424909,-0.0222222222222222,-0.0688888888888889,-0.0666666666666667,0.0940860215053763,-0.094289210125111,0.0677586206896552,0.12,-0.0075,0.0107805372921652,-0.0241666666666667,0.0630855691269096,0.221478085867621,0.216826923076923,0.216826923076923,0.216826923076923,0.121220283719006,-0.1,0.17,0.1,0.0291666666666667,0.0625,0.132218203737191,0.05,0.00741135886766954
"TCFLEF",0.288505006105006,0.0948051948051948,-0.045,-0.168262792665633,-0.0599008224479923,0.0600842971894865,-0.05,0.0731277754503561,0.0857142857142857,0,0.0376190476190476,0.0828051948051948,0.129005988023952,0.0763082794093247,0.104285714285714,0.0892334494773519,0.126340294487528,-0.0229224260145313,-0.0229224260145313,0.161756735214411,0.146839140269456,0.159795950900685,0.0410139232316014,0.142702244554534,0.19591587454654,-0.0897435897435897,-0.0939600644230073,-0.0896554286614179,-0.00523141186299081,-0.0874180083482409,0.0342210803438323,0.0778186274509804,-0.00198093385151853,-0.0566666666666667,0.199965826827751,0.11379599928397,0.376968310692516,-0.0920905923344948,-0.029485265707312,0.174093591013739,-0.0343932411674347,0.179043059887155,-0.05474936476455,-0.0614510730431308,-0.0614510730431308,-0.0614510730431308,0.160702655208588,-0.05,0.0680769230769231,0.0411764705882353,0.05179997751609,0.0592533936651584,0.159398720422817,0.0361764705882353,0.137015429213178
