"","AXIN2","Csn","SRC","TCFLEF","CD44","AKT","STAT","IKK","TrCP","LIV1","SMO","NFB","SOSGRB2","MEK","EGR1","ERK","SNAI2","ZEB2","ZEB1","Csl","NOTCH","NOTCHic","Jagged","TWIST1","RKIP","PAK1","TGFR","TGF","ILK","CDC42","HEY1","KLF4","SMAD","FUS","SNAI1","Ecadherin","FOXC2","cfos","SHH","Destcompl","Patched","cateninmemb","RAS","RAF","PI3K","DELTA","cateninnuc","SUFU","cMet","DSH","GLI","Wnt","miR200","Frizzled","GSK3"
"cateninnuc",-0.329750076937764,-0.258333333333333,-0.161033411033411,-0.125798428858792,-0.138121057686275,-0.238244318181818,-0.155477855477855,-0.249181818181818,-0.233333333333333,-0.193939393939394,-0.177413479052823,-0.243181818181818,-0.175125395332334,-0.168387253884823,-0.180434782608696,-0.177561565811428,-0.347770309561286,-0.0201409715741241,-0.0201409715741241,-0.31067168863779,-0.298451815487685,-0.312997270033139,-0.151475934620606,-0.138549352614502,-0.118730384586464,0.008,0.00644385499557913,0.00251372399121232,-0.0304891774891775,0.00184615384615385,-0.0619931963203768,-0.0459363688901055,-0.0341726699857668,0.188888888888889,-0.100456905234497,-0.157324801806398,-0.150917994573732,0.172498274672188,0.166988439471773,-0.00784007307314667,0.176792361040401,0.0396247353543073,0.245795785795786,0.254718344718345,0.254718344718345,0.254718344718345,0.030244714415268,0.188888888888889,0.134946454511672,0.155477855477855,0.139797526277574,0.13624021402461,-0.0273007196737504,0.162327170546349,0.0125728175614142
"CD44",-0.16,0,0,-0.146279069767442,-0.13,-0.0266666666666667,0.1,0.0333333333333333,0.1,0.1,-0.1,0,0.323809523809524,0.295,0.3,0.295,-0.356123876123876,-0.0174603174603175,-0.0174603174603175,0.2,0.230075187969925,0.214285714285714,0.115431235431235,0.018021978021978,0.118518518518519,0,0.06,0.0433333333333333,0.155555555555556,0.06,0.195321637426901,0.0634920634920635,0.141269841269841,0.1,0.0146198830409357,0.0614726956899359,-0.02125,-0.275,0.170909090909091,0.100791225581142,0.18,0.128608058608059,-0.155238095238095,-0.152380952380952,-0.152380952380952,-0.152380952380952,0.132432915921288,0.1,0.05,0,0.13,0.15,-0.0506104523495828,0.1,0.0898809523809524
"Ecadherin",-0.410712488493254,-0.26,-0.351117191062471,-0.329750076937764,-0.333859665978859,-0.302231842231842,-0.362745098039216,-0.297037037037037,-0.2,-0.333333333333333,-0.322916666666667,-0.293333333333333,-0.229076765670609,-0.226937170369554,-0.187272727272727,-0.221839131153867,-0.429088654803359,-0.0171323101453103,-0.0171323101453103,-0.377033492822966,-0.382728506811393,-0.380126276328121,-0.341178310366348,-0.304000827643286,-0.0689968939567655,0.00509090909090909,0.00665188470066519,0.0086410347910811,-0.0243478260869565,0.00909090909090909,-0.0601709384180762,-0.0407407407407407,-0.0250742183387725,0.316666666666667,-0.044683623266519,0.00459777580348009,-0.214198505035981,0.21668449197861,0.315178117856236,0.117448852232067,0.317540322580645,0.332870292534927,0.318959802657634,0.322032428355958,0.322032428355958,0.322032428355958,0.320506379458772,0.3,0.35024762584508,0.362745098039216,0.335117191062471,0.351117191062471,-0.0276568145283229,0.351117191062471,0.120972951507252
"cateninmemb",-0.410712488493254,-0.26,-0.351117191062471,-0.329750076937764,-0.333859665978859,-0.302231842231842,-0.362745098039216,-0.297037037037037,-0.2,-0.333333333333333,-0.322916666666667,-0.293333333333333,-0.229076765670609,-0.226937170369554,-0.187272727272727,-0.221839131153867,-0.429088654803359,-0.0171323101453103,-0.0171323101453103,-0.377033492822966,-0.382728506811393,-0.380126276328121,-0.341178310366348,-0.304000827643286,-0.0689968939567655,0.00509090909090909,0.00665188470066519,0.0086410347910811,-0.0243478260869565,0.00909090909090909,-0.0601709384180762,-0.0407407407407407,-0.0250742183387725,0.316666666666667,-0.044683623266519,0.0127875698160135,-0.214198505035981,0.21668449197861,0.315178117856236,0.117448852232067,0.317540322580645,0.232162954632893,0.318959802657634,0.322032428355958,0.322032428355958,0.322032428355958,0.320506379458772,0.3,0.35024762584508,0.362745098039216,0.335117191062471,0.351117191062471,-0.0276568145283229,0.351117191062471,0.120972951507252
"SNAI2",-0.478365630990567,-0.2,-0.406493506493506,-0.410712488493254,-0.419578467874697,-0.337899875363523,-0.363636363636364,-0.319827586206897,-0.1,-0.3,-0.341176470588235,-0.275,-0.257133198106829,-0.2560413354531,-0.166666666666667,-0.241176470588235,-0.114443381030569,-0.0151785189846864,-0.0151785189846864,-0.368421052631579,-0.430462519936204,-0.412280701754386,-0.413301992026106,-0.365557329168064,-0.0545512820512821,0.00588235294117647,0.00844645550527904,0.00782533749285668,-0.0185110663983903,0.00588235294117647,-0.0532097649186257,-0.0401923076923077,-0.0228172864940841,0.3,-0.0414430945503459,0.299074619940106,-0.254109477277552,0.207843137254902,0.362360718935462,0.172960039312853,0.359543817527011,0.417602050296343,0.378956373824758,0.376216647797361,0.376216647797361,0.376216647797361,0.404811867375241,0.2,0.416352661423084,0.363636363636364,0.420095976931105,0.416352661423084,-0.027478042298551,0.406493506493506,0.184813418326211
"KLF4",-0.419578467874697,-0.2,-0.362745098039216,-0.333859665978859,-0.35024762584508,-0.297037037037037,-0.333333333333333,-0.293333333333333,-0.1,-0.3,-0.316666666666667,-0.26,-0.223813607775872,-0.221839131153867,-0.16,-0.21668449197861,-0.433965235176628,-0.0147626418988648,-0.0147626418988648,-0.345454545454545,-0.380126276328121,-0.377033492822966,-0.351018127299986,-0.310518518518519,-0.0611317254174397,0.00909090909090909,0.00909090909090909,0.00665188470066519,-0.02,0.00509090909090909,-0.0527883880825057,-0.0407407407407407,-0.0243478260869565,0.3,-0.0465823574437342,0.106447824488972,-0.211681342564585,0.187272727272727,0.317540322580645,0.114373362949681,0.322916666666667,0.336844651509286,0.322032428355958,0.327179487179487,0.327179487179487,0.327179487179487,0.329750076937764,0.2,0.351117191062471,0.333333333333333,0.351117191062471,0.351117191062471,-0.0263532763532764,0.362745098039216,0.131789728549195
"HEY1",-0.419578467874697,-0.2,-0.362745098039216,-0.333859665978859,-0.35024762584508,-0.297037037037037,-0.333333333333333,-0.293333333333333,-0.1,-0.3,-0.316666666666667,-0.26,-0.223813607775872,-0.221839131153867,-0.16,-0.21668449197861,-0.433965235176628,-0.0147626418988648,-0.0147626418988648,-0.345454545454545,-0.380126276328121,-0.377033492822966,-0.351018127299986,-0.310518518518519,-0.0611317254174397,0.00909090909090909,0.00909090909090909,0.00665188470066519,-0.02,0.00509090909090909,-0.0527883880825057,-0.0407407407407407,-0.0243478260869565,0.3,-0.0465823574437342,0.106447824488972,-0.211681342564585,0.187272727272727,0.317540322580645,0.114373362949681,0.322916666666667,0.336844651509286,0.322032428355958,0.327179487179487,0.327179487179487,0.327179487179487,0.329750076937764,0.2,0.351117191062471,0.333333333333333,0.351117191062471,0.351117191062471,-0.0263532763532764,0.362745098039216,0.131789728549195
"RKIP",-0.0925691514299109,0.1,-0.0666666666666667,-0.100950803582383,-0.0988529014844804,0.107034632034632,0,0.146428571428571,0.1,0,0.126666666666667,0.171428571428571,-0.174031746031746,-0.0276522377109318,-0.03,-0.0127586206896552,0.178823512269045,-0.0138507890961263,-0.0138507890961263,-0.133333333333333,-0.125641025641026,-0.133333333333333,-0.153678551216752,-0.272540106951872,-0.309383753501401,0.0666666666666667,0.0723809523809524,0.0639697374276814,-0.0912494651262302,0.0866666666666667,-0.112427409988386,-0.0318507890961263,-0.0902593661163292,-0.166666666666667,-0.314627409208023,0.173594812688468,-0.334630120837017,0.03,-0.0894207650273224,-0.0145778869038905,-0.0746666666666667,0.191346808993868,-0.0569375069375069,-0.0577922077922078,-0.0577922077922078,-0.0577922077922078,0.109856655999685,-0.1,0.0719298245614035,0,0.0935897435897436,0.0666666666666667,-0.173763270516232,0.0666666666666667,-0.190543735224586
"RAF",-0.0925691514299109,0.1,-0.0666666666666667,-0.100950803582383,-0.0988529014844804,0.107034632034632,0,0.146428571428571,0.1,0,0.126666666666667,0.171428571428571,-0.174031746031746,-0.0276522377109318,-0.03,-0.0127586206896552,0.178823512269045,-0.0138507890961263,-0.0138507890961263,-0.133333333333333,-0.125641025641026,-0.133333333333333,-0.153678551216752,-0.272540106951872,-0.309383753501401,0.0666666666666667,0.0723809523809524,0.0639697374276814,-0.0912494651262302,0.0866666666666667,-0.112427409988386,-0.0318507890961263,-0.0902593661163292,-0.166666666666667,-0.314627409208023,0.173594812688468,-0.334630120837017,0.03,-0.0894207650273224,-0.0145778869038905,-0.0746666666666667,0.191346808993868,-0.0569375069375069,-0.0577922077922078,-0.0577922077922078,-0.0577922077922078,0.109856655999685,-0.1,0.0719298245614035,0,0.0935897435897436,0.0666666666666667,-0.173763270516232,0.0666666666666667,-0.190543735224586
"PI3K",-0.0653333333333333,-0.3,-0.0333333333333333,0.0128549024053814,-0.00804905239687848,-0.25158371040724,0,-0.249019607843137,-0.2,-0.1,0,-0.266666666666667,0.0426923076923077,-0.135468613674978,-0.133333333333333,-0.153501400560224,0.0227178796046721,-0.0116918220620933,-0.0116918220620933,-0.125,-0.13318858560794,-0.155769230769231,-0.000526315789473686,0.0249827467218772,0.169650937297996,-0.2,-0.182117647058824,-0.197564801530368,-0.02031212484994,-0.194117647058824,-0.0259206941781859,-0.0280701754385965,-0.03871212484994,0.05,0.199287439613527,-0.130876316952346,0.221456445993031,0.147619047619048,0.011965811965812,0.0403221842218108,0.0230769230769231,-0.0564505016242775,0.235459645377454,0.250528138528139,0.250528138528139,0.250528138528139,-0.00151469621981439,0.1,-0.00579710144927537,0,0.00804905239687848,-0.00579710144927537,0.159288946174192,0.0333333333333333,0.259824434824435
"ILK",-0.0653333333333333,-0.3,-0.0333333333333333,0.0128549024053814,-0.00804905239687848,-0.25158371040724,0,-0.249019607843137,-0.2,-0.1,0,-0.266666666666667,0.0426923076923077,-0.135468613674978,-0.133333333333333,-0.153501400560224,0.0227178796046721,-0.0116918220620933,-0.0116918220620933,-0.125,-0.13318858560794,-0.155769230769231,-0.000526315789473686,0.0249827467218772,0.169650937297996,-0.2,-0.182117647058824,-0.197564801530368,-0.02031212484994,-0.194117647058824,-0.0259206941781859,-0.0280701754385965,-0.03871212484994,0.05,0.199287439613527,-0.130876316952346,0.221456445993031,0.147619047619048,0.011965811965812,0.0403221842218108,0.0230769230769231,-0.0564505016242775,0.235459645377454,0.250528138528139,0.250528138528139,0.250528138528139,-0.00151469621981439,0.1,-0.00579710144927537,0,0.00804905239687848,-0.00579710144927537,0.159288946174192,0.0333333333333333,0.259824434824435
"GSK3",-0.0775503336664071,-0.1275,-0.0276315789473684,-0.00664690399490379,-0.0202711248319474,-0.125291408782788,-0.00263157894736842,-0.144094827586207,-0.14,-0.05,-0.0249755620723363,-0.13375,-0.00270544354492171,-0.146425978419012,-0.15921568627451,-0.159494160237194,0.0862724804374034,-0.00839387640169649,-0.00839387640169649,-0.122128851540616,-0.127723257135022,-0.136814166225931,-0.00286561204524299,0.13016705573449,0.154705557600294,-0.0802898550724638,-0.0875836994394789,-0.091686263542043,-0.0147091748317897,-0.0983850931677019,-0.0251214053289403,-0.0103493439175122,-0.0196567010686712,0.0378787878787879,0.208655528271302,-0.0898092553133988,0.321351891682369,0.140697167755991,0.0204110274787413,0.0239899981301913,0.0194540896796982,-0.0280716812654978,0.212209557748428,0.217671742622378,0.217671742622378,0.217671742622378,0.0171732197843775,0.00454545454545455,0.00312826768909028,0.00263157894736842,0.0212651959161685,0.00475576195390437,0.161255583401712,0.0276315789473684,0.0427117425784927
"NFB",-0.204017223910841,0.0857142857142857,-0.155555555555556,-0.185621294722346,-0.175494712443865,-0.046988416988417,-0.155555555555556,-0.0336550836550837,0.1,-0.1,-0.138518518518519,-0.030952380952381,-0.139301194161875,-0.0333445378151261,-0.0142857142857143,-0.0196190476190476,0.12183501154109,-0.00597459165154265,-0.00597459165154265,0.0575757575757576,0.0372787785691011,0.055988455988456,-0.050139682068778,-0.0486974789915966,-0.0275605996917472,0.1,0.103490909090909,0.10855420023015,0.0910891089108911,0.109090909090909,0.0963345864661654,-0.00512820512820513,0.0974088115131216,0.12,-0.0217247803068152,0.160459009819859,0.0312055098509282,0.0262857142857143,0.143337795626952,-0.0022612053122006,0.138518518518519,0.205253652046435,0.00389409258505407,-0.004563618857732,-0.004563618857732,-0.004563618857732,0.178327177075287,0.12,0.181709401709402,0.155555555555556,0.176091424181312,0.181709401709402,-0.01086623083996,0.155555555555556,-0.122593191122603
"TGFR",-0.0576929627358812,-0.183333333333333,-0.0433333333333333,-0.063293611386958,-0.0580304534922211,-0.201238561520079,-0.0333333333333333,-0.205889724310777,-0.233333333333333,0,-0.0614942528735632,-0.169047619047619,-0.14546783625731,-0.0756867053478445,-0.0952380952380952,-0.0606182121971596,0.0942470962451127,-0.00386088770787186,-0.00386088770787186,-0.0466666666666667,-0.0548780286115935,-0.0397701149425287,0.033966724296173,-0.0756214577566891,-0.0655844155844156,0.0133333333333333,-0.105119047619048,-0.0966084093211753,0.0279960899315738,0.00380952380952381,0.0537592501708094,0.00072009734481131,0.0432985810347766,0.0166666666666667,-0.0639599566429816,0.062749442514436,-0.0511309636822263,0.0583959899749374,0.0461693941165011,0.0292293198629317,0.0489942528735632,0.0666019507287562,0.179020467836257,0.170833333333333,0.170833333333333,0.170833333333333,0.0619650019981183,0.0333333333333333,0.0527672955974843,0.0428571428571429,0.068097556734197,0.0622911051212938,0.0229044747120387,0.0528571428571429,0.0961059964059978
"Csn",0.121192752596789,0.12,0.0758620689655172,0.0873820180006718,0.0783788025665882,0.132966666666667,0.1,0.124166666666667,0.22,0.0666666666666667,0.0112554112554113,0.136666666666667,0.041349014181944,0.105251623376623,0.0766666666666667,0.10004329004329,0.0432450550584061,-0.00257402812241522,-0.00257402812241522,0.140909090909091,0.145666833166833,0.137012987012987,0.0162291071869162,0.00473975377902447,-0.0835054558561708,0.0931818181818182,0.0895652854608079,0.0859853331935048,0.0152406832298137,0.085719131614654,0.0244407530454042,-0.00489118724412842,0.0144694750035926,-0.0142857142857143,-0.100258392656755,0.0136693300632818,-0.090186566093114,-0.103939393939394,-0.0113082933283885,-0.0600865066742104,-0.00802960480379835,-0.026009745135678,-0.240163373947832,-0.236132663775087,-0.236132663775087,-0.236132663775087,-0.0786628357998299,-0.0142857142857143,-0.0939343581221437,-0.1,-0.0786505153273839,-0.0939343581221437,-0.0222510174116362,-0.0758620689655172,-0.156100681388072
"IKK",-0.199761904761905,0.1,-0.155555555555556,-0.175494712443865,-0.181709401709402,-0.0336550836550837,-0.1,-0.030952380952381,0.2,-0.1,-0.12,0.0857142857142857,-0.131932773109244,-0.0196190476190476,0,-0.0262857142857143,0.129761840809383,-0.00252631578947368,-0.00252631578947368,0.0909090909090909,0.055988455988456,0.0575757575757576,-0.0508591065292096,-0.0477450980392157,-0.017304189435337,0.1,0.109090909090909,0.103490909090909,0.1,0.1,0.105263157894737,-0.0128205128205128,0.0910891089108911,0.12,-0.0247384789369522,0.163187741762074,0.041962481962482,0.0142857142857143,0.138518518518519,-0.0125602086344597,0.138518518518519,0.201346577072834,-0.004563618857732,-0.00738052026618271,-0.00738052026618271,-0.00738052026618271,0.185621294722346,0.1,0.155555555555556,0.1,0.181709401709402,0.155555555555556,-0.0117725752508361,0.155555555555556,-0.109652014652015
"TGF",-0.0503968253968254,-0.233333333333333,-0.0333333333333333,-0.0580304534922211,-0.0527672955974843,-0.205889724310777,0,-0.169047619047619,-0.2,0,-0.0166666666666667,-0.183333333333333,-0.156578947368421,-0.0606182121971596,-0.0666666666666667,-0.0583959899749374,0.100265614763631,0.00104477266948663,0.00104477266948663,-0.0266666666666667,-0.0397701149425287,-0.0466666666666667,0.0404884634266077,-0.0681481481481482,-0.0584415584415584,-0.02,0.00380952380952381,-0.105119047619048,0.036060606060606,0.0133333333333333,0.0656995486782721,-0.0171370455123315,0.0279960899315738,0.0333333333333333,-0.0636649713922441,0.062749442514436,-0.0445807453416149,0.0952380952380952,0.0489942528735632,0.0260035134113188,0.0614942528735632,0.0647543756710195,0.170833333333333,0.172619047619048,0.172619047619048,0.172619047619048,0.063293611386958,0.133333333333333,0.0433333333333333,0,0.0622911051212938,0.0528571428571429,0.016159606676848,0.0428571428571429,0.0939055074084428
"Frizzled",0.0832417195207893,0.2,0.05,0.00312826768909028,0.0276315789473684,0.13375,0,0.1275,0.1,0.1,0.00454545454545455,0.14,0.0121212121212121,0.140697167755991,0.133333333333333,0.15921568627451,-0.085868595670619,0.00411523218318962,0.00411523218318962,0.114285714285714,0.122128851540616,0.147619047619048,0.00347445038621509,-0.130826330532213,-0.16452380952381,0.1,0.0802898550724638,0.0983850931677019,0.00793082886106142,0.0933333333333333,0.0147954173486088,0.0226890756302521,0.0294261559638652,-0.05,-0.208626639061422,0.0920372638114574,-0.327777045475944,-0.153333333333333,-0.0249755620723363,-0.0182521025697182,-0.0378787878787879,0.0306867097121334,-0.210668941501929,-0.227204374572796,-0.227204374572796,-0.227204374572796,-0.0202711248319474,-0.1,-0.00263157894736842,0.1,-0.0276315789473684,-0.00263157894736842,-0.158652146464646,-0.05,-0.14846394984326
"Patched",0.332467532467532,0,0.2,0.136666666666667,0.17,0.107142857142857,0.1,0.15,0,0.1,-0.0666666666666667,0.1,-0.0166666666666667,0.127692307692308,0.1,0.12,0.276352490421456,0.00833333333333333,0.00833333333333333,0.2,0.242424242424242,0.233333333333333,0.16021164021164,0.0361111111111111,-0.08,0.166666666666667,0.166666666666667,0.166666666666667,0.1,0.166666666666667,0.105128205128205,0.0388888888888889,0.08,0.1,-0.0774193548387097,0.0909681769147788,-0.085,-0.1,0.0241666666666667,0.00627372627372628,-0.0133333333333333,-0.0621146953405018,-0.216826923076923,-0.223076923076923,-0.223076923076923,-0.223076923076923,-0.141521035598705,0.2,-0.15,0,-0.0625,-0.05,-0.130952380952381,-0.1,-0.0413919413919414
