"","GSK3","TGF","Destcompl","SNAI2","ZEB1","SOSGRB2","Wnt","Frizzled","cMet","SNAI1","DSH","DELTA","ILK","FUS","TrCP","EGR1","IKK","Csn","AKT","miR200","Jagged","TWIST1","Ecadherin","Csl","NOTCHic","NOTCH","cfos","Patched","SHH","ERK","MEK","SUFU","SMO","LIV1","NFB","RKIP","cateninmemb","SMAD","STAT","RAF","PI3K","RAS","HEY1","SRC","cateninnuc","TCFLEF","CD44","GLI","ZEB2","AXIN2","FOXC2","PAK1","CDC42","TGFR","KLF4"
"MEK",0.265999461744143,-0.0169112425651071,0.294707966431218,0.328917774830898,0.00102202181685682,0.0972698412698413,0.00615384615384615,0.01,0.0119433198380567,0.0245462764731877,0,0.132195582195582,-0.104731885255278,-0.1,-0.1,-0.07,-0.123376623376623,-0.114285714285714,-0.13161191749427,0.00226927305875353,0.110270719103417,0.0698850169438405,0.110617466842,0.0888888888888889,0.0927350427350427,0.0876255536839478,0.066551724137931,0.108918032786885,0.105650058930676,0.0559134262655906,-0.0490865737344094,0.1,0.104,0,0.114285714285714,-0.184004127966976,0.097610836907824,0.103624874185167,0,-0.132195582195582,-0.132195582195582,-0.135687645687646,0.114675676626896,-0.0157894736842105,-0.0182477917786136,-0.0162031821131861,-0.0154398233345602,-0.00965034965034965,-0.00102202181685682,-0.0150796365986239,0.0153324411945102,0.0266666666666667,0.0219047619047619,0.0191010235870049,0.000526064084170254
"RKIP",0.262805358550039,-0.0191010235870049,0.292197506180172,0.327701229818733,-0.000565279770444764,0.0928253968253968,0.01,0,0.0157894736842105,0.0219821739090851,0,0.127922077922078,-0.107702182284981,-0.1,-0.1,-0.12,-0.114285714285714,-0.1,-0.123376623376623,0.000721285442654462,0.109451046972269,0.0695187165775401,0.110071018754568,0.0888888888888889,0.0888888888888889,0.0927350427350427,0.07,0.104,0.108918032786885,0.066551724137931,0.0559134262655906,0.1,0.1,0,0.114285714285714,-0.181372549019608,0.0983425442248972,0.104731885255278,0,-0.127922077922078,-0.127922077922078,-0.132195582195582,0.11831204026326,0,-0.0162031821131861,-0.0154398233345602,-0.0119433198380567,-0.00615384615384615,0.000565279770444764,-0.0123769338959212,0.0189360447981138,0.0333333333333333,0.0266666666666667,0.0219047619047619,-0.00143472022955524
"RAF",0.262805358550039,-0.0191010235870049,0.292197506180172,0.327701229818733,-0.000565279770444764,0.0928253968253968,0.01,0,0.0157894736842105,0.0219821739090851,0,0.127922077922078,-0.107702182284981,-0.1,-0.1,-0.12,-0.114285714285714,-0.1,-0.123376623376623,0.000721285442654462,0.109451046972269,0.0695187165775401,0.110071018754568,0.0888888888888889,0.0888888888888889,0.0927350427350427,0.07,0.104,0.108918032786885,0.066551724137931,0.0559134262655906,0.1,0.1,0,0.114285714285714,-0.181372549019608,0.0983425442248972,0.104731885255278,0,-0.127922077922078,-0.127922077922078,-0.132195582195582,0.11831204026326,0,-0.0162031821131861,-0.0154398233345602,-0.0119433198380567,-0.00615384615384615,0.000565279770444764,-0.0123769338959212,0.0189360447981138,0.0333333333333333,0.0266666666666667,0.0219047619047619,-0.00143472022955524
"STAT",-0.201061415220294,0.201412292258974,-0.216970911204558,-0.0402818393727485,-0.00103998565537027,0.00927750410509031,-0.168668831168831,-0.173214285714286,-0.168668831168831,0.101529181353423,-0.185714285714286,-0.209300041356493,0.0615136876006441,0.1,0,-0.0333333333333333,0.124285714285714,0.05,0.119200968523002,0.100303275811179,-0.0884669555796316,-0.233644757707726,0.0673267554001294,-0.0490196078431372,-0.0355060943296237,-0.034535220543216,0.0533333333333333,-0.0863565891472868,-0.0837017218906496,0.0592156862745098,0.0624414927261227,-0.05,-0.0933333333333333,0.3,-0.11,-0.083963963963964,0.134898957886898,-0.0603642623132878,0.185714285714286,0.209300041356493,0.209300041356493,0.208553772699777,-0.068,0.173214285714286,0.170911695038688,0.169838989436781,0.169523532023532,0.169509167303285,0.00103998565537027,0.216608097784568,-0.248372188139059,-0.209090909090909,-0.209090909090909,-0.203827751196172,0.107902554961378
"cfos",0.0561038961038961,-0.217086834733894,0.0636257309941521,-0.142160078364458,-0.00600330527691303,-0.136111111111111,0.0262962962962963,0.03,0.0262962962962963,-0.132921255959231,0.05,0.0712418300653595,-0.0619047619047619,-0.0761904761904762,0,-0.08,-0.0833333333333333,-0.0333333333333333,-0.0728070175438596,-0.108157202274849,0.0378472222222222,0.109593073593074,-0.0231796509410114,0.0333333333333333,0.0256410256410256,0.0271794871794872,-0.04,0.0498463901689708,0.0486118222677362,-0.0356521739130435,-0.0373470891672808,0.0333333333333333,0.0595238095238095,-0.1,0.0833333333333333,0.112424242424242,-0.0337785903977976,0.0619047619047619,-0.05,-0.0712418300653595,-0.0712418300653595,-0.0724613422604814,0.0657671164417791,-0.03,-0.0355337515733555,-0.0336818997215037,-0.0317017017017017,-0.0315594541910331,0.00600330527691303,-0.0504761904761905,0.219181526269044,0.214285714285714,0.219047619047619,0.217086834733894,0.00234920634920635
"DELTA",-0.0241379310344828,-0.215111111111111,-0.070965250965251,-0.198567119155354,-0.00676328502415459,-0.12,-0.06,0,-0.06,-0.133333333333333,0,0.0133333333333333,-0.0666666666666667,0,0,-0.1,-0.0333333333333333,0,-0.0666666666666667,-0.109090909090909,-0.00337662337662337,0.063,0.0396140350877193,-0.1,-0.08,-0.0942857142857143,0,0.0583333333333333,0.0352564102564102,-0.02,-0.02,0,0.0333333333333333,0,0,0.107692307692308,0.0702707152002927,0.0619047619047619,0,-0.0133333333333333,-0.0133333333333333,0.0139393939393939,-0.0333333333333333,0,0.0806127206127206,0.0861072261072261,0.0830769230769231,0.0830769230769231,0.00676328502415459,0.0728571428571429,0.204285714285714,0.2,0.2,0.211111111111111,0.0111111111111111
"IKK",-0.223736263736264,0.0851434343434343,-0.167018486717197,0.302092995493479,-0.00902255639097744,0.136974789915966,0.0658119658119658,0.0888888888888889,0.0658119658119658,-0.0288167938931298,0.1,-0.155837870538415,0.0888888888888889,0.08,0.2,-0.05,0.214285714285714,0.3,0.211583011583012,-0.01,-0.0250359262730397,-0.0180065359477124,-0.0320733001601753,0.109090909090909,0.104329004329004,0.0995670995670996,0.0642857142857143,-0.0762962962962963,-0.0866411238825032,0.0762857142857143,0.0785079365079365,-0.1,-0.08,-0.1,-0.314285714285714,-0.00163934426229508,-0.0682424372647836,-0.0859185918591859,-0.1,0.155837870538415,0.155837870538415,0.168513926876443,-0.0842105263157895,-0.0888888888888889,-0.04124565177129,-0.0446211791974504,-0.051965811965812,-0.051965811965812,0.00902255639097744,-0.0907142857142857,-0.0565945165945166,-0.1,-0.0888888888888889,-0.0843434343434343,0.00659340659340659
"GLI",-0.206786898869331,0.0647235000701647,-0.100931524034451,0.124580794184897,-0.0110071684587814,-0.0947327893345593,-0.118557874762808,-0.110322580645161,-0.027639653815893,0.0735906298003072,-0.12,0.0141096550235023,0.0337888479679524,0.130357142857143,-0.0333333333333333,0.0657142857142857,0.0213629311373672,0.0222222222222222,0.0151129311373672,0.0872527472527473,-0.0088371723828441,-0.0729633345337929,0.0109576883270709,-0.000141467727674623,0.00485853227232538,-0.000855753441960336,-0.0740476190476191,-0.115749194414608,-0.118629852850822,-0.0675541125541126,-0.0692115711176485,-0.142857142857143,-0.119830827067669,0.05,-0.0274853801169591,-0.0522076632404338,0.0285147629582628,-0.0332483074274119,0.03,-0.0141096550235023,-0.0141096550235023,-0.0103472787858785,-0.0337702148822692,0.0203225806451613,0.0350601081271279,0.0336853322753646,0.031087929677962,0.0215365981670637,0.0110071684587814,0.0491787439613527,-0.155529325765394,-0.075,-0.0681034482758621,-0.0649587941878118,0.0112157872157872
"SMAD",-0.0649761308031985,-0.255972559969759,0.0132165721642927,-0.0887538063499386,-0.0123581360995293,-0.122619047619048,0.042979242979243,0.0468253968253968,0.0562371615312792,-0.138810907282681,0.0523809523809524,-0.00793013100436681,-0.170170195101702,-0.170833333333333,-0.1,0.0285714285714286,-0.158356676003735,-0.155555555555556,-0.155690009337068,-0.115810457303505,0.156051249825443,0.145310044339155,0.0138748782614478,0.143809523809524,0.142660098522167,0.14504105090312,-0.0253456221198157,0.166750764525994,0.164892028466514,-0.0299967849105133,-0.0280737079874364,0.183333333333333,0.165833333333333,-0.08,0.16031746031746,0.111862106570997,-0.050730308285401,0.0701701951017019,-0.0657142857142857,0.00793013100436681,0.00793013100436681,0.00891697310962997,0.190518115173373,-0.0601587301587302,-0.0555858890184633,-0.0552819376506822,-0.0551462524403701,-0.0415403940583797,0.0123581360995293,-0.0975539884403644,0.265972273340694,0.257142857142857,0.255734406438632,0.255175747220755,0.00958913243587434
"cateninmemb",-0.0993660680685191,-0.0124183323108917,-0.104570946846892,-0.0881451963564124,-0.0143947197237588,-0.0660956636875207,-0.000629746686164442,0.00109439124487004,-0.00151430440730387,-0.0329071370798284,-0.00588235294117647,-0.0987179487179487,-0.00956521739130435,0.0166666666666667,0.1,-0.107272727272727,0.105714285714286,0.12,0.103116883116883,-0.0144230939761666,0.00187470857872499,0.0108746728983338,-0.12309120453518,-0.00325358851674641,0.00190105065851132,-0.000701179824760058,0.0955080213903743,-0.0134408602150538,-0.0126534586402506,0.098600804895529,0.0950713931308231,-0.0333333333333333,-0.0166666666666667,0,-0.105714285714286,0.0255481899944179,-0.113816805458659,0.00883882513948837,0.00588235294117647,0.0987179487179487,0.0987179487179487,0.0987179487179487,0.00624114929681452,-0.00109439124487004,0.00236297789725543,0.00254971926046738,0.00117985624676875,0.000629746686164442,0.0143947197237588,0.106477553229405,-0.0520213577421815,0.0130909090909091,0.0144242424242424,0.0129608277900961,0.0221284575714955
"Patched",-0.299267399267399,0.005,-0.292547452547453,-0.220996168582376,-0.0166666666666667,-0.133333333333333,-0.3,-0.3,-0.2,0.0403225806451613,-0.2,-0.273076923076923,0.0166666666666667,0.1,0,0.1,0.1,0,0.142857142857143,0.0833333333333333,-0.137989417989418,-0.121296296296296,-0.147653721682848,0,0,0.00909090909090909,-0.1,-0.226666666666667,-0.239166666666667,-0.08,-0.0415384615384615,0,-0.0666666666666667,0.1,-0.1,-0.04,0.0399820788530466,-0.0166666666666667,0.1,0.273076923076923,0.273076923076923,0.279326923076923,-0.0230769230769231,0.2,0.173754045307443,0.176666666666667,0.193333333333333,0.2875,0.0166666666666667,0.351948051948052,-0.19,-0.0333333333333333,-0.0333333333333333,-0.0133333333333333,0.0333333333333333
"SMO",-0.292471282762545,0.00229729729729729,-0.290997064950553,-0.217186644772852,-0.0217514124293785,-0.13859649122807,-0.2875,-0.3,-0.193333333333333,0.0355606758832565,-0.3,-0.279326923076923,0.0166666666666667,0.0666666666666667,0,0.1,0.142857142857143,0.1,0.162857142857143,0.079535864978903,-0.127275132275132,-0.109531590413943,-0.142118666332294,0,0.00909090909090909,0.0140909090909091,-0.08,-0.239166666666667,-0.233611111111111,-0.0415384615384615,-0.0385081585081585,-0.1,-0.226666666666667,0.1,-0.1,-0.0344444444444444,0.0438655739986777,-0.0119047619047619,0.2,0.279326923076923,0.279326923076923,0.272350178890877,-0.0183150183150183,0.2,0.174505925006691,0.173754045307443,0.176666666666667,0.270833333333333,0.0217514124293785,0.345051500223914,-0.183103448275862,-0.0333333333333333,-0.0133333333333333,-0.005,0.025
"SUFU",-0.287764075361697,-0.00188038535829043,-0.290745606842776,-0.218032356272327,-0.0218818175744543,-0.127407680039259,-0.26698717948718,-0.270833333333333,-0.173754045307443,0.0354690684132298,-0.2875,-0.267546685441095,0.00738863287250384,0.239166666666667,0.1,0.0415384615384615,0.166703296703297,0.142857142857143,0.160663028246921,0.0771839197472051,-0.12247302598775,-0.106485225649006,-0.140713816086114,0.0140909090909091,0.0231818181818182,0.0231818181818182,-0.0385081585081585,-0.224520202020202,-0.220273097773098,-0.0350598826460895,-0.0363364783907704,-0.226666666666667,-0.233611111111111,0.2,-0.162857142857143,-0.0350672090141899,0.0488048429909316,-0.00669579222585257,0.193333333333333,0.267546685441095,0.267546685441095,0.26691377404869,-0.00914791511962806,0.176666666666667,0.178025745978558,0.176951577180605,0.174505925006691,0.268102421122867,0.0218818175744543,0.339532713949604,-0.172975460813409,-0.005,-0.00229729729729729,0.000894192064404833,0.033795523706685
"SHH",-0.28974358974359,0.0133333333333333,-0.295844155844156,-0.227662835249042,-0.025,-0.1,-0.3,-0.2,-0.2,0.05,-0.2,-0.25,0,0,0,0,0.1,0,0.1,0.0833333333333333,-0.134285714285714,-0.125,-0.158333333333333,-0.1,0,0,-0.1,-0.0666666666666667,-0.226666666666667,-0.1,-0.08,0,-0.1,0,0,-0.04,0.0483154121863799,-0.0166666666666667,0.1,0.25,0.25,0.273076923076923,0,0.1,0.176666666666667,0.193333333333333,0.2,0.3,0.025,0.342857142857143,-0.2,0,-0.0333333333333333,-0.0333333333333333,0
"Ecadherin",-0.246394872274261,-0.0286784949125178,-0.259052040593706,-0.231151246238084,-0.0260534141319287,-0.131446540880503,-0.217025960344041,-0.22047423620611,-0.217865540553936,-0.0630980820337671,-0.227450980392157,-0.257315233785822,-0.0150144927536232,0.233333333333333,0.2,-0.147272727272727,0.261058201058201,0.26,0.257162097162097,-0.0292439796909071,-0.21745682182832,-0.190689378172125,-0.270510898221028,-0.0474641148325359,-0.0443713313273813,-0.0439995841154853,0.153155080213904,-0.221706989247312,-0.217769981373296,0.154186008048955,0.15222522373523,-0.233333333333333,-0.227083333333333,0.233333333333333,-0.264761904761905,0.0448153861476494,0.140130684581904,0.0167094080078605,0.227450980392157,0.257315233785822,0.257315233785822,0.256197915350068,0.00309145256638348,0.22047423620611,0.219398854857457,0.218651889404609,0.217531092393401,0.216359293677375,0.0260534141319287,0.289825668241899,-0.103266495407267,0.0210909090909091,0.0277575757575758,0.0292209903917221,0.046882325363338
"KLF4",-0.247498625033643,-0.0292209903917221,-0.259424827173389,-0.230850222758253,-0.0265273477812178,-0.131446540880503,-0.22047423620611,-0.227450980392157,-0.22047423620611,-0.0637309934261721,-0.233333333333333,-0.26025641025641,-0.0106666666666667,0.233333333333333,0.1,-0.12,0.264761904761905,0.2,0.261058201058201,-0.0294301994301994,-0.219058652491936,-0.190130718954248,-0.170316156254134,-0.0527272727272727,-0.0474641148325359,-0.0443713313273813,0.147272727272727,-0.227083333333333,-0.221706989247312,0.153155080213904,0.154186008048955,-0.2,-0.233333333333333,0.233333333333333,-0.26,0.0459389816532674,0.138592223043443,0.0150144927536232,0.233333333333333,0.26025641025641,0.26025641025641,0.257315233785822,-0.00294881588999236,0.227450980392157,0.218651889404609,0.217531092393401,0.217865540553936,0.217025960344041,0.0265273477812178,0.290856596076951,-0.103495328359212,0.00909090909090909,0.0210909090909091,0.0277575757575758,0.0481481481481481
"FOXC2",-0.247498625033643,-0.0292209903917221,-0.259424827173389,-0.230850222758253,-0.0265273477812178,-0.131446540880503,-0.22047423620611,-0.227450980392157,-0.22047423620611,-0.0637309934261721,-0.233333333333333,-0.26025641025641,-0.0106666666666667,0.233333333333333,0.1,-0.12,0.264761904761905,0.2,0.261058201058201,-0.0294301994301994,-0.219058652491936,-0.190130718954248,-0.170316156254134,-0.0527272727272727,-0.0474641148325359,-0.0443713313273813,0.147272727272727,-0.227083333333333,-0.221706989247312,0.153155080213904,0.154186008048955,-0.2,-0.233333333333333,0.233333333333333,-0.26,0.0459389816532674,0.138592223043443,0.0150144927536232,0.233333333333333,0.26025641025641,0.26025641025641,0.257315233785822,-0.00294881588999236,0.227450980392157,0.218651889404609,0.217531092393401,0.217865540553936,0.217025960344041,0.0265273477812178,0.290856596076951,-0.103495328359212,0.00909090909090909,0.0210909090909091,0.0277575757575758,0.0481481481481481
"Csn",-0.451118667041944,-0.149036056677741,-0.460773956050152,-0.114410573658252,-0.0269677419354839,-0.0961789461547331,-0.187854867746849,-0.177011494252874,-0.187854867746849,-0.158673159376056,-0.166666666666667,-0.391918002596383,-0.0207841614906832,0.0142857142857143,0.22,-0.103333333333333,0.17,0.145,0.174,-0.0394587547024757,-0.0511779869115176,-0.019085242325074,-0.0454925654442845,0.109090909090909,0.118181818181818,0.120104895104895,0.112424242424242,-0.0223013545594191,-0.0239406988217142,0.124112554112554,0.129320887445887,-0.0142857142857143,-0.0233766233766234,0.133333333333333,-0.153333333333333,0.121259598265486,0.0503791998366188,0.022069508534385,0.166666666666667,0.391918002596383,0.391918002596383,0.397100344247055,0.0264645625692137,0.177011494252874,0.195776280277783,0.194994560494259,0.192743756635738,0.192658361196631,0.0269677419354839,0.229777797450425,0.125623453766844,0.134090909090909,0.138568521031208,0.144978777441464,0.0280298786181139
"SNAI2",-0.299194081699183,-0.0268251782318279,-0.312750079621386,0.0835757546981856,-0.0270595762534088,-0.173698444895199,-0.293007133711359,-0.294415584415584,-0.293007133711359,-0.0599459804179015,-0.287272727272727,-0.316317021240643,-0.00898725687458082,0.26,0.1,-0.133333333333333,0.299137931034483,0.2,0.305162027420025,-0.0303124156539378,-0.288257431761865,-0.245462343649393,0.0485825938582431,-0.117543859649123,-0.108771929824561,-0.103577124629756,0.162745098039216,-0.27968787515006,-0.276870973741609,0.176470588235294,0.1818759936407,-0.2,-0.277647058823529,0.26,-0.275,0.041525641025641,0.230348800641268,0.0132934769702746,0.287272727272727,0.316317021240643,0.316317021240643,0.314947158226944,-0.0104882459312839,0.294415584415584,0.29013622724811,0.289825668241899,0.290856596076951,0.290333336919915,0.0270595762534088,0.356220936853493,-0.150396408807202,0.00588235294117647,0.015406162464986,0.0230984701572937,0.0478846153846154
"SRC",-0.393246753246753,0.0546320346320346,-0.265268752986144,-0.134507673388709,-0.0336328241988619,-0.0557142857142857,-0.19,-0.2,-0.19,-0.0381779099747573,-0.2,-0.160617438464748,0.0739035087719298,0.0833333333333333,-0.1,0.1,0.0371794871794872,-0.05,0.0482905982905983,0.0527653345044649,-0.113890261115032,-0.0765226727295693,0.0568018419489008,-0.145,-0.130714285714286,-0.116428571428571,-0.0727272727272727,-0.11962962962963,-0.107864923747277,-0.0616161616161616,-0.055955784257671,-0.0333333333333333,-0.123333333333333,0.2,0.0166666666666667,0.125448028673835,0.148880032929202,-0.0712008060692271,0.3,0.160617438464748,0.160617438464748,0.162132589979899,-0.0936362131744456,0.2,0.207974644594064,0.205513794482207,0.198196721311475,0.198196721311475,0.0336328241988619,0.237020272854775,-0.0722922502334267,-0.0666666666666667,-0.0666666666666667,-0.0619047619047619,0.133850129198966
"cateninnuc",-0.265275226992591,-0.037454868275829,-0.283367312862943,-0.256054311136766,-0.0360490483255744,-0.11665221908679,-0.156829184315783,-0.159003097359262,-0.158199047329482,-0.128594613383543,-0.16037296037296,-0.296458271458271,-0.0218773448773449,0.188888888888889,0.3,-0.16231884057971,0.297030303030303,0.3,0.293124053030303,-0.0344012056395002,-0.154550843227889,-0.0890065018202908,-0.219813958804653,0.0414940364092906,0.0391684550139418,0.0405320913775782,0.170255348516218,-0.176344341490457,-0.174819287024226,0.165192057376978,0.164733341780647,-0.188888888888889,-0.180692167577413,0.175757575757576,-0.303030303030303,0.105159032861266,0.0266120383506108,0.0228323244134977,0.16037296037296,0.296458271458271,0.296458271458271,0.296626621626622,0.0170148352422553,0.16037296037296,0.0609708375155064,0.160556587308381,0.160183174313609,0.158410211983768,0.0360490483255744,0.346735669747674,-0.0791753219458138,0.0365714285714286,0.0381098901098901,0.0381098901098901,0.0583325729233203
"cMet",0.419201228878648,-0.0638947990543735,0.346290457214827,0.34039642433803,-0.0417027417027417,0.294285714285714,0.156666666666667,0.15,0.156666666666667,-0.0136350120293029,0.1,0.101904761904762,-0.170181405895692,-0.15,0,-0.3,-0.0866666666666667,0,-0.111666666666667,-0.0714135924462011,0.192167832167832,0.0596806190064617,-0.0231924712210729,0.214285714285714,0.219548872180451,0.213165893457047,0.26,0.188181818181818,0.188181818181818,0.23,0.224545454545455,0.1,0.17,-0.1,0.0666666666666667,-0.113703703703704,-0.112276928291163,0.161090496804783,-0.2,-0.101904761904762,-0.101904761904762,-0.107565139263252,0.191606467148263,-0.25,-0.174594160274097,-0.166684555754323,-0.158992248062016,-0.156666666666667,0.0417027417027417,-0.187936507936508,0.0736708860759494,0.113333333333333,0.0758333333333333,0.0702777777777778,-0.0492063492063492
"TGFR",-0.23046212646115,-0.0420533603512327,-0.0561790505942461,-0.114144893000172,-0.0432889754153948,-0.31143599740091,0.055256064690027,0.0571428571428571,0.0647798742138365,-0.0334138963744756,0.0571428571428571,0.0922619047619048,-0.0808015640273705,-0.103333333333333,-0.166666666666667,0.219047619047619,-0.170426065162907,-0.166666666666667,-0.168100483767558,-0.0798697486545095,0.0905063392456938,0.0449855015157506,-0.030124529688723,-0.0133333333333333,-0.0133333333333333,-0.0126139088729017,-0.224310776942356,0.0860919540229885,0.0877868692772258,-0.213199665831245,-0.215939391858642,0.0866666666666667,0.0860919540229885,-0.1,0.180952380952381,0.137316017316017,-0.0667667403813794,0.0818691796857335,-0.0666666666666667,-0.0922619047619048,-0.0922619047619048,-0.0893379281537176,0.0856606714974451,-0.0666666666666667,-0.0562787871697911,-0.0579616923956547,-0.0608325057927839,-0.052030258238414,0.0432889754153948,-0.0957611402532719,0.0491671865252651,0.131111111111111,0.140634920634921,0.0406349206349206,0.0381719697795213
"TWIST1",-0.167049731367957,-0.144663256355877,-0.156466157878007,-0.367511616567629,-0.0704116397098853,-0.221158246787537,-0.0992230576441103,-0.102380952380952,-0.0981256332320162,-0.0953386809954287,-0.119047619047619,-0.0515906842472307,-0.0784602784602785,0.0444444444444444,-0.1,0.0666666666666667,-0.0316849816849817,-0.05,-0.0401595579561681,-0.0944782168186424,-0.00734000925366086,-0.0757222313028949,-0.0768680672050815,0.0111111111111111,0.0188034188034188,0.0169166263505886,-0.0623188405797102,-0.022855403348554,-0.0213775708362388,-0.0596872616323417,-0.0621748238213965,-0.0333333333333333,-0.0324444444444444,0.133333333333333,0.0269230769230769,0.124197632893285,0.0580362407980986,0.0801104434767801,0.119047619047619,0.0515906842472307,0.0515906842472307,0.0495358897266828,0.0760538896132116,0.102380952380952,0.0973633224039626,0.0962707404603168,0.0961176011035021,0.0968230576441103,0.0704116397098853,0.149784409139248,0.110772254752,0.133333333333333,0.140229885057471,0.143979885057471,0.0795392953929539
"miR200",-0.164578036103877,-0.00751217216068723,-0.244980029374571,-0.189139092166708,-0.104529569892473,-0.048030303030303,-0.222591549295775,-0.224,-0.222939375382731,-0.0147711547711548,-0.22,-0.201025641025641,-0.000884955752212389,0.0325,0,-0.0142857142857143,0.0500751879699248,0.02,0.0538487728755852,-0.00479701325807684,-0.0614740350035963,-0.137802422526349,0.135500727549948,-0.0308374384236453,-0.0239408866995074,-0.0211160279424452,0.0242857142857143,-0.0404324894514768,-0.0393455329297377,0.0333766233766234,0.0367779839208411,-0.02,-0.0391666666666667,0.2,-0.0357894736842105,0.00982820201106368,0.192098579272419,0.00182539462368574,0.22,0.201025641025641,0.201025641025641,0.199778758232624,-0.00169491525423729,0.224347826086957,0.219198677877989,0.219501708181019,0.220692184371495,0.220393747097972,0.104529569892473,0.260151979517449,-0.0303977323489519,0,0.00196078431372549,0.00518659076533839,0.10752242926156
"ZEB1",0.111709865499667,-0.210572040544871,0.212185658694179,0.127419707856949,-0.165771482390673,-0.0660038986354776,0.186797552041454,0.192566782810685,0.192178935364014,-0.105705430732981,0.204761904761905,0.170364554703262,-0.133211341774832,-0.183333333333333,-0.133333333333333,-0.05,-0.188536094334196,-0.153333333333333,-0.18282180861991,0.0642211605763209,0.172983762790695,0.236884882910011,0.00491038361492093,0.127083333333333,0.123161764705882,0.123161764705882,0.03,0.168360071301248,0.166580711870643,0.0311764705882353,0.0307359419538741,0.158333333333333,0.174242424242424,-0.233333333333333,0.190175438596491,0.0928166997412645,-0.162270014352452,0.131769034082524,-0.21025641025641,-0.170364554703262,-0.170364554703262,-0.167687389348931,0.148046245636919,-0.198061288305191,-0.190878380895652,-0.190095602030681,-0.190095602030681,-0.184392053759668,0.165771482390673,-0.23867290787422,0.254390497578186,0.21455938697318,0.213110111610861,0.210572040544871,0.157915687020608
"ZEB2",-0.256456214270768,-0.232988387274102,-0.193032554065146,-0.177537346002623,-0.175576105177925,-0.165311355311355,-0.161351981351981,-0.158787878787879,-0.155964912280702,-0.14966725983471,-0.145454545454545,-0.142489177489177,-0.137102615694165,-0.114285714285714,-0.1,-0.0916666666666667,-0.0902777777777778,-0.0888888888888889,-0.0837357217030114,0.0522806728754218,0.0579049867859226,0.0689302177798842,0.0816583360021603,0.0820512820512821,0.0833846153846154,0.0861168558217739,0.0864035087719298,0.0951219512195122,0.0960310421286031,0.0960809281267685,0.0973004403218905,0.1,0.1,0.1,0.101388888888889,0.114106280193237,0.132649899816264,0.137712371791726,0.14,0.142489177489177,0.142489177489177,0.143559841300741,0.147697947214076,0.153333333333333,0.154741206409109,0.155260686928589,0.155964912280702,0.161351981351981,0.175576105177925,0.185688337379732,0.207710955710956,0.223376623376623,0.228831168831169,0.230871985157699,0.275495470111782
