"","GSK3","SNAI2","Ecadherin","PAK1","RAS","CDC42","ZEB2","PI3K","DELTA","GLI","FOXC2","STAT","SOSGRB2","TCFLEF","cateninnuc","Destcompl","TWIST1","Csl","NOTCHic","NFB","NOTCH","IKK","ERK","cfos","SNAI1","Jagged","AKT","Csn","SMAD","ILK","TrCP","SUFU","SMO","Patched","EGR1","ZEB1","HEY1","SHH","FUS","RKIP","MEK","KLF4","miR200","SRC","AXIN2","Frizzled","cMet","CD44","Wnt","DSH","TGFR","RAF","TGF","LIV1","cateninmemb"
"Jagged",-0.0325670498084291,0.179110105580694,0.0429473684210526,0.2,0.0624242424242424,0.2,0.121014492753623,0.0533333333333333,0.0533333333333333,0.0276923076923077,0.147142857142857,0,0.18,0.0186013986013986,0.00871128871128871,0.00758301158301158,0.079,0.1,0.04,0,0.0542857142857143,-0.1,-0.06,0,0.025,-0.0270995670995671,-0.0888888888888889,0,-0.0547619047619048,-0.05,0,0,0.1,0.1,0.1,0.0123188405797101,-0.15,-0.0769230769230769,0,0.0256410256410256,0.0933333333333333,-0.116666666666667,-0.00909090909090909,0,-0.0142857142857143,0,-0.02,-0.0276923076923077,-0.02,0,-0.166666666666667,-0.0533333333333333,-0.162666666666667,0,-0.0317797695262484
"DELTA",-0.0325670498084291,0.179110105580694,0.0429473684210526,0.2,0.0624242424242424,0.2,0.121014492753623,0.0533333333333333,0.0533333333333333,0.0276923076923077,0.147142857142857,0,0.18,0.0186013986013986,0.00871128871128871,0.00758301158301158,0.079,0.1,0.04,0,0.0542857142857143,-0.1,-0.06,0,0.025,-0.0270995670995671,-0.0888888888888889,0,-0.0547619047619048,-0.05,0,0,0.1,0.1,0.1,0.0123188405797101,-0.15,-0.0769230769230769,0,0.0256410256410256,0.0933333333333333,-0.116666666666667,-0.00909090909090909,0,-0.0142857142857143,0,-0.02,-0.0276923076923077,-0.02,0,-0.166666666666667,-0.0533333333333333,-0.162666666666667,0,-0.0317797695262484
"SNAI1",-0.0195738234537739,0.251862511884191,0.138557849166147,0.181232492997199,0.105418142501455,0.178202189966896,0.129655932329387,0.102462477476825,0.102462477476825,0.088685703348903,0.158030389853236,0.0888888888888889,0.130911119413828,0.0887685890055299,0.0876328120308268,0.0755199916284487,0.0917716703586269,-0.017948717948718,-0.0267399267399267,-0.0427631578947368,-0.0255154369440084,-0.0538742690058479,-0.0436168017686072,-0.0396168017686072,-0.0815395910643369,-0.038209541280725,-0.0552631578947368,-0.0375,-0.0599088669842152,-0.0624918928144735,-0.075,0.080952380952381,0.0854127553052284,0.0824127553052284,-0.0582608695652174,0.0189446571732231,-0.0613675305204541,-0.0849370271498886,-0.0841781874039939,0.00192916024696694,0.0494463981811633,-0.131870939029818,-0.0109182489591111,-0.0834834834834835,-0.0802875112309075,-0.083625730994152,-0.0884339785329884,-0.0902858303848403,-0.0870403651404935,-0.0888888888888889,-0.173830605267442,-0.102462477476825,-0.176048347202926,-0.1,-0.147638769732825
"Csl",-0.0280279853115389,0.172805055581544,0.0472268264938404,0.162666666666667,0.0459930935029048,0.175569892473118,0.129727404560458,0.0448901523264342,0.0448901523264342,0.012956237311076,0.154643254409662,0.0276923076923077,0.146262107597153,0.0166128310075965,0.0154121449012501,0.00715021188827336,0.0763274591093905,-0.0231336405529954,-0.0257652195003638,-0.0555555555555556,-0.033947037682182,-0.0532299741602067,-0.0533333333333333,-0.0790476190476191,0.0171738486955878,-0.038666742718895,-0.0602067183462532,-0.0888888888888889,-0.0621479958890031,-0.0588146625556697,-0.1,0.1,0.0828054298642534,0.0817301610470491,-0.0933333333333333,0.0178682573998452,-0.15477014886222,-0.0782818851849801,-0.0769230769230769,0.00113604246051879,0.0565942028985507,-0.131728778467909,-0.00995423708106469,-0.0186013986013986,-0.00934298902662389,-0.0186013986013986,-0.00871128871128871,-0.0140174111602683,-0.00892397924655989,-0.0276923076923077,-0.172385179097322,-0.0448901523264342,-0.16626273011773,-0.02,-0.0367200755561885
"PAK1",-0.017659632034632,0.251694895390728,0.138245674348249,0.171428571428571,0.102462477476825,0.181232492997199,0.130024936019424,0.100644295658643,0.100644295658643,0.0870403651404935,0.156124417807493,0.1,0.126760176017602,0.0902858303848403,0.0887685890055299,0.0759037635582733,0.0896178242047807,-0.0102564102564103,-0.017948717948718,-0.0375,-0.0267399267399267,-0.0427631578947368,-0.0396168017686072,-0.0582608695652174,0.0182824729926026,-0.0386801295160191,-0.0538742690058479,-0.075,-0.0624918928144735,-0.0605564089435057,-0.1,0.114285714285714,0.0841781874039939,0.0854127553052284,-0.08,0.0173456411830632,-0.0577961019490255,-0.0824127553052284,-0.080952380952381,0.000673930121443924,0.0436168017686072,-0.133428571428571,-0.00986157268629649,-0.0888888888888889,-0.0802875112309075,-0.0888888888888889,-0.0834834834834835,-0.0884339785329884,-0.083625730994152,-0.1,-0.178202189966896,-0.100644295658643,-0.173830605267442,-0.1,-0.149745850907264
"LIV1",-0.017659632034632,0.251694895390728,0.138245674348249,0.171428571428571,0.102462477476825,0.181232492997199,0.130024936019424,0.100644295658643,0.100644295658643,0.0870403651404935,0.156124417807493,0.1,0.126760176017602,0.0902858303848403,0.0887685890055299,0.0759037635582733,0.0896178242047807,-0.0102564102564103,-0.017948717948718,-0.0375,-0.0267399267399267,-0.0427631578947368,-0.0396168017686072,-0.0582608695652174,0.0182824729926026,-0.0386801295160191,-0.0538742690058479,-0.075,-0.0624918928144735,-0.0605564089435057,-0.1,0.114285714285714,0.0841781874039939,0.0854127553052284,-0.08,0.0173456411830632,-0.0577961019490255,-0.0824127553052284,-0.080952380952381,0.000673930121443924,0.0436168017686072,-0.133428571428571,-0.00986157268629649,-0.0888888888888889,-0.0802875112309075,-0.0888888888888889,-0.0834834834834835,-0.0884339785329884,-0.083625730994152,-0.1,-0.178202189966896,-0.100644295658643,-0.173830605267442,-0.1,-0.149745850907264
"EGR1",-0.017659632034632,0.251694895390728,0.138245674348249,0.171428571428571,0.102462477476825,0.181232492997199,0.130024936019424,0.100644295658643,0.100644295658643,0.0870403651404935,0.156124417807493,0.1,0.126760176017602,0.0902858303848403,0.0887685890055299,0.0759037635582733,0.0896178242047807,-0.0102564102564103,-0.017948717948718,-0.0375,-0.0267399267399267,-0.0427631578947368,-0.0396168017686072,-0.0582608695652174,0.0182824729926026,-0.0386801295160191,-0.0538742690058479,-0.075,-0.0624918928144735,-0.0605564089435057,-0.1,0.114285714285714,0.0841781874039939,0.0854127553052284,-0.08,0.0173456411830632,-0.0577961019490255,-0.0824127553052284,-0.080952380952381,0.000673930121443924,0.0436168017686072,-0.133428571428571,-0.00986157268629649,-0.0888888888888889,-0.0802875112309075,-0.0888888888888889,-0.0834834834834835,-0.0884339785329884,-0.083625730994152,-0.1,-0.178202189966896,-0.100644295658643,-0.173830605267442,-0.1,-0.149745850907264
"NOTCHic",-0.0311207688166936,0.17243219950399,0.0501338032380264,0.166666666666667,0.0448901523264342,0.162666666666667,0.131384863123994,0.0522793148880105,0.0522793148880105,0.00892397924655989,0.159815668202765,0.02,0.134066985645933,0.0140174111602683,0.0166128310075965,0.00757678105341657,0.0733929218633408,0.0542857142857143,-0.0231336405529954,-0.0888888888888889,-0.0257652195003638,-0.0555555555555556,-0.0790476190476191,-0.0933333333333333,0.0167785917785918,-0.041791742718895,-0.0532299741602067,-0.1,-0.0588146625556697,-0.0580952380952381,0,0.1,0.0769230769230769,0.0828054298642534,-0.06,0.0167632850241546,-0.152809364548495,-0.0817301610470491,-0.1,-0.001168105004919,0.0533333333333333,-0.131728778467909,-0.0119150213947902,-0.0276923076923077,-0.00445867026055705,-0.0276923076923077,-0.0186013986013986,-0.00871128871128871,-0.0186013986013986,-0.02,-0.175569892473118,-0.0522793148880105,-0.172385179097322,0,-0.0362613599598582
"cfos",-0.0194778138528139,0.251152399911524,0.140944636285965,0.185714285714286,0.100644295658643,0.171428571428571,0.131632653061224,0.104302832244009,0.104302832244009,0.083625730994152,0.160262348841976,0.1,0.113888888888889,0.0884339785329884,0.0902858303848403,0.0765052673176718,0.0869004329004329,-0.0333333333333333,-0.0102564102564103,-0.075,-0.017948717948718,-0.0375,-0.0582608695652174,-0.08,0.0170891555701682,-0.0423611111111111,-0.0427631578947368,-0.1,-0.0605564089435057,-0.0621693121693122,0,0.1,0.080952380952381,0.0841781874039939,0.04,0.0170240977747031,-0.0577961019490255,-0.0854127553052284,-0.114285714285714,-0.0031934731934732,0.0396168017686072,-0.133428571428571,-0.0118920295390884,-0.1,-0.0771428571428572,-0.1,-0.0888888888888889,-0.0834834834834835,-0.0888888888888889,-0.1,-0.181232492997199,-0.104302832244009,-0.178202189966896,-0.1,-0.150112151273565
"CDC42",-0.0194778138528139,0.251152399911524,0.140944636285965,0.285714285714286,0.100644295658643,0.171428571428571,0.131632653061224,0.104302832244009,0.104302832244009,0.083625730994152,0.160262348841976,0.1,0.113888888888889,0.0884339785329884,0.0902858303848403,0.0765052673176718,0.0869004329004329,-0.0333333333333333,-0.0102564102564103,-0.075,-0.017948717948718,-0.0375,-0.0582608695652174,-0.08,0.0170891555701682,-0.0423611111111111,-0.0427631578947368,-0.1,-0.0605564089435057,-0.0621693121693122,0,0.1,0.080952380952381,0.0841781874039939,-0.06,0.0170240977747031,-0.0577961019490255,-0.0854127553052284,-0.114285714285714,-0.0031934731934732,0.0396168017686072,-0.133428571428571,-0.0118920295390884,-0.1,-0.0771428571428572,-0.1,-0.0888888888888889,-0.0834834834834835,-0.0888888888888889,-0.1,-0.181232492997199,-0.104302832244009,-0.178202189966896,-0.1,-0.150112151273565
"NOTCH",-0.0302943225357018,0.172231798702387,0.0518183361629881,0.2,0.0522793148880105,0.166666666666667,0.132125603864734,0.0624242424242424,0.0624242424242424,0.0186013986013986,0.161428571428571,0,0.143157894736842,0.00871128871128871,0.0140174111602683,0.0029101143867499,0.0840847457627119,0.04,0.0542857142857143,-0.1,-0.0231336405529954,-0.0888888888888889,-0.0933333333333333,-0.06,0.0173076923076923,-0.0345069745069745,-0.0555555555555556,0,-0.0580952380952381,-0.0547619047619048,0,0,0.1,0.0769230769230769,0,0.0234299516908213,-0.154347826086957,-0.0828054298642534,-0.1,-0.00539345711759506,0.0790476190476191,-0.121014492753623,-0.0148051948051948,-0.02,-0.00862533692722372,-0.02,-0.0276923076923077,-0.0186013986013986,-0.0276923076923077,0,-0.162666666666667,-0.0624242424242424,-0.175569892473118,0,-0.029161968479128
"ZEB1",0.0890202097150027,-0.024958644531757,-0.0391973678790278,0.155938697318008,-0.00582833966353663,0.148692320506413,0.135068619536386,-0.0160645601359776,-0.0160645601359776,0.0412865505963318,0.123622576304453,0.0435897435897436,0.104639376218324,0.0329960475401423,0.0300606267965024,0.00542741897569829,0.00373825931221705,0.05,0.0441176470588235,0.0235087719298246,0.0350267379679144,0.0317054932413,0.053921568627451,0.0433333333333333,0.0351112108284894,0.0510111118810261,0.0102769218127285,-0.0133333333333333,0.0114907694648595,0.00427923100332103,-0.0333333333333333,-0.0333333333333333,-0.021969696969697,-0.0258912655971479,-0.0166666666666667,-0.00553223549828189,-0.00354674686280904,0.016282724671881,0.00833333333333333,-0.024344746162928,-0.0376220091560853,-0.136011842535664,-0.0745090600989202,-0.0167604752970607,-0.0031469873342345,-0.0255516840882694,-0.0246036125519626,-0.0343258347741848,-0.0313209148575002,-0.0523809523809524,-0.133971508323672,0.0160645601359776,-0.136333713048082,-0.0666666666666667,0.103941475383774
"cMet",0.159773425499232,-0.0588736486546705,0.120999475679455,0.153333333333333,0.250422282120395,0.203333333333333,0.162481962481962,0.244761904761905,0.244761904761905,0.0978787878787879,0.199920886075949,0,0.241428571428571,0.108002385211688,0.10630746995745,0.130173494459209,0.182295756677779,0.0714285714285714,0.0766917293233083,0.0666666666666667,0.0788193888977764,0.0733333333333333,0.14,0.13,0.163637715243424,-0.0507226107226107,0.0795833333333333,0,-0.0817790146361575,-0.0672335600907029,0,0.1,0.07,0.07,0.15,0.0906204906204906,-0.111730306157551,-0.073125,-0.05,-0.161111111111111,-0.156363636363636,-0.0634920634920635,-0.0975005489679402,0,-0.0847619047619048,-0.1,-0.0933333333333333,-0.10031007751938,-0.0933333333333333,-0.1,-0.208888888888889,-0.244761904761905,-0.202505910165485,0.1,-0.14738427645901
"CD44",0.156547619047619,-0.0647130647130647,0.122271740310498,0.133333333333333,0.244761904761905,0.153333333333333,0.163492063492063,0.247619047619048,0.247619047619048,0.0933333333333333,0.20625,-0.1,0.221428571428571,0.10031007751938,0.108002385211688,0.124768089053803,0.181172161172161,0,0.0714285714285714,0,0.0766917293233083,0.0666666666666667,0.13,0.15,0.156858054226475,-0.0507226107226107,0.0733333333333333,0,-0.0672335600907029,-0.0611111111111111,0.1,0.1,0.05,0.07,0.2,0.0936507936507936,-0.105847953216374,-0.07,-0.1,-0.161111111111111,-0.14,-0.0587301587301587,-0.10375054896794,0,-0.08,-0.1,0,-0.0933333333333333,-0.1,0,-0.203333333333333,-0.247619047619048,-0.208888888888889,0.1,-0.140622710622711
"RAS",0.130645994832041,0.380447035844733,0.165999174373307,0.22,0.26974358974359,0.24,0.168140648011782,0.354358974358974,0.354358974358974,0.125245098039216,0.231111111111111,0.1,0.201731601731602,0.127644170597863,0.120562017623358,0.0897771147771148,0.223644298963448,0.25,0.223684210526316,0.233333333333333,0.240665342601788,0.2,0.147631578947368,0.195,0.203274336283186,0.0996451803666469,0.211111111111111,0.2,0.0477427334570192,0.0354978354978355,0.2,-0.1,-0.05,-0.038,0.12,0.105445508100147,-0.0717391304347826,0.026135593220339,0.1,-0.0590314465408805,-0.157435500515996,-0.175357142857143,-0.103046153846154,-0.1,-0.0942292490118577,-0.1,-0.129411764705882,-0.123028785982478,-0.129411764705882,-0.1,-0.24,-0.354358974358974,-0.244950495049505,0,-0.154889292237828
"SMAD",0.132857287518942,0.265213410804815,0.142877248345172,0.25952380952381,0.217722865619786,0.263749161636486,0.179776136508677,0.214433391935575,0.214433391935575,0.0997294472114616,0.246796231186604,0.08,0.189988169180716,0.0815898936689104,0.0796648683396297,0.0617155780576986,0.137789124023286,0.134285714285714,0.123940886699507,0.116666666666667,0.120766283524904,0.102941176470588,0.0179294823705926,0.0225806451612903,0.0953365089211863,0.0777684680910487,0.0949411764705882,0.0833333333333333,-0.0827783175728381,0.0153169205224,0.05,0.025,0.01,0.0164220183486239,0,0.0318982162101182,0.0159978583046259,-0.0160502711367279,0,-0.0635031851003527,-0.0160064054475157,-0.184058789570257,-0.0228865587721298,-0.0744444444444445,-0.067856189469413,-0.0944444444444444,-0.0783660130718954,-0.08091146761735,-0.0982905982905983,-0.1,-0.262073183982854,-0.214433391935575,-0.26127637123385,-0.08,-0.157561298243615
"Patched",-0.00183150183150183,-0.208337164750958,0.00541801510248112,-0.0333333333333333,-0.167788461538462,-0.0333333333333333,0.191666666666667,-0.161538461538462,-0.161538461538462,-0.1625,0.125,-0.1,0,-0.07,-0.0670873786407767,-0.00371628371628372,0.0240740740740741,-0.2,-0.2,-0.1,-0.209090909090909,-0.1,0.04,0.1,0.11989247311828,-0.097989417989418,-0.142857142857143,0,-0.03,-0.05,0,0,-0.133333333333333,-0.173333333333333,0.1,0.025,-0.0435897435897436,0.173333333333333,0.1,-0.0914285714285714,-0.0476923076923077,-0.188888888888889,-0.0666666666666667,0.1,0.0177489177489177,0.2,0.05,0.07,0.15,0.2,0.0133333333333333,0.161538461538462,0.005,0.1,0.0822401433691756
"Wnt",0.135971786833856,0.222068965517241,0.166753774680604,0.3,0.279801777170198,0.333333333333333,0.19167862266858,0.266165413533835,0.266165413533835,0.109210526315789,0.312307692307692,0.1,0.227272727272727,0.119924812030075,0.109991037195638,0.0677470072697271,0.182647058823529,0.15,0.107142857142857,0.133333333333333,0.14047619047619,0.0733333333333333,0.0733333333333333,0.133333333333333,0.178467908902692,-0.0152696078431373,0.110833333333333,0.1,-0.0788709998012324,-0.0811965811965812,0.1,0,0.1,0.0909090909090909,0.1,0.0270205643232903,-0.0923076923076923,-0.0956709956709957,0,-0.123333333333333,-0.102745098039216,-0.194117647058824,-0.0637373737373737,-0.1,-0.0739393939393939,0,-0.125,-0.109210526315789,-0.125,0,-0.326666666666667,-0.266165413533835,-0.331014492753623,0,-0.145084745762712
"SUFU",0.00265104842524621,-0.210187250093621,0.00558223561804096,-0.005,-0.169471297536832,-0.0158108108108108,0.191781901413509,-0.172002943106452,-0.172002943106452,-0.15828209894195,0.115722822929661,-0.07,-0.00914611704085388,-0.0662721612494724,-0.066937122886301,-0.00255458949291647,0.0248362050181017,-0.199090909090909,-0.196818181818182,-0.114857142857143,-0.200786435786436,-0.111010989010989,0.0564697371593923,0.0507226107226107,0.119613594571264,-0.0946985483690976,-0.119735821225754,-0.142857142857143,-0.0414666723427805,-0.0449308755760369,-0.1,-0.173333333333333,-0.19,-0.180909090909091,0.0476923076923077,0.0278300327670555,-0.0328236980410894,0.178978588978589,0.173333333333333,-0.100713467517591,-0.0526399499253498,-0.18279370221306,-0.0638592973221373,0.07,0.00856486808756575,0.1625,0.0670873786407767,0.0670873786407767,0.158653846153846,0.1625,0.0147469810235768,0.172002943106452,0.0141552650472454,0.05,0.0802017452382842
"SMO",0.00108111952772147,-0.21024192665572,0.00726303355266562,-0.0333333333333333,-0.172439624329159,-0.0133333333333333,0.193361581920904,-0.167788461538462,-0.167788461538462,-0.1625,0.114655172413793,-0.1,-0.0157894736842105,-0.0670873786407767,-0.0670873786407767,-0.00294108991783411,0.0240740740740741,-0.2,-0.209090909090909,-0.1,-0.199090909090909,-0.142857142857143,0.0476923076923077,0.04,0.122273425499232,-0.0908465608465608,-0.114857142857143,-0.1,-0.0442857142857143,-0.03,0,-0.1,-0.173333333333333,-0.173333333333333,0.1,0.0266949152542373,-0.0197802197802198,0.19,0.133333333333333,-0.102539682539683,-0.0507226107226107,-0.180555555555556,-0.0628691983122363,0.05,0.00740409016271085,0.15,0.07,0.07,0.1625,0.2,0.005,0.167788461538462,0.0158108108108108,0.1,0.0812692695827679
"DSH",0.146203102308791,0.222741010995991,0.171034305387825,0.326666666666667,0.275342040519632,0.331014492753623,0.200207507053081,0.271140359847364,0.271140359847364,0.110120890461448,0.321448938658241,0.125,0.212195121951219,0.117133894338495,0.114551525683108,0.0633566818804547,0.189394779188271,0.14047619047619,0.134593837535014,0.110833333333333,0.143684746625923,0.110833333333333,0.0879302832244009,0.102745098039216,0.174603174603175,-0.0175012263538255,0.118879310344828,0.0733333333333333,-0.0853954223016732,-0.0872822147545034,0.133333333333333,0.1,0.0956709956709957,0.0892193827677699,0.0733333333333333,0.0312304341291685,-0.0996985097768972,-0.0984218367554999,-0.0909090909090909,-0.142189477189477,-0.112742313299589,-0.204797258709309,-0.0663288371520079,-0.109210526315789,-0.0765004772481958,-0.109210526315789,-0.119924812030075,-0.109991037195638,-0.119924812030075,-0.125,-0.333871635610766,-0.271140359847364,-0.337704388224006,-0.1,-0.148234670043378
"GSK3",0.0568520207780087,0.221533073118511,0.170803814772086,0.331014492753623,0.273241200183498,0.333871635610766,0.202139156384433,0.275342040519632,0.275342040519632,0.116252965933146,0.320332511226024,0.109210526315789,0.207078842881452,0.114551525683108,0.116393630946266,0.056910750214375,0.197205278548066,0.134593837535014,0.143684746625923,0.110833333333333,0.134593837535014,0.118879310344828,0.112742313299589,0.0879302832244009,0.16984126984127,-0.0123917373027306,0.110332301797819,0.110833333333333,-0.0894433983136672,-0.0853954223016732,0.0733333333333333,0.0909090909090909,0.0892193827677699,0.0984218367554999,0.102745098039216,0.036728205303017,-0.100736572060634,-0.0936371477602846,-0.0956709956709957,-0.150460153881206,-0.101378676935952,-0.203270541152057,-0.067383936800308,-0.119924812030075,-0.0851762763349538,-0.119924812030075,-0.109991037195638,-0.117133894338495,-0.110120890461448,-0.109210526315789,-0.337704388224006,-0.275342040519632,-0.334883875403494,-0.125,-0.146643158107039
"Frizzled",0.160820271682341,0.217968019145002,0.171648879575709,0.333333333333333,0.271140359847364,0.326666666666667,0.202569711777491,0.279801777170198,0.279801777170198,0.119924812030075,0.319284436493739,0.1,0.2,0.109991037195638,0.117133894338495,0.0520971398957218,0.200742296918767,0.107142857142857,0.14047619047619,0.0733333333333333,0.134593837535014,0.110833333333333,0.102745098039216,0.0733333333333333,0.16735679779158,-0.00819890077243018,0.110833333333333,0.133333333333333,-0.0872822147545034,-0.0788709998012324,0.1,0,0.0909090909090909,0.0956709956709957,0.133333333333333,0.0398918514520032,-0.0944353518821604,-0.0892193827677699,-0.1,-0.15547619047619,-0.0879302832244009,-0.194117647058824,-0.0699873737373737,-0.125,-0.087892882311487,-0.125,-0.109210526315789,-0.119924812030075,-0.109210526315789,0,-0.331014492753623,-0.279801777170198,-0.333871635610766,-0.1,-0.142227602905569
"AKT",0.269248359167714,0.245857247733979,0.202586020095835,0.319117647058824,0.324208318061429,0.327117647058824,0.209137870241734,0.323003498784321,0.323003498784321,0.125221003593605,0.319561831407788,0.133333333333333,0.209188034188034,0.131105697033874,0.130182620110797,0.0869047512642661,0.203487108331904,0.155769230769231,0.158995037220844,0.229411764705882,0.166312110391575,0.23710407239819,0.111691233870597,0.119887955182073,0.186108568522756,-0.0153154409201813,0.146194981489099,0.2,-0.0982667297221919,-0.0992768307322929,0.233333333333333,0.1,0.107692307692308,0.10491452991453,0.0904761904761905,0.0324132261133236,-0.1103585064973,-0.111230319388214,-0.1,-0.157669823782356,-0.13447604399718,-0.212471884840306,-0.0670013552607574,-0.128985507246377,-0.0854110366168128,-0.128985507246377,-0.133600891861761,-0.125126315590575,-0.133600891861761,-0.133333333333333,-0.332808703969393,-0.323003498784321,-0.33492350759477,-0.1,-0.175731628162467
"PI3K",0.279329004329004,0.241736644718903,0.202889050398865,0.325,0.323003498784321,0.319117647058824,0.210507733255433,0.329852813852814,0.329852813852814,0.133600891861761,0.318058072009291,0.1,0.198076923076923,0.125126315590575,0.131105697033874,0.0783853137125705,0.212355609860956,0.125,0.155769230769231,0.2,0.158995037220844,0.229411764705882,0.119887955182073,0.0904761904761905,0.180845410628019,-0.00736842105263158,0.23710407239819,0.233333333333333,-0.0992768307322929,-0.0920768307322929,0.2,0,0.1,0.107692307692308,0.133333333333333,0.0392625411818167,-0.105095348602563,-0.10491452991453,-0.1,-0.168228829993536,-0.111691233870597,-0.203070175438596,-0.0696751520522012,-0.133333333333333,-0.0937142857142857,-0.133333333333333,-0.128985507246377,-0.133600891861761,-0.128985507246377,-0.1,-0.327117647058824,-0.329852813852814,-0.332808703969393,-0.1,-0.169717357010581
"ILK",0.279329004329004,0.241736644718903,0.202889050398865,0.325,0.323003498784321,0.319117647058824,0.210507733255433,0.329852813852814,0.329852813852814,0.133600891861761,0.318058072009291,0.1,0.198076923076923,0.125126315590575,0.131105697033874,0.0783853137125705,0.212355609860956,0.125,0.155769230769231,0.2,0.158995037220844,0.229411764705882,0.119887955182073,0.0904761904761905,0.180845410628019,-0.00736842105263158,0.23710407239819,0.233333333333333,-0.0992768307322929,-0.0920768307322929,0.2,0,0.1,0.107692307692308,0.133333333333333,0.0392625411818167,-0.105095348602563,-0.10491452991453,-0.1,-0.168228829993536,-0.111691233870597,-0.203070175438596,-0.0696751520522012,-0.133333333333333,-0.0937142857142857,-0.133333333333333,-0.128985507246377,-0.133600891861761,-0.128985507246377,-0.1,-0.327117647058824,-0.329852813852814,-0.332808703969393,-0.1,-0.169717357010581
"SRC",0.0910822510822511,0.224324963598367,0.25844346829641,0.355555555555556,0.3011195812948,0.355555555555556,0.232345013477089,0.298089278264497,0.298089278264497,0.111475409836066,0.344901960784314,0,0.29,0.105377848860456,0.107391271679248,0.056498646281255,0.21544398130605,0.135,0.149285714285714,0.116666666666667,0.145714285714286,0.13974358974359,0.157575757575758,0.124242424242424,0.197648206731467,-0.011646671371442,0.134188034188034,0.15,-0.0871325272641062,-0.0844298245614035,0.1,-0.0333333333333333,0.0666666666666667,0.0703703703703704,0.133333333333333,0.050905959868224,-0.122244289970209,-0.0791938997821351,-0.0666666666666667,-0.109058325187357,-0.136821040594625,-0.131007751937984,-0.0761996779388084,-0.1,-0.0812274214798759,-0.1,-0.1,-0.111475409836066,-0.1,-0.1,-0.346031746031746,-0.298089278264497,-0.351486291486291,0,-0.233487876066457
