"","Ecadherin","cateninmemb","LIV1","DSH","KLF4","FUS","SHH","STAT","Frizzled","cateninnuc","SMO","SUFU","SRC","SMAD","AXIN2","ILK","HEY1","Jagged","RKIP","NOTCHic","NOTCH","SNAI1","SOSGRB2","PAK1","MEK","ERK","FOXC2","cfos","EGR1","TGFR","TGF","ZEB2","ZEB1","Csl","CDC42","TWIST1","miR200","SNAI2","TrCP","Patched","Destcompl","TCFLEF","Csn","cMet","CD44","AKT","Wnt","GLI","IKK","NFB","RAF","PI3K","DELTA","RAS","GSK3"
"cateninmemb",0.0923467756865168,0.0976244769876203,0,-0.0176470588235294,-0.0902484763244257,0.0166666666666667,0.0111077597155194,-0.0176470588235294,0.00328317373461012,-0.00194439576230738,-0.00208333333333333,0.0333333333333333,0.00328317373461012,-0.0117613783907078,-0.029298618042769,-0.0105507246376812,-0.0208284411995427,0.0014017393217267,0.00231829878699863,0.0794820697479406,0.0791103225360447,0.0143619009380832,0.0818309710812194,-0.0165454545454545,0.0854935038682764,-0.0858856607310216,-0.0425287843407731,0.0745454545454545,-0.0745454545454545,0.0227243163340724,0.0185651843268392,0.0955000513550394,0.0955000513550394,-0.0866985645933014,0.0232121212121212,-0.0164607295432139,0.119630630077557,0.0147059515275527,0.1,-0.0118951612903226,0.0199930220092603,0.00306484394157908,0.04,-0.00067447808243621,0.00568003696773101,0.0613083213083213,0.000165102127458842,0.00616510212745884,0.0691005291005291,0.0542857142857143,0.062922322775264,0.062922322775264,0.062922322775264,0.0676709261272193,0.0283902070227632
"Destcompl",0.0208985272013034,0.0123645662841919,0.0111111111111111,0.0182539682539683,-0.127348272563264,0.0590038314176245,0.0608837198017572,0.0182539682539683,0.00318547510328332,0.0079701451809058,0.0647181171319102,0.0555555555555556,0.00318547510328332,-0.0164703425229741,0.026692029959789,-0.0165873015873016,-0.0152268244575937,-0.0114684038830727,-0.005052012096387,-0.0242028985507246,-0.0228000929395022,0.00519963535287076,0.00317260796544264,-0.0704081632653061,0.016308367567965,-0.00829148993083419,0.0724480419196575,0.0197668997668998,-0.00461538461538462,0.0670324826845439,0.0671310048520315,0.124211635317093,0.124211635317093,0.0263768115942029,0.0628219563687544,0.0035172535785157,0.150464595431086,-0.0216251615557619,0.0333333333333333,-0.0579823658365734,-0.0763445533021225,-0.00914301616509754,0.0333333333333333,-0.00965313679482561,-0.0092800024664674,0.0358249407855477,-0.0101161681725903,-0.00955958190171827,0.0277712495103799,0.0376811594202899,0.0418803555628859,0.0418803555628859,0.0418803555628859,0.0423513131767006,0.0283057875548259
"SRC",-0.118235011176188,-0.154824876515492,0,0,-0.328165374677003,-0.0166666666666667,-0.010718954248366,0.1,-0.025,-0.0479103079126291,0.00333333333333333,0.0333333333333333,-0.025,0.00216927453769559,-0.0443325258192018,0.00307017543859649,0.0170638861304204,0.0162379440131734,0.0470511567285761,-0.109761904761905,-0.102619047619048,-0.0243555228439307,0.0157142857142857,0.111111111111111,-0.0405374499714122,0.0424242424242424,-0.119173669467787,-0.00909090909090909,0,-0.11765873015873,-0.106749639249639,0.23204552261156,0.23204552261156,0.105,-0.0986111111111111,-0.111360363774157,0.236132337871468,-0.0068089114214366,-0.1,0.00777777777777778,-0.0364763497372193,0.042764894042383,-0.15,0.055,0.0500819672131148,-0.13974358974359,0.055,0.0500819672131148,-0.13974358974359,-0.116666666666667,-0.21340008343763,-0.21340008343763,-0.21340008343763,-0.211884931922479,-0.228311688311688
"RAS",-0.0327337259014278,0.0142934260101934,0,0.1,-0.250357142857143,-0.1,-0.0970282485875706,0.1,0.1,0.0898004778799824,-0.0833333333333333,-0.1,0.1,-0.111317254174397,0.0756521739130435,-0.105194805194805,-0.10395256916996,-0.12855903804455,0.0736729559748428,0.105263157894737,0.103376365441907,0.169773844641101,0.127705627705628,-0.1,0.156171310629515,-0.154210526315789,0.129047619047619,0.17,-0.12,0.114117647058824,0.117087944088526,0.263759204712813,0.263759204712813,-0.1,0.12,-0.0216912165848336,0.276676923076923,-0.0367812840331465,0.2,0.0953333333333333,0.113314184244417,-0.0923500529508039,0.2,-0.0941176470588235,-0.0877346683354193,0.237777777777778,-0.0941176470588235,-0.0857843137254902,0.226666666666667,0.233333333333333,0.309230769230769,0.309230769230769,0.309230769230769,0.215,0.366976744186047
"IKK",0.223717014794488,0.218233126277819,0.1,0.15,-0.274358974358974,-0.08,-0.0945593869731801,0.15,0.116666666666667,0.106354254341811,-0.08,-0.1,0.116666666666667,-0.126402640264026,0.0916666666666667,-0.133333333333333,-0.132714138286894,-0.110695095282724,0.0536429872495446,-0.0415584415584416,-0.0336219336219336,0.0522900763358779,0.148949579831933,-0.1,-0.0221904761904762,0.0288571428571429,0.123261183261183,0.00714285714285715,-0.05,0.0823232323232323,0.0895232323232323,0.275929824561404,0.275929824561404,0.0272727272727273,0.0777777777777778,0.134771241830065,0.290011148272018,-0.0139712597367714,0.2,0.0911111111111111,0.0246956377206091,-0.110573663624511,0.3,-0.108974358974359,-0.104358974358974,0.177155727155727,-0.108974358974359,-0.104358974358974,0.169047619047619,0.285714285714286,0.0261343012704174,0.0261343012704174,0.0261343012704174,0.0303596533830935,0.142985347985348
"NFB",0.221148796495932,0.21707156344783,0.15,0.116666666666667,-0.280128205128205,-0.08,-0.0921497484189632,0.116666666666667,0.108974358974359,0.107530724930046,-0.0911111111111111,-0.08,0.108974358974359,-0.123800409780755,0.0973404255319149,-0.126402640264026,-0.123785566858322,-0.112133944203587,0.0613352949418523,-0.0336219336219336,-0.0278154820090304,0.053111994144097,0.143686421937196,-0.0777777777777778,-0.00977217553688142,0.0221904761904762,0.121269151388673,-0.0288571428571429,-0.00714285714285715,0.0895232323232323,0.0888903209308272,0.280910667473281,0.280910667473281,0.0415584415584416,0.0823232323232323,0.136993464052288,0.293334411111897,-0.0101094711188852,0.3,0.0945593869731801,0.0258584284182836,-0.106354254341811,0.285714285714286,-0.104358974358974,-0.110573663624511,0.183822393822394,-0.104358974358974,-0.109976951887064,0.177155727155727,0.169047619047619,0.0303596533830935,0.0303596533830935,0.0303596533830935,0.0278720911940388,0.140632406808877
"TCFLEF",-0.231209743808288,-0.192025205434319,-0.166666666666667,-0.172549019607843,-0.215108543417367,-0.146666666666667,-0.152959957780856,-0.166666666666667,-0.182549019607843,-0.0778064894754255,-0.146666666666667,-0.166666666666667,-0.176666666666667,-0.0376645574188092,-0.0615037851037851,-0.0382381711855396,-0.0695039807149428,0.102533358604729,0.0541810166689627,0.219480312450183,0.219812538363805,0.0566672100563314,0.188906494702902,0.0692307692307692,0.0712742658038825,-0.0787572590011614,-0.17336185370074,0.0663763066202091,-0.0785714285714286,-0.0687743467139251,-0.0638074592967065,0.32641684387737,0.32641684387737,-0.209676390881556,-0.0669051878354204,-0.248295535608507,0.32922503868287,-0.0186799362363418,0.0857142857142857,0.14989247311828,-0.0128563678380404,0.0781501320871093,0.149350649350649,0.179230769230769,0.174828253507499,0.134715305732136,0.185113122171946,0.180765296084989,0.135802262253875,0.129350649350649,0.133634022366874,0.133634022366874,0.133634022366874,0.127983562445718,0.0236002437219388
"miR200",-0.322918685238688,-0.279788119157519,-0.1,-0.1,-0.324206349206349,-0.02,-0.0256136488717666,-0.1,-0.104,-0.110997145451104,-0.02,-0.02,-0.104347826086957,-0.00234138763281272,-0.0758739768183939,-0.00265486725663717,-0.00502824858757062,0.0239200831135619,0.0158515921706106,0.0377339901477833,0.0416887924076703,0.0267996817996818,0.0290909090909091,-0.0125,0.0190599876314162,-0.0197402597402597,-0.0131201589738175,0.0242857142857143,-0.0142857142857143,0.00823055028462998,0.00881194563346719,0.328767921146953,0.328767921146953,-0.0377339901477833,0.00661764705882353,-0.114001887682869,0.265602639856542,0.0819634075674023,0,0.0212658227848101,0.0751508773066067,0.109936539390498,0.02,0.111390079608083,0.109142888596847,0.0242928074904242,0.111042253521127,0.108844451323325,0.022406015037594,0.0252631578947368,0.121657099119786,0.121657099119786,0.121657099119786,0.121906475678389,0.0092237615289297
"Patched",-0.0723381877022654,-0.107921146953405,-0.1,-0.2,-0.311111111111111,-0.3,-0.213333333333333,-0.1,-0.1,-0.0323732470334412,-0.333333333333333,-0.2,0,-0.0766666666666667,-0.00822510822510822,-0.0666666666666667,-0.0743589743589744,0.0516402116402116,0.111428571428571,0.166666666666667,0.121212121212121,0.126344086021505,0.2,-0.166666666666667,0.0661538461538461,-0.12,0.065,0.1,-0.1,0.226666666666667,0.218333333333333,0.333333333333333,0.333333333333333,-0.2,0.266666666666667,-0.0861111111111111,0.35,-0.0203218390804598,0,0.213333333333333,0.0013986013986014,0.0411111111111111,0,0,0.0466666666666667,0.107142857142857,0.1,0.15,0.15,0.1,0.0923076923076923,0.0923076923076923,0.0923076923076923,0.123557692307692,0.0468864468864469
"SMAD",-0.0248184417016077,0.0319767200997186,0.04,0.0238095238095238,-0.352033476372756,0.0791666666666667,0.0840911235405796,-0.00285714285714285,0.046031746031746,0.0174360996840589,0.0691666666666667,0.0916666666666667,0.0193650793650794,-0.0189340340025272,0.0318460484748084,0.0839231088546157,0.0710315495974219,0.0897511520737327,0.0490770499621798,0.059080459770115,0.0559058565955118,0.0492499310725117,0.0301094350783792,0.0547619047619048,-0.0563480499245691,0.0592326653091844,-0.0406614843324708,-0.0824884792626728,0.0857142857142857,-0.0387102877975488,-0.0442879770405767,0.351333362654117,0.351333362654117,-0.0533333333333333,-0.0392689470154259,-0.103817191385474,0.368935491224071,-0.0947592331987263,-0.1,-0.0792584097859327,-0.0324207144430624,-0.013788683270685,-0.133333333333333,-0.0232866479925304,-0.0141957389016213,-0.117591036414566,-0.0498778998778999,-0.0405253818922884,-0.110924369747899,-0.128571428571429,-0.162550218340611,-0.162550218340611,-0.162550218340611,-0.157287060445875,-0.11865484418116
"GLI",-0.0626545301298681,-0.00584280484866886,0.05,-0.1,-0.356883740883741,-0.164880952380952,-0.163610138662352,0.01,-0.0903225806451613,0.0199309867262682,-0.170144110275689,-0.152380952380952,0.0196774193548387,-0.0497390722763857,0.0393553743961353,-0.0459552884926019,-0.040149800209223,-0.039009122299988,0.074572021821277,-0.0515030946065429,-0.0515030946065429,0.061283362599423,0.0540635176033406,-0.0666666666666667,-0.0983652627299036,0.0989177489177489,-0.0274786076711386,-0.126190476190476,0.142857142857143,0.0832791151594014,0.0802202916299897,0.361890937019969,0.361890937019969,0.0615030946065429,0.0839080459770115,-0.0799612027286051,0.380144025221425,-0.0690211567250065,0.0333333333333333,0.164021661296097,-0.0320024753436898,-0.0185562108745049,0.0222222222222222,-0.0221164437450826,-0.0195302368485309,0.0386460944026733,0.089146110056926,-0.00787516653881868,0.0417710944026733,0.0274853801169591,-0.0703070241001877,-0.0703070241001877,-0.0703070241001877,-0.0689208854863263,0.13452596945988
"Wnt",0.00192855269566521,0.0366101694915254,0,0,-0.362745098039216,0,-0.0233766233766234,0.1,0,0.0662114723895832,0,0,0.1,-0.0498111707414033,0.0509090909090909,-0.0521367521367521,-0.061025641025641,-0.0412009803921569,0.131666666666667,0.0571428571428571,0.0654761904761905,0.179296066252588,0.124242424242424,-0.1,0.0792156862745098,-0.0733333333333333,0.0824291497975708,0.133333333333333,-0.1,0.0733333333333333,0.0733333333333333,0.370062171209947,0.370062171209947,-0.1,0.0666666666666667,-0.0908823529411765,0.391919191919192,-0.0612931034482759,0.1,0.00909090909090909,0.0295365743551425,-0.0734962406015038,0.1,-0.075,-0.0592105263157895,0.125833333333333,-0.075,-0.0592105263157895,0.113333333333333,0.133333333333333,0.119548872180451,0.119548872180451,0.119548872180451,0.142276144907724,0.179467084639498
"Jagged",-0.159578947368421,-0.099559173221145,0,0,-0.383333333333333,0,-0.041025641025641,0,0,-0.0372827172827173,-0.0333333333333333,0,0,-0.0285714285714286,-0.0242857142857143,-0.0333333333333333,-0.133333333333333,0.00337662337662337,0.041025641025641,0.08,0.08,0.075,0.08,0,-0.0533333333333333,0.02,-0.0142857142857143,0,-0.1,-0.0111111111111111,-0.00711111111111111,0.396376811594203,0.396376811594203,-0.1,0,-0.112,0.413939393939394,-0.0712166918049271,0,0.0333333333333333,0.0181776061776062,0.033986013986014,0,0.02,0.0430769230769231,0.0222222222222222,0.02,0.0430769230769231,0.0333333333333333,0,-0.0133333333333333,-0.0133333333333333,-0.0133333333333333,0.00484848484848485,0.0547892720306513
"DELTA",-0.159578947368421,-0.099559173221145,0,0,-0.383333333333333,0,-0.041025641025641,0,0,-0.0372827172827173,-0.0333333333333333,0,0,-0.0285714285714286,-0.0242857142857143,-0.0333333333333333,-0.133333333333333,0.00337662337662337,0.041025641025641,0.08,0.08,0.075,0.08,0,-0.0533333333333333,0.02,-0.0142857142857143,0,-0.1,-0.0111111111111111,-0.00711111111111111,0.396376811594203,0.396376811594203,-0.1,0,-0.112,0.413939393939394,-0.0712166918049271,0,0.0333333333333333,0.0181776061776062,0.033986013986014,0,0.02,0.0430769230769231,0.0222222222222222,0.02,0.0430769230769231,0.0333333333333333,0,-0.0133333333333333,-0.0133333333333333,-0.0133333333333333,0.00484848484848485,0.0547892720306513
"GSK3",-0.0072904289973946,0.0264980388213346,0.075,0.0592105263157895,-0.393353914603713,-0.0233766233766234,-0.0214977831026661,0.0592105263157895,0.0734962406015038,0.0665865613809842,-0.0266024298282363,-0.00909090909090909,0.0734962406015038,-0.046864957373039,0.0565681714210835,-0.0455156320357076,-0.0529184998752609,-0.0419241516738072,0.154714233135286,0.073456445515269,0.0747551468139703,0.180393856228032,0.120494680211073,-0.0733333333333333,0.0949709836087545,-0.099516438154209,0.0871274706525625,0.0792156862745098,-0.0792156862745098,0.079465737514518,0.0786965067452872,0.396714729294903,0.396714729294903,-0.0713585434173669,0.0819047619047619,-0.0935450862721747,0.415918911345607,-0.054027129494231,0.113333333333333,0.0186269697055369,0.0299458804007666,-0.0654681403283527,0.125833333333333,-0.0662114723895832,-0.0657352819133927,0.135590554081933,-0.0663066981178436,-0.0658350000046361,0.14242816091954,0.132083333333333,0.137816408257158,0.137816408257158,0.137816408257158,0.138446660357998,0.0816850103516777
"Csn",-0.0268391117438492,0.0164126518229158,0.133333333333333,0.1,-0.396352797529268,-0.0142857142857143,-0.0266168522117755,0.1,0.0758620689655172,0.0840033511211167,-0.0294372294372294,-0.0142857142857143,0.0758620689655172,-0.0365178704487272,0.0731846081208687,-0.0372890786749482,-0.0407613510520487,-0.033042002984268,0.161161403777047,0.0717893217893218,0.0746739371739372,0.180724723959701,0.0972673815288827,-0.075,0.0689718614718615,-0.0481385281385281,0.0913541010722942,0.0442424242424242,-0.0533333333333333,0.0837638729429774,0.082570555520543,0.40208105872622,0.40208105872622,-0.0601010101010101,0.0735074626865672,-0.0937026647966339,0.421504172427718,-0.0622622575004284,0.22,0.0348135735232509,0.0285624735363763,-0.084063483412157,0.12,-0.0915247195679269,-0.086635830679038,0.140333333333333,-0.0915247195679269,-0.0867212261181452,0.128333333333333,0.12,0.120686532017027,0.120686532017027,0.120686532017027,0.122030102074609,0.182515833499186
"NOTCH",-0.168449915110357,-0.10531833552481,0,0,-0.396376811594203,-0.0333333333333333,-0.0469079939668175,0,-0.02,-0.0393235336092479,-0.0333333333333333,0,-0.02,-0.0252380952380952,-0.0148517520215633,-0.0285714285714286,-0.128985507246377,-0.000327080327080329,0.0513704686118479,0.08,-0.00387096774193549,0.0857692307692308,0.0747368421052632,0,-0.039047619047619,0.0533333333333333,-0.0163265306122449,-0.02,0,-0.00711111111111111,-0.00388530465949821,0.411191626409018,0.411191626409018,-0.08,-0.0111111111111111,-0.110305084745763,0.425367965367965,-0.0675129881012234,0,0.041025641025641,0.0228505033738679,0.0372827172827173,0,0.0430769230769231,0.033986013986014,0.0333333333333333,0.0430769230769231,0.033986013986014,0.0222222222222222,0.0333333333333333,0.00484848484848485,0.00484848484848485,0.00484848484848485,0.00629776021080369,0.0456983629397422
"PI3K",0.0672685187338652,0.0783204419946918,0.1,0.1,-0.403508771929825,0,-0.0271367521367521,0.1,0.0888888888888889,0.0838578098908269,-0.0166666666666667,0,0.0888888888888889,-0.0572565026010404,0.0698095238095238,-0.0612565026010404,-0.0683752060000673,-0.063859649122807,0.189786683904331,0.075,0.075,0.221670692431562,0.147692307692308,-0.2,0.105726224916196,-0.110644257703081,0.209180023228804,0.104761904761905,-0.133333333333333,0.194117647058824,0.19818268770923,0.416518330980087,0.416518330980087,-0.075,0.194117647058824,-0.0126463700234192,0.430443334541695,-0.0195093825571156,0.2,0.0243589743589744,0.0400484243774382,-0.0848887377258785,0.233333333333333,-0.0845410628019324,-0.09223337049424,0.253544494720965,-0.0845410628019324,-0.09223337049424,0.250980392156863,0.233333333333333,0.192952380952381,0.192952380952381,0.192952380952381,0.187472928897586,0.28466810966811
"STAT",-0.15921926929296,-0.177342560563355,0.1,-0.0142857142857143,-0.509397900574371,-0.025,-0.0424096178911985,-0.0142857142857143,-0.0517857142857143,-0.0469369497656797,-0.0316666666666667,-0.05,-0.0517857142857143,-0.0264812038425232,-0.0393042251865781,-0.0310789049919485,-0.032,-0.000759153764605831,0.086192084942085,0.00763116057233704,0.0163690246500069,0.107131186250252,0.162027914614121,-0.00909090909090909,-0.0119038583175206,0.0258823529411765,-0.0158118609406953,-0.02,0,0.0034988038277512,0.00688044633982849,0.420665232203694,0.420665232203694,0.00588235294117647,-0.00965909090909091,-0.174494138212279,0.44011691488203,-0.0297299020209237,0,0.0432945736434108,0.0384948501548852,0.0449107280731886,0.05,0.0472402597402597,0.039547952047952,0.0404923325262308,0.0472402597402597,0.0396772345301757,0.0252380952380952,0.03,0.0767834987593052,0.0767834987593052,0.0767834987593052,0.0708133495055739,0.0813907432131731
"TrCP",-0.0688495794057687,-0.0070812970933937,0.05,0.01,-0.417931303669009,-0.0357142857142857,-0.0347497297604824,0.01,0.0285185185185185,0.0240271613368233,-0.0453917050691244,-0.019047619047619,0.0285185185185185,-0.0248677248677249,0.0399309105555039,-0.021641918416112,-0.0191477790516506,-0.00902713871847307,0.0545937487926438,-0.0223076923076923,-0.0223076923076923,0.0774453290081217,0.054950495049505,0.019047619047619,-0.0395892901007124,0.0449226234340457,-0.010559870710269,-0.0669565217391304,0.08,-0.0038069773363891,-0.00927145821070604,0.421863969305636,0.421863969305636,0.0269230769230769,-0.00532212885154061,-0.0960413137587051,0.439229388109651,-0.0765016541252335,0.0333333333333333,0.0367497297604824,-0.0362935000017332,-0.021958195819582,0.00833333333333333,-0.0285185185185185,-0.0215878254492116,0.0329191033138402,-0.0285185185185185,-0.0212014453477868,0.0366228070175439,0.0208333333333333,-0.0424052818959562,-0.0424052818959562,-0.0424052818959562,-0.0369507364414108,0.0433327922077922
"PAK1",-0.0688495794057687,-0.0070812970933937,0.05,0.01,-0.417931303669009,-0.0357142857142857,-0.0347497297604824,0.01,0.0285185185185185,0.0240271613368233,-0.0453917050691244,-0.019047619047619,0.0285185185185185,-0.0248677248677249,0.0399309105555039,-0.021641918416112,-0.0191477790516506,-0.00902713871847307,0.0545937487926438,-0.0223076923076923,-0.0223076923076923,0.0774453290081217,0.054950495049505,0.019047619047619,-0.0395892901007124,0.0449226234340457,-0.010559870710269,-0.0669565217391304,0.08,-0.0038069773363891,-0.00927145821070604,0.421863969305636,0.421863969305636,0.0269230769230769,-0.00532212885154061,-0.0960413137587051,0.439229388109651,-0.0765016541252335,0.0333333333333333,0.0367497297604824,-0.0362935000017332,-0.021958195819582,0.00833333333333333,-0.0285185185185185,-0.0215878254492116,0.0329191033138402,-0.0285185185185185,-0.0212014453477868,0.0366228070175439,0.0208333333333333,-0.0424052818959562,-0.0424052818959562,-0.0424052818959562,-0.0369507364414108,0.0433327922077922
"LIV1",-0.0688495794057687,-0.0070812970933937,0.05,0.01,-0.417931303669009,-0.0357142857142857,-0.0347497297604824,0.01,0.0285185185185185,0.0240271613368233,-0.0453917050691244,-0.019047619047619,0.0285185185185185,-0.0248677248677249,0.0399309105555039,-0.021641918416112,-0.0191477790516506,-0.00902713871847307,0.0545937487926438,-0.0223076923076923,-0.0223076923076923,0.0774453290081217,0.054950495049505,0.019047619047619,-0.0395892901007124,0.0449226234340457,-0.010559870710269,-0.0669565217391304,0.08,-0.0038069773363891,-0.00927145821070604,0.421863969305636,0.421863969305636,0.0269230769230769,-0.00532212885154061,-0.0960413137587051,0.439229388109651,-0.0765016541252335,0.0333333333333333,0.0367497297604824,-0.0362935000017332,-0.021958195819582,0.00833333333333333,-0.0285185185185185,-0.0215878254492116,0.0329191033138402,-0.0285185185185185,-0.0212014453477868,0.0366228070175439,0.0208333333333333,-0.0424052818959562,-0.0424052818959562,-0.0424052818959562,-0.0369507364414108,0.0433327922077922
"EGR1",-0.0688495794057687,-0.0070812970933937,0.05,0.01,-0.417931303669009,-0.0357142857142857,-0.0347497297604824,0.01,0.0285185185185185,0.0240271613368233,-0.0453917050691244,-0.019047619047619,0.0285185185185185,-0.0248677248677249,0.0399309105555039,-0.021641918416112,-0.0191477790516506,-0.00902713871847307,0.0545937487926438,-0.0223076923076923,-0.0223076923076923,0.0774453290081217,0.054950495049505,0.019047619047619,-0.0395892901007124,0.0449226234340457,-0.010559870710269,-0.0669565217391304,0.08,-0.0038069773363891,-0.00927145821070604,0.421863969305636,0.421863969305636,0.0269230769230769,-0.00532212885154061,-0.0960413137587051,0.439229388109651,-0.0765016541252335,0.0333333333333333,0.0367497297604824,-0.0362935000017332,-0.021958195819582,0.00833333333333333,-0.0285185185185185,-0.0215878254492116,0.0329191033138402,-0.0285185185185185,-0.0212014453477868,0.0366228070175439,0.0208333333333333,-0.0424052818959562,-0.0424052818959562,-0.0424052818959562,-0.0369507364414108,0.0433327922077922
"AKT",0.0652988217641682,0.0751604012199721,0.1,0.0888888888888889,-0.418038686459739,-0.0166666666666667,-0.0218735942420153,0.0888888888888889,0.0845410628019324,0.0844731945062115,-0.0243589743589744,0,0.0845410628019324,-0.0575932029377407,0.0629503180333505,-0.0572565026010404,-0.0631120481053304,-0.0578993842221448,0.187923329867064,0.075,0.075,0.221921318997978,0.14991452991453,-0.194117647058824,0.117118629979487,-0.105726224916196,0.209180023228804,0.110644257703081,-0.104761904761905,0.19818268770923,0.196672113691103,0.421997783034881,0.421997783034881,-0.075,0.194117647058824,-0.0160102843965079,0.438999484274316,-0.0214189302958091,0.233333333333333,0.0271367521367521,0.0407928412508873,-0.0838578098908269,0.233333333333333,-0.09223337049424,-0.0848887377258785,0.160615201791672,-0.09223337049424,-0.0849708006618378,0.253544494720965,0.250980392156863,0.187472928897586,0.187472928897586,0.187472928897586,0.192533169861442,0.286281012893916
"NOTCHic",-0.169521890608059,-0.110795008952802,0,-0.02,-0.410662525879917,-0.0333333333333333,-0.041531649880796,-0.02,-0.0430769230769231,-0.0394762053649731,-0.041025641025641,-0.0333333333333333,-0.0430769230769231,-0.0245186707776636,-0.0204073075771189,-0.0252380952380952,-0.124370122630992,0.00298417795106537,0.0640465249498761,-0.00387096774193549,-0.00123938879456706,0.081007326007326,0.0792822966507177,0.0111111111111111,-0.0276190476190476,0.039047619047619,-0.00987491770901909,-0.0533333333333333,0.02,-0.00388530465949821,-0.000700591283702028,0.422302737520129,0.422302737520129,-0.08,-0.00711111111111111,-0.115965462104253,0.438662763055827,-0.0673125872996202,0,0.0469079939668175,0.0215171700405345,0.0393235336092479,0.0333333333333333,0.033986013986014,0.0372827172827173,0.0403100775193798,0.033986013986014,0.0372118204376269,0.0333333333333333,0.0222222222222222,0.00629776021080369,0.00629776021080369,0.00629776021080369,0.00481992769848842,0.0498305943447009
"SNAI1",-0.0700982786773608,-0.00794485495177022,0.01,0.0285185185185185,-0.420111989027264,-0.0453917050691244,-0.0396040986925213,0.0285185185185185,0.0285185185185185,0.0225300007792601,-0.0367497297604824,-0.0357142857142857,0.0285185185185185,-0.0267127433179094,0.0410964117210051,-0.0248677248677249,-0.0239096838135554,-0.0104389034243554,0.0545937487926438,-0.0223076923076923,-0.0202668759811617,-0.0200635677890314,0.0606108724079955,0.00532212885154061,-0.0463157474998155,0.0395892901007124,-0.00916215787672386,-0.0449226234340457,0.0669565217391304,-0.00927145821070604,-0.00665049046877055,0.425185002515968,0.425185002515968,0.0223076923076923,-0.0038069773363891,-0.096964390681782,0.442591539886788,-0.0773397365925483,0.00833333333333333,0.0347497297604824,-0.0368417456157683,-0.0240271613368233,0.0208333333333333,-0.0215878254492116,-0.021958195819582,0.0287524366471735,-0.0212014453477868,-0.0217498914172566,0.0329191033138402,0.0366228070175439,-0.0369507364414108,-0.0369507364414108,-0.0369507364414108,-0.0367865328289313,0.0437948384124127
"ZEB1",-0.219069898430637,-0.249740827909388,0.0333333333333333,0.00476190476190476,-0.428674063244748,0.0791666666666667,0.068456889387913,-0.00512820512820513,-0.0171893147502904,-0.0174162564488061,0.0700757575757576,0.0666666666666667,-0.0270794246404003,0.0899528206349546,-0.0233757492748044,0.0880297437118776,0.0761307172965204,0.103274407240976,0.0843598181315783,0.122058823529412,0.12123237724842,0.0937373712484598,0.105107212475634,0.00613026819923372,0.071638075494515,-0.0588627450980392,-0.023448172576455,0.0553333333333333,-0.0833333333333333,-0.000980558789978954,-0.000586858002577379,0.439282238324923,0.439282238324923,-0.108333333333333,-0.00757954356155256,-0.18227741395931,0.462506145460257,0.0188766347925316,-0.0666666666666667,-0.0602718360071301,0.012083440065398,0.0181011879556554,-0.0666666666666667,0.0113931501305963,0.0127820390194852,-0.073357163400304,0.00180469936567497,0.00352291242409422,-0.0847857348288755,-0.0929824561403509,0.0406480859996966,0.0406480859996966,0.0406480859996966,0.0382858812752872,-0.0843781896059008
