"","SMAD","ILK","miR200","ZEB1","SHH","AKT","Jagged","TGF","TGFR","SNAI1","CDC42","NOTCH","PAK1","NOTCHic","Csl","SOSGRB2","MEK","ERK","TWIST1","cfos","EGR1","GSK3","LIV1","DSH","Destcompl","Frizzled","RAS","STAT","Wnt","RAF","DELTA","Ecadherin","SNAI2","cateninmemb","cateninnuc","TCFLEF","CD44","cMet","GLI","SRC","PI3K","AXIN2","FOXC2","TrCP","RKIP","Csn","SUFU","NFB","FUS","IKK","SMO","Patched","ZEB2","HEY1","KLF4"
"AXIN2",0.185662525879917,0.181297446514838,0.206052586513901,0.189599423845928,0.22266723713445,-0.109082125603865,-0.0918735788301006,0.0700462962962963,0.0700462962962963,0.123038420632997,0.0700462962962963,0.0386383187698977,0.07375,0.0372869674185464,0.0319298245614035,-0.000294388485131823,0.134228664104237,0.134918319276651,-0.023107752188212,0.133983739837398,0.126666666666667,-0.11651990064347,0.133333333333333,0.153333333333333,-0.106503617116752,0.155658914728682,-0.16681991556559,0.153333333333333,0.160831328521786,-0.16681991556559,-0.16681991556559,-0.0985115133480612,0.102466398510735,-0.172919184961156,-0.164818652352168,-0.164256611712306,-0.163670445241029,-0.160831328521786,-0.163975982609836,-0.155658914728682,0.16681991556559,0.240463114691333,-0.123319568799662,0.133333333333333,-0.103435346015991,0.122222222222222,-0.15,0.117874396135266,-0.188461538461538,0.113526570048309,-0.207509157509157,-0.216437728937729,-0.189599423845928,-0.18047478077904,-0.188039877719316
"cMet",0.0960441146155432,0.0905895691609977,-0.0469779314888011,-0.0274170274170274,0.0747159090909091,0.0795833333333333,0.10376608898348,0.0100886524822695,0.00583333333333332,0.0433559502248173,0.00583333333333332,0.0931051031834906,-0.00666666666666668,0.0909774436090226,0.0857142857142857,0.216190476190476,0.0340909090909091,0.025,0.0363633370374943,0.025,0.025,-0.128052995391705,-0.1,-0.1,-0.110682356480676,-0.1,0.00280323450134771,-0.2,-0.0933333333333333,-0.00285714285714286,-0.00285714285714286,0.109082766401385,-0.00414958925907831,0.138001381773624,0.105898951921814,0.106463923673226,0.10031007751938,0.0933333333333333,0.0978787878787879,0.2,0.00285714285714286,0.124761904761905,0.0299525316455696,-0.1,0.126296296296296,-0.1,-0.1,-0.0666666666666667,-0.05,-0.0733333333333333,-0.05,-0.0590909090909091,0.0274170274170274,-0.111214310285518,0.136507936507937
"CD44",0.0905895691609977,0.0722222222222222,-0.0532279314888011,-0.0365079365079365,0.0590909090909091,0.0733333333333333,0.0907226107226107,0.00583333333333332,0.00583333333333332,0.0365762892078682,-0.00666666666666668,0.0909774436090226,-0.0666666666666667,0.0857142857142857,0.1,0.20952380952381,0.025,0.025,0.0284981684981685,0.025,0,-0.123214285714286,-0.1,0,-0.109331005129324,-0.1,-0.00285714285714286,-0.1,-0.1,0,0,0.107301595917924,-0.00122988122988123,0.134798534798535,0.106463923673226,0.10031007751938,0.0933333333333333,0.2,0.0933333333333333,0.2,0,0.12,0.03375,0,0.133703703703704,-0.1,-0.1,-0.1,-0.1,-0.0666666666666667,-0.05,-0.05,0.0365079365079365,-0.0935672514619883,0.141269841269841
"Csn",-0.0449990353244237,-0.0390864389233954,-0.0523238341164733,-0.0483374689826303,-0.0447821113606412,0.109266666666667,0.00022942049588978,-0.0893408663908789,-0.0881475489684445,-0.111749658895923,-0.0855834464043419,-0.118829781329781,-0.0840909090909091,-0.115945165945166,-0.114646464646465,-0.0263207655943733,-0.0932927489177489,-0.0922510822510823,0.00198768895122331,-0.0857575757575758,-0.0766666666666667,0.150727057324451,-0.0666666666666667,-0.0833333333333333,0.0161802725774019,-0.0867816091954023,0.216477488628228,-0.0833333333333333,-0.0855767899182939,0.215901672889265,0.215901672889265,0.0155923874983546,-0.0188918614691157,0.0412392608127052,0.0887897972267626,0.0893309878461252,0.088687901029405,0.0855767899182939,0.0886335584772458,0.0867816091954023,-0.215901672889265,0.123278741737488,0.101937749707124,-0.02,0.09559397289002,-0.12,0.0142857142857143,-0.111666666666667,0.0253968253968254,-0.111666666666667,0.0344877344877345,0.039864078573756,0.0483374689826303,0.0436157253599114,0.0446857717445953
"IKK",-0.173184818481848,-0.158333333333333,-0.0832998885172798,-0.0794085213032581,-0.108863346104725,-0.0277992277992278,-0.134126835363949,-0.23220202020202,-0.22020202020202,-0.142606728866271,-0.211111111111111,-0.20995670995671,-0.2,-0.195670995670996,-0.190909090909091,-0.204621848739496,-0.0838412698412698,-0.0682857142857143,-0.255882352941177,-0.0642857142857143,-0.05,0.239047619047619,0.1,0.1,0.130452546431684,0.111111111111111,0.0670730979951092,0.1,0.118803418803419,0.0684815486993346,0.0684815486993346,-0.141083552997004,0.0983775032082848,-0.165056712375148,-0.127114389817672,-0.125426626104592,-0.12034188034188,-0.118803418803419,-0.12034188034188,-0.111111111111111,-0.0684815486993346,-0.149047619047619,-0.071024531024531,0,0.1091985428051,0.1,0.1,0.114285714285714,0.08,0.0142857142857143,0.08,0.0985185185185185,0.0794085213032581,0.16625386996904,0.0604395604395604
"NFB",-0.186939465321997,-0.173184818481848,-0.0981035138949233,-0.0943510500388903,-0.117297081044484,-0.0389103389103389,-0.142759928889129,-0.241695691088096,-0.23220202020202,-0.146168372701887,-0.22020202020202,-0.214472838988968,-0.211111111111111,-0.20995670995671,-0.195670995670996,-0.211990269792127,-0.09103081232493,-0.0838412698412698,-0.264453781512605,-0.0682857142857143,-0.0642857142857143,0.24140056022409,0.1,0.111111111111111,0.130452546431684,0.118803418803419,0.0645855358060545,0.111111111111111,0.12034188034188,0.0670730979951092,0.0670730979951092,-0.143812284939219,0.0995970154034068,-0.1683302076233,-0.127977134915712,-0.127114389817672,-0.125426626104592,-0.12034188034188,-0.124836262364352,-0.118803418803419,-0.0670730979951092,-0.154012158054711,-0.0690324991520211,0.1,0.11945495306151,0.114285714285714,0.08,0.0142857142857143,0.08,0.0277992277992278,0.0985185185185185,0.108863346104725,0.0943510500388903,0.17875386996904,0.0758241758241758
"Destcompl",-0.149573934837093,-0.145714285714286,-0.167601788350604,-0.142463878243249,-0.187046356315075,0.0571431951356083,-0.00930290916678564,-0.0536242083040113,-0.054313863476425,-0.0258349399314258,-0.054313863476425,-0.0426008107087658,-0.0522448979591837,-0.0419996083039561,-0.0430865648256953,0.00618813703730974,-0.0722209726359965,-0.0696893270663762,0.020543538124874,-0.0713286713286713,-0.0743589743589744,0.00811469135447131,-0.0611111111111111,-0.053968253968254,-0.101327580510775,-0.0608175690367471,0.109680224169137,-0.053968253968254,-0.0627977670565491,0.110151181782951,0.110151181782951,0.0579657658356022,-0.0426238857599341,0.0595136093282317,0.06216277728956,0.062111782898943,0.0615638376934636,0.06231010635018,0.0622411807856771,0.0608175690367471,-0.110151181782951,0.164256611712306,0.0894188718384302,-0.0666666666666667,0.0031780981206929,-0.0666666666666667,0.166666666666667,-0.0623188405797102,0.177011494252874,-0.0578143360752057,0.179868637110016,0.18453184954525,0.142463878243249,0.1462375231606,0.146255260535251
"SNAI2",-0.165340367564237,-0.146680080482897,-0.19607738420843,-0.181275435284246,0.0849628865630759,-0.117341780916771,-0.187851608122987,-0.195217797263833,-0.185901027077498,-0.145277413062235,-0.174789915966387,-0.113106630211893,-0.150980392156863,-0.109210526315789,-0.0969298245614035,-0.206423258958756,0.0148118706942236,0.0215686274509804,-0.184892197954742,0.0392156862745098,0.0333333333333333,0.114722754529692,0.12,0.147272727272727,0.118622976203985,0.147272727272727,-0.096053558505767,0.147272727272727,0.157131882202305,-0.093770453482936,-0.093770453482936,-0.166527326652841,0.036435124092524,-0.214643162872649,-0.16644256238884,-0.164113369842256,-0.161432957471122,-0.157131882202305,-0.161944716426904,-0.147272727272727,0.093770453482936,-0.212035859573203,-0.0738707848321586,0.1,0.130525641025641,0.0666666666666667,-0.1,0.0916666666666667,-0.12,0.108908045977011,-0.102352941176471,-0.0962304921968788,0.181275435284246,0.139978902953587,0.148269230769231
"SRC",-0.165232337600759,-0.169736842105263,-0.239153857414727,-0.233333333333333,-0.176339869281046,-0.227350427350427,-0.0485138790872736,-0.0386904761904762,-0.0386904761904762,0.0378535697123365,-0.0291666666666667,0.0783333333333333,-0.0666666666666667,0.0711904761904762,0.095,0.00142857142857143,0.0596721936344578,0.0464646464646465,-0.0313161551092586,0.0242424242424242,0.0333333333333333,-0.309350649350649,-0.2,-0.2,-0.127204968944099,-0.175,-0.204926233549513,-0.3,-0.175,-0.206441385064664,-0.206441385064664,0.170430212489036,-0.0189480418562192,0.202275856907649,0.178474806945231,0.178698520591763,0.179918032786885,0.175,0.179918032786885,0.175,0.206441385064664,0.216664541629479,-0.087936507936508,0.1,0.0614206581948517,0.15,0.0333333333333333,0.183333333333333,0.133333333333333,0.221794871794872,0.193333333333333,0.182222222222222,0.233333333333333,0.135302879841112,0.335658914728682
"HEY1",-0.256927536231884,-0.212,-0.301396011396011,-0.288302373581011,0.177486559139785,-0.175555555555556,-0.391565126527645,-0.34909682187731,-0.328121212121212,-0.250106763038251,-0.297454545454545,-0.181727420707345,-0.245454545454545,-0.168325358851675,-0.147272727272727,-0.340394511149228,-0.0303897679034125,-0.0108021390374332,-0.384187363834423,0.0127272727272727,0.04,0.181521277670866,0.233333333333333,0.3,0.192478371491995,0.317647058823529,-0.141881598793364,0.3,0.333926128590971,-0.138205128205128,-0.138205128205128,-0.45274817715625,0.185013818256783,-0.491450436419949,-0.359347937276628,-0.353993018223078,-0.346969606851841,-0.333926128590971,-0.347719232039247,-0.317647058823529,0.138205128205128,-0.400498612397749,-0.0902887006789003,0.1,0.21881055452484,0.1,-0.2,0.12,-0.233333333333333,0.153333333333333,-0.216666666666667,-0.197916666666667,0.288302373581011,0.202032085561497,0.218518518518519
"FOXC2",-0.256927536231884,-0.212,-0.301396011396011,-0.288302373581011,0.177486559139785,-0.175555555555556,-0.391565126527645,-0.34909682187731,-0.328121212121212,-0.250106763038251,-0.297454545454545,-0.181727420707345,-0.245454545454545,-0.168325358851675,-0.147272727272727,-0.340394511149228,-0.0303897679034125,-0.0108021390374332,-0.384187363834423,0.0127272727272727,0.04,0.181521277670866,0.233333333333333,0.3,0.192478371491995,0.317647058823529,-0.141881598793364,0.3,0.333926128590971,-0.138205128205128,-0.138205128205128,-0.45274817715625,0.185013818256783,-0.491450436419949,-0.359347937276628,-0.353993018223078,-0.346969606851841,-0.333926128590971,-0.347719232039247,-0.317647058823529,0.138205128205128,-0.400498612397749,-0.0902887006789003,0.1,0.21881055452484,0.1,-0.2,0.12,-0.233333333333333,0.153333333333333,-0.216666666666667,-0.197916666666667,0.288302373581011,0.202032085561497,0.218518518518519
"SHH",-0.3,-0.2,-0.383333333333333,-0.375,0.04,-0.15,-0.231428571428571,-0.44,-0.4,-0.3,-0.3,-0.0666666666666667,-0.2,0,-0.1,-0.3,-0.2,-0.1,-0.2,-0.1,0,0.058974358974359,0,0.2,0.0709090909090909,0.2,-0.0423076923076923,0.1,0.2,-0.05,-0.05,-0.126666666666667,0.0592337164750958,-0.178781362007168,-0.173333333333333,-0.156666666666667,-0.15,-0.1,-0.25,-0.1,0.05,-0.276190476190476,0.1,0,0.22,0,-0.2,0,-0.2,0.1,-0.3,-0.2,0.375,0.2,0.3
"RKIP",-0.451914318517859,-0.407359863072315,-0.454992221468746,-0.44416068866571,-0.369092896174863,-0.2504329004329,-0.256392998625596,-0.338638184245661,-0.317142857142857,-0.404204153351724,-0.293333333333333,-0.2004662004662,-0.3,-0.16969696969697,-0.133333333333333,-0.294539682539683,-0.297879677182685,-0.287241379310345,-0.223505644682115,-0.27,-0.17,0.147872340425532,0,-0.1,-0.0101317181925035,-0.1,0.0660950160950161,-0.1,-0.1,0.0720779220779221,0.0720779220779221,0.0430899718951415,-0.0833645159410153,0.0988482600247306,0.0787134253184876,0.083548030916452,0.0870445344129555,0.0947368421052632,0.0923076923076923,0.1,-0.0720779220779221,0.124906235349273,0.108900677866195,0.1,0.179901960784314,0.1,0.1,0.142857142857143,0.166666666666667,0.192857142857143,0.266666666666667,0.334666666666667,0.44416068866571,0.39883855981417,0.40416068866571
"RAF",-0.451914318517859,-0.407359863072315,-0.454992221468746,-0.44416068866571,-0.369092896174863,-0.2504329004329,-0.256392998625596,-0.338638184245661,-0.317142857142857,-0.404204153351724,-0.293333333333333,-0.2004662004662,-0.3,-0.16969696969697,-0.133333333333333,-0.294539682539683,-0.297879677182685,-0.287241379310345,-0.223505644682115,-0.27,-0.17,0.147872340425532,0,-0.1,-0.0101317181925035,-0.1,0.0660950160950161,-0.1,-0.1,0.0720779220779221,0.0720779220779221,0.0430899718951415,-0.0833645159410153,0.0988482600247306,0.0787134253184876,0.083548030916452,0.0870445344129555,0.0947368421052632,0.0923076923076923,0.1,-0.0720779220779221,0.124906235349273,0.108900677866195,0.1,0.179901960784314,0.1,0.1,0.142857142857143,0.166666666666667,0.192857142857143,0.266666666666667,0.334666666666667,0.44416068866571,0.39883855981417,0.40416068866571
"Wnt",-0.42737030411449,-0.369230769230769,-0.494141414141414,-0.48259206121473,-0.324675324675325,-0.0433333333333333,-0.177524509803922,-0.359420289855072,-0.333333333333333,-0.352277432712215,-0.3,-0.23452380952381,-0.3,-0.192857142857143,-0.15,-0.227272727272727,-0.249411764705882,-0.22,-0.162647058823529,-0.2,-0.1,0.152194357366771,0,0,0.0125655754292564,0,0.198496240601504,-0.1,-0.1,0.198496240601504,0.198496240601504,0.00726462103330711,-0.00594827586206897,0.0483898305084746,0.0901010805158592,0.0947368421052632,0.0947368421052632,0.1,0.0947368421052632,0.1,-0.198496240601504,0.142424242424242,0.158866396761134,-0.1,0.255,-0.1,0,-0.0666666666666667,0.1,-0.00666666666666668,0.2,0.281818181818182,0.48259206121473,0.369230769230769,0.431372549019608
"ILK",-0.418361584633853,-0.383961584633853,-0.494961131026705,-0.483972442670042,-0.338461538461538,0.0306184012066365,-0.176228070175439,-0.26248493543759,-0.245411764705882,-0.337934782608696,-0.229411764705882,-0.218672456575682,-0.2,-0.205769230769231,-0.175,-0.183076923076923,-0.237608486017358,-0.229411764705882,-0.052624195318422,-0.2,-0.2,0.13548581048581,-0.1,-0.1,-0.001619549642831,-0.111111111111111,0.166382019806677,-0.1,-0.106763285024155,0.171861471861472,0.171861471861472,0.0564489731841756,-0.0233653274507963,0.0731210653098806,0.101971733166379,0.105476887805554,0.108301746562616,0.106763285024155,0.108301746562616,0.111111111111111,-0.171861471861472,0.154857142857143,0.250480836236934,-0.2,0.26874595992243,-0.166666666666667,0.1,-0.1,0.2,-0.0588235294117647,0.266666666666667,0.305128205128205,0.483972442670042,0.385702754515185,0.449561403508772
"RAS",-0.503586889301175,-0.448484848484848,-0.493538461538462,-0.485515463917526,-0.423265536723164,-0.0433333333333333,-0.268941454760497,-0.320419336051252,-0.297647058823529,-0.44031465093412,-0.28,-0.322691161866931,-0.26,-0.286842105263158,-0.25,-0.286580086580087,-0.361805985552116,-0.336315789473684,-0.1746863066012,-0.31,-0.26,0.262790697674419,0,-0.1,0.0770911049980817,-0.15,0.184230769230769,-0.1,-0.155882352941176,0.293846153846154,0.293846153846154,0.0452251941619863,-0.0332623693561311,0.0832957108540624,0.136945950906709,0.140628670453451,0.145244055068836,0.155882352941176,0.147549019607843,0.15,-0.293846153846154,0.176732542819499,0.18968253968254,-0.1,0.194528301886792,-0.1,0.1,-0.0666666666666667,0.2,-0.00666666666666668,0.283333333333333,0.367333333333333,0.485515463917526,0.445849802371541,0.435
"AKT",-0.450348116620385,-0.418361584633853,-0.522768617657721,-0.508629976916618,-0.361619433198381,-0.0946341240458887,-0.192122109910538,-0.272454723957227,-0.26248493543759,-0.348711724964585,-0.245411764705882,-0.233306602917146,-0.229411764705882,-0.218672456575682,-0.205769230769231,-0.198632478632479,-0.247735068295839,-0.237608486017358,-0.062104317642581,-0.229411764705882,-0.2,0.133469681453552,-0.1,-0.111111111111111,-0.00037885485374911,-0.106763285024155,0.162767561975352,-0.111111111111111,-0.108301746562616,0.166382019806677,0.166382019806677,0.0491762459114484,-0.0230638199131079,0.071184266125375,0.0990486562433018,0.101971733166379,0.105476887805554,0.108301746562616,0.106625768908985,0.106763285024155,-0.166382019806677,0.153774110366168,0.254240234733174,-0.166666666666667,0.279304966133611,-0.1,0.2,-0.0588235294117647,0.266666666666667,-0.0306184012066365,0.305128205128205,0.338461538461538,0.508629976916618,0.419537340981351,0.484604138551507
"Frizzled",-0.473164696637855,-0.42737030411449,-0.536328914141414,-0.525166318640472,-0.363385002094679,-0.0808333333333333,-0.202777035056447,-0.381325051759834,-0.359420289855072,-0.371325051759834,-0.333333333333333,-0.248249299719888,-0.3,-0.23452380952381,-0.192857142857143,-0.248484848484848,-0.260522875816993,-0.249411764705882,-0.175028011204482,-0.22,-0.2,0.150376175548589,-0.1,0,0.0123003234398664,-0.1,0.192984429577882,-0.1,-0.0947368421052632,0.198496240601504,0.198496240601504,0.00376811753680361,4.54149896660511e-05,0.0379136400322841,0.0858153662301449,0.0901010805158592,0.0947368421052632,0.0947368421052632,0.0947368421052632,0.1,-0.198496240601504,0.142424242424242,0.161191978156482,-0.1,0.272857142857143,-0.0666666666666667,0.1,-0.00666666666666668,0.2,0.0433333333333333,0.281818181818182,0.324675324675325,0.525166318640472,0.426677577741408,0.48375350140056
"DSH",-0.512032621166157,-0.473164696637855,-0.569865499507268,-0.555874980057795,-0.393446351787931,-0.109568965517241,-0.224482461413036,-0.394217037822552,-0.381325051759834,-0.386687370600414,-0.359420289855072,-0.265731817202405,-0.333333333333333,-0.248249299719888,-0.23452380952381,-0.270436067997044,-0.273304830704212,-0.260522875816993,-0.187084748793134,-0.249411764705882,-0.22,0.148752045618195,-0.1,-0.1,0.0138270409971184,-0.0947368421052632,0.188222524815977,-0.1,-0.0947368421052632,0.192984429577882,0.192984429577882,-0.0042213469056898,0.00086031603739597,0.0340267142372311,0.0816301480645171,0.0858153662301449,0.0901010805158592,0.0947368421052632,0.091468868249054,0.0947368421052632,-0.192984429577882,0.139470655926352,0.165953882918387,-0.0666666666666667,0.286143856143856,-0.00666666666666668,0.2,0.0433333333333333,0.281818181818182,0.0808333333333333,0.324675324675325,0.363385002094679,0.555874980057795,0.472291612829127,0.525501074216094
"DELTA",-0.5,-0.4,-0.58,-0.573913043478261,-0.313461538461538,-0.277777777777778,-0.294199134199134,-0.415555555555556,-0.355555555555556,-0.4,-0.3,-0.317142857142857,-0.2,-0.26,-0.2,-0.26,-0.293333333333333,-0.26,-0.261,-0.2,-0.1,0.0409961685823755,0,0,0.054965250965251,0,-0.0824242424242424,0,0.06,-0.0733333333333333,-0.0733333333333333,-0.171578947368421,0.116515837104072,-0.129828059264679,-0.110849150849151,-0.0921678321678322,-0.0830769230769231,-0.06,-0.0830769230769231,0,0.0733333333333333,-0.0728571428571429,0.114285714285714,0,0.271794871794872,0,0,0.1,0.1,0.2,0.2,0.275,0.573913043478261,0.5,0.5
"GSK3",-0.53976875310019,-0.512032621166157,-0.594367258006682,-0.580094890904749,-0.416891327864486,-0.133500589448865,-0.242146694989678,-0.406011909617424,-0.394217037822552,-0.398536761519572,-0.381325051759834,-0.278459089929678,-0.359420289855072,-0.265731817202405,-0.248249299719888,-0.283924440090067,-0.281827557976939,-0.273304830704212,-0.197199985668935,-0.260522875816993,-0.249411764705882,0.0487520456181949,-0.1,-0.0947368421052632,0.0149189747766182,-0.0947368421052632,0.183810760110095,-0.0947368421052632,-0.091468868249054,0.188222524815977,0.188222524815977,-0.00813968737325648,0.00379387945413454,0.0279259184812629,0.0782090954329382,0.0816301480645171,0.0858153662301449,0.0901010805158592,0.0881669814566012,0.0947368421052632,-0.188222524815977,0.1356654808883,0.16898418594869,-0.00666666666666668,0.29792330476541,0.0433333333333333,0.281818181818182,0.0808333333333333,0.324675324675325,0.109568965517241,0.363385002094679,0.393446351787931,0.580094890904749,0.511391958849888,0.555272066582506
"CDC42",-0.631182795698925,-0.566666666666667,-0.700513538748833,-0.691317883085438,-0.456969334926324,-0.407894736842105,-0.366284722222222,-0.456735421441304,-0.43249299719888,-0.453347580689353,-0.395238095238095,-0.268974358974359,-0.242857142857143,-0.23974358974359,-0.216666666666667,-0.344444444444444,-0.349771554900516,-0.324347826086957,-0.287549783549784,-0.32,-0.26,-0.00285443722943723,-0.1,-0.05,-0.0369910079486406,-0.03,-0.0791885860035071,-0.05,-0.0337037037037037,-0.0669934640522876,-0.0669934640522876,-0.058824846765296,0.0615388504439599,-0.0169121388260444,-0.00314334136116315,0.00389369567587389,0.0147847847847848,0.0337037037037037,0.0179142300194932,0.03,0.0669934640522876,0.0414449917898194,0.148217530914805,0.1,0.321375291375291,0.2,0.2,0.275,0.3,0.35,0.35,0.411290322580645,0.691317883085438,0.56551724137931,0.639428571428571
"ZEB2",-0.743513551603555,-0.700830624774287,-0.699430501828649,-0.691576842225152,-0.595647766867279,-0.544781931464174,-0.457338580168538,-0.423357383357383,-0.405367965367965,-0.399810641808279,-0.381558441558442,-0.368526271542665,-0.350649350649351,-0.348307692307692,-0.325641025641026,-0.314981684981685,-0.273621060913495,-0.25776740237691,-0.257608104486063,-0.251315789473684,-0.225,-0.222639491574609,-0.1,-0.0909090909090909,-0.0900605658417317,-0.0842424242424242,-0.0828239569138927,-0.08,-0.0765501165501165,-0.0757575757575758,-0.0757575757575758,-0.0273844583311725,0.0293014098506045,0.0299970487005645,0.0387339596679849,0.0452274661614914,0.0526218323586745,0.0628070175438597,0.067375804623511,0.0733333333333333,0.0757575757575758,0.0877834727092887,0.12991452991453,0.3,0.320499194847021,0.377777777777778,0.4,0.452777777777778,0.471428571428571,0.508333333333333,0.525714285714286,0.564738675958188,0.691576842225152,0.700509812767877,0.75617965802779
"PAK1",-0.677634408602151,-0.631182795698925,-0.741122675804671,-0.730867722313733,-0.490969334926324,-0.446783625730994,-0.397573065780504,-0.480232689200867,-0.456735421441304,-0.477452592622527,-0.43249299719888,-0.293150183150183,-0.395238095238095,-0.268974358974359,-0.23974358974359,-0.363256325632563,-0.368438221567183,-0.349771554900516,-0.30494108789761,-0.324347826086957,-0.32,-0.00321807359307359,-0.05,-0.03,-0.0338331132117985,-0.0337037037037037,-0.0869158587307798,-0.03,-0.0179142300194932,-0.0791885860035071,-0.0791885860035071,-0.0681674073189292,0.0667829734096019,-0.0279011498150553,-0.0104536861887494,-0.00314334136116315,0.00389369567587389,0.0147847847847848,0.00864593733656635,0.0337037037037037,0.0791885860035071,0.0294953062552282,0.147527875742391,0.2,0.340712307949877,0.275,0.3,0.35,0.35,0.407894736842105,0.411290322580645,0.456969334926324,0.730867722313733,0.630223123732252,0.688608899297424
