"","EGR1","ERK","SUFU","SNAI1","Csn","NOTCHic","PAK1","TrCP","Csl","ZEB2","ZEB1","FUS","TGFR","NFB","IKK","TGF","miR200","RAF","FOXC2","DSH","SHH","SOSGRB2","Destcompl","Frizzled","Ecadherin","GLI","cateninmemb","HEY1","cateninnuc","TCFLEF","CD44","SMAD","SRC","cMet","ILK","Wnt","KLF4","AXIN2","Patched","STAT","AKT","RAS","PI3K","DELTA","LIV1","CDC42","SMO","SNAI2","NOTCH","Jagged","MEK","GSK3","TWIST1","cfos","RKIP"
"RAS",0.18,0.203684210526316,-0.1,-0.0435201573254671,-0.1,-0.0947368421052632,0.1,0,-0.1,0.134583946980854,0.134583946980854,-0.2,-0.00941176470588236,-0.133333333333333,-0.153333333333333,-0.0262434478741992,0.153723076923077,-0.0325641025641026,-0.0120634920634921,-0.1,-0.287694915254237,-0.146320346320346,-0.287725929004999,-0.2,-0.0366922350846355,-0.241911764705882,-0.112015246432804,0.244861660079051,-0.22341463002211,-0.233896216424377,0.240050062578223,0.255658627087198,0.2,0.229411764705882,0.25974025974026,0.229411764705882,-0.160357142857143,0.173438735177866,0.286,0.1,0.175555555555556,-0.0655128205128205,0.0325641025641026,0.0325641025641026,0,-0.02,0.25,0.137806729353121,0.100397219463754,0.129887640449438,-0.178194014447884,0.0731136950904393,-0.0377195853791598,-0.23,-0.155352201257862
"CD44",-0.1,-0.135,0.1,0.0804359383306752,0.1,0.157142857142857,0.0666666666666667,0,0.2,0.157142857142857,0.157142857142857,0.1,0.0591666666666667,0.2,0.166666666666667,0.0813888888888889,0.170913482652613,-0.128571428571429,0.0720833333333333,0,0.0609090909090909,0.221428571428571,0.183155080213904,0.1,0.0905151449354033,0.156666666666667,0.153443223443223,-0.0514619883040936,0.17752534287418,0.168294573643411,-0.156666666666667,-0.0327664399092971,0,-0.05,-0.0388888888888889,-0.15,-0.0476190476190476,-0.12,-0.07,0.1,-0.173333333333333,0.108571428571429,0.128571428571429,0.128571428571429,0.1,-0.0466666666666667,-0.05,-0.205989565989566,-0.15187969924812,-0.0171561771561772,0.125,0.0107142857142857,-0.0464468864468865,0.075,0.0414814814814815
"cMet",-0.075,-0.125,0.1,0.0821308535849125,0.2,0.15187969924812,0.0466666666666667,0.1,0.157142857142857,0.164213564213564,0.164213564213564,0.05,0.0813888888888889,0.166666666666667,0.173333333333333,0.0856442080378251,0.180288482652613,-0.108571428571429,0.0758808016877637,0.1,0.0577840909090909,0.241428571428571,0.186533458592282,0.15,0.0836449159277697,0.17030303030303,0.154510839101586,-0.0416580667354661,0.178655286377005,0.17752534287418,-0.168294573643411,-0.0327664399092971,-0.05,-0.156666666666667,-0.0327664399092971,-0.156666666666667,-0.0571428571428571,-0.127936507936508,-0.0609090909090909,0,-0.173333333333333,0.108571428571429,0.108571428571429,0.108571428571429,0.1,-0.0591666666666667,-0.07,-0.199420222923873,-0.149752039673652,-0.00846052498226411,0.101363636363636,0.0155529953917051,-0.0430760999300325,0.135,0.0451851851851852
"AXIN2",0.0266666666666667,0.0251622217156751,0.05,0.101376622525814,-0.1,-0.109949874686717,0.136666666666667,-0.0666666666666667,-0.10280701754386,0.185465488524338,0.185465488524338,0.0576923076923077,0.125883316945264,-0.0956521739130435,-0.108695652173913,0.122913019915561,0.20357779604037,0.0726594055746305,0.102478317934992,0.113333333333333,0.0221146339998799,0.00938303086970689,0.113570529049559,0.111007751937984,-0.104695955959025,0.102387062282812,0.0690083305737169,0.141834459785778,0.10273922136413,0.101485438398285,-0.102071604869563,0.150115021854152,-0.111007751937984,-0.102387062282812,0.152495974235105,-0.102387062282812,-0.191495414474345,-0.100868467668244,-0.0303113553113553,-0.113333333333333,0.109806763285024,-0.0721344711914284,-0.0726594055746305,-0.0726594055746305,-0.133333333333333,-0.132962962962963,-0.0338827838827839,0.151698266149355,0.107247171984014,0.148463534115708,-0.0210242906811923,-0.109110905748206,-0.00461804291418896,-0.0242276422764228,-0.112322560951593
"TWIST1",0,-0.0330663615560641,0.166666666666667,0.116396324026813,0.15,0.0662678062678063,0.163636363636364,0.2,0.0637037037037037,0.211127794461128,0.211127794461128,0.133333333333333,0.128248432601881,0.126923076923077,0.117399267399267,0.122098090916232,0.227464276980051,-0.0312929535383678,0.139729859412905,0.00476190476190477,0.0646860561891266,0.151853155743316,0.0361262795101595,-0.0119047619047619,-0.0824397378679881,-0.0266837092731829,-0.0342592602192121,0.0119078661451543,-0.0202201312631041,-0.0247629719761576,0.0282851771828957,0.00965438886230965,0.0119047619047619,0.0246707193515704,0.0159250159250159,0.0234837092731829,-0.223202001250782,-0.0237546324643099,-0.0740456621004566,-0.00476190476190477,-0.108924691128081,0.0309504877849432,0.0312929535383678,0.0312929535383678,-0.0333333333333333,-0.139498432601881,-0.0973333333333334,0.249798558417733,-0.0672112024942214,-0.087484855888108,0.0375439734963626,-0.0440143131271386,-0.0119484399404308,0.0304347826086957,-0.0883672731498819
"SRC",-0.133333333333333,-0.117171717171717,-0.0333333333333333,-0.0232791003102728,-0.1,-0.118809523809524,-0.111111111111111,-0.1,-0.095,0.213993710691824,0.213993710691824,-0.0333333333333333,-0.0813492063492064,-0.0666666666666667,-0.105128205128205,-0.0740764790764791,0.218875713658322,-0.0537171464330413,-0.0861017740429505,0.1,-0.0489324618736384,0.102857142857143,0.173186813186813,0.1,-0.00950555979967745,0.138032786885246,0.113242778027241,0.0551307514068189,0.144354061507388,0.144130347860856,-0.138032786885246,0.0894499762920815,-0.1,-0.12,0.0903508771929824,-0.12,-0.110658914728682,-0.0941306472863275,0.0548148148148148,0,0.110683760683761,0.0612929040087989,0.0537171464330413,0.0537171464330413,0,0.0861111111111111,0.0733333333333333,-0.0138529298599009,0.12952380952381,0.102527640555163,0.126605679435868,0.0303896103896104,-0.02101553618795,0.106060606060606,0.125676115998697
"PAK1",0,-0.049521002210759,-0.233333333333333,-0.117889068626509,-0.208333333333333,-0.156410256410256,-0.157142857142857,-0.133333333333333,-0.148717948717949,0.227011178697141,0.227011178697141,-0.25,-0.151527883880825,-0.233333333333333,-0.228070175438596,-0.137320233607601,0.246717268664118,-0.000369307614644774,-0.126275593500647,-0.15,-0.224220629231382,-0.0192519251925193,-0.123863583578587,-0.124074074074074,0.00351261221431779,-0.0977454476299149,-0.0613650097934243,0.203756210130229,-0.0837870208891035,-0.086959434682207,0.093996471719244,0.19152585765489,0.124074074074074,0.107857857857858,0.21410650281618,0.110916179337232,-0.227548269581056,0.0869569662608049,0.236220629231382,0.15,0.207699805068226,-0.000539783294446135,0.000369307614644774,0.000369307614644774,0.15,0.159103641456583,0.259677419354839,-0.208510115342786,0.150915750915751,0.165127811860941,0.0441876688774257,0.0619935064935065,-0.0118008658008658,0.0478260869565217,0.0639692719803217
"LIV1",0,-0.049521002210759,-0.233333333333333,-0.117889068626509,-0.208333333333333,-0.156410256410256,-0.157142857142857,-0.133333333333333,-0.148717948717949,0.227011178697141,0.227011178697141,-0.25,-0.151527883880825,-0.233333333333333,-0.228070175438596,-0.137320233607601,0.246717268664118,-0.000369307614644774,-0.126275593500647,-0.15,-0.224220629231382,-0.0192519251925193,-0.123863583578587,-0.124074074074074,0.00351261221431779,-0.0977454476299149,-0.0613650097934243,0.203756210130229,-0.0837870208891035,-0.086959434682207,0.093996471719244,0.19152585765489,0.124074074074074,0.107857857857858,0.21410650281618,0.110916179337232,-0.227548269581056,0.0869569662608049,0.236220629231382,0.15,0.207699805068226,-0.000539783294446135,0.000369307614644774,0.000369307614644774,0.15,0.159103641456583,0.259677419354839,-0.208510115342786,0.150915750915751,0.165127811860941,0.0441876688774257,0.0619935064935065,-0.0118008658008658,0.0478260869565217,0.0639692719803217
"EGR1",0,-0.049521002210759,-0.233333333333333,-0.117889068626509,-0.208333333333333,-0.156410256410256,-0.157142857142857,-0.133333333333333,-0.148717948717949,0.227011178697141,0.227011178697141,-0.25,-0.151527883880825,-0.233333333333333,-0.228070175438596,-0.137320233607601,0.246717268664118,-0.000369307614644774,-0.126275593500647,-0.15,-0.224220629231382,-0.0192519251925193,-0.123863583578587,-0.124074074074074,0.00351261221431779,-0.0977454476299149,-0.0613650097934243,0.203756210130229,-0.0837870208891035,-0.086959434682207,0.093996471719244,0.19152585765489,0.124074074074074,0.107857857857858,0.21410650281618,0.110916179337232,-0.227548269581056,0.0869569662608049,0.236220629231382,0.15,0.207699805068226,-0.000539783294446135,0.000369307614644774,0.000369307614644774,0.15,0.159103641456583,0.259677419354839,-0.208510115342786,0.150915750915751,0.165127811860941,0.0441876688774257,0.0619935064935065,-0.0118008658008658,0.0478260869565217,0.0639692719803217
"TCFLEF",0.144285714285714,0.117804878048781,0.0666666666666667,-0.0376575075319845,0.105194805194805,0.00671130240714172,0,0.114285714285714,0.0145544396620437,0.227980994152047,0.227980994152047,0.02,-0.0260812866768094,0.0771948051948052,0.0610657729367407,-0.0267435383324385,0.234493210938994,-0.122599777446348,-0.0181327387454303,0.0372549019607843,-0.000964914760679645,-0.0816969138645785,-0.136854253117368,0.0322549019607843,0.00625105245061216,0.0303119174091041,0.00246041442415243,0.106701811146002,-0.0729861454005589,-0.0758211969469507,-0.0222314949201742,0.110972752293272,-0.0241666666666667,-0.0216025641025641,0.115752867016025,-0.0296907993966818,-0.234974216959511,0.0114593406593407,-0.000875576036866367,-0.0291666666666667,-0.0643266425019581,0.121417123044245,0.122599777446348,0.122599777446348,-0.0666666666666667,0.0186046511627907,-0.00571428571428572,0.161673663713583,-0.00970133562973308,0.095907817502765,-0.118485150157624,0.093317794104295,0.0226128443316164,-0.132090592334495,-0.0843472470955595
"SNAI1",-0.0478260869565217,-0.0441876688774257,-0.25,-0.207034976099818,-0.233333333333333,-0.150915750915751,-0.159103641456583,-0.208333333333333,-0.156410256410256,0.228118189767251,0.228118189767251,-0.259677419354839,-0.137320233607601,-0.228070175438596,-0.207699805068226,-0.129860556188246,0.249503051565175,0.000539783294446135,-0.120303547757318,-0.124074074074074,-0.205385677775071,-0.0196292836830853,-0.12282191691192,-0.110916179337232,-0.00195044709889761,-0.0920781715787266,-0.0639556833685538,0.181732400606419,-0.0853358076727896,-0.0837870208891035,0.086959434682207,0.187958821984533,0.107857857857858,0.093996471719244,0.19152585765489,0.0977454476299149,-0.224744531263299,0.085092164396003,0.224220629231382,0.124074074074074,0.201449805068226,0.000445438380430712,-0.000539783294446135,-0.000539783294446135,0.15,0.151527883880825,0.236220629231382,-0.20338105064282,0.152956567242282,0.161363105978588,0.0414970859177844,0.0569109982426814,-0.0131341991341991,0.049521002210759,0.0543458410179786
"NOTCHic",0.02,-0.00857142857142857,-0.133333333333333,-0.0840496540496541,-0.133333333333333,-0.164700460829493,-0.0888888888888889,-0.1,-0.0485714285714286,0.262705314009662,0.262705314009662,-0.208333333333333,-0.105663082437276,-0.188888888888889,-0.211111111111111,-0.0999305983608429,0.28659309861622,-0.0245586297760211,-0.102060566161949,-0.02,-0.203628424074344,-0.0283732057416268,0.0108415063929083,-0.0123076923076923,0.0491383462856123,0.0185818482592676,0.0407400155218121,0.320758082497213,0.0324645329225482,0.0295637695637696,-0.020992340992341,0.225916409729359,0.0123076923076923,-0.0089044289044289,0.230952380952381,-0.0089044289044289,-0.278657694962043,-0.00931491464510333,0.221907993966817,0.02,0.208785529715762,0.0270216839632132,0.0245586297760211,0.0245586297760211,0,0.108888888888889,0.216025641025641,-0.100737873554094,0.172595197671598,0.189397220390598,0.00857142857142857,-0.00473781704189228,-0.00405393881249333,-0.02,0.0253321876439895
"Csl",0.02,-0.00857142857142857,-0.208333333333333,-0.0769350295437252,-0.188888888888889,-0.172595197671598,-0.108888888888889,-0.133333333333333,-0.164700460829493,0.262705314009662,0.262705314009662,-0.216025641025641,-0.0999305983608429,-0.211111111111111,-0.208785529715762,-0.0897265167281898,0.281582205370033,-0.0270216839632132,-0.0917157385757418,-0.0123076923076923,-0.196731872350206,-0.0259341813513829,0.0123649676969911,0.0089044289044289,0.0436732300065425,0.0266463643882999,0.0405871103230353,0.313568540013553,0.0335508679711474,0.0324645329225482,-0.0295637695637696,0.211471965284915,-0.0089044289044289,-0.020992340992341,0.225916409729359,-0.0185818482592676,-0.262943409247757,-0.0131709557762087,0.203628424074344,0.0123076923076923,0.19405684754522,0.0262863898455661,0.0270216839632132,0.0270216839632132,0.02,0.105663082437276,0.221907993966817,-0.0945484626666968,0.168958834035235,0.193043053723931,0.00422360248447205,-0.0087142529770911,-0.00473113971542787,0.00857142857142857,0.0202630632200263
"Ecadherin",0.169090909090909,0.170121836925961,0.233333333333333,0.174247599175718,0.08,-0.133323139150594,0.223272727272727,0.1,-0.134354066985646,0.267532610450017,0.267532610450017,0.216666666666667,0.20369549150037,0.0657142857142857,0.0546031746031746,0.193388077395487,0.282497572776902,-0.0722209653092006,0.191825554084556,0.227450980392157,0.149824316315299,-0.0435534591194969,0.178190923376466,0.211171910624715,-0.255277128934006,0.186988002578738,0.125976754726755,0.0991229536353895,0.184903570362751,0.183503010138661,-0.185620071159832,0.134124714882268,-0.211171910624715,-0.19465017149428,0.130492753623188,-0.195654669245405,-0.276605719643694,-0.091505539571133,-0.164784946236559,-0.227450980392157,-0.0429148629148629,0.0722209653092006,0.0722209653092006,0.0722209653092006,-0.233333333333333,-0.213939393939394,-0.191666666666667,0.28277730560842,0.132951391938698,0.235473268150614,-0.166592425161255,-0.186315859807094,0.128192646145982,-0.169090909090909,-0.205458158748688
"KLF4",0.16,0.169090909090909,0.2,0.184374181454199,0.1,-0.134354066985646,0.227272727272727,0.1,-0.129090909090909,0.273219814241486,0.273219814241486,0.233333333333333,0.213939393939394,0.08,0.0657142857142857,0.20369549150037,0.286780626780627,-0.0758974358974359,0.200750039210414,0.233333333333333,0.164784946236559,-0.0435534591194969,0.178750103245991,0.227450980392157,-0.1602430490898,0.195654669245405,0.122899831649832,0.0863712757830405,0.183503010138661,0.185620071159832,-0.19465017149428,0.130492753623188,-0.227450980392157,-0.211171910624715,0.116,-0.211171910624715,-0.274074074074074,-0.0945983230762876,-0.191666666666667,-0.233333333333333,-0.0546031746031746,0.0722209653092006,0.0758974358974359,0.0758974358974359,-0.233333333333333,-0.223272727272727,-0.216666666666667,0.287533476589757,0.133323139150594,0.237075098814229,-0.170121836925961,-0.190951621396498,0.127633986928105,-0.169090909090909,-0.217068645640074
"HEY1",0.16,0.169090909090909,0.2,0.184374181454199,0.1,-0.134354066985646,0.227272727272727,0.1,-0.129090909090909,0.273219814241486,0.273219814241486,0.233333333333333,0.213939393939394,0.08,0.0657142857142857,0.20369549150037,0.286780626780627,-0.0758974358974359,0.200750039210414,0.233333333333333,0.164784946236559,-0.0435534591194969,0.178750103245991,0.227450980392157,-0.1602430490898,0.195654669245405,0.122899831649832,0.0863712757830405,0.183503010138661,0.185620071159832,-0.19465017149428,0.130492753623188,-0.227450980392157,-0.211171910624715,0.116,-0.211171910624715,-0.274074074074074,-0.0945983230762876,-0.191666666666667,-0.233333333333333,-0.0546031746031746,0.0722209653092006,0.0758974358974359,0.0758974358974359,-0.233333333333333,-0.223272727272727,-0.216666666666667,0.287533476589757,0.133323139150594,0.237075098814229,-0.170121836925961,-0.190951621396498,0.127633986928105,-0.169090909090909,-0.217068645640074
"cateninnuc",0.16304347826087,0.156392885534327,0.166666666666667,0.180444981548018,0.00833333333333333,-0.080198981007022,0.234857142857143,0.0333333333333333,-0.0767106089139988,0.274930273088731,0.274930273088731,0.146666666666667,0.207792598206391,-0.00075757575757576,-0.0187575757575758,0.201024039254426,0.289244218481959,-0.0148312048312048,0.188463258053422,0.144988344988345,0.0853078426270326,-0.0098167836086278,0.183198541062961,0.12991985183766,-0.15180571554012,0.115591788596553,0.0249411152151068,0.126056291920445,0.0177567344368714,0.114856982986996,-0.11358737880477,0.14933526652217,-0.128321678321678,-0.116365156582548,0.153018759018759,-0.11796333009853,-0.287184810049579,-0.0268105944359724,-0.0946760343481655,-0.144988344988345,0.0257888257575758,0.014999554999555,0.0148312048312048,0.0148312048312048,-0.175757575757576,-0.221010989010989,-0.10896174863388,0.321642915434793,0.0792898900979311,0.175768152581537,-0.149053435993043,-0.191122171150645,0.0303869049858118,-0.161456176673568,-0.211140070847267
"GLI",-0.0771428571428571,-0.120649350649351,-0.0666666666666667,-0.0289867544946474,-0.0888888888888889,-0.0611516357206012,0.0133333333333333,-0.0333333333333333,-0.0536516357206012,0.286038573135347,0.286038573135347,-0.0791666666666666,0.020251572327044,-0.115204678362573,-0.113163862036042,0.0313103958564558,0.304614704181268,-0.119769295929045,-0.066985079119367,-0.02,-0.0696291544558044,0.196502700838984,-0.0987107141721448,0.00258064516129032,-0.0156779149668021,-0.0736396301828899,-0.0752031313146279,0.172277100375572,-0.0915645316019052,-0.0946129476210325,0.101431129439214,0.160035273335859,0.12741935483871,0.11522423288749,0.176251489552075,-0.013168880455408,-0.284813384813385,0.089387077294686,0.0774480844969567,0.15,0.102226362036042,0.121551474146867,0.119769295929045,0.119769295929045,0.15,-0.0133333333333333,0.0896929824561403,-0.226123463526528,0.0592468738158393,0.105736036230861,0.117886919710124,0.124834465782555,-0.0482824655065742,0.127142857142857,0.0149254353723073
"DELTA",0.1,0.02,0,-0.0833333333333333,0,-0.02,0,0,0,0.289371980676329,0.289371980676329,-0.1,-0.0888888888888889,-0.1,-0.133333333333333,-0.108888888888889,0.317575757575758,0.00666666666666667,-0.105714285714286,0,-0.216025641025641,-0.02,-0.00477220077220077,0,0.0571929824561404,-0.0123076923076923,0.0331552954088165,0.333333333333333,0.020992340992341,0.0089044289044289,0.0123076923076923,0.247619047619048,0,0.02,0.233333333333333,0.02,-0.311111111111111,0.00428571428571428,0.208333333333333,0,0.188888888888889,0.0115151515151515,-0.00666666666666667,-0.00666666666666667,0,0.1,0.133333333333333,-0.124987430869784,0.0485714285714286,0.17021645021645,-0.02,0.0103448275862069,-0.03,0,0.00512820512820512
"TGFR",-0.104761904761905,-0.168855472013367,0.00666666666666668,0.0646211886799175,0.141666666666667,0.119425287356322,0.0577777777777778,0.166666666666667,0.136666666666667,0.303754770624077,0.303754770624077,-0.0766666666666667,-0.0832936507936508,0.0702380952380952,0.0386591478696742,-0.0804567713610267,0.320860256107753,-0.0809523809523809,-0.0708210827524478,-0.142857142857143,-0.1162463471654,0.258300844704353,-0.101737124874197,-0.152857142857143,-0.0251949181869316,-0.128681853751848,-0.106671585081344,0.11972920696325,-0.131595061453365,-0.139655291745659,0.151617014233697,0.102498652000431,0.176666666666667,0.163459119496855,0.114242424242424,0.139649595687332,-0.320784297700774,0.11163699464844,0.120201149425287,0.166666666666667,-0.040984729265023,0.0821219715956558,0.0809523809523809,0.0809523809523809,0.1,-0.0292063492063492,0.107701149425287,-0.263140025838378,-0.115828165054164,0.00206665812896201,0.170225335027065,-0.0327065208863686,-0.155565440885726,0.131077694235589,-0.00294372294372294
"STAT",0.0333333333333333,0.023921568627451,-0.1,-0.0286696477887133,-0.1,-0.142925278219396,0.0272727272727273,-0.1,-0.129411764705882,0.304124081047158,0.304124081047158,-0.175,0.00589114832535885,-0.16,-0.183809523809524,0.00734042368767769,0.331414246561809,-0.0858664185277088,-0.0251738241308793,0.0857142857142857,-0.183560060369075,-0.0911740558292282,0.122629518075961,0.0857142857142857,0.005015851813481,0.101871657754011,0.0979311401632668,0.233333333333333,0.10777435496795,0.106463270343397,-0.103624153624154,0.24690432561497,-0.0857142857142857,-0.0993506493506494,0.244605475040258,-0.0993506493506494,-0.220627847098435,-0.0747033358798065,0.193294573643411,-0.0857142857142857,0.185504439063761,0.0873589558411417,0.0858664185277088,0.0858664185277088,0,-0.00852272727272727,0.181666666666667,0.035634209115774,0.14972139472425,0.173954496208017,-0.0228462998102467,-0.1177681352915,0.0635790329943254,-0.0533333333333333,-0.0395704633204633
"Destcompl",0.0533333333333333,0.0473224043715847,0.0555555555555556,0.202034011700488,-0.147619047619048,-0.183086564825695,0.196734693877551,-0.133333333333333,-0.183086564825695,0.316158208889476,0.316158208889476,0.0245210727969349,0.174683877180636,-0.165010351966874,-0.174920261876784,0.170447423978666,0.332394361079465,0.089703914779749,0.137295256578224,0.224603174603175,-0.0130193407086423,0.0150037892277739,0.140192519340622,0.20953468145249,-0.141572418958943,0.203285485104283,0.142039158611153,0.218633674018289,0.206881224845699,0.204586477267933,-0.202942641651495,0.238241436925647,-0.20953468145249,-0.204062044636569,0.239761904761905,-0.204584186402985,-0.330821124015764,-0.101485438398285,0.0105048339388164,-0.224603174603175,0.180960530333159,-0.0884480278095763,-0.089703914779749,-0.089703914779749,-0.238888888888889,-0.183631245601689,-0.00452107279693487,0.247301052383431,0.184489370436918,0.290244307987095,-0.0422591132323442,-0.229276499533652,-0.00736193563172687,-0.0533333333333333,-0.217568050069256
"TGF",-0.133333333333333,-0.131077694235589,0.0666666666666667,0.0613763509218055,0.166666666666667,0.136666666666667,0.08,0.2,0.166666666666667,0.322245336661813,0.322245336661813,0.00666666666666668,0.0292063492063492,0.141666666666667,0.0702380952380952,-0.0832936507936508,0.339335329421536,-0.0648809523809524,-0.0712577639751553,-0.1,-0.120201149425287,0.264473684210526,-0.109600028100004,-0.142857142857143,-0.0243431294305432,-0.139649595687332,-0.114292832194508,0.11972920696325,-0.139655291745659,-0.151617014233697,0.163459119496855,0.114242424242424,0.166666666666667,0.176666666666667,0.114242424242424,0.152857142857143,-0.340427154843631,0.116358024691358,0.107701149425287,0.1,-0.0386591478696742,0.0809523809523809,0.0648809523809524,0.0648809523809524,0,-0.0577777777777778,0.0766666666666667,-0.273788173986526,-0.119425287356322,-0.00445508100147277,0.168855472013367,-0.0261050538937036,-0.169444444444444,0.104761904761905,-0.0229437229437229
"SHH",0,0.1,0.2,0.216666666666667,0,0,0.2,0,-0.1,0.35,0.35,0.2,0.333333333333333,0,0.1,0.353333333333333,0.366666666666667,-0.05,0.2,0.2,0.186666666666667,0.1,0.196623376623377,0.2,-0.133888888888889,0.25,0.0305376344086022,0.0666666666666667,0.121111111111111,0.143333333333333,-0.15,0.133333333333333,-0.1,-0.2,0.0666666666666667,-0.3,-0.3,-0.0285714285714286,-0.266666666666667,-0.1,-0.05,0.0423076923076923,0.05,0.05,0,-0.233333333333333,-0.3,0.27455938697318,0.0666666666666667,0.145714285714286,-0.12,-0.207692307692308,-0.025,-0.1,-0.22
"SUFU",0.143076923076923,0.131164697371594,0.186666666666667,0.151767902956467,0.0642857142857143,-0.0593939393939394,0.345,0.05,-0.0593939393939394,0.381636973877277,0.381636973877277,0.124166666666667,0.319209315698677,0.0282857142857143,0.0129010989010989,0.312305962641478,0.404291310938336,-0.0396933173711634,0.165039089766857,0.25,0.0759801684801685,0.104600662495399,0.183854748235204,0.227777777777778,-0.112052945263628,0.219098910176977,0.0308077014154627,0.181609380666479,0.117209018970796,0.114191116157497,-0.111745463983584,0.20054860822871,-0.121111111111111,-0.116256742179072,0.198008192524322,-0.223931623931624,-0.400343847823479,-0.0259617689558457,-0.0802272727272727,-0.143333333333333,-0.00149170292794453,0.0400097730673659,0.0396933173711634,0.0396933173711634,-0.15,-0.328783783783784,-0.1075,0.250876995018423,0.0641558441558442,0.175314869552485,-0.129888101626913,-0.174722848863446,-0.0253974944181447,-0.146107226107226,-0.188499427262314
"FUS",0.12,0.146107226107226,0.266666666666667,0.156367562240965,0.05,-0.0593939393939394,0.353333333333333,0.1,-0.0393939393939394,0.392748084988389,0.392748084988389,0.186666666666667,0.328783783783784,0.0642857142857143,0.0282857142857143,0.319209315698677,0.411354507964359,-0.0383832737030411,0.172731397459165,0.25,0.0802272727272727,0.108097165991903,0.182419341536639,0.25,-0.115451503451063,0.223931623931624,0.026578506326786,0.175585284280936,0.114191116157497,0.111745463983584,-0.116256742179072,0.198008192524322,-0.143333333333333,-0.121111111111111,0.193492063492063,-0.227777777777778,-0.402140255009107,-0.0304114176677895,-0.1075,-0.15,-0.0129010989010989,0.0396933173711634,0.0383832737030411,0.0383832737030411,-0.2,-0.345,-0.124166666666667,0.250811075440308,0.0593939393939394,0.176502518008542,-0.131164697371594,-0.175494057089667,-0.0305521335934025,-0.143076923076923,-0.202785141548028
