"","SNAI1","SOSGRB2","RKIP","AXIN2","TCFLEF","Ecadherin","Wnt","CD44","ZEB2","ZEB1","cMet","Frizzled","Csn","DSH","SRC","TGF","TGFR","PAK1","CDC42","EGR1","cfos","TrCP","LIV1","NOTCHic","MEK","Csl","cateninmemb","Patched","miR200","NOTCH","PI3K","HEY1","SMAD","KLF4","ILK","AKT","Jagged","RAS","RAF","DELTA","NFB","IKK","FUS","ERK","SHH","FOXC2","TWIST1","SMO","STAT","SUFU","GLI","cateninnuc","SNAI2","Destcompl","GSK3"
"NFB",-0.00513849675253001,-0.110694383016364,0.00889729578254169,-0.0774417426545086,-0.0647546196205282,-0.176412729659155,-0.0725641025641025,-0.0550499782703172,-0.00850914642929162,-0.00850914642929162,-0.0725641025641025,-0.0525641025641026,-0.314285714285714,-0.0833333333333333,-0.0525641025641026,-0.135521800281294,-0.134888888888889,-0.138888888888889,-0.138888888888889,-0.0142857142857143,-0.0102857142857143,-0.3,-0.05,0.0909090909090909,-0.00662558356676004,0.0956709956709957,-0.121038506621677,-0.0938697318007663,-0.0094236579130839,0.0928445747800586,0.122527542751975,-0.0924259177355153,0.0918875832750561,0.0142857142857143,0.096720297029703,0.195577005577006,0.0199481164833831,-0.112577293995756,-0.122527542751975,-0.122527542751975,0.197619047619048,0.211132561132561,0.1,0.0125079365079365,0.103508286017634,0.123409737672686,-0.16905695611578,0.111111111111111,0.0833333333333333,0.12,0.0557101699798329,0.055891874522489,-0.23637470000808,-0.157796133312648,-0.234981684981685
"miR200",-0.166075036075036,-0.125486782720825,-0.164407942476417,0.0603227935643086,-0.00183527534418911,-0.0434585643810695,-0.000957746478873241,-0.00143844994736371,0.00356630824372759,0.00356630824372759,0.00530312308634415,-0.008,-0.1,0.02,-0.00173913043478261,-0.0263742406189783,-0.0211416824794434,-0.00833333333333333,-0.0259803921568627,-0.114285714285714,-0.0942857142857143,-0.2,0,-0.12512315270936,-0.0863388991960421,-0.152709359605911,-0.00521856238875313,-0.111518987341772,-0.0310247817267837,-0.132467785477721,-0.116949866054344,-0.057090395480226,0.0541833846258625,-0.0176328502415459,0.0450924755349534,0.088162859980139,0.0782830656117638,0.115702983261326,0.116949866054344,0.116949866054344,0.136842105263158,0.0768421052631579,0.15,0.0897402597402597,0.0865189873417721,0.0392657207291354,0.212026970984026,0.09,-0.02,0.1,0.00974895527008203,0.00365345716237093,-0.0103727807860459,-0.048585489318455,0.0920098801394946
"KLF4",0.167624144455531,0.202544311034877,0.157400535971965,0.219239503492116,0.11087571125518,0.106344223011683,0.0795713634290926,0.123919189516049,0.232641898864809,0.232641898864809,0.0795713634290926,0.109803921568627,0,0.0333333333333333,0.109803921568627,0.156638580931264,0.151272727272727,0.127272727272727,0.131272727272727,0.08,0.0890909090909091,0.1,0.1,-0.121435406698565,0.0769017035117702,-0.110909090909091,0.00402351036497378,0.0875,0.246955636955637,-0.120404478863513,0.0235897435897436,-0.0869213139801375,0.088695652173913,-0.174074074074074,0.08,-0.0166137566137566,0.12089137249557,-0.00741327300150829,-0.0235897435897436,-0.0235897435897436,-0.06,0.00190476190476191,-0.1,-0.0655614973262032,-0.0520161290322581,-0.177912213483901,0.00102832244008715,-0.05,-0.0333333333333333,0,-0.124398949635989,-0.135657778503,-0.179650242230887,-0.271663272723096,-0.254807403648634
"HEY1",0.167624144455531,0.202544311034877,0.157400535971965,0.219239503492116,0.11087571125518,0.106344223011683,0.0795713634290926,0.123919189516049,0.232641898864809,0.232641898864809,0.0795713634290926,0.109803921568627,0,0.0333333333333333,0.109803921568627,0.156638580931264,0.151272727272727,0.127272727272727,0.131272727272727,0.08,0.0890909090909091,0.1,0.1,-0.121435406698565,0.0769017035117702,-0.110909090909091,0.00402351036497378,0.0875,0.246955636955637,-0.120404478863513,0.0235897435897436,-0.0869213139801375,0.088695652173913,-0.174074074074074,0.08,-0.0166137566137566,0.12089137249557,-0.00741327300150829,-0.0235897435897436,-0.0235897435897436,-0.06,0.00190476190476191,-0.1,-0.0655614973262032,-0.0520161290322581,-0.177912213483901,0.00102832244008715,-0.05,-0.0333333333333333,0,-0.124398949635989,-0.135657778503,-0.179650242230887,-0.271663272723096,-0.254807403648634
"FOXC2",0.167624144455531,0.202544311034877,0.157400535971965,0.219239503492116,0.11087571125518,0.106344223011683,0.0795713634290926,0.123919189516049,0.232641898864809,0.232641898864809,0.0795713634290926,0.109803921568627,0,0.0333333333333333,0.109803921568627,0.156638580931264,0.151272727272727,0.127272727272727,0.131272727272727,0.08,0.0890909090909091,0.1,0.1,-0.121435406698565,0.0769017035117702,-0.110909090909091,0.00402351036497378,0.0875,0.246955636955637,-0.120404478863513,0.0235897435897436,-0.0869213139801375,0.088695652173913,-0.174074074074074,0.08,-0.0166137566137566,0.12089137249557,-0.00741327300150829,-0.0235897435897436,-0.0235897435897436,-0.06,0.00190476190476191,-0.1,-0.0655614973262032,-0.0520161290322581,-0.177912213483901,0.00102832244008715,-0.05,-0.0333333333333333,0,-0.124398949635989,-0.135657778503,-0.179650242230887,-0.271663272723096,-0.254807403648634
"Ecadherin",0.185978574835278,0.198596942613824,0.154029749455111,0.221507544729229,0.135657778503,0.0088758685813034,0.124398949635989,0.11087571125518,0.239750903604146,0.239750903604146,0.123919189516049,0.0795713634290926,0.06,0.109803921568627,0.0795713634290926,0.165861004077738,0.156638580931264,0.131272727272727,0.151272727272727,0.0890909090909091,0.0655614973262032,0,0.0333333333333333,-0.120404478863513,0.067882095668633,-0.121435406698565,-0.015720079378616,0.0520161290322581,0.263156754274073,-0.131928642432286,0.00741327300150829,-0.094303864315708,0.11218233498263,-0.209517112048758,0.088695652173913,0.0223472823472824,0.114712882793053,-0.0275250048450837,-0.00741327300150829,-0.00741327300150829,0.00190476190476191,-0.0166137566137566,-0.05,-0.0769017035117702,-0.0677641605283211,-0.177683380531956,-0.00250985260646779,-0.0875,-0.109803921568627,-0.1,-0.111065616302656,-0.130522391014672,-0.192112614295908,-0.28992981512757,-0.26297517406806
"STAT",-0.109022483250326,-0.0644088669950739,-0.0617052767052767,-0.111832089479148,-0.0753970354916727,-0.0537460366835751,-0.075974025974026,-0.0460594960594961,0.25667921821768,0.25667921821768,-0.075974025974026,-0.0214285714285714,-0.15,-0.0714285714285714,-0.0214285714285714,-0.102855355615653,-0.0888456937799043,-0.0727272727272727,-0.0914772727272727,-0.0666666666666667,-0.0666666666666667,-0.1,-0.1,-0.0752517223105458,-0.0564199873497786,-0.0725490196078431,-0.0261230645590029,-0.196705426356589,0.277743027761819,-0.0723391009513225,0.0744778742762614,-0.212,0.194119606863235,-0.363675975440681,0.206763285024155,0.177909604519774,0.106601195260895,-0.0438808593508882,-0.0744778742762614,-0.0744778742762614,0.17,0.203333333333333,0.175,0.0725490196078431,0.215289497153049,0.105956373551466,-0.0973345578293105,0.208333333333333,0.0714285714285714,0.15,0.0482429335370512,0.0612134836442353,-0.00216351962763446,0.146509909529168,0.131208277703605
"SNAI2",0.228377715493295,0.233603786342123,0.206871794871795,0.263954738993174,0.221507544729229,0.303717088068843,0.192357783062008,0.219239503492116,0.261349066498846,0.261349066498846,0.192357783062008,0.193766233766234,0.0666666666666667,0.150909090909091,0.193766233766234,0.204917418472406,0.194979530273648,0.162745098039216,0.17703081232493,0.1,0.105882352941176,0.1,0.16,-0.172368421052632,0.0948595654478007,-0.16359649122807,0.0891024760513877,0.160720288115246,0.272071814379756,-0.174965823650034,-0.0328704720706106,-0.0911693791440627,0.0967598252994843,-0.201346153846154,0.0800134138162307,-0.0525308129067996,0.222664143801505,0.0342403350843093,0.0328704720706106,0.0328704720706106,-0.0916666666666667,-0.0537356321839081,-0.16,-0.092156862745098,-0.143818879664542,-0.212507081737085,0.106783302771161,-0.142352941176471,-0.150909090909091,-0.1,-0.219630510334736,-0.237811892555316,0.123765268861468,-0.320790418955824,-0.298908600076392
"TGF",0.0635505403687222,0.119736842105263,0.0705627705627706,0.103174603174603,0.0752962595167163,0.0475769799539928,0.105714285714286,0.0621383647798742,0.273187250075122,0.273187250075122,0.0866666666666667,0.0857142857142857,-0.1,0.1,0.0666666666666667,-0.0417460317460317,0.0511111111111111,0.04,0.0511111111111111,-0.1,-0.114285714285714,0,0,0.01,-0.168320802005013,0.04,0.0425375354756019,-0.0967816091954023,0.288372786217614,0.01,0.0321428571428572,-0.0809155383623469,0.105777126099707,-0.282278159166031,0.115454545454545,0.164097744360902,0.0904884634266078,-0.0482142857142857,-0.0321428571428572,-0.0321428571428572,0.125,0.153571428571429,0.06,0.161654135338346,0.0874066091954023,0.0527950310559006,-0.102962962962963,0.0933333333333333,-0.1,0,-0.0811859838274933,-0.0657268815262857,-0.203173741120033,-0.058130021039707,0.0771627372410151
"TGFR",0.0597157321091352,0.11356400259909,0.0877056277056277,0.107895633217522,0.0657268815262857,0.0434883939233284,0.0811859838274933,0.0752962595167163,0.273564608565688,0.273564608565688,0.0621383647798742,0.105714285714286,-0.125,0.0857142857142857,0.0866666666666667,-0.0460013508949679,-0.0417460317460317,0.0511111111111111,0.0511111111111111,-0.114285714285714,-0.161654135338346,-0.1,0.1,0.01,-0.164211212963917,0.01,0.050389729470983,-0.0874066091954023,0.28690651055779,0.0179136690647482,0.0482142857142857,-0.0764379264220484,0.101862535352376,-0.271563873451745,0.105777126099707,0.157121000174856,0.0933870141512454,-0.0371031746031746,-0.0482142857142857,-0.0482142857142857,0.153571428571429,0.164097744360902,0.0933333333333333,0.168320802005013,0.0879715809468147,0.0523583498331932,-0.1018953473046,0.0967816091954023,-0.0666666666666667,0.06,-0.0921537257629771,-0.0734328159815558,-0.2010904077867,-0.053896150071965,0.0749622482434601
"TrCP",-0.0556770953284654,0.0285891089108911,-0.0357468866308645,0.0842163150230815,0.073011724595883,0.0332461541798862,0.0755750487329435,0.0581969097810682,0.289850170089654,0.289850170089654,0.078988988988989,0.0492592592592593,-0.183333333333333,0.09,0.0492592592592593,-0.0734200386562971,-0.0761522790934556,-0.0714285714285714,-0.0655462184873949,-0.08,-0.0843478260869565,-0.133333333333333,0.05,-0.168205128205128,-0.0778167526406288,-0.166666666666667,0.0403804469423691,-0.207194060419867,0.312006362304959,-0.171501831501832,0.00913969924012966,-0.230434782608696,0.216557433009046,-0.298349206349206,0.218492916880014,0.214181286549708,0.181850289706885,-0.0232306083310387,-0.00913969924012966,-0.00913969924012966,0.208333333333333,0.203070175438596,0.192857142857143,0.0724834193072955,0.196194060419867,0.0812934627172989,-0.00359928477319781,0.196082949308756,-0.09,0.176190476190476,-0.0545994389768459,-0.061011724595883,-0.176011668272594,-0.104717083164342,-0.0531645021645022
"PAK1",-0.0556770953284654,0.0285891089108911,-0.0357468866308645,0.0842163150230815,0.073011724595883,0.0332461541798862,0.0755750487329435,0.0581969097810682,0.289850170089654,0.289850170089654,0.078988988988989,0.0492592592592593,-0.183333333333333,0.09,0.0492592592592593,-0.0734200386562971,-0.0761522790934556,-0.0714285714285714,-0.0655462184873949,-0.08,-0.0843478260869565,-0.133333333333333,0.05,-0.168205128205128,-0.0778167526406288,-0.166666666666667,0.0403804469423691,-0.207194060419867,0.312006362304959,-0.171501831501832,0.00913969924012966,-0.230434782608696,0.216557433009046,-0.298349206349206,0.218492916880014,0.214181286549708,0.181850289706885,-0.0232306083310387,-0.00913969924012966,-0.00913969924012966,0.208333333333333,0.203070175438596,0.192857142857143,0.0724834193072955,0.196194060419867,0.0812934627172989,-0.00359928477319781,0.196082949308756,-0.09,0.176190476190476,-0.0545994389768459,-0.061011724595883,-0.176011668272594,-0.104717083164342,-0.0531645021645022
"EGR1",-0.0556770953284654,0.0285891089108911,-0.0357468866308645,0.0842163150230815,0.073011724595883,0.0332461541798862,0.0755750487329435,0.0581969097810682,0.289850170089654,0.289850170089654,0.078988988988989,0.0492592592592593,-0.183333333333333,0.09,0.0492592592592593,-0.0734200386562971,-0.0761522790934556,-0.0714285714285714,-0.0655462184873949,-0.08,-0.0843478260869565,-0.133333333333333,0.05,-0.168205128205128,-0.0778167526406288,-0.166666666666667,0.0403804469423691,-0.207194060419867,0.312006362304959,-0.171501831501832,0.00913969924012966,-0.230434782608696,0.216557433009046,-0.298349206349206,0.218492916880014,0.214181286549708,0.181850289706885,-0.0232306083310387,-0.00913969924012966,-0.00913969924012966,0.208333333333333,0.203070175438596,0.192857142857143,0.0724834193072955,0.196194060419867,0.0812934627172989,-0.00359928477319781,0.196082949308756,-0.09,0.176190476190476,-0.0545994389768459,-0.061011724595883,-0.176011668272594,-0.104717083164342,-0.0531645021645022
"SNAI1",-0.162972468993946,0.0342494862693817,-0.0294707360032495,0.0902769210836875,0.061011724595883,0.0284074445024668,0.0545994389768459,0.073011724595883,0.29071117869974,0.29071117869974,0.0581969097810682,0.0755750487329435,-0.208333333333333,0.0492592592592593,0.078988988988989,-0.0760410063982326,-0.0734200386562971,-0.0655462184873949,-0.0761522790934556,-0.0843478260869565,-0.0724834193072955,-0.183333333333333,0.09,-0.171501831501832,-0.0719871562280728,-0.168205128205128,0.0491887370978095,-0.196194060419867,0.310373317156064,-0.171093668236525,0.0232306083310387,-0.228649068322981,0.210776375198468,-0.288691885476932,0.216557433009046,0.19890350877193,0.190556172059826,-0.0115721518449961,-0.0232306083310387,-0.0232306083310387,0.203070175438596,0.214181286549708,0.196082949308756,0.0778167526406288,0.203378526439284,0.0791333610654564,0.000400715226802185,0.207194060419867,-0.0492592592592593,0.192857142857143,-0.0686762214265717,-0.0683426487053306,-0.172089442325561,-0.0997828726380266,-0.0570588916034461
"TWIST1",0.222813941332021,0.18023626513329,0.21411827498784,0.188420289388031,0.156531872777069,0.203564715084757,0.138972431077694,0.164648258688248,0.295000263421316,0.295000263421316,0.13774062816616,0.154761904761905,0.05,0.104761904761905,0.154761904761905,0.235804255539449,0.231931818181818,0.218181818181818,0.218181818181818,-0.0466666666666667,-0.0423188405797102,0.1,0.133333333333333,-0.0264957264957265,-0.0539841980031194,-0.0111111111111111,0.0848246697443943,0.156846270928463,0.30616776718024,-0.0293259151749718,0.0509472529017121,-0.0730862357981002,0.089034263786739,-0.262226391494684,0.0847438347438347,-0.0263767306140187,0.0944468935860847,-0.0423856090660957,-0.0509472529017121,-0.0509472529017121,-0.0576923076923077,-0.0195970695970696,-0.177777777777778,0.0554767353165522,-0.138619669943241,-0.235904755409632,0.0675462206240238,-0.141777777777778,-0.104761904761905,-0.166666666666667,-0.166172431077694,-0.17200053292658,0.162434930745428,-0.219395483896302,-0.197800092118318
"Jagged",-0.0666666666666667,0.04,-0.041025641025641,-0.0142857142857143,-0.0335198135198135,-0.0714035087719298,-0.02,-0.0123076923076923,0.298067632850242,0.298067632850242,-0.02,0,0,0,0,-0.100888888888889,-0.0888888888888889,0,-0.1,0.1,0,0,0,-0.22,-0.0933333333333333,-0.2,-0.0196616059996342,-0.183333333333333,0.324242424242424,-0.234285714285714,0.0533333333333333,-0.3,0.223809523809524,-0.311111111111111,0.2,0.188888888888889,0.152034632034632,-0.0351515151515151,-0.0533333333333333,-0.0533333333333333,0.1,0.133333333333333,0.1,0.06,0.191025641025641,0.0957142857142857,-0.038,0.133333333333333,0,0,0.0123076923076923,0.0236297036297036,-0.102765208647562,0.0237992277992278,0.00344827586206897
"DELTA",-0.0666666666666667,0.04,-0.041025641025641,-0.0142857142857143,-0.0335198135198135,-0.0714035087719298,-0.02,-0.0123076923076923,0.298067632850242,0.298067632850242,-0.02,0,0,0,0,-0.100888888888889,-0.0888888888888889,0,-0.1,0.1,0,0,0,-0.22,-0.0933333333333333,-0.2,-0.0196616059996342,-0.183333333333333,0.324242424242424,-0.234285714285714,0.0533333333333333,-0.3,0.223809523809524,-0.311111111111111,0.2,0.188888888888889,0.152034632034632,-0.0351515151515151,-0.0533333333333333,-0.0533333333333333,0.1,0.133333333333333,0.1,0.06,0.191025641025641,0.0957142857142857,-0.038,0.133333333333333,0,0,0.0123076923076923,0.0236297036297036,-0.102765208647562,0.0237992277992278,0.00344827586206897
"cfos",-0.0645076442544797,0.0375,-0.0219347319347319,0.0930213464696223,0.0581969097810682,0.0276406178477063,0.0492592592592593,0.078988988988989,0.298531842115377,0.298531842115377,0.0492592592592593,0.09,-0.133333333333333,0.05,0.09,-0.0761522790934556,-0.0655462184873949,-0.0571428571428571,-0.0714285714285714,0.04,-0.08,-0.1,0.1,-0.166666666666667,-0.0724834193072955,-0.166666666666667,0.0533841099460321,-0.196082949308756,0.319620575502928,-0.168205128205128,0.0347494553376906,-0.230434782608696,0.218492916880014,-0.298349206349206,0.22010582010582,0.203070175438596,0.195347222222222,-0.00913969924012966,-0.0347494553376906,-0.0347494553376906,0.183333333333333,0.208333333333333,0.176190476190476,0.0843478260869565,0.207194060419867,0.0778451868552299,0.00183549783549784,0.192857142857143,-0.05,0.133333333333333,-0.0755750487329435,-0.073011724595883,-0.172033368091762,-0.0999050530891544,-0.0608008658008658
"CDC42",-0.0645076442544797,0.0375,-0.0219347319347319,0.0930213464696223,0.0581969097810682,0.0276406178477063,0.0492592592592593,0.078988988988989,0.298531842115377,0.298531842115377,0.0492592592592593,0.09,-0.133333333333333,0.05,0.09,-0.0761522790934556,-0.0655462184873949,0.0428571428571429,-0.0714285714285714,-0.06,-0.08,-0.1,0.1,-0.166666666666667,-0.0724834193072955,-0.166666666666667,0.0533841099460321,-0.196082949308756,0.319620575502928,-0.168205128205128,0.0347494553376906,-0.230434782608696,0.218492916880014,-0.298349206349206,0.22010582010582,0.203070175438596,0.195347222222222,-0.00913969924012966,-0.0347494553376906,-0.0347494553376906,0.183333333333333,0.208333333333333,0.176190476190476,0.0843478260869565,0.207194060419867,0.0778451868552299,0.00183549783549784,0.192857142857143,-0.05,0.133333333333333,-0.0755750487329435,-0.073011724595883,-0.172033368091762,-0.0999050530891544,-0.0608008658008658
"RKIP",0.237530021212866,0.159492063492063,0.125770308123249,0.232383966244726,0.200987608882346,0.152477804516496,0.186666666666667,0.201686909581646,0.311199426111908,0.311199426111908,0.182456140350877,0.166666666666667,0,0.1,0.166666666666667,0.0817801513128616,0.0752380952380952,0.0666666666666667,0.0466666666666667,0.1,0.05,0,0,0.0676767676767677,0.0146368305209098,0.122222222222222,0.0726136220253867,-0.056,0.329261903812145,0.0369075369075369,0.159090909090909,-0.078397212543554,0.121995068569758,-0.313199426111908,0.111103979460847,0.139393939393939,0.106775002021182,-0.168492618492618,-0.159090909090909,-0.159090909090909,0.1,0.1,0,-0.046551724137931,0.0445245901639344,-0.0538756262894194,-0.0808496732026144,0.02,-0.1,-0.1,-0.205897435897436,-0.216000331528656,0.120883021507256,-0.443702498420971,-0.327659574468085
"RAF",0.237530021212866,0.159492063492063,0.125770308123249,0.232383966244726,0.200987608882346,0.152477804516496,0.186666666666667,0.201686909581646,0.311199426111908,0.311199426111908,0.182456140350877,0.166666666666667,0,0.1,0.166666666666667,0.0817801513128616,0.0752380952380952,0.0666666666666667,0.0466666666666667,0.1,0.05,0,0,0.0676767676767677,0.0146368305209098,0.122222222222222,0.0726136220253867,-0.056,0.329261903812145,0.0369075369075369,0.159090909090909,-0.078397212543554,0.121995068569758,-0.313199426111908,0.111103979460847,0.139393939393939,0.106775002021182,-0.168492618492618,-0.159090909090909,-0.159090909090909,0.1,0.1,0,-0.046551724137931,0.0445245901639344,-0.0538756262894194,-0.0808496732026144,0.02,-0.1,-0.1,-0.205897435897436,-0.216000331528656,0.120883021507256,-0.443702498420971,-0.327659574468085
"MEK",0.252914636597481,0.175047619047619,0.138928202860091,0.240492074352834,0.216000331528656,0.153570700691359,0.205897435897436,0.200987608882346,0.320723235635718,0.320723235635718,0.201686909581646,0.186666666666667,-0.1,0.166666666666667,0.182456140350877,0.096378691458847,0.0817801513128616,0.0466666666666667,0.0752380952380952,0.05,0.046551724137931,0,0.1,0.0369075369075369,-0.0870298361457569,0.0676767676767677,0.0591989878790452,-0.0445245901639344,0.333905866660442,0.0347177558856391,0.168492618492618,-0.0947608489071904,0.116460013219205,-0.309277857484457,0.121995068569758,0.140570409982175,0.11087336267692,-0.182143412143412,-0.168492618492618,-0.168492618492618,0.1,0.139393939393939,0.02,-0.0146368305209098,0.0451781849351763,-0.0673891398029329,-0.0907397830927243,0.056,-0.166666666666667,0,-0.205198135198135,-0.217673193982188,0.114556987443996,-0.462112540261975,-0.338224685033196
"RAS",0.267758112094395,0.154978354978355,0.158792452830189,0.28498023715415,0.274171560604602,0.0946338342100125,0.241176470588235,0.260325406758448,0.393840206185567,0.393840206185567,0.241176470588235,0.2,0,0.1,0.2,0.162714036109493,0.145882352941176,0.14,0.14,0.02,0.07,0.1,0,-0.0184210526315789,0.044406604747162,0.05,-0.019136598469622,-0.0946666666666667,0.407323076923077,-0.0580436941410129,0.187692307692308,-0.261857707509881,0.194063079777366,-0.3825,0.181818181818182,0.182222222222222,0.16661935738222,-0.297307692307692,-0.187692307692308,-0.187692307692308,0.1,0.16,0,-0.0542105263157895,0.116700564971751,-0.134126984126984,-0.0493617021276596,0.0666666666666667,-0.1,-0.1,-0.262009803921569,-0.281820285817066,0.0525191205814277,-0.500534726116121,-0.469909560723514
"Patched",0.266129032258065,0.316666666666667,0.222857142857143,0.388311688311688,0.257777777777778,-0.104007551240561,0.3,0.246666666666667,0.408333333333333,0.408333333333333,0.2,0.3,0,0.2,0.2,0.378333333333333,0.353333333333333,0.233333333333333,0.333333333333333,0.1,0.1,0,0.1,-0.233333333333333,0.0569230769230769,-0.2,-0.217706093189964,0.186666666666667,0.416666666666667,-0.242424242424242,0.0538461538461538,-0.120512820512821,0.146666666666667,-0.333333333333333,0.116666666666667,-0.0357142857142857,0.222433862433862,-0.0663461538461538,-0.0538461538461538,-0.0538461538461538,-0.1,-0.05,-0.3,-0.08,-0.149166666666667,-0.23,0.0037037037037037,-0.266666666666667,-0.1,-0.2,-0.35,-0.285933117583603,-0.341701149425287,-0.464295704295704,-0.378754578754579
"TCFLEF",0.371977123295115,0.349811761093198,0.251512145841943,0.70668083028083,0.283970094613938,0.109562798887715,0.351317244846657,0.36598613126915,0.523937533227007,0.523937533227007,0.348376068376068,0.316274509803922,0.0298701298701299,0.286274509803922,0.313333333333333,0.329516489010322,0.31560920424211,0.282051282051282,0.300655933214073,-0.0614285714285714,-0.0492334494773519,0.0571428571428571,0.233333333333333,-0.228487167224613,-0.0493695038991206,-0.204957755459908,-0.0231784298571052,0.0647465437788018,0.537590187590188,-0.250081851609996,0.107880413420125,-0.240571573571859,0.229598434059539,-0.397768652915712,0.208374724690514,0.0794229977596036,0.314858389413319,-0.12036398766454,-0.107880413420125,-0.107880413420125,0.0221298701298701,0.0511621281943863,-0.1,0.0425667828106853,-0.0610655621837098,-0.303196021925569,0.0394290100707439,-0.0857142857142857,-0.283333333333333,-0.133333333333333,-0.368708549194483,-0.294193462311533,0.000854533233173615,-0.599514847607002,-0.486037702874972
"AXIN2",0.537945327800669,0.304116055364302,0.480891429359171,0.852648636231374,0.546744273306897,-0.161219963192427,0.480951617214649,0.518491049391305,0.564089619366943,0.564089619366943,0.480951617214649,0.436124031007752,-0.188888888888889,0.373333333333333,0.436124031007752,0.377807557550249,0.351734950289523,0.276666666666667,0.319876543209877,0.0266666666666667,0.0291056910569106,-0.133333333333333,0.3,-0.111697994987469,0.0177360487752477,-0.0849122807017544,-0.46362624386443,0.0862637362637363,0.572559027473163,-0.131968265257739,0.283415607896577,-0.324776341104942,0.368317230273752,-0.499925055435799,0.332206119162641,0.307391304347826,0.523718161979032,-0.301525844117049,-0.283415607896577,-0.283415607896577,0.228019323671498,0.272946859903382,-0.107692307692308,-0.0225636349821442,-0.0741325887227527,-0.331047991820826,0.0140815206129608,-0.0934065934065934,-0.373333333333333,-0.1,-0.518687466271252,-0.570133810704216,-0.501150641789817,-0.84927708379108,-0.751477322067711
