"","SOSGRB2","PI3K","DELTA","RAS","GSK3","NOTCH","NOTCHic","Jagged","IKK","Csl","SNAI2","HEY1","Ecadherin","cateninmemb","NFB","Wnt","SNAI1","cMet","CD44","cfos","Csn","TCFLEF","EGR1","cateninnuc","Destcompl","Patched","TrCP","SHH","RKIP","DSH","AXIN2","STAT","FUS","SMO","SRC","GLI","TWIST1","Frizzled","SUFU","MEK","ERK","FOXC2","SMAD","ILK","LIV1","AKT","RAF","TGF","TGFR","CDC42","PAK1","ZEB2","miR200","KLF4","ZEB1"
"RAF",-0.152888888888889,0.1,0.1,0.0888888888888889,0.166469661150512,0.038966588966589,0.0505050505050505,-0.094860134206484,0.075,0.0777777777777778,0.291541936235939,-0.0385210994967093,-0.0363861483405782,-0.0412915436444848,0.1,-0.0833333333333333,0.219312630304355,-0.0807017543859649,-0.111470985155196,0.04,0,-0.117764691448902,0.04,-0.113438991703355,0.189246499993726,-0.02,0,-0.0019672131147541,-0.183893557422969,0,-0.0999179559306142,0,0,0,0.0333333333333333,0.114102564102564,0.130395127748069,0.0333333333333333,0.1,0.0286720469552458,0.0393103448275862,-0.0296198054818745,0.0265191474218025,0.0354300385109114,0,-0.0840909090909091,-0.1,0.203266577659101,0.224761904761905,0.253333333333333,0.3,0.0107307508369201,0.170181878966434,-0.00726924916307988,0.207491152558584
"TGFR",-0.107277452891488,-0.305357142857143,-0.305357142857143,-0.30594193817878,-0.259790169877778,-0.286329281402464,-0.261149425287356,-0.160417066871572,-0.210839598997494,-0.226666666666667,0.160119675092592,-0.0988298353493654,-0.236764965925651,-0.28833413690206,-0.18452380952381,-0.259433962264151,0.0782190335810609,-0.259433962264151,-0.254170804369414,-0.182706766917293,-0.141666666666667,-0.244601426378983,-0.114285714285714,-0.236009752331154,-0.208530770998864,0.0131537356321839,-0.166666666666667,0.00919893337229691,-0.102683982683983,-0.2,-0.299118544254453,-0.2,0.0466666666666667,0.0225287356321839,0.25,0.253627510651248,0.0342915513378147,0.25,0.0466666666666667,0.216070541650931,0.198262322472849,-0.00466821720144295,0.0851767010015202,0.0741446725317693,-0.1,0.245723319927726,0.305357142857143,0.13854441067207,0.156984126984127,0.292698412698413,0.335555555555555,0.011666372284653,0.183062949595208,0.00900893538193308,0.208100669053996
"PI3K",-0.162307692307692,0.144502164502165,0.144502164502165,0.12943367135148,0.315945165945166,0.066439205955335,0.101923076923077,-0.085,0.305882352941176,0.125,0.101471517077684,0.113029294050382,-0.268758983184873,-0.312520965961878,0.3,-0.325603864734299,0.200475040257649,-0.325603864734299,-0.345603864734299,0.104761904761905,0.3,-0.355208384508311,0.133333333333333,-0.355826941209342,0.197063265455534,-0.164102564102564,0.2,-0.186324786324786,-0.189447317388494,-0.2,-0.377333333333333,-0.2,-0.1,-0.133333333333333,0.277777777777778,0.345603864734299,0.0183031825227121,0.277777777777778,-0.1,-0.086054093768655,-0.110644257703081,-0.142724738675958,-0.0955531012404962,-0.102753101240496,-0.1,-0.277677224736048,-0.144502164502165,0.239288378766141,0.266117647058824,0.294117647058824,0.3,0.0158947206128179,0.246190303567353,0.0114035087719298,0.301935017933363
"Frizzled",-0.127272727272727,0.109637730690362,0.109637730690362,0.097826707068315,0.303704284221526,0.0453781512605042,0.0904761904761905,-0.0828238265002971,0.1925,0.107142857142857,0.173357173936691,0.102738679759956,-0.24763620853314,-0.295237422652677,0.18,-0.322368421052632,0.140113871635611,-0.322368421052632,-0.336654135338346,0.0733333333333333,0.2,-0.339965393616492,0.133333333333333,-0.336632060283158,0.185461235341183,-0.15974025974026,0.1,-0.185546711353163,-0.143571428571429,-0.3,-0.372050739957717,-0.2,-0.1,-0.145454545454545,0.275,0.336654135338346,-0.021218487394958,0.275,-0.1,-0.0532897603485839,-0.0792156862745098,-0.124826287543546,-0.0810526139802384,-0.0932021466905188,-0.1,-0.14875,-0.109637730690362,0.190517598343685,0.216231884057971,0.246666666666667,0.266666666666667,0.0444232945532717,0.225536616161616,0.0490196078431372,0.268975003669664
"NFB",-0.143615656789031,-0.0583412148632874,-0.0583412148632874,-0.0643113641170187,0.127847446670976,-0.0878983382209189,-0.0575757575757576,-0.167060529645637,0.00141570141570141,-0.0337662337662338,-0.0795448166273229,-0.0310721657083886,-0.282859725389134,-0.318803472822604,0.00952380952380952,-0.277863247863248,0.0965764268922274,-0.277863247863248,-0.28294799362596,-0.00828571428571429,0.142857142857143,-0.279994407128069,0.0357142857142857,-0.273484603206501,0.00801148641650492,-0.0402298850574713,0.1,-0.053482897105664,-0.12484237074401,-0.205555555555556,-0.318693009118541,-0.205555555555556,0,-0.0333333333333333,0.251709401709402,0.283481225391338,-0.0113538748832866,0.251709401709402,0,0.0344295051353875,0.0193968253968254,-8.86497300839922e-05,0.0404542963590039,0.0311606160616062,-0.15,0.0319176319176319,0.0583412148632874,0.184362408899118,0.205248484848485,0.234848484848485,0.266666666666667,0.0516532134935039,0.19127868322404,0.0573260073260073,0.220150203093942
"GSK3",-0.0776527613056257,0.102028387740584,0.102028387740584,0.104759480177559,0.203289275979269,0.0305130163953693,0.0390844449667979,-0.0867348772556867,0.147600574712644,0.0453781512605042,0.180813121770167,0.0897416543243952,-0.232589649313125,-0.283216727373787,0.14875,-0.338614919652071,0.136032789253214,-0.339965393616492,-0.336632060283158,0.0532897603485839,0.1925,-0.332624936507557,0.0792156862745098,-0.328282831244399,0.191388290077691,-0.182479226690586,0.18,-0.184871571188194,-0.128845803319488,-0.322368421052632,-0.387718427759963,-0.322368421052632,-0.15974025974026,-0.185546711353163,0.336654135338346,0.335313032859618,-0.0301922526168503,0.336654135338346,-0.145454545454545,-0.0549430412781806,-0.060056677641817,-0.122639001145733,-0.0784467471023566,-0.0836941234142007,-0.275,-0.135634762746832,-0.102028387740584,0.171616499442586,0.176231884057971,0.190517598343685,0.216231884057971,0.0533959285460879,0.216413149487325,0.0640792684078745,0.258158469406581
"IKK",-0.182563025210084,-0.0414398064125832,-0.0414398064125832,-0.0583412148632874,0.132161172161172,-0.0575757575757576,-0.0337662337662338,-0.165621680724774,0.00952380952380952,0.00909090909090909,-0.0888944101232578,-0.0364293085655315,-0.2905643802848,-0.326512026148898,0.142857142857143,-0.251709401709402,0.111096974837433,-0.251709401709402,-0.277863247863248,0.0357142857142857,0.1,-0.28294799362596,0.05,-0.279994407128069,0.0090081641573687,-0.0333333333333333,0.2,-0.0402298850574713,-0.128688524590164,-0.15,-0.302380952380952,-0.15,0,0,0.205555555555556,0.277863247863248,-0.00405228758169935,0.205555555555556,0.1,0.0193968253968254,0.00828571428571429,0.00588744588744589,0.0311606160616062,0.0361111111111111,-0.1,-0.00141570141570141,0.0414398064125832,0.205248484848485,0.234848484848485,0.266666666666667,0.3,0.0535689223057644,0.189163879598662,0.0304029304029304,0.235092731829574
"TCFLEF",-0.223051128512206,-0.132986521333092,-0.132986521333092,-0.134957612003263,-0.300895445772814,0.0998997443560521,0.105547584887614,0.0748408446745981,-0.0302589023879347,0.117312290769967,-0.272044813318393,-0.0166215624702636,-0.259934665453598,-0.181075481865191,-0.0141298701298701,0.0833358471593766,-0.0427870154020782,0.088482905982906,0.0928854217061764,-0.132195121951219,0.0298701298701299,-0.00241812926747764,-0.12,0.00136193946104469,-0.376773619450847,0.121689708141321,0.0571428571428571,0.126597683601444,0.00267070762731322,0.0823529411764706,0.441626862026862,0.0875,0.12,0.115238095238095,-0.0825,-0.0876836732463331,0.149463323166062,-0.0773529411764706,0.1,0.135460428073668,0.129337979094077,0.204913867501568,0.0583244300565424,0.053544315333789,0.1,0.0433023806488042,0.132986521333092,0.164855176484739,0.16783530893507,0.178115682766846,0.18974358974359,0.0585399167109693,0.121248630887185,-0.0415473007384772,0.150763645224172
"NOTCH",-0.0926315789473684,-0.120606060606061,-0.120606060606061,-0.130750988142292,-0.0800243817485197,0.00304147465437788,0.151428571428571,0.0135738335738336,0.0555555555555556,0.18,-0.063753022576552,0.138405797101449,-0.123929824561403,-0.118206449549271,0.0666666666666667,-0.0984615384615385,0.0102564102564103,-0.0984615384615385,-0.101491841491841,-0.1,0.1,-0.0981951381951382,0,-0.0928890157461586,-0.0924716919857107,-0.058974358974359,0,-0.0825037707390649,-0.0582670203359859,0,-0.0998382749326145,0,-0.0666666666666667,-0.0666666666666667,0.06,0.101491841491841,0.00669491525423729,0.06,-0.1,0.107142857142857,0.1,0.0369387755102041,-0.0242857142857143,-0.030952380952381,0,0,0.120606060606061,0.0527598566308244,0.0688888888888889,0.0888888888888889,0.1,0.0809983896940419,0.213073593073593,0.0884057971014493,0.203220611916264
"Csn",-0.0660279026864983,0.0557202615168379,0.0557202615168379,0.0612864803268187,0.26052843493898,0.0324952824952825,0.0401875901875902,-0.0694644218078711,0.120833333333333,0.0934343434343434,0.135888907774356,0.0643798449612403,-0.230510044773554,-0.288025045997393,0.175,-0.345900844758344,0.10869815042654,-0.345900844758344,-0.345456400313899,0.0266666666666667,0.175,-0.339668618963417,0.0266666666666667,-0.334677638807073,0.141132377014327,-0.155020248568636,0.3,-0.150921887912898,-0.115968510043363,-0.283333333333333,-0.392113530846711,-0.283333333333333,-0.119047619047619,-0.128138528138528,0.335057471264368,0.343717438644807,-0.0543914601838866,0.335057471264368,-0.0857142857142857,-0.00928300865800866,-0.001991341991342,-0.104980310475545,-0.0594707157759717,-0.0571570910973085,-0.2,-0.115233333333333,-0.0557202615168379,0.145157986790516,0.160193786313189,0.188398914518318,0.222727272727273,0.0818478081058726,0.201875362902501,0.0682956259426848,0.22989247311828
"Jagged",-0.14,-0.0933333333333333,-0.0933333333333333,-0.120606060606061,-0.0754789272030651,0.151428571428571,0.18,0.00987012987012988,0.0666666666666667,0.2,-0.073805932629462,0.116666666666667,-0.123929824561403,-0.123965611852936,0.1,-0.06,0.0333333333333333,-0.06,-0.0984615384615385,0,0,-0.101491841491841,0.1,-0.0981951381951382,-0.0896679536679537,-0.0666666666666667,0,-0.058974358974359,-0.041025641025641,0,-0.0828571428571429,0,-0.1,-0.0666666666666667,0,0.0984615384615385,0.005,0,0,0.1,0.1,0.0471428571428571,-0.030952380952381,-0.0166666666666667,0,-0.0555555555555556,0.0933333333333333,0.0688888888888889,0.0888888888888889,0.1,0.2,0.0884057971014493,0.198787878787879,0.0666666666666667,0.210628019323672
"DELTA",-0.14,-0.0933333333333333,-0.0933333333333333,-0.120606060606061,-0.0754789272030651,0.151428571428571,0.18,0.00987012987012988,0.0666666666666667,0.2,-0.073805932629462,0.116666666666667,-0.123929824561403,-0.123965611852936,0.1,-0.06,0.0333333333333333,-0.06,-0.0984615384615385,0,0,-0.101491841491841,0.1,-0.0981951381951382,-0.0896679536679537,-0.0666666666666667,0,-0.058974358974359,-0.041025641025641,0,-0.0828571428571429,0,-0.1,-0.0666666666666667,0,0.0984615384615385,0.005,0,0,0.1,0.1,0.0471428571428571,-0.030952380952381,-0.0166666666666667,0,-0.0555555555555556,0.0933333333333333,0.0688888888888889,0.0888888888888889,0.1,0.2,0.0884057971014493,0.198787878787879,0.0666666666666667,0.210628019323672
"Csl",-0.0593352005290388,-0.12533226893047,-0.12533226893047,-0.122758739518705,-0.0838949254503661,-0.00585804687672259,-0.00222168324035896,0.0175990819182044,-0.00697674418604651,0.00304147465437788,-0.0623781624909819,0.131367084180383,-0.113139020045573,-0.110370755955161,0,-0.09611549740582,0.00629756716713238,-0.0981951381951382,-0.0928890157461586,-0.107142857142857,0.0555555555555556,-0.0905989394102807,-0.1,-0.0874542853222304,-0.0893138613946077,-0.079277964287452,0.0666666666666667,-0.079277964287452,-0.036679430279518,-0.0984615384615385,-0.102205455738099,-0.0984615384615385,-0.058974358974359,-0.0825037707390649,0.101491841491841,0.0912767877284006,0.000550417334110081,0.101491841491841,-0.0666666666666667,0.10223602484472,0.0957142857142857,0.0469684380982649,-0.0217717254767615,-0.0278828365878726,-0.06,0.0155038759689922,0.12533226893047,0.0407113854376762,0.0432057165034358,0.0527598566308244,0.0688888888888889,0.0939920463341073,0.203482499089435,0.101262939958592,0.192334587770571
"NOTCHic",-0.0699043062200957,-0.130750988142292,-0.130750988142292,-0.12533226893047,-0.0858095057154618,-0.00222168324035896,0.00304147465437788,0.0129115819182044,0,0.151428571428571,-0.0627510185685359,0.130713489409142,-0.115813438650224,-0.115569532713571,0.0555555555555556,-0.101491841491841,0.00866910866910867,-0.101491841491841,-0.0981951381951382,-0.1,0.0666666666666667,-0.0928890157461586,-0.1,-0.0905989394102807,-0.0904716919857107,-0.0825037707390649,0.1,-0.079277964287452,-0.0371402597726056,-0.06,-0.104004941599281,-0.06,-0.0666666666666667,-0.058974358974359,0.0984615384615385,0.09611549740582,-0.00148118537469353,0.0984615384615385,-0.0666666666666667,0.0957142857142857,0.107142857142857,0.0498420013166557,-0.0278828365878726,-0.0242857142857143,0,0.00697674418604651,0.130750988142292,0.0432057165034358,0.0527598566308244,0.0688888888888889,0.0888888888888889,0.0995169082125604,0.199778795385732,0.0812629399585921,0.19951690821256
"AXIN2",-0.0281536260217887,-0.13819855446153,-0.13819855446153,-0.13819855446153,-0.344475757397954,0.0531196233827813,0.0443358395989975,0.268437972133624,-0.18695652173913,0.0371929824561403,-0.384660940115705,-0.165742401340779,0.05990878171451,0.326517349755698,-0.179710144927536,0.362531408714248,-0.216986741974418,0.362531408714248,0.370417844045478,-0.172682926829268,-0.166666666666667,0.3719418768708,-0.18,0.370947497277199,-0.344800080702436,0.296703296703297,-0.133333333333333,0.306211493424608,0.201036570955926,0.313333333333333,0.723320443511953,0.313333333333333,0.253846153846154,0.282417582417582,-0.343565891472868,-0.370078578525568,0.0746173934747295,-0.343565891472868,0.2,0.16781022299427,0.169879188511511,0.193873659517688,0.169427191166322,0.169427191166322,0.266666666666667,0.184734299516908,0.13819855446153,-0.0586711993470734,-0.0685721894460833,-0.0827314814814815,-0.10125,0.101566068644649,-0.204243709379247,0.0965963320945589,-0.258379141741803
"SMAD",0.0575421472937001,-0.347553791186979,-0.347553791186979,-0.337027475397505,-0.323747409649665,-0.199868637110016,-0.199868637110016,-0.135457478005865,-0.185854341736695,-0.18952380952381,0.0787031431034853,-0.118315233313465,-0.187790080916814,-0.240261745191589,-0.164285714285714,-0.219993894993895,-0.0980990192603096,-0.221615312791783,-0.205251676428147,-0.171889400921659,-0.0833333333333333,-0.194532544813493,-0.142857142857143,-0.186427175005996,-0.262689821194973,-0.00157492354740061,-0.05,0.00623176790241351,0.0540514719507639,-0.242857142857143,-0.266537616103558,-0.242857142857143,0.00833333333333333,-0.0116666666666667,0.237301587301587,0.204166556864399,-0.0997657953871623,0.237301587301587,0.00833333333333333,0.165874195197151,0.164912656735612,0.0470185302663483,0.00693083172535226,0.0997879745824951,-0.2,0.196521008403361,0.347553791186979,-0.072190459113081,-0.072987271862085,-0.0590207914151576,-0.0238095238095238,0.106431957264471,0.131399915334267,0.121641239478881,0.0934790497555409
"TrCP",0.0422167216721672,-0.259219405919549,-0.259219405919549,-0.252401224101368,-0.212122835497835,-0.0843956043956044,-0.08,-0.0340269256987048,-0.0491228070175439,-0.0692307692307692,0.0493013715780047,0.0216715171825852,-0.212836582996232,-0.271135857433045,-0.0333333333333333,-0.25317738791423,-0.0419206021816215,-0.255595595595596,-0.244704506486685,-0.141739130434783,0.0416666666666667,-0.237667469449648,-0.12,-0.230908848759992,-0.281627564762529,-0.103811799510724,0.0666666666666667,-0.100811799510724,-0.00138224574688663,-0.26,-0.302045729156985,-0.26,-0.080952380952381,-0.109984639016897,0.263703703703704,0.242933485475206,-0.0936588556371165,0.263703703703704,-0.080952380952381,0.139931220830263,0.133264554163596,0.0286877139417584,-0.0130670762928828,-0.0214541730670763,-0.2,0.0620857699805068,0.259219405919549,-0.0389929742388759,-0.0357142857142857,-0.019047619047619,0.0142857142857143,0.10787286411649,0.183572770748047,0.120590163934426,0.162740658601079
"PAK1",0.0422167216721672,-0.259219405919549,-0.259219405919549,-0.252401224101368,-0.212122835497835,-0.0843956043956044,-0.08,-0.0340269256987048,-0.0491228070175439,-0.0692307692307692,0.0493013715780047,0.0216715171825852,-0.212836582996232,-0.271135857433045,-0.0333333333333333,-0.25317738791423,-0.0419206021816215,-0.255595595595596,-0.244704506486685,-0.141739130434783,0.0416666666666667,-0.237667469449648,-0.12,-0.230908848759992,-0.281627564762529,-0.103811799510724,0.0666666666666667,-0.100811799510724,-0.00138224574688663,-0.26,-0.302045729156985,-0.26,-0.080952380952381,-0.109984639016897,0.263703703703704,0.242933485475206,-0.0936588556371165,0.263703703703704,-0.080952380952381,0.139931220830263,0.133264554163596,0.0286877139417584,-0.0130670762928828,-0.0214541730670763,-0.2,0.0620857699805068,0.259219405919549,-0.0389929742388759,-0.0357142857142857,-0.019047619047619,0.0142857142857143,0.10787286411649,0.183572770748047,0.120590163934426,0.162740658601079
"LIV1",0.0422167216721672,-0.259219405919549,-0.259219405919549,-0.252401224101368,-0.212122835497835,-0.0843956043956044,-0.08,-0.0340269256987048,-0.0491228070175439,-0.0692307692307692,0.0493013715780047,0.0216715171825852,-0.212836582996232,-0.271135857433045,-0.0333333333333333,-0.25317738791423,-0.0419206021816215,-0.255595595595596,-0.244704506486685,-0.141739130434783,0.0416666666666667,-0.237667469449648,-0.12,-0.230908848759992,-0.281627564762529,-0.103811799510724,0.0666666666666667,-0.100811799510724,-0.00138224574688663,-0.26,-0.302045729156985,-0.26,-0.080952380952381,-0.109984639016897,0.263703703703704,0.242933485475206,-0.0936588556371165,0.263703703703704,-0.080952380952381,0.139931220830263,0.133264554163596,0.0286877139417584,-0.0130670762928828,-0.0214541730670763,-0.2,0.0620857699805068,0.259219405919549,-0.0389929742388759,-0.0357142857142857,-0.019047619047619,0.0142857142857143,0.10787286411649,0.183572770748047,0.120590163934426,0.162740658601079
"SNAI1",0.0463676650683936,-0.252401224101368,-0.252401224101368,-0.24550467237723,-0.209812604474733,-0.0766405023547881,-0.0843956043956044,-0.0326151609928225,-0.0620857699805068,-0.08,0.0449098194492752,0.00857627908734709,-0.208778310363557,-0.264952783167069,-0.0491228070175439,-0.242933485475206,-0.138539819263472,-0.244704506486685,-0.237667469449648,-0.133264554163596,-0.0333333333333333,-0.230908848759992,-0.141739130434783,-0.2270885080269,-0.277406073534459,-0.100811799510724,0.0416666666666667,-0.0916855859184912,0.00196503458784141,-0.263703703703704,-0.295752022863279,-0.263703703703704,-0.109984639016897,-0.103811799510724,0.255595595595596,0.235803686572098,-0.092120394098655,0.25317738791423,-0.080952380952381,0.131859471951339,0.139931220830263,0.0318643340179973,-0.0149120947430673,-0.0130670762928828,-0.26,0.0565302144249513,0.252401224101368,-0.0365736194001662,-0.0389929742388759,-0.0357142857142857,-0.019047619047619,0.110209887486723,0.176560282755732,0.114671160819161,0.162371654911042
"CDC42",0.0194444444444444,-0.267755991285403,-0.267755991285403,-0.259219405919549,-0.216122835497835,-0.08,-0.0692307692307692,-0.0413888888888889,-0.0333333333333333,0,0.0505671943628148,0.0246126936531734,-0.218442119328412,-0.281941718238905,0.0416666666666667,-0.263703703703704,-0.0392953038522659,-0.263703703703704,-0.255595595595596,-0.12,0.0666666666666667,-0.244704506486685,-0.1,-0.237667469449648,-0.285386963258769,-0.109984639016897,0.1,-0.103811799510724,-0.00193473193473193,-0.2,-0.307077175697865,-0.2,-0.080952380952381,-0.080952380952381,0.26,0.25317738791423,-0.0974632034632035,0.26,-0.0666666666666667,0.133264554163596,0.141739130434783,0.0314463346314135,-0.0214541730670763,-0.0198412698412698,-0.1,0.0491228070175439,0.267755991285403,-0.0357142857142857,-0.019047619047619,0.0142857142857143,0.157142857142857,0.115911449325493,0.181542313895255,0.096,0.174637764710404
"STAT",0.119827586206897,-0.321241728701406,-0.321241728701406,-0.31004769885066,-0.291081441922563,-0.149827383065533,-0.143031266560678,-0.0993437132305828,-0.0614285714285714,-0.0862745098039216,0.187555922515112,0.00600000000000001,-0.273094657086768,-0.330562713558251,0.01,-0.304383116883117,-0.108664395298197,-0.304383116883117,-0.291562604062604,-0.14,0.05,-0.27736702046639,-0.1,-0.267712670049226,-0.313072846830606,-0.147945736434109,0.1,-0.138211223159772,0.0700241312741313,-0.271428571428571,-0.349384732914145,-0.271428571428571,-0.125,-0.131666666666667,0.308928571428571,0.290097402597403,-0.196174964465819,0.308928571428571,-0.1,0.156002530044276,0.163529411764706,0.000989775051124744,-0.00617746682214449,-0.00732689210950081,-0.1,0.076682808716707,0.321241728701406,-0.0563264221158958,-0.0452153110047847,-0.0136363636363636,0.0363636363636364,0.131074054150977,0.144475860898985,0.0242424242424242,0.127183073336919
"ZEB2",-0.145531135531136,-0.109415584415584,-0.109415584415584,-0.10663185850552,-0.089204506604553,-0.0828314417822615,-0.0768205128205128,-0.0706323124165303,-0.0569444444444444,-0.0461538461538462,-0.0427881381511958,-0.0424464245431987,-0.0422601682788693,-0.0279036365350247,-0.0236111111111111,-0.0221212121212121,-0.0219573338144281,-0.0166666666666667,-0.0138888888888889,-0.0135964912280702,-0.0111111111111111,-0.00860719874804382,-0.00833333333333333,-0.0054903156311607,-0.00300739440213119,-0.00106271777003484,0,0.0025736458663288,0.0029951690821256,0.00454545454545455,0.00495682478957365,0.01,0.0107142857142857,0.0135714285714286,0.0166666666666667,0.0184514873505699,0.0195651413732079,0.0221212121212121,0.025,0.0252802048393998,0.0264997170345218,0.0281181041181041,0.037227209410308,0.037227209410308,0.05,0.0672248182762201,0.109415584415584,0.114027348313063,0.12143475572047,0.138441558441558,0.158441558441558,0.200585764762529,0.278777181769643,0.285543143076289,0.327958139350709
"ZEB1",0.240818713450292,-0.0890852455422035,-0.0890852455422035,-0.0876679227075579,-0.0696838760243095,0.00538608005185546,-0.00122549019607842,0.0153670372087496,0.0160483175150992,-0.0208333333333333,0.216209582130257,0.021799159389833,-0.00153014112481255,-0.138618869619505,-0.00526315789473684,-0.132377378718842,-0.0936606773576508,-0.136622153551852,-0.134538820218519,-0.0706666666666667,0,-0.133740947878093,-0.0666666666666667,-0.134425879384943,-0.166324535619557,-0.0753565062388592,0,-0.0735771468082542,0.0885320739866194,-0.157142857142857,-0.178299909186849,-0.161538461538462,-0.0916666666666667,-0.0871212121212121,0.144465290806754,0.130659165660423,-0.190558022068587,0.14006968641115,-0.0916666666666667,0.0578757882007429,0.060078431372549,-0.0323328536867065,-0.0211172415618095,-0.0211172415618095,-0.2,-0.0217626032293849,0.0890852455422035,-0.238698403639354,-0.245785017812583,-0.254414459436948,-0.26455938697318,0.255781624378502,0.176642563987239,0.263577059926969,0.0569296395758165
"miR200",0.0686621534493875,-0.141492537313433,-0.141492537313433,-0.138250642051587,-0.0858579327734373,-0.0497737329882274,-0.0480788177339901,-0.0260022536561976,-0.0338345864661654,-0.0446305418719212,0.157158730157868,-0.00675141242937853,-0.0103807012460859,-0.123093347167811,-0.0252631578947368,-0.117408450704225,-0.0411394161394161,-0.117060624617269,-0.112566242594797,-0.0242857142857143,-0.02,-0.110185290213845,-0.0142857142857143,-0.107458017486572,-0.154932823091539,-0.0228691983122363,0,-0.0228691983122363,0.0306000207326152,-0.12,-0.163015164318657,-0.12,-0.02,-0.0266666666666667,0.115652173913043,0.113012846308621,-0.122774893817839,0.116,-0.02,0.0281508967223253,0.0288311688311688,-0.00981235566601421,0.00615605757503835,0.00458865945591609,-0.1,0.0357213789189956,0.141492537313433,-0.0651102113763735,-0.0627846299810247,-0.0595588235294118,-0.0458333333333333,0.319462365591398,0.231282447011788,0.324206349206349,0.28959229390681
