"","SOSGRB2","PI3K","DELTA","RAS","GSK3","NOTCH","NOTCHic","Jagged","IKK","Csl","SNAI2","HEY1","Ecadherin","cateninmemb","NFB","Wnt","SNAI1","cMet","CD44","cfos","Csn","TCFLEF","EGR1","cateninnuc","Destcompl","Patched","TrCP","SHH","RKIP","DSH","AXIN2","STAT","FUS","SMO","SRC","GLI","TWIST1","Frizzled","SUFU","MEK","ERK","FOXC2","SMAD","ILK","LIV1","AKT","RAF","TGF","TGFR","CDC42","PAK1","ZEB2","miR200","KLF4","ZEB1"
"SHH",0.1,0.25,0.25,0.257692307692308,0.256410256410256,0.2,0.2,0.0942857142857143,0.1,0.1,-0.241455938697318,0,0.0255555555555556,0.134336917562724,0,0,0.05,0.1,0.1,-0.1,0,0.106666666666667,0,0.106666666666667,0.237662337662338,0.133333333333333,0,0.0133333333333333,-0.06,0,0.247619047619048,0.1,0,0.1,-0.1,0,0.075,0,0,-0.06,0,0,-0.0166666666666667,0,0,-0.1,-0.25,-0.0266666666666667,-0.0666666666666667,-0.166666666666667,-0.2,-0.075,-0.0833333333333333,-0.05,-0.125
"SMO",-0.00350877192982456,0.270192307692308,0.270192307692308,0.26554114490161,0.261264625342295,0.237272727272727,0.227272727272727,0.112539682539683,0.142857142857143,0.2,-0.24983689107827,0.0468864468864469,0.0117483689400001,0.110739290809757,0.1,0.0125,0.0556067588325653,0.106666666666667,0.106666666666667,0.06,0.1,0.0940453074433657,0,0.0857746307516364,0.239280874164595,0.00083333333333333,0,-0.00472222222222222,-0.0401587301587302,0,0.260158232572026,0.1,0.133333333333333,0.0133333333333333,-0.1,-0.0125,0.0816448801742919,0,0.1,-0.0833100233100233,-0.0984615384615385,0.01,-0.0350793650793651,-0.0366666666666667,0.1,-0.154857142857143,-0.270192307692308,-0.0129279279279279,-0.0183333333333333,-0.0266666666666667,-0.0666666666666667,-0.0683615819209039,-0.0770042194092827,-0.075,-0.114971751412429
"SUFU",-0.0181940866151392,0.258990926560999,0.258990926560999,0.252345356940746,0.255529140306486,0.239220779220779,0.246363636363636,0.10006794284933,0.170241758241758,0.237272727272727,-0.242763732181317,0.0502564486325618,0.00811477555371564,0.10010291724229,0.154857142857143,-0.000961538461538461,0.0541780037298685,0.0940453074433657,0.0857746307516364,0.0833100233100233,0.142857142857143,0.0819702829255494,0.0984615384615385,0.0805892087567515,0.232016994491956,-0.00371212121212121,0.1,-0.0110480285480286,-0.0415557425719429,0.0125,0.245597597198846,0.106666666666667,0.00083333333333333,-0.00472222222222222,-0.106666666666667,0.00951172433514441,0.073205305499493,-0.0125,0.0133333333333333,-0.0711799181498375,-0.0775628968732417,0.00578163771712159,-0.0371504371198925,-0.038305171530978,0.1,-0.166886053543772,-0.258990926560999,-0.0145478028702251,-0.0108002683534598,-0.0129279279279279,-0.0183333333333333,-0.0674872746982372,-0.0730401427042144,-0.0748429370766663,-0.108744905735064
"Patched",0.0333333333333333,0.257692307692308,0.257692307692308,0.270192307692308,0.256410256410256,0.227272727272727,0.2,0.105396825396825,0.1,0.2,-0.250789272030651,0.0230769230769231,0.0187594390507012,0.120448028673835,0.1,0,0.0532258064516129,0.1,0.106666666666667,0,0,0.106666666666667,-0.1,0.0940453074433657,0.243156843156843,0.0133333333333333,0,0.00083333333333333,-0.0457142857142857,0,0.256709956709957,0.1,0.1,0.133333333333333,-0.1,-0.0125,0.0787037037037037,0,0,-0.0984615384615385,-0.06,0.01,-0.0366666666666667,-0.0166666666666667,0.1,-0.142857142857143,-0.257692307692308,-0.0183333333333333,-0.0266666666666667,-0.0666666666666667,-0.166666666666667,-0.0666666666666667,-0.0833333333333333,-0.0833333333333333,-0.116666666666667
"FUS",-0.0188933873144399,0.26554114490161,0.26554114490161,0.258990926560999,0.257585695576409,0.246363636363636,0.237272727272727,0.104105947599924,0.154857142857143,0.227272727272727,-0.246784826446313,0.045437171524128,0.00955658811808227,0.10310428149877,0.142857142857143,0.0125,0.0584369475118106,0.106666666666667,0.0940453074433657,0.0984615384615385,0.1,0.0857746307516364,0.06,0.0819702829255494,0.235047297522259,-0.00472222222222222,0.1,-0.00371212121212121,-0.0370659466535755,0,0.25332593443538,0.1,0.0133333333333333,0.00083333333333333,-0.106666666666667,0.000961538461538461,0.075885717870627,-0.0125,0.133333333333333,-0.0775628968732417,-0.0833100233100233,0.01,-0.038305171530978,-0.0350793650793651,0.1,-0.170241758241758,-0.26554114490161,-0.0108002683534598,-0.0129279279279279,-0.0183333333333333,-0.0266666666666667,-0.0665210911233579,-0.0760141203993817,-0.0766393442622951,-0.110677272884822
"RAS",-0.0640692640692641,0.186666666666667,0.186666666666667,0.0924358974358974,0.149483204134367,0.111271102284012,0.113157894736842,0.0682751823378671,0.166666666666667,0.15,-0.185747668690704,0.158498023715415,-0.131120319889045,-0.153647429645571,0.2,-0.179411764705882,0.0991150442477876,-0.179411764705882,-0.190050062578223,0.09,0.1,-0.191588524116684,0.04,-0.194138099187506,0.0815107582549443,-0.178666666666667,0.2,-0.183751412429379,-0.0224591194968553,-0.1,-0.215204216073781,-0.1,-0.2,-0.166666666666667,0.15,0.187745098039216,0.0155155482815057,0.15,-0.1,-0.1009391124871,-0.0636842105263158,-0.0949206349206349,-0.176994434137291,-0.154545454545455,0,-0.177777777777778,-0.186666666666667,0.08879440885265,0.0917647058823529,0.08,0.1,-0.0613217967599411,0.107476923076923,-0.0767857142857143,0.12249263622975
"cMet",-0.11047619047619,-0.136190476190476,-0.136190476190476,-0.17203953279425,-0.028821044546851,-0.146440569508879,-0.106015037593985,-0.126369717239282,-0.0733333333333333,-0.142857142857143,0.321136446683892,-0.0825249398004816,-0.190059535796756,-0.238607797896054,-0.133333333333333,-0.183333333333333,0.0958947188206778,-0.183333333333333,-0.208914728682171,0.02,-0.1,-0.211991651759094,0.1,-0.207471877747794,-0.0210729992242597,0.0490909090909091,-0.2,0.0272159090909091,-0.184444444444444,-0.1,-0.23015873015873,0,0.1,0.04,0.05,0.210606060606061,0.0681771412108491,0.15,0.1,0.0436363636363636,-0.02,-0.095590717299578,0.0682993197278912,0.0482993197278912,0.1,0.117083333333333,0.136190476190476,0.13613475177305,0.161666666666667,0.195,0.22,-0.0601731601731602,0.174810468818621,-0.157142857142857,0.204761904761905
"DSH",0.100443458980044,-0.097826707068315,-0.097826707068315,-0.102028387740584,-0.299295931553312,-0.0390844449667979,-0.0453781512605042,0.0898005706863436,-0.14875,-0.0904761904761905,-0.17882865240002,-0.0887035920406581,0.236837262088891,0.290643783076705,-0.1925,0.336654135338346,-0.139244306418219,0.336654135338346,0.339965393616492,-0.0792156862745098,-0.18,0.336632060283158,-0.0733333333333333,0.332624936507557,-0.18832383076103,0.185546711353163,-0.2,0.182479226690586,0.126088911088911,0.275,0.385130908734088,0.275,0.145454545454545,0.15974025974026,-0.322368421052632,-0.338614919652071,0.0318567852672984,-0.322368421052632,0.1,0.060056677641817,0.0532897603485839,0.118332781050039,0.0836941234142007,0.0810526139802384,0.2,0.147600574712644,0.097826707068315,-0.176231884057971,-0.190517598343685,-0.216231884057971,-0.246666666666667,-0.0585965228997284,-0.213951250307958,-0.0480487340567295,-0.264250594220845
"CD44",-0.157142857142857,-0.104761904761905,-0.104761904761905,-0.136190476190476,-0.0255952380952381,-0.106015037593985,-0.142857142857143,-0.124195804195804,-0.133333333333333,-0.1,0.306537906537907,-0.104093567251462,-0.195911953099555,-0.241098901098901,-0.1,-0.15,0.121318447634237,-0.05,-0.183333333333333,0.1,-0.2,-0.208914728682171,0,-0.211991651759094,-0.00891083706209757,0.04,-0.1,0.0490909090909091,-0.177037037037037,0,-0.2,0.1,0.1,0.1,0,0.183333333333333,0.0827838827838828,0.1,0.1,-0.02,-0.02,-0.0816666666666667,0.0482993197278912,0.0666666666666667,0.1,0.0733333333333333,0.104761904761905,0.161666666666667,0.195,0.22,0.2,-0.0571428571428571,0.170122968818621,-0.19047619047619,0.215873015873016
"Destcompl",0.052620202168951,0.0795231142614153,0.0795231142614153,0.0842326903995629,0.274063971725805,-0.0617652264968637,-0.0615648256952605,-0.231285194464796,0.129573051312182,-0.0517822169996083,0.339744712099793,0.122542585619509,-0.038149617702276,-0.27959526088346,0.13768115942029,-0.318080770895093,0.157816960559085,-0.318583209198625,-0.316344403228476,0.11025641025641,0.133333333333333,-0.313878649803819,0.11025641025641,-0.312195834913456,0.173396567101337,-0.263024749653301,0.133333333333333,-0.262057631664906,-0.143188863326349,-0.304761904761905,-0.3719418768708,-0.304761904761905,-0.250574712643678,-0.256288998357964,0.317090671885192,0.315297839540734,-0.0778578410229514,0.317090671885192,-0.233333333333333,-0.112836475276816,-0.108617065994115,-0.146012619209129,-0.127167919799499,-0.126349206349206,-0.283333333333333,-0.130244192251779,-0.0795231142614153,0.0159883699396274,0.0182543797918441,0.0256228008444757,0.0373469387755102,-0.0499341438703141,0.158499369996555,-0.0429838343815385,0.205636388999016
"Wnt",0.172727272727273,-0.12781954887218,-0.12781954887218,-0.109637730690362,-0.304310344827586,-0.0904761904761905,-0.107142857142857,0.0818137254901961,-0.18,-0.15,-0.156637931034483,-0.0835897435897436,0.253463714360646,0.299364406779661,-0.2,0.275,-0.15916149068323,0.275,0.322368421052632,-0.133333333333333,-0.1,0.336654135338346,-0.1,0.339965393616492,-0.187848503245692,0.145454545454545,-0.1,0.15974025974026,0.14,0.2,0.341818181818182,0.1,0.1,0.1,-0.2,-0.322368421052632,0.0126470588235294,-0.3,0,0.0792156862745098,0.0733333333333333,0.113198380566802,0.0932021466905188,0.0769230769230769,0,0.1925,0.12781954887218,-0.216231884057971,-0.246666666666667,-0.266666666666667,-0.3,-0.0473935915829746,-0.216161616161616,-0.0156862745098039,-0.279866092778575
"cateninnuc",-0.246250593931665,0.153082368082368,0.153082368082368,0.150893815893816,0.184891417911995,0.180942614955228,0.191851705864319,0.0240785464546334,0.212242424242424,0.206967984934087,-0.219023092551488,0.0626813828992659,-0.193168826479613,-0.0480317214705296,0.224242424242424,-0.0151004941058544,0.179376239270601,-0.0139969933448194,-0.0159811203289464,0.1108005521049,0.233333333333333,-0.0148608813446298,0.128260869565217,-0.112126829977604,0.173183462437174,0.0271167226691104,0.233333333333333,0.0242844786603958,-0.171461038547887,0.0163170163170163,0.153774521982652,0.0163170163170163,0.0466666666666667,0.0351912568306011,0.00312742812742812,0.0170767786908347,0.0986216854934748,0.00423092888846313,0.0666666666666667,-0.0978113522442565,-0.101939792611229,0.00533100233100233,-0.0393456155789034,-0.0424834054834055,0.0393939393939394,-0.201304924242424,-0.153082368082368,0.195942413456643,0.205331059744853,0.218549450549451,0.230857142857143,-0.0338504604063052,0.159837772773871,-0.0693790491833196,0.216474016170811
"AKT",0.135641025641026,-0.12943367135148,-0.12943367135148,-0.127746924363528,-0.309896778848392,-0.0554635961992374,-0.066439205955335,0.0936092715231788,-0.277677224736048,-0.101923076923077,-0.110416240695775,-0.104758617358652,0.259365043790934,0.310380293179003,-0.305882352941176,0.345603864734299,-0.196214388628576,0.345603864734299,0.355208384508311,-0.110644257703081,-0.3,0.355826941209342,-0.104761904761905,0.353057710440111,-0.196980552469596,0.186324786324786,-0.3,0.188430049482681,0.173919367077935,0.277777777777778,0.395744885679904,0.277777777777778,0.133333333333333,0.164102564102564,-0.325603864734299,-0.353983753002456,-0.00576495622301792,-0.325603864734299,0.1,0.0847882709838449,0.086054093768655,0.140469099578214,0.0952164009037959,0.0955531012404962,0.2,0.172626719685543,0.12943367135148,-0.222672064566745,-0.239288378766141,-0.266117647058824,-0.294117647058824,-0.0268536247224069,-0.239238431909599,-0.0190958164642375,-0.296455565878568
"TWIST1",0.0993369711905181,-0.208771883351263,-0.208771883351263,-0.206717088830716,-0.212817612688394,-0.231871203569317,-0.226210826210826,-0.180788007910652,-0.282600732600733,-0.218518518518519,-0.0972061554640085,-0.117265785062395,-0.209238733714975,-0.222178788549132,-0.273076923076923,-0.187560568086884,-0.0306553384375705,-0.186507936507936,-0.1812870529738,-0.155072463768116,-0.25,-0.174089503203509,-0.133333333333333,-0.168741602110927,-0.210483331889927,-0.0665570776255708,-0.2,-0.0640940234383787,-0.0181369616152225,-0.180952380952381,-0.232287443739057,-0.180952380952381,-0.0666666666666667,-0.0706666666666667,0.186507936507936,0.181960568086884,-0.181080690857579,0.186507936507936,-0.0333333333333333,0.163818208727529,0.160335621662853,0.0182497734823316,0.0984570078629485,0.0948266448266449,-0.166666666666667,0.292770224126156,0.208771883351263,-0.0328240806858944,-0.0275849007314525,-0.0138349007314525,0.0103030303030303,-0.0172602426988392,0.0387164168675541,-0.00728580362726704,0.0217067945138121
"ILK",0.162307692307692,-0.144502164502165,-0.144502164502165,-0.12943367135148,-0.315945165945166,-0.066439205955335,-0.101923076923077,0.085,-0.305882352941176,-0.125,-0.101471517077684,-0.113029294050382,0.268758983184873,0.312520965961878,-0.3,0.325603864734299,-0.200475040257649,0.325603864734299,0.345603864734299,-0.104761904761905,-0.3,0.355208384508311,-0.133333333333333,0.355826941209342,-0.197063265455534,0.164102564102564,-0.2,0.186324786324786,0.189447317388494,0.2,0.377333333333333,0.2,0.1,0.133333333333333,-0.277777777777778,-0.345603864734299,-0.0183031825227121,-0.277777777777778,0.1,0.086054093768655,0.110644257703081,0.142724738675958,0.0955531012404962,0.102753101240496,0.1,0.277677224736048,0.144502164502165,-0.239288378766141,-0.266117647058824,-0.294117647058824,-0.3,-0.0158947206128179,-0.246190303567353,-0.0114035087719298,-0.301935017933363
"MEK",-0.104,0.0888888888888889,0.0888888888888889,0.0803174603174603,0.167206761887613,-0.00409910446406797,0.038966588966589,-0.094860134206484,0.0840909090909091,0.0505050505050505,0.300787678328396,-0.0239756449512547,-0.0343825053533287,-0.0339744704737531,0.075,-0.114102564102564,0.206492117483842,-0.111470985155196,-0.117764691448902,-0.0393103448275862,0.1,-0.113438991703355,0.04,-0.107862783524916,0.188409679910044,-0.0019672131147541,0,-0.0183070823957999,-0.206261978475601,-0.0333333333333333,-0.11613417214683,-0.0333333333333333,0,-0.02,0.0807017543859649,0.12039627039627,0.133691831044772,0.0833333333333333,0,-0.0546612863780876,0.0286720469552458,-0.0449351207971898,0.035744239672725,0.0265191474218025,0,-0.0335026737967914,-0.0888888888888889,0.193047599556911,0.203266577659101,0.224761904761905,0.253333333333333,-0.00117401106784178,0.180398597232687,0.0103778096604495,0.204316549383981
"SOSGRB2",0.0438888888888889,0.0979284369114878,0.0979284369114878,0.0979284369114878,-0.0267371525155536,0.147542598246824,0.148951048951049,0.165951106065356,0.136842105263158,0.118181818181818,-0.297429419479314,0.133522727272727,-0.0112710850843555,-0.0106445146445147,0.1,0.0476190476190476,-0.0732786069651741,0.0447204968944099,0.0606625258799172,0.0380952380952381,0.2,0.0627677890378119,0.0714285714285714,0.0591349018485194,-0.0906613893191074,-0.0923423423423424,0.1,-0.108621412109784,0.117288011695906,0,0.0549229922992299,0,-0.1,-0.116666666666667,-0.0142857142857143,-0.0635610766045549,-0.0217101449275362,-0.0142857142857143,-0.2,-0.0959166959166959,-0.111068211068211,0.0523443223443223,-0.121124896608768,-0.128817204301075,0,-0.120175438596491,-0.0979284369114878,-0.0959060088847323,-0.115054945054945,-0.134285714285714,-0.164285714285714,0.00745614035087718,-0.125681147354878,0.0274561403508772,-0.147957393483709
"TGF",-0.157894736842105,-0.291071428571429,-0.291071428571429,-0.305357142857143,-0.256611685770198,-0.261149425287356,-0.226666666666667,-0.164040255277369,-0.18452380952381,-0.166666666666667,0.156184489907407,-0.100322372662798,-0.248178935261255,-0.29941958724848,-0.141666666666667,-0.25,0.089723458359822,-0.25,-0.259433962264151,-0.114285714285714,-0.166666666666667,-0.254170804369414,-0.1,-0.244601426378983,-0.209740448418219,0.0225287356321839,-0.2,0.0131537356321839,-0.111255411255411,-0.1,-0.292680776014109,-0.1,0.0466666666666667,0.0466666666666667,0.2,0.259433962264151,0.0396296296296296,0.2,0.0666666666666667,0.198262322472849,0.182706766917293,-0.00597826086956522,0.0741446725317693,0.0757575757575758,0,0.210839598997494,0.291071428571429,0.156984126984127,0.292698412698413,0.335555555555555,0.38,0.00751542888842659,0.190394327894328,-0.00884820747520977,0.222817650186071
"ERK",-0.087495145631068,0.0803174603174603,0.0803174603174603,0.0883482633977683,0.162937915384434,-0.00770021249730896,-0.00409910446406797,-0.0960649534835924,0.0335026737967914,0.038966588966589,0.300877849653915,-0.0345558497294117,-0.028374953001801,-0.0302026213477181,0.0840909090909091,-0.12039627039627,0.207186561928286,-0.117764691448902,-0.113438991703355,-0.0286720469552458,0.075,-0.107862783524916,-0.0393103448275862,-0.10494611685825,0.191829446914929,-0.0183070823957999,0.1,-0.0144423480962829,-0.193727159534097,-0.0833333333333333,-0.119223603041139,-0.0807017543859649,-0.02,-0.0019672131147541,0.111470985155196,0.114631859368701,0.129947032154342,0.114102564102564,0,-0.0727671359602603,-0.0546612863780876,-0.0365590524211214,0.0281454554781961,0.035744239672725,-0.0333333333333333,-0.0316678114114703,-0.0803174603174603,0.187553094062406,0.193047599556911,0.203266577659101,0.224761904761905,0.0103220519242842,0.170839773703276,-0.000474903517845041,0.203214187179257
"RKIP",-0.152888888888889,0.1,0.1,0.0888888888888889,0.166469661150512,0.038966588966589,0.0505050505050505,-0.094860134206484,0.075,0.0777777777777778,0.291541936235939,-0.0385210994967093,-0.0363861483405782,-0.0412915436444848,0.1,-0.0833333333333333,0.219312630304355,-0.0807017543859649,-0.111470985155196,0.04,0,-0.117764691448902,0.04,-0.113438991703355,0.189246499993726,-0.02,0,-0.0019672131147541,-0.183893557422969,0,-0.0999179559306142,0,0,0,0.0333333333333333,0.114102564102564,0.130395127748069,0.0333333333333333,0.1,0.0286720469552458,0.0393103448275862,-0.0296198054818745,0.0265191474218025,0.0354300385109114,0,-0.0840909090909091,-0.1,0.203266577659101,0.224761904761905,0.253333333333333,0.3,0.0107307508369201,0.170181878966434,-0.00726924916307988,0.207491152558584
