"","cateninmemb","cateninnuc","TCFLEF","SRC","GLI","Ecadherin","STAT","Jagged","MEK","LIV1","Csl","NOTCH","NOTCHic","cfos","RKIP","SNAI1","SOSGRB2","TGF","TGFR","GSK3","FOXC2","ZEB2","ZEB1","miR200","PAK1","TWIST1","CDC42","SHH","SNAI2","Patched","SMO","FUS","RAS","RAF","PI3K","DELTA","SUFU","SMAD","ILK","Csn","KLF4","HEY1","TrCP","NFB","EGR1","AKT","IKK","Destcompl","ERK","DSH","Frizzled","Wnt","cMet","CD44","AXIN2"
"Csl",-0.0906128586964312,-0.0887892012379163,-0.0912477489794829,-0.103216783216783,-0.0938081810662456,-0.0167595087899081,-0.112307692307692,-0.00759833533219295,-0.228571428571429,-0.12,0.00258064516129032,0.00612131501774965,0.00521222410865874,-0.222857142857143,-0.143727170070995,-0.0994062861454166,-0.0445049986385031,-0.0462013905486857,-0.0491492363536744,-0.0898249628010802,-0.0310257050539904,-0.45207382496597,0.45207382496597,-0.468871290911413,0.0613333333333333,0.0569415041641972,0.0548817204301075,-0.0658124411739539,-0.0123009766159864,-0.0649503722084367,-0.066025641025641,-0.066025641025641,0.0667979164543015,0.0715773282190074,0.0715773282190074,0.0715773282190074,-0.0583333333333333,-0.0486867648738152,-0.046464542651593,-0.0222222222222222,-0.441625258799172,-0.143794784357444,-0.0333333333333333,0.0111111111111111,0.18,-0.00129198966408269,0.0041343669250646,0.0804304347427415,0.228571428571429,0.112307692307692,0.103216783216783,0.0978404391307617,0.0977222777222777,0.0932324818039104,0.14243350378906
"NOTCHic",-0.0938238678707431,-0.0912477489794829,-0.0932324818039104,-0.112307692307692,-0.0978404391307617,-0.0196664855340941,-0.12,-0.0122858353321929,-0.228571428571429,-0.1,0.08,0.00521222410865874,0.00258064516129032,-0.18,-0.140501363619382,-0.104149369149369,-0.0599521531100478,-0.0491492363536744,-0.0548817204301075,-0.0882049333459992,-0.0333245556287031,-0.447101449275362,0.447101449275362,-0.463424667817731,0.0333333333333333,0.0553613687240166,0.0613333333333333,-0.0649503722084367,-0.0125246902625189,-0.066025641025641,-0.066025641025641,-0.0583333333333333,0.0715773282190074,0.07699604743083,0.07699604743083,0.07699604743083,-0.0333333333333333,-0.046464542651593,-0.0414285714285714,-0.0333333333333333,-0.431625258799172,-0.139219620958751,0,-0.0222222222222222,0.18,0.0041343669250646,0.0111111111111111,0.0806132500992314,0.222857142857143,0.12,0.112307692307692,0.103216783216783,0.103216783216783,0.0977222777222777,0.146803683737646
"NOTCH",-0.0976778232459967,-0.0932324818039104,-0.0977222777222777,-0.12,-0.103216783216783,-0.0241075268817204,-0.1,-0.0169215969215969,-0.222857142857143,0,0.08,0.00258064516129032,0.08,-0.18,-0.141909814323607,-0.106794871794872,-0.0463157894736842,-0.0548817204301075,-0.0613333333333333,-0.0923371647509579,-0.0381632653061224,-0.435990338164251,0.435990338164251,-0.45012987012987,0,0.0534745762711864,0.0333333333333333,-0.066025641025641,-0.0111218846512964,-0.066025641025641,-0.0583333333333333,-0.0333333333333333,0.07699604743083,0.0842424242424242,0.0842424242424242,0.0842424242424242,0,-0.0414285714285714,-0.0380952380952381,0,-0.413768115942029,-0.13768115942029,0,-0.0333333333333333,0.2,0.0111111111111111,-0.0222222222222222,0.0816132500992314,0.18,0.1,0.12,0.112307692307692,0.112307692307692,0.103216783216783,0.150970350404313
"EGR1",-0.0224621023348794,-0.0352275286553197,-0.0386758045173887,-0.0614814814814815,-0.0436380925212761,0.0269616668346381,-0.08,0.0353825835037491,-0.183406534021125,-0.1,0.0230769230769231,0.0287912087912088,0.0276923076923077,-0.190434782608696,-0.121158546793906,-0.0766872974763975,-0.00122387238723872,-0.00324341360985527,-0.00816144639674051,-0.0766071428571429,0.00168971878069983,-0.435183755773823,0.435183755773823,-0.452313132605757,0.0285714285714286,0.0901286467156033,0.0187675070028011,-0.0352204016612619,-0.0299392787446007,-0.0382204016612619,-0.0443932411674347,-0.0476190476190476,0.0075611205309914,0.0139247568946278,0.0139247568946278,0.0139247568946278,-0.0476190476190476,-0.0403533026113671,-0.0397081413210445,-0.0333333333333333,-0.429700234192037,-0.039151747655584,-0.0333333333333333,-0.00833333333333333,0.16,-0.0244152046783626,-0.018859649122807,0.0589807159669575,0.188739867354458,0.08,0.0614814814814815,0.0509551656920078,0.0506706706706707,0.0427498785914628,0.0775446912662267
"Jagged",-0.103436985549662,-0.0977222777222777,-0.103216783216783,-0.1,-0.112307692307692,-0.0273333333333333,0,-0.0243290043290043,-0.18,0,0.1,0.08,0.08,-0.2,-0.138461538461538,-0.108333333333333,-0.02,-0.0613333333333333,-0.0333333333333333,-0.0923371647509579,-0.0442857142857143,-0.413768115942029,0.413768115942029,-0.427272727272727,0,0.045,0,-0.066025641025641,-0.00635997988939165,-0.0583333333333333,-0.0333333333333333,0,0.0842424242424242,0.0933333333333333,0.0933333333333333,0.0933333333333333,0,-0.0380952380952381,-0.0333333333333333,0,-0.383333333333333,-0.133333333333333,0,0,0.1,-0.0222222222222222,-0.0333333333333333,0.0844169884169884,0.18,0,0.1,0.12,0.12,0.112307692307692,0.152857142857143
"DELTA",-0.103436985549662,-0.0977222777222777,-0.103216783216783,-0.1,-0.112307692307692,-0.0273333333333333,0,-0.0243290043290043,-0.18,0,0.1,0.08,0.08,-0.2,-0.138461538461538,-0.108333333333333,-0.02,-0.0613333333333333,-0.0333333333333333,-0.0923371647509579,-0.0442857142857143,-0.413768115942029,0.413768115942029,-0.427272727272727,0,0.045,0,-0.066025641025641,-0.00635997988939165,-0.0583333333333333,-0.0333333333333333,0,0.0842424242424242,0.0933333333333333,0.0933333333333333,0.0933333333333333,0,-0.0380952380952381,-0.0333333333333333,0,-0.383333333333333,-0.133333333333333,0,0,0.1,-0.0222222222222222,-0.0333333333333333,0.0844169884169884,0.18,0,0.1,0.12,0.12,0.112307692307692,0.152857142857143
"ZEB1",0.398581512429647,0.339110750062352,0.335686092528105,0.298624140087555,0.333042213423154,0.292735309848673,0.271794871794872,0.0370804731982397,0.0292642308024531,0.233333333333333,-0.0604166666666667,-0.0525735294117647,-0.0525735294117647,0.00266666666666666,-0.00553677141684879,0.0149794158300427,0.110175438596491,0.159924862568383,0.152444547607753,0.136987003994088,0.120674625991027,-0.3510590034653,0.3510590034653,-0.370663252500852,-0.1227969348659,0.261367981604989,-0.138738963851408,0.190733454494706,-0.188946029723347,0.179701426024955,0.164015151515152,0.145833333333333,-0.266854179030971,-0.259452604227821,-0.259452604227821,-0.259452604227821,0.133333333333333,0.112729998768482,0.107922306460789,0.0266666666666667,-0.362741767301517,0.117458362017948,0.0666666666666667,0.0108771929824561,0.0333333333333333,0.00680225153046551,0.0125165372447512,-0.15249210392879,-0.0156078431372549,-0.276190476190476,-0.303019744483159,-0.320327436790851,-0.316271198911084,-0.328771198911084,-0.364657620496518
"TGF",0.0691584826568348,0.0577945292046583,0.0501390268123138,0,0.051266846361186,0.0883125968264401,0,-0.0877454590083456,-0.0834753550543024,0,-0.0533333333333333,-0.0360919540229885,-0.0533333333333333,-0.104761904761905,-0.0922077922077922,-0.130368722186904,0.025,0.0434126984126984,0.132698412698413,0.150566893424036,0.0394099378881988,-0.349110325220165,0.349110325220165,-0.364210071537658,-0.12,0.202407407407407,-0.142222222222222,0.106364942528736,-0.0913744662417229,0.100114942528736,0.0966666666666667,0.113333333333333,-0.030952380952381,-0.0220238095238095,-0.0220238095238095,-0.0220238095238095,0.133333333333333,0.0997849462365591,0.0933333333333333,0.233333333333333,-0.347292143401983,0.108188265635074,0.2,0.183333333333333,0.133333333333333,0.170551378446115,0.154761904761905,0.0169084997615257,0.0679197994987469,0,-0.0142857142857143,-0.0342857142857143,-0.02,-0.0369811320754717,-0.0303350970017637
"TGFR",0.0763178360055645,0.0610717656971295,0.0577945292046583,0.02,0.0648152334579602,0.0908679630956053,0,-0.0833976329213891,-0.0766260399858093,0,-0.0533333333333333,-0.0324948317208302,-0.0360919540229885,-0.0679197994987469,-0.0822077922077922,-0.130073736936167,0.016358024691358,0.0519233367105708,0.0434126984126984,0.15912435063675,0.0459601562288101,-0.348732966729599,0.348732966729599,-0.363330306141763,-0.142222222222222,0.205610254382496,-0.132698412698413,0.115969462302747,-0.0934577995750562,0.106364942528736,0.100114942528736,0.0966666666666667,-0.0368003341687552,-0.030952380952381,-0.030952380952381,-0.030952380952381,0.113333333333333,0.100852561894922,0.0997849462365591,0.183333333333333,-0.349077857687698,0.115650952202238,0.233333333333333,0.154761904761905,0.104761904761905,0.165900215655418,0.170551378446115,0.014489144922816,0.0834753550543024,-0.0142857142857143,-0.0342857142857143,-0.051266846361186,-0.0369811320754717,-0.0501390268123138,-0.044498187130519
"SMAD",0.119917119389175,0.0935236505410791,0.0909907224762361,0.0652380952380952,0.0999466360977152,0.143073198538071,0.0485714285714286,-0.0348766931992738,-0.100953294642342,0.02,-0.08,-0.0795621237000547,-0.0811494252873563,-0.123963133640553,-0.036417149418723,0.00235185513411319,0.0513161786453712,0.0799548991068537,0.0755724289873318,0.0917590513079235,0.0669370530729959,-0.324957900935724,0.324957900935724,-0.342829246583521,-0.05,0.11840760395938,-0.0683098591549296,0.105578112388163,-0.102245721141906,0.0992584097859327,0.0891666666666667,0.0791666666666667,-0.154012225631566,-0.147104330894724,-0.147104330894724,-0.147104330894724,0.0666666666666667,-0.022284884065706,0.0753341635533416,0.0388888888888889,-0.327643538895814,0.108005091577682,0.05,0.0531746031746032,0.114285714285714,0.0394491129785247,0.0394491129785247,-0.0163745733243245,0.107684063873111,-0.0619047619047619,-0.0785714285714286,-0.092032967032967,-0.0789635854341737,-0.08732722179781,-0.0841766619836261
"DSH",-0.0478703592794447,-0.0765803563327359,-0.0788065362080698,-0.0947368421052632,-0.0807545825347683,-0.0201952642261684,-0.1,0.00396551009410107,-0.0986623421298344,-0.1,0.0928571428571429,0.106431803490627,0.0987394957983193,-0.0807843137254902,-0.0604329004329004,-0.0338302277432712,-0.0339246119733925,0.0484825531485129,0.0376811594202899,-0.107926985674005,0.05447565082816,-0.305289487364444,0.305289487364444,-0.310963368440503,-0.04,0.0361356457476608,-0.0443478260869565,-0.0544873261180405,0.00551570151252655,-0.0575548107806172,-0.0543290043290043,-0.0590909090909091,0.0918230510378435,0.0926633871722972,0.0926633871722972,0.0926633871722972,-0.05,-0.0435313849057375,-0.0446634603774356,0.0866666666666667,-0.301696989475402,-0.0512774571453183,0.0666666666666667,0.0741666666666667,0.0866666666666667,0.0855172413793104,0.0866666666666667,0.00526756559682672,0.0918954248366013,0.1,0.0947368421052632,0.0840225563909775,0.0840225563909775,0.0807112981128318,0.130806148027225
"Frizzled",-0.050108286252354,-0.0788065362080698,-0.0807112981128318,-0.1,-0.0840225563909775,-0.0234437277906987,-0.1,0.00163992869875223,-0.0918954248366013,-0.1,0.0928571428571429,0.0987394957983193,0.0928571428571429,-0.0866666666666667,-0.0695238095238095,-0.0364389233954451,-0.0363636363636364,0.0376811594202899,0.0443478260869565,-0.107230929989551,0.0436531400056492,-0.304502085789641,0.304502085789641,-0.306695075757576,-0.0333333333333333,0.0382633053221289,-0.04,-0.0575548107806172,0.00796040465571631,-0.0543290043290043,-0.0590909090909091,-0.05,0.0926633871722972,0.106049213943951,0.106049213943951,0.106049213943951,0,-0.0446634603774356,-0.0437288809381833,0.0666666666666667,-0.289075630252101,-0.0477686852154937,0.1,0.0866666666666667,0.0666666666666667,0.0866666666666667,0.0741666666666667,0.00717596254339161,0.0807843137254902,0.2,0.1,0.0947368421052632,0.0947368421052632,0.0840225563909775,0.135447498238196
"Wnt",-0.0523305084745763,-0.0807112981128318,-0.0840225563909775,-0.1,-0.0947368421052632,-0.0260078303548013,-0.1,-0.00745098039215686,-0.0807843137254902,0,0.05,0.0928571428571429,0.0928571428571429,-0.0666666666666667,-0.0516666666666667,-0.0459627329192547,-0.0454545454545455,0.0443478260869565,0.04,-0.107836990595611,0.0529554655870445,-0.291630798660928,0.291630798660928,-0.295757575757576,-0.1,0.0258823529411765,-0.0333333333333333,-0.0543290043290043,0.00827586206896552,-0.0590909090909091,-0.05,0,0.106049213943951,0.101503759398496,0.101503759398496,0.101503759398496,0,-0.0437288809381833,-0.0367521367521367,0.1,-0.284313725490196,-0.0456410256410256,0.1,0.0666666666666667,0.1,0.0741666666666667,0.0866666666666667,0.00531919861766217,0.0866666666666667,0.2,0.2,0.1,0.1,0.0947368421052632,0.142424242424242
"cMet",-0.17219245760171,-0.167962261099825,-0.170787119856887,-0.25,-0.174545454545455,-0.118820291205089,-0.2,0.0275646093037397,-0.154090909090909,-0.1,0.0857142857142857,0.0572708366661334,0.0593984962406015,-0.185,-0.223333333333333,-0.182435866244965,-0.0776190476190476,-0.149982269503546,-0.130833333333333,-0.15312980030722,-0.138154008438819,-0.243290043290043,0.243290043290043,-0.258632383618797,0.126666666666667,0.059612297814545,0.114166666666667,-0.0915909090909091,0.0137347000120723,-0.0790909090909091,-0.07,-0.05,0.0733872416891285,0.0790476190476191,0.0790476190476191,0.0790476190476191,-0.1,-0.0749515563801278,-0.0713151927437642,-0.1,-0.13015873015873,-0.0634330925352597,-0.2,-0.0333333333333333,0.125,-0.0604166666666667,-0.0666666666666667,-0.0577251047839283,0.145,0.1,0.15,0.17,0.17,0.172325581395349,0.201111111111111
"CD44",-0.173260073260073,-0.170787119856887,-0.172325581395349,-0.2,-0.17,-0.119583649983715,-0.1,0.0232167832167832,-0.145,-0.1,0.1,0.0593984962406015,0.0857142857142857,-0.125,-0.193703703703704,-0.184130781499203,-0.0976190476190476,-0.130833333333333,-0.114166666666667,-0.143452380952381,-0.119166666666667,-0.23015873015873,0.23015873015873,-0.241444883618797,0.0666666666666667,0.0472527472527473,0.126666666666667,-0.0790909090909091,0.013004773004773,-0.07,-0.05,-0.1,0.0790476190476191,0.0476190476190476,0.0476190476190476,0.0476190476190476,-0.1,-0.0713151927437642,-0.0611111111111111,-0.2,-0.115873015873016,-0.0497076023391813,-0.1,-0.1,0.1,-0.0666666666666667,-0.0333333333333333,-0.060427807486631,0.185,0,0.1,0.15,0.25,0.17,0.19
"KLF4",-0.403653829233098,-0.306482455550944,-0.306108856547208,-0.284313725490196,-0.304562322122113,-0.296451145717949,-0.266666666666667,-0.272832674571805,-0.274138596394509,-0.233333333333333,-0.0890909090909091,-0.0880599812558576,-0.0890909090909091,-0.245454545454545,-0.181354359925788,-0.159272375441796,-0.246569468267581,-0.239172209903917,-0.235757575757576,-0.142246723750376,-0.220472317447514,-0.228034055727554,0.228034055727554,-0.243500203500203,0.209090909090909,-0.202736383442266,0.229090909090909,-0.303494623655914,0.155498494870492,-0.291666666666667,-0.266666666666667,-0.233333333333333,0.238506787330317,0.231153846153846,0.231153846153846,0.231153846153846,-0.2,-0.0859130434782609,-0.0786666666666667,0.2,-0.181481481481481,-0.0564247517188694,0.1,0.22,0.2,0.207830687830688,0.215238095238095,0.144259235634153,0.268983957219251,0.266666666666667,0.284313725490196,0.29594163246694,0.29594163246694,0.303767719423462,0.364163790170151
"AXIN2",0.115567581165691,0.117379696960224,0.116731188529615,0.108992248062016,0.116214108829745,0.00732175526603691,0.106666666666667,0.112002991133426,-0.0593452441775465,0.1,0.083859649122807,0.0841009618641198,0.0820739348370927,-0.0624390243902439,-0.0838688014494466,-0.0745824288842076,0.0556805077422188,-0.0277462807736034,-0.0280763137769038,-0.0906979013866886,-0.0383412138213075,-0.142552393366842,0.142552393366842,-0.159002876250174,0.0358333333333333,0.0975631793143626,0.0271913580246914,0.101624632198403,-0.0909327555217582,0.100641025641026,0.0970695970695971,0.0923076923076923,0.0603405234882907,0.0642775313623064,0.0642775313623064,0.0642775313623064,0.1,-0.0055728088336784,-0.00676328502415459,0.0555555555555556,-0.14459742407034,-0.0123285847423778,0.0666666666666667,0.0599033816425121,0.06,0.0628985507246377,0.0584541062801932,0.0909879708280374,0.0558969683154776,-0.106666666666667,-0.108992248062016,-0.112440523924084,-0.112440523924084,-0.115910555469826,0.28640474039134
"Destcompl",0.0197994503974548,0.0189639132811999,0.0185049637656467,0.015220700152207,0.0182534524070243,0.0194058797653551,0.0111111111111111,0.0131228071689266,0.00997862481987819,0.0111111111111111,0.0136310223266745,0.0189808524216471,0.017978848413631,0.0167365967365967,0.0190367114033045,0.0164423747682216,0.0345419542397527,-0.0223604577947331,-0.0269909996666543,-0.00269181939623888,-0.0150695268228052,-0.0944683420700997,0.0944683420700997,-0.116400616544929,0.0218367346938775,0.00128147264619043,0.0280436312456017,0.0711407452490632,-0.0319928550971838,0.0682393912838794,0.0687575259989053,0.0659003831417625,0.0209465688130682,0.0185917807439944,0.0185917807439944,0.0185917807439944,0.0555555555555556,-0.00646616541353383,-0.00634920634920635,0.0142857142857143,-0.0994020728336419,-0.0113740959894806,0,0.00993788819875776,-0.00461538461538462,0.0146902916088793,0.0180459963068659,-0.09906812126527,-0.00744697925025794,-0.0111111111111111,-0.015220700152207,-0.019181096191811,-0.0187032872168836,-0.0179570185601672,-0.116731188529615
"TWIST1",0.254138510243617,0.209047840023798,0.207380214951918,0.192063492063492,0.205831913116124,0.243661337837825,0.180952380952381,0.0831828589808507,0.155926090371939,0.166666666666667,0.0162962962962963,0.0137321937321937,0.0137321937321937,0.128405797101449,-0.00710340058166145,-0.022609643728348,0.180506170666354,0.212358368858644,0.210308254963427,0.141586497291415,0.172800708293957,-0.0711641466027431,0.0711641466027431,-0.0868329664954756,-0.191515151515152,0.170097844248302,-0.205308254963427,0.295644870324133,-0.126834226530576,0.288255707762557,0.278666666666667,0.266666666666667,-0.0925848589395157,-0.0884752698984198,-0.0884752698984198,-0.0884752698984198,0.233333333333333,0.162230186982662,0.157939757939758,0.05,-0.0895142797581822,0.152567206804495,0.1,0.0423076923076923,-0.106666666666667,0.0327838827838828,0.0327838827838828,-0.130769343064159,-0.149458428680397,-0.180952380952381,-0.192063492063492,-0.199431913116124,-0.198446470786896,-0.204470567172438,-0.249748584748585
"ERK",0.0696730190358818,-0.00556702366543269,-0.0060531347765438,-0.00910931174089069,-0.0106002769160664,0.0608568769036616,-0.00526315789473684,0.104797572655844,-0.0369002030721734,0,0.197979797979798,0.202513028867236,0.197249870972499,-0.126603081438004,-0.0642433443103088,-0.019456778250342,0.130402219140083,0.0480455280445048,0.0439246489236257,-0.026706600823941,0.0473610214989525,-0.0650222161971504,0.0650222161971504,-0.0625383078189969,-0.0514285714285714,0.0747749490182386,-0.0504939919893191,-0.115117036788581,0.0924690206644845,-0.115600128576021,-0.113639344262295,-0.112,0.0211091823468061,0.0203391053391053,0.0203391053391053,0.0203391053391053,-0.1,-0.114839656638416,-0.115447559373978,-0.00178571428571429,-0.0627673417637049,-0.134188095172029,-0.0142857142857143,-0.0169372294372294,0.137241379310345,-0.00790323051656025,-0.0134078176725236,-0.00579858892879043,0.0299364147713377,0.01,0.0138461538461538,0.0103496503496503,0.00561280824438719,0.00586726117059584,0.00643766953121692
"RAF",0.070284906755495,-0.00586726117059584,-0.00561280824438719,0,-0.0138461538461538,0.0600644990384672,0,0.102037351443124,-0.126603081438004,0,0.188888888888889,0.197979797979798,0.197979797979798,-0.12,-0.0560224089635854,-0.023178288221852,0.127619047619048,0.0504939919893191,0.0514285714285714,-0.0250985027580772,0.0502947244326555,-0.0574194165471067,0.0574194165471067,-0.0535857794392239,-0.0666666666666667,0.0695187165775401,-0.0466666666666667,-0.113639344262295,0.0922987701812671,-0.112,-0.1,-0.1,0.0263708513708514,0.0152597402597403,0.0152597402597403,0.0152597402597403,-0.1,-0.114340548303868,-0.113350449293967,0,-0.0534194165471066,-0.132481610530391,0,-0.0142857142857143,0.17,-0.0169372294372294,-0.00178571428571429,-0.00723550744339548,0.137241379310345,0,0,0.01,0.00526315789473684,0.00910931174089069,0.00750117205813408
"ZEB2",-0.20734477362676,-0.186488828416182,-0.185190127117481,-0.176666666666667,-0.172720643271102,-0.170086183248087,-0.17,-0.158249105345823,-0.1503619887642,-0.15,-0.141025641025641,-0.135998318621269,-0.134358974358974,-0.124122807017544,-0.120402576489533,-0.0884020271586226,-0.0733882783882784,-0.0485205799491514,-0.0458750773036487,-0.0359462614508628,-0.0258927738927739,-0.00876964243105976,0.00876964243105976,0.0303690985697915,0.0324675324675325,0.0325616871417744,0.0451948051948052,0.0502518213493823,0.0504558637444052,0.0529790940766551,0.0578571428571429,0.0607142857142857,0.0670153044671246,0.0672294372294372,0.0672294372294372,0.0672294372294372,0.075,0.0774109006761017,0.0804596811639065,0.0888888888888889,0.0947132752074496,0.0975366568914956,0.1,0.101388888888889,0.108333333333333,0.114140706126687,0.116944444444444,0.142032571704737,0.146703452178834,0.159090909090909,0.165757575757576,0.170885780885781,0.181929824561403,0.183781676413255,0.222430836555466
"RKIP",-0.070284906755495,0.00586726117059584,0.00561280824438719,0,0.0138461538461538,-0.0600644990384672,0,-0.102037351443124,0.126603081438004,0,-0.188888888888889,-0.197979797979798,-0.197979797979798,0.12,0.0560224089635854,0.023178288221852,-0.127619047619048,-0.0504939919893191,-0.0514285714285714,0.0250985027580772,-0.0502947244326555,0.0574194165471067,-0.0574194165471067,0.0535857794392239,0.0666666666666667,-0.0695187165775401,0.0466666666666667,0.113639344262295,-0.0922987701812671,0.112,0.1,0.1,-0.0263708513708514,-0.0152597402597403,-0.0152597402597403,-0.0152597402597403,0.1,0.114340548303868,0.113350449293967,0,0.0534194165471066,0.132481610530391,0,0.0142857142857143,-0.17,0.0169372294372294,0.00178571428571429,0.00723550744339548,-0.137241379310345,0,0,-0.01,-0.00526315789473684,-0.00910931174089069,-0.00750117205813408
"MEK",-0.0700410043164706,0.0060531347765438,0.00586726117059584,0.00526315789473684,0.0103496503496503,-0.0595180509510355,0,-0.104496367836567,0.0299364147713377,0,-0.197979797979798,-0.197249870972499,-0.197979797979798,0.137241379310345,0.0678645142267433,0.0206141856577494,-0.134285714285714,-0.0439246489236257,-0.0504939919893191,0.0253442030037775,-0.0430875172254483,0.0629749721026622,-0.0629749721026622,0.06008732742684,0.0466666666666667,-0.0757458228046463,0.0514285714285714,0.115600128576021,-0.0940019331982988,0.113639344262295,0.112,0.1,-0.0203391053391053,-0.0263708513708514,-0.0263708513708514,-0.0263708513708514,0.1,0.115447559373978,0.114340548303868,0.0142857142857143,0.0573409851745576,0.132481610530391,0,0.00178571428571429,-0.12,0.0134078176725236,0.0169372294372294,0.00493425221326995,-0.126603081438004,0,-0.01,-0.0138461538461538,-0.00910931174089069,-0.00561280824438719,-0.00660027115723318
