"","SNAI2","AXIN2","FOXC2","cateninmemb","TCFLEF","cateninnuc","Wnt","GLI","DSH","RAF","PI3K","RAS","TWIST1","ZEB2","ZEB1","HEY1","Destcompl","Ecadherin","ILK","SMAD","MEK","Csn","Csl","NOTCHic","TGFR","TGF","AKT","IKK","SNAI1","RKIP","miR200","KLF4","Jagged","NFB","CDC42","PAK1","cfos","EGR1","NOTCH","ERK","TrCP","SUFU","SMO","SOSGRB2","FUS","Patched","SHH","DELTA","Frizzled","STAT","LIV1","CD44","SRC","cMet","GSK3"
"HEY1",0.337769325161226,0.314030733767217,0.178805650780847,0.289605168995413,0.235377142534699,0.232263817503566,0.249156406748746,0.242259855024608,0.266666666666667,0.221538461538462,0.221538461538462,0.217861990950226,0.247315904139434,0.0304747162022704,0.0304747162022704,0.0219862490450726,0.124300440650964,0.129880841245608,0.04,0.0414492753623188,0.148303655107779,-0.2,-0.0890909090909091,-0.0785645933014354,0.172424242424242,0.168033998521803,-0.215238095238095,-0.215238095238095,0.0434547367047474,0.0297979797979798,-0.00635327635327635,0,0.239035936577166,0.22,-0.179090909090909,-0.159090909090909,-0.147272727272727,-0.12,0.0713480984560746,-0.147272727272727,0.1,-0.2,-0.266666666666667,-0.0700971983990852,-0.233333333333333,-0.266666666666667,-0.261290322580645,-0.221538461538462,-0.26078431372549,-0.266666666666667,-0.233333333333333,-0.243069450227007,-0.26078431372549,-0.249156406748746,-0.123612941385477
"FOXC2",0.337769325161226,0.314030733767217,0.178805650780847,0.289605168995413,0.235377142534699,0.232263817503566,0.249156406748746,0.242259855024608,0.266666666666667,0.221538461538462,0.221538461538462,0.217861990950226,0.247315904139434,0.0304747162022704,0.0304747162022704,0.0219862490450726,0.124300440650964,0.129880841245608,0.04,0.0414492753623188,0.148303655107779,-0.2,-0.0890909090909091,-0.0785645933014354,0.172424242424242,0.168033998521803,-0.215238095238095,-0.215238095238095,0.0434547367047474,0.0297979797979798,-0.00635327635327635,0,0.239035936577166,0.22,-0.179090909090909,-0.159090909090909,-0.147272727272727,-0.12,0.0713480984560746,-0.147272727272727,0.1,-0.2,-0.266666666666667,-0.0700971983990852,-0.233333333333333,-0.266666666666667,-0.261290322580645,-0.221538461538462,-0.26078431372549,-0.266666666666667,-0.233333333333333,-0.243069450227007,-0.26078431372549,-0.249156406748746,-0.123612941385477
"SMAD",0.245579819421564,0.161191627882854,0.142332950484233,0.114970038821939,0.112731210258866,0.112123307523304,0.0980769230769231,0.0951992252351964,0.1,0.151422597780676,0.151422597780676,0.149777860938571,0.0877480153260085,0.0592231076126274,0.0592231076126274,0.111498984715165,0.0367956748152231,0.0469424109399054,0.0818143500335281,-0.0191380309188528,-0.0132813079643537,0.0388888888888889,0.0752380952380952,0.0763875205254516,0.0624649198730558,0.0616681071240519,0.0371521942110177,0.0304855275443511,0.019561276537083,0.0116326790992409,0.0372376176365235,-0.0515198214397341,-0.0404076246334311,-0.0246031746031746,-0.0652582159624413,-0.0666666666666667,0.0188940092165899,0.0285714285714286,-0.0771811713191024,0.0142428464258922,-0.05,-0.0916666666666667,-0.0966666666666667,-0.0841910677314404,-0.0916666666666667,-0.101253822629969,-0.100882075418074,-0.151422597780676,-0.1,-0.12,-0.12,-0.114766488413547,-0.12,-0.118039215686275,-0.133118257403972
"STAT",-0.0588581521989909,-0.186585963056551,0.126169052488071,-0.154841732748933,-0.137667983961359,-0.135880141291514,-0.139285714285714,-0.136764705882353,-0.114285714285714,-0.162334574028122,-0.162334574028122,-0.157856962087824,-0.0380566210401293,0.0657432311278465,0.0657432311278465,-0.032,-0.0948511168390207,-0.0553419726182725,-0.0326892109500805,-0.0315397856627242,-0.0559898798228969,0,-0.00588235294117647,0.00763116057233704,-0.0566985645933014,-0.0562154728058618,0.0203228410008071,0.0152380952380952,0.0605570466399959,0.0425723938223938,0.0274264271523031,-0.169211725094078,-0.0362838569880823,-0.02,0.0409090909090909,0.0409090909090909,0.0533333333333333,0.0333333333333333,-0.00277679164029821,0.0592156862745098,0,0.05,0.0566666666666667,0.0127257799671593,0.05,0.0682945736434108,0.0656397063867737,0.162334574028122,0.139285714285714,0.114285714285714,0.2,0.136721611721612,0.139285714285714,0.139285714285714,0.0775100133511348
"NOTCH",0.088194594076947,-0.0474932614555256,0.155510204081633,-0.0673544742993899,-0.0532667332667333,-0.0553075495932639,-0.0430769230769231,-0.0521678321678322,0,-0.0515151515151515,-0.0515151515151515,-0.0616600790513834,0.0499152542372881,0.072866344605475,0.072866344605475,-0.128985507246377,-0.0262857142857143,-0.0745268817204301,-0.0285714285714286,-0.0252380952380952,-0.0533333333333333,0,-0.12,-0.12,0.00711111111111111,-0.0057921146953405,-0.0222222222222222,-0.0222222222222222,0.0546153846153846,0.0290893015030946,0.0355844155844156,-0.0876811594202898,-0.0107840307840308,0.0333333333333333,-0.0111111111111111,0,0.02,0,0.0103225806451613,0.0533333333333333,0,0,0.0333333333333333,-0.0642105263157895,0.0333333333333333,0.041025641025641,0.0469079939668175,0.0515151515151515,0.02,0,0,0.0521678321678322,0.02,0.0430769230769231,-0.00498084291187739
"cfos",0.204921793534932,0.10512315270936,0.177893010862882,0.0649618618135463,0.0686430985440886,0.0671616170626072,0.0762962962962963,0.0736647173489279,0.1,-0.00375816993464052,-0.00375816993464052,-0.00131914554439662,0.100562770562771,0.0755044390637611,0.0755044390637611,-0.0255372313843078,0.0704719440371329,0.0297268585767513,-0.0211640211640212,-0.0195511179382147,-0.0305674281503316,-0.0333333333333333,-0.05,-0.0346153846153846,0.0338935574229692,0.0308632543926661,-0.0353070175438596,-0.0458333333333333,0.0594147624527371,0.0386013986013986,0.0251082251082251,-0.0720952380952381,0.0300347222222222,0.0333333333333333,-0.0476190476190476,-0.0428571428571429,0.04,0.12,0.0361538461538462,0.0356521739130435,0,0.0333333333333333,0.019047619047619,-0.0638888888888889,0.019047619047619,0.022273425499232,0.0185697217955282,0.00375816993464052,-0.08,-0.1,-0.1,-0.0735935935935936,-0.08,-0.0762962962962963,-0.0683062770562771
"ERK",0.2714908032116,-0.119758486488959,0.114193928676687,-0.12487661066116,-0.0874538310939517,-0.0862732755383962,-0.0917016317016317,-0.0909497520023836,-0.0766666666666667,0.0538800088800089,0.0538800088800089,0.0557501958987108,0.0607867996588728,0.0805756281899483,0.0805756281899483,0.0671960330613456,-0.0470320729688829,-0.0987925481289332,0.05438577770353,0.0534739236001866,0.0212027206630194,0.0571428571428571,0.07999222999223,0.0894812810871205,0.0231677597705294,0.0226183092210788,0.0673722967085083,0.063702571937866,0.0364049565008241,0.0241444899320233,0.0170734514741378,-0.0822394981815755,-0.087522773726924,-0.0601731601731602,-0.0333867378727192,-0.0361904761904762,0.0846515040352164,0.0910344827586207,-0.0892042727768712,-0.0136818292981169,-0.0571428571428571,-0.0266666666666667,-0.0355846994535519,-0.0249523809523809,-0.0306666666666667,-0.0323167255973428,-0.0342490927471012,-0.0538800088800089,0.0882051282051282,0.0719298245614035,0.0666666666666667,0.0867103366701599,0.083468286099865,0.0869647895963686,-0.0145055714566991
"TrCP",0.202932643444516,0.100720636986089,0.179961976380123,0.0647787116303961,0.0671616170626072,0.0674374791315727,0.0736647173489279,0.0692744734464889,0.08,-0.00131914554439662,-0.00131914554439662,-0.00313732736257844,0.0989323357801619,0.0822568506393238,0.0822568506393238,-0.0240666431490137,0.0707726959168322,0.0307649208604883,-0.0195511179382147,-0.022131763099505,-0.0292340948169983,-0.0333333333333333,-0.0346153846153846,-0.0361538461538462,0.0308632543926661,0.0297703582178028,-0.0260477582846004,-0.0353070175438596,0.0610854068441453,0.0402588571649345,0.0251082251082251,-0.0737345823575332,0.0263537406271302,0.0458333333333333,-0.0338935574229692,-0.0476190476190476,0.0356521739130435,0.04,0.0361538461538462,0.0305674281503316,0.0333333333333333,0.019047619047619,0.022273425499232,-0.0708195819581958,0.019047619047619,0.0185697217955282,0.0185697217955282,0.00131914554439662,-0.0762962962962963,-0.08,-0.1,-0.0686430985440886,-0.0762962962962963,-0.0735935935935936,-0.067215367965368
"LIV1",0.202932643444516,0.100720636986089,0.179961976380123,0.0647787116303961,0.0671616170626072,0.0674374791315727,0.0736647173489279,0.0692744734464889,0.08,-0.00131914554439662,-0.00131914554439662,-0.00313732736257844,0.0989323357801619,0.0822568506393238,0.0822568506393238,-0.0240666431490137,0.0707726959168322,0.0307649208604883,-0.0195511179382147,-0.022131763099505,-0.0292340948169983,-0.0333333333333333,-0.0346153846153846,-0.0361538461538462,0.0308632543926661,0.0297703582178028,-0.0260477582846004,-0.0353070175438596,0.0610854068441453,0.0402588571649345,0.0251082251082251,-0.0737345823575332,0.0263537406271302,0.0458333333333333,-0.0338935574229692,-0.0476190476190476,0.0356521739130435,0.04,0.0361538461538462,0.0305674281503316,0.0333333333333333,0.019047619047619,0.022273425499232,-0.0708195819581958,0.019047619047619,0.0185697217955282,0.0185697217955282,0.00131914554439662,-0.0762962962962963,-0.08,-0.1,-0.0686430985440886,-0.0762962962962963,-0.0735935935935936,-0.067215367965368
"EGR1",0.202932643444516,0.100720636986089,0.179961976380123,0.0647787116303961,0.0671616170626072,0.0674374791315727,0.0736647173489279,0.0692744734464889,0.08,-0.00131914554439662,-0.00131914554439662,-0.00313732736257844,0.0989323357801619,0.0822568506393238,0.0822568506393238,-0.0240666431490137,0.0707726959168322,0.0307649208604883,-0.0195511179382147,-0.022131763099505,-0.0292340948169983,-0.0333333333333333,-0.0346153846153846,-0.0361538461538462,0.0308632543926661,0.0297703582178028,-0.0260477582846004,-0.0353070175438596,0.0610854068441453,0.0402588571649345,0.0251082251082251,-0.0737345823575332,0.0263537406271302,0.0458333333333333,-0.0338935574229692,-0.0476190476190476,0.0356521739130435,0.04,0.0361538461538462,0.0305674281503316,0.0333333333333333,0.019047619047619,0.022273425499232,-0.0708195819581958,0.019047619047619,0.0185697217955282,0.0185697217955282,0.00131914554439662,-0.0762962962962963,-0.08,-0.1,-0.0686430985440886,-0.0762962962962963,-0.0735935935935936,-0.067215367965368
"SNAI1",0.202027514379816,0.0981565344219866,0.180089041183173,0.0654350156027623,0.0674374791315727,0.067695610262187,0.0692744734464889,0.0676291352380794,0.0762962962962963,-0.00313732736257844,-0.00313732736257844,-0.00477936348737318,0.099034899882726,0.0831178592494099,0.0831178592494099,-0.0252571193394899,0.0705533976712182,0.0312331830873354,-0.022131763099505,-0.0229927717095911,-0.0292340948169983,-0.0458333333333333,-0.0361538461538462,-0.0361538461538462,0.0297703582178028,0.0275526162823189,-0.0267422027290448,-0.0260477582846004,-0.0399822088142177,0.0410956772486165,0.0284703768853625,-0.0808996913918011,0.0263537406271302,0.0353070175438596,-0.0308632543926661,-0.0338935574229692,0.0305674281503316,0.0356521739130435,0.0328885400313972,0.0292340948169983,0.0333333333333333,0.019047619047619,0.0185697217955282,-0.072706374411026,0.022273425499232,0.0185697217955282,0.0218706926693147,0.00313732736257844,-0.0736647173489279,-0.0762962962962963,-0.08,-0.0671616170626072,-0.0735935935935936,-0.0686430985440886,-0.068205466975269
"Jagged",0.0950729009552539,-0.0342857142857143,0.165714285714286,-0.0657837936711176,-0.0521678321678322,-0.0532667332667333,-0.02,-0.0430769230769231,0,-0.0333333333333333,-0.0333333333333333,-0.0515151515151515,0.055,0.0876811594202898,0.0876811594202898,-0.133333333333333,-0.0262857142857143,-0.0753333333333333,-0.0333333333333333,-0.0285714285714286,-0.0533333333333333,0,-0.1,-0.12,0.0111111111111111,0.00711111111111111,-0.0222222222222222,-0.0333333333333333,0.05,0.0256410256410257,0.0327272727272727,-0.0833333333333333,-0.00337662337662337,0,0,0,0,-0.1,0.12,0.02,0,0,0.0333333333333333,-0.08,0,0.0333333333333333,0.041025641025641,0.0333333333333333,0,0,0,0.0430769230769231,0,0.02,-0.00498084291187739
"DELTA",0.0950729009552539,-0.0342857142857143,0.165714285714286,-0.0657837936711176,-0.0521678321678322,-0.0532667332667333,-0.02,-0.0430769230769231,0,-0.0333333333333333,-0.0333333333333333,-0.0515151515151515,0.055,0.0876811594202898,0.0876811594202898,-0.133333333333333,-0.0262857142857143,-0.0753333333333333,-0.0333333333333333,-0.0285714285714286,-0.0533333333333333,0,-0.1,-0.12,0.0111111111111111,0.00711111111111111,-0.0222222222222222,-0.0333333333333333,0.05,0.0256410256410257,0.0327272727272727,-0.0833333333333333,-0.00337662337662337,0,0,0,0,-0.1,0.12,0.02,0,0,0.0333333333333333,-0.08,0,0.0333333333333333,0.041025641025641,0.0333333333333333,0,0,0,0.0430769230769231,0,0.02,-0.00498084291187739
"TGFR",0.0945527008423713,0.173950692977875,0.20818478938946,0.135213018192028,0.13330128494478,0.131264083881893,0.114851752021563,0.116787235892531,0.114285714285714,0.148214285714286,0.148214285714286,0.147629490392648,0.17901278502702,0.0911768258989882,0.0911768258989882,0.0775272573303694,0.0268705890109395,0.0802917371991957,0.0513000977517107,0.0530794571823157,0.0422538080360719,-0.0583333333333333,0.126666666666667,0.130114942528736,0.0853968253968254,0.0775954069571091,-0.0726190476190476,-0.0726190476190476,0.110758550915429,0.0228571428571429,0.00129393533175512,-0.0904907195525045,-0.010261787368466,0.0726190476190476,-0.185396825396825,-0.171111111111111,-0.0290726817042607,-0.0238095238095238,-0.139467460514347,-0.0312949039264829,0.0333333333333333,-0.0466666666666667,-0.0570114942528736,-0.0555068226120858,-0.0466666666666667,-0.0663864942528736,-0.0680814095071109,-0.148214285714286,-0.124285714285714,-0.133333333333333,-0.1,-0.135215160542867,-0.143333333333333,-0.133899371069182,-0.0253989139615387
"TGF",0.0952471452868157,0.172663139329806,0.204254658385093,0.136829646367548,0.135215160542867,0.13330128494478,0.124285714285714,0.114851752021563,0.1,0.155357142857143,0.155357142857143,0.148214285714286,0.172962962962963,0.0923089013706863,0.0923089013706863,0.0730496453900709,0.0278786535270685,0.0806324527017511,0.0448484848484849,0.0513000977517107,0.0312949039264829,-0.0333333333333333,0.146666666666667,0.126666666666667,0.185396825396825,0.0853968253968254,-0.0726190476190476,-0.0726190476190476,0.105743801652893,0.0142857142857143,0.00393323151943841,-0.0904907195525045,-0.00808787432498774,0.0583333333333333,-0.171111111111111,-0.16,-0.0238095238095238,-0.0666666666666667,-0.130114942528736,-0.0290726817042607,0,-0.0666666666666667,-0.0466666666666667,-0.0592105263157895,-0.0466666666666667,-0.0570114942528736,-0.0663864942528736,-0.155357142857143,-0.114285714285714,-0.1,0,-0.133899371069182,-0.133333333333333,-0.143333333333333,-0.021731432298947
"Frizzled",0.04451593603829,-0.0685835095137421,0.0794915732981828,0.00324253430185634,-0.0175882587262859,-0.0209215920596192,-0.0263157894736842,-0.0156015037593985,-0.1,-0.0775803144224197,-0.0775803144224197,-0.0815173222964355,0.0416386554621849,0.09554715873309,0.09554715873309,-0.0277686852154937,0.00744950998019952,0.0506662692146563,-0.021506658715961,-0.0149646026411947,-0.0274509803921569,0.0666666666666667,-0.121428571428571,-0.113095238095238,0.0756521739130435,0.0575569358178054,0.0741666666666667,0.0866666666666667,0.0162008281573499,0.00928571428571429,0.0275347222222222,-0.100840336134454,0.0111252228163993,-0.0866666666666667,-0.08,-0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0915266106442577,0.0274509803921569,-0.1,0,0.0227272727272727,0.00909090909090909,0.05,0.017965367965368,0.0308685937718196,0.0775803144224197,0,0,0.1,0.0156015037593985,0,0.0263157894736842,0.0750783699059561
"GSK3",0.0438735975444859,-0.0712885554648432,0.0819522704957222,0.00244771561986816,-0.0190516009643387,-0.0196437062274966,-0.017562288073124,-0.0203924767523693,-0.0263157894736842,-0.0761951934448948,-0.0761951934448948,-0.0789262858818696,0.0364280235209566,0.095695747143194,0.095695747143194,-0.0263603200118271,0.00834166370597653,0.0501725052968304,-0.0160966781128928,-0.0189452538250367,-0.0250287315883291,0.0866666666666667,-0.0915266106442577,-0.10341472253237,0.0669646013230319,0.0651697295281601,0.0850419982316534,0.0799137931034483,0.0183732967403341,0.00464123595702543,0.0274174889279666,-0.095985967202415,0.00564341440809283,-0.0741666666666667,-0.0575569358178054,-0.0756521739130435,0.0274509803921569,0.0274509803921569,0.102116021233668,0.02218782249742,-0.0866666666666667,0.0227272727272727,0.0308685937718196,-9.79734955911984e-05,0.017965367965368,0.0228931336491202,0.0243285403476848,0.0761951934448948,0.0156015037593985,0.0263157894736842,0,0.0209215920596192,0.0156015037593985,0.0175882587262859,-0.0201804987236674
"GLI",0.213201638956514,0.115458937198068,0.216743206054352,0.0797148283041354,0.0824914178038245,0.0823120992144641,0.166148007590133,0.0631692841858775,0.16,0.142321075622436,0.142321075622436,0.140142857800654,0.117723387723388,0.0968568015019628,0.0968568015019628,-0.00133293889660613,0.066191379138884,0.0427883801369947,-0.00334747436580046,-0.00442855544688154,0.0920470689531463,-0.0277777777777778,0.0313704686118479,0.0238704686118479,0.101656907395359,0.100480436807124,-0.0327573024823965,-0.0374448024823965,0.0888672092035167,0.0525793041781125,0.0382647795960489,-0.0886984126984127,0.0110697004053846,0.0435672514619883,-0.0997701149425288,-0.106666666666667,-0.0942857142857143,-0.0942857142857143,-0.0248228495642289,-0.0903896103896104,0.0166666666666667,-0.114285714285714,-0.0965225563909774,-0.102818066888863,-0.101785714285714,-0.102645005370569,-0.102233482736824,-0.142321075622436,-0.169677419354839,-0.08,-0.1,-0.0837901191025258,-0.0896774193548387,-0.0872383949645948,-0.184918114898889
"PI3K",0.0836310026685977,-0.082952380952381,0.0890638792102207,-0.0269344802000262,-0.0321896591903961,-0.0344577004275095,-0.0328502415458937,-0.0282348569305091,0,-0.0168658008658009,-0.0168658008658009,-0.0223452529205954,0.0217753340347781,0.106829202979697,0.106829202979697,-0.020246863754078,-0.0152185895223453,0.0286065423169058,-0.0135734293717487,-0.0095734293717487,-0.0115259218441475,-0.0333333333333333,-0.1,-0.0846153846153846,0.0791764705882353,0.0653553323768532,-0.0351432880844646,-0.0274509803921569,0.00999597423510467,0.00580155138978668,0.0414330500396074,-0.109649122807018,0.00114035087719298,0.0333333333333333,-0.0911764705882353,-0.05,0.019047619047619,0.0333333333333333,0.0684863523573201,0.0131652661064426,0,0,0.0166666666666667,0.0265384615384615,0.05,0.0166666666666667,0.0277777777777778,0.0168658008658009,0.0111111111111111,0,0.1,0.0282348569305091,0.0111111111111111,0.0328502415458937,-0.00915103415103415
"TCFLEF",0.15228101316849,0.322056654456654,0.187599797263959,-0.163159061983155,-0.12867102828443,-0.126952815226011,-0.03324534942182,-0.0338664674342424,-0.0176470588235294,0.0374619846767861,0.0374619846767861,0.0415355720618058,0.0983193857704759,0.107397173489279,0.107397173489279,0.0069207980461192,0.0711430604829379,-0.131322028388181,0.004741550846814,0.00531516461354441,0.12850506056081,-0.0662337662337662,0.0181252989000478,0.0298900047824008,0.137980037784428,0.141622421890388,-0.0585114660935138,-0.060685379136992,0.010269460897076,0.00678192588510815,0.0474609259549019,-0.0073290679908327,0.0340010994509281,0.0542337662337662,-0.149194991055456,-0.153846153846154,-0.131498257839721,-0.148571428571429,-0.0222488087691117,-0.13054587688734,0.0571428571428571,-0.0833333333333333,-0.0804761904761905,-0.0449335175802242,-0.09,-0.0691858678955453,-0.074093843355668,-0.0374619846767861,0.0426470588235294,0.0125,0,0.0280982905982906,0.0375,0.0280982905982906,-0.079095712315887
"TWIST1",0.0957829303671733,-0.240810909520587,0.0720510078818406,-0.220824475314742,-0.188192755755634,-0.186180104806813,-0.194185463659148,-0.191785463659148,-0.195238095238095,-0.0835878154220975,-0.0835878154220975,-0.0822179524083989,-0.145231466347027,0.108393481200499,0.108393481200499,0.0542124542124542,-0.12848685603536,-0.195856692286392,0.0312858312858313,0.030955798282531,0.0785803249200223,0.15,0.123703703703704,0.116011396011396,-0.038185736677116,-0.0370467845131069,0.159387222946545,0.157692307692308,0.0928753741057336,0.0634749895619461,-0.0564297942214303,-0.122670419011882,-0.172713392649572,-0.157692307692308,0.039435736677116,0.0290909090909091,-0.0915942028985507,-0.113333333333333,-0.111294414879321,-0.081067887109077,-0.1,0.0333333333333333,0.0946666666666667,0.069244460091142,0.0666666666666667,0.0987762557077626,0.0982836448703241,0.0835878154220975,0.195238095238095,0.195238095238095,0.166666666666667,0.191102403535113,0.195238095238095,0.193110435663627,0.112334628834147
"SRC",-0.090540941085938,-0.176805219091334,0.21671802054155,-0.145020954946864,-0.129918032786885,-0.127904609968093,-0.125,-0.129918032786885,-0.1,-0.0613433458489779,-0.0613433458489779,-0.0613433458489779,0.0545787545787546,0.113402216232405,0.113402216232405,-0.0224097980801059,-0.0339285714285714,-0.0416547123900065,-0.0530701754385965,-0.048565670934092,0.0268724985706118,-0.1,0.055,0.0597619047619048,-0.080952380952381,-0.0845887445887446,-0.0867521367521367,-0.0923076923076923,0.103105563639678,0.0351254480286738,0.0116615429658908,-0.206072351421189,-0.00148612091272642,0.1,0.0666666666666667,0.0666666666666667,-0.0212121212121212,-0.0666666666666667,-0.0597619047619048,-0.0212121212121212,0.1,0.0333333333333333,0.0833333333333333,-0.101428571428571,0.0833333333333333,0.087037037037037,0.0811546840958605,0.0613433458489779,0.125,0.2,0.2,0.129918032786885,0.125,0.125,0.00995670995670996
"SHH",-0.227662835249042,-0.247619047619048,0.1,-0.0592114695340502,-0.08,-0.0744444444444445,0,0,0,-0.15,-0.15,-0.142307692307692,0,0.125,0.125,0,-0.0205194805194805,0.0644444444444444,0,-0.0166666666666667,0.08,0,0.1,0,-0.0333333333333333,-0.0333333333333333,0.15,0.1,0.1,0.08,0.0166666666666667,-0.15,-0.105714285714286,0,0.0333333333333333,0,-0.1,0,0,-0.1,0,0,0.1,0.05,0,0.0666666666666667,-0.0133333333333333,0.15,0,0.1,0,0.1,0.1,0.1,-0.00769230769230769
"FUS",-0.213819285620932,-0.226041524692199,0.0926043557168784,-0.0450926685722162,-0.0643269176176688,-0.0651421350089731,0.0180555555555556,0.0238247863247863,0,-0.129080948121646,-0.129080948121646,-0.129517629344353,0.00575231837935872,0.130769297424699,0.130769297424699,-0.0110049370918936,-0.0187168797930977,0.065155862357932,-0.0150793650793651,-0.0144342037890425,0.074188570050639,0.15,0.00909090909090909,-0.000909090909090909,-0.0198198198198198,-0.0198198198198198,0.0912967032967033,0.0951428571428571,0.0862069964930586,0.0678579610538373,0.018836648583484,-0.15391621129326,-0.0812147000701218,-0.107142857142857,0.0333333333333333,0.0333333333333333,-0.0723076923076923,-0.08,0.000909090909090909,-0.0753379953379953,-0.1,0.0666666666666667,-0.00083333333333333,0.051417004048583,-0.0133333333333333,-0.00638888888888889,-0.00941919191919192,0.129080948121646,-0.0125,0.1,0.1,0.0695900755124056,0.08,0.0744444444444445,-0.010754448871798
"SUFU",-0.212698652792983,-0.220655107830373,0.0953338842528586,-0.0459112224603472,-0.0651421350089731,-0.0661140020166458,0.0238247863247863,0.0286575000794332,0.0125,-0.129517629344353,-0.129517629344353,-0.127935350863341,0.0113193286886371,0.133184756361897,0.133184756361897,-0.00980011781478518,-0.0196206543810829,0.0652588489696725,-0.0144342037890425,-0.0123556818490887,0.0754651657953199,0.107142857142857,-0.000909090909090909,-0.000909090909090909,-0.0198198198198198,-0.0204115357961512,0.0879409985987167,0.0912967032967033,0.087058785249447,0.0715314304415925,0.0114017043455658,-0.144934175365117,-0.0781268140843736,-0.0951428571428571,0.0198198198198198,0.0333333333333333,-0.0753379953379953,-0.0723076923076923,0.000115440115440116,-0.074188570050639,-0.15,-0.0133333333333333,-0.00638888888888889,0.0563121089436879,-0.00083333333333333,-0.00941919191919192,-0.0121218946218946,0.129517629344353,-0.0180555555555556,0.08,0.1,0.0643269176176688,0.0744444444444445,0.0695900755124056,-0.0128110041417208
"SMO",-0.217948549534756,-0.231631586804001,0.096551724137931,-0.046023767268678,-0.0695900755124056,-0.0643269176176688,0.0125,0.0180555555555556,0,-0.136057692307692,-0.136057692307692,-0.129080948121646,0.00522875816993464,0.139971751412429,0.139971751412429,-0.0124542124542125,-0.021490602420835,0.0659777801661512,-0.0166666666666667,-0.0150793650793651,0.0753379953379953,0.1,0,0.00909090909090909,-0.0333333333333333,-0.0198198198198198,0.0951428571428571,0.107142857142857,0.0814900153609831,0.0688888888888889,0.018836648583484,-0.155555555555556,-0.0836243386243386,-0.15,0.0333333333333333,0.0333333333333333,-0.08,-0.1,0.000909090909090909,-0.0723076923076923,0,0.1,-0.0133333333333333,0.0552631578947368,0.0666666666666667,-0.00083333333333333,-0.00638888888888889,0.136057692307692,0,0.1,0.1,0.0744444444444445,0.1,0.08,-0.0104200007112628
"Patched",-0.223662835249042,-0.238528138528139,0.1,-0.0508781362007168,-0.0744444444444445,-0.0695900755124056,0,0.0125,0,-0.142307692307692,-0.142307692307692,-0.136057692307692,0.0111111111111111,0.141666666666667,0.141666666666667,-0.00769230769230769,-0.0238161838161838,0.0692988133764833,-0.0166666666666667,-0.0166666666666667,0.0723076923076923,0,0,0,-0.0333333333333333,-0.0333333333333333,0.107142857142857,0.15,0.0838709677419355,0.08,0.00238095238095238,-0.138888888888889,-0.0871957671957672,-0.1,0.0333333333333333,0.0333333333333333,-0.1,-0.1,-0.00909090909090909,-0.08,0,0,0.0666666666666667,0.05,0.1,-0.0133333333333333,-0.00083333333333333,0.142307692307692,0,0.1,0.1,0.08,0.1,0.1,-0.0172161172161172
