"","GSK3","Destcompl","PAK1","RAF","CDC42","SUFU","Patched","FOXC2","Csn","ZEB2","ZEB1","cfos","FUS","AKT","Csl","ERK","SNAI2","NOTCHic","Wnt","Frizzled","CD44","cMet","TWIST1","SRC","DSH","STAT","SNAI1","Ecadherin","RKIP","Jagged","cateninnuc","TCFLEF","KLF4","cateninmemb","NFB","SOSGRB2","HEY1","GLI","NOTCH","LIV1","ILK","AXIN2","MEK","SMAD","IKK","SHH","EGR1","TGFR","TGF","PI3K","DELTA","SMO","RAS","TrCP","miR200"
"EGR1",-0.0537305194805195,0.0768141654273997,-0.3,-0.0454009245974813,-0.301960784313725,-0.080952380952381,-0.0790806167150253,-0.299994817102619,-0.0666666666666667,0.0134871202827417,0.0134871202827417,-0.235652173913043,-0.114285714285714,-0.0560916179337232,-0.1,-0.233957258658806,-0.252883405670064,-0.0984615384615385,0.0536647173489279,0.0562962962962963,0.0553061972863953,0.0562962962962963,-0.149851308112178,0.0562962962962963,0.06,-0.06,0.146875739488651,-0.0179440812797913,0.165698721168334,0.086215490797546,-0.0596484705941859,-0.0582691602493583,0.0149867291178767,-0.0557855976793422,0.0916666666666667,0.0960258525852585,0.0852176852750096,-0.0531769124708791,0.0995604395604396,-0.1,0.0919013483529613,-0.0851411221612913,0.228623925325473,0.0886755419013484,0.0653508771929825,0.0820806167150253,0.24,0.300445632798574,0.296620496186552,0.0454009245974813,0.0454009245974813,0.0852534562211981,0.048128197324754,0.0666666666666667,0.116347388055361
"SNAI1",-0.0537965260811795,0.0771979373572243,-0.301960784313725,-0.048128197324754,-0.300445632798574,-0.114285714285714,-0.0820806167150253,-0.298088845056876,-0.0916666666666667,0.0153321387329262,0.0153321387329262,-0.233957258658806,-0.0852534562211981,-0.0560916179337232,-0.0984615384615385,-0.228623925325473,-0.253252161955682,-0.0995604395604396,0.0531769124708791,0.0536647173489279,0.0582691602493583,0.0553061972863953,-0.151184641445511,0.0562962962962963,0.0562962962962963,-0.0562962962962963,0.0458081238302885,-0.0181001686887403,0.165698721168334,0.0869213731504872,-0.0597000968203087,-0.0596484705941859,0.0128060437596212,-0.0558201399936773,0.0653508771929825,0.0956484940946925,0.0822414947988191,-0.0559191428182283,0.102417582417582,-0.06,0.0886755419013484,-0.0863066233267925,0.224139620392737,0.0858465136110655,0.0560916179337232,0.0799446943849282,0.235652173913043,0.296620496186552,0.295209205863971,0.048128197324754,0.048128197324754,0.0790806167150253,0.0473071792623566,0.0666666666666667,0.116443449534707
"CDC42",-0.0530032467532467,0.0774156691867982,-0.214285714285714,-0.0405228758169935,-0.3,-0.0666666666666667,-0.0852534562211981,-0.305512058481929,-0.0666666666666667,0.0170240977747031,0.0170240977747031,-0.24,-0.080952380952381,-0.0653508771929825,-0.1,-0.235652173913043,-0.252160078364458,-0.1,0.0562962962962963,0.06,0.0562962962962963,0.0562962962962963,-0.154199134199134,0.06,0.1,-0.1,0.146637076004165,-0.0192589601725249,0.173986013986014,0.084375,-0.0582691602493583,-0.0553061972863953,0.0199047619047619,-0.0546866965804411,0.0666666666666667,0.0930555555555556,0.0793353323338331,-0.0536647173489279,0.0984615384615385,-0.1,0.0854497354497355,-0.0870279146141215,0.233957258658806,0.0919013483529613,0.0916666666666667,0.0790806167150253,0.26,0.301960784313725,0.300445632798574,0.0405228758169935,0.0405228758169935,0.114285714285714,0.0454009245974813,0.1,0.119900687547746
"STAT",-0.164597240765465,-0.136159645967063,-0.259090909090909,-0.160716501240695,-0.246590909090909,-0.05,-0.0717054263565891,-0.228497614178596,-0.05,0.0181369912139143,0.0181369912139143,-0.213333333333333,-0.05,-0.0324213075060533,-0.0509803921568627,-0.207450980392157,-0.0286682932728528,-0.0644939056703762,-0.0766233766233766,-0.0857142857142857,-0.0757686757686758,-0.0766233766233766,-0.0430681845224574,-0.0857142857142857,-0.0857142857142857,0.0857142857142857,0.151824251196237,0.00879895395723889,0.167572393822394,0.0341333193536737,0.0800730338936781,0.0792387073144171,0.124905921964746,0.0934318271015293,0.03,0.202504105090312,0.09,0.0774637127578304,0.065464779456784,0.2,0.090901771336554,0.124945250827604,0.206375711574953,0.0943500471986229,0.0442857142857143,0.0708204706043768,0.233333333333333,0.243959330143541,0.241543871206343,0.160716501240695,0.160716501240695,0.0833333333333333,0.159970232583978,0.1,0.116439553961384
"Csn",0.300975070335124,0.260012397955387,-0.134090909090909,0.185203299486426,-0.135583446404342,0.0142857142857143,0.016240748498813,-0.122262936331523,-0.12,0.0197204301075269,0.0197204301075269,-0.0990909090909091,0.0142857142857143,-0.1192,0.142424242424242,-0.102987012987013,0.0809246708690848,0.138528138528139,-0.142937266306606,-0.146551724137931,-0.142492821862161,-0.142937266306606,0.00225728533582671,-0.146551724137931,-0.15,0.15,0.136130904704573,-0.0293905717213145,0.147047775605387,-0.0282558637732583,0.144118907288685,0.143457452087242,0.0235480859010271,0.0337523058820803,0.12,0.0910942003920212,0.021281838316722,0.142500585083898,-0.136605061605062,0.133333333333333,0.0120496894409938,0.181383380547686,0.106112012987013,0.0128208976672149,0.12,-0.0146014042365179,0.09,0.138147548968444,0.137908885483958,-0.185203299486426,-0.185203299486426,-0.0173160173160173,-0.186546869544008,0.02,0.0320442723999596
"NOTCH",-0.0907262277951933,-0.0396911196911197,-0.3,-0.0806060606060606,-0.311111111111111,-0.1,-0.0897435897435898,-0.288163265306122,-0.1,0.0197262479871176,0.0197262479871176,-0.26,-0.0666666666666667,-0.0666666666666667,-0.18,-0.226666666666667,-0.150031123560535,-0.18,-0.0430769230769231,-0.02,-0.033986013986014,-0.0430769230769231,-0.110084745762712,-0.02,0,0,0.150641025641026,0.0421771363893605,0.176215738284704,0.071967291967292,0.0288996717568146,0.0284915084915085,0.0123188405797101,0.0392449796350689,0.0666666666666667,0.114736842105263,-0.013768115942029,0.033986013986014,0.0896774193548387,0,0.0928571428571429,0.0361725067385445,0.21952380952381,0.0861904761904762,0.0555555555555556,0.0662141779788839,0.2,0.299111111111111,0.299111111111111,0.0806060606060606,0.0806060606060606,0.0666666666666667,0.0849538866930171,0,0.1204329004329
"HEY1",0.162671806966425,0.172030366840314,-0.00909090909090909,0.167307692307692,-0.0210909090909091,-0.2,-0.120833333333333,-0.120918195872824,-0.2,0.0199742002063984,0.0199742002063984,-0.129090909090909,-0.166666666666667,-0.190899470899471,0.00545454545454545,-0.129090909090909,-0.196226599984321,0.0107177033492823,0.0682626538987688,0.0705882352941176,0.0760887408552905,0.0682626538987688,-0.135202614379085,0.0705882352941176,0.1,-0.1,0.0460909833052462,0.092063726376922,0.0620799835085549,0.0849275362318841,-0.0868943735787315,-0.0837810485475982,0,-0.0999084046035265,0.22,-0.101943967981704,0.000687547746371277,-0.0751592056229067,-0.00143935283381837,-0.166666666666667,0.0106666666666667,-0.151479787817816,0.125998125585754,0.0106666666666667,0.205714285714286,0.121908602150538,0.12,0.0250909090909091,0.0226518847006652,-0.167307692307692,-0.167307692307692,0.133333333333333,-0.166572398190045,0.1,0.0231786731786732
"FOXC2",0.162671806966425,0.172030366840314,-0.00909090909090909,0.167307692307692,-0.0210909090909091,-0.2,-0.120833333333333,-0.120918195872824,-0.2,0.0199742002063984,0.0199742002063984,-0.129090909090909,-0.166666666666667,-0.190899470899471,0.00545454545454545,-0.129090909090909,-0.196226599984321,0.0107177033492823,0.0682626538987688,0.0705882352941176,0.0760887408552905,0.0682626538987688,-0.135202614379085,0.0705882352941176,0.1,-0.1,0.0460909833052462,0.092063726376922,0.0620799835085549,0.0849275362318841,-0.0868943735787315,-0.0837810485475982,0,-0.0999084046035265,0.22,-0.101943967981704,0.000687547746371277,-0.0751592056229067,-0.00143935283381837,-0.166666666666667,0.0106666666666667,-0.151479787817816,0.125998125585754,0.0106666666666667,0.205714285714286,0.121908602150538,0.12,0.0250909090909091,0.0226518847006652,-0.167307692307692,-0.167307692307692,0.133333333333333,-0.166572398190045,0.1,0.0231786731786732
"SNAI2",0.212702429679356,0.221077636278194,-0.00588235294117647,0.230601226786529,-0.015406162464986,-0.2,-0.188067226890756,-0.165980032991148,-0.2,0.0217497377805748,0.0217497377805748,-0.150980392156863,-0.22,-0.24501454092231,-0.0714912280701754,-0.156862745098039,0.117604356516676,-0.0557017543859649,0.151479787817816,0.164155844155844,0.151479787817816,0.151479787817816,-0.183830825521413,0.164155844155844,0.192727272727273,-0.192727272727273,0.0446650839500748,-0.123923763619198,0.0578717948717949,0.161669523963751,-0.159948763933587,-0.156222055859053,0,-0.192682416028964,0.25,-0.150439486139283,-0.00795660036166365,-0.150945028459527,0.0557017543859649,-0.22,0.00898725687458082,-0.221547060944825,0.156862745098039,0.0104226635731454,0.253448275862069,0.18384187477808,0.133333333333333,0.021389068447892,0.0220101864603143,-0.230601226786529,-0.230601226786529,0.202352941176471,-0.226035016740867,0.1,0.0253579009557948
"SMO",0.140492193890252,0.177686499546965,-0.233333333333333,0.158173076923077,-0.273333333333333,-0.1,-0.0675,-0.239655172413793,-0.1,0.0266949152542373,0.0266949152542373,-0.22,-0.2,-0.173714285714286,-0.0333333333333333,-0.258461538461538,-0.263662835249042,-0.00606060606060606,-0.0625,-0.05,0.0133333333333333,0.03,-0.0947167755991285,0.05,0,-0.1,0.175345622119816,0.0533714477921478,0.2,0.106031746031746,-0.0261444874321727,-0.0201294498381877,0.00833333333333333,-0.0325541984201552,0.2,0.0929824561403509,0.0923076923076923,0.0791666666666667,0.00606060606060606,-0.1,0.0966666666666667,-0.183624421555456,0.243310023310023,0.0823809523809524,0.185714285714286,0.0786111111111111,0.2,0.281666666666667,0.276261261261261,-0.158173076923077,-0.158173076923077,0.08,-0.141894007155635,0,0.124924653405666
"TGF",-0.011629857422421,-0.017645492949552,-0.08,-0.0928571428571428,-0.0688888888888889,-0.133333333333333,-0.0963218390804598,0.0214906832298137,-0.0333333333333333,0.0274853801169591,0.0274853801169591,-0.152380952380952,-0.0733333333333333,-0.00664160401002506,-0.233333333333333,-0.157644110275689,-0.170031454660689,-0.233333333333333,0.0657142857142857,0.0857142857142857,0.0705660377358491,0.08,0.00888888888888889,0.1,0.1,-0.1,-0.0175206611570248,-0.00897961363316276,0.0783549783549784,0.112107265586647,-0.0725995305588156,-0.0692502482621648,0.0274853801169591,-0.0602185685473244,-0.0166666666666667,0.05,0.0645390070921986,-0.0562803234501348,0.222988505747126,0,0.0842424242424242,-0.109215167548501,0.150977443609023,0.0842424242424242,0.0119047619047619,0.0900718390804598,0.166666666666667,0.0736507936507937,-0.0263492063492064,0.0928571428571428,0.0928571428571428,0.106666666666667,0.0964285714285714,0,0.0575757575757576
"TGFR",-0.0143193439749883,-0.0182503316592294,-0.0688888888888889,-0.0964285714285714,-0.0736507936507937,-0.0733333333333333,-0.0900718390804598,0.0228007268979359,0.0166666666666667,0.0286174555886572,0.0286174555886572,-0.157644110275689,-0.106666666666667,-0.00199044121932739,-0.233333333333333,-0.150977443609023,-0.169568491697726,-0.222988505747126,0.0562803234501348,0.0657142857142857,0.0692502482621648,0.0705660377358491,0.00710952945828391,0.08,0.0857142857142857,-0.1,-0.019585557912187,-0.00949068688699581,0.0812121212121212,0.111382627905488,-0.074813879540215,-0.0725995305588156,0.0256996658312448,-0.0622970904872782,0.0119047619047619,0.0561728395061728,0.0645390070921986,-0.054344839579167,0.222269081286695,-0.1,0.0842424242424242,-0.105352506604295,0.146867854567927,0.0845982961285452,0.00664160401002506,0.0872469803233976,0.152380952380952,-0.0263492063492064,-0.0256399864910503,0.0964285714285714,0.0964285714285714,0.0963218390804598,0.101106934001671,0.0333333333333333,0.058455522971652
"ERK",0.248483218829326,0.301154487339563,-0.171428571428571,0.126477966477966,-0.172363150867824,-0.126666666666667,-0.150445087324547,-0.189284855146924,-0.146428571428571,0.0434999308730598,0.0434999308730598,-0.0536243580337491,-0.154666666666667,-0.172324988377336,-0.129487179487179,-0.158624358033749,0.244386471870373,-0.124377690436085,0.0325407925407925,0.0374358974358974,0.0344786524577605,0.0372776346460557,-0.0598143214105521,0.0421727395411606,0.0566666666666667,-0.0614035087719298,0.145581755518936,-0.151177042439436,0.123672157618362,0.143973950297558,-0.0357041274680868,-0.0341069052458646,0.0438468297131672,-0.149474788980266,0.167640692640693,0.186486669748806,0.131902202147769,-0.0287813940445519,0.122438632264339,-0.0666666666666667,0.140987423683512,-0.0418790046607274,0.160574218757983,0.144330888729105,0.180581869111281,0.148995811962228,0.0472413793103448,0.177472639918919,0.17857154101782,-0.126477966477966,-0.126477966477966,0.162863387978142,-0.123067625443863,0.171428571428571,0.115380701615009
"AKT",0.297869245449891,0.288736027698923,-0.367647058823529,0.201568166992825,-0.367647058823529,-0.05,-0.0681623931623932,-0.360914359068403,-0.1,0.0455946877763008,0.0455946877763008,-0.248739495798319,-0.0666666666666667,-0.207591754650578,0.117307692307692,-0.256936217109795,-0.0609006806481932,0.117307692307692,-0.137465626161278,-0.132850241545894,-0.140290484918341,-0.137465626161278,-0.120298085994137,-0.132850241545894,-0.111111111111111,0.111111111111111,0.270425520322546,-0.0918144990383402,0.302596891599449,0.00959219240153363,0.13937058008091,0.140909041619371,0.0509840305892937,0.0235923531421642,0.105882352941176,0.207136752136752,0.114669076080373,0.141376240686418,-0.118527204502814,0.1,0.105074349739896,0.185415162454874,0.259467862679415,0.108104652770199,0.118702865761689,0.0660571300044984,0.242857142857143,0.373338115734099,0.373036000930473,-0.201568166992825,-0.201568166992825,0.0820512820512821,-0.198917564583186,0.1,0.165229940205832
"SRC",0.387792207792208,0.192283405000796,0.0666666666666667,0.113108051731331,0.0541666666666667,0.0333333333333333,-0.032962962962963,0.00473389355742297,0.1,0.0457322551662174,0.0457322551662174,0.157575757575758,-0.0166666666666667,0.0170940170940171,-0.08,0.135353535353535,0.0603106715252473,-0.0657142857142857,0.075,0.075,0.0733606557377049,0.075,-0.0290160414298345,0.075,0.1,-0.2,0.0832218174533775,-0.0349746060040178,-0.0428478331704138,0.0234815337567631,-0.0673640387245549,-0.0684826069572171,-0.0550387596899225,-0.103004041311181,-0.0666666666666667,0.0228571428571429,0.0192568685865607,-0.0733606557377049,0.0621428571428572,-0.2,0.0344298245614035,-0.118842704747333,-0.110825233466743,0.0461415362731152,-0.0282051282051282,0.0359041394335512,-0.166666666666667,-0.0351190476190476,-0.0242099567099567,-0.113108051731331,-0.113108051731331,0.0366666666666667,-0.113108051731331,-0.1,-0.0367969550578246
"Wnt",0.284012539184953,0.271338283597192,-0.3,0.180451127819549,-0.366666666666667,0,-0.0590909090909091,-0.372550607287449,-0.1,0.0465805834528933,0.0465805834528933,-0.2,-0.1,-0.18,0.1,-0.24,-0.00172413793103448,0.114285714285714,-0.125,0,-0.140789473684211,-0.125,-0.132352941176471,-0.1,0,0.1,0.308281573498965,-0.0835918474392117,0.308333333333333,0.0137009803921569,0.136555793457153,0.137218045112782,0.0490196078431372,0.0275,0.2,0.175757575757576,0.125128205128205,0.140789473684211,-0.114285714285714,0,0.116239316239316,0.180606060606061,0.245882352941176,0.104611409262572,0.18,0.0733766233766234,0.1,0.386666666666667,0.38231884057971,-0.180451127819549,-0.180451127819549,0.05,-0.166814764183185,0.1,0.164848484848485
"GSK3",0.181997469735561,0.272579374860404,-0.38231884057971,0.164172447413958,-0.387080745341615,-0.0590909090909091,-0.0598599006376564,-0.372369923018638,-0.18,0.0483411018430693,0.0483411018430693,-0.24958605664488,-0.0733766233766234,-0.177292219274978,0.108403361344538,-0.253345455141121,-0.0029594871600979,0.106305459246636,-0.137871639884024,-0.137218045112782,-0.138460555361915,-0.136555793457153,-0.13351970967917,-0.137218045112782,-0.140789473684211,0.140789473684211,0.302350618710578,-0.0849868899440031,0.32093958672906,0.0103334397677838,0.138278477281585,0.138015319386848,0.0519989304548618,0.0288520427557225,0.1925,0.179252995066949,0.116541749664655,0.139286734223646,-0.106045718986895,0.125,0.105958614341041,0.188197323198311,0.251072727868393,0.102810188553935,0.17985632183908,0.0622522451352641,0.245882352941176,0.386035449174367,0.384496987635906,-0.164172447413958,-0.164172447413958,0.0604733975701718,-0.163332111279504,0.18,0.166651616907502
"DSH",0.281498301682316,0.272473703849485,-0.386666666666667,0.164452559458776,-0.38231884057971,-0.05,-0.0604733975701718,-0.374443288249898,-0.18,0.0487868670733814,0.0487868670733814,-0.245882352941176,-0.0590909090909091,-0.17985632183908,0.114285714285714,-0.24958605664488,-0.00278692460617211,0.108403361344538,-0.137218045112782,-0.140789473684211,-0.136555793457153,-0.137218045112782,-0.135696406222063,-0.140789473684211,-0.125,0.125,0.300910973084886,-0.0854807984063014,0.322693972693973,0.00989548356340422,0.138015319386848,0.138460555361915,0.0558157243479916,0.028498373436536,0.18,0.178787878787879,0.112735521290952,0.137871639884024,-0.106305459246636,0.1,0.101807670944815,0.186523046181568,0.253345455141121,0.105958614341041,0.1925,0.0598599006376564,0.24,0.387080745341615,0.386035449174367,-0.164452559458776,-0.164452559458776,0.0733766233766234,-0.164172447413958,0.2,0.167706716555802
"PI3K",0.3002886002886,0.289149592628617,-0.35,0.207047619047619,-0.367647058823529,-0.1,-0.0820512820512821,-0.362418118466899,-0.1,0.0490193453105474,0.0490193453105474,-0.242857142857143,-0.05,-0.118702865761689,0.125,-0.248739495798319,-0.0616041982361329,0.117307692307692,-0.132850241545894,-0.111111111111111,-0.137465626161278,-0.132850241545894,-0.123050379572119,-0.111111111111111,-0.1,0.1,0.27268115942029,-0.092572074795916,0.304460245636716,0.011578947368421,0.140909041619371,0.140290484918341,0.0467105263157895,0.0251214051299318,0.1,0.202692307692308,0.113917196381125,0.137465626161278,-0.117307692307692,0.1,0.105874349739896,0.18,0.256936217109795,0.105074349739896,0.105882352941176,0.0681623931623932,0.2,0.367647058823529,0.373338115734099,-0.207047619047619,-0.207047619047619,0.0666666666666667,-0.201568166992825,0,0.16629945892241
"SHH",0.176923076923077,0.196623376623377,-0.2,0.2,-0.233333333333333,0,-0.2,-0.25,0,0.05,0.05,-0.1,0,-0.2,-0.1,-0.2,-0.267662835249042,0,0,0,0.05,0.1,-0.125,0.1,0,-0.1,0.183333333333333,0.0505555555555556,0.2,0.117142857142857,-0.0133333333333333,-0.03,0,-0.0240860215053764,0,0.1,0.0666666666666667,0.05,0.0333333333333333,0,0.0666666666666667,-0.219047619047619,0.22,0.0666666666666667,0.1,0.08,0,0.233333333333333,0.273333333333333,-0.2,-0.2,0.1,-0.176923076923077,0,0.133333333333333
"Frizzled",0.282194357366771,0.272664543544141,-0.366666666666667,0.166814764183185,-0.386666666666667,-0.1,-0.0733766233766234,-0.374876188682798,-0.2,0.0535112765222003,0.0535112765222003,-0.24,-0.05,-0.1925,0.114285714285714,-0.245882352941176,-0.00267051017078212,0.114285714285714,-0.140789473684211,-0.125,-0.137218045112782,-0.140789473684211,-0.137114845938375,-0.125,0,0.1,0.30351966873706,-0.0866221504695148,0.326190476190476,0.0106706773618538,0.138460555361915,0.136555793457153,0.0490196078431372,0.0290873015873016,0.18,0.178787878787879,0.114489907255865,0.137218045112782,-0.108403361344538,0.1,0.104611409262572,0.185257223396758,0.24958605664488,0.101807670944815,0.18,0.0604733975701718,0.2,0.38231884057971,0.387080745341615,-0.166814764183185,-0.166814764183185,0.0590909090909091,-0.164452559458776,0.1,0.169535984848485
"TCFLEF",0.276068722030819,0.320828324287082,-0.366666666666667,-0.0337844063764642,-0.375968992248062,0.0833333333333333,0.0560061443932412,-0.286828986104297,0.048051948051948,0.0695014619883041,0.0695014619883041,-0.094808362369338,0.0766666666666667,0.019262326733575,0.0145544396620437,-0.10718931475029,0.284155175815008,0.0165152239757692,-0.208391151332328,-0.204117647058824,-0.216789227543945,-0.214273504273504,-0.0209704455198394,-0.21,-0.194117647058824,0.2,0.315966509083664,-0.0446310162361783,0.230785232125637,-0.0925948828329524,0.12148567657029,0.120111106123555,0.171439712248536,0.0688572481802015,-0.0440519480519481,0.24282204821127,0.0866379928315412,0.21149674139444,-0.017511901716633,0.2,0.0957754993544467,0.566695970695971,0.117393396382943,0.10017320489938,-0.0246971093422706,-0.0578466351907872,0.0728571428571429,0.384380207201333,0.389347094618552,0.0337844063764642,0.0337844063764642,-0.0576190476190476,0.0339158124211422,-0.0571428571428571,0.18868643404788
"Destcompl",0.277781190465349,0.206911120145341,-0.237142857142857,0.100985967650741,-0.239211822660098,0.0777777777777778,0.0554862440479736,-0.222265719537676,-0.133333333333333,0.126002415458937,0.126002415458937,-0.208531468531469,0.0674329501915709,-0.149604492148992,0.114884449667058,-0.214542397493217,0.256180518720191,0.113797493145319,-0.231366267742234,-0.230376168732333,-0.23522691500099,-0.231868706045766,-0.0394291362595651,-0.230376168732333,-0.231746031746032,0.231746031746032,0.324942423713881,-0.137307352465312,0.344621948444346,-0.174696260374846,0.239158512662233,0.238240613631127,0.134651806341872,0.161958519488661,0.13768115942029,0.1423376955785,0.15196222580838,0.234891314124423,-0.115601100359748,0.238888888888889,0.143333333333333,0.29240051948113,0.219183747704188,0.145087719298246,0.1475910693302,-0.0564533620363681,0.196410256410256,0.242369717396941,0.244241638579207,-0.100985967650741,-0.100985967650741,-0.0560043787629995,-0.100515010036926,0.133333333333333,0.186333258100303
"RAS",0.422790697674419,0.322558067325509,-0.26,0.151025641025641,-0.3,-0.1,-0.221333333333333,-0.333809523809524,0,0.129926362297496,0.129926362297496,-0.085,-0.2,-0.135555555555556,-0.1,-0.142894736842105,0.149706582077716,-0.115789473684211,-0.0823529411764706,-0.1,-0.0972465581977472,-0.0823529411764706,-0.216104746317512,-0.1,-0.1,0.1,0.298869223205506,-0.10777997980044,0.21288679245283,0.167790262172285,0.112103825576261,0.109554250505439,0.137142857142857,-0.0400722676306191,0.1,0.194372294372294,0.150592885375494,0.0990196078431373,0.117676266137041,0,0.25021645021645,0.118155467720685,0.160541795665635,0.256338899196042,0.146666666666667,0.239977401129944,0.06,0.329411764705882,0.332382061735585,-0.151025641025641,-0.151025641025641,0.233333333333333,-0.247179487179487,0,0.190738461538462
"AXIN2",0.349734808034579,0.37991259478241,-0.2475,0.155929780497255,-0.270956790123457,0.1,0.0940018315018315,-0.263425840357925,-0.166666666666667,0.175611110552719,0.175611110552719,-0.238373983739837,0.107692307692308,-0.195845410628019,0.18,-0.258000151964137,0.30504045328108,0.176428571428571,-0.288992248062016,-0.288992248062016,-0.289938620301763,-0.288992248062016,-0.0361870088442097,-0.288992248062016,-0.286666666666667,0.286666666666667,0.378656405182218,-0.178599280643429,0.390352219465123,-0.211758740671784,0.295210722680438,0.29240051948113,0.181239237986335,0.190797510434682,0.179710144927536,0.180913765990905,0.192776737908584,0.289621178879626,-0.174401544401544,0.266666666666667,0.183137796181274,0.651162809930012,0.269034634722757,0.184725097768576,0.18695652173913,-0.0903952741247823,0.206666666666667,0.280691303397793,0.286301864453899,-0.155929780497255,-0.155929780497255,-0.102930402930403,-0.158291985221664,0.133333333333333,0.227673354560393
"ZEB1",-0.226892305038774,-0.201369086050008,-0.279885057471264,-0.2075351573628,-0.275537231384308,-0.208333333333333,-0.252339572192513,-0.260862977602108,-0.193333333333333,0.198873548035291,0.198873548035291,-0.154,-0.245833333333333,-0.207483462755249,-0.233333333333333,-0.150470588235294,0.0896963360757563,-0.23921568627451,-0.138262753506656,-0.140185830429733,-0.13163971967774,-0.127473053011073,-0.0578016890781026,-0.131394621638524,-0.152380952380952,0.143589743589744,0.199343280882747,0.0558070383785326,0.22055883510429,0.208793593442817,0.135711835262534,0.134831209039442,0.20412388600725,0.152022705606485,0.209122807017544,0.173996101364522,0.299614176842156,0.142730107458546,0.238389239993518,0.166666666666667,0.317971394170338,0.165493986737102,0.150030059600933,0.318452163401108,0.207483462755249,0.25127195653415,0.15,0.272999160318318,0.272605459530916,0.2075351573628,0.2075351573628,0.250378787878788,0.209582401457288,0.233333333333333,-0.041031116302364
