"","ZEB2","PAK1","EGR1","SUFU","FUS","Patched","SHH","cateninmemb","TCFLEF","HEY1","CD44","cateninnuc","Destcompl","Frizzled","SNAI2","DSH","FOXC2","STAT","Wnt","Ecadherin","GLI","SRC","AKT","cMet","NOTCH","IKK","LIV1","NOTCHic","GSK3","AXIN2","ILK","SMAD","Jagged","NFB","Csl","RAS","RAF","PI3K","DELTA","RKIP","SMO","Csn","TrCP","SNAI1","TWIST1","miR200","KLF4","cfos","MEK","ERK","CDC42","TGFR","TGF","ZEB1","SOSGRB2"
"NFB",-0.0116462996571889,-0.05,-0.0928571428571429,0.08,0.08,0.113333333333333,0.110923694779116,0.142848397239771,0.0317855931286526,0.0993808049535604,0.0292539475590323,0.0299816715600251,0.236314388827579,0.0145299145299145,-0.0604364977976935,0.0222222222222222,-0.079543873567778,-0.0222222222222222,-0.0252991452991453,-0.144541088215098,-0.0286699318159992,-0.0145299145299145,-0.246971256971257,-0.0252991452991453,-0.16144579434902,-0.251415701415701,-0.1,-0.168542568542569,0.318876319758673,-0.0514184397163121,-0.107831408140814,-0.114151110743045,-0.0450403763212485,-0.259523809523809,-0.17012987012987,0.209539417251312,0.20356926799758,0.20356926799758,0.20356926799758,-0.00648031385736304,-0.113333333333333,-0.142857142857143,-0.1,0.0132147435525037,0.0403828197945845,0.00651840475300347,0.00833333333333333,0.0968571428571429,0.0916283846872082,0.0857460317460318,0.0863636363636364,0.0935636363636364,0.0891332566168009,0.0116462996571889,0.138697478991597
"IKK",-0.0112631578947368,-0.05,-0.05,0.1,0.08,0.113333333333333,0.113333333333333,0.140630868200701,0.0292539475590323,0.0993808049535604,0.0252991452991453,0.0317855931286526,0.234653259259472,0.0222222222222222,-0.0600299937326529,0.1,-0.07994227994228,-0.1,-0.0145299145299145,-0.147109306513653,-0.0252991452991453,-0.0222222222222222,-0.251415701415701,-0.0145299145299145,-0.168542568542569,-0.259523809523809,-0.1,-0.17012987012987,0.317307692307692,-0.05,-0.104861111111111,-0.107831408140814,-0.0464792252421118,-0.142857142857143,-0.127272727272727,0.20356926799758,0.20356926799758,0.20356926799758,0.20356926799758,-0.00391621129326047,-0.08,-0.1,0,0.0162284421826407,0.0445098039215686,0.0074247491638796,0.00256410256410256,0.0928571428571429,0.0857460317460318,0.0968571428571429,0.05,0.0863636363636364,0.0935636363636364,0.0112631578947368,0.118697478991597
"SNAI2",0.0190830711139081,-0.0156862745098039,0.0666666666666667,0,-0.02,-0.000792316926770709,-0.000792316926770709,-0.0548262668922404,-0.00732656097218596,0.00468655816757083,-0.0108317156113612,-0.00639488395355242,-0.0658402555865327,-0.00727272727272727,-0.0347780645514612,-0.00727272727272727,-0.0567050392124868,0.00727272727272727,0.00868117797695262,0.00186736807344849,0.0113549747683965,0.00727272727272727,0.0442424871901399,0.00868117797695262,-0.0254727728411939,0.0382183908045977,-0.02,-0.0280701754385965,-0.0652519553555498,0.0304883083113482,-0.00811535881958417,-0.0105077033171918,-0.0099745693020445,0.0416666666666667,-0.0263157894736842,-0.0527867874117076,-0.0532434084162738,-0.0532434084162738,-0.0532434084162738,-0.0186666666666667,-0.00941176470588235,0.0666666666666667,0.1,-0.0184238572196707,0.00114188886467853,-0.0113716567273339,-0.0153846153846154,-0.0607843137254902,-0.0731584525702173,-0.0745098039215686,0.0252100840336134,0.0260647848883143,0.0285492569380037,-0.0190830711139081,0.0616294793779581
"RKIP",0.0298900047824008,0.0333333333333333,-0.13,0.1,0.1,0.12,0.121639344262295,0.0481641305170717,-0.053398356029935,0.0816879597367402,-0.0526990553306343,-0.0546706206609782,0.230626675757411,-0.0666666666666667,-0.0750804336422451,0,0.0513115237253168,0,0.0766666666666667,-0.0552345065355407,0.0574358974358974,0.0666666666666667,-0.205194805194805,0.0719298245614035,-0.225446775446775,-0.214285714285714,0,-0.229292929292929,0.191016548463357,0.030028129395218,-0.102824133504493,-0.105794430534196,-0.122006629476918,-0.214285714285714,-0.211111111111111,0.173992673992674,0.171428571428571,0.171428571428571,0.171428571428571,-0.0495798319327731,-0.1,-0.2,-0.2,-0.00557452271051266,-0.0631105169340464,-0.00682588436866629,-0.0298900047824008,0.18,0.165913426265591,0.176551724137931,-0.0266666666666667,-0.0123809523809524,-0.0114463729417,-0.0298900047824008,0.131174603174603
"RAF",0.0298900047824008,0.0333333333333333,-0.13,0.1,0.1,0.12,0.121639344262295,0.0481641305170717,-0.053398356029935,0.0816879597367402,-0.0526990553306343,-0.0546706206609782,0.230626675757411,-0.0666666666666667,-0.0750804336422451,0,0.0513115237253168,0,0.0766666666666667,-0.0552345065355407,0.0574358974358974,0.0666666666666667,-0.205194805194805,0.0719298245614035,-0.225446775446775,-0.214285714285714,0,-0.229292929292929,0.191016548463357,0.030028129395218,-0.102824133504493,-0.105794430534196,-0.122006629476918,-0.214285714285714,-0.211111111111111,0.173992673992674,0.171428571428571,0.171428571428571,0.171428571428571,-0.0495798319327731,-0.1,-0.2,-0.2,-0.00557452271051266,-0.0631105169340464,-0.00682588436866629,-0.0298900047824008,0.18,0.165913426265591,0.176551724137931,-0.0266666666666667,-0.0123809523809524,-0.0114463729417,-0.0298900047824008,0.131174603174603
"MEK",0.0306836555760516,0.0266666666666667,-0.18,0.1,0.1,0.121639344262295,0.117064180863602,0.0479202280780473,-0.0546706206609782,0.083506141554922,-0.053398356029935,-0.0548564942669262,0.231045085799252,-0.0766666666666667,-0.0741071976325128,-0.0666666666666667,0.0540142264280195,0.0666666666666667,0.0574358974358974,-0.0526844154608595,0.0581351981351981,0.0719298245614035,-0.20401833460657,0.0526990553306343,-0.217417578366483,-0.205194805194805,0,-0.225446775446775,0.191262248709057,0.0336317329988216,-0.105794430534196,-0.10763944898438,-0.123645973739213,-0.214285714285714,-0.229292929292929,0.178119658119658,0.173992673992674,0.173992673992674,0.173992673992674,-0.0508956214064573,-0.12,-0.214285714285714,-0.2,-0.00813862527461522,-0.0642094180329475,-0.00775467693832573,-0.0298900047824008,0.176551724137931,0.0709134262655906,0.165913426265591,-0.0123809523809524,-0.0114463729417,-0.019475570021992,-0.0306836555760516,0.13784126984127
"Ecadherin",0.0323429391711786,0.00963636363636363,0.0527272727272727,-0.1,-0.0666666666666667,-0.0720430107526882,-0.0681060028786724,-0.0684085877988317,0.050305483483903,0.00227767495039504,0.0466940264477884,0.0492784059862373,-0.0834887722533799,0.0466940264477884,0.00505130497762551,0.0490196078431373,-0.0564504054015877,-0.0490196078431373,-0.041521612654685,-0.0972029999582834,-0.0461882793213516,-0.0466940264477884,0.0448100048100048,-0.0423462003608319,0.0066814781210455,0.0331216931216931,-0.0666666666666667,0.00184876436639866,-0.0828111792924779,0.00732656097218596,-0.00423188405797101,-0.00398975330736569,0.0510413692675194,0.0257142857142857,-0.00124401913875598,-0.0485984015436858,-0.0511123680241327,-0.0511123680241327,-0.0511123680241327,-0.0347654485696219,0.0666666666666667,0.04,0.1,-0.0414471065893404,-0.037586762575918,-0.0184257724481188,-0.0245663384903891,-0.0703743315508022,-0.0767054413142952,-0.0755289707260599,-0.00296969696969697,0.00142054693274206,0.00594134259277822,-0.0323429391711786,0.0533590623213265
"ERK",0.0324159390406185,0.0123809523809524,-0.176551724137931,0.1,0.12,0.117064180863602,0.118513456225921,0.0465402832758394,-0.0548564942669262,0.0838474384832497,-0.0546706206609782,-0.0558981609335928,0.230857186513269,-0.0574358974358974,-0.0740170263069943,-0.0766666666666667,0.0531595255733187,0.0719298245614035,0.0581351981351981,-0.0518948514375158,0.0593883309672783,0.0526990553306343,-0.206770628184552,0.053398356029935,-0.219356636538229,-0.20401833460657,0.0666666666666667,-0.217417578366483,0.190808116102336,0.0331439281207728,-0.10763944898438,-0.107031546248818,-0.125151997835599,-0.205194805194805,-0.225446775446775,0.178449691122958,0.178119658119658,0.178119658119658,0.178119658119658,-0.0517312760025576,-0.121639344262295,-0.214285714285714,-0.214285714285714,-0.00929603268202263,-0.0646255067985508,-0.00873506909518848,-0.0291148109839512,0.165913426265591,0.0728632869898246,0.0709134262655906,-0.0114463729417,-0.019475570021992,-0.0208491963956184,-0.0324159390406185,0.131045153336415
"HEY1",0.0356604747162023,0.0136363636363636,0.08,0,-0.1,-0.0666666666666667,-0.0720430107526882,-0.070716280106524,0.0466940264477884,0.00294881588999236,0.0423462003608319,0.050305483483903,-0.0844207387025877,0.0490196078431373,0.00571355663325465,0.0666666666666667,-0.0562215724496426,-0.0666666666666667,-0.0466940264477884,0.0028943710251635,-0.041521612654685,-0.0490196078431373,0.0331216931216931,-0.0466940264477884,0.00184876436639866,0.0257142857142857,-0.1,-0.00124401913875598,-0.0823696781887252,0.0108317156113612,-0.00133333333333333,-0.00423188405797101,0.0489818727000136,0.04,0.0145454545454545,-0.0511123680241327,-0.0474358974358974,-0.0474358974358974,-0.0474358974358974,-0.0403834260977118,0.0666666666666667,0.1,0.1,-0.0404977395007328,-0.0362832244008715,-0.0201017501017501,-0.0296296296296296,-0.0527272727272727,-0.0755289707260599,-0.0703743315508022,-0.00963636363636363,-0.00296969696969697,0.00142054693274206,-0.0356604747162023,0.0533590623213265
"FOXC2",0.0356604747162023,0.0136363636363636,0.08,0,-0.1,-0.0666666666666667,-0.0720430107526882,-0.070716280106524,0.0466940264477884,0.00294881588999236,0.0423462003608319,0.050305483483903,-0.0844207387025877,0.0490196078431373,0.00571355663325465,0.0666666666666667,-0.0562215724496426,-0.0666666666666667,-0.0466940264477884,0.0028943710251635,-0.041521612654685,-0.0490196078431373,0.0331216931216931,-0.0466940264477884,0.00184876436639866,0.0257142857142857,-0.1,-0.00124401913875598,-0.0823696781887252,0.0108317156113612,-0.00133333333333333,-0.00423188405797101,0.0489818727000136,0.04,0.0145454545454545,-0.0511123680241327,-0.0474358974358974,-0.0474358974358974,-0.0474358974358974,-0.0403834260977118,0.0666666666666667,0.1,0.1,-0.0404977395007328,-0.0362832244008715,-0.0201017501017501,-0.0296296296296296,-0.0527272727272727,-0.0755289707260599,-0.0703743315508022,-0.00963636363636363,-0.00296969696969697,0.00142054693274206,-0.0356604747162023,0.0533590623213265
"CD44",0.053968253968254,0.133333333333333,0.3,-0.1,-0.1,-0.15,-0.159090909090909,-0.146666666666667,-0.0556589147286822,-0.116374269005848,-0.0533333333333333,-0.0633512224209899,-0.111426388737313,-0.1,0.0506293706293706,0,-0.0275,-0.1,0.1,0.141075887525784,0.0533333333333333,0,0.346666666666667,0,0.322556390977444,0.3,-0.1,0.285714285714286,-0.0815476190476191,0.05,0.172222222222222,0.170181405895692,0.154965034965035,0.3,0.3,-0.185714285714286,-0.2,-0.2,-0.2,0.155925925925926,0.15,0.2,0.1,0.0419723551302499,0.00483516483516484,-0.0532279314888011,-0.168253968253968,-0.325,-0.315,-0.285,-0.0733333333333333,-0.0233333333333333,-0.00666666666666666,-0.053968253968254,-0.369047619047619
"cateninmemb",0.0658989332824674,-0.0343636363636364,0.0927272727272727,0.1,0.0833333333333333,0.0863575268817204,0.0871449284565236,-0.095211645451194,-0.0565553680755958,0.0100155351951641,-0.0614121551241637,-0.0544078423986584,-0.210061648552012,-0.050843593251254,0.0463730038266076,-0.0392156862745098,-0.10628961834872,0.0392156862745098,0.0611884208374609,0.0362103350243228,0.0625217541707942,0.050843593251254,0.145945165945166,0.0604088106425583,-0.00326137443230755,0.135555555555556,0.0333333333333333,-0.00512011049178711,-0.20687771890716,0.0455474475983898,-0.0167536231884058,-0.0150587079341685,-0.0569379903349761,0.146666666666667,0.0062200956937799,-0.155640499001491,-0.152567873303167,-0.152567873303167,-0.152567873303167,-0.0681400105156124,-0.0895833333333333,0.18,0.2,-0.0790270707978754,0.0846951473326761,-0.038655625359536,-0.0495077355836849,-0.0927272727272727,-0.111518459304997,-0.10406747891284,0.025030303030303,0.0284449371766445,0.0358590420591038,-0.0658989332824674,0.10215762390539
"SOSGRB2",0.0835964912280702,0.0928571428571429,-0.19047619047619,0.2,0.2,0.208108108108108,0.20345694531741,0.047006279006279,-0.0381126729868149,0.0752840909090909,-0.0370600414078675,-0.0371566500422642,0.112069064418058,-0.0428571428571429,-0.0615405991023314,0,-0.0179120879120879,0,0.0511904761904762,-0.040992360884834,0.0410455486542443,0.0428571428571429,-0.319736842105263,0.0472049689440994,-0.330739682852359,-0.328070175438597,0,-0.334965034965035,0.0540221287205859,0.0221328382838284,-0.190322580645161,-0.191021881344462,-0.209610187154222,-0.333333333333333,-0.327272727272727,0.158561495002173,0.164971751412429,0.164971751412429,0.164971751412429,-0.201937134502924,-0.2,-0.3,-0.3,-0.12036460554371,-0.108347826086957,-0.0404007101591867,-0.0835964912280702,0.223809523809524,0.198174798174798,0.21029601029601,-0.102857142857143,-0.099010989010989,-0.098301769152833,-0.0835964912280702,0.173611111111111
"TCFLEF",0.116838871167819,0.123076923076923,0.134285714285714,-0.116666666666667,-0.123333333333333,-0.145529953917051,-0.141235475389443,-0.157294204602636,-0.0848597416113464,-0.0662666286040537,0.0170875665215288,-0.0844301883467416,0.0903115049686962,0.0296078431372549,0.060388814917024,0.0196078431372549,0.198655413752896,-0.0166666666666667,-0.0219155354449472,0.124910168303146,-0.0206732994201025,-0.0266666666666667,-0.00624511393235096,-0.018974358974359,0.0524996915007258,0.00353749476330122,0.0333333333333333,0.0614697911684999,0.0748787128819166,0.0187345543345543,0.0777981316928685,0.0791365638152395,0.122142334597629,0.000311688311688313,0.0555874382273234,0.00535418976685219,0.00706246834766691,0.00706246834766691,0.00706246834766691,-0.0287491389998622,0.147142857142857,-0.0116883116883117,-0.0571428571428571,0.0455938947152336,-0.0910840695597351,-0.0432924772683809,-0.11317004074357,-0.117212543554007,-0.105783972125436,-0.11054587688734,-0.139355992844365,-0.143094310601374,-0.139783052323229,-0.116838871167819,-0.259817595578075
"SMO",0.123022598870057,0.3,0.1,-0.3,-0.333333333333333,-0.225833333333333,-0.231388888888889,0.0270384869680203,-0.0290399137001079,-0.0945054945054945,-0.0377777777777778,-0.0282880340008598,0.21731849545803,0.05,0.0349644225506294,0.1,0.01,0,-0.0625,0.0333005031506626,-0.0680555555555556,0.05,-0.0291428571428571,0.0433333333333333,-0.00424242424242424,-0.0571428571428571,-0.1,-0.0242424242424242,0.215989188804723,0.0385281385281385,0.1,0.0920634920634921,0.0878042328042328,-0.1,-0.0333333333333333,0.117475402504472,0.108173076923077,0.108173076923077,0.108173076923077,0.0195238095238095,0.213333333333333,-0.1,0,0.0185099846390169,0.0214596949891068,-0.0555756479807113,-0.155555555555556,-0.12,-0.127925407925408,-0.143076923076923,-0.24,-0.19,-0.179189189189189,-0.123022598870057,-0.229824561403509
"TWIST1",0.138622833359675,-0.0145454545454545,-0.133333333333333,-0.0333333333333333,0.0444444444444444,0.0281156773211568,0.0315639531832257,0.118126344699523,0.0453273363332354,0.104122431241075,0.0473181479718265,0.0419345818766511,0.126491743028726,0.0357142857142857,-0.050004670941366,0.019047619047619,-0.106907083913836,-0.019047619047619,-0.0409774436090225,-0.0688553449853829,-0.0465774436090226,-0.0357142857142857,-0.202790712112746,-0.04209726443769,-0.0726872009890878,-0.207875457875458,-0.0333333333333333,-0.0783475783475784,0.123319459925053,-0.06483065321775,-0.109063609063609,-0.109393642066909,-0.0580144482675318,-0.226923076923077,-0.0962962962962963,0.100966557412062,0.0951446396038426,0.0951446396038426,0.0951446396038426,-0.127538886234538,-0.0404444444444444,-0.25,-0.2,-0.11263134698563,-0.0966308888162435,-0.108428187122244,-0.142682926829268,0.102898550724638,0.108371187540558,0.102898550724638,0.0283385579937304,0.0220885579937304,0.0177605397704958,-0.138622833359675,0.0752840853527352
"AXIN2",0.155245003309383,0.182916666666667,0.113333333333333,-0.1,-0.107692307692308,-0.119001831501831,-0.121296913469045,0.0807797644959129,0.0984532830927045,-0.0302744210452121,0.0978671166214267,0.0982371136158346,-0.130775241447617,0.0956589147286822,-0.0563260946139188,0.0933333333333333,-0.0602601847800911,-0.0933333333333333,-0.0956589147286822,0.0494059664894528,-0.0981746379991224,-0.0956589147286822,0.100724637681159,-0.0956589147286822,0.0989736164736165,0.0951690821256039,-0.1,0.0955952380952381,-0.129177355316943,-0.0996506271344778,0.0379572118702553,0.0379572118702553,0.111878767530941,0.0821256038647343,0.0866666666666667,-0.0992881465894571,-0.0982382778230529,-0.0982382778230529,-0.0982382778230529,-0.110560380479735,0.117216117216117,0.0777777777777778,0.0666666666666667,-0.125132811819406,-0.110794424066905,-0.113135677743608,-0.160536510364756,-0.120650406504065,-0.127392269217568,-0.125323303700327,-0.179212962962963,-0.177443051458538,-0.176122919445337,-0.155245003309383,-0.170186861603411
"TrCP",0.167516095398502,0.161904761904762,0.24,-0.0476190476190476,-0.0642857142857143,-0.0613386812311543,-0.0653386812311543,-0.0890353306017715,-0.053985767946164,-0.064625040420966,-0.051022804983201,-0.0535719748427157,-0.0919214356777144,-0.0611111111111111,0.089676186636364,-0.05,0.0138944055334497,0.05,0.0532163742690058,0.0833993012293168,0.0507773498787619,0.0611111111111111,0.0976851851851852,0.053003003003003,0.0574725274725275,0.0958333333333333,0.05,0.0530769230769231,-0.0901298701298701,0.0554565170245066,0.0693377709506742,0.068047448370029,0.0407988241308793,0.0958333333333333,0.0576923076923077,-0.12241197242632,-0.122866517880865,-0.122866517880865,-0.122866517880865,0.00328916019523753,0.0675115207373272,0.0833333333333333,0.0333333333333333,-0.0409526346688366,-0.0664108789760964,-0.0818172985237781,-0.16824251886547,-0.235652173913043,-0.234567428150332,-0.230567428150332,-0.156022408963585,-0.151476954418131,-0.153662746767858,-0.167516095398502,-0.198624862486249
"cfos",0.168480725623583,0.157142857142857,0.12,-0.0333333333333333,-0.0476190476190476,-0.0675115207373272,-0.0613386812311543,-0.0883027298691708,-0.051022804983201,-0.0675662168915542,-0.053003003003003,-0.053985767946164,-0.0916206837980151,-0.05,0.0882295320251525,-0.05,0.0104461296713807,0.05,0.0611111111111111,0.0836069136860642,0.0532163742690058,0.05,0.0958333333333333,0.0611111111111111,0.0530769230769231,0.0958333333333333,0.1,0.0576923076923077,-0.091948051948052,0.0548275862068966,0.0677248677248677,0.0693377709506742,0.0389583333333333,0.0833333333333333,0.05,-0.122866517880865,-0.126525054466231,-0.126525054466231,-0.126525054466231,0.00163170163170162,0.0642857142857143,0.0333333333333333,0,-0.0411912981533235,-0.0674978354978355,-0.082832526950174,-0.166603174603175,-0.24,-0.230567428150332,-0.235652173913043,-0.161904761904762,-0.156022408963585,-0.151476954418131,-0.168480725623583,-0.205555555555556
"CDC42",0.168480725623583,0.0571428571428571,0.22,-0.0333333333333333,-0.0476190476190476,-0.0675115207373272,-0.0613386812311543,-0.0883027298691708,-0.051022804983201,-0.0675662168915542,-0.053003003003003,-0.053985767946164,-0.0916206837980151,-0.05,0.0882295320251525,-0.05,0.0104461296713807,0.05,0.0611111111111111,0.0836069136860642,0.0532163742690058,0.05,0.0958333333333333,0.0611111111111111,0.0530769230769231,0.0958333333333333,0.1,0.0576923076923077,-0.091948051948052,0.0548275862068966,0.0677248677248677,0.0693377709506742,0.0389583333333333,0.0833333333333333,0.05,-0.122866517880865,-0.126525054466231,-0.126525054466231,-0.126525054466231,0.00163170163170162,0.0642857142857143,0.0333333333333333,0,-0.0411912981533235,-0.0674978354978355,-0.082832526950174,-0.166603174603175,-0.24,-0.230567428150332,-0.235652173913043,-0.161904761904762,-0.156022408963585,-0.151476954418131,-0.168480725623583,-0.205555555555556
"DELTA",0.175845410628019,0.2,0.1,0,0,-0.0583333333333333,-0.066025641025641,-0.00196817267239802,-0.00610722610722611,-0.166666666666667,-0.00307692307692308,0.00378288378288378,-0.000416988416988418,0,0.0854700854700855,0,0.0242857142857143,0,-0.02,-0.00259649122807018,0.00307692307692308,0,0.0666666666666667,-0.02,-0.0514285714285714,0.0333333333333333,0,-0.08,-0.0325670498084291,0.00571428571428572,0.0666666666666667,0.0714285714285714,0.032987012987013,0,-0.1,-0.0624242424242424,-0.0533333333333333,-0.0533333333333333,-0.0533333333333333,-0.0102564102564103,0.0333333333333333,0,0,-0.0416666666666667,-0.08,-0.0842424242424242,-0.188888888888889,-0.2,-0.22,-0.22,-0.2,-0.188888888888889,-0.184888888888889,-0.175845410628019,-0.22
"RAS",0.204326215022091,0.22,-0.02,0.1,0.1,0.0633333333333333,0.0650282485875706,0.00263587790127448,0.0879175892943102,-0.0399209486166008,0.0802252816020025,0.0899005921271714,-0.127811079555266,0.1,0.0197458858396476,0.1,-0.0690476190476191,-0.1,-0.0823529411764706,0.0363863173727989,-0.0781862745098039,-0.1,-0.143333333333333,-0.0823529411764706,-0.139076464746773,-0.16,0,-0.144736842105263,-0.178966408268734,-0.0723583662714097,-0.0623376623376623,-0.0541743970315399,-0.0536132465996452,-0.166666666666667,-0.15,-0.145769230769231,-0.04,-0.04,-0.04,-0.252899371069182,-0.0833333333333333,-0.2,-0.1,-0.224916420845624,-0.225641025641026,-0.1392,-0.205357142857143,-0.03,-0.055593395252838,-0.0457894736842105,-0.26,-0.26,-0.253069306930693,-0.204326215022091,-0.0683982683982684
"PI3K",0.257121005566646,0.35,0.2,0,-0.05,-0.091025641025641,-0.0993589743589744,-0.0144196715280679,0.116463415402251,-0.075922375811388,0.111378669639539,0.117906714371323,-0.298298348550929,0.111111111111111,0.03045555019154,0.1,-0.0746085946573752,-0.1,-0.106763285024155,0.142211968276857,-0.111378669639539,-0.111111111111111,0.119155354449472,-0.106763285024155,0.210980148883375,0.096078431372549,-0.1,0.198076923076923,-0.368205868205868,-0.0807619047619048,0.0935014005602241,0.0975014005602241,0.088421052631579,0.0666666666666667,0.175,-0.300201862064876,-0.291982683982684,-0.291982683982684,-0.291982683982684,-0.158564964447317,0.0833333333333333,0.0333333333333333,0,-0.206855877616747,-0.208298543936463,-0.138082195459245,-0.26359649122807,-0.228571428571429,-0.264251274280204,-0.246218487394958,-0.355882352941176,-0.355882352941176,-0.350191296030607,-0.257121005566646,-0.368846153846154
"TGF",0.258415736310473,0.22,0.0333333333333333,0.133333333333333,0.113333333333333,0.102988505747126,0.0904885057471264,-0.110989890667177,-0.0536477987421384,0.0572533849129594,-0.0536477987421384,-0.0493415786464446,-0.0653237586100381,-0.0857142857142857,0.0319914812072273,-0.1,-0.00815217391304348,0.1,0.0557142857142857,0.0998471315900662,0.0726954177897574,0.0666666666666667,-0.179949874686717,0.0366666666666667,-0.196091954022989,-0.19047619047619,0,-0.213333333333333,-0.160336097909483,0.0564373897707231,-0.0796969696969697,-0.0780840664711633,-0.110787923416789,-0.233333333333333,-0.253333333333333,0.0136904761904762,0.0208333333333333,0.0208333333333333,0.0208333333333333,-0.206060606060606,-0.113333333333333,-0.233333333333333,-0.2,-0.237479338842975,-0.235925925925926,-0.146668274254481,-0.260233918128655,-0.0476190476190476,-0.0822389306599833,-0.0844611528822055,-0.22,-0.22952380952381,-0.338452380952381,-0.258415736310473,-0.0105263157894737
"TGFR",0.259547811782171,0.22,0.0476190476190476,0.113333333333333,0.113333333333333,0.0904885057471264,0.0944433080070134,-0.111220837549394,-0.0493415786464446,0.0542683102860937,-0.0536477987421384,-0.0508473359537962,-0.0657269844164897,-0.0557142857142857,0.0308340737998199,-0.0857142857142857,-0.0129556673628251,0.0666666666666667,0.0726954177897574,0.0991657005849555,0.07334057908008,0.0366666666666667,-0.177624293291368,0.0536477987421384,-0.20112792524601,-0.179949874686717,0.1,-0.196091954022989,-0.163514582017063,0.0517163597278047,-0.0780840664711633,-0.0741694757238323,-0.11006328573563,-0.19047619047619,-0.213333333333333,0.010766499582289,0.0136904761904762,0.0136904761904762,0.0136904761904762,-0.203203463203463,-0.102988505747126,-0.233333333333333,-0.233333333333333,-0.235414442087813,-0.236993541584289,-0.147548039650376,-0.256662489557226,-0.0844611528822055,-0.0836087936736819,-0.0822389306599833,-0.22952380952381,-0.338452380952381,-0.333487841945289,-0.259547811782171,-0.0315139701104613
"Wnt",0.270109995217599,0.3,0.1,0,0,-0.0772727272727273,-0.0915584415584415,0.00491525423728814,0.112593984962406,-0.061025641025641,0.119736842105263,0.11722974655181,-0.274506141129221,0,0.0193965517241379,0,-0.0670445344129555,-0.1,-0.125,0.10673916301375,-0.119736842105263,-0.1,0.178333333333333,-0.125,0.189285714285714,0.153333333333333,0,0.164285714285714,-0.351253918495298,-0.0806060606060606,0.0743589743589744,0.0906380441264162,0.0827450980392157,0.133333333333333,0.15,-0.245146958304853,-0.240601503759398,-0.240601503759398,-0.240601503759398,-0.163333333333333,0.05,0.1,0.1,-0.219875776397516,-0.220882352941176,-0.142626262626263,-0.272549019607843,-0.2,-0.237647058823529,-0.22,-0.366666666666667,-0.373333333333333,-0.37768115942029,-0.270109995217599,-0.363636363636364
