"","ZEB2","AXIN2","SOSGRB2","Destcompl","DSH","STAT","SRC","cMet","cateninnuc","TCFLEF","CD44","Patched","MEK","KLF4","FOXC2","GSK3","ERK","FUS","NOTCHic","cfos","SNAI2","PAK1","CDC42","RAF","PI3K","DELTA","TGF","TrCP","SUFU","Csl","NFB","miR200","RAS","TGFR","Csn","NOTCH","AKT","EGR1","IKK","SMAD","Jagged","HEY1","SNAI1","ILK","SHH","RKIP","SMO","ZEB1","TWIST1","GLI","Wnt","LIV1","Frizzled","cateninmemb","Ecadherin"
"SOSGRB2",0.000250626566416039,-0.034502200220022,-0.111944444444444,0.130545517122698,0,0,-0.0142857142857143,-0.0273291925465838,-0.0328831972690893,-0.035368856924921,-0.0374741200828157,-0.11981981981982,-0.0819000819000819,0.00596491228070175,0.018962148962149,0.121386461442562,-0.124324324324324,-0.166666666666667,-0.0783216783216783,-0.1,-0.311360652827262,0.0357142857142857,0.0357142857142857,0.0263653483992467,0.0263653483992467,0.0263653483992467,0.0257033746395449,-0.1,-0.2,-0.109090909090909,0.111111111111111,0.0377860188198491,-0.0212371432710416,0.0164835164835165,-0.1,0.0712794248005515,0.0701023391812866,0.133333333333333,0.0742690058479532,0.132856605759832,0.129370461997272,0.108712121212121,0.0491414356787491,0.119569892473118,0.133773308191913,-0.0673611111111111,0.133333333333333,0.0573684210526316,0.00208695652173913,0.0410973084886128,0.030952380952381,0,0.0142857142857143,-0.101735111735112,-0.0870569620372925
"Csn",0.00318941273779984,-0.187956897230091,-0.000260578807794302,0.238564058268128,-0.15,-0.15,-0.153448275862069,-0.149833818030744,-0.148003817323937,-0.148424743361219,-0.149389373586299,-0.0394730717311362,0.0813474025974026,0.00110321051497522,-0.0732296157358321,0.34279401200496,0.0792640692640693,-0.0253968253968254,-0.0896103896103896,0.0857575757575758,-0.104937276593432,-0.0659090909090909,-0.0584464043419267,-0.20108685807445,-0.20108685807445,-0.20108685807445,-0.0570756192002585,-0.02,-0.0142857142857143,-0.0909090909090909,0.128333333333333,-0.0459775352979244,0.202430428132031,-0.0558823017778242,-0.12,0.0905719280719281,0.127533333333333,-0.0766666666666667,0.128333333333333,0.0126221246014892,-0.0306526774209972,0.010265780730897,-0.120016709859175,0.0159640269151139,0.0370140553376936,-0.0946321802671677,0.0405483405483405,-0.0545889164598842,-0.127367928938756,0.149397136808036,0.149833818030744,0.133333333333333,0.153448275862069,-0.0688891184961605,-0.0317658270890584
"CD44",0.00476190476190477,-0.06,0.0142857142857143,0.0851958965404344,0,0.1,0,0.05,-0.0539713774597496,-0.0462790697674419,-0.03,-0.2,-0.025,0.0952380952380952,0.0133333333333333,0.0904761904761905,-0.025,-0.1,-0.114285714285714,0.075,-0.292050172050172,-0.0666666666666667,-0.00666666666666668,0.0619047619047619,0.0619047619047619,0.0619047619047619,0.0127777777777778,0.1,-0.1,-0.1,0.1,-0.057536231884058,-0.0361904761904762,0.0183333333333333,0,0.140601503759398,0.153333333333333,0,0.133333333333333,0.113832199546485,0.152540792540793,0.141520467836257,0.0232854864433812,0.144444444444444,0.154545454545455,-0.0692592592592593,0.2,-0.0523809523809524,-0.0358241758241758,0.03,0.05,-0.1,0.1,0.00338827838827839,-0.0114037563782434
"RKIP",0.0158421807747489,-0.0549109235818097,-0.015047619047619,0.245682035880554,0,0,-0.0333333333333333,-0.0491228070175439,-0.0500107231726356,-0.053318611213348,-0.0568151147098515,-0.0506666666666667,0.0300807043286867,0.0298421807747489,-0.0783819628647215,0.252324665090623,-0.0103448275862069,-0.0666666666666667,-0.161616161616162,0,-0.308642828000233,-0.0666666666666667,-0.0733333333333333,-0.175649350649351,-0.175649350649351,-0.175649350649351,-0.0688384512683578,-0.2,-0.1,-0.188888888888889,0.185714285714286,-0.0216027003565398,0.178213453213453,-0.0828571428571429,-0.2,0.157770007770008,0.163744588744589,0.05,0.160714285714286,0.0800644602329296,0.0434291373595279,0.045876887340302,-0.0595497045675944,0.0632327770646128,0.0752568306010929,-0.152450980392157,0.0466666666666667,-0.0162563366810139,0.0209893048128342,0.061025641025641,0.0533333333333333,0,0.0333333333333333,-0.120498145204028,-0.105399218422034
"RAF",0.0158421807747489,-0.0549109235818097,-0.015047619047619,0.245682035880554,0,0,-0.0333333333333333,-0.0491228070175439,-0.0500107231726356,-0.053318611213348,-0.0568151147098515,-0.0506666666666667,0.0300807043286867,0.0298421807747489,-0.0783819628647215,0.252324665090623,-0.0103448275862069,-0.0666666666666667,-0.161616161616162,0,-0.308642828000233,-0.0666666666666667,-0.0733333333333333,-0.175649350649351,-0.175649350649351,-0.175649350649351,-0.0688384512683578,-0.2,-0.1,-0.188888888888889,0.185714285714286,-0.0216027003565398,0.178213453213453,-0.0828571428571429,-0.2,0.157770007770008,0.163744588744589,0.05,0.160714285714286,0.0800644602329296,0.0434291373595279,0.045876887340302,-0.0595497045675944,0.0632327770646128,0.0752568306010929,-0.152450980392157,0.0466666666666667,-0.0162563366810139,0.0209893048128342,0.061025641025641,0.0533333333333333,0,0.0333333333333333,-0.120498145204028,-0.105399218422034
"cateninnuc",0.0284755172895036,0.17134483583215,0.22179359019286,0.316499841274396,0.0135198135198135,0.0135198135198135,0.0107420357420358,0.0053072531333401,-0.0947584132121583,0.00488256994166662,0.0057040785301655,-0.0253533810768308,0.142761537536169,0.0574071539374031,-0.163805189346173,0.325880709287249,0.137715665976536,-0.0177777777777778,-0.2353421217828,0.137715665976536,0.19751572142097,-0.157714285714286,-0.153098901098901,-0.227644292644293,-0.227644292644293,-0.227644292644293,-0.153018591908518,-0.233333333333333,0.0222222222222222,-0.2353421217828,0.273863636363636,-0.243819540864714,0.228654393654394,-0.153673613742579,-0.270833333333333,0.233523939964618,0.276644886363636,-0.145652173913043,0.275863636363636,0.131859245347649,0.0694899528081121,0.0872793015369197,-0.234491162424302,0.131995670995671,0.0229568669156108,-0.211036206969209,0.0259744990892532,-0.277868593379536,-0.0453656353927123,-0.00711042481441529,-0.00671516789741925,-0.0212121212121212,-0.0121499505061149,0.062118551725333,0.0414393042815937
"RAS",0.0301215022091311,-0.106561264822134,0.1004329004329,0.0994197034894709,-0.1,-0.1,-0.1,-0.0823529411764706,-0.0839080011487447,-0.0802252816020025,-0.0802252816020025,-0.062,0.109592363261094,0.0332142857142857,-0.073015873015873,0.0700129198966409,0.107631578947368,0,-0.0657894736842105,0.155,0.180206350952081,-0.14,-0.08,-0.157179487179487,-0.157179487179487,-0.157179487179487,-0.0731275480489225,-0.1,0.1,-0.05,0.1,-0.179415384615385,0.0667948717948718,-0.0741176470588235,0,0.0827706057596822,0.136666666666667,-0.08,0.12,0.0345701917130488,-0.0186674551547408,0.058498023715415,-0.165290068829892,0.054978354978355,0.0535254237288136,-0.0392578616352201,0.05,-0.209340942562592,-0.0847463175122749,0.0781862745098039,0.0823529411764706,0,0.1,-0.0627460207043436,-0.0508633352330831
"cMet",0.032034632034632,-0.0647619047619048,-0.0257142857142857,0.0831688695134073,-0.1,0,0.05,-0.03,-0.0562312644653993,-0.0539713774597496,-0.0462790697674419,-0.154545454545455,-0.0559090909090909,0.104761904761905,-0.0183122362869198,0.101766513056836,-0.025,-0.2,-0.140601503759398,-0.025,-0.293510026064771,-0.00666666666666668,0.0183333333333333,0.0361904761904762,0.0361904761904762,0.0361904761904762,-0.0170094562647754,0,-0.1,-0.114285714285714,0.133333333333333,-0.062223731884058,-0.0456244384546271,0.0127777777777778,-0.1,0.121452567589186,0.115833333333333,-0.075,0.153333333333333,0.110195835910122,0.128627749062532,0.108187134502924,0.0063363339010083,0.113832199546485,0.126420454545455,-0.117407407407407,0.2,-0.0574314574314574,-0.0594196814421534,0.0481818181818182,0.03,-0.1,0.05,0.00374415027439939,-0.0116582093044521
"Destcompl",0.0384024198640295,-0.300324109507301,-0.0621391029773363,0.12092268769015,-0.246825396825397,-0.246825396825397,-0.245455533811698,-0.243962996498265,-0.24112277732352,-0.242295648307711,-0.242843593513191,-0.219259580671051,0.122713946494814,0.0292098871980583,-0.00957123649161825,0.22521455976936,0.117650655355573,-0.245210727969349,0.0322463768115942,0.114918414918415,-0.327721734847219,0.0330612244897959,0.0254750175932442,-0.0923739387719574,-0.0923739387719574,-0.0923739387719574,0.0207718804400163,-0.133333333333333,-0.255555555555556,0.0289855072463768,0.138923395445135,-0.195249278205672,0.0917459952868711,0.0212644912774547,-0.147619047619048,-0.0340499840260231,0.128590243501244,-0.117948717948718,0.132617089138828,0.109490392648287,-0.195968595285946,0.111588070049609,-0.157197894338593,0.105396825396825,0.217518768291941,-0.142873315470248,0.228067870826492,-0.218335315624862,-0.198735125280358,0.243908848530925,0.244465434801797,0.261111111111111,0.245455533811698,-0.28191070094784,-0.124644598235675
"SMO",0.0449152542372881,-0.224735035079863,-0.267543859649123,-0.337022822139101,-0.2,-0.1,-0.1,-0.08,-0.0490184198359978,-0.056537216828479,-0.0633333333333333,-0.055,-0.0845687645687646,0.0333333333333333,0.163103448275862,-0.340495750204488,-0.0815384615384615,-0.2,0.275757575757576,-0.12,-0.202861521620142,0.333333333333333,0.293333333333333,0.207692307692308,0.207692307692308,0.207692307692308,0.301891891891892,0,-0.3,0.266666666666667,-0.2,0.26585292344786,-0.212343470483005,0.31,0.1,-0.280757575757576,-0.234285714285714,0.1,-0.214285714285714,-0.155079365079365,-0.163703703703704,-0.142124542124542,0.186559139784946,-0.156666666666667,0.055,0.154285714285714,0.08,0.314971751412429,0.0523420479302832,0.170833333333333,0.1875,0.1,0.2,-0.0471294846365313,0.0588315679273298
"SHH",0.05,-0.247619047619048,-0.25,-0.325454545454545,-0.2,-0.1,-0.1,-0.1,-0.0633333333333333,-0.08,-0.1,-0.2,-0.12,0,0.15,-0.305128205128205,-0.1,-0.2,0.2,-0.1,-0.220766283524904,0.2,0.233333333333333,0.2,0.2,0.2,0.293333333333333,0,-0.2,0.1,0,0.266666666666667,-0.207692307692308,0.333333333333333,0,-0.266666666666667,-0.2,0,-0.1,-0.166666666666667,-0.174285714285714,-0.133333333333333,0.166666666666667,-0.133333333333333,0.08,0.14,0.3,0.3,0.025,0.2,0.2,0,0.2,-0.0592114695340502,0.0588888888888889
"PI3K",0.0553818751318629,0.168285714285714,-0.111923076923077,-0.240693106585924,0.1,0.1,0.111111111111111,0.124154589371981,0.123997687621509,0.125440986590581,0.122616127833519,0.15,-0.0914405106304817,0.0635964912280702,0.16537049941928,-0.249110149110149,-0.0963585434173669,0.15,0.15,-0.0904761904761905,0.0783134417758467,0.15,0.155882352941176,0.166770562770563,0.166770562770563,0.166770562770563,0.152695361071258,0.2,0.1,0.15,-0.3,0.235154267531317,-0.165400699756864,0.151882352941176,0.3,-0.137096774193548,-0.293061840120664,0.133333333333333,-0.305882352941176,-0.121246898759504,-0.0345614035087719,-0.105152524131436,0.185374396135266,-0.117246898759504,-0.147222222222222,0.167097608274079,-0.15,0.303228005258289,0.0917014560635373,-0.122616127833519,-0.124154589371981,-0.1,-0.111111111111111,0.150105297451661,0.161362397376561
"Frizzled",0.0563210553480025,0.169400986610289,-0.096969696969697,-0.273804186892755,0,0.1,0.1,0.126315789473684,0.129999170110707,0.130951551063088,0.126315789473684,0.136147186147186,-0.102919389978214,0.0677871148459384,0.0576066283777422,-0.373406478578892,-0.0992156862745098,0.15,0.164285714285714,-0.0933333333333333,0.187572881540302,0.0333333333333333,0.04,0.213568010936432,0.213568010936432,0.213568010936432,0.0433954451345756,0.1,0.1,0.164285714285714,-0.22,0.245637626262626,-0.212780609361629,0.0443478260869565,0.2,-0.150560224089636,-0.21375,0.133333333333333,-0.22,-0.109444063627937,-0.0236504753416518,-0.090747408619749,0.191580400276052,-0.10290200755317,-0.136147186147186,0.165,-0.140909090909091,0.314334417659843,0.19578431372549,-0.126315789473684,-0.126315789473684,-0.1,-0.1,0.181797148237826,0.219326438051851
"Wnt",0.0652319464371114,0.162424242424242,-0.106060606060606,-0.277782966733604,0,0.1,0.1,0.1,0.130951551063088,0.126315789473684,0.126315789473684,0.140909090909091,-0.0992156862745098,0.0725490196078431,0.0529554655870445,-0.370376175548589,-0.0933333333333333,0.1,0.164285714285714,-0.133333333333333,0.180948275862069,0.1,0.0333333333333333,0.209022556390977,0.209022556390977,0.209022556390977,0.0443478260869565,0.1,0,0.15,-0.2,0.236262626262626,-0.213568010936432,0.04,0.1,-0.164285714285714,-0.22,0.1,-0.22,-0.10290200755317,-0.0287009803921569,-0.105641025641026,0.193167701863354,-0.114529914529915,-0.136147186147186,0.14,-0.15,0.303443328550933,0.189117647058824,-0.126315789473684,-0.1,0,0,0.178305084745763,0.213498932224345
"cateninmemb",0.0677840300500345,0.165106063008844,0.218545183714002,0.28370237629185,0.103921568627451,0.103921568627451,0.0922936616507068,0.0931632268680981,0.0896079220515383,0.0897012927331443,0.0908220897443523,0.0508736559139785,0.14971755150045,0.0849976558837318,-0.165846414024956,0.292091847548355,0.150109708363195,0.1,-0.211940018744142,0.157326203208556,0.188376241853631,-0.170909090909091,-0.153575757575758,-0.20592383107089,-0.20592383107089,-0.20592383107089,-0.147886170842639,-0.2,0.166666666666667,-0.210909090909091,0.243809523809524,-0.23668774428551,0.20787913833346,-0.146258684405026,-0.22,0.211568271532247,0.253621933621934,-0.169090909090909,0.254920634920635,0.148633891286802,0.141751277471312,0.106088873621444,-0.21060521985085,0.154202898550725,-0.0548106637879942,-0.190191064508882,-0.05625,-0.261191485823564,0.0588618200849551,-0.0920177995817413,-0.0940177995817413,-0.133333333333333,-0.0922936616507068,0.0579467042535138,-0.0583502221426553
"AXIN2",0.0801032405415718,0.120034794860407,-0.0625081105586014,0.300780986637502,-0.3,-0.3,-0.302325581395349,-0.302325581395349,-0.299589133285944,-0.300324109507301,-0.301379209155601,-0.278159340659341,0.175446892464413,0.0687856147643367,-0.0425811971011034,0.304607189657533,0.174757237291999,-0.269230769230769,0.0266666666666667,0.177560975609756,-0.380787361116586,-0.0154166666666667,0.00310185185185184,-0.150250052326177,-0.150250052326177,-0.150250052326177,0.00289156533647464,-0.133333333333333,-0.2,0.0266666666666667,0.188405797101449,-0.246772751370556,0.150774986709379,0.00487176335627662,-0.166666666666667,-0.0286936936936937,0.186521739130435,-0.18,0.189855072463768,0.14686565447435,-0.232736352953744,0.155984425457042,-0.214786839454843,0.152818035426731,0.270618357052783,-0.19367432746465,0.283516483516484,-0.271938213041998,-0.256491939933455,0.301696650577739,0.302325581395349,0.266666666666667,0.302325581395349,-0.323345442661189,-0.142509906826559
"NOTCHic",0.0938325281803543,-0.112312069481881,-0.100334928229665,-0.153096092086746,-0.12,-0.12,-0.0815384615384615,-0.0724475524475524,-0.0642792540066259,-0.0607678036249465,-0.0603596403596404,0.0507541478129713,0.0142857142857143,0.0783298826777088,-0.0290849242922976,-0.10584528672303,0.0314285714285714,0.0833333333333333,0.13741935483871,0.06,0.04482436586645,-0.0444444444444444,-0.0164444444444444,0.0518840579710145,0.0518840579710145,0.0518840579710145,-0.0279505056731274,0.1,0.133333333333333,0.26,-0.122222222222222,0.172057152866401,-0.0484357821089455,-0.0196702508960573,0.133333333333333,-0.129524617996604,-0.104134366925065,-0.06,-0.111111111111111,-0.0846831106543337,-0.100252095218983,0.0517391304347826,0.0509116809116809,-0.0623809523809524,-0.0711842553398531,0.0610776951719157,-0.0448717948717949,0.255281803542673,0.0412099989340156,0.0584690578238965,0.0724475524475524,0.1,0.0815384615384615,0.106327871039062,0.147296147422847
"DELTA",0.0997584541062802,-0.132857142857143,-0.08,-0.154965250965251,0,0,-0.1,-0.12,-0.0603596403596404,-0.0724475524475524,-0.0815384615384615,0.0833333333333333,0.06,0.138888888888889,-0.0271428571428571,-0.0992337164750958,0.06,0.1,0.26,0,0.0256410256410257,0,-0.1,0.0533333333333333,0.0533333333333333,0.0533333333333333,-0.0164444444444444,0,0,0.2,-0.1,0.127878787878788,-0.0533333333333333,-0.0444444444444444,0,-0.26,-0.122222222222222,0.1,-0.133333333333333,-0.0357142857142857,-0.108051948051948,0.05,0.05,-0.05,-0.0448717948717949,0.00512820512820513,-0.133333333333333,0.21231884057971,0.011,0.0815384615384615,0.12,0,0.1,0.0928278763490031,0.127614035087719
"miR200",0.100116487455197,-0.113658186924296,-0.0437749838813669,-0.142992493973379,-0.08,-0.08,-0.0756521739130435,-0.0714268218003674,-0.072011237384783,-0.0726172979908436,-0.0714268218003674,-0.00447257383966245,-0.0163388991960421,0.0964285714285714,0.0221068362531777,-0.0760511694884131,-0.0197402597402597,-0.02,0.0273891625615764,-0.0242857142857143,-0.109329093321118,0.0458333333333333,0.0360294117647059,0.107994642173747,0.107994642173747,0.107994642173747,0.0304780239177441,0,-0.02,0.0308374384236453,-0.0252631578947368,0.0149905929388247,-0.10824401873235,0.032803605313093,0.02,-0.0279541343129888,-0.0261795999432544,0.0142857142857143,-0.022406015037594,-0.0109446617533282,-0.0127720131063694,-0.0101412429378531,0.0242585192585193,-0.0137659783677483,0.00121170427444506,0.0184686136477152,0.0133333333333333,0.117531362007168,-0.0751430777811146,0.0717746478873239,0.0717746478873239,0.1,0.076,0.0993095353921277,0.181096983245567
"TrCP",0.101500282566203,-0.129062180500047,-0.0749862486248625,-0.167316891814599,-0.11,-0.11,-0.0988888888888889,-0.0880780780780781,-0.0918951310477429,-0.0907916827718808,-0.0870879790681771,0.0597513796438528,0.0228081552444117,0.0873916211293261,-0.035485507912164,-0.0851893939393939,0.024141488577745,0.0404761904761905,0.119230769230769,0.0495652173913044,0.0651901374057893,-0.0238095238095238,-0.0179271708683473,0.0272238163558106,0.0272238163558106,0.0272238163558106,-0.0350906085235883,0.133333333333333,0.0904761904761905,0.126923076923077,-0.0958333333333333,0.167658110775459,-0.0263147254467197,-0.0285332314744079,0.108333333333333,-0.12032967032967,-0.0998294346978557,-0.08,-0.0905701754385965,-0.0822973203618365,-0.104434006475801,-0.0670539730134933,0.0393224907475232,-0.0816521590715139,-0.0817513796438527,0.0560671740782238,-0.0437019969278034,0.253899302377226,0.0227186147186147,0.0842675795179005,0.0857309941520468,0.15,0.0988888888888889,0.127969935775584,0.155094095689532
"LIV1",0.101500282566203,-0.129062180500047,-0.0749862486248625,-0.167316891814599,-0.11,-0.11,-0.0988888888888889,-0.0880780780780781,-0.0918951310477429,-0.0907916827718808,-0.0870879790681771,0.0597513796438528,0.0228081552444117,0.0873916211293261,-0.035485507912164,-0.0851893939393939,0.024141488577745,0.0404761904761905,0.119230769230769,0.0495652173913044,0.0651901374057893,-0.0238095238095238,-0.0179271708683473,0.0272238163558106,0.0272238163558106,0.0272238163558106,-0.0350906085235883,0.133333333333333,0.0904761904761905,0.126923076923077,-0.0958333333333333,0.167658110775459,-0.0263147254467197,-0.0285332314744079,0.108333333333333,-0.12032967032967,-0.0998294346978557,-0.08,-0.0905701754385965,-0.0822973203618365,-0.104434006475801,-0.0670539730134933,0.0393224907475232,-0.0816521590715139,-0.0817513796438527,0.0560671740782238,-0.0437019969278034,0.253899302377226,0.0227186147186147,0.0842675795179005,0.0857309941520468,0.15,0.0988888888888889,0.127969935775584,0.155094095689532
"EGR1",0.101500282566203,-0.129062180500047,-0.0749862486248625,-0.167316891814599,-0.11,-0.11,-0.0988888888888889,-0.0880780780780781,-0.0918951310477429,-0.0907916827718808,-0.0870879790681771,0.0597513796438528,0.0228081552444117,0.0873916211293261,-0.035485507912164,-0.0851893939393939,0.024141488577745,0.0404761904761905,0.119230769230769,0.0495652173913044,0.0651901374057893,-0.0238095238095238,-0.0179271708683473,0.0272238163558106,0.0272238163558106,0.0272238163558106,-0.0350906085235883,0.133333333333333,0.0904761904761905,0.126923076923077,-0.0958333333333333,0.167658110775459,-0.0263147254467197,-0.0285332314744079,0.108333333333333,-0.12032967032967,-0.0998294346978557,-0.08,-0.0905701754385965,-0.0822973203618365,-0.104434006475801,-0.0670539730134933,0.0393224907475232,-0.0816521590715139,-0.0817513796438527,0.0560671740782238,-0.0437019969278034,0.253899302377226,0.0227186147186147,0.0842675795179005,0.0857309941520468,0.15,0.0988888888888889,0.127969935775584,0.155094095689532
"GLI",0.102441286909029,-0.123345410628019,-0.0681327816726047,-0.182041619234331,-0.22,-0.11,-0.0938709677419355,-0.081675845790716,-0.0864169206154728,-0.0849225990374692,-0.081675845790716,-0.041156462585034,0.0857927339695296,0.087985413985414,-0.0331449948400413,-0.197644501572644,0.0830303030303031,-0.0595238095238095,0.0985543766578249,0.118095238095238,0.0728837818443259,0.0733333333333333,0.0871264367816092,-0.020560316906672,-0.020560316906672,-0.020560316906672,0.0666247719647391,0.1,-0.00952380952380952,0.103554376657825,-0.0730994152046784,0.16057428639472,0.0227385347284542,0.0739188896117979,0.0888888888888889,-0.0995067576102059,-0.084515231531209,-0.151428571428571,-0.075140231531209,-0.0884071659775419,-0.104671273442744,-0.0726080842379654,0.0545089833524974,-0.0862450038153798,0.0185227177290669,0.0899582145758908,0.0595238095238095,0.243278289810548,0.0374359567992845,0.088151318179983,0.188576850094877,0.15,0.203870967741936,0.122304360053264,0.145114522999645
"Csl",0.103224793373724,-0.108456028350775,-0.102773952619909,-0.15315703053891,-0.0815384615384615,-0.0815384615384615,-0.0724475524475524,-0.0603596403596404,-0.0645651316509941,-0.0642792540066259,-0.0607678036249465,0.0711842553398531,0.0142857142857143,0.0897584541062802,-0.0348320507290792,-0.104225257267949,0.0142857142857143,0.0448717948717949,0.129524617996604,0.0314285714285714,0.0460920765301339,-0.0164444444444444,-0.0196702508960573,0.0484357821089455,0.0484357821089455,0.0484357821089455,-0.0354334988704063,0.133333333333333,0.0833333333333333,0.13741935483871,-0.111111111111111,0.171839287942654,-0.048068135050122,-0.0279505056731274,0.122222222222222,-0.131342799814786,-0.115762273901809,-0.06,-0.104134366925065,-0.0835719995432226,-0.108585428552316,0.0314776925262859,0.0402397441527876,-0.0846831106543337,-0.0901497725812324,0.0541652527756023,-0.0507541478129713,0.260806665421126,0.039629863493835,0.0584690578238965,0.0584690578238965,0.12,0.0724475524475524,0.107551112629276,0.147063589283313
"SMAD",0.105056195042782,-0.120633140977825,-0.0785862170955339,-0.0640553542581815,-0.104761904761905,-0.0914285714285714,-0.0858730158730159,-0.0741083099906629,-0.0793693053729666,-0.0788627197599981,-0.075199219081572,-0.0560703363914373,0.0389162881379686,0.0933318012058456,-0.0517654028947338,0.0458042472704127,0.039877826599507,-0.0666666666666667,-0.000426929392446633,0.0631336405529954,0.0358830679723806,-0.0380952380952381,-0.033869885982562,-0.0561845025425812,-0.0561845025425812,-0.0561845025425812,-0.046788045745744,0,-0.0166666666666667,0.00761904761904762,0.0349206349206349,0.138358353142944,0.0571713446478443,-0.0400151373792101,-0.0111111111111111,-0.000366721401204161,0.035391223155929,-0.0857142857142857,0.0447245564892624,-0.0613238359813702,-0.00714439324116743,0.0347786746407777,0.0135694345976604,0.0401047354472012,0.0371112285847459,0.0332075950289955,0.0716666666666667,0.218859211206524,0.0549084224213978,0.0864642352052424,0.0857448107448107,0.12,0.0992063492063492,0.0921902682035673,0.131833774063412
"SNAI1",0.108019347756855,-0.129761481199347,-0.0723447391909002,-0.167152418130388,-0.0988888888888889,-0.0988888888888889,-0.0880780780780781,-0.0870879790681771,-0.0912239901081456,-0.0918951310477429,-0.0907916827718808,0.0817513796438527,0.0281893211636942,0.0989181008801049,-0.0419658128676913,-0.0848593609360936,0.0228081552444117,0.0437019969278034,0.12032967032967,0.024141488577745,0.0646872879254004,-0.0179271708683473,-0.0285332314744079,0.0263147254467197,0.0263147254467197,0.0263147254467197,-0.040534156910685,0.108333333333333,0.0404761904761905,0.119230769230769,-0.0905701754385965,0.161990483493999,-0.0268073362841581,-0.0350906085235883,0.0958333333333333,-0.12563579277865,-0.109551656920078,-0.0495652173913044,-0.0998294346978557,-0.0777462748513814,-0.107022241769919,-0.0694349253944456,-0.0629906765122632,-0.0822973203618365,-0.0827222534302605,0.0422596426974707,-0.0597513796438528,0.247872242106624,0.0156416916416916,0.0884723327171692,0.0842675795179005,0.11,0.0857309941520468,0.127313631803217,0.15327307591846
"ZEB1",0.121008894389263,-0.0569175400676971,0.039766081871345,-0.106800433729936,0.0476190476190476,0.041025641025641,0.0434646654158849,0.0395430967884339,0.0378252163981548,0.0372381322494269,0.0353764301217673,0.0607397504456328,0.0223674527079554,0.120422953424255,0.0483584947123475,-0.105173836692178,0.0122352941176471,0.025,0.0806372549019608,0.004,-0.109953465616893,0.0591954022988506,0.0519490254872564,0.115628131965535,0.115628131965535,0.115628131965535,0.0460754893747019,0.0666666666666667,0,0.0708333333333333,-0.0719298245614035,0.0202601978735496,-0.11673049417026,0.0433195838628909,0.0666666666666667,-0.0822901474639443,-0.0899626114466494,0,-0.0899626114466494,-0.0335038960761384,-0.0337465113271304,-0.0292898897303042,-0.0166141194718764,-0.0421577422299845,-0.0539781846093339,-0.0261905599236354,-0.0568181818181818,-0.0206895792569132,-0.122571431043733,-0.0410572789878799,-0.0462119181631377,-0.0333333333333333,-0.0500580720092915,-0.00501560528996286,0.0403391084317589
