"","ZEB2","AXIN2","SOSGRB2","Destcompl","DSH","STAT","SRC","cMet","cateninnuc","TCFLEF","CD44","Patched","MEK","KLF4","FOXC2","GSK3","ERK","FUS","NOTCHic","cfos","SNAI2","PAK1","CDC42","RAF","PI3K","DELTA","TGF","TrCP","SUFU","Csl","NFB","miR200","RAS","TGFR","Csn","NOTCH","AKT","EGR1","IKK","SMAD","Jagged","HEY1","SNAI1","ILK","SHH","RKIP","SMO","ZEB1","TWIST1","GLI","Wnt","LIV1","Frizzled","cateninmemb","Ecadherin"
"DSH",-0.0618328663716246,-0.174886218677799,0.0945306725794531,0.272659148724817,-0.1,-0.1,-0.126315789473684,-0.126315789473684,-0.127594895845347,-0.129999170110707,-0.130951551063088,-0.136147186147186,0.117205104263928,-0.0590492507682685,-0.0537105244816383,0.368534088787709,0.102919389978214,-0.140909090909091,-0.150560224089636,0.0992156862745098,-0.190250413554272,-0.04,-0.0443478260869565,-0.212780609361629,-0.212780609361629,-0.212780609361629,-0.0402595566328334,-0.2,-0.15,-0.164285714285714,0.22,-0.251125431140675,0.213060721406447,-0.0433954451345756,-0.22,0.148462321991734,0.210301724137931,-0.0933333333333333,0.21375,0.117368591929823,0.0236504753416518,0.0960105665144859,-0.192449965493444,0.109444063627937,0.140441664674794,-0.162902097902098,0.136147186147186,-0.318271425533859,-0.197202753441802,0.132198142414861,0.126315789473684,0.1,0.126315789473684,-0.184270646471042,-0.222399308991272
"SNAI2",-0.0601783092091462,-0.11103134232986,-0.152738336713996,-0.166868760314576,-0.0709090909090909,-0.0709090909090909,-0.0566233766233766,-0.0552149259191513,-0.0544345246332628,-0.0544345246332628,-0.0562901947363556,-0.0245378151260504,-0.118865924748278,-0.0771153846153846,0.121047139218889,-0.171749274461564,-0.12156862745098,-0.08,0.129824561403509,-0.127450980392157,0.229775485609439,0.115686274509804,0.110924369747899,0.125759700794764,0.125759700794764,0.125759700794764,0.100280424321345,0.1,-0.1,0.128070175438597,-0.133333333333333,0.162720171127628,-0.127129563808463,0.10152266034619,0.133333333333333,-0.129824561403509,-0.151779531920787,0.133333333333333,-0.150574712643678,-0.107668017675431,-0.0785762518353799,-0.0759644364074744,0.119105890170901,-0.110060362173038,0.0259462658302758,0.109641025641026,0.0388235294117647,0.16698783301867,-0.0371943374700397,0.0568192039940176,0.0552149259191513,0.08,0.0566233766233766,0.132101561307186,0.214964451053578
"AKT",-0.0574366696524109,-0.171534811758638,0.107478632478632,0.239948689712475,-0.111111111111111,-0.111111111111111,-0.124154589371981,-0.122616127833519,-0.122459226083048,-0.123997687621509,-0.125440986590581,-0.147222222222222,0.104098738478583,-0.0576135852451642,-0.163866740020784,0.243868213626278,0.0914405106304817,-0.15,-0.137096774193548,0.0963585434173669,-0.0792179643889121,-0.155882352941176,-0.151882352941176,-0.165400699756864,-0.165400699756864,-0.165400699756864,-0.151789016660382,-0.3,-0.15,-0.15,0.305882352941176,-0.237828064322761,0.167087446744816,-0.152695361071258,-0.3,0.135877261998426,0.190031537090361,-0.0904761904761905,0.293061840120664,0.124277201789807,0.0345614035087719,0.108911922627677,-0.186627528967346,0.121246898759504,0.149327485380117,-0.165234254236812,0.15,-0.303912936765138,-0.0926188872561979,0.126526742358659,0.122616127833519,0.1,0.124154589371981,-0.150614981447584,-0.163180579194743
"ILK",-0.0553818751318629,-0.168285714285714,0.111923076923077,0.240693106585924,-0.1,-0.1,-0.111111111111111,-0.124154589371981,-0.123997687621509,-0.125440986590581,-0.122616127833519,-0.15,0.0914405106304817,-0.0635964912280702,-0.16537049941928,0.249110149110149,0.0963585434173669,-0.15,-0.15,0.0904761904761905,-0.0783134417758467,-0.15,-0.155882352941176,-0.166770562770563,-0.166770562770563,-0.166770562770563,-0.152695361071258,-0.2,-0.1,-0.15,0.3,-0.235154267531317,0.165400699756864,-0.151882352941176,-0.3,0.137096774193548,0.293061840120664,-0.133333333333333,0.305882352941176,0.121246898759504,0.0345614035087719,0.105152524131436,-0.185374396135266,0.117246898759504,0.147222222222222,-0.167097608274079,0.15,-0.303228005258289,-0.0917014560635373,0.122616127833519,0.124154589371981,0.1,0.111111111111111,-0.150105297451661,-0.161362397376561
"Patched",-0.05,0.238528138528139,0.283333333333333,0.333146853146853,0.2,0.1,0.1,0.1,0.056537216828479,0.0633333333333333,0.08,0.08,0.0815384615384615,-0.0333333333333333,-0.17,0.333699633699634,0.12,0.3,-0.266666666666667,0.1,0.211432950191571,-0.233333333333333,-0.333333333333333,-0.207692307692308,-0.207692307692308,-0.207692307692308,-0.31,0,0.2,-0.2,0.1,-0.259523809523809,0.207692307692308,-0.293333333333333,0,0.275757575757576,0.214285714285714,-0.1,0.2,0.156666666666667,0.177989417989418,0.156410256410256,-0.16989247311828,0.166666666666667,-0.055,-0.154285714285714,-0.2,-0.316666666666667,-0.0435185185185185,-0.1875,-0.2,-0.1,-0.2,0.0481003584229391,-0.0540345199568501
"TCFLEF",-0.0458707690944533,0.309964346764347,0.172767695378474,0.280359456165965,-0.00588235294117647,-0.0125,-0.0375,-0.0400641025641026,-0.140460696395826,-0.142007088148403,-0.0425798258345428,-0.0559754224270353,-0.00658038825286212,0.0562022536287242,-0.172427618559583,0.275728409029562,-0.0106620209059233,-0.04,-0.200828949465965,-0.0306620209059233,0.083159608928275,-0.164102564102564,-0.166428145497913,-0.0724215417067403,-0.0724215417067403,-0.0724215417067403,-0.155036798094311,-0.142857142857143,-0.0333333333333333,-0.202789733779691,0.137766233766234,-0.260405952815591,0.0720273235727061,-0.158016930544642,-0.133766233766234,0.200496723552344,0.151756416094425,0.0428571428571429,0.150669459572685,0.128096567102907,0.116645800337097,0.0651950391727725,-0.216513008144807,0.125993316624896,0.0602699009546427,-0.130667676906828,0.0495238095238095,-0.329822567783094,-0.122523333791506,0.0371731635798132,0.033446455505279,0,0.0308823529411765,-0.0138965280474411,-0.00464521803453644
"SUFU",-0.0422923325692878,0.207221543582052,0.252159244264507,0.335151166667753,0.1875,0.08,0.0633333333333333,0.056537216828479,0.0497505170226985,0.0492901589664326,0.0490184198359978,0.049949494949495,0.0995064021329612,-0.0230260789895619,-0.165140799718986,0.344536640575992,0.0880170404308335,0.055,-0.271666666666667,0.0845687645687646,0.189911460730335,-0.31,-0.301891891891892,-0.213653514151128,-0.213653514151128,-0.213653514151128,-0.299208187162361,-0.2,0.08,-0.280757575757576,0.234285714285714,-0.279721670917403,0.214602881239735,-0.302955721679126,-0.214285714285714,0.270079365079365,0.232452983258352,-0.0815384615384615,0.23043956043956,0.167026023799472,0.156746659374367,0.14090226169849,-0.189979151999276,0.162176139272913,-0.0433857883857884,-0.175097832947612,-0.055,-0.331459111004617,-0.0659848395317298,-0.156513916690497,-0.165064102564103,-0.1,-0.170833333333333,0.038801422871534,-0.0668876603613407
"FUS",-0.0393937818446501,0.215418264893527,0.259851551956815,0.335416982723043,0.2,0.1,0.08,0.0633333333333333,0.0492901589664326,0.0490184198359978,0.056537216828479,0.055,0.0880170404308335,-0.0284153005464481,-0.168366606170599,0.346850265254655,0.0845687645687646,0.08,-0.280757575757576,0.0815384615384615,0.194064394151561,-0.293333333333333,-0.31,-0.212343470483005,-0.212343470483005,-0.212343470483005,-0.302955721679126,-0.1,0.2,-0.275757575757576,0.214285714285714,-0.273773715527068,0.213653514151128,-0.301891891891892,-0.2,0.271666666666667,0.23043956043956,-0.12,0.234285714285714,0.162176139272913,0.15888442659527,0.134878165312948,-0.188445932237776,0.155079365079365,-0.049949494949495,-0.173873343151694,-0.055,-0.326628193130221,-0.0612425714904926,-0.165064102564103,-0.170833333333333,-0.1,-0.1875,0.0409842332398833,-0.0634891021739051
"Ecadherin",-0.0241836260570579,-0.0544345246332628,-0.100454394992627,-0.115558414569004,0.0509803921568627,0.0509803921568627,0.0440036479708162,0.0413949523186423,0.0440464557549266,0.0439530850733206,0.0450738820845286,0.0736559139784946,-0.0885590899902604,-0.0407407407407408,0.0836956278196185,-0.120296549373566,-0.0858139919510447,0.0833333333333333,0.0751413209687762,-0.0868449197860963,-0.0686201340192577,0.0585454545454545,0.0465454545454545,0.0748981900452489,0.0748981900452489,0.0748981900452489,0.0530342297406206,0.1,0.0333333333333333,0.0761722488038278,-0.103809523809524,0.123666073219146,-0.0751775196541874,0.049960088691796,0.08,-0.0747695737568803,-0.0938047138047138,0.0927272727272727,-0.0964021164021164,-0.0634030248798119,0.0250828652659316,-0.0440194625745356,0.0590769088648728,-0.0665507246376812,-0.0712937092540852,0.0498354329815004,-0.0833333333333333,0.12342183518456,0.0512636652426334,-0.0445553721087473,-0.0405553721087473,-0.0333333333333333,-0.0440036479708162,0.031800111586697,-0.0868609725088345
"KLF4",-0.0203921568627451,-0.0562901947363556,-0.105717552887364,-0.115465217924083,0.0333333333333333,0.0333333333333333,0.0509803921568627,0.0440036479708162,0.0439530850733206,0.0450738820845286,0.0413949523186423,0.0833333333333333,-0.0858139919510447,-0.0407407407407408,0.0807207994443324,-0.122062553788578,-0.0868449197860963,0.0333333333333333,0.0761722488038278,-0.0927272727272727,-0.0683191105394263,0.0545454545454545,0.0585454545454545,0.0726923076923077,0.0726923076923077,0.0726923076923077,0.049960088691796,0.1,0,0.0709090909090909,-0.08,0.123479853479853,-0.0748981900452489,0.0465454545454545,0.1,-0.0751413209687762,-0.0964021164021164,0.12,-0.103809523809524,-0.0665507246376812,0.0221080368906456,-0.0446906035141329,0.0565452632952526,-0.068,-0.0736559139784946,0.0464646464646465,-0.0833333333333333,0.123895768833849,0.0477254901960784,-0.0405553721087473,-0.0440036479708162,-0.0333333333333333,-0.0509803921568627,0.0326975474841329,0.0129442855242717
"HEY1",-0.0203921568627451,-0.0562901947363556,-0.105717552887364,-0.115465217924083,0.0333333333333333,0.0333333333333333,0.0509803921568627,0.0440036479708162,0.0439530850733206,0.0450738820845286,0.0413949523186423,0.0833333333333333,-0.0858139919510447,-0.0407407407407408,0.0807207994443324,-0.122062553788578,-0.0868449197860963,0.0333333333333333,0.0761722488038278,-0.0927272727272727,-0.0683191105394263,0.0545454545454545,0.0585454545454545,0.0726923076923077,0.0726923076923077,0.0726923076923077,0.049960088691796,0.1,0,0.0709090909090909,-0.08,0.123479853479853,-0.0748981900452489,0.0465454545454545,0.1,-0.0751413209687762,-0.0964021164021164,0.12,-0.103809523809524,-0.0665507246376812,0.0221080368906456,-0.0446906035141329,0.0565452632952526,-0.068,-0.0736559139784946,0.0464646464646465,-0.0833333333333333,0.123895768833849,0.0477254901960784,-0.0405553721087473,-0.0440036479708162,-0.0333333333333333,-0.0509803921568627,0.0326975474841329,0.0129442855242717
"FOXC2",-0.0203921568627451,-0.0562901947363556,-0.105717552887364,-0.115465217924083,0.0333333333333333,0.0333333333333333,0.0509803921568627,0.0440036479708162,0.0439530850733206,0.0450738820845286,0.0413949523186423,0.0833333333333333,-0.0858139919510447,-0.0407407407407408,0.0807207994443324,-0.122062553788578,-0.0868449197860963,0.0333333333333333,0.0761722488038278,-0.0927272727272727,-0.0683191105394263,0.0545454545454545,0.0585454545454545,0.0726923076923077,0.0726923076923077,0.0726923076923077,0.049960088691796,0.1,0,0.0709090909090909,-0.08,0.123479853479853,-0.0748981900452489,0.0465454545454545,0.1,-0.0751413209687762,-0.0964021164021164,0.12,-0.103809523809524,-0.0665507246376812,0.0221080368906456,-0.0446906035141329,0.0565452632952526,-0.068,-0.0736559139784946,0.0464646464646465,-0.0833333333333333,0.123895768833849,0.0477254901960784,-0.0405553721087473,-0.0440036479708162,-0.0333333333333333,-0.0509803921568627,0.0326975474841329,0.0129442855242717
"TGFR",-0.0170952912397582,0.14700138519881,0.0780539311241066,0.0352666997047755,0.142857142857143,0.133333333333333,0.123333333333333,0.113899371069182,0.108343156270974,0.106483103126599,0.106004634227077,0.0772844827586207,0.0423517698355478,-0.0106961243688933,0.0201333776343269,0.00982123632854019,0.0176942355889724,0.04,-0.0460919540229885,0.0110275689223058,0.0657729420919839,0.137777777777778,0.113968253968254,-0.0482142857142857,-0.0482142857142857,-0.0482142857142857,0.0114226612630868,-0.0333333333333333,0.00666666666666668,-0.0633333333333333,0.0333333333333333,-0.213835605131489,0.049968671679198,0.00503968253968254,-0.0333333333333333,0.0424948317208302,0.012280701754386,0.00476190476190476,0.012280701754386,-0.0391806249847807,-0.023452007427803,-0.0574987730592685,-0.160669398983961,-0.0530596285434995,-0.0642901324761348,-0.076017316017316,-0.0710344827586207,-0.272445573126891,-0.151946751021484,-0.115036083818798,-0.123423180592992,-0.1,-0.132857142857143,-0.113285169328659,-0.170660266597764
"IKK",-0.0165664160401002,-0.0490476190476191,0.0262605042016807,-0.232788777966284,-0.05,-0.05,-0.0388888888888889,-0.0311965811965812,-0.0301140579128135,-0.0305359988410836,-0.0265811965811966,-0.0888888888888889,-0.115206349206349,-0.0296703296703297,-0.0173160173160173,-0.328296703296703,-0.117428571428571,-0.12,0.104329004329004,-0.121428571428571,0.2583382576775,0,-0.0111111111111111,0.19491833030853,0.19491833030853,0.19491833030853,-0.0287474747474747,0,-0.1,0.109090909090909,0.0571428571428571,0.0891861761426979,-0.196326781012755,-0.0247474747474747,-0.1,-0.105916305916306,-0.050965250965251,0.05,-0.0428571428571429,0.0583195819581958,0.0223883161512027,0.0594427244582043,0.140952784845915,0.0513888888888889,0.0647509578544061,0.105191256830601,0.1,0.103243107769424,0.0999673202614379,0.0265811965811966,0.0311965811965812,0.1,0.0388888888888889,0.122597504915941,0.141629300452683
"NFB",-0.0146507072278397,-0.0490476190476191,0.035734188412207,-0.23179210022542,-0.0388888888888889,-0.0388888888888889,-0.0311965811965812,-0.0265811965811966,-0.0292513128147743,-0.0301140579128135,-0.0305359988410836,-0.0647509578544061,-0.105402427637722,-0.0181318681318681,-0.0209016746865352,-0.329865330747684,-0.115206349206349,-0.1,0.105916305916306,-0.117428571428571,0.259151265807582,-0.0111111111111111,-0.0247474747474747,0.196326781012755,0.196326781012755,0.196326781012755,-0.0325449431019051,-0.1,-0.12,0.104329004329004,-0.0428571428571429,0.0858629133028187,-0.195829268574944,-0.0287474747474747,-0.0571428571428571,-0.107851789787274,-0.0576319176319176,0.121428571428571,-0.050965250965251,0.061665306865259,0.0223883161512027,0.0665855816010615,0.139582921832216,0.0583195819581958,0.067160596408623,0.101345102984447,0.0888888888888889,0.0997948319073546,0.0945704948646125,0.0310755786036685,0.0265811965811966,0.05,0.0311965811965812,0.122491908295033,0.140987245878044
"TGF",-0.0121896308623998,0.153439153439153,0.0644736842105263,0.0340570222854207,0.1,0.1,0.133333333333333,0.123333333333333,0.106483103126599,0.106004634227077,0.113899371069182,0.0710344827586207,0.0176942355889724,-0.0285532672260361,0.0144565217391304,0.0129997204361197,0.0110275689223058,0.00666666666666668,-0.0633333333333333,-0.00476190476190476,0.0699396087586506,0.16,0.137777777777778,-0.0517857142857143,-0.0517857142857143,-0.0517857142857143,0.00503968253968254,0,0.0666666666666667,-0.0533333333333333,0.0333333333333333,-0.202398654984862,0.0482142857142857,0.113968253968254,-0.0333333333333333,0.0460919540229885,0.012280701754386,-0.0666666666666667,0.0333333333333333,-0.0530596285434995,-0.0256259204712813,-0.0694390715667312,-0.161554354736173,-0.0675757575757576,-0.0772844827586207,-0.0731601731601732,-0.04,-0.262256893881608,-0.145185185185185,-0.123423180592992,-0.132857142857143,0,-0.142857142857143,-0.11005191297762,-0.165549534059434
"MEK",-0.0063183712509394,0.0567127253836115,0.0172698412698413,-0.244217600734111,0.0333333333333333,0.0333333333333333,0.0491228070175439,0.0568151147098515,0.0479661135072081,0.0500107231726356,0.053318611213348,0.0752568306010929,-0.121747370995353,-0.0161166905786705,0.073877458360217,-0.252570365336323,-0.0300807043286867,0.0466666666666667,0.157770007770008,0.0103448275862069,0.309859373012399,0.0733333333333333,0.0828571428571429,0.178213453213453,0.178213453213453,0.178213453213453,0.0637289622172629,0.2,0.0666666666666667,0.161616161616162,-0.160714285714286,0.0188163226475614,-0.17535631035631,0.0688384512683578,0.185714285714286,-0.158499934777307,-0.169626941685765,0,-0.163744588744589,-0.0819094786831141,-0.0524455308021508,-0.0622405237039384,0.0460881661060559,-0.0800644602329296,-0.0889823207971713,0.149819401444788,-0.0506666666666667,0.0202245906492678,-0.0250186088421383,-0.0575291375291375,-0.061025641025641,0,-0.0533333333333333,0.122693267155247,0.104124172884693
"ERK",-0.00112152085723862,0.0552493107494651,0.0172698412698413,-0.244405500020094,0.0533333333333333,0.0491228070175439,0.0568151147098515,0.053318611213348,0.0485216690627636,0.0479661135072081,0.0500107231726356,0.0889823207971713,-0.122025922527387,-0.00603917119882553,0.0685783130610717,-0.24993639621734,-0.121747370995353,0.0506666666666667,0.158499934777307,-0.0300807043286867,0.30796577517651,0.0828571428571429,0.0688384512683578,0.17535631035631,0.17535631035631,0.17535631035631,0.0601575336458344,0.185714285714286,0.0466666666666667,0.157770007770008,-0.163744588744589,0.0119535775495222,-0.177446519377212,0.0637289622172629,0.160714285714286,-0.16542514253354,-0.178801253612371,-0.0103448275862069,-0.169626941685765,-0.0746146458563664,-0.0551563741756448,-0.0659947899155424,0.045625203143093,-0.0819094786831141,-0.0889823207971713,0.132827757990749,-0.0752568306010929,0.0121930945862757,-0.0320921178573948,-0.0537697390328969,-0.0575291375291375,-0.0333333333333333,-0.061025641025641,0.121037333392598,0.101892796296983
