"","ZEB1","miR200","GSK3","ZEB2","EGR1","Destcompl","Wnt","cfos","RAS","SOSGRB2","RAF","DELTA","cMet","SNAI2","MEK","cateninnuc","FUS","Patched","NOTCH","Csn","SNAI1","TrCP","SUFU","Csl","STAT","Ecadherin","RKIP","NOTCHic","Jagged","DSH","SHH","SMO","KLF4","TWIST1","CD44","TCFLEF","HEY1","ILK","AKT","SMAD","SRC","ERK","GLI","AXIN2","cateninmemb","PI3K","Frizzled","LIV1","NFB","IKK","FOXC2","CDC42","TGFR","TGF","PAK1"
"DELTA",0.0719806763285024,0.0242424242424242,-0.0854406130268199,-0.0806763285024155,0.1,-0.0871196911196911,-0.12,0.2,0.0709090909090909,0.04,0.08,0.08,-0.12,0.225641025641026,0.146666666666667,-0.129090909090909,0,0.0166666666666667,-0.145714285714286,0,0.0666666666666667,0,0,0.1,0,0.083578947368421,0.0307692307692308,0.16,0.00025974025974026,0,-0.00897435897435898,0.0333333333333333,-0.111111111111111,-0.03,0.0969230769230769,0.106013986013986,0.0333333333333333,-0.0666666666666667,-0.0666666666666667,-0.0714285714285714,0.1,-0.18,0.0969230769230769,0.0757142857142857,0.0611176147795866,-0.08,0.1,0,0,0.0333333333333333,0.00285714285714285,-0.2,-0.166666666666667,-0.130666666666667,-0.2
"STAT",0.08156715079792,0.00235932741956838,-0.153315531820205,-0.0773713466021158,0.166666666666667,-0.127344557930265,-0.195941558441558,0.146666666666667,0.133045689665815,-0.0714285714285714,0.132299421009098,0.132299421009098,-0.195941558441558,0.214104416395438,0.118330170777989,-0.198820228249463,0,0.0089922480620155,-0.0677543334310896,0,0.0642759276946395,0,0.05,0.0705882352941176,0.185714285714286,0.218959791285202,0.0322265122265122,0.0570747217806041,0.0595500297067766,0.185714285714286,0.00605199972559512,-0.00666666666666667,0.0344820756585462,0.0740391708907451,0.210471472971473,0.201323207987246,-0.0453333333333333,-0.0528180354267311,-0.0640193704600484,-0.059714587150869,0.173214285714286,-0.117254901960784,0.210227272727273,0.131362363127069,0.0633615121458758,-0.132299421009098,0.173214285714286,0.3,-0.08,-0.0657142857142857,0.0428548057259714,-0.110227272727273,-0.104964114832536,-0.0938530037214248,-0.122727272727273
"Destcompl",0.030609004008634,-0.0262070740857266,0.0291247796500173,-0.0768446323950487,0.0487179487179487,-0.0584425644176052,0.0424935252820781,0.0396270396270396,0.0510659937519112,0.115338458432948,0.0454145023861342,0.0454145023861342,0.0430304446456563,-0.105273943977634,0.0363760193600409,0.0404519812105944,0.0950191570881226,0.100466973520395,0.0346853205039142,-0.00952380952380952,0.00635531989345735,-0.0666666666666667,-0.0777777777777778,-0.034484919702311,-0.0523809523809524,-0.0530448724235729,0.0075486479696196,-0.034484919702311,-0.0277364243851444,-0.0523809523809524,-0.0979524667505691,-0.0978762999452655,-0.079895728073817,-0.0211235365479105,-0.0370602953919249,-0.042950706350829,-0.00542346542346542,-0.00674603174603175,-0.0443256086967788,-0.0148162071846282,-0.0345727332028702,-0.0401734877144713,-0.0367421338164009,-0.039237882931936,0.00118329760818586,-0.0454145023861342,-0.0345727332028702,-0.0166666666666667,-0.0530020703933747,-0.0268759442672486,0.0269380157219262,-0.145798733286418,-0.137903996444313,-0.139184784621653,-0.139591836734694
"NOTCHic",0.0764251207729469,0.00311938543152416,-0.104035654349134,-0.0717874396135266,0.18,-0.0911975727396288,-0.106013986013986,0.146666666666667,0.0787051928581164,0.0151196172248804,0.0752569169960474,0.0752569169960474,-0.106013986013986,0.234836135437338,0.110952380952381,-0.117319605149485,0.0166666666666667,0.0207390648567119,-0.0295852534562212,0.0333333333333333,0.0615221815221815,0,0.0333333333333333,0.145714285714286,0.12,0.0929513230044434,0.0328090559270744,0.0295852534562212,0.0218442386654307,0.12,-0.0110616455018732,-0.00897435897435898,-0.059247757073844,-0.00919198379703656,0.129090909090909,0.122968460111317,0.0428316610925307,-0.0614285714285714,-0.0532299741602067,-0.0679033915724563,0.0969230769230769,-0.110952380952381,0.128594631175276,0.0962593590895478,0.0372887223271371,-0.0752569169960474,0.0969230769230769,0.1,-0.0666666666666667,-0.0555555555555556,0.0130612244897959,-0.130666666666667,-0.127440860215054,-0.121708376138621,-0.166666666666667
"Csl",0.0769776069607922,0.00203006081278777,-0.0982919135538468,-0.070682467237836,0.146666666666667,-0.0902834959571791,-0.128594631175276,0.110952380952381,0.0724551928581164,0.0191846578752869,0.0787051928581164,0.0787051928581164,-0.129090909090909,0.231033003446286,0.106604554865424,-0.12069296135303,0.00897435897435898,0.0110616455018732,-0.0432216170925848,-0.0666666666666667,0.0623126953561736,0.0333333333333333,-0.0166666666666667,0.0295852534562212,0.0969230769230769,0.0939978346323504,0.0369565213648624,0.0295852534562212,0.0155942386654307,0.0969230769230769,-0.00588923170876976,-0.0207390648567119,-0.0678191856452726,-0.0143838573862013,0.122968460111317,0.117319605149485,0.0356421186088705,-0.0679033915724563,-0.0509043927648579,-0.0556811693502341,0.106013986013986,-0.110952380952381,0.122143018272051,0.0882902074185966,0.0460043186574124,-0.0787051928581164,0.106013986013986,0.12,-0.0555555555555556,-0.0532299741602067,0.0199577762139338,-0.127440860215054,-0.121708376138621,-0.111050779766739,-0.130666666666667
"ZEB2",-0.168284348574556,-0.15321155351833,-0.141070154193656,-0.066858781669711,-0.0666666666666667,-0.0627200549881324,-0.0545221445221445,-0.0508771929824561,-0.0491164474355053,-0.0478205128205128,-0.0454761904761905,-0.0454761904761905,-0.0445614035087719,-0.0414913869849787,-0.0379739671760045,-0.0361857624570745,-0.0285714285714286,-0.0232752613240418,-0.0210559058427911,-0.0111111111111111,-0.00863620211176024,0,0,0.00256410256410256,0.01,0.0106408253794586,0.0116908212560386,0.0172307692307692,0.0213982586573369,0.0227272727272727,0.0241843522331327,0.0257142857142857,0.025755749540402,0.0266866092618134,0.0288206627680312,0.0291727754440875,0.0307951725693661,0.0334083991126245,0.033984942886812,0.0364571796004293,0.0366666666666667,0.0379739671760045,0.0389258142469152,0.0416551814339783,0.0425556692109791,0.0454761904761905,0.0493939393939394,0.05,0.0513888888888889,0.0536111111111111,0.0628997668997669,0.0779220779220779,0.0799628942486085,0.0847247990105133,0.105194805194805
"CDC42",0.0713670779046082,0.00346744758509465,-0.104166666666667,-0.0654982897113648,0.18,-0.0874267619255608,-0.0911111111111111,0.16,0.0752603751527711,0.0388888888888889,0.0728213507625272,0.0728213507625272,-0.0911111111111111,0.209921003570639,0.122564480471629,-0.0963043241261063,0.0380952380952381,0.0477726574500768,-0.00282051282051282,0.0333333333333333,0.041851060332073,0,0.0333333333333333,0.0166666666666667,0.1,0.0882720605011244,0.0148484848484848,0.00128205128205128,-0.00288194444444444,0.1,-0.0391306821414348,-0.0380952380952381,-0.0537777777777778,-0.0293160173160173,0.11003003003003,0.101119138940921,-0.0606696651674163,-0.064021164021164,-0.0541666666666667,-0.0736985833760027,0.08,-0.120869565217391,0.10953216374269,0.0914778325123153,0.05606252053896,-0.0728213507625272,0.08,0.1,-0.0666666666666667,-0.0541666666666667,-0.00646034023365444,-0.152380952380952,-0.142577030812325,-0.135001273236567,-0.0857142857142857
"PAK1",0.071045534496248,0.00245221915869871,-0.0979848484848485,-0.0645336594862844,0.16,-0.0871260100458615,-0.10953216374269,0.120869565217391,0.0679876478800439,0.0398789878987899,0.0752603751527711,0.0752603751527711,-0.11003003003003,0.205761871563405,0.117231147138295,-0.100028462057141,0.0380952380952381,0.0391306821414348,-0.0138095238095238,-0.0666666666666667,0.0401804159406649,0.0333333333333333,-0.0380952380952381,0.00128205128205128,0.08,0.0872339982173874,0.018715888163402,0.00282051282051282,-0.0120843984321745,0.08,-0.0381306821414348,-0.0477726574500768,-0.0636138433515483,-0.0358377564464521,0.101119138940921,0.0963043241261063,-0.0724343710497692,-0.0736985833760027,-0.0523148148148148,-0.059505034988906,0.0911111111111111,-0.122564480471629,0.100263871059763,0.0826728010657744,0.0639379784144178,-0.0752603751527711,0.0911111111111111,0.1,-0.0541666666666667,-0.0541666666666667,-0.000943098854344096,-0.142577030812325,-0.135001273236567,-0.125711655750229,-0.152380952380952
"LIV1",0.071045534496248,0.00245221915869871,-0.0979848484848485,-0.0645336594862844,0.16,-0.0871260100458615,-0.10953216374269,0.120869565217391,0.0679876478800439,0.0398789878987899,0.0752603751527711,0.0752603751527711,-0.11003003003003,0.205761871563405,0.117231147138295,-0.100028462057141,0.0380952380952381,0.0391306821414348,-0.0138095238095238,-0.0666666666666667,0.0401804159406649,0.0333333333333333,-0.0380952380952381,0.00128205128205128,0.08,0.0872339982173874,0.018715888163402,0.00282051282051282,-0.0120843984321745,0.08,-0.0381306821414348,-0.0477726574500768,-0.0636138433515483,-0.0358377564464521,0.101119138940921,0.0963043241261063,-0.0724343710497692,-0.0736985833760027,-0.0523148148148148,-0.059505034988906,0.0911111111111111,-0.122564480471629,0.100263871059763,0.0826728010657744,0.0639379784144178,-0.0752603751527711,0.0911111111111111,0.1,-0.0541666666666667,-0.0541666666666667,-0.000943098854344096,-0.142577030812325,-0.135001273236567,-0.125711655750229,-0.152380952380952
"SNAI1",0.0696925209661127,0.00274040359673906,-0.0983148814881488,-0.0641646557962475,0.120869565217391,-0.0885514486423528,-0.100263871059763,0.122564480471629,0.0689728695549207,0.0304450256346389,0.0679876478800439,0.0679876478800439,-0.101119138940921,0.206801093822876,0.118128008124842,-0.101887006197564,0.0477726574500768,0.0381306821414348,-0.00850340136054422,-0.0541666666666667,-0.0543035698244597,-0.0666666666666667,-0.0380952380952381,0.00282051282051282,0.0911111111111111,0.0818229680404883,0.017042247996038,0.0138095238095238,-0.00996675137335097,0.0911111111111111,-0.033276313209396,-0.0391306821414348,-0.0633023168717975,-0.0375813461900418,0.0963043241261063,0.100028462057141,-0.0605296091450073,-0.059505034988906,-0.0578703703703704,-0.0586440263788199,0.11003003003003,-0.117231147138295,0.0964247485734744,0.0829059012988746,0.0615545587252987,-0.0679876478800439,0.10953216374269,0.08,-0.0541666666666667,-0.0523148148148148,-0.00488210774888031,-0.135001273236567,-0.125711655750229,-0.129340688008293,-0.142577030812325
"AXIN2",0.0505092506760603,-0.046489365507164,0.0470320952883882,-0.0611534222737402,0.0133333333333333,0.0403306934915994,0.033672814755413,0.0255284552845528,0.0422423321944478,0.0930412115545355,0.0600901012233192,0.0600901012233192,0.033672814755413,-0.075049719303794,0.0193860124872599,0.0463714756686416,0.0730769230769231,0.0778388278388279,0.0157894736842105,-0.0777777777777778,0.0226957742552223,0,-0.05,-0.0157894736842105,-0.02,-0.0360089555350151,0.0366335814722911,-0.0157894736842105,-0.0415793489706533,-0.02,-0.0794781721011229,-0.0778388278388279,-0.0667683955424725,-0.0430135862184544,-0.0484993131781259,-0.039237882931936,-0.0108134213610887,-0.0129284564067173,-0.0277294685990338,-0.000230043708304575,-0.0595348837209302,-0.0152480814527771,-0.0481382235604444,-0.0908662368357913,0.014169128035363,-0.0600901012233192,-0.0595348837209302,-0.0666666666666667,-0.01256038647343,-0.0632850241545894,0.0513856947112217,-0.107191358024691,-0.11427100404239,-0.106680244966483,-0.115833333333333
"NFB",0.0385842191686112,-0.0179274991832459,0.156274509803922,-0.0470378820614755,-0.0357142857142857,0.0624012883326197,-0.0258974358974359,-0.00771428571428571,0.0762322560658531,-0.0340269792127377,0.0831974301952063,0.0831974301952063,-0.0258974358974359,-0.258100466083898,0.00352754435107376,-0.0125419748544047,-0.1,-0.0997445721583653,-0.168840478517898,0.0857142857142857,0.114850523429421,0.1,0.12,0.157575757575758,0.0166666666666667,-0.0335794571507342,0.128702536079585,0.159163059163059,0.0582337016984351,0.0166666666666667,0.0973349336041484,0.0962962962962963,-0.0437728937728938,0.104733893557423,0.0151629726205997,0.0113655042661694,0.119150818222026,0.108759625962596,0.0261947661947662,0.104670406631741,0.00897435897435898,0.00104761904761905,0.0146614808412561,0.0360334346504559,0.026273535662845,-0.0831974301952063,0.00897435897435898,0.05,0.019047619047619,0.0217503217503217,0.172684270134469,0.0484848484848485,0.0428848484848485,0.0466823168392789,0.0666666666666667
"IKK",0.0328370927318296,-0.0146042363433668,0.15,-0.0443558897243108,-0.05,0.0642285308575367,-0.00897435897435898,-0.0357142857142857,0.0831974301952063,-0.0371848739495798,0.0719298245614035,0.0719298245614035,-0.00897435897435898,-0.254035425433492,-0.00104761904761905,-0.0113655042661694,-0.12,-0.0962962962962963,-0.159163059163059,0.1,0.119508057675997,0,0.1,0.190909090909091,0.05,-0.0351845935873313,0.126138433515483,0.157575757575758,0.0704639175257732,0.05,0.0997445721583653,0.1,-0.0399267399267399,0.114575163398693,0.0258974358974359,0.0151629726205997,0.13343653250774,0.123611111111111,0.0217503217503217,0.108759625962596,0.0166666666666667,0.00771428571428571,0.0258974358974359,0.0473809523809524,0.019832141787449,-0.0719298245614035,0.0166666666666667,0.1,0.0857142857142857,0.019047619047619,0.163520923520924,0.0666666666666667,0.0484848484848485,0.0428848484848485,0.1
"Ecadherin",0.0270528810177102,-0.00853766345386457,-0.0993246528778396,-0.0365556419624472,-0.129090909090909,-0.102627765550594,-0.204475053854742,-0.129090909090909,0.0942145697986973,-0.201778459871806,0.0917006033182504,0.0917006033182504,-0.205254664049644,0.228090929783194,-0.122468713821049,-0.213962728729401,-0.183333333333333,-0.217809139784946,-0.201670517143592,-0.08,0.0526580252039741,-0.1,0.166666666666667,0.197224880382775,0.207843137254902,0.0850938652746874,0.0643445461262476,0.206503230898239,0.209704095320761,0.207843137254902,0.211509927186521,0.214583333333333,-0.00759493670886076,0.184432735726196,0.20692690485232,0.213029021913341,0.0670950210468568,0.0504347826086956,-0.0739393939393939,0.0540667438677756,0.214819881440948,0.125998125585754,0.205808387188075,0.104673465509121,-0.0249416222891833,-0.0917006033182504,0.214819881440948,0.166666666666667,-0.0752380952380952,-0.0752380952380952,0.146753523822884,0.136060606060606,0.132645971914265,0.124508539726199,0.118727272727273
"KLF4",0.0265789473684211,-0.0105860805860806,-0.097779399014705,-0.0318163054695563,-0.12,-0.101136619231861,-0.214819881440948,-0.129090909090909,0.0917006033182504,-0.191252144082333,0.0924358974358974,0.0924358974358974,-0.214819881440948,0.223816396369588,-0.125998125585754,-0.213029021913341,-0.166666666666667,-0.214583333333333,-0.206503230898239,-0.1,0.0539238479887842,-0.1,0.2,0.170909090909091,0.166666666666667,0.187138655927073,0.0602246959389817,0.197224880382775,0.209475262368816,0.166666666666667,0.217809139784946,0.183333333333333,0,0.185363834422658,0.205254664049644,0.20692690485232,0.0704507257448434,0.0533333333333333,-0.0752380952380952,0.0504347826086956,0.207843137254902,0.129090909090909,0.204475053854742,0.101993053137987,-0.0204544428020038,-0.0924358974358974,0.207843137254902,0.166666666666667,-0.08,-0.0752380952380952,0.14927068629428,0.118727272727273,0.136060606060606,0.132645971914265,0.122727272727273
"HEY1",0.0265789473684211,-0.0105860805860806,-0.097779399014705,-0.0318163054695563,-0.12,-0.101136619231861,-0.214819881440948,-0.129090909090909,0.0917006033182504,-0.191252144082333,0.0924358974358974,0.0924358974358974,-0.214819881440948,0.223816396369588,-0.125998125585754,-0.213029021913341,-0.166666666666667,-0.214583333333333,-0.206503230898239,-0.1,0.0539238479887842,-0.1,0.2,0.170909090909091,0.166666666666667,0.187138655927073,0.0602246959389817,0.197224880382775,0.209475262368816,0.166666666666667,0.217809139784946,0.183333333333333,0,0.185363834422658,0.205254664049644,0.20692690485232,0.0704507257448434,0.0533333333333333,-0.0752380952380952,0.0504347826086956,0.207843137254902,0.129090909090909,0.204475053854742,0.101993053137987,-0.0204544428020038,-0.0924358974358974,0.207843137254902,0.166666666666667,-0.08,-0.0752380952380952,0.14927068629428,0.118727272727273,0.136060606060606,0.132645971914265,0.122727272727273
"SNAI2",0.0240125865324103,-0.0108430472631764,-0.146846535804313,-0.029679253199077,-0.133333333333333,-0.148658416154103,-0.273155295408817,-0.150980392156863,0.145337591600624,-0.239080459770115,0.145337591600624,0.145337591600624,-0.273155295408817,0.491513594677419,-0.156862745098039,-0.278378769827719,-0.22,-0.264177671068427,-0.262548416495785,-0.133333333333333,0.0473463058930291,-0.1,0.2,0.230263157894737,0.229090909090909,0.361101090146481,0.0508589743589744,0.249561403508772,0.277839503436446,0.229090909090909,0.27544527670223,0.237647058823529,0,0.232996618983149,0.273155295408817,0.274186223243868,0.0850512356841471,0.0641851106639839,-0.128680238194156,0.0646635795635054,0.257662337662338,0.156862745098039,0.272620536050528,0.155564149284137,0.0813910458521125,-0.145337591600624,0.257662337662338,0.22,-0.133333333333333,-0.129885057471264,0.188371366533383,0.172549019607843,0.183660130718954,0.185523484756221,0.172549019607843
"cateninmemb",0.0141826967753926,-0.00167343105890592,-0.0217128905955401,-0.0199455881130202,-0.0890909090909091,-0.0221885141933349,-0.00330911835463937,-0.0832085561497326,0.0276227280770495,-0.101630254882489,0.0256674208144796,0.0256674208144796,-0.0041337060607863,0.0919995143087363,-0.0802168440009556,-0.011593738738911,0,-0.000672043010752688,-0.0742142945815639,-0.02,0.0261537036769575,0,-0.0333333333333333,0.0883253588516746,0.0294117647058824,-0.0259246388596758,0.0345904585872483,0.0790470083362107,0.0132988051428831,0.0294117647058824,-0.00247756328845991,0.0125,-0.00759493670886076,-0.00017032411971617,0.0111571174320238,0.0140213764606663,0.0285550217646546,0.0212173913043478,-0.0163443963443963,0.0263021370670597,0.00848153214774282,0.0821776283146811,0.0106424516879727,0.032048251861645,0.0262096696273945,-0.0256674208144796,0.00848153214774282,0,-0.0152380952380952,-0.0189417989417989,0.0710510241955046,0.0547272727272727,0.0405809312638581,0.0389534448262451,0.0427272727272727
"Csn",0.00861042183622829,-0.00433009696342372,0.121605059889372,-0.0160496277915633,-0.0133333333333333,0.0511980466812889,0.0838318792411023,-0.0133333333333333,0.127148828622363,0.122239132941312,0.122350364131,0.122350364131,0.0838318792411023,-0.0264068440780995,-0.0120481601731602,0.0781245337992439,0.00317460317460317,0.0115812502909277,-0.0922813297813298,-0.095,0.0891074773675901,-0.02,-0.0142857142857143,0.0964646464646465,-0.0833333333333333,-0.0107150613849228,0.102737430777801,0.0951659451659452,-0.0120121407227255,-0.0833333333333333,-0.0132205945532228,-0.0062049062049062,-0.0190303813833226,-0.0887213651238897,-0.0789429903522135,-0.080229163985654,0.00815891472868217,0.00203416149068323,-0.106033333333333,-0.000793602005460729,-0.0729885057471264,0.00683982683982684,-0.0790283857913207,-0.0642957192319799,0.0243953789561651,-0.122350364131,-0.0729885057471264,-0.0666666666666667,-0.103333333333333,-0.0908333333333333,0.0623837914399456,-0.123371777476255,-0.123371777476255,-0.125519748836637,-0.115909090909091
"RAS",-0.0218409425625921,0.0524307692307692,-0.110826873385013,0.0146023564064801,0.02,-0.080041846902312,-0.102941176470588,-0.03,-0.0798717948717949,0.0792207792207792,0.0335897435897436,0.0335897435897436,-0.102941176470588,0.301060291954264,-0.008328173374613,-0.104752353058451,-0.1,-0.103333333333333,-0.197418073485601,-0.1,-0.000560471976401181,0,0.1,0.2,0.1,0.072940951523341,0.0715283018867924,0.184210526315789,0.127498521584861,0.1,0.0914689265536723,0.0833333333333333,0.0135714285714286,-0.0715875613747954,0.109324155193992,0.112401078270916,0.0713438735177866,0.067965367965368,-0.0555555555555556,0.0761286332714904,0.05,0.0142105263157895,0.107107843137255,0.081501976284585,-0.00539129407842994,-0.0335897435897436,0.05,0,-0.0666666666666667,-0.1,-0.0690476190476191,-0.02,-0.02,-0.00316831683168316,-0.02
"FOXC2",-0.0265789473684211,0.0105860805860806,0.097779399014705,0.0318163054695563,0.12,0.101136619231861,0.214819881440948,0.129090909090909,-0.0917006033182504,0.191252144082333,-0.0924358974358974,-0.0924358974358974,0.214819881440948,-0.223816396369588,0.125998125585754,0.213029021913341,0.166666666666667,0.214583333333333,0.206503230898239,0.1,-0.0539238479887842,0.1,-0.2,-0.170909090909091,-0.166666666666667,-0.187138655927073,-0.0602246959389817,-0.197224880382775,-0.209475262368816,-0.166666666666667,-0.217809139784946,-0.183333333333333,0,-0.185363834422658,-0.205254664049644,-0.20692690485232,-0.0704507257448434,-0.0533333333333333,0.0752380952380952,-0.0504347826086956,-0.207843137254902,-0.129090909090909,-0.204475053854742,-0.101993053137987,0.0204544428020038,0.0924358974358974,-0.207843137254902,-0.166666666666667,0.08,0.0752380952380952,-0.14927068629428,-0.118727272727273,-0.136060606060606,-0.132645971914265,-0.122727272727273
"cateninnuc",-0.0394973201548834,0.0052403489442514,0.0302604451762311,0.0466865481728896,0.128985507246377,0.0321809606044489,0.172420764663171,0.127398205659075,-0.0428083378083378,0.196784644989149,-0.0421349371349371,-0.0421349371349371,0.173752575926489,-0.259259795138564,0.124169776905156,0.078338433312356,0.163333333333333,0.158588399008926,0.228022532512087,0.0208333333333333,-0.119300538723309,0.0333333333333333,-0.133333333333333,-0.227620841180163,-0.171095571095571,-0.204813204745921,-0.129471279754158,-0.225295259784814,-0.179435894809497,-0.171095571095571,-0.164470751950103,-0.161693989071038,0.0118943334245825,-0.118731322422455,-0.179308131482045,-0.179084083685181,-0.0708041627246925,-0.0512106782106782,0.0222073863636364,-0.0494371447863944,-0.168317793317793,-0.122334914519835,-0.177954361501116,-0.0553503541900485,0.0523332296075038,0.0421349371349371,-0.166985982054475,-0.178787878787879,0.0238636363636364,0.0198636363636364,-0.134637357178341,-0.103692307692308,-0.0990946065428824,-0.100841331433712,-0.116
"NOTCH",-0.0904991948470209,-0.00138528138528138,0.0990769766631836,0.062157809983897,-0.2,0.0955309060729621,0.0969230769230769,-0.18,-0.0752569169960474,-0.0242105263157895,-0.0709090909090909,-0.0709090909090909,0.0969230769230769,-0.234635734635735,-0.110952380952381,0.122968460111317,0.0333333333333333,-0.00897435897435898,0.0295852534562212,0,-0.0620512820512821,0,0,-0.16,-0.1,-0.0811595925297114,-0.0342175066312997,-0.145714285714286,-0.00396344396344396,-0.1,0.0207390648567119,0.0166666666666667,0.0806763285024155,0.0249152542372881,-0.106013986013986,-0.129090909090909,-0.0289855072463768,0.0714285714285714,0.0555555555555556,0.0614285714285714,-0.12,0.146666666666667,-0.106013986013986,-0.0851482479784367,-0.0354631645178065,0.0709090909090909,-0.12,0,-0.0333333333333333,0.0666666666666667,-0.0130612244897959,0.166666666666667,0.130666666666667,0.127440860215054,0.2
"TrCP",-0.071045534496248,-0.00245221915869871,0.0979848484848485,0.0645336594862844,-0.16,0.0871260100458615,0.10953216374269,-0.120869565217391,-0.0679876478800439,-0.0398789878987899,-0.0752603751527711,-0.0752603751527711,0.11003003003003,-0.205761871563405,-0.117231147138295,0.100028462057141,-0.0380952380952381,-0.0391306821414348,0.0138095238095238,0.0666666666666667,-0.0401804159406649,-0.0333333333333333,0.0380952380952381,-0.00128205128205128,-0.08,-0.0872339982173874,-0.018715888163402,-0.00282051282051282,0.0120843984321745,-0.08,0.0381306821414348,0.0477726574500768,0.0636138433515483,0.0358377564464521,-0.101119138940921,-0.0963043241261063,0.0724343710497692,0.0736985833760027,0.0523148148148148,0.059505034988906,-0.0911111111111111,0.122564480471629,-0.100263871059763,-0.0826728010657744,-0.0639379784144178,0.0752603751527711,-0.0911111111111111,-0.1,0.0541666666666667,0.0541666666666667,0.000943098854344096,0.142577030812325,0.135001273236567,0.125711655750229,0.152380952380952
"EGR1",-0.071045534496248,-0.00245221915869871,0.0979848484848485,0.0645336594862844,-0.16,0.0871260100458615,0.10953216374269,-0.120869565217391,-0.0679876478800439,-0.0398789878987899,-0.0752603751527711,-0.0752603751527711,0.11003003003003,-0.205761871563405,-0.117231147138295,0.100028462057141,-0.0380952380952381,-0.0391306821414348,0.0138095238095238,0.0666666666666667,-0.0401804159406649,-0.0333333333333333,0.0380952380952381,-0.00128205128205128,-0.08,-0.0872339982173874,-0.018715888163402,-0.00282051282051282,0.0120843984321745,-0.08,0.0381306821414348,0.0477726574500768,0.0636138433515483,0.0358377564464521,-0.101119138940921,-0.0963043241261063,0.0724343710497692,0.0736985833760027,0.0523148148148148,0.059505034988906,-0.0911111111111111,0.122564480471629,-0.100263871059763,-0.0826728010657744,-0.0639379784144178,0.0752603751527711,-0.0911111111111111,-0.1,0.0541666666666667,0.0541666666666667,0.000943098854344096,0.142577030812325,0.135001273236567,0.125711655750229,0.152380952380952
"cfos",-0.0713670779046082,-0.00346744758509465,0.104166666666667,0.0654982897113648,-0.08,0.0874267619255608,0.0911111111111111,-0.16,-0.0752603751527711,-0.0388888888888889,-0.0728213507625272,-0.0728213507625272,0.0911111111111111,-0.209921003570639,-0.122564480471629,0.0963043241261063,-0.0380952380952381,-0.0477726574500768,0.00282051282051282,-0.0333333333333333,-0.041851060332073,0,-0.0333333333333333,-0.0166666666666667,-0.1,-0.0882720605011244,-0.0148484848484848,-0.00128205128205128,0.00288194444444444,-0.1,0.0391306821414348,0.0380952380952381,0.0537777777777778,0.0293160173160173,-0.11003003003003,-0.101119138940921,0.0606696651674163,0.064021164021164,0.0541666666666667,0.0736985833760027,-0.08,0.120869565217391,-0.10953216374269,-0.0914778325123153,-0.05606252053896,0.0728213507625272,-0.08,-0.1,0.0666666666666667,0.0541666666666667,0.00646034023365444,0.152380952380952,0.142577030812325,0.135001273236567,0.185714285714286
"SOSGRB2",-0.096578947368421,0.0234932768233306,-0.158434686709582,0.116578947368421,-0.0238095238095238,-0.0767595938736878,0.0797619047619048,-0.0349206349206349,-0.069187309865276,-0.0391666666666667,-0.0717514124293785,-0.0717514124293785,0.084472049689441,-0.238746558761474,-0.0508092508092508,0.073400706021434,-0.0333333333333333,-0.0193693693693694,0.0923372402245642,0,-0.0998379530916844,-0.1,0,-0.0727272727272727,0,-0.17976162408368,-0.0679459064327485,-0.0881118881118881,0.0039877235641484,0,0.0263461135554159,0.0166666666666667,0.116578947368421,0.0503478260869565,-0.0685300207039337,-0.0632668628091969,0.0310606060606061,0.0462365591397849,0.0097953216374269,0.0427400556432814,-0.0714285714285714,0.0538395538395539,-0.0638198757763975,-0.0403946644664466,-0.133355446355446,0.0717514124293785,-0.0714285714285714,0,0.0111111111111111,-0.0152046783625731,-0.0617582417582418,0.155714285714286,0.124945054945055,0.117143636505339,0.185714285714286
"MEK",-0.118695953178019,0.0133923067601002,-0.107317084976659,0.117091526041311,0.01,0.0110113259363489,0.0961538461538462,-0.000344827586206899,-0.197950937950938,-0.132190476190476,-0.204617604617605,-0.204617604617605,0.101417004048583,-0.398482552077018,-0.0858058204940083,0.109724600705736,0.0866666666666667,0.0730273224043716,0.200501364005014,0.0428571428571429,-0.235258367666802,0,-0.0666666666666667,-0.207070707070707,-0.1,-0.192869362619155,-0.226665929529707,-0.207070707070707,-0.100487369931969,-0.1,-0.0645305903782278,-0.0746666666666667,0.121138211382114,0.168010845363787,-0.0965218991534781,-0.111025715947371,-0.0533185513673319,-0.0309681321148803,0.0509899414311179,-0.0424072465060242,-0.105263157894737,0.00247248716067498,-0.0912587412587413,-0.0557744453314074,-0.118374076064176,0.204617604617605,-0.1,0,0.00535714285714285,0.0568722943722944,-0.0515042894353239,0.241904761904762,0.231624388072986,0.230164534058388,0.28
