"","ZEB1","miR200","GSK3","ZEB2","EGR1","Destcompl","Wnt","cfos","RAS","SOSGRB2","RAF","DELTA","cMet","SNAI2","MEK","cateninnuc","FUS","Patched","NOTCH","Csn","SNAI1","TrCP","SUFU","Csl","STAT","Ecadherin","RKIP","NOTCHic","Jagged","DSH","SHH","SMO","KLF4","TWIST1","CD44","TCFLEF","HEY1","ILK","AKT","SMAD","SRC","ERK","GLI","AXIN2","cateninmemb","PI3K","Frizzled","LIV1","NFB","IKK","FOXC2","CDC42","TGFR","TGF","PAK1"
"TCFLEF",0.114829213184476,-0.0190342321667623,0.0415337146466691,-0.200127547403863,-0.127142857142857,0.0414677823973717,-0.0911186525892408,-0.11006968641115,0.11141892449926,-0.00558820819898665,0.0989353502548449,0.0989353502548449,-0.0940598290598291,-0.171781992856776,-0.11632818981251,-0.00268115219194775,-0.163333333333333,-0.147434715821813,-0.219931965979812,-0.0220779220779221,0.24357541342897,-0.0857142857142857,0.183333333333333,0.220133907221425,0.0833333333333333,0.0414500615012511,0.231067180970749,0.212290769966523,0.139907271408248,0.0803921568627451,0.148661709686843,0.149047619047619,-0.0968853450471098,-0.0560219252455707,0.109783099500081,-0.00109891653657458,0.0746079233672725,0.0512268550163287,-0.0737329010400539,0.0326800098920457,0.0983333333333333,0.112926829268293,0.106025484887377,0.0345323565323565,0.0705284306514785,-0.0989353502548449,0.0953921568627451,0.133333333333333,-0.0820779220779221,-0.0498198575617931,0.193350459360575,-0.249373881932021,-0.247504723053517,-0.246842471397888,-0.230769230769231
"CD44",0.165079365079365,-0.0532279314888011,0.0613095238095238,-0.193650793650794,0.1,0.0437247626323257,-0.15,0.1,0.133333333333333,0.030952380952381,0.119047619047619,0.119047619047619,-0.25,0.331246531246531,0.08,-0.187161598091831,-0.1,-0.1,-0.230075187969925,0.1,0.21501860712387,0,0.1,0.2,0.1,0.241805992834654,0.218888888888889,0.214285714285714,0.130722610722611,0,0.0909090909090909,0.1,-0.103174603174603,-0.166593406593407,0.183333333333333,0.181007751937984,0.0730994152046784,0.0666666666666667,-0.02,0.0482993197278912,0.2,-0.08,0.183333333333333,0.14,0.12481684981685,-0.119047619047619,0.1,0.1,0,0,0.11375,-0.26,-0.26,-0.243333333333333,-0.2
"Patched",0.075,-0.00952380952380952,-0.0183150183150183,-0.191666666666667,0.1,-0.0321678321678322,-0.25,0,0.0230769230769231,-0.116666666666667,0.0230769230769231,0.0230769230769231,-0.15,0.284137931034483,0.0123076923076923,-0.17319309600863,-0.1,-0.253333333333333,-0.227272727272727,0,0.150537634408602,0,0,0.2,0.1,0.137610571736785,0.148571428571429,0.2,0.166560846560847,0.2,0.240833333333333,0.133333333333333,-0.161111111111111,0.0111111111111111,0.183333333333333,0.172222222222222,0.0435897435897436,0.0333333333333333,-0.0357142857142857,0.0433333333333333,0.1,-0.02,0.275,0.0658008658008658,-0.0634767025089606,-0.0230769230769231,0.2,0.1,-0.1,-0.05,0.135,0.0333333333333333,0.0133333333333333,0.0133333333333333,0.0333333333333333
"FUS",0.0815716959550795,-0.00803239455952829,-0.0158017865067253,-0.180415756819521,0.02,-0.0366933796130876,-0.263888888888889,0.0123076923076923,0.026133691635875,-0.129622132253711,0.0230769230769231,0.0230769230769231,-0.172222222222222,0.290655841609844,0.0133526243871071,-0.184262890058973,-0.253333333333333,-0.2575,-0.235,-0.05,0.164329188766194,-0.1,0.133333333333333,0.227272727272727,0.15,0.130705653372533,0.143244968090329,0.237272727272727,0.164194237266526,0.25,0.254469696969697,0.240833333333333,-0.166302367941712,0.00744618964514252,0.17319309600863,0.183719411798104,0.0593247332377767,0.0449206349206349,-0.0598681318681319,0.0429851510496672,0.183333333333333,-0.0213986013986014,0.263888888888889,0.0575978244643912,-0.0617754134344546,-0.0230769230769231,0.275,0.1,-0.0357142857142857,-0.0637142857142857,0.138130671506352,0.0133333333333333,0.0295495495495495,0.0221027410389113,0.0133333333333333
"TGF",0.182926750340938,-0.0100497682394234,0.146609511384462,-0.165608025333426,0.2,-0.0124575696206625,-0.0942857142857143,0.185714285714286,0.0916666666666667,0.0552631578947368,0.080952380952381,0.080952380952381,-0.113333333333333,0.248058731015704,0.139398496240602,-0.142091119737594,-0.153333333333333,-0.0958620689655172,-0.0726436781609195,0.233333333333333,0.240597584233948,0.2,0.133333333333333,0.0933333333333333,0.1,0.123550197173842,0.162337662337662,0.0933333333333333,0.131897398134512,0.1,0.0927370689655172,0.12,-0.192880752606153,-0.176296296296296,0.126540880503145,0.144961933134724,0.0730496453900709,0.0615151515151515,0.115852130325815,0.0582893450635386,0.133333333333333,-0.159398496240602,0.107493261455526,0.099294532627866,0.0644534468552595,-0.080952380952381,0.114285714285714,0,0.208333333333333,0.136904761904762,0.048416149068323,-0.271111111111111,-0.252063492063492,-0.339563492063492,-0.26
"TGFR",0.181039957888108,-0.0173811465385437,0.142942029721871,-0.16523066684286,0.185714285714286,-0.010844666394856,-0.107493261455526,0.159398496240602,0.0945906432748538,0.0564977257959714,0.0916666666666667,0.0916666666666667,-0.126540880503145,0.248290212497185,0.138028633226903,-0.135093776956372,-0.12,-0.0927370689655172,-0.0733631026213512,0.208333333333333,0.235582834971411,0.233333333333333,0.153333333333333,0.0933333333333333,0.133333333333333,0.135475239763279,0.163766233766234,0.0726436781609195,0.140593050308425,0.114285714285714,0.0944319842197545,0.0958620689655172,-0.164309324034725,-0.165976011598787,0.144961933134724,0.142091119737594,0.0745421827035038,0.0582893450635386,0.127480037302559,0.0515277792272397,0.113333333333333,-0.139398496240602,0.124912616294235,0.106590669966922,0.0626058717975228,-0.0916666666666667,0.0942857142857143,0.1,0.136904761904762,0.115852130325815,0.056713092299764,-0.252063492063492,-0.339563492063492,-0.328215974332996,-0.271111111111111
"TWIST1",0.125817045115291,-0.070663801837683,-0.0228515183520005,-0.15331998665332,-0.0266666666666667,-0.0375274092601718,-0.0106432748538012,-0.0136231884057971,-0.0534828551929312,-0.0578067241682802,-0.0517705264258079,-0.0517705264258079,-0.0115839243498818,-0.275030630238072,-0.0104940970206177,-0.00731233217041035,-0.133333333333333,-0.146703196347032,-0.0311487394506262,0.15,0.152870339052539,0.1,0.166666666666667,0.0162962962962963,1.11022302462516e-17,-0.0621147000148446,0.162836438923395,0.0368091168091168,0.00370446700687748,1.11022302462516e-17,0.133402703736195,0.145333333333333,-0.150729622680842,-0.0119126166866441,-6.26619954997201e-05,0.00345954321123841,0.134103184950643,0.126872326872327,0.158145526789595,0.124562095849225,0.0222222222222222,0.0109916094584287,-0.00135672514619882,0.03471791649211,0.0353407619240598,0.0517705264258079,0.0222222222222222,1.11022302462516e-17,0.173076923076923,0.168315018315018,0.166321937627264,0.0444305120167189,0.0519305120167189,0.0462357511966733,0.0478787878787879
"AKT",0.0796804442200505,-0.0101866089812088,0.204423846762556,-0.151357635468418,0.0333333333333333,0.0537964269163124,0.0293050910442215,0.0274509803921569,0.218851558520151,0.187307692307692,0.211863606712922,0.211863606712922,0.0293050910442215,-0.0088276344936476,0.0212671248204615,0.020172755036121,0.0166666666666667,0.0305555555555556,-0.10800550747443,0,0.17543196760016,-0.0333333333333333,0,0.125,-0.0111111111111111,0.070169334576549,0.17820957814564,0.115322580645161,-0.0041803183455327,-0.0111111111111111,-0.0295029239766082,-0.0166666666666667,-0.151253936122357,-0.0662865081077692,-0.0163107407617356,-0.0194035242668902,0.0047362630165364,-0.0103516606642657,-0.150143973673385,-0.0167489670615721,-0.0154589371980676,-0.0225329476052716,-0.0164559290330483,-0.0241265257005329,0.0597122897101049,-0.211863606712922,-0.0154589371980676,0,-0.0529411764705882,-0.0349924585218703,0.162864967296289,-0.203352941176471,-0.204165949306552,-0.20628075293193,-0.207352941176471
"PI3K",0.0926941428501874,-0.0182079993555403,0.212085137085137,-0.150672703961569,0.0333333333333333,0.0489163607459237,0.0154589371980676,0.0333333333333333,0.211863606712922,0.187307692307692,0.222822510822511,0.222822510822511,0.0154589371980676,-0.00993316213183856,0.0225329476052716,0.0194035242668902,0,0.0166666666666667,-0.115322580645161,-0.0333333333333333,0.173176328502415,0,0,0.125,0,0.069108728515943,0.18876858435682,0.125,-0.0154385964912281,0,-0.0305555555555556,-0.0166666666666667,-0.157236842105263,-0.0794363552025704,-0.0293050910442215,-0.0163107407617356,-0.00503817307368917,-0.0191516606642657,-0.0349924585218703,-0.0103516606642657,-0.0111111111111111,-0.0274509803921569,-0.0293050910442215,-0.0367619047619048,0.0598142265092894,-0.222822510822511,-0.0111111111111111,-0.1,0,-0.0529411764705882,0.175646922183508,-0.207352941176471,-0.203352941176471,-0.204165949306552,-0.225
"ILK",0.0926941428501874,-0.0182079993555403,0.212085137085137,-0.150672703961569,0.0333333333333333,0.0489163607459237,0.0154589371980676,0.0333333333333333,0.211863606712922,0.187307692307692,0.222822510822511,0.222822510822511,0.0154589371980676,-0.00993316213183856,0.0225329476052716,0.0194035242668902,0,0.0166666666666667,-0.115322580645161,-0.0333333333333333,0.173176328502415,0,0,0.125,0,0.069108728515943,0.18876858435682,0.125,-0.0154385964912281,0,-0.0305555555555556,-0.0166666666666667,-0.157236842105263,-0.0794363552025704,-0.0293050910442215,-0.0163107407617356,-0.00503817307368917,-0.0191516606642657,-0.0349924585218703,-0.0103516606642657,-0.0111111111111111,-0.0274509803921569,-0.0293050910442215,-0.0367619047619048,0.0598142265092894,-0.222822510822511,-0.0111111111111111,-0.1,0,-0.0529411764705882,0.175646922183508,-0.207352941176471,-0.203352941176471,-0.204165949306552,-0.225
"DSH",0.0658601608418278,-0.00535753880266075,0.0861517285019165,-0.14323330185457,0.0533333333333333,0.0299733907525216,0.0304511278195489,0.0474509803921569,0.152051161420753,0.212712490761271,0.143927912121033,0.143927912121033,0.0304511278195489,0.0641294791793169,0.0332766556915164,0.0192838878641764,0.0272727272727273,0.0449378578410836,-0.09265195588725,-0.0733333333333333,0.148588681849551,-0.133333333333333,0,0.105952380952381,-0.025,0.0619631140559785,0.157189477189477,0.0961484593837535,-0.0102330244994404,-0.025,-0.0430973670435376,-0.032034632034632,-0.142522640124011,-0.13977144049109,-0.0138948364288204,-0.0200853126192966,-0.00935136532001034,-0.027048932134783,-0.132672413793103,-0.0357281774178019,-0.0197368421052632,-0.0400435729847495,-0.0141112585385031,-0.0237962194806469,0.0474538197623183,-0.143927912121033,-0.0197368421052632,0,-0.135833333333333,-0.110833333333333,0.045938370075457,-0.308985507246377,-0.304223602484472,-0.303875170428723,-0.313333333333333
"Frizzled",0.0831829954874971,-0.0151136363636364,0.096128526645768,-0.141658498704964,0.0333333333333333,0.0227214823555751,0.0197368421052632,0.0533333333333333,0.143927912121033,0.215151515151515,0.157313738892686,0.157313738892686,0.0197368421052632,0.0642458936147068,0.0400435729847495,0.0200853126192966,0,0.032034632034632,-0.0961484593837535,-0.133333333333333,0.145979986197377,-0.1,0,0.114285714285714,0,0.0601193914923262,0.17047619047619,0.105952380952381,-0.0234113190730838,0.1,-0.0449378578410836,-0.0272727272727273,-0.151260504201681,-0.156792717086835,-0.0304511278195489,-0.0138948364288204,-0.0181232951445717,-0.0354601470880541,-0.110833333333333,-0.027048932134783,-0.025,-0.0474509803921569,-0.0304511278195489,-0.0394080338266385,0.044273607748184,-0.157313738892686,-0.025,-0.1,-0.0733333333333333,-0.135833333333333,0.0602240843611713,-0.313333333333333,-0.308985507246377,-0.304223602484472,-0.333333333333333
"GSK3",0.0719522856560923,-0.0111019702211836,-0.00869020161455603,-0.139815768422178,0.0474509803921569,0.0267680367546351,0.0141112585385031,0.0400435729847495,0.144698220244282,0.21503807215662,0.152051161420753,0.152051161420753,0.0138948364288204,0.0625764161939847,0.0321402920551527,0.0202049404957553,0.032034632034632,0.0430973670435376,-0.0970675403028344,-0.135833333333333,0.144269744972475,-0.0733333333333333,-0.0272727272727273,0.0961484593837535,-0.0197368421052632,0.0631814215963144,0.160447622552886,0.09265195588725,-0.0173863091709732,-0.0197368421052632,-0.0426188981440161,-0.0449378578410836,-0.144812716459889,-0.145533284281103,-0.0200853126192966,-0.0192838878641764,-0.0180018843511522,-0.0357281774178019,-0.121561302681992,-0.0271824502813701,-0.0304511278195489,-0.0332766556915164,-0.0202433340102012,-0.0333852605765373,0.0479843237410981,-0.152051161420753,-0.0304511278195489,-0.025,-0.110833333333333,-0.132672413793103,0.0550292791663661,-0.304223602484472,-0.303875170428723,-0.295670042223595,-0.308985507246377
"SRC",0.0611111111111111,0.020122968818621,-0.137922077922078,-0.121316262353998,0.133333333333333,-0.0974052396878484,-0.18,0.124242424242424,0.111635377555277,0.0885714285714286,0.0949687108886108,0.0949687108886108,-0.18,0.237813687013859,0.0777015437392796,-0.217749821771515,-0.0833333333333333,-0.0322222222222222,-0.156904761904762,-0.05,0.0395879460663333,-0.1,0.0333333333333333,0.195,0.3,0.208673287496817,0.0852720755946562,0.171190476190476,0.0793219242531169,0.2,0.0381045751633987,0.0433333333333333,-0.0327519379844961,-0.0609170140204623,0.211147540983607,0.223342662934826,0.0095249917245945,-0.0074561403508772,-0.142735042735043,-0.0155642484589853,0.2,-0.0909090909090909,0.211147540983607,0.138478048365846,0.0533116299955096,-0.0949687108886108,0.2,0.2,-0.0833333333333333,-0.137179487179487,-0.0743137254901961,-0.111111111111111,-0.101587301587302,-0.0979509379509379,-0.111111111111111
"RAF",0.110759445241511,-0.00379478354028596,0.106579984239559,-0.121059780009565,-0.06,-0.00201551003676732,-0.1,-0.01,0.204617604617605,0.154412698412698,0.193506493506493,0.193506493506493,-0.105263157894737,0.394102990033223,0.00247248716067498,-0.111025715947371,-0.0666666666666667,-0.0746666666666667,-0.207070707070707,0,0.241668624077058,0,0.1,0.188888888888889,0,0.196148051143745,0.225350140056022,0.207070707070707,0.107864419112297,0,0.0730273224043716,0.0866666666666667,-0.125059780009565,-0.162516339869281,0.101417004048583,0.0965218991534781,0.0642276422764228,0.0418592212237912,-0.0568722943722944,0.0309681321148803,0.1,-0.000344827586206899,0.0961538461538462,0.0602789498359119,0.129349685820274,-0.193506493506493,0.1,0,-0.0428571428571429,-0.00535714285714285,0.0442970822281167,-0.28,-0.241904761904762,-0.231624388072986,-0.3
"ERK",0.110664457115027,-0.0097158361718649,0.100141789790465,-0.118823809505878,0.000344827586206899,-0.00751639921707044,-0.0912587412587413,0.00247248716067498,0.202461388996042,0.127336107258437,0.197950937950938,0.197950937950938,-0.0965218991534781,0.400105635936351,0.0771707230009721,-0.108405156261291,-0.0746666666666667,-0.0645305903782278,-0.199116322453767,-0.00535714285714285,0.238962071370506,-0.0428571428571429,0.0866666666666667,0.207070707070707,0.105263157894737,0.195855974359628,0.220816347357005,0.200501364005014,0.113740381980162,0.1,0.0703276918275032,0.0730273224043716,-0.114936660994517,-0.156499056182094,0.111025715947371,0.109724600705736,0.0652639438587994,0.0424072465060242,-0.0619991157430445,0.0393677328282127,0.101417004048583,-0.0858058204940083,0.106045708677288,0.0666687542744968,0.117362116542557,-0.197950937950938,0.0961538461538462,0.1,-0.0568722943722944,-0.0509899414311179,0.0455213834524179,-0.231624388072986,-0.230164534058388,-0.230439259333113,-0.241904761904762
"GLI",0.112914917221369,0.000933101985733564,0.0283033653040863,-0.115303891449053,0.134285714285714,-0.0754469738338773,-0.189677419354839,0.100952380952381,-0.00978403468429956,0.0783258629276329,-0.000477103991230256,-0.000477103991230256,-0.111628638867034,0.225533507854515,0.0946813039630719,-0.102280931315604,-0.0952380952380952,-0.092015753669889,-0.0369353921940129,-0.0166666666666667,0.109769258424028,0.0833333333333333,0.0952380952380952,0.0199115826702034,0.08,0.098799777916752,0.0850740487582593,0.0274115826702034,0.022245057486782,0.16,0.0883120499661853,0.0899749373433584,-0.116860574860575,-0.0927771379723842,0.101283811280827,0.0980370580340737,-0.0379756821182967,-0.0421906577583887,-0.010124641962048,-0.0297582253259563,0.0896774193548387,-0.0996536796536796,0.0790391214824983,0.0824109299516908,0.070975456698266,0.000477103991230256,0.169677419354839,0.1,-0.000877192982456149,-0.00699964196204799,0.0305305082559339,-0.133218390804598,-0.130073736716547,-0.11948550142243,-0.136666666666667
"SMAD",0.106465368135761,0.00232830766224885,0.0523621101816591,-0.107317173041934,0.171428571428571,-0.0297291350001136,-0.103693528693529,0.142396313364055,0.185249195587221,0.0591910677314404,0.190183406113537,0.190183406113537,-0.124108309990663,0.230214288238934,0.138550159517901,-0.11578650371395,-0.0833333333333333,-0.0797553516819572,-0.151943076081007,0,0.118261373035567,0.1,0.0833333333333333,0.138095238095238,0.0914285714285714,0.0960851726966211,0.0909608917673434,0.139244663382594,0.111797933249546,0.0714285714285714,0.0823575821652286,0.0733333333333333,-0.105056302620919,-0.0485291685073143,0.118653764536117,0.111733818810202,0.0493635527897603,0.0283520132835201,0.00797759103641456,-0.0635527486212418,0.102539682539683,-0.142396313364055,0.0979381330100755,0.086230793050795,0.0504558832983102,-0.190183406113537,0.0825396825396825,0.12,0.00476190476190476,0.0106442577030812,0.0462406869336253,-0.19382964453387,-0.187684393137222,-0.17732582740017,-0.195238095238095
"Jagged",0.0719806763285024,0.0242424242424242,-0.0854406130268199,-0.0806763285024155,0.1,-0.0871196911196911,-0.12,0.2,0.0709090909090909,0.04,0.08,0.08,-0.12,0.225641025641026,0.146666666666667,-0.129090909090909,0,0.0166666666666667,-0.145714285714286,0,0.0666666666666667,0,0,0.1,0,0.083578947368421,0.0307692307692308,0.16,0.00025974025974026,0,-0.00897435897435898,0.0333333333333333,-0.111111111111111,-0.03,0.0969230769230769,0.106013986013986,0.0333333333333333,-0.0666666666666667,-0.0666666666666667,-0.0714285714285714,0.1,-0.18,0.0969230769230769,0.0757142857142857,0.0611176147795866,-0.08,0.1,0,0,0.0333333333333333,0.00285714285714285,-0.2,-0.166666666666667,-0.130666666666667,-0.2
