"","SOSGRB2","TGF","TGFR","KLF4","Ecadherin","TWIST1","NOTCH","CD44","cfos","cateninnuc","NOTCHic","Csl","ERK","STAT","GLI","Wnt","SNAI2","IKK","AKT","ILK","ZEB1","RAF","PI3K","DELTA","RAS","RKIP","GSK3","ZEB2","SNAI1","HEY1","Patched","SHH","SMO","FUS","SMAD","SUFU","NFB","Csn","TrCP","LIV1","DSH","Frizzled","miR200","SRC","cMet","Jagged","TCFLEF","MEK","EGR1","Destcompl","cateninmemb","AXIN2","FOXC2","CDC42","PAK1"
"SRC",0.0442857142857143,0.0793037518037518,0.0938492063492063,-0.0967700258397933,-0.281251945222533,0.0545686497410635,-0.192619047619048,-0.224918032786885,0.0121212121212121,-0.218921415773735,-0.178333333333333,-0.145,-0.0323232323232323,-0.3,-0.224918032786885,-0.22,-0.0542917653094327,0.13974358974359,0.156410256410256,-0.0197368421052632,0.0112159329140461,0.319482686691698,0.319482686691698,0.319482686691698,0.33160389881291,-0.102867383512545,0.226493506493506,-0.0112159329140461,-0.0198554086158369,0.0011833829857663,-0.037037037037037,-0.0429193899782135,-0.0333333333333333,-0.0333333333333333,0.0224395448079659,-0.0333333333333333,-0.116666666666667,-0.15,-0.1,0.2,0.2,0.2,-0.0825882008490704,0.2,0.22,0.0829446012702894,0.220039984006397,0.0455307794930436,0.0333333333333333,0.264480410893454,0.285819488100584,0.260722937651409,-0.10578431372549,-0.0986111111111111,-0.111111111111111
"AKT",-0.106752136752137,-0.116540227792539,-0.125905786704926,0.0183535762483131,0.203228917309946,0.0909377448582429,0.00985898444592386,0.279622092473972,-0.191596638655462,0.279680776058428,-0.0011166253101737,-0.0269230769230769,-0.167006474721036,0.233333333333333,0.279565279672154,0.27453734671126,0.0770156139011292,0.221266968325792,0.112176059234883,0.0572565026010404,0.0102444853214988,0.0768392338255352,0.0768392338255352,0.0768392338255352,0.0688874265966196,0.149749163879599,0.14575090381542,-0.0102444853214988,0.174269944184132,-0.0616082887068342,0.016025641025641,0.0223414304993252,0.00769230769230769,0,-0.0548996002441381,0,-0.23921568627451,-0.233333333333333,-0.233333333333333,-0.2,-0.233333333333333,-0.263768115942029,0.1225630579295,-0.263768115942029,-0.27453734671126,-0.147991169977925,-0.281065391443044,0.155614069657745,0.185714285714286,0.128993668879033,-0.225002290541405,-0.31761217122228,0.145829940705422,0.141352941176471,0.157352941176471
"Csn",-0.183595065144702,-0.242260873810762,-0.253000730612671,0.0166386554621849,0.181414979119687,-0.0273757207417796,0.013966588966589,0.266474911138808,-0.210909090909091,0.268707346612606,0.000505050505050508,-0.0267676767676768,-0.186233766233766,0.216666666666667,0.266420568586649,0.263363800027697,0.0411650020230148,0.1325,0.1269,0.0770574534161491,0.00868817204301075,0.0863461777147132,0.0863461777147132,0.0863461777147132,0.0773250644709512,0.146109412034559,0.24635611947962,-0.00868817204301075,0.1971068953996,-0.0778211517165006,-0.0169901782805009,-0.0112524733624681,-0.0223665223665224,-0.0253968253968254,-0.0742296899200051,-0.0142857142857143,-0.153333333333333,-0.145,-0.02,-0.2,-0.216666666666667,-0.247701149425287,0.11981051298901,-0.247701149425287,-0.263363800027697,-0.134600511476899,-0.269368801814049,0.176858766233766,0.22,0.136015607849786,-0.202490094696291,-0.302623347497639,0.274960450517848,0.268385345997286,0.281818181818182
"SHH",0.1,0.0333333333333333,0.0333333333333333,0,0.1175,0.025,0.2,0.15,-0.1,0.143333333333333,0.2,0.1,0,0.1,0.25,0.2,0.0207662835249042,-0.1,-0.15,0,0,-0.2,-0.2,-0.2,-0.253846153846154,0.08,-0.335897435897436,0,0.05,0,0.333333333333333,0.213333333333333,0.3,0.2,0,0.2,0,0,0,0,-0.2,-0.2,0.1,-0.1,-0.1,-0.122857142857143,-0.143333333333333,-0.02,0,-0.355064935064935,-0.187240143369176,-0.276190476190476,0.1,-0.0333333333333333,0
"IKK",0.330882352941176,0.355765656565657,0.356565656565657,-0.0117216117216117,0.0523486298709182,0.286339869281046,0.0836940836940837,0.0528205128205128,0.142857142857143,0.0402624065486112,0.0948051948051948,0.109090909090909,0.170857142857143,0.1,0.0528205128205128,0.0666666666666667,0.0890572119258662,-0.247619047619048,-0.261132561132561,-0.172916666666667,-0.0102857142857143,-0.151058681185723,-0.151058681185723,-0.151058681185723,-0.149650230481498,-0.086247723132969,-0.362747252747253,0.0102857142857143,-0.136224201300537,0.176057791537668,0.151111111111111,0.15455938697318,0.14,0.12,0.177867161716172,0.1,0.114285714285714,0.1,0,-0.1,-0.1,-0.0666666666666667,-0.112809364548495,-0.0666666666666667,-0.0666666666666667,0.058309903155264,-0.0432159930465015,-0.17752380952381,-0.1,-0.267641828706312,-0.0886690497584352,-0.0902380952380952,-0.349466089466089,-0.361111111111111,-0.35
"NOTCH",-0.225263157894737,-0.178437275985663,-0.184888888888889,-0.0154589371980676,-0.00954272778720996,-0.0863050847457627,0.043963133640553,-0.00927738927738928,-0.22,-0.0113496027781742,0.134285714285714,0.12,-0.186666666666667,0,-0.00927738927738928,-0.0123076923076923,-0.0889104359692595,0.0444444444444444,0.0333333333333333,0.0714285714285714,-0.0117552334943639,-0.0533333333333333,-0.0533333333333333,-0.0533333333333333,-0.0576811594202899,0.0068081343943413,-0.0256704980842912,0.0117552334943639,0.0484615384615385,0.0289855072463768,-0.066025641025641,-0.066025641025641,-0.0583333333333333,-0.0333333333333333,-0.0714285714285714,0,-0.0333333333333333,0,0,0,0,0.02,0.0842424242424242,0.02,0.0123076923076923,-0.0375565175565176,0.0125740925740926,0.172380952380952,0.2,0.0112202937249666,0.0117939814038922,0.0123989218328841,0.169591836734694,0.188888888888889,0.2
"GLI",0.0298544228632724,-0.0489526196945922,-0.0510702667534157,-0.00862548262548262,0.139094775290764,-0.0390947677110665,0.0542743463433119,0.123222415149624,-0.0578571428571429,0.11802081758401,0.05236958443855,0.04236958443855,-0.0487662337662338,0.12,0.144220598328556,0.243795066413662,-0.0181334091627238,-0.0228010502446593,-0.0321760502446593,0.0222978073629878,-0.0118614951356887,-0.0876376501071304,-0.0876376501071304,-0.0876376501071304,-0.0886277491170314,0.0279923221432655,-0.279057065083261,0.0118614951356887,0.0362465422932135,-0.0212005453516489,0.102295918367347,0.105176576803561,0.0982142857142857,0.0982142857142857,-0.0190545641197445,0.0857142857142857,0.0207602339181287,-0.00555555555555556,-0.0166666666666667,-0.1,-0.24,-0.249677419354839,0.0827244582043344,-0.129677419354839,-0.122360346184107,-0.0426410585584741,-0.120949687876897,0.0349540790701012,0.0828571428571429,-0.209085670802536,-0.148915382960874,-0.153599033816425,0.154983230134159,0.0579885057471264,0.0683333333333333
"Csl",-0.208855175633096,-0.177660234808258,-0.176526447960185,-0.0133160800552105,-0.00957958807425722,-0.0862568146604382,0.0465947125879214,-0.0113496027781742,-0.172380952380952,-0.0117881521782676,0.0465947125879214,0.043963133640553,-0.172380952380952,-0.0123076923076923,-0.011696744116099,-0.0125031957290022,-0.0883838047799607,0.0356589147286822,0.0333333333333333,0.0692702980472765,-0.0119434880472594,-0.0562033269079746,-0.0562033269079746,-0.0562033269079746,-0.0558356798491511,0.0105207325640044,-0.0244022255882774,0.0119434880472594,0.049385895907635,0.0337919426410475,-0.0649503722084367,-0.0649503722084367,-0.066025641025641,-0.066025641025641,-0.0670480758250542,-0.0583333333333333,-0.0333333333333333,-0.0444444444444444,-0.0333333333333333,0.02,0.0123076923076923,0.00927738927738928,0.0838822544840906,0.00927738927738928,0.0125740925740926,-0.0355697625896301,0.0115022745338994,0.169120082815735,0.186666666666667,0.0110697757481232,0.0121497263592612,0.0135307413130326,0.168553646152566,0.178437275985663,0.184888888888889
"NOTCHic",-0.216172248803828,-0.176526447960185,-0.178437275985663,-0.0118875086266391,-0.00969586714402466,-0.0869340155633728,0.0465947125879214,-0.0125740925740926,-0.186666666666667,-0.0115022745338994,0.043963133640553,0.134285714285714,-0.172380952380952,-0.02,-0.0125031957290022,-0.00927738927738928,-0.0883092335644499,0.0333333333333333,0.0356589147286822,0.0714285714285714,-0.0124959742351047,-0.0576811594202899,-0.0576811594202899,-0.0576811594202899,-0.0562033269079746,0.00821658509856665,-0.0248440518032995,0.0124959742351047,0.048990638990639,0.0305239687848384,-0.066025641025641,-0.0649503722084367,-0.066025641025641,-0.0583333333333333,-0.0692702980472765,-0.0333333333333333,-0.0444444444444444,-0.0333333333333333,0,0,0.02,0.0123076923076923,0.0836643895603433,0.0123076923076923,0.00927738927738928,-0.0355697625896301,0.0113496027781742,0.172380952380952,0.22,0.0108869603916333,0.0119968211604845,0.013787810721773,0.167978933508887,0.184888888888889,0.188888888888889
"cfos",-0.165277777777778,-0.120040743570155,-0.129131652661064,-0.0118730158730159,0.149176084013844,-0.0213506493506494,0.117179487179487,0.128408408408408,-0.16,0.127546655566458,0.106410256410256,0.0833333333333333,-0.129565217391304,0.1,0.128479532163743,0.131111111111111,-0.0144977407021203,0.00833333333333333,0.00307017543859649,0.0677248677248677,-0.0172220300549598,-0.186165577342048,-0.186165577342048,-0.186165577342048,-0.191043626122536,-0.00496503496503495,-0.169117965367965,0.0172220300549598,0.0290163844594224,-0.0641179410294852,-0.0443932411674347,-0.0382204016612619,-0.0476190476190476,-0.0476190476190476,-0.0628861580474484,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,0,-0.1,-0.1,-0.12,0.078910958322723,-0.12,-0.131111111111111,-0.0863194444444444,-0.129398507418309,0.117700810611643,0.12,-0.19122968208904,-0.158172386235956,-0.157733990147783,0.128253057320489,0.142857142857143,0.157142857142857
"CDC42",-0.165277777777778,-0.120040743570155,-0.129131652661064,-0.0118730158730159,0.149176084013844,-0.0213506493506494,0.117179487179487,0.128408408408408,-0.16,0.127546655566458,0.106410256410256,0.0833333333333333,-0.129565217391304,0.1,0.128479532163743,0.131111111111111,-0.0144977407021203,0.00833333333333333,0.00307017543859649,0.0677248677248677,-0.0172220300549598,-0.186165577342048,-0.186165577342048,-0.186165577342048,-0.191043626122536,-0.00496503496503495,-0.169117965367965,0.0172220300549598,0.0290163844594224,-0.0641179410294852,-0.0443932411674347,-0.0382204016612619,-0.0476190476190476,-0.0476190476190476,-0.0628861580474484,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,0,-0.1,-0.1,-0.12,0.078910958322723,-0.12,-0.131111111111111,-0.0863194444444444,-0.129398507418309,0.117700810611643,0.22,-0.19122968208904,-0.158172386235956,-0.157733990147783,0.128253057320489,0.142857142857143,0.257142857142857
"TrCP",-0.148446094609461,-0.117854951220429,-0.120040743570155,-0.015151704397606,0.149106879861594,-0.0191767363071711,0.12047619047619,0.129398507418309,-0.129565217391304,0.125339759014733,0.117179487179487,0.106410256410256,-0.117700810611643,0.12,0.128967337041791,0.128479532163743,-0.0148594043549232,0.00307017543859649,-0.00804093567251462,0.0628861580474484,-0.01754357346332,-0.191043626122536,-0.191043626122536,-0.191043626122536,-0.194679989758899,-0.00441254877718965,-0.175299783549784,0.01754357346332,0.0254364321921193,-0.0567649998530147,-0.0382204016612619,-0.0362204016612619,-0.0443932411674347,-0.0476190476190476,-0.0583700290151903,-0.0476190476190476,-0.00833333333333333,-0.0333333333333333,-0.0333333333333333,-0.1,-0.12,-0.131111111111111,0.0773881156831291,-0.131111111111111,-0.128408408408408,-0.0850924505794138,-0.127546655566458,0.10436747727831,0.16,-0.19513945652513,-0.157622935686505,-0.159620782600613,0.12480478145842,0.129131652661064,0.142857142857143
"PAK1",-0.148446094609461,-0.117854951220429,-0.120040743570155,-0.015151704397606,0.149106879861594,-0.0191767363071711,0.12047619047619,0.129398507418309,-0.129565217391304,0.125339759014733,0.117179487179487,0.106410256410256,-0.117700810611643,0.12,0.128967337041791,0.128479532163743,-0.0148594043549232,0.00307017543859649,-0.00804093567251462,0.0628861580474484,-0.01754357346332,-0.191043626122536,-0.191043626122536,-0.191043626122536,-0.194679989758899,-0.00441254877718965,-0.175299783549784,0.01754357346332,0.0254364321921193,-0.0567649998530147,-0.0382204016612619,-0.0362204016612619,-0.0443932411674347,-0.0476190476190476,-0.0583700290151903,-0.0476190476190476,-0.00833333333333333,-0.0333333333333333,-0.0333333333333333,-0.1,-0.12,-0.131111111111111,0.0773881156831291,-0.131111111111111,-0.128408408408408,-0.0850924505794138,-0.127546655566458,0.10436747727831,0.16,-0.19513945652513,-0.157622935686505,-0.159620782600613,0.12480478145842,0.129131652661064,0.142857142857143
"SNAI1",-0.142031000269838,-0.115435596381719,-0.117854951220429,-0.0148401779178553,0.148066297135268,-0.019074172204607,0.121292517006803,0.127546655566458,-0.117700810611643,0.123790972231047,0.12047619047619,0.117179487179487,-0.10436747727831,0.131111111111111,0.126956368120402,0.128967337041791,-0.0152952072379268,-0.00804093567251462,-0.0129020467836257,0.0583700290151903,-0.0186505845334307,-0.194679989758899,-0.194679989758899,-0.194679989758899,-0.195501007821297,-0.00608618894455367,-0.179194172988727,0.0186505845334307,-0.0758091194093042,-0.0508126189006337,-0.0362204016612619,-0.0333077803020386,-0.0382204016612619,-0.0443932411674347,-0.0560330056449566,-0.0476190476190476,-0.00307017543859649,-0.00833333333333333,-0.0333333333333333,-0.12,-0.131111111111111,-0.128479532163743,0.0759471934929274,-0.128408408408408,-0.129398507418309,-0.0822689211676491,-0.125339759014733,0.0989863113590275,0.129565217391304,-0.196784193367235,-0.156483039313448,-0.159154582134413,0.12188229098828,0.120040743570155,0.129131652661064
"SMO",0.149122807017544,0.0885135135135135,0.075,-0.0138888888888889,0.118374144663777,0.049400871459695,0.242272727272727,0.143333333333333,0.02,0.129456408010317,0.227272727272727,0.2,0.0276923076923077,0.1,0.25,0.25,0.0272424740010947,-0.135714285714286,-0.163714285714286,-0.01,-0.0233050847457627,-0.278846153846154,-0.278846153846154,-0.278846153846154,-0.290474060822898,0.0403174603174603,-0.384857213983428,0.0233050847457627,0.0219662058371736,0.021978021978022,0.225833333333333,0.231388888888889,0.213333333333333,0.333333333333333,0.0115873015873016,0.3,0.15,0.1,0,-0.1,-0.2,-0.25,0.0722423146473779,-0.15,-0.143333333333333,-0.115582010582011,-0.138478964401295,-0.0670862470862471,0,-0.392742761114854,-0.184327522009952,-0.288729661143454,0.0427586206896552,-0.0333333333333333,-0.0333333333333333
"STAT",-0.00455665024630542,-0.0526655282805168,-0.0647428229665072,0.0872053872053872,0.319670199394217,0.106840735476418,0.183527559541266,0.245812520812521,-0.14,0.239194307000825,0.170906200317965,0.141176470588235,-0.0988235294117647,0.214285714285714,0.245855614973262,0.248376623376623,0.0640865276637863,-0.0533333333333333,-0.0719774011299435,0.0557165861513687,-0.0239555316478393,-0.307676799007444,-0.307676799007444,-0.307676799007444,-0.317378291544758,-0.00166827541827541,-0.333947485536271,0.0239555316478393,0.0174528011908786,-0.048,0.0182945736434109,0.0262591754133224,0.00666666666666667,0,-0.0488200344272308,0,0.02,0,0,-0.3,-0.214285714285714,-0.239285714285714,0.0722075801947583,-0.239285714285714,-0.248376623376623,-0.133001199920782,-0.243604318919776,0.0762428842504744,0.2,-0.359277251476838,-0.315032981120901,-0.292724922136687,0.0804498977505113,0.0857954545454545,0.104545454545455
"Patched",0.133333333333333,0.075,0.0333333333333333,0.0111111111111111,0.116529126213592,0.0435185185185185,0.227272727272727,0.143333333333333,0,0.138478964401295,0.2,0.2,0.02,0.1,0.25,0.25,0.0300996168582375,-0.15,-0.135714285714286,0,-0.025,-0.253846153846154,-0.253846153846154,-0.253846153846154,-0.278846153846154,0.0514285714285714,-0.364468864468864,0.025,0.0338709677419355,0.00769230769230769,0.213333333333333,0.225833333333333,0.333333333333333,0.3,0.01,0.2,0.1,0,0,-0.1,-0.2,-0.2,0.0785714285714286,-0.1,-0.15,-0.119153439153439,-0.143333333333333,-0.0276923076923077,0.1,-0.38033966033966,-0.187240143369176,-0.285281385281385,0.06,-0.0333333333333333,-0.0333333333333333
"SMAD",-0.171583850931677,-0.136536020413697,-0.133747175792183,-0.0289904628128145,-0.0219653846344668,-0.0837736184007243,-0.0473399014778325,-0.0269732620320856,-0.120276497695853,-0.0287335954850198,-0.0449589490968801,-0.0438095238095238,-0.122602079091201,-0.02,-0.00720807969009408,-0.00576923076923077,-0.0937159981227928,-0.101213818860878,-0.105213818860878,-0.0416853466168535,-0.026351224593199,-0.155698671052383,-0.155698671052383,-0.155698671052383,-0.153396039473435,-0.0156246107859011,-0.144109281139356,0.026351224593199,-0.000397775611485283,0.0280237135516112,0.0444189602446483,0.0447907074565442,0.0416666666666667,0.0416666666666667,-0.0564098914783846,0.0416666666666667,0.103174603174603,0.0888888888888889,0.1,0.02,0,0,0.0647092600432012,0.02,0.0258823529411765,0.0783246753246753,0.0279230585042701,0.117794386783509,0.142857142857143,-0.035771794662007,0.0262740761083719,0.0275086682012396,0.128041212071892,0.13430583501006,0.135714285714286
"FUS",0.168353576248313,0.0959603220241518,0.0885135135135135,-0.0122495446265938,0.113168665211722,0.0509715520879672,0.249090909090909,0.138478964401295,0.0276923076923077,0.125108581923361,0.242272727272727,0.227272727272727,0.0670862470862471,0.15,0.246153846153846,0.25,0.0249085422237159,-0.163714285714286,-0.182945054945055,-0.0115873015873016,-0.0263725694083394,-0.290474060822898,-0.290474060822898,-0.290474060822898,-0.297024279163509,0.0310391098019964,-0.397231795923227,0.0263725694083394,0.0134756397994377,0.0234272973403408,0.231388888888889,0.23239898989899,0.225833333333333,0.213333333333333,0.01868407578085,0.333333333333333,0.135714285714286,0.15,0.1,-0.1,-0.25,-0.25,0.067291819597873,-0.143333333333333,-0.143333333333333,-0.111967552750685,-0.129456408010317,-0.0843276263965919,-0.02,-0.39726830856011,-0.180789346963397,-0.286866307106187,0.0335480943738657,-0.075,-0.0333333333333333
"Wnt",0.209090909090909,0.280289855072464,0.293333333333333,-0.0392156862745098,-0.1887218538084,0.0491176470588235,0.0321428571428571,-0.261842105263158,0.2,-0.285659513020963,0.0571428571428571,0.1,0.22,-0.1,-0.261842105263158,-0.225,-0.0607758620689655,-0.153333333333333,-0.165833333333333,-0.0743589743589744,-0.0270205643232903,-0.148872180451128,-0.148872180451128,-0.148872180451128,-0.13069036226931,-0.18,-0.297413793103448,0.0270205643232903,-0.244047619047619,0.081025641025641,0.00909090909090909,0.00432900432900433,0,0,0.0813357185450209,0,0.133333333333333,0.1,0.1,0,0,0.1,-0.148989898989899,0.2,0.225,0.147745098039216,0.279699248120301,-0.225882352941176,-0.1,-0.181249708121235,0.21364406779661,0.285454545454545,-0.317165991902834,-0.3,-0.3
"SNAI2",0.196957403651116,0.142263505179106,0.13791567909215,-0.00769230769230769,0.144162539780991,0.136699609750843,0.181983367509683,0.123381383117867,0.162745098039216,0.116202987779453,0.179385964912281,0.174122807017544,0.180392156862745,0.129090909090909,0.123939142878662,0.127682458386684,0.0174139473012084,-0.182471264367816,-0.190904999307575,-0.0451374916163649,-0.0279171386616321,-0.196978798785605,-0.196978798785605,-0.196978798785605,-0.199261903808436,-0.0416794871794872,-0.237101775080114,0.0279171386616321,-0.0628416729635922,0.0600512356841471,0.13968787515006,0.142504776558511,0.137647058823529,0.12,0.0504006495111017,0.1,0.158333333333333,0.133333333333333,0.1,-0.12,-0.129090909090909,-0.129090909090909,-0.0303048974222259,-0.129090909090909,-0.127682458386684,-0.115976277347499,-0.119463857344671,-0.189851616322205,-0.133333333333333,-0.238380206709542,-0.182145241665026,-0.180227016784659,-0.146636963081587,-0.131932773109244,-0.117647058823529
"SUFU",0.184437492332229,0.0993133792233628,0.0959603220241518,-0.0140459518122225,0.110285040082989,0.0499406242529157,0.250678210678211,0.129456408010317,0.0670862470862471,0.120658454046123,0.249090909090909,0.242272727272727,0.0843276263965919,0.143333333333333,0.23760366028024,0.246153846153846,0.0247107834893718,-0.182945054945055,-0.190327605280625,-0.01868407578085,-0.0283049365580978,-0.297024279163509,-0.297024279163509,-0.297024279163509,-0.297340734859712,0.0289982934754658,-0.400830767645592,0.0283049365580978,0.00921669601749565,0.0318610322800999,0.23239898989899,0.235101692601693,0.231388888888889,0.225833333333333,0.023995854071843,0.213333333333333,0.163714285714286,0.135714285714286,0.15,-0.15,-0.25,-0.25,0.0639460946908098,-0.143333333333333,-0.138478964401295,-0.103654013558286,-0.125108581923361,-0.0966680519285068,-0.0276923076923077,-0.399022694525022,-0.176014449282633,-0.280543122094478,0.0283371762597218,-0.0885135135135135,-0.075
"ZEB1",-0.289863547758285,-0.273248873917625,-0.270492968405814,-0.0393847488968551,-0.186891816878382,-0.248402389461784,-0.194023456490034,-0.222860718708997,-0.178666666666667,-0.217684697557313,-0.191544117647059,-0.189583333333333,-0.184549019607843,-0.223076923076923,-0.214458019141197,-0.214801661752881,-0.148378068370104,-0.0226804716709807,-0.0126804716709807,-0.0535646145093214,-0.0330469832956825,0.172766944475113,0.172766944475113,0.172766944475113,0.177333873608971,0.0644073785659859,0.184707621572812,0.0330469832956825,0.0941877753321518,0.0376986485017573,0.0161541889483066,0.0165100608344276,0.0200757575757576,0.0291666666666667,0.0516415375862445,0.0416666666666667,0.0308771929824561,0.0466666666666667,0.0666666666666667,0.2,0.214285714285714,0.216724738675958,0.129914686820306,0.225515947467167,0.223555163153442,0.158201088404191,0.219935186794103,0.193800120929429,0.166666666666667,0.302160129039514,0.272257423088144,0.261368445430713,0.244810705150783,0.264909212060636,0.257662835249042
"ZEB2",-0.247619047619048,-0.20972582972583,-0.208138528138528,-0.143597021700678,-0.143313940579705,-0.138484859780569,-0.129706599411517,-0.129444444444444,-0.128070175438597,-0.127960998313111,-0.126974358974359,-0.125641025641026,-0.124844368986984,-0.12,-0.118509869335557,-0.115757575757576,-0.0930976767474841,-0.0786111111111111,-0.0701998961578401,-0.0632765825723572,-0.0428719409529443,0.0103463203463203,0.0103463203463203,0.0103463203463203,0.0156996394041362,0.0272463768115942,0.0346182909712412,0.0428719409529443,0.0514017319413474,0.0514809384164223,0.0529790940766551,0.053888184985746,0.0578571428571429,0.0607142857142857,0.0638863386699182,0.075,0.0763888888888889,0.0888888888888889,0.1,0.1,0.109090909090909,0.115757575757576,0.118093258477948,0.126666666666667,0.126666666666667,0.128618264817636,0.128740219092332,0.132161442157715,0.133333333333333,0.149538493656489,0.153287060649873,0.158507437471559,0.190616938616939,0.203376623376623,0.205194805194805
"KLF4",0.31843910806175,0.240849963045085,0.230606060606061,-0.0148148148148148,0.406082918934901,0.281459694989107,0.328460513984117,0.262397351255973,0.223636363636364,0.245770737845559,0.321244019138756,0.305454545454545,0.264812834224599,0.266666666666667,0.263326886488356,0.270223438212494,0.142943431539863,-0.302857142857143,-0.328783068783069,-0.0653333333333333,-0.0501083591331269,-0.352179487179487,-0.352179487179487,-0.352179487179487,-0.360267722473605,-0.0819212533498248,-0.427203921606173,0.0501083591331269,-0.127900560311012,0.0886325439266616,0.279166666666667,0.284543010752688,0.266666666666667,0.233333333333333,0.0769275362318841,0.2,0.26,0.2,0.1,-0.233333333333333,-0.266666666666667,-0.272549019607843,-0.054049654049654,-0.272549019607843,-0.270223438212494,-0.246331379764663,-0.253367250921524,-0.288524174430784,-0.16,-0.436448051995798,-0.422126212766457,-0.331774832769835,-0.229445340682485,-0.213272727272727,-0.177272727272727
"FOXC2",0.31843910806175,0.240849963045085,0.230606060606061,-0.0148148148148148,0.406082918934901,0.281459694989107,0.328460513984117,0.262397351255973,0.223636363636364,0.245770737845559,0.321244019138756,0.305454545454545,0.264812834224599,0.266666666666667,0.263326886488356,0.270223438212494,0.142943431539863,-0.302857142857143,-0.328783068783069,-0.0653333333333333,-0.0501083591331269,-0.352179487179487,-0.352179487179487,-0.352179487179487,-0.360267722473605,-0.0819212533498248,-0.427203921606173,0.0501083591331269,-0.127900560311012,0.0886325439266616,0.279166666666667,0.284543010752688,0.266666666666667,0.233333333333333,0.0769275362318841,0.2,0.26,0.2,0.1,-0.233333333333333,-0.266666666666667,-0.272549019607843,-0.054049654049654,-0.272549019607843,-0.270223438212494,-0.246331379764663,-0.253367250921524,-0.288524174430784,-0.16,-0.436448051995798,-0.422126212766457,-0.331774832769835,-0.229445340682485,-0.213272727272727,-0.177272727272727
"RKIP",0.107111111111111,0.257481085892301,0.275238095238095,-0.0632233381157341,-0.167240561558935,0.131592394533571,0.138539238539239,-0.164507422402159,0.12,-0.174870596124112,0.161616161616162,0.188888888888889,0.123448275862069,-0.1,-0.168717948717949,-0.153333333333333,-0.104768607565425,-0.0142857142857143,-0.0294372294372294,0.0308408215661104,-0.0512233381157341,-0.124350649350649,-0.124350649350649,-0.124350649350649,-0.111530136530137,-0.275350140056022,-0.172025216706068,0.0512233381157341,-0.279419878185344,-0.0164924506387921,-0.08,-0.0816393442622951,-0.1,-0.1,-0.0298507225562094,-0.1,0.0142857142857143,0,0,0,0.1,0.133333333333333,-0.127645374955599,0.133333333333333,0.149122807017544,-0.00828482496563991,0.173598331493068,-0.121320616287601,-0.02,-0.140488808763924,0.199153102682514,0.194913267698078,-0.275066312997347,-0.28,-0.3
"RAF",0.107111111111111,0.257481085892301,0.275238095238095,-0.0632233381157341,-0.167240561558935,0.131592394533571,0.138539238539239,-0.164507422402159,0.12,-0.174870596124112,0.161616161616162,0.188888888888889,0.123448275862069,-0.1,-0.168717948717949,-0.153333333333333,-0.104768607565425,-0.0142857142857143,-0.0294372294372294,0.0308408215661104,-0.0512233381157341,-0.124350649350649,-0.124350649350649,-0.124350649350649,-0.111530136530137,-0.275350140056022,-0.172025216706068,0.0512233381157341,-0.279419878185344,-0.0164924506387921,-0.08,-0.0816393442622951,-0.1,-0.1,-0.0298507225562094,-0.1,0.0142857142857143,0,0,0,0.1,0.133333333333333,-0.127645374955599,0.133333333333333,0.149122807017544,-0.00828482496563991,0.173598331493068,-0.121320616287601,-0.02,-0.140488808763924,0.199153102682514,0.194913267698078,-0.275066312997347,-0.28,-0.3
"Ecadherin",0.335544371219644,0.245732422357924,0.240849963045085,-0.0198781059540553,0.301798595663236,0.281273475249814,0.329575755619805,0.253367250921524,0.264812834224599,0.239514902177959,0.328460513984117,0.321244019138756,0.288524174430784,0.272549019607843,0.25466021982169,0.263326886488356,0.14119749535684,-0.328783068783069,-0.344367484367484,-0.0769275362318841,-0.0529519610288615,-0.360267722473605,-0.360267722473605,-0.360267722473605,-0.362223029736175,-0.0875392308779147,-0.434930190921847,0.0529519610288615,-0.134546129931265,0.102726503658205,0.284543010752688,0.287692617051901,0.279166666666667,0.266666666666667,0.0834650664982279,0.233333333333333,0.302857142857143,0.26,0.2,-0.266666666666667,-0.272549019607843,-0.270223438212494,-0.0594500264891326,-0.270223438212494,-0.262397351255973,-0.236491562831025,-0.245770737845559,-0.306171233254314,-0.223636363636364,-0.439337147988342,-0.415972366612611,-0.325383080192515,-0.237454494000563,-0.230606060606061,-0.213272727272727
"MEK",0.102666666666667,0.246532180782812,0.257481085892301,-0.0534194165471067,-0.171429996895912,0.125365288306465,0.118831209342158,-0.173598331493068,0.123448275862069,-0.175242343336007,0.138539238539239,0.161616161616162,0.121320616287601,-0.133333333333333,-0.177808857808858,-0.168717948717949,-0.107201697589756,-0.0294372294372294,-0.0141431117901706,0.0298507225562094,-0.0543979412903373,-0.111530136530137,-0.111530136530137,-0.111530136530137,-0.0978793428793429,-0.272718561108654,-0.160968705649557,0.0543979412903373,-0.272368596134062,-0.0164924506387921,-0.0816393442622951,-0.0862145076609879,-0.08,-0.1,-0.0302197262462463,-0.1,0.0142857142857143,0.0142857142857143,0,0.1,0.133333333333333,0.153333333333333,-0.126716582385939,0.149122807017544,0.164507422402159,-0.00254712004760712,0.174870596124112,-0.194653949620934,-0.12,-0.13044696775974,0.20281163926788,0.20752588031069,-0.265156403087438,-0.275238095238095,-0.28
