"","SOSGRB2","TGF","TGFR","KLF4","Ecadherin","TWIST1","NOTCH","CD44","cfos","cateninnuc","NOTCHic","Csl","ERK","STAT","GLI","Wnt","SNAI2","IKK","AKT","ILK","ZEB1","RAF","PI3K","DELTA","RAS","RKIP","GSK3","ZEB2","SNAI1","HEY1","Patched","SHH","SMO","FUS","SMAD","SUFU","NFB","Csn","TrCP","LIV1","DSH","Frizzled","miR200","SRC","cMet","Jagged","TCFLEF","MEK","EGR1","Destcompl","cateninmemb","AXIN2","FOXC2","CDC42","PAK1"
"AXIN2",-0.00314222165554564,-0.116448257780547,-0.127009313886158,0.168046419272342,0.249976903488218,0.0416757189170982,0.105987604145499,0.396267019817067,-0.205528455284553,0.402561834435901,0.0877443609022557,0.0663157894736842,-0.2045938758453,0.326666666666667,0.396542797052549,0.383964180700347,0.202570854675039,0.144444444444444,0.134444444444444,0.0363469059121233,0.156892314074559,0.0935814707441005,0.0935814707441005,0.0935814707441005,0.0778334392480375,0.29281992201347,0.253375784779675,-0.156892314074559,0.318226166233445,-0.0319967315910521,0.196291208791209,0.20252071698793,0.187362637362637,0.173076923076923,-0.0363469059121233,0.15,-0.148792270531401,-0.144444444444444,-0.133333333333333,-0.266666666666667,-0.326666666666667,-0.361550387596899,0.207668305023957,-0.361550387596899,-0.383964180700347,-0.347016497016497,-0.401308051470056,0.194938703431507,0.193333333333333,0.235163218918245,-0.417831812481377,0.0364854944841774,0.207557290484691,0.136743827160494,0.142916666666667
"CD44",0.0238095238095238,-0.237777777777778,-0.26,0.219047619047619,0.256642058408425,-0.168351648351648,-0.159398496240602,0.22,-0.05,0.245509838998211,-0.185714285714286,-0.2,-0.07,0.1,0.22,0.2,0.0355999555999556,0,0.00666666666666667,-0.0666666666666667,0.114285714285714,0.0571428571428571,0.0571428571428571,0.0571428571428571,0.0314285714285714,0.251481481481482,0.081547619047619,-0.114285714285714,0.234635832004253,0.0625730994152047,0.1,0.1,0.1,0.1,0.0523809523809524,0.1,0,0.1,0,-0.1,0,-0.1,0.163640755379886,-0.2,-0.3,0.0203263403263403,-0.236279069767442,0.09,0,0.0267488813707301,-0.276355311355311,-0.24,0.254166666666667,0.26,0.2
"Destcompl",0.0179997836158099,-0.0692429349235157,-0.0772232304900181,0.115431686757151,0.208568080295559,0.0524485488935617,0.128410220362386,0.349266550483071,-0.144242424242424,0.346063893186332,0.118991382687035,0.102687034860948,-0.129488325881769,0.326984126984127,0.349910956988906,0.348983313204119,0.15326564236124,0.0777908343125735,0.0677237202186137,0.0342063492063492,0.101121022568756,0.00945468468105111,0.00945468468105111,0.00945468468105111,0.001919362860015,0.226359992475932,0.153880921866752,-0.101121022568756,0.247787964970159,-0.0271711194788118,0.16516677018017,0.169228665731427,0.160503557744937,0.154789272030651,-0.031516290726817,0.144444444444444,-0.091304347826087,-0.1,-0.1,-0.305555555555556,-0.326984126984127,-0.342052620134812,0.158730006072067,-0.342052620134812,-0.348520281826354,-0.308481861440008,-0.348307646373482,0.116830098033667,0.153333333333333,0.0384608619618846,-0.375191101860916,-0.401308051470056,0.146426154984426,0.0882758620689655,0.1
"SOSGRB2",-0.152222222222222,-0.13070064687086,-0.144175824175824,0.066578947368421,0.154928337488002,-0.0301739130434783,-0.228523589086969,0.168944099378882,-0.0984126984126984,0.178991397356139,-0.24965034965035,-0.272727272727273,-0.106520806520807,0.1,0.172567287784679,0.15952380952381,0.0222185032064491,0.194152046783626,0.202485380116959,0.0498924731182796,0.0608646616541353,0.207909604519774,0.207909604519774,0.207909604519774,0.195089091699261,0.0880847953216374,0.189779791659175,-0.0608646616541353,0.128995735607676,-0.0616477272727273,-0.0135135135135135,-0.0111879321181647,0,0,-0.0449973682231747,0,-0.188888888888889,-0.2,-0.1,0,-0.1,-0.142857142857143,0.11032442796236,-0.142857142857143,-0.155900621118012,-0.0835634282518999,-0.178417783589408,0.0943995943995944,0.10952380952381,0.148766706820398,-0.193730470730471,-0.197387238723872,0.144004884004884,0.155714285714286,0.185714285714286
"cateninmemb",-0.335544371219644,-0.245732422357924,-0.240849963045085,0.0198781059540553,-0.294213002573485,-0.281273475249814,-0.329575755619805,-0.253367250921524,-0.264812834224599,-0.239514902177959,-0.328460513984117,-0.321244019138756,-0.288524174430784,-0.272549019607843,-0.25466021982169,-0.263326886488356,-0.14119749535684,0.328783068783069,0.344367484367484,0.0769275362318841,0.0529519610288615,0.360267722473605,0.360267722473605,0.360267722473605,0.362223029736175,0.0875392308779147,0.434930190921847,-0.0529519610288615,0.134546129931265,-0.102726503658205,-0.284543010752688,-0.287692617051901,-0.279166666666667,-0.266666666666667,-0.0834650664982279,-0.233333333333333,-0.302857142857143,-0.26,-0.2,0.266666666666667,0.272549019607843,0.270223438212494,0.0594500264891326,0.270223438212494,0.262397351255973,0.236491562831025,0.245770737845559,0.306171233254314,0.223636363636364,0.439337147988342,0.318797803181194,0.325383080192515,0.237454494000563,0.230606060606061,0.213272727272727
"ERK",-0.0890744336569579,-0.239389323639955,-0.246532180782812,0.0572953855393547,0.171601641248812,-0.121620489416035,-0.110797968344928,0.174870596124112,-0.121320616287601,0.174547898891563,-0.118831209342158,-0.138539238539239,-0.194653949620934,0.149122807017544,0.179061990640938,0.177808857808858,0.107291868915275,0.0141431117901706,0.00772109344154676,-0.0302197262462463,0.0514058153060853,0.0978793428793429,0.0978793428793429,0.0978793428793429,0.0924888038254375,0.266868978935952,0.150886961780347,-0.0514058153060853,0.26889637391184,0.0188815291370856,0.0862145076609879,0.0895961501730652,0.0816393442622951,0.08,0.0332592399240579,0.1,-0.0294372294372294,-0.0142857142857143,-0.0142857142857143,-0.133333333333333,-0.153333333333333,-0.168717948717949,0.124020503954567,-0.164507422402159,-0.173598331493068,0.0019447104090529,-0.175242343336007,0.188247264384165,0.123448275862069,0.123945652464738,-0.20511154727156,-0.212891733969227,0.258489736420771,0.257481085892301,0.275238095238095
"HEY1",-0.31843910806175,-0.240849963045085,-0.230606060606061,0.0148148148148148,-0.406082918934901,-0.281459694989107,-0.328460513984117,-0.262397351255973,-0.223636363636364,-0.245770737845559,-0.321244019138756,-0.305454545454545,-0.264812834224599,-0.266666666666667,-0.263326886488356,-0.270223438212494,-0.142943431539863,0.302857142857143,0.328783068783069,0.0653333333333333,0.0501083591331269,0.352179487179487,0.352179487179487,0.352179487179487,0.360267722473605,0.0819212533498248,0.427203921606173,-0.0501083591331269,0.127900560311012,-0.0886325439266616,-0.279166666666667,-0.284543010752688,-0.266666666666667,-0.233333333333333,-0.0769275362318841,-0.2,-0.26,-0.2,-0.1,0.233333333333333,0.266666666666667,0.272549019607843,0.054049654049654,0.272549019607843,0.270223438212494,0.246331379764663,0.253367250921524,0.288524174430784,0.16,0.436448051995798,0.422126212766457,0.331774832769835,0.229445340682485,0.213272727272727,0.177272727272727
"TCFLEF",-0.237217257792108,-0.0206392317867508,-0.0209703576145654,-0.0593614718614719,-0.10614776694857,-0.0216569393295473,-0.188969760715782,-0.0399064666989195,-0.236236933797909,0.0683409559814928,-0.193288697592858,-0.197210266220309,-0.248617886178862,-0.075,-0.0480133435760034,-0.0579512317747612,0.0128700924992374,0.176851277754504,0.177938234276243,0.0547052479684059,0.0424968102073365,0.185771550302236,0.185771550302236,0.185771550302236,0.182223587095929,-0.0675368508058961,0.320637193765332,-0.0424968102073365,0.0577245255906344,-0.083734069210518,-0.14010752688172,-0.137653539151659,-0.143333333333333,-0.143333333333333,-0.0571909076242376,-0.15,-0.163948051948052,-0.151948051948052,-0.142857142857143,0.1,0.0823529411764706,0.0673529411764706,-0.0443604721917975,0.06,0.0505982905982906,0.0273319782636954,-0.0652481724763382,0.250658702505392,0.214285714285714,0.344306139445187,0.0747467859173329,0.39680927960928,0.0347724961487895,0.0200357781753131,0.0153846153846154
"TWIST1",0.267098906687007,0.185089783230149,0.181217345872518,0.0526891807379612,0.179605224240389,0.132039655297664,0.0581261086921464,0.140552483490192,0.128405797101449,0.13333124511324,0.0562393162393162,0.0511111111111111,0.141563691838291,0.147619047619048,0.142061152882205,0.144461152882205,0.0976480263528818,-0.187362637362637,-0.195837213633824,-0.150682500682501,0.0383304356988568,-0.104027473685918,-0.104027473685918,-0.104027473685918,-0.106082268206466,0.0613467743902526,-0.241058887539119,-0.0383304356988568,0.0160214495828465,0.152567206804495,0.257814307458143,0.259292139970458,0.256444444444444,0.244444444444444,0.154972929725405,0.233333333333333,0.173076923076923,0.15,0.1,-0.133333333333333,-0.147619047619048,-0.147619047619048,0.058231142787269,-0.147619047619048,-0.143363728470111,-0.0296297762242789,-0.136723999569824,-0.151016428156699,-0.106666666666667,-0.249245128455684,-0.192652232621594,-0.191596360628619,-0.152687644313676,-0.176217345872518,-0.162424242424242
"TGF",0.0592105263157895,-0.0227777777777778,0.0736507936507937,0.0304856343757946,-0.0301478803812028,-0.0203703703703704,-0.229885057471264,-0.0214465408805031,-0.080952380952381,-0.0234800337034696,-0.233333333333333,-0.233333333333333,-0.0756892230576441,0,-0.0023989218328841,-0.00428571428571428,-0.0094524669715393,0.00595238095238095,-0.00457393483709273,-0.0978787878787879,0.0377583616485218,0.130357142857143,0.130357142857143,0.130357142857143,0.126785714285714,0.074025974025974,0.0895877985897555,-0.0377583616485218,0.00521296884933249,0.0754352030947776,0.100114942528736,0.100114942528736,0.0966666666666667,0.113333333333333,0.094652981427175,0.133333333333333,0.00833333333333333,0.0333333333333333,0,0,0,0.0142857142857143,0.0716388018112156,0.0333333333333333,0.0233333333333333,0.115954835542464,0.0253939093015558,0.064578111946533,0.0666666666666667,0.0306921151594624,0.0286285610846171,0.0237654320987654,0.0217546583850932,-0.0688888888888889,-0.08
"RAS",-0.0281385281385281,0.064950495049505,0.06,0.0403571428571429,0.0207081690823013,0.16228041462084,0.0139026812313803,0.116520650813517,-0.125,0.113565758680155,0.0157894736842105,0,-0.0881578947368421,0.1,0.11421568627451,0.105882352941176,0.0234000689655743,0.126666666666667,0.126666666666667,0.0852813852813853,0.0352025036818851,0.143846153846154,0.143846153846154,0.143846153846154,0.0515384615384615,-0.131433962264151,0.0562661498708011,-0.0352025036818851,-0.0202654867256637,-0.0820158102766798,-0.096,-0.0807457627118644,-0.1,-0.1,-0.0832405689548547,-0.1,-0.133333333333333,-0.1,-0.2,0,-0.1,-0.1,0.0314461538461538,-0.1,-0.105882352941176,-0.136629213483146,-0.114982189275055,0.0861971104231166,0.1,0.0743423452725778,-0.0515608517252725,-0.139235836627141,-0.0580952380952381,-0.06,-0.02
"TGFR",0.0653833658219623,-0.0227777777777778,-0.0227777777777778,0.0376284915186517,-0.0313403846401465,-0.0207262422564914,-0.230604481931696,-0.0253939093015558,-0.0756892230576441,-0.0226828680701658,-0.229885057471264,-0.233333333333333,-0.064578111946533,-0.0333333333333333,-0.005624728284497,-0.0023989218328841,-0.0094524669715393,-0.00457393483709273,0.00240280934895378,-0.094652981427175,0.0351168522145596,0.126785714285714,0.126785714285714,0.126785714285714,0.128540100250627,0.0725974025974026,0.0912992900322983,-0.0351168522145596,0.00550795410006995,0.0724501284679119,0.100114942528736,0.0984200272744983,0.100114942528736,0.0966666666666667,0.095720597085538,0.113333333333333,-0.00595238095238095,0.00833333333333333,0.0333333333333333,0,0.0142857142857143,0.00428571428571428,0.0707590364153212,0.0233333333333333,0.0214465408805031,0.116679473223624,0.0234800337034696,0.0727972900287248,0.080952380952381,0.031095340965914,0.0277047735557488,0.0259113548455465,0.0221913396078006,-0.0736507936507937,-0.0688888888888889
"Frizzled",-0.206060606060606,-0.264099378881988,-0.280289855072464,0.0296918767507003,0.196414161500708,-0.0386414565826331,-0.00273109243697479,0.279699248120301,-0.22,0.289469036830487,-0.0321428571428571,-0.0571428571428571,-0.225882352941176,0.2,0.279699248120301,0.261842105263158,0.0667695529207005,0.165833333333333,0.147083333333333,0.0813357185450209,0.0299908613529933,0.13069036226931,0.13069036226931,0.13069036226931,0.107855716600018,0.176428571428571,0.279838035527691,-0.0299908613529933,0.23452380952381,-0.0874086197490453,-0.00432900432900433,0.00212260857422148,-0.00909090909090909,0,-0.0822702979842732,0,-0.153333333333333,-0.133333333333333,-0.1,-0.1,-0.1,-0.225,0.148989898989899,-0.225,-0.261842105263158,-0.160876411170529,-0.285659513020963,0.203660130718954,0.2,0.16400832881089,-0.22348533763788,-0.311035940803383,0.30553808492609,0.293333333333333,0.3
"DSH",-0.191426459719143,-0.252601121042266,-0.264099378881988,0.0345462456827391,0.199487032440128,-0.0308400381429167,0.0119542222483399,0.285659513020963,-0.225882352941176,0.289379989635473,-0.00273109243697479,-0.0321428571428571,-0.203660130718954,0.225,0.285581601061477,0.279699248120301,0.0675844539684304,0.147083333333333,0.141336206896552,0.0822702979842732,0.0252664519041744,0.107855716600018,0.107855716600018,0.107855716600018,0.0969313468521191,0.167337662337662,0.262436643416322,-0.0252664519041744,0.229016563146998,-0.085654233784133,0.00212260857422148,0.00764408096685951,-0.00432900432900433,-0.00909090909090909,-0.080383505531443,0,-0.165833333333333,-0.153333333333333,-0.133333333333333,-0.2,-0.225,-0.261842105263158,0.145331362404533,-0.261842105263158,-0.279699248120301,-0.164752380162777,-0.289469036830487,0.195389454027225,0.22,0.151412908963562,-0.229256833515383,-0.324116109579754,0.29558137496938,0.280289855072464,0.293333333333333
"GSK3",-0.173286924835422,-0.24619086463201,-0.252601121042266,0.0307294517896093,0.201166321211942,-0.0261025221377951,0.02208409237821,0.289469036830487,-0.203660130718954,0.287801042267052,0.0119542222483399,-0.00273109243697479,-0.195389454027225,0.261842105263158,0.289355185967138,0.285581601061477,0.0687061105689481,0.141336206896552,0.12937039493074,0.080383505531443,0.0242263330334463,0.0969313468521191,0.0969313468521191,0.0969313468521191,0.087897733406741,0.16558327637275,0.151787724947104,-0.0242263330334463,0.222704270788194,-0.0818480054104306,0.00764408096685951,0.0109933632635102,0.00212260857422148,-0.00432900432900433,-0.0760356794444865,-0.00909090909090909,-0.147083333333333,-0.165833333333333,-0.153333333333333,-0.225,-0.261842105263158,-0.279699248120301,0.143103929813677,-0.279699248120301,-0.285659513020963,-0.166358219578835,-0.289379989635473,0.180048544936316,0.225882352941176,0.143064899100934,-0.230759928121926,-0.331269838651291,0.289042300009252,0.264099378881988,0.280289855072464
"LIV1",0.148446094609461,0.117854951220429,0.120040743570155,0.015151704397606,-0.149106879861594,0.0191767363071711,-0.12047619047619,-0.129398507418309,0.129565217391304,-0.125339759014733,-0.117179487179487,-0.106410256410256,0.117700810611643,-0.12,-0.128967337041791,-0.128479532163743,0.0148594043549232,-0.00307017543859649,0.00804093567251462,-0.0628861580474484,0.01754357346332,0.191043626122536,0.191043626122536,0.191043626122536,0.194679989758899,0.00441254877718965,0.175299783549784,-0.01754357346332,-0.0254364321921193,0.0567649998530147,0.0382204016612619,0.0362204016612619,0.0443932411674347,0.0476190476190476,0.0583700290151903,0.0476190476190476,0.00833333333333333,0.0333333333333333,0.0333333333333333,0.1,0.12,0.131111111111111,-0.0773881156831291,0.131111111111111,0.128408408408408,0.0850924505794138,0.127546655566458,-0.10436747727831,-0.16,0.19513945652513,0.157622935686505,0.159620782600613,-0.12480478145842,-0.129131652661064,-0.142857142857143
"EGR1",0.148446094609461,0.117854951220429,0.120040743570155,0.015151704397606,-0.149106879861594,0.0191767363071711,-0.12047619047619,-0.129398507418309,0.129565217391304,-0.125339759014733,-0.117179487179487,-0.106410256410256,0.117700810611643,-0.12,-0.128967337041791,-0.128479532163743,0.0148594043549232,-0.00307017543859649,0.00804093567251462,-0.0628861580474484,0.01754357346332,0.191043626122536,0.191043626122536,0.191043626122536,0.194679989758899,0.00441254877718965,0.175299783549784,-0.01754357346332,-0.0254364321921193,0.0567649998530147,0.0382204016612619,0.0362204016612619,0.0443932411674347,0.0476190476190476,0.0583700290151903,0.0476190476190476,0.00833333333333333,0.0333333333333333,0.0333333333333333,0.1,0.12,0.131111111111111,-0.0773881156831291,0.131111111111111,0.128408408408408,0.0850924505794138,0.127546655566458,-0.10436747727831,-0.16,0.19513945652513,0.157622935686505,0.159620782600613,-0.12480478145842,-0.129131652661064,-0.142857142857143
"Jagged",0.22,0.184888888888889,0.188888888888889,0.0111111111111111,0.00792982456140351,0.088,-0.134285714285714,0.0123076923076923,0.2,0.0125740925740926,-0.12,-0.1,0.22,0,0.0123076923076923,0.02,0.0904977375565611,-0.0333333333333333,-0.0444444444444444,-0.0666666666666667,0.0154589371980676,0.0533333333333333,0.0533333333333333,0.0533333333333333,0.0533333333333333,-0.0102564102564103,0.0256704980842912,-0.0154589371980676,-0.05,-0.0333333333333333,0.0583333333333333,0.066025641025641,0.0333333333333333,0,0.0714285714285714,0,0,0,0,0,0,0,-0.0842424242424242,0,-0.02,0.0338528138528138,-0.00927738927738928,-0.186666666666667,-0.1,-0.0102857142857143,-0.0123175416133163,-0.0142857142857143,-0.175714285714286,-0.2,-0.2
"DELTA",0.22,0.184888888888889,0.188888888888889,0.0111111111111111,0.00792982456140351,0.088,-0.134285714285714,0.0123076923076923,0.2,0.0125740925740926,-0.12,-0.1,0.22,0,0.0123076923076923,0.02,0.0904977375565611,-0.0333333333333333,-0.0444444444444444,-0.0666666666666667,0.0154589371980676,0.0533333333333333,0.0533333333333333,0.0533333333333333,0.0533333333333333,-0.0102564102564103,0.0256704980842912,-0.0154589371980676,-0.05,-0.0333333333333333,0.0583333333333333,0.066025641025641,0.0333333333333333,0,0.0714285714285714,0,0,0,0,0,0,0,-0.0842424242424242,0,-0.02,0.0338528138528138,-0.00927738927738928,-0.186666666666667,-0.1,-0.0102857142857143,-0.0123175416133163,-0.0142857142857143,-0.175714285714286,-0.2,-0.2
"PI3K",-0.122307692307692,-0.125905786704926,-0.141352941176471,0.0157894736842105,0.201107705188734,0.083904105714512,-0.0011166253101737,0.27453734671126,-0.185714285714286,0.281065391443044,-0.0269230769230769,-0.05,-0.191596638655462,0.2,0.27453734671126,0.263768115942029,0.0779201365141945,0.23921568627451,0.221266968325792,0.0612565026010404,0.0143540743625947,0.096017316017316,0.096017316017316,0.096017316017316,0.0768392338255352,0.159065934065934,0.162686387686388,-0.0143540743625947,0.178530595813204,-0.0683752060000673,0.00769230769230769,0.016025641025641,0,0,-0.0572565026010404,0,-0.233333333333333,-0.233333333333333,-0.2,-0.1,-0.2,-0.233333333333333,0.126306373437521,-0.233333333333333,-0.263768115942029,-0.146666666666667,-0.279622092473972,0.167006474721036,0.2,0.139663644065138,-0.22102675537321,-0.307142857142857,0.1548524970964,0.157352941176471,0.175
"ILK",-0.122307692307692,-0.125905786704926,-0.141352941176471,0.0157894736842105,0.201107705188734,0.083904105714512,-0.0011166253101737,0.27453734671126,-0.185714285714286,0.281065391443044,-0.0269230769230769,-0.05,-0.191596638655462,0.2,0.27453734671126,0.263768115942029,0.0779201365141945,0.23921568627451,0.221266968325792,0.0612565026010404,0.0143540743625947,0.096017316017316,0.096017316017316,0.096017316017316,0.0768392338255352,0.159065934065934,0.162686387686388,-0.0143540743625947,0.178530595813204,-0.0683752060000673,0.00769230769230769,0.016025641025641,0,0,-0.0572565026010404,0,-0.233333333333333,-0.233333333333333,-0.2,-0.1,-0.2,-0.233333333333333,0.126306373437521,-0.233333333333333,-0.263768115942029,-0.146666666666667,-0.279622092473972,0.167006474721036,0.2,0.139663644065138,-0.22102675537321,-0.307142857142857,0.1548524970964,0.157352941176471,0.175
"NFB",-0.336145510835913,-0.350702365426416,-0.355765656565657,0.00787545787545788,-0.0489778433540643,-0.282212885154062,-0.0727263417585998,-0.0432159930465015,-0.170857142857143,-0.0368898575290034,-0.0836940836940837,-0.0948051948051948,-0.17752380952381,-0.0666666666666667,-0.043831748775569,-0.0528205128205128,-0.0868214395681427,0.261132561132561,0.256688116688117,0.177867161716172,0.012967706622879,0.149650230481498,0.149650230481498,0.149650230481498,0.143680081227766,0.0849656718509178,0.359609997845292,-0.012967706622879,0.136498173903277,-0.181414934394811,-0.15455938697318,-0.152149748418963,-0.151111111111111,-0.14,-0.179725897775651,-0.12,-0.247619047619048,-0.114285714285714,-0.1,0.1,0.0666666666666667,0.0666666666666667,0.114319938566622,0.0666666666666667,0.0528205128205128,-0.0662235722200122,0.0402624065486112,0.171641456582633,0.142857142857143,0.2643195695701,0.0837060085757531,0.0803090172239108,0.346677244844576,0.356565656565657,0.361111111111111
