"","GSK3","Destcompl","AXIN2","RAS","TCFLEF","CD44","FOXC2","PI3K","GLI","cMet","Wnt","TWIST1","Frizzled","TGF","Ecadherin","CDC42","PAK1","DSH","SOSGRB2","AKT","SNAI1","LIV1","NFB","RKIP","Csn","TrCP","HEY1","EGR1","SMAD","KLF4","NOTCH","ZEB2","ZEB1","Patched","NOTCHic","Csl","miR200","SHH","Jagged","SMO","FUS","SUFU","ILK","cfos","ERK","MEK","SNAI2","IKK","STAT","TGFR","SRC","cateninmemb","RAF","DELTA","cateninnuc"
"HEY1",0.594255821400115,0.653602158042186,0.555488158668531,0.548333333333333,0.552615451718527,0.51816729118341,0.318483789294437,0.498333333333333,0.518662043807098,0.475558595531236,0.475558595531236,0.451660130718954,0.431372549019608,0.0737087952697709,0.225385448123876,0.0290909090909091,0.00909090909090909,0.366666666666667,0.197269868496284,0.404232804232804,0.185388692888776,0.3,0.3,0.122510822510823,0.2,0.1,-0.0292589763177998,0.12,0.00666666666666667,-0.107407407407407,0.486104671237607,0.123508771929825,0.123508771929825,-0.364583333333333,0.439712918660287,0.381818181818182,0.117236467236467,0.385013440860215,-0.475224206078779,0.333333333333333,0.3,0.2,-0.00666666666666667,-0.165454545454545,-0.200748663101604,-0.236831137328408,-0.448023672735409,-0.352380952380952,-0.366666666666667,-0.0517575757575758,-0.431372549019608,-0.504713320780394,-0.498333333333333,-0.498333333333333,-0.584122301033595
"TGFR",0.0214743793488189,0.160120841204139,0.209536299021278,-0.00617167919799498,0.1838853781108,0.175751406818934,0.0363562884808376,-0.0184523809523809,0.155880358229719,0.166540880503145,0.147493261455526,0.0569757479899829,0.134285714285714,0.0138787571766295,0.107687911643582,-0.0911111111111111,-0.0911111111111111,0.114285714285714,-0.0462962962962963,0.0424476889899166,0.0114833557432109,0.1,0.0226190476190476,0.016017316017316,0.00833333333333333,0.0333333333333333,0.140296582849774,-0.0333333333333333,0.110756653899806,-0.156850459482038,-0.165871165136856,0.157048940246557,0.157048940246557,0.0838433908045977,-0.179540229885057,-0.193333333333333,0.17064443096145,-0.0810185320475356,0.0548262043499605,-0.0932183908045977,-0.0966666666666667,-0.113333333333333,-0.110400782013685,0.0280701754385965,0.0258479532163743,0.0162589121204839,-0.133739561546626,-0.0331453634085213,-0.133333333333333,-0.0124603174603175,-0.153333333333333,-0.172699329508969,0.0184523809523809,0.0184523809523809,-0.190351277136487
"Ecadherin",0.643041693364795,0.698429744249083,0.5948696019675,0.590791433891993,0.584122301033595,0.552615451718527,0.353952896845924,0.548333333333333,0.553328710473765,0.51816729118341,0.518662043807098,0.483876145616533,0.475558595531236,0.0926961370419228,0.129864513362435,0.0517575757575758,0.0290909090909091,0.431372549019608,0.213059342180494,0.441895141895142,0.211338059977384,0.366666666666667,0.352380952380952,0.1461063281288,0.3,0.2,-0.0352992447741757,0.165454545454545,0.00545601291364003,-0.145382090951711,0.525881622910469,0.158105928327929,0.158105928327929,-0.385013440860215,0.486104671237607,0.439712918660287,0.152059558484139,0.404698480230294,-0.498794000129122,0.364583333333333,0.333333333333333,0.3,-0.00666666666666667,-0.200748663101604,-0.236831137328408,-0.266242902034291,-0.467710608316384,-0.404232804232804,-0.431372549019608,-0.0737087952697709,-0.475558595531236,-0.523046654113727,-0.548333333333333,-0.548333333333333,-0.610639574609692
"CD44",0.144047619047619,0.147440794499618,-0.07,0.128571428571429,-0.0270542635658915,-0.0433333333333333,0.112916666666667,0.114285714285714,-0.0433333333333333,0.05,-0.05,0.0926007326007326,-0.1,0.113333333333333,0.0169047877537727,0.113333333333333,0.133333333333333,0,0.204761904761905,-0.00666666666666667,0.08160552897395,0.1,0,0.168888888888889,-0.1,0,-0.116374269005848,0,-0.104988662131519,-0.258730158730159,0.201503759398496,0.163492063492063,0.163492063492063,-0.1,0.185714285714286,0.2,0.179609134826526,0.109090909090909,-0.106107226107226,0.1,0.1,0.1,0.111111111111111,-0.025,-0.005,-0.005,0.25002997002997,0,-0.1,-0.113333333333333,0,0.0318131868131868,-0.114285714285714,-0.114285714285714,0.0209004174120453
"cMet",0.155337941628264,0.155548902607726,-0.0557142857142857,0.132345013477089,-0.0209004174120453,-0.0270542635658915,0.119245780590717,0.128571428571429,-0.0251515151515152,-0.0433333333333333,-0.0433333333333333,0.102713092151294,-0.05,0.11758865248227,0.0176681465323986,0.113333333333333,0.113333333333333,-0.1,0.218095238095238,-0.000416666666666667,0.0866902747366619,0.1,0,0.18,0,-0.1,-0.114413484692122,0.025,-0.106806843949701,-0.263492063492063,0.207886738121901,0.170562770562771,0.170562770562771,-0.109090909090909,0.201503759398496,0.185714285714286,0.185859134826526,0.105965909090909,-0.110455052194183,0.1,0.1,0.1,0.104988662131519,-0.005,-0.005,-0.0104545454545455,0.244920480978875,0.00666666666666667,0,-0.113333333333333,-0.05,0.0278985960658559,-0.128571428571429,-0.128571428571429,0.0129908128922713
"Patched",-0.421611721611722,-0.464295704295704,-0.379220779220779,-0.332211538461538,-0.244444444444444,-0.233333333333333,0.02,-0.288461538461538,-0.3375,-0.2,-0.3,-0.108333333333333,-0.3,0.188333333333333,0.06292071197411,0.233333333333333,0.233333333333333,-0.2,0.1,-0.192857142857143,-0.0123655913978495,-0.1,-0.1,0.0257142857142857,0,0,-0.058974358974359,0.1,-0.0766666666666667,-0.238888888888889,-0.242424242424242,0.241666666666667,0.241666666666667,0.186666666666667,-0.233333333333333,-0.2,0.252380952380952,-0.186666666666667,0.124232804232804,-0.266666666666667,-0.3,-0.2,0.0666666666666667,0,0.02,0.0584615384615385,0.322574712643678,0.15,0.1,-0.213333333333333,0.2,0.124121863799283,0.288461538461538,0.288461538461538,0.268716289104639
"RAS",0.218733850129199,0.239330593981757,0.151225296442688,0.207051282051282,0.142131510542024,0.12828535669587,0.224761904761905,0.285897435897436,0.125980392156863,0.117647058823529,0.117647058823529,0.149536279323513,0.1,0.206872451951077,0.0157766751847863,0.2,0.18,0.1,-0.0354978354978355,0.156666666666667,0.251750245821042,0,0.133333333333333,0.0684465408805031,0.1,0.2,-0.00928853754940711,0.18,0.0861471861471861,-0.288928571428571,0.0789970208540219,0.304392488954345,0.304392488954345,0.0873333333333333,0.0657894736842105,0.05,0.316923076923077,-0.0754689265536723,0.0446244825547014,-0.0833333333333333,-0.1,-0.1,-0.0861471861471861,-0.205,-0.210263157894737,-0.216145510835913,-0.282239355196688,-0.14,-0.1,-0.205882352941176,-0.1,-0.0599437449993264,-0.285897435897436,-0.285897435897436,-0.148647091278568
"miR200",0.15331239171272,0.250781514247653,0.218964899668294,0.19984163204694,0.182997326083189,0.171092564178427,0.0478683376244352,0.188120933792576,0.170621266057886,0.165474586650337,0.16512676056338,0.144526577716762,0.144,0.00925635820719886,0.0337342251527278,0.00196078431372549,0,0.14,0.0312185686653772,0.0470960419917719,0.0247870647870648,0.1,0.0252631578947368,0.0147361774711864,0.02,0,-0.00169491525423729,0.0142857142857143,0.000571476128387938,-0.320220841959972,0.0748662714647519,0.323906810035842,0.323906810035842,-0.0345991561181435,0.061871921182266,0.0515270935960591,0.257796101949025,0.0422078517703174,-0.0540850315671701,0.0333333333333333,0.02,0.02,-0.000884955752212389,-0.0142857142857143,-0.0279220779220779,-0.0326839826839827,-0.180606683799231,-0.0395488721804511,-0.14,-0.00518659076533839,-0.144347826086957,-0.1683100805826,-0.188120933792576,-0.188120933792576,-0.188603386689249
"NOTCH",-0.00741030999651689,0.0356385811712914,0.0374932614555256,0.0525691699604743,0.0461405261405261,0.0428438228438228,0.191836734693878,0.0424242424242424,0.0428438228438228,0.0276923076923077,0.0276923076923077,0.115864406779661,0.02,0.188114695340502,0.0520701754385965,0.188888888888889,0.2,0,0.125263157894737,-0.0222222222222222,0.0734615384615385,0,-0.0333333333333333,0.0513704686118479,0,0,-0.13768115942029,0,-0.0380952380952381,-0.396376811594203,0.0375115207373272,0.411191626409018,0.411191626409018,-0.041025641025641,0.134285714285714,0.12,0.425367965367965,0.0469079939668175,-0.044963924963925,0.0333333333333333,0.0333333333333333,0,0.0380952380952381,0.02,0.02,0.02,0.102002681414446,0.0222222222222222,0,-0.184888888888889,-0.02,-0.051266896955268,-0.0424242424242424,-0.0424242424242424,-0.052262975120118
"NOTCHic",-0.00162518602957474,0.0433052478379581,0.0444377058999701,0.0589731108471738,0.052262975120118,0.0461405261405261,0.196675444371297,0.0525691699604743,0.0460696292954357,0.0428438228438228,0.0428438228438228,0.117751199232491,0.0276923076923077,0.188751638015661,0.0531421509362994,0.184888888888889,0.188888888888889,0.02,0.125263157894737,-0.0198966408268734,0.0761070411070411,0,-0.0222222222222222,0.0499620179076226,-0.0333333333333333,0,-0.139219620958751,-0.02,-0.0373758136348064,-0.410662525879917,0.0480378365268009,0.416376811594203,0.416376811594203,-0.0469079939668175,0.0375115207373272,0.134285714285714,0.434038485599179,0.052284338052839,-0.0469506799308124,0.041025641025641,0.0333333333333333,0.0333333333333333,0.0380952380952381,0.02,0.02,0.0142857142857143,0.098996669390398,0.0222222222222222,-0.02,-0.188114695340502,-0.0276923076923077,-0.0543094933041524,-0.0525691699604743,-0.0525691699604743,-0.055469081990347
"Csl",0.00529675800577136,0.0488506469848198,0.050864441118479,0.0641201696707032,0.055469081990347,0.052262975120118,0.19897429494601,0.0589731108471738,0.0525212421986615,0.0461405261405261,0.0460696292954357,0.12204013828441,0.0428438228438228,0.189885424863734,0.0531421509362994,0.188114695340502,0.184888888888889,0.0276923076923077,0.130954214805306,-0.0144702842377261,0.0784785826090174,0.02,-0.0222222222222222,0.0522661653730604,-0.0222222222222222,-0.0333333333333333,-0.139873215729993,-0.02,-0.037931369190362,-0.416376811594203,0.0525832910722554,0.421901673472656,0.421901673472656,-0.052284338052839,0.0480378365268009,0.0375115207373272,0.438177919150377,0.0531464070183562,-0.0505965132641457,0.0469079939668175,0.041025641025641,0.0333333333333333,0.0373758136348064,0.02,0.0142857142857143,0.0110248447204969,0.0965358192785412,0.0198966408268734,-0.0276923076923077,-0.188751638015661,-0.0428438228438228,-0.056450166087027,-0.0589731108471738,-0.0589731108471738,-0.0594141934826283
"CDC42",0.144488636363636,0.302303719187318,0.270623973727422,0.223900047824008,0.259083935420569,0.242252252252252,0.237241237958598,0.199509803921569,0.241754385964912,0.223333333333333,0.223333333333333,0.205255411255411,0.19,0.191380188439012,0.178832574156267,0.180952380952381,0.285714285714286,0.15,0.168055555555556,0.0199561403508772,0.0977993314702175,0.1,-0.00833333333333333,0.0611421911421911,-0.0333333333333333,0,-0.0411294352823588,-0.02,-0.0364823348694316,-0.417619047619048,0.132564102564103,0.426155886083247,0.426155886083247,-0.0804147465437788,0.106410256410256,0.0833333333333333,0.443379169849758,0.0915258576548899,-0.123993055555556,0.0642857142857143,0.0476190476190476,0.0333333333333333,0.0380952380952381,0,-0.00434782608695652,-0.0196020633750921,-0.0217281258887098,-0.00416666666666667,-0.15,-0.186834733893557,-0.19,-0.24626784944592,-0.199509803921569,-0.199509803921569,-0.272046898383532
"PAK1",0.168852272727273,0.323506726706115,0.290749759890944,0.243445502369462,0.272046898383532,0.259083935420569,0.249655031062046,0.223900047824008,0.25882755669662,0.242252252252252,0.241754385964912,0.21884236777715,0.223333333333333,0.197391117400761,0.179593819831008,0.186834733893557,0.180952380952381,0.19,0.178946644664466,0.0366228070175439,0.108539188272127,0.15,0.00416666666666667,0.0705344563355613,-0.00833333333333333,-0.0333333333333333,-0.0426000235176529,0,-0.0371274961597542,-0.429094457455113,0.15014652014652,0.438696079009292,0.438696079009292,-0.0915258576548899,0.132564102564103,0.106410256410256,0.454039068326916,0.0975258576548899,-0.133809006475801,0.0804147465437788,0.0642857142857143,0.0476190476190476,0.0364823348694316,-0.00434782608695652,-0.0196020633750921,-0.0316020633750921,-0.0305888853823807,-0.0199561403508772,-0.19,-0.191380188439012,-0.223333333333333,-0.253410706588777,-0.223900047824008,-0.223900047824008,-0.283908967349049
"LIV1",0.168852272727273,0.323506726706115,0.290749759890944,0.243445502369462,0.272046898383532,0.259083935420569,0.249655031062046,0.223900047824008,0.25882755669662,0.242252252252252,0.241754385964912,0.21884236777715,0.223333333333333,0.197391117400761,0.179593819831008,0.186834733893557,0.180952380952381,0.19,0.178946644664466,0.0366228070175439,0.108539188272127,0.15,0.00416666666666667,0.0705344563355613,-0.00833333333333333,-0.0333333333333333,-0.0426000235176529,0,-0.0371274961597542,-0.429094457455113,0.15014652014652,0.438696079009292,0.438696079009292,-0.0915258576548899,0.132564102564103,0.106410256410256,0.454039068326916,0.0975258576548899,-0.133809006475801,0.0804147465437788,0.0642857142857143,0.0476190476190476,0.0364823348694316,-0.00434782608695652,-0.0196020633750921,-0.0316020633750921,-0.0305888853823807,-0.0199561403508772,-0.19,-0.191380188439012,-0.223333333333333,-0.253410706588777,-0.223900047824008,-0.223900047824008,-0.283908967349049
"EGR1",0.168852272727273,0.323506726706115,0.290749759890944,0.243445502369462,0.272046898383532,0.259083935420569,0.249655031062046,0.223900047824008,0.25882755669662,0.242252252252252,0.241754385964912,0.21884236777715,0.223333333333333,0.197391117400761,0.179593819831008,0.186834733893557,0.180952380952381,0.19,0.178946644664466,0.0366228070175439,0.108539188272127,0.15,0.00416666666666667,0.0705344563355613,-0.00833333333333333,-0.0333333333333333,-0.0426000235176529,0,-0.0371274961597542,-0.429094457455113,0.15014652014652,0.438696079009292,0.438696079009292,-0.0915258576548899,0.132564102564103,0.106410256410256,0.454039068326916,0.0975258576548899,-0.133809006475801,0.0804147465437788,0.0642857142857143,0.0476190476190476,0.0364823348694316,-0.00434782608695652,-0.0196020633750921,-0.0316020633750921,-0.0305888853823807,-0.0199561403508772,-0.19,-0.191380188439012,-0.223333333333333,-0.253410706588777,-0.223900047824008,-0.223900047824008,-0.283908967349049
"SNAI1",0.188456233123312,0.341379533723659,0.30636747550866,0.260358474454848,0.283908967349049,0.272046898383532,0.261726187351754,0.243445502369462,0.271807447007406,0.259083935420569,0.25882755669662,0.230432111366894,0.241754385964912,0.203439504497535,0.181206723056814,0.191380188439012,0.186834733893557,0.223333333333333,0.183097588060693,0.0512061403508772,0.0179697932543333,0.19,0.0199561403508772,0.0780658370886994,0.00416666666666667,-0.00833333333333333,-0.0449809758986053,0.00434782608695652,-0.0367584924697173,-0.442490096084397,0.164840397697541,0.449397186020362,0.449397186020362,-0.0975258576548899,0.15014652014652,0.132564102564103,0.46585463028657,0.104710323674307,-0.142279594711095,0.0915258576548899,0.0804147465437788,0.0642857142857143,0.0371274961597542,-0.0196020633750921,-0.0316020633750921,-0.0419159647203836,-0.0382657207829841,-0.0366228070175439,-0.223333333333333,-0.197391117400761,-0.242252252252252,-0.259731950112093,-0.243445502369462,-0.243445502369462,-0.293511445407903
"Wnt",0.593887147335423,0.627568922305764,0.348484848484849,0.51555023923445,0.386466165413534,0.332894736842105,0.43004048582996,0.447368421052632,0.332894736842105,0.275,0.275,0.341176470588235,0.3,0.366376811594203,0.192685736765202,0.333333333333333,0.3,0.2,0.193939393939394,0.203333333333333,0.312577639751553,0,0.133333333333333,0.221666666666667,0.1,0.1,-0.041025641025641,0.1,-0.0322401113098787,-0.419607843137255,0.271428571428571,0.456193208990913,0.456193208990913,-0.0590909090909091,0.221428571428571,0.15,0.46959595959596,0.0924242424242424,-0.160245098039216,0.05,0,0,0.0299145299145299,-0.133333333333333,-0.153333333333333,-0.194509803921569,-0.17448275862069,-0.153333333333333,-0.1,-0.353333333333333,-0.2,-0.277118644067797,-0.447368421052632,-0.447368421052632,-0.421565503161878
"SMAD",0.392790272940649,0.403617407092475,0.343739751081904,0.411076293850943,0.327299684414698,0.307625328919447,0.308617742127396,0.382786820166733,0.280513391484614,0.285443510737628,0.258211233211233,0.248097781254737,0.229365079365079,0.244467462852448,0.199456406440664,0.226525821596244,0.216666666666667,0.19047619047619,0.19399585921325,0.207966386554622,0.156622991256056,0.16,0.157142857142857,0.102071454392461,0.133333333333333,0.1,0.0887980239829473,0.0285714285714286,-0.0372623723308655,-0.445252476224446,0.106902025177887,0.459050061255194,0.459050061255194,-0.00592507645259938,0.0822988505747126,0.0466666666666667,0.472756303798018,0.0167057455975808,-0.0754774472838989,-0.00416666666666667,-0.0291666666666667,-0.0416666666666667,-0.0636900086215155,-0.0382488479262673,-0.0615046618797557,-0.078812354187448,-0.107301758097029,-0.182633053221289,-0.217142857142857,-0.234905709864401,-0.256031746031746,-0.30064903312975,-0.382786820166733,-0.382786820166733,-0.343307789784505
"PI3K",0.638395863395863,0.647213349649106,0.366952380952381,0.541569115815691,0.373733663372573,0.344920104050539,0.339897793263647,0.496363636363636,0.344920104050539,0.303381642512077,0.303381642512077,0.248107796218987,0.255555555555556,0.275720229555237,0.142911458938996,0.242647058823529,0.225,0.2,0.183076923076923,0.337556561085973,0.320805152979066,0.1,0.266666666666667,0.24849709114415,0.233333333333333,0.2,-0.0357851545420913,0.133333333333333,-0.0204565026010404,-0.434868421052632,0.295719602977668,0.46745167729685,0.46745167729685,-0.0730769230769231,0.263461538461538,0.225,0.47871906929284,0.0897435897435897,-0.163684210526316,0.05,0.05,0,0.0212565026010404,-0.161904761904762,-0.203081232492997,-0.221114019378243,-0.219684953489516,-0.319607843137255,-0.2,-0.258647058823529,-0.255555555555556,-0.236798172869682,-0.496363636363636,-0.496363636363636,-0.400331601516903
"ZEB1",0.504161444365156,0.588810514453682,0.513346996750421,0.494687894064222,0.499054234916326,0.475915937043986,0.355099120279921,0.457680020048474,0.464293059635026,0.443277048155097,0.43164701152506,0.401115358908049,0.398954703832753,0.240197992587436,0.244527715858575,0.214909212060636,0.207662835249042,0.342857142857143,0.213138401559454,0.261427749702124,0.193244952268653,0.3,0.200701754385965,0.140046220703861,0.153333333333333,0.133333333333333,0.088727369349131,0.116666666666667,0.0862506259369971,-0.474735679143386,0.168933317128504,0.49069869396265,0.49069869396265,-0.0329991087344028,0.135049019607843,0.0958333333333333,0.511334135215964,0.0440311372041537,-0.124384254429854,0.00946969696969696,-0.00416666666666667,-0.0416666666666667,-0.0857698567062279,-0.144666666666667,-0.162313725490196,-0.189185972186231,-0.344584140300133,-0.228570606844981,-0.353846153846154,-0.227599567390586,-0.409943714821764,-0.46837913802554,-0.457680020048474,-0.457680020048474,-0.521461279926111
"Frizzled",0.653887147335423,0.680884572173138,0.406624383368569,0.568306144746261,0.421565503161878,0.386466165413534,0.464924206760192,0.51555023923445,0.386466165413534,0.332894736842105,0.332894736842105,0.382128851540616,0.275,0.384472049689441,0.196182240261705,0.353333333333333,0.333333333333333,0.3,0.215151515151515,0.228333333333333,0.333212560386473,0.1,0.153333333333333,0.243095238095238,0.133333333333333,0.1,-0.0474086197490453,0.133333333333333,-0.0331746907491311,-0.457703081232493,0.312605042016807,0.49282687235725,0.49282687235725,-0.0924242424242424,0.271428571428571,0.221428571428571,0.50397095959596,0.11177908113392,-0.191558229352347,0.0590909090909091,0.05,0,0.0322401113098787,-0.153333333333333,-0.194509803921569,-0.213028322440087,-0.199403894267377,-0.203333333333333,-0.2,-0.366376811594203,-0.275,-0.297753564702717,-0.51555023923445,-0.51555023923445,-0.453946455542831
"AKT",0.678718444041025,0.685840314082522,0.401970431493897,0.576508874851836,0.400331601516903,0.373733663372573,0.365461703038083,0.541569115815691,0.373411724162271,0.344920104050539,0.344920104050539,0.271655196830607,0.303381642512077,0.288106936503877,0.146093277120814,0.258647058823529,0.242647058823529,0.255555555555556,0.196410256410256,0.266849490378902,0.340604651725933,0.2,0.319607843137255,0.26154056940502,0.266666666666667,0.233333333333333,-0.0395445530383319,0.161904761904762,-0.0207932029377407,-0.469911156095367,0.331085456636204,0.493479074557124,0.493479074557124,-0.0897435897435897,0.295719602977668,0.263461538461538,0.507061315282145,0.103427800269906,-0.180240501917044,0.0730769230769231,0.05,0.05,0.0204565026010404,-0.203081232492997,-0.221114019378243,-0.243898829504825,-0.236870883137757,-0.337556561085973,-0.255555555555556,-0.275720229555237,-0.303381642512077,-0.251579008751435,-0.541569115815691,-0.541569115815691,-0.421562370747672
"AXIN2",0.812053394355454,0.899885875187142,0.90359879729033,0.692364957700216,0.623619987830384,0.579423035896035,0.497481222914478,0.633834773973182,0.579567868544885,0.52547981823042,0.52547981823042,0.509427766784089,0.463410852713178,0.325255169813933,0.112245245594701,0.278364197530864,0.2475,0.386666666666667,0.213210931191296,0.443285024154589,0.476386567787273,0.3,0.342995169082126,0.384395112056402,0.277777777777778,0.2,-0.0405817872349312,0.26,-0.0222164711295146,-0.45952828706601,0.483278127751812,0.498358406059981,0.498358406059981,-0.26753663003663,0.429899749373434,0.365614035087719,0.506943712606464,0.292126793971056,-0.461054603445908,0.237179487179487,0.203846153846154,0.15,0.0210259949390384,-0.306341463414634,-0.346528379302485,-0.381011137923174,-0.469279797125381,-0.396618357487923,-0.386666666666667,-0.303142958592811,-0.463410852713178,-0.484286622059508,-0.633834773973182,-0.633834773973182,-0.661190242910367
"Destcompl",0.839900182815042,0.822389662449264,0.623619987830384,0.711948801095709,0.624016204041761,0.590317573904775,0.494938500155485,0.666893856040764,0.590540409925812,0.551884738083879,0.552135957235645,0.509710142055648,0.502631006740596,0.308731804881662,0.10414822579132,0.270767065446868,0.249387755102041,0.449206349206349,0.204461346120036,0.449548422907046,0.46171906923903,0.377777777777778,0.371635610766046,0.362762588016474,0.323809523809524,0.266666666666667,-0.0493670432131971,0.278461538461538,-0.02343776106934,-0.473650926029747,0.49929269820487,0.501309597227729,0.501309597227729,-0.262841771810862,0.4574089306698,0.410669800235018,0.51024821594163,0.282764402371791,-0.455412750359926,0.2415982484948,0.213026819923372,0.188888888888889,0.0226190476190476,-0.314825174825175,-0.345972715808781,-0.373820817074604,-0.457612481952966,-0.413977953108388,-0.449206349206349,-0.291293381236342,-0.502631006740596,-0.469688166320741,-0.666893856040764,-0.666893856040764,-0.651757152537427
"DSH",0.701450952439832,0.727258617974665,0.450084298980384,0.611163287603404,0.453946455542831,0.421565503161878,0.494794336630322,0.568306144746261,0.421106688289351,0.386466165413534,0.386466165413534,0.409788426008701,0.332894736842105,0.398060899863657,0.199957481701565,0.366376811594203,0.353333333333333,0.275,0.227346637102735,0.261666666666667,0.355531400966184,0.2,0.203333333333333,0.256381951381951,0.153333333333333,0.133333333333333,-0.0526717776437821,0.153333333333333,-0.032797332258565,-0.495567158902396,0.355262384674149,0.52038592747536,0.52038592747536,-0.11177908113392,0.312605042016807,0.271428571428571,0.534458764474008,0.130797486041895,-0.212488461910487,0.0924242424242424,0.0590909090909091,0.05,0.0331746907491311,-0.194509803921569,-0.213028322440087,-0.239344111913771,-0.220242078202185,-0.228333333333333,-0.275,-0.384472049689441,-0.332894736842105,-0.315539194855839,-0.568306144746261,-0.568306144746261,-0.478968717341584
"GSK3",0.644046626316703,0.765124063554094,0.486461772344158,0.646877573317689,0.478968717341584,0.453946455542831,0.519515229772268,0.611163287603404,0.453653858100672,0.421565503161878,0.421106688289351,0.436036825496537,0.386466165413534,0.41113782294058,0.202690441859615,0.384472049689441,0.366376811594203,0.332894736842105,0.245486171986456,0.289871794871795,0.374468278042596,0.275,0.228333333333333,0.273173931331826,0.203333333333333,0.153333333333333,-0.0564780060174846,0.194509803921569,-0.0341466575958964,-0.524574792490182,0.386690956102721,0.546686076063771,0.546686076063771,-0.130797486041895,0.355262384674149,0.312605042016807,0.559898389327467,0.143237677429455,-0.232196491107567,0.11177908113392,0.0924242424242424,0.0590909090909091,0.032797332258565,-0.213028322440087,-0.239344111913771,-0.26093502100468,-0.237153208486914,-0.261666666666667,-0.332894736842105,-0.398060899863657,-0.386466165413534,-0.329862802282894,-0.611163287603404,-0.611163287603404,-0.5014029278679
