"","GSK3","CDC42","PAK1","Destcompl","ERK","LIV1","DSH","SRC","ZEB2","cMet","Frizzled","cateninnuc","RAF","TCFLEF","CD44","AXIN2","Wnt","GLI","Jagged","miR200","ILK","FOXC2","Csn","Patched","SMO","TrCP","SUFU","FUS","NFB","IKK","SHH","SMAD","AKT","HEY1","KLF4","NOTCH","NOTCHic","RKIP","TWIST1","Csl","cateninmemb","PI3K","DELTA","RAS","SNAI1","Ecadherin","STAT","SNAI2","MEK","ZEB1","cfos","EGR1","TGFR","TGF","SOSGRB2"
"TCFLEF",-0.0583043774860926,-0.3,-0.3,-0.121717744531574,0.0516144018583043,0.1,0.117647058823529,0.1225,-0.301305245436824,0.123354700854701,0.127647058823529,0.0228370756628878,-0.0635720929800352,0.0233525395804135,0.124612562489921,0.0365606837606838,0.12850175967823,0.129122877690653,0.129313766882999,-0.2368759888037,0.00109060530113161,0.0266846696121792,0.087012987012987,-0.0892626728110599,-0.0957142857142857,-0.114285714285714,0.0833333333333333,-0.0766666666666667,0.091012987012987,0.0877871805613741,0.0923301574736366,-0.00319385577914309,0.095395876213548,-0.0397798712214927,-0.303434555640438,-0.207725298476358,-0.202741909772039,0.18397299903568,0.24670877284133,-0.200781125458313,0.0797567061229196,0.0635720929800352,0.0635720929800352,0.062915062756645,0.189069203692635,0.0422859549180698,-0.1125,0.279530559969305,-0.0509341297494608,-0.0540908204855573,-0.0449477351916376,-0.0571428571428571,0.3,0.299337748344371,-0.0370422232458161
"SRC",-0.198528138528138,-0.266666666666667,-0.266666666666667,0.00599299251473165,-0.187878787878788,0.2,0.2,0.2,-0.290783168613357,0.19,0.2,0.182082182786841,-0.162753441802253,0.180963614554178,0.178524590163934,0.114494878660377,0.19,0.178524590163934,0.112175370501059,-0.227629922412531,0.0756578947368421,-0.0771335200746965,0,0.0240740740740741,0.05,0.1,-0.1,0.05,0.0333333333333333,0.0717948717948718,-0.0417211328976035,-0.0729551920341394,0.0606837606837607,-0.0331264481959616,-0.383785529715762,-0.0630952380952381,-0.0738095238095238,0.0795698924731183,0.136483516483516,-0.05,-0.0646785660829217,0.162753441802253,0.162753441802253,0.155177684226495,0.190185859799926,-0.189038918597742,-0.3,-0.107663321488657,0.174671240708977,-0.055360886492962,0.187878787878788,0.233333333333333,0.276190476190476,0.27982683982684,0.257142857142857
"SMAD",-0.0678747735138713,-0.154225352112676,-0.15,0.058936457062141,-0.129053691994427,0.12,0.133333333333333,0.108888888888889,-0.274491492259533,0.108888888888889,0.122222222222222,0.108527039665814,-0.202251687177451,0.108932308156189,0.108525252525253,0.0834664262604167,0.120299145299145,0.120299145299145,0.0192460550202486,-0.180552063998611,-0.0409253759938691,0.0328896969203766,0.0333333333333333,-0.0719113149847095,-0.0783333333333333,0,0.0583333333333333,-0.0833333333333333,0.0380952380952381,0.0361344537815126,0.0707960733490217,-0.0576460525775594,0.0334677871148459,0.0465918757008496,-0.278326610357917,-0.0574274767378216,-0.0590147783251232,0.0621797052756927,0.114369297010644,-0.0647619047619048,-0.0604925448670873,0.202251687177451,0.202251687177451,0.200606950335346,0.078438723462917,-0.111567035476569,-0.12,0.0276536635199633,0.132899845840581,-0.102989912608083,0.126728110599078,0.142857142857143,0.157018648202062,0.156221835453058,0.145326826382727
"cfos",0.0454626623376623,-0.0904761904761905,-0.0857142857142857,0.129303861313034,-0.138260869565217,0.1,0.1,0.1,-0.230725623582766,0.0962962962962963,0.1,0.0982400222004182,-0.103649237472767,0.0997215036818997,0.101701701701702,0.0870771756978654,0.0962962962962963,0.0989278752436647,0.0892361111111111,-0.14877769289534,0.0404761904761905,0.0729671380747421,0.0666666666666667,0.0351766513056836,0.0190476190476191,-0.1,-0.0666666666666667,0.0523809523809524,0.0916666666666667,0.0791666666666667,-0.0364112192069182,-0.0404761904761905,0.0844298245614035,-0.0471014492753623,-0.232603174603175,-0.110512820512821,-0.108974358974359,0.0319347319347319,0.0864675324675325,-0.116666666666667,-0.0781105260335249,0.103649237472767,0.103649237472767,0.101210213082523,0.033745410707436,-0.112458701284655,-0.1,0.0720286283060006,0.143345615327929,-0.10611668396172,0.16,0.28,0.092436974789916,0.0939521263050675,0.1375
"CDC42",0.0454626623376623,-0.0904761904761905,0.0142857142857143,0.129303861313034,-0.138260869565217,0.1,0.1,0.1,-0.230725623582766,0.0962962962962963,0.1,0.0982400222004182,-0.103649237472767,0.0997215036818997,0.101701701701702,0.0870771756978654,0.0962962962962963,0.0989278752436647,0.0892361111111111,-0.14877769289534,0.0404761904761905,0.0729671380747421,0.0666666666666667,0.0351766513056836,0.0190476190476191,-0.1,-0.0666666666666667,0.0523809523809524,0.0916666666666667,0.0791666666666667,-0.0364112192069182,-0.0404761904761905,0.0844298245614035,-0.0471014492753623,-0.232603174603175,-0.110512820512821,-0.108974358974359,0.0319347319347319,0.0864675324675325,-0.116666666666667,-0.0781105260335249,0.103649237472767,0.103649237472767,0.101210213082523,0.033745410707436,-0.112458701284655,-0.1,0.0720286283060006,0.143345615327929,-0.10611668396172,0.16,0.18,0.092436974789916,0.0939521263050675,0.1375
"TrCP",0.0480081168831169,-0.092436974789916,-0.0904761904761905,0.129303861313034,-0.143345615327929,0.1,0.1,0.0962962962962963,-0.229760993357686,0.101701701701702,0.0962962962962963,0.0964469187521424,-0.101210213082523,0.0982400222004182,0.0997215036818997,0.083932521609815,0.0989278752436647,0.0974644606095184,0.0880091172460804,-0.147254850255746,0.0404761904761905,0.0750361035919835,0.0916666666666667,0.0364112192069182,0.0351766513056836,-0.0666666666666667,-0.0523809523809524,0.0190476190476191,0.0791666666666667,0.0844298245614035,-0.0354112192069182,-0.0378955453149002,0.0825779727095517,-0.0485720375106564,-0.232603174603175,-0.111611721611722,-0.110512820512821,0.0324872181225772,0.0848370976849238,-0.108974358974359,-0.076279024202023,0.101210213082523,0.101210213082523,0.0989374858097957,0.0330294202539754,-0.113219946959395,-0.1,0.0736561147436136,0.144678948661263,-0.107724401003521,0.138260869565217,0.16,0.0939521263050675,0.0928592301302041,0.134529702970297
"PAK1",0.0480081168831169,-0.092436974789916,-0.0904761904761905,0.129303861313034,-0.143345615327929,0.1,0.1,0.0962962962962963,-0.229760993357686,0.101701701701702,0.0962962962962963,0.0964469187521424,-0.101210213082523,0.0982400222004182,0.0997215036818997,0.083932521609815,0.0989278752436647,0.0974644606095184,0.0880091172460804,-0.147254850255746,0.0404761904761905,0.0750361035919835,0.0916666666666667,0.0364112192069182,0.0351766513056836,-0.0666666666666667,-0.0523809523809524,0.0190476190476191,0.0791666666666667,0.0844298245614035,-0.0354112192069182,-0.0378955453149002,0.0825779727095517,-0.0485720375106564,-0.232603174603175,-0.111611721611722,-0.110512820512821,0.0324872181225772,0.0848370976849238,-0.108974358974359,-0.076279024202023,0.101210213082523,0.101210213082523,0.0989374858097957,0.0330294202539754,-0.113219946959395,-0.1,0.0736561147436136,0.144678948661263,-0.107724401003521,0.138260869565217,0.16,0.0939521263050675,0.0928592301302041,0.134529702970297
"LIV1",0.0480081168831169,-0.092436974789916,-0.0904761904761905,0.129303861313034,-0.143345615327929,0.1,0.1,0.0962962962962963,-0.229760993357686,0.101701701701702,0.0962962962962963,0.0964469187521424,-0.101210213082523,0.0982400222004182,0.0997215036818997,0.083932521609815,0.0989278752436647,0.0974644606095184,0.0880091172460804,-0.147254850255746,0.0404761904761905,0.0750361035919835,0.0916666666666667,0.0364112192069182,0.0351766513056836,-0.0666666666666667,-0.0523809523809524,0.0190476190476191,0.0791666666666667,0.0844298245614035,-0.0354112192069182,-0.0378955453149002,0.0825779727095517,-0.0485720375106564,-0.232603174603175,-0.111611721611722,-0.110512820512821,0.0324872181225772,0.0848370976849238,-0.108974358974359,-0.076279024202023,0.101210213082523,0.101210213082523,0.0989374858097957,0.0330294202539754,-0.113219946959395,-0.1,0.0736561147436136,0.144678948661263,-0.107724401003521,0.138260869565217,0.16,0.0939521263050675,0.0928592301302041,0.134529702970297
"EGR1",0.0480081168831169,-0.092436974789916,-0.0904761904761905,0.129303861313034,-0.143345615327929,0.1,0.1,0.0962962962962963,-0.229760993357686,0.101701701701702,0.0962962962962963,0.0964469187521424,-0.101210213082523,0.0982400222004182,0.0997215036818997,0.083932521609815,0.0989278752436647,0.0974644606095184,0.0880091172460804,-0.147254850255746,0.0404761904761905,0.0750361035919835,0.0916666666666667,0.0364112192069182,0.0351766513056836,-0.0666666666666667,-0.0523809523809524,0.0190476190476191,0.0791666666666667,0.0844298245614035,-0.0354112192069182,-0.0378955453149002,0.0825779727095517,-0.0485720375106564,-0.232603174603175,-0.111611721611722,-0.110512820512821,0.0324872181225772,0.0848370976849238,-0.108974358974359,-0.076279024202023,0.101210213082523,0.101210213082523,0.0989374858097957,0.0330294202539754,-0.113219946959395,-0.1,0.0736561147436136,0.144678948661263,-0.107724401003521,0.138260869565217,0.16,0.0939521263050675,0.0928592301302041,0.134529702970297
"SNAI1",0.0478100970811367,-0.0939521263050675,-0.092436974789916,0.12924903675163,-0.144678948661263,0.1,0.0962962962962963,0.101701701701702,-0.228653982287575,0.0997215036818997,0.0989278752436647,0.096188787621528,-0.0989374858097957,0.0964469187521424,0.0982400222004182,0.0841656218429153,0.0974644606095184,0.0961847531140888,0.086126764304904,-0.146198173982931,0.0378955453149002,0.0746549091828348,0.0791666666666667,0.0354112192069182,0.0364112192069182,-0.0916666666666667,-0.0190476190476191,0.0351766513056836,0.0844298245614035,0.0825779727095517,-0.0344403454205104,-0.0370345367048141,0.0811890838206628,-0.045595847034466,-0.231668595163922,-0.109979068550497,-0.111611721611722,0.0312319879970542,0.0835037643515904,-0.110512820512821,-0.0775570898324203,0.0989374858097957,0.0989374858097957,0.096967042460042,-0.0680381954043876,-0.113167917823079,-0.0962962962962963,0.0748294301978543,0.145127379154536,-0.107355397313484,0.143345615327929,0.138260869565217,0.0928592301302041,0.0922543914205267,0.134907061460863
