"","GSK3","CDC42","PAK1","Destcompl","ERK","LIV1","DSH","SRC","ZEB2","cMet","Frizzled","cateninnuc","RAF","TCFLEF","CD44","AXIN2","Wnt","GLI","Jagged","miR200","ILK","FOXC2","Csn","Patched","SMO","TrCP","SUFU","FUS","NFB","IKK","SHH","SMAD","AKT","HEY1","KLF4","NOTCH","NOTCHic","RKIP","TWIST1","Csl","cateninmemb","PI3K","DELTA","RAS","SNAI1","Ecadherin","STAT","SNAI2","MEK","ZEB1","cfos","EGR1","TGFR","TGF","SOSGRB2"
"Jagged",-0.0325670498084291,-0.1,-0.2,-0.0128803088803089,-0.18,0,0,0,-0.225845410628019,-0.02,0,0.00667332667332667,-0.0533333333333333,-0.00321678321678322,-0.0123076923076923,-0.00428571428571428,-0.02,-0.0123076923076923,0.0566233766233766,-0.146060606060606,0.0166666666666667,0.0571428571428571,0,0.0666666666666667,0.0666666666666667,0,0,0.1,0.1,0.0666666666666667,-0.0435897435897436,-0.0404761904761905,0.0777777777777778,-0.116666666666667,-0.238888888888889,-0.18,-0.18,0.0256410256410256,0.054,-0.2,-0.00998902505944759,0.0533333333333333,0.0533333333333333,0.0533333333333333,0.0416666666666667,-0.0136491228070175,0,0.127928607340372,0.18,-0.103623188405797,0.2,0.1,0.0888888888888889,0.0928888888888889,0.18
"DELTA",-0.0325670498084291,-0.1,-0.2,-0.0128803088803089,-0.18,0,0,0,-0.225845410628019,-0.02,0,0.00667332667332667,-0.0533333333333333,-0.00321678321678322,-0.0123076923076923,-0.00428571428571428,-0.02,-0.0123076923076923,0.0566233766233766,-0.146060606060606,0.0166666666666667,0.0571428571428571,0,0.0666666666666667,0.0666666666666667,0,0,0.1,0.1,0.0666666666666667,-0.0435897435897436,-0.0404761904761905,0.0777777777777778,-0.116666666666667,-0.238888888888889,-0.18,-0.18,0.0256410256410256,0.054,-0.2,-0.00998902505944759,0.0533333333333333,0.0533333333333333,0.0533333333333333,0.0416666666666667,-0.0136491228070175,0,0.127928607340372,0.18,-0.103623188405797,0.2,0.1,0.0888888888888889,0.0928888888888889,0.18
"SHH",-0.158974358974359,-0.0333333333333333,0,-0.138441558441558,-0.1,0,0,-0.1,-0.225,0,0,0.0955555555555555,-0.05,0.106666666666667,0.1,0.0761904761904762,0.1,0.2,0.0428571428571429,-0.183333333333333,0.0666666666666667,-0.05,0,0,-0.1,0,0.2,-0.2,0,-0.1,-0.04,-0.0666666666666667,0,-0.0666666666666667,-0.25,0.1,0.2,0.04,0.075,0.1,-0.0898924731182796,0.05,0.05,0.0884615384615385,0.0666666666666667,-0.0991666666666667,0.1,0.1072030651341,0.12,-0.075,0.1,0,0.0333333333333333,0.0133333333333333,0.05
"SUFU",-0.141334373778834,-0.016036036036036,-0.0133333333333333,-0.14475084408167,-0.0737255847600675,0.1,0.2125,0.0955555555555555,-0.222469306315959,0.0790507011866235,0.201388888888889,0.0788846530740146,-0.0651898567310622,0.076378259212122,0.0752913026903829,0.0555054812385164,0.184081196581197,0.17924848282655,0.0236382092862647,-0.17929900783325,0.0571326164874552,-0.0497775305895439,0.0142857142857143,0.00944444444444445,-0.00166666666666666,0,-0.04,0.015,0.0342857142857143,0.0304395604395604,-0.016008151008151,-0.0536684132541989,0.0243992919831846,-0.056415053429197,-0.22130002290501,0.0566810966810967,0.0463636363636364,0.0536629497159689,0.0686478222385912,0.0395454545454545,-0.0864199132398448,0.0651898567310622,0.0651898567310622,0.0626582111614419,0.0620512716446008,-0.0971272966030533,-0.106666666666667,0.123859947389966,0.0784064358238973,-0.0592531517506991,0.0817715617715618,0.0969230769230769,0.0139083764615679,0.0133166604852366,-0.0166421298000245
"GLI",0.160688471675013,0.016551724137931,0.02,0.146835997263292,-0.0698051948051948,0.1,0.22,0.0838709677419355,-0.208197644649258,0.0863099921321794,0.203870967741936,0.0849615894167301,0.0896668991977677,0.0860972738160128,0.0854479231666622,0.0770954106280193,0.2026944971537,0.102268965238807,0.0708878252525164,-0.130787602490389,0.0284830573419276,0.0710903637770898,0.0611111111111111,-0.0757071249552453,-0.0818295739348371,-0.05,0.0476190476190476,-0.0976190476190476,0.0347953216374269,0.0327545053108963,0.073649511786521,-0.0252398140986843,0.0280670053108963,-0.0349865377030063,-0.211269841269841,-0.061046166477201,-0.0629509283819629,0.0292388776400693,0.0576974195395248,-0.0704509283819629,-0.0759855532621207,-0.0896668991977677,-0.0896668991977677,-0.0902609586037083,0.0186475575442631,-0.106408996002289,-0.1,0.0837038656306588,0.0725676257444213,-0.112089947089947,0.0607142857142857,0.0857142857142857,-0.0146649316851008,-0.0167825787439244,-0.0734007585335019
"AXIN2",-0.132050744196053,-0.137901234567901,-0.136666666666667,-0.142658453059994,0.0110994605273156,0.1,0.0933333333333333,0.0910077519379845,-0.181339019286617,0.092731889869019,0.0910077519379845,0.09706275945023,-0.150250052326177,0.0969330577641081,0.0949400917617635,-0.0376616179405894,0.092731889869019,0.0952476131394592,0.118830329482503,-0.173832817519666,0.0903841729928686,-0.0626067063303597,0.166666666666667,-0.053525641025641,-0.0481684981684982,-0.133333333333333,0.05,-0.0576923076923077,0.16231884057971,0.166666666666667,0.0518862967633459,-0.0891936968023925,0.163333333333333,-0.0997495177008362,-0.182363509465936,-0.135171205039626,-0.136522556390977,0.131018846744653,0.113671308782871,-0.134736842105263,0.116886549473682,0.150250052326177,0.150250052326177,0.152087322667384,0.128258181873359,0.0518246220854526,-0.0933333333333333,-0.113098562078215,-0.0117891156997293,0.0531416006462483,-0.0157723577235772,-0.0133333333333333,0.138786190320114,0.140106322333315,0.0192908042557411
"CD44",-0.0601190476190476,-0.153333333333333,-0.133333333333333,0.112932445705555,-0.125,0.1,0,0.2,-0.158730158730159,0.25,0.1,0.164633273703041,0.00476190476190477,0.172325581395349,0.17,0.13,0.15,0.17,0.0228438228438228,-0.138976723759332,0,-0.0783333333333333,-0.2,-0.02,0,0.1,0.1,-0.1,-0.3,-0.2,0.02,0.0183673469387755,-0.18,0.0725146198830409,-0.253968253968254,0.173684210526316,0.2,0.121111111111111,0.0969230769230769,0.3,-0.122783882783883,-0.00476190476190477,-0.00476190476190477,0.0209523809523809,0.113184476342371,-0.22683584844208,-0.1,0.123791763791764,0.085,0.0380952380952381,0.125,0.1,0.115833333333333,0.115833333333333,-0.00238095238095239
"cMet",-0.0601190476190476,-0.115833333333333,-0.153333333333333,0.110229743002852,-0.085,0.1,0.1,0.25,-0.157720057720058,0.17,0.15,0.164068301951629,-0.0209523809523809,0.164633273703041,0.172325581395349,0.128412698412698,0.17,0.174545454545455,0.0141481706699098,-0.149914223759332,-0.0183673469387755,-0.074535864978903,-0.3,-0.02,-0.02,0.2,0.1,0,-0.2,-0.18,0.03875,0.00382189239332097,-0.16125,0.0940832473340213,-0.258730158730159,0.154535274356103,0.173684210526316,0.128518518518519,0.100293863439931,0.2,-0.128121961075698,0.0209523809523809,0.0209523809523809,0.0171787960467206,0.116574306850846,-0.219456713582029,-0.2,0.125251617806362,0.0868181818181818,0.0471861471861472,0.125,0.125,0.115833333333333,0.124343971631206,-0.0290476190476191
"TWIST1",-0.143292250233427,-0.136781609195402,-0.133333333333333,-0.130869959110147,-0.113196033562166,-0.1,-0.0571428571428571,-0.0349206349206349,-0.12359025692359,-0.037048294495103,-0.0349206349206349,-0.0513988075659348,-0.0791484707107731,-0.0506512514992298,-0.0446788165834564,-0.0637885770143835,-0.0359732664995823,-0.0439732664995823,-0.0404190716403501,-0.124987248017329,-0.0173127673127673,0.0328920704202025,-0.1,0.00159512937595129,0.00844444444444444,0.1,-0.0333333333333333,0.0444444444444444,-0.0461538461538462,-0.0271062271062271,-0.00307296188826656,0.0156626022962657,-0.0186316508350407,0.0303098031911591,-0.112945590994371,0.027565446433371,0.0313390313390313,0.0682418443288008,-0.0462353801169591,0.0518518518518519,0.0454679709759054,0.0791484707107731,0.0791484707107731,0.0719566898888552,0.087198076174077,0.0037205125268022,0.0571428571428571,0.324669211972712,0.108718421621868,0.0530776390425513,0.128985507246377,0.133333333333333,0.139281609195402,0.1390538187626,0.209043791194821
"TGFR",0.0221876355905705,-0.0895238095238095,-0.08,0.00321782601273843,-0.130609857978279,0.1,0.114285714285714,0.1,-0.115442887926805,0.0867924528301887,0.114285714285714,0.0861496559273107,-0.226785714285714,0.0849981944569829,0.0854766633565045,0.0740360378772396,0.101078167115903,0.0978523606642901,-0.02080318456383,-0.0864852642105145,-0.0554545454545455,-0.0879056253220863,0.1,-0.0776364942528736,-0.0870114942528736,-0.1,0.06,-0.0766666666666667,0.114285714285714,0.109022556390977,0.0736816919929865,0.0572339048851504,0.109022556390977,0.0460251931830211,-0.11675384112455,-0.121515752914909,-0.126551724137931,0.0223809523809524,0.0195169368656913,-0.13,-0.0468548817540161,0.226785714285714,0.226785714285714,0.223861737677527,0.0104557644018626,-0.0571738220994336,-0.1,-0.0751051226291537,0.134719447019375,-0.0101809773395629,0.132832080200501,0.138095238095238,-0.00869047619047619,-0.00869047619047619,0.21817738791423
"TGF",0.0229211319230889,-0.08,-0.08,0.00281460020628682,-0.132832080200501,0,0.1,0.1,-0.115065529436239,0.1,0.114285714285714,0.0849981944569829,-0.235714285714286,0.0854766633565045,0.0867924528301887,0.071031746031746,0.114285714285714,0.101078167115903,-0.0200785468826706,-0.0873650296064089,-0.0554545454545455,-0.0874689440993789,0.1,-0.0870114942528736,-0.0766666666666667,0,0,-0.06,0.1,0.114285714285714,0.0776364942528736,0.0554545454545455,0.109022556390977,0.0475177304964539,-0.109610983981693,-0.126551724137931,-0.13,0.0238095238095238,0.0212962962962963,-0.12,-0.0445454129318452,0.235714285714286,0.235714285714286,0.226785714285714,0.0125206611570248,-0.0573441798507112,-0.1,-0.0767254929995241,0.130609857978279,-0.00753946790560063,0.138095238095238,0.166666666666667,0.0895238095238095,-0.00869047619047619,0.214473684210526
"RKIP",-0.217809298660362,-0.14,-0.133333333333333,-0.293579104115514,-0.073448275862069,0,0,-0.0333333333333333,-0.08875274988044,-0.0385964912280702,-0.0333333333333333,-0.0275651561509336,-0.185714285714286,-0.0298552324868114,-0.0347503373819163,-0.0200304735114862,-0.0433333333333333,-0.0394871794871795,0.0958121109224675,-0.0708364532936714,0.117297817715019,-0.0290893015030946,0.2,0.124,0.12,-0.2,-0.1,0.1,0.214285714285714,0.226785714285714,-0.125639344262295,-0.114327520685316,0.217694805194805,-0.135656213704994,-0.08675274988044,-0.203418803418803,-0.211111111111111,0.0451680672268907,0.132501485442662,-0.211111111111111,0.131181265298912,0.185714285714286,0.185714285714286,0.193406593406593,0.200306812698586,0.163426246534514,0,-0.284906743603194,0.0798312545854732,0.0123692013390722,0.07,0.07,0.14,0.144672897196262,0.131047619047619
"RAF",-0.217809298660362,-0.14,-0.133333333333333,-0.293579104115514,-0.073448275862069,0,0,-0.0333333333333333,-0.08875274988044,-0.0385964912280702,-0.0333333333333333,-0.0275651561509336,-0.185714285714286,-0.0298552324868114,-0.0347503373819163,-0.0200304735114862,-0.0433333333333333,-0.0394871794871795,0.0958121109224675,-0.0708364532936714,0.117297817715019,-0.0290893015030946,0.2,0.124,0.12,-0.2,-0.1,0.1,0.214285714285714,0.226785714285714,-0.125639344262295,-0.114327520685316,0.217694805194805,-0.135656213704994,-0.08675274988044,-0.203418803418803,-0.211111111111111,0.0451680672268907,0.132501485442662,-0.211111111111111,0.131181265298912,0.185714285714286,0.185714285714286,0.193406593406593,0.200306812698586,0.163426246534514,0,-0.284906743603194,0.0798312545854732,0.0123692013390722,0.07,0.07,0.14,0.144672897196262,0.131047619047619
"MEK",-0.219037799888864,-0.14,-0.14,-0.292742284031832,-0.0798312545854732,0,-0.0333333333333333,-0.0385964912280702,-0.08875274988044,-0.0347503373819163,-0.0433333333333333,-0.0266357881211938,-0.193406593406593,-0.0275651561509336,-0.0298552324868114,-0.0173277708087835,-0.0394871794871795,-0.0345920745920746,0.0974514551847625,-0.0723844409097704,0.114327520685316,-0.0263865988003919,0.214285714285714,0.125639344262295,0.124,-0.2,-0.1,0.12,0.226785714285714,0.217694805194805,-0.122371370406086,-0.116910546515575,0.21651833460657,-0.133838031886812,-0.0887135341941655,-0.204148730426103,-0.203418803418803,0.0438522777532065,0.135065588006764,-0.211111111111111,0.130937362859888,0.193406593406593,0.193406593406593,0.196898656898657,0.200947838339612,0.164519142709378,0.0333333333333333,-0.28612328861536,-0.0151687454145268,0.0115755505454214,0.073448275862069,0.07,0.144672897196262,0.145402824203561,0.133269841269841
"ZEB2",-0.23911325402316,-0.178441558441558,-0.176623376623377,-0.144174643165307,-0.121618562535371,-0.1,-0.0909090909090909,-0.0866666666666667,-0.0797827496658182,-0.0787719298245614,-0.0775757575757576,-0.0771466901711527,-0.0758225108225108,-0.0751986382231008,-0.0741423001949318,-0.0720584861291632,-0.0698834498834499,-0.0662137251128077,-0.0613345983108553,-0.0303214249536243,-0.0145475416602177,-0.0128018648018648,-0.0111111111111111,-0.0110104529616725,-0.00857142857142857,0,0,0,0.00138888888888889,0.00805555555555556,0.0110104529616725,0.0121085172699738,0.0164667705088266,0.0240119557861493,0.0269303550340111,0.0491366120218579,0.0573333333333333,0.0653945249597423,0.0658785480867712,0.0666666666666667,0.0705637180265669,0.0758225108225108,0.0758225108225108,0.0764649091094487,0.0864259791657697,0.0885856442581988,0.1,0.111076044355348,0.119179538145127,0.121243921809719,0.128070175438597,0.133333333333333,0.183203463203463,0.186907166907167,0.22448717948718
"KLF4",-0.208248317328406,-0.0210909090909091,-0.00909090909090909,-0.204363474715085,-0.0932620320855615,-0.166666666666667,-0.1,-0.0705882352941176,-0.0540041279669763,-0.0682626538987688,-0.0705882352941176,-0.0871391079985701,-0.0226923076923077,-0.0855201789823808,-0.0778278712900732,-0.0523692103746624,-0.0682626538987688,-0.0786074814849757,-0.0756067420835037,-0.0466422466422466,0.028,-0.106943604221281,-0.1,0.127083333333333,0.133333333333333,0.1,-0.2,0.166666666666667,-0.04,-0.00666666666666667,-0.130309139784946,-0.0294492753623188,0.0118518518518518,-0.000687547746371277,-0.0259259259259259,0.0734444828096483,0.0847846889952153,0.0459389816532674,-0.101381263616558,0.116363636363636,0.00399589683126268,0.0226923076923077,0.0226923076923077,0.0153393665158371,0.057416554079322,0.0554061899674205,0.1,0.139815877327888,0.0860455372402007,0.0173426212590299,0.110909090909091,0.12,0.0277575757575758,0.027269770879527,0.118582046883934
"FOXC2",-0.208248317328406,-0.0210909090909091,-0.00909090909090909,-0.204363474715085,-0.0932620320855615,-0.166666666666667,-0.1,-0.0705882352941176,-0.0540041279669763,-0.0682626538987688,-0.0705882352941176,-0.0871391079985701,-0.0226923076923077,-0.0855201789823808,-0.0778278712900732,-0.0523692103746624,-0.0682626538987688,-0.0786074814849757,-0.0756067420835037,-0.0466422466422466,0.028,-0.106943604221281,-0.1,0.127083333333333,0.133333333333333,0.1,-0.2,0.166666666666667,-0.04,-0.00666666666666667,-0.130309139784946,-0.0294492753623188,0.0118518518518518,-0.000687547746371277,-0.0259259259259259,0.0734444828096483,0.0847846889952153,0.0459389816532674,-0.101381263616558,0.116363636363636,0.00399589683126268,0.0226923076923077,0.0226923076923077,0.0153393665158371,0.057416554079322,0.0554061899674205,0.1,0.139815877327888,0.0860455372402007,0.0173426212590299,0.110909090909091,0.12,0.0277575757575758,0.027269770879527,0.118582046883934
"Ecadherin",-0.209131319535911,-0.0277575757575758,-0.0210909090909091,-0.205854621033818,-0.0860455372402007,-0.1,-0.0705882352941176,-0.0682626538987688,-0.0535301943176872,-0.0778278712900732,-0.0682626538987688,-0.0856451770928745,-0.0153393665158371,-0.0871391079985701,-0.0855201789823808,-0.0550496227457965,-0.0786074814849757,-0.0866074814849757,-0.0804122340743504,-0.0445938295100306,0.0294492753623188,-0.109003100788787,-0.04,0.130309139784946,0.127083333333333,0.1,-0.166666666666667,0.133333333333333,-0.00666666666666667,0.0118518518518518,-0.135820950808568,-0.0253330526020283,0.0131505531505531,-0.00672781620274712,-0.0309892170651664,0.0767902077167115,0.0734444828096483,0.0463135134884734,-0.106036757098867,0.0847846889952153,0.00322666606203191,0.0153393665158371,0.0153393665158371,0.0111494223817589,0.0567836426869169,-0.0474175685525406,0.0705882352941176,0.142404679254439,0.0848690666519654,0.0154468866618735,0.0932620320855615,0.110909090909091,0.027269770879527,0.0260039480947169,0.117266257410249
"cateninmemb",-0.209131319535911,-0.0277575757575758,-0.0210909090909091,-0.205854621033818,-0.0860455372402007,-0.1,-0.0705882352941176,-0.0682626538987688,-0.0535301943176872,-0.0778278712900732,-0.0682626538987688,-0.0856451770928745,-0.0153393665158371,-0.0871391079985701,-0.0855201789823808,-0.0550496227457965,-0.0786074814849757,-0.0866074814849757,-0.0804122340743504,-0.0445938295100306,0.0294492753623188,-0.109003100788787,-0.04,0.130309139784946,0.127083333333333,0.1,-0.166666666666667,0.133333333333333,-0.00666666666666667,0.0118518518518518,-0.135820950808568,-0.0253330526020283,0.0131505531505531,-0.00672781620274712,-0.0309892170651664,0.0767902077167115,0.0734444828096483,0.0463135134884734,-0.106036757098867,0.0847846889952153,-0.0838531063580725,0.0153393665158371,0.0153393665158371,0.0111494223817589,0.0567836426869169,-0.0150765955603374,0.0705882352941176,0.142404679254439,0.0848690666519654,0.0154468866618735,0.0932620320855615,0.110909090909091,0.027269770879527,0.0260039480947169,0.117266257410249
