"","cateninmemb","ZEB2","ZEB1","Ecadherin","PAK1","cateninnuc","Wnt","DSH","STAT","miR200","GSK3","IKK","RAF","RKIP","SMAD","AKT","cfos","ILK","HEY1","ERK","Jagged","MEK","EGR1","NOTCHic","NOTCH","Csl","KLF4","PI3K","DELTA","RAS","SNAI1","TWIST1","Patched","SMO","SHH","SOSGRB2","NFB","TrCP","LIV1","AXIN2","FOXC2","FUS","SRC","CDC42","TGFR","Frizzled","TGF","cMet","CD44","TCFLEF","Csn","GLI","SUFU","SNAI2","Destcompl"
"HEY1",0.471431445699738,0.0513983488132095,0.0513983488132095,0.44807297131584,0.159090909090909,0.322532011491077,0.300592795257638,0.266666666666667,0.266666666666667,0.0304884004884005,0.268293746004087,-0.293333333333333,0.322820512820513,-0.0500206143063286,-0.0276521739130435,-0.308148148148148,-0.129090909090909,-0.032,-0.0586860198624904,-0.134973262032086,0.307653446004271,0.140127901207343,-0.12,-0.33177033492823,-0.347234252454003,0.305454545454545,-0.0666666666666667,-0.322820512820513,-0.322820512820513,-0.330908748114631,0.0660298440008848,-0.290714596949891,-0.239583333333333,-0.233333333333333,-0.251411290322581,-0.28138936535163,0.26,0.1,-0.233333333333333,-0.14757709502371,-0.145748470793843,-0.233333333333333,-0.284313725490196,-0.171090909090909,-0.177757575757576,-0.284313725490196,-0.18409903917221,-0.300592795257638,-0.311897143083725,-0.318920554454962,0.2,-0.310937622843845,-0.2,-0.401058506810051,-0.29025511370324
"FOXC2",0.471431445699738,0.0513983488132095,0.0513983488132095,0.44807297131584,0.159090909090909,0.322532011491077,0.300592795257638,0.266666666666667,0.266666666666667,0.0304884004884005,0.268293746004087,-0.293333333333333,0.322820512820513,-0.0500206143063286,-0.0276521739130435,-0.308148148148148,-0.129090909090909,-0.032,-0.0586860198624904,-0.134973262032086,0.307653446004271,0.140127901207343,-0.12,-0.33177033492823,-0.347234252454003,0.305454545454545,-0.0666666666666667,-0.322820512820513,-0.322820512820513,-0.330908748114631,0.0660298440008848,-0.290714596949891,-0.239583333333333,-0.233333333333333,-0.251411290322581,-0.28138936535163,0.26,0.1,-0.233333333333333,-0.14757709502371,-0.145748470793843,-0.233333333333333,-0.284313725490196,-0.171090909090909,-0.177757575757576,-0.284313725490196,-0.18409903917221,-0.300592795257638,-0.311897143083725,-0.318920554454962,0.2,-0.310937622843845,-0.2,-0.401058506810051,-0.29025511370324
"Ecadherin",0.476431445699738,0.0518722824624986,0.0518722824624986,0.352649407537846,0.171090909090909,0.324959649212832,0.310937622843845,0.284313725490196,0.284313725490196,0.0303021807491081,0.272267255937862,-0.308148148148148,0.330908748114631,-0.0488970188007106,-0.0264415201600168,-0.313342953342953,-0.134973262032086,-0.0276521739130435,-0.0580148789228931,-0.140127901207343,0.311085940283447,0.142872999246559,-0.129090909090909,-0.347234252454003,-0.355040943903817,0.33177033492823,-0.0717299578059072,-0.330908748114631,-0.330908748114631,-0.33677466990234,0.0666627553932898,-0.293880332517861,-0.251411290322581,-0.239583333333333,-0.258497904495809,-0.290599891667419,0.293333333333333,0.2,-0.266666666666667,-0.150257507394844,-0.149180965073019,-0.233333333333333,-0.300592795257638,-0.177757575757576,-0.18409903917221,-0.300592795257638,-0.188981498485049,-0.311897143083725,-0.318920554454962,-0.322532011491077,0.26,-0.317604289510512,-0.233333333333333,-0.407500409278444,-0.293144209695784
"cateninmemb",0.379205052576533,0.0518722824624986,0.0518722824624986,0.345293883049934,0.171090909090909,0.324959649212832,0.310937622843845,0.284313725490196,0.284313725490196,0.0303021807491081,0.272267255937862,-0.308148148148148,0.330908748114631,-0.0488970188007106,-0.0264415201600168,-0.313342953342953,-0.134973262032086,-0.0276521739130435,-0.0580148789228931,-0.140127901207343,0.311085940283447,0.142872999246559,-0.129090909090909,-0.347234252454003,-0.355040943903817,0.33177033492823,-0.0717299578059072,-0.330908748114631,-0.330908748114631,-0.33677466990234,0.0666627553932898,-0.293880332517861,-0.251411290322581,-0.239583333333333,-0.258497904495809,-0.290599891667419,0.293333333333333,0.2,-0.266666666666667,-0.150257507394844,-0.149180965073019,-0.233333333333333,-0.300592795257638,-0.177757575757576,-0.18409903917221,-0.300592795257638,-0.188981498485049,-0.311897143083725,-0.318920554454962,-0.322532011491077,0.26,-0.317604289510512,-0.233333333333333,-0.407500409278444,-0.293144209695784
"cateninnuc",0.223212550602636,0.0555248392781636,0.0555248392781636,0.167556924578837,0.104,0.0753691693794769,0.169005998964307,0.157808857808858,0.157808857808858,0.0292975859903259,0.226480070663346,-0.261363636363636,0.27981585981586,-0.101474320551244,-0.00861950433983176,-0.264488636363636,-0.109109730848861,-0.00602741702741703,-0.0343175820345566,-0.110375553633671,0.163847609863232,0.109916838037341,-0.104347826086957,-0.297148133549395,-0.300784497185759,0.293659761456372,-0.0730776834869362,-0.27981585981586,-0.27981585981586,-0.282341112341112,0.119338387872882,-0.175200639691239,-0.117990813336501,-0.113642987249545,-0.119515867802732,-0.243163220765168,0.261363636363636,0.233333333333333,-0.142424242424242,-0.0508469659191418,-0.0985006687301769,-0.0988888888888889,-0.166142191142191,-0.110153846153846,-0.114176834659593,-0.164658172877351,-0.114831856493654,-0.170490017229148,-0.172077318816449,-0.173795018592401,0.258333333333333,-0.170587026632292,-0.0888888888888889,-0.353361182654781,-0.244642813863201
"Wnt",0.0559745762711864,0.0612625538020086,0.0612625538020086,-0.01183826008767,0.1,0.118366279938256,0.1,0.2,0.1,0.0224242424242424,-0.0589341692789969,0.06,0.00150375939849624,0.125,0.035678791492745,0.035,-0.0666666666666667,0.0752136752136752,0.0707692307692308,0.0133333333333333,-0.032671568627451,-0.0545098039215686,-0.1,-0.00714285714285715,-0.0238095238095238,0.05,-0.0588235294117647,-0.00150375939849624,-0.00150375939849624,-0.0196855775803144,-0.0957556935817805,-0.0255882352941176,-0.154545454545455,-0.2,-0.111688311688312,-0.127272727272727,0,0.1,0,-0.0757575757575758,-0.141376518218623,-0.1,-0.1,-0.166666666666667,-0.173333333333333,-0.2,-0.151594202898551,-0.1,-0.105263157894737,-0.112406015037594,0.1,-0.105263157894737,0,-0.143275862068966,0.109972135307212
"PI3K",0.0232877797799795,0.0741594852070046,0.0741594852070046,-0.0555729236923506,0.175,0.0971119306899416,0.0845410628019324,0.1,0.1,0.0295343778950336,-0.0510942760942761,0.137254901960784,-0.0174372294372294,0.0721719457013575,0.0317906362545018,0.0936651583710407,0.019047619047619,0.0165906362545018,0.0202704066189083,0.0602240896358543,-0.0124561403508772,-0.0487486797997888,-0.0666666666666667,-0.0153846153846154,-0.0411910669975186,0,-0.0526315789473684,0.0174372294372294,0.0174372294372294,0.00647832532764039,-0.061694847020934,-0.031232393171096,-0.0961538461538462,-0.15,-0.0628205128205128,-0.103461538461538,-0.166666666666667,0,-0.1,-0.0698095238095238,-0.119054587688734,-0.2,-0.0888888888888889,-0.169117647058824,-0.141117647058824,-0.0888888888888889,-0.128922525107604,-0.0845410628019324,-0.09223337049424,-0.0973181162569519,-0.1,-0.09223337049424,-0.1,-0.148682765418192,0.109930867141498
"ILK",0.0232877797799795,0.0741594852070046,0.0741594852070046,-0.0555729236923506,0.175,0.0971119306899416,0.0845410628019324,0.1,0.1,0.0295343778950336,-0.0510942760942761,0.137254901960784,-0.0174372294372294,0.0721719457013575,0.0317906362545018,0.0936651583710407,0.019047619047619,0.0165906362545018,0.0202704066189083,0.0602240896358543,-0.0124561403508772,-0.0487486797997888,-0.0666666666666667,-0.0153846153846154,-0.0411910669975186,0,-0.0526315789473684,0.0174372294372294,0.0174372294372294,0.00647832532764039,-0.061694847020934,-0.031232393171096,-0.0961538461538462,-0.15,-0.0628205128205128,-0.103461538461538,-0.166666666666667,0,-0.1,-0.0698095238095238,-0.119054587688734,-0.2,-0.0888888888888889,-0.169117647058824,-0.141117647058824,-0.0888888888888889,-0.128922525107604,-0.0845410628019324,-0.09223337049424,-0.0973181162569519,-0.1,-0.09223337049424,-0.1,-0.148682765418192,0.109930867141498
"Jagged",-0.145864276568502,0.0814009661835749,0.0814009661835749,-0.101333333333333,0,-0.121365301365301,-0.12,0,0,0.0393939393939394,-0.11455938697318,0.2,-0.12,0.107692307692308,0.0547619047619048,0.211111111111111,-0.2,0.116666666666667,0.0166666666666667,-0.1,-0.176623376623377,0,-0.1,0.1,0.114285714285714,0,-0.0944444444444444,0.12,0.12,0.129090909090909,-0.0833333333333333,0.054,-0.15,-0.2,-0.111538461538462,-0.02,-0.1,0,0,0.0957142857142857,-0.0657142857142857,-0.1,0.1,-0.1,-0.0666666666666667,0.1,-0.0466666666666667,0.12,0.127692307692308,0.124662004662005,0,0.127692307692308,0,0.0150829562594268,0.154857142857143
"AKT",0.0219626013905809,0.0912827728782375,0.0912827728782375,-0.0572395903590173,0.169117647058824,0.0958811614591724,0.09223337049424,0.0888888888888889,0.0888888888888889,0.0375557682693652,-0.0535136309329858,0.0936651583710407,-0.00647832532764039,0.0491905792417301,0.057043161507027,-0.0356277709218886,0.0602240896358543,0.0317906362545018,0.0375636397016151,0.0487486797997888,-0.0157673986290229,-0.0158372873947255,0.019047619047619,-0.0411910669975186,-0.0619227743145918,0.0153846153846154,-0.0757085020242915,0.00647832532764039,0.00647832532764039,0.00575543376137533,-0.0654542455171746,-0.0443822402658972,-0.0628205128205128,-0.0961538461538462,-0.0754520917678812,-0.079017094017094,-0.137254901960784,-0.1,-0.1,-0.0708925563004985,-0.118302707989486,-0.15,-0.0845410628019324,-0.141117647058824,-0.128922525107604,-0.0845410628019324,-0.12982886951848,-0.09223337049424,-0.0973181162569519,-0.0971119306899416,-0.166666666666667,-0.0961439850193797,-0.2,-0.154210403609147,0.110013580127436
"GLI",-0.0794249096503486,0.0930884109916368,0.0930884109916368,-0.0510688464218068,-0.0166666666666667,-0.077796335159496,-0.157988614800759,-0.18,-0.1,0.0462729221243153,-0.147436885881971,0.127330230337749,-0.156956001793811,0.0210997046647493,0.0644898398119634,0.114830230337749,-0.0833333333333333,0.046111461433585,0.0690980261014217,-0.115800865800866,-0.104603542667472,0.147292578508048,-0.1,0.148554376657825,0.137125805229254,-0.183554376657825,-0.0833633633633634,0.156956001793811,0.156956001793811,0.158342140407673,-0.0417089316540243,0.00659857026580287,0.0309479054779807,0.0329887218045113,0.0165446132969107,0.0113462054170019,-0.174269005847953,-0.2,0.1,0.0726162439613527,-0.072062478500172,-0.0196428571428571,0.0838709677419355,0.0304597701149425,0.0298308392973325,0.163870967741935,0.0230073098855678,0.0741148701809599,0.0741148701809599,0.0760629221290118,-0.211111111111111,0.0592652105454399,-0.0571428571428571,-0.0636985997561157,0.0836209808631659
"DSH",0.0568091715934143,0.0950350649113873,0.0950350649113873,-0.0135033202250743,0.173333333333333,0.11839723443938,0.112406015037594,0.1,0.1,0.0406788155949741,-0.0558518378439972,-0.0025,0.0314966012023617,0.064035964035964,0.0648447234271481,-0.031235632183908,0.0545098039215686,0.044090006446016,0.0493806529416832,0.0433986928104575,-0.0114594474153298,-0.0155791439382771,0.0133333333333333,-0.0492997198879552,-0.0695794401676755,0.0238095238095238,-0.082032036115417,-0.0314966012023617,-0.0314966012023617,-0.034017609605723,-0.0781573498964803,-0.0583541927409262,-0.0858818600754085,-0.111688311688312,-0.0938573201981078,-0.0865484109386548,-0.035,0,-0.1,-0.0825184431896236,-0.130775491338527,-0.154545454545455,-0.105263157894737,-0.151594202898551,-0.144927536231884,-0.105263157894737,-0.145275968287633,-0.112406015037594,-0.118366279938256,-0.118842470414447,-0.06,-0.116981178436287,-0.2,-0.155837603952088,0.108985539644386
"NFB",0.167423364343188,0.0953548238412122,0.0953548238412122,0.109943750842841,0.0444444444444444,0.154173666170158,0.143504273504273,0.138888888888889,0.138888888888889,0.0388683661887392,0.044400991165697,0.0804375804375805,0.114940824621048,0.0729928541403951,0.160545055434912,0.0515486915486916,-0.0257142857142857,0.151251375137514,0.15828173374613,0.00317460317460316,-0.0101201400641436,0.00401493930905697,-0.0857142857142857,-0.0632034632034632,-0.081913140622818,0.0489177489177489,-0.0870879120879121,-0.114940824621048,-0.114940824621048,-0.121905998750401,-0.0600459138423166,-0.0679505135387488,-0.20477650063857,-0.239259259259259,-0.187909030759051,0.0252476780185758,-0.104761904761905,0.1,-0.15,-0.115212765957447,-0.0184458127087609,-0.28,-0.138888888888889,-0.0398989898989899,-0.0262989898989899,-0.138888888888889,-0.0237673443293696,-0.143504273504273,-0.14971896276981,-0.153938372052511,0.0285714285714286,-0.149122251032363,-0.2,0.125363680832618,0.0323490212824007
"GSK3",0.0561018329550411,0.0978582447033635,0.0978582447033635,-0.0117581769916202,0.151594202898551,0.117805129176222,0.116981178436287,0.105263157894737,0.105263157894737,0.0400926491236963,-0.158514067461302,-0.031235632183908,0.034017609605723,0.0667928562665405,0.0763889513132051,-0.0337997347480106,0.0433986928104575,0.0648447234271481,0.0670277117652126,0.0155791439382771,-0.019196673692702,0.0020344924253593,0.0545098039215686,-0.0695794401676755,-0.0734755440637794,0.0492997198879552,-0.0965358529093102,-0.034017609605723,-0.034017609605723,-0.0319167692695886,-0.0844696422552843,-0.0574579059291464,-0.0938573201981078,-0.0858818600754085,-0.108689856083275,-0.0879437597758641,0.0025,-0.06,-0.1,-0.0820618221850574,-0.137314566298654,-0.111688311688312,-0.112406015037594,-0.144927536231884,-0.145275968287633,-0.112406015037594,-0.151429814441479,-0.118366279938256,-0.118842470414447,-0.11839723443938,-0.035,-0.116509480323079,-0.154545454545455,-0.159116292476679,0.108738973952241
"CD44",0.0395054945054945,0.0984126984126984,0.0984126984126984,0.000347410704592335,-0.0666666666666667,0.0292128801431127,0.05,0,-0.1,0.0790865173473869,-0.0446428571428572,-0.0666666666666667,0.019047619047619,0.0111111111111111,-0.0268707482993197,-0.0466666666666667,-0.1,-0.0166666666666667,-0.0374269005847953,-0.14,0.0291841491841492,0.13,-0.1,-0.0857142857142857,-0.0593984962406015,0.1,-0.00793650793650794,-0.019047619047619,-0.019047619047619,-0.0104761904761905,0.0534024455077087,-0.0569230769230769,-0.01,0.05,0.0172727272727273,0.0357142857142857,0.1,0,0.1,-0.04,0.04,0.1,0,0.0466666666666667,0.0341666666666667,-0.1,0.0397222222222222,0.05,-0.03,-0.0276744186046512,0.1,-0.03,0.1,0.187949827949828,-0.115098766779439
"cMet",0.0412848539360995,0.101443001443001,0.101443001443001,-0.00346938318853744,-0.0466666666666667,0.0320377389001748,0.03,0.1,0,0.0837740173473869,-0.051094470046083,-0.0466666666666667,0.0104761904761905,0.00740740740740741,-0.0395980210265924,-0.0529166666666667,-0.14,-0.0268707482993197,-0.0472308221534228,-0.13,0.0335319752711057,0.117272727272727,-0.1,-0.0593984962406015,-0.0572708366661334,0.0857142857142857,0.00158730158730159,-0.0104761904761905,-0.0104761904761905,-0.0067026055705301,0.0567922760161833,-0.0625410544511668,0.0172727272727273,-0.01,0.0297727272727273,0.0223809523809524,0.0666666666666667,0.1,0.1,-0.0384126984126984,0.0564556962025317,0.05,0.05,0.0341666666666667,0.0397222222222222,-0.05,0.0567434988179669,-0.03,-0.0276744186046512,-0.0292128801431127,0.1,-0.03,0.1,0.193789244008222,-0.114423091103763
"Csn",0.00600112168246947,0.101674110835401,0.101674110835401,-0.0318833627583054,0.175,0.0847551677599977,0.0785486774684947,0.0666666666666667,0.0666666666666667,0.0477500695622838,-0.0771396038857727,0.025,0.00523905845887551,0.0861883280722641,0.0689097003784189,-0.00619999999999999,0.0412121212121212,0.0501436335403727,0.0602547065337763,0.0373160173160173,-0.0571273796795632,-0.00919101731601731,-0.0133333333333333,-0.00288600288600289,-0.0250013875013875,-0.0191919191919192,-0.0872915319974144,-0.00523905845887551,-0.00523905845887551,-0.00850201431300219,-0.0993035549439719,-0.0356763285024155,-0.0849788204626915,-0.116161616161616,-0.0915361975118718,-0.0864637380375879,-0.0583333333333333,0.1,-0.0666666666666667,-0.068510780610639,-0.141033430928789,-0.155555555555556,-0.0701149425287356,-0.155597014925373,-0.147904707233065,-0.0701149425287356,-0.148143370717552,-0.0785486774684947,-0.0852153441351613,-0.0855368875435215,-0.075,-0.0833521709182763,-0.2,-0.126293715409931,0.135093090487932
"Csl",-0.156005757761518,0.10268191564132,0.10268191564132,-0.110888200993587,0.0466666666666667,-0.129772747776493,-0.1235867358448,-0.127692307692308,-0.127692307692308,0.051248741687368,-0.109712991569146,0.174418604651163,-0.124250472166514,0.0513316744825933,0.0828754139545506,0.173643410852713,0.0142857142857143,0.0717643028434395,-0.00666469932454586,-0.00857142857142857,-0.156806032375155,0.0259627329192547,0,0.195270434149891,0.193452252331709,-0.211059907834101,-0.0949723947550034,0.124250472166514,0.124250472166514,0.127191648637102,-0.0704966691923214,0.0330239047611485,-0.0735877974018392,-0.0703619909502262,-0.0822084870570116,0.0619582214960906,-0.2,-0.2,0.12,0.0918533942169777,-0.0574568114231232,-0.111538461538462,0.124662004662005,-0.036989247311828,-0.0350784192863503,0.124662004662005,-0.039386809309026,0.121365301365301,0.124222444222444,0.127428551092673,-0.211111111111111,0.127618993909316,-0.15,0.0174534868878155,0.157144988768287
"TCFLEF",0.167593244340932,0.105322036150984,0.105322036150984,0.141967691029688,0.0615384615384615,0.123431347122263,0.0219934640522876,0.00588235294117647,0,0.0373060206192736,-0.0254071379230805,0.152894847088395,-0.0939142401813882,-0.0399577535932406,0.0718275885553736,0.133329629697091,-0.0425783972125435,0.0605465178096757,0.0682175912709741,-0.0416260162601626,-0.106632593854549,0.0531906421105027,-0.0742857142857143,0.221138211382114,0.204859141614672,-0.238785270205643,-8.43519225872266e-05,0.0939142401813882,0.0939142401813882,0.0895778407070124,-0.0456494110259801,-0.0271840222745833,-0.0171274961597542,-0.0380952380952381,-0.0220354716198769,0.0884722861968371,-0.178701298701299,-0.171428571428571,0,-0.0359540903540903,-0.0361818437430529,-0.0666666666666667,-0.005,-0.0499105545617174,-0.0480413956832127,-0.0108823529411765,-0.0510215281335438,-0.0161111111111111,-0.0224004192872117,-0.123431347122263,-0.198701298701299,-0.0269624081516665,-0.1,0.10434067852072,0.0405996573510847
"cfos",-0.0869072326492273,0.105617049079519,0.105617049079519,-0.0616239602548859,0.0857142857142857,-0.0822622622622623,-0.0888888888888889,-0.1,-0.1,0.0558271793565911,-0.0631114718614719,0.175,-0.0793028322440087,0.0406293706293706,0.0692780337941628,0.138157894736842,0,0.0547619047619048,0.0757371314342829,0.0130434782608696,-0.119756944444444,0.0157700810611643,0,0.184615384615385,0.158461538461538,-0.2,-0.0881587301587302,0.0793028322440087,0.0793028322440087,0.0744247834635209,-0.0512882897693024,0.00619047619047619,-0.0818740399385561,-0.123809523809524,-0.0855777436422598,0.00972222222222222,-0.2,-0.1,0.1,0.0754187192118227,-0.0673006763681082,-0.157142857142857,0.1,-0.0714285714285714,-0.061624649859944,0.1,-0.061624649859944,0.0888888888888889,0.0807807807807808,0.0807807807807808,-0.2,0.083625730994152,-0.2,-0.0656289695705754,0.110750475774498
"SNAI1",-0.0889114460524045,0.108841184214761,0.108841184214761,-0.0599095191990365,0.061624649859944,-0.0834866939287212,-0.0850891456282984,-0.0888888888888889,-0.0888888888888889,0.0548938713795874,-0.0674715078650722,0.130750487329435,-0.0753338743726118,0.0445615003596002,0.0850705981714195,0.134222709551657,-0.0157700810611643,0.0834715821812596,0.100877187456692,-0.038436747727831,-0.131396063895906,0.0424726221672929,0.0130434782608696,0.150769230769231,0.152810047095761,-0.158461538461538,-0.107585725715648,0.0753338743726118,0.0753338743726118,0.0776327249473245,-0.159316640613118,0.00841622869883739,-0.0965777436422598,-0.0855777436422598,-0.104538908690803,0.0059934719887083,-0.138157894736842,-0.2,0.1,0.0767469507287334,-0.0763573297440886,-0.0818740399385561,0.0807807807807808,-0.061624649859944,-0.0681820269091243,0.083625730994152,-0.069593317231705,0.0807807807807808,0.0822622622622623,0.0836415726070898,-0.175,0.0860032224107481,-0.123809523809524,-0.0691653441682807,0.111845400586529
"TrCP",-0.0887387344807292,0.110440200204921,0.110440200204921,-0.0605858979711489,0.0714285714285714,-0.0836415726070898,-0.083625730994152,-0.1,-0.1,0.0563347935697891,-0.06529329004329,0.138157894736842,-0.0744247834635209,0.0378669396901441,0.0834715821812596,0.130750487329435,0.0130434782608696,0.0692780337941628,0.0889724255519299,-0.0157700810611643,-0.125278416837082,0.038436747727831,0,0.158461538461538,0.150769230769231,-0.184615384615385,-0.102912828519386,0.0744247834635209,0.0744247834635209,0.0753338743726118,-0.0548682420366055,0.00564699792960662,-0.0855777436422598,-0.0818740399385561,-0.0965777436422598,0.0146727172717272,-0.175,-0.2,0.1,0.0760476500294327,-0.0741972280922461,-0.123809523809524,0.0888888888888889,-0.061624649859944,-0.061624649859944,0.0888888888888889,-0.0681820269091243,0.0807807807807808,0.0807807807807808,0.0822622622622623,-0.2,0.0850891456282984,-0.157142857142857,-0.0690647742722029,0.111351979533897
"PAK1",-0.0887387344807292,0.110440200204921,0.110440200204921,-0.0605858979711489,0.0714285714285714,-0.0836415726070898,-0.083625730994152,-0.1,-0.1,0.0563347935697891,-0.06529329004329,0.138157894736842,-0.0744247834635209,0.0378669396901441,0.0834715821812596,0.130750487329435,0.0130434782608696,0.0692780337941628,0.0889724255519299,-0.0157700810611643,-0.125278416837082,0.038436747727831,0,0.158461538461538,0.150769230769231,-0.184615384615385,-0.102912828519386,0.0744247834635209,0.0744247834635209,0.0753338743726118,-0.0548682420366055,0.00564699792960662,-0.0855777436422598,-0.0818740399385561,-0.0965777436422598,0.0146727172717272,-0.175,-0.2,0.1,0.0760476500294327,-0.0741972280922461,-0.123809523809524,0.0888888888888889,-0.061624649859944,-0.061624649859944,0.0888888888888889,-0.0681820269091243,0.0807807807807808,0.0807807807807808,0.0822622622622623,-0.2,0.0850891456282984,-0.157142857142857,-0.0690647742722029,0.111351979533897
"LIV1",-0.0887387344807292,0.110440200204921,0.110440200204921,-0.0605858979711489,0.0714285714285714,-0.0836415726070898,-0.083625730994152,-0.1,-0.1,0.0563347935697891,-0.06529329004329,0.138157894736842,-0.0744247834635209,0.0378669396901441,0.0834715821812596,0.130750487329435,0.0130434782608696,0.0692780337941628,0.0889724255519299,-0.0157700810611643,-0.125278416837082,0.038436747727831,0,0.158461538461538,0.150769230769231,-0.184615384615385,-0.102912828519386,0.0744247834635209,0.0744247834635209,0.0753338743726118,-0.0548682420366055,0.00564699792960662,-0.0855777436422598,-0.0818740399385561,-0.0965777436422598,0.0146727172717272,-0.175,-0.2,0.1,0.0760476500294327,-0.0741972280922461,-0.123809523809524,0.0888888888888889,-0.061624649859944,-0.061624649859944,0.0888888888888889,-0.0681820269091243,0.0807807807807808,0.0807807807807808,0.0822622622622623,-0.2,0.0850891456282984,-0.157142857142857,-0.0690647742722029,0.111351979533897
"EGR1",-0.0887387344807292,0.110440200204921,0.110440200204921,-0.0605858979711489,0.0714285714285714,-0.0836415726070898,-0.083625730994152,-0.1,-0.1,0.0563347935697891,-0.06529329004329,0.138157894736842,-0.0744247834635209,0.0378669396901441,0.0834715821812596,0.130750487329435,0.0130434782608696,0.0692780337941628,0.0889724255519299,-0.0157700810611643,-0.125278416837082,0.038436747727831,0,0.158461538461538,0.150769230769231,-0.184615384615385,-0.102912828519386,0.0744247834635209,0.0744247834635209,0.0753338743726118,-0.0548682420366055,0.00564699792960662,-0.0855777436422598,-0.0818740399385561,-0.0965777436422598,0.0146727172717272,-0.175,-0.2,0.1,0.0760476500294327,-0.0741972280922461,-0.123809523809524,0.0888888888888889,-0.061624649859944,-0.061624649859944,0.0888888888888889,-0.0681820269091243,0.0807807807807808,0.0807807807807808,0.0822622622622623,-0.2,0.0850891456282984,-0.157142857142857,-0.0690647742722029,0.111351979533897
"SRC",0.148725864391558,0.144062593590896,0.144062593590896,0.072232903262315,0.111111111111111,0.108408046177502,0.1,0.1,0,0.0639262187088274,-0.0322943722943723,-0.0551282051282051,0.0933833959115561,0.0887259693711307,0.0589853010905642,-0.0773504273504274,-0.0393939393939394,0.0508771929824561,0.0210029791459782,-0.0393939393939394,-0.0190508115737473,0.0639222412807318,-0.0666666666666667,-0.0788095238095238,-0.0930952380952381,0.055,-0.0310723514211886,-0.0933833959115561,-0.0933833959115561,-0.0948985474267076,2.8967794429946e-05,-0.0606744979158772,-0.0822222222222222,-0.0933333333333333,-0.0704575163398693,-0.0971428571428571,0.0166666666666667,0.1,0,-0.0747056823494411,-0.0826517273576097,-0.133333333333333,-0.1,-0.123611111111111,-0.0998015873015873,-0.1,-0.0979834054834055,-0.1,-0.101639344262295,-0.107736905237905,0.05,-0.101639344262295,-0.0333333333333333,-0.0522557001561687,-0.16437928014015
