"","ZEB1","miR200","GSK3","ZEB2","CDC42","Destcompl","DELTA","FOXC2","RKIP","SNAI1","AXIN2","SRC","cateninmemb","ERK","cMet","Csn","TCFLEF","cateninnuc","MEK","Csl","NOTCH","TrCP","STAT","LIV1","EGR1","NOTCHic","KLF4","DSH","CD44","NFB","AKT","IKK","SHH","Jagged","cfos","GLI","Wnt","Patched","SMO","HEY1","TWIST1","SOSGRB2","SUFU","FUS","SMAD","ILK","Frizzled","RAS","RAF","PI3K","Ecadherin","SNAI2","PAK1","TGF","TGFR"
"ERK",-0.21414288170937,-0.169139187680422,0.452498498002585,-0.0231126019577538,0.0934223408989764,0.535838474018799,0.0925546675546675,-0.201778542468198,0.074953615810787,0.135344375544066,0.304268224692738,0.222739541160594,0.126083043172884,0.0398312545854732,0.252809471230524,0.0857142857142857,0.286303138285018,0.301511471618352,0.05013766127071,0.0177156177156177,-0.00227750762558777,0.0857142857142857,0.203508771929825,0.166666666666667,-0.133448275862069,0.0140659826791214,-0.0217732697162813,-0.196666666666667,-0.270875628991338,-0.0584415584415584,-0.0569844618414505,-0.0643239113827349,-0.116650091540536,0.0424404296629706,-0.139831254585473,-0.263761852182905,-0.245967365967366,-0.106022072216865,-0.102754098360656,-0.054576010668577,0.18225821896867,0.0957219910617969,-0.1,-0.088,-0.0408934765481058,-0.0408934765481058,-0.215897435897436,-0.0979452066085729,-0.0925546675546675,-0.0925546675546675,0.346699762820779,0.57177830649033,-0.0980952380952381,-0.103005640810743,-0.102181464986568
"SOSGRB2",-0.102230576441103,-0.0997124044501627,0.064180242385011,-0.00586466165413534,0.0428571428571429,0.209900762920897,-0.193973634651601,-0.0740659340659341,-0.0538742690058479,0.00844207533759773,0.189466446644664,0.142857142857143,0.125741078741079,-0.0179322179322179,0.155900621118012,0.2,0.172086738585594,0.178778899197449,-0.0149019149019149,0.172727272727273,0.149542007288486,0.2,0.1,0,0.00952380952380952,0.165034965034965,-0.00157894736842105,-0.1,-0.157349896480331,-0.188888888888889,-0.177485380116959,-0.194152046783626,-0.00351979886863608,0.0660493853309724,0.0206349206349206,-0.152639751552795,-0.151190476190476,0.00810810810810811,0,-0.0846590909090909,0.0484347826086956,-0.0594444444444444,0,0,0.0277960748928491,0.0270967741935484,-0.142857142857143,0.186281326959293,0.193973634651601,0.193973634651601,0.237351825550095,0.31091225335802,-0.0428571428571429,-0.0417387576962045,-0.0467032967032967
"TGFR",0.0635281182796402,0.0462478381833221,-0.0485194468538886,0.00972385222633485,-0.154285714285714,-0.0237882520518837,-0.0625,-0.0554335620711166,-0.0581385281385281,0.0315313260083976,-0.121990031110203,-0.08,-0.0741225613824283,0.144578111946533,-0.0894339622641509,0.0333333333333333,-0.0890751105895098,-0.0900494241413256,0.13772879687804,0.0633333333333333,0.0540056230877367,0.0333333333333333,-0.1,-0.1,-0.147619047619048,0.0460919540229885,0.0092000835421888,0.0857142857142857,0.0881181727904667,-0.0476190476190476,-0.0388063181208836,-0.0318295739348371,0.0634910140268849,0.0323368231201042,-0.142355889724311,0.0745030866881141,0.0751482479784367,0.0538864942528736,0.0570114942528736,0.0671661037173899,0.011681165150916,0.214879792072775,0.0466666666666667,0.0466666666666667,0.0565802555459311,0.0590713587487781,0.0657142857142857,0.0683479532163743,0.0625,0.0625,-0.101622970798533,-0.0349769720356385,0.173333333333333,0.0628723404255319,0.065
"TGF",0.0623960428079421,0.0406759906759907,-0.049252943186407,0.010855927698033,-0.173333333333333,-0.0215705101163998,-0.0732142857142857,-0.0628571428571429,-0.0567099567099567,0.0371360457724094,-0.121560846560847,-0.1,-0.0748154020290796,0.142355889724311,-0.08,0.0333333333333333,-0.0881181727904667,-0.0890751105895098,0.144578111946533,0.0533333333333333,0.0460919540229885,0,-0.1,0,-0.133333333333333,0.0633333333333333,0.0181286549707602,0.1,0.0894339622641509,-0.0333333333333333,-0.0318295739348371,-0.0476190476190476,0.0538864942528736,0.0272643593519882,-0.147619047619048,0.0751482479784367,0.0657142857142857,0.0570114942528736,0.0466666666666667,0.0597034171502257,0.012037037037037,0.221052631578947,0.0666666666666667,0.0466666666666667,0.0590713587487781,0.0493939393939394,0.0857142857142857,0.0625,0.0732142857142857,0.0732142857142857,-0.0994083200319234,-0.0338195646282311,0.14,0.065,0.154285714285714
"SNAI2",-0.0539655968114118,-0.0471179967743617,0.271072880798199,0.0234883574575204,0.0106442577030812,0.301770543565611,-0.064174228470685,-0.166204651010552,0.0581794871794872,0.0698099132364053,0.246813413808593,0.168701298701299,0.10012439916696,-0.0549019607843137,0.187011157856228,0.0666666666666667,0.220091747591291,0.233445784858372,-0.0494965553789083,-0.107456140350877,-0.126617680565049,0.1,0.147272727272727,0.12,0.0666666666666667,-0.116228070175439,0.0326923076923077,-0.147272727272727,-0.204215458931497,-0.0666666666666667,-0.0665004846974103,-0.0701149425287356,-0.15771029538576,0.192199434209943,0.0607843137254902,-0.20358869796318,-0.187011157856228,-0.147851140456182,-0.137647058823529,0.0155515370705244,0.188682101175889,0.117511832319135,-0.1,-0.12,0.00670273635433013,0.00335345405767941,-0.168701298701299,0.0618911234478539,0.064174228470685,0.064174228470685,0.354277065627989,0.500964080518851,-0.00588235294117647,-0.0152256666323162,-0.0114989585577821
"SUFU",0.310584768618775,0.253916184791237,-0.614035616000151,0.0256117010989497,0.0193693693693694,-0.70474793078122,0.0258762918811665,0.341681355352101,-0.147384809593941,-0.201732612343267,-0.615935528084372,-0.404444444444444,0.0993975356834521,-0.139266939956595,-0.446192017259978,-0.0642857142857143,-0.515244403660763,-0.543121641512425,-0.155011620807659,0.128939393939394,0.167756132756133,-0.05,-0.36,-0.3,0.112307692307692,0.147121212121212,0.0136819257659544,0.2625,0.484537881921633,0.0442857142857143,0.0382454458293384,0.0442857142857143,0.0459018759018759,-0.358865029927045,0.133519813519814,0.385619022654339,0.34732905982906,0.0316161616161616,0.0144444444444444,-0.109533403561691,-0.336653001160762,-0.234823947981843,-0.0133333333333333,-0.0133333333333333,-0.104640814333133,-0.101638504864311,0.306944444444444,-0.0195471779571158,-0.0258762918811665,-0.0258762918811665,-0.372859085453384,-0.646295350099425,-0.0166666666666667,-0.00391970719302961,-0.0076672417097949
"Ecadherin",-0.0660341682195452,-0.0568637776459005,0.24591627789747,0.025843103018209,0.0117575757575758,0.274915748626668,-0.013657616892911,-0.151566541290758,0.0744115078786026,0.083278984621587,0.220091747591291,0.100592795257638,-0.00283634274487933,-0.0380539169744749,0.117114534388073,0.02,0.143995336730459,0.155199818523176,-0.0313872503078082,-0.0743540669856459,-0.0935009646210271,0,0.0843137254901961,0.0666666666666667,0.0490909090909091,-0.0856942731712129,0.0346929207688701,-0.0843137254901961,-0.132164701612153,-0.0247619047619048,-0.0160557960557961,-0.0173544973544974,-0.0698644272288545,0.115934425131932,0.0432085561497326,-0.131443369970282,-0.116110036636948,-0.0659274193548387,-0.05625,0.0162618116190955,0.108975742748993,0.0933142246697361,-0.0333333333333333,-0.05,0.01064294487139,0.00846376811594203,-0.100592795257638,0.0119816392392797,0.013657616892911,0.013657616892911,0.0871045749777871,0.241476884455562,-0.0130909090909091,-0.0183892522009225,-0.0171234294161123
"FUS",0.294159647845829,0.237559307467817,-0.569048469470589,0.0304426189733458,0.0166666666666667,-0.661951545879572,0.0306797853309481,0.314137931034483,-0.132282768777614,-0.183504332956554,-0.574483537452053,-0.36,0.0948954892987317,-0.133519813519814,-0.404444444444444,-0.05,-0.484537881921633,-0.515244403660763,-0.139266939956595,0.0939393939393939,0.147121212121212,-0.1,-0.3,-0.2,0.12,0.128939393939394,0.0238615664845173,0.2,0.446192017259978,0.0642857142857143,0.0442857142857143,0.0442857142857143,0.0316161616161616,-0.333449352967425,0.112307692307692,0.34732905982906,0.306944444444444,0.0144444444444444,-0.0133333333333333,-0.104714126453257,-0.306756093944268,-0.217341430499325,0.0666666666666667,-0.0133333333333333,-0.101638504864311,-0.0984126984126984,0.2625,-0.0258762918811665,-0.0306797853309481,-0.0306797853309481,-0.350716963929182,-0.612346767370354,-0.0333333333333333,-0.0076672417097949,-0.0193693693693694
"Patched",0.266666666666667,0.214285714285714,-0.456043956043956,0.0333333333333333,0.0333333333333333,-0.552087912087912,0.0423076923076923,0.265,-0.108571428571429,-0.136559139784946,-0.472727272727273,-0.2,0.0841218637992832,-0.12,-0.3,0,-0.404444444444444,-0.446192017259978,-0.112307692307692,0,0.0939393939393939,0,-0.1,-0.1,0.1,0.0666666666666667,0.0388888888888889,0,0.36,0.1,0.0642857142857143,0.05,-0.0133333333333333,-0.27957671957672,0.1,0.2625,0.2,-0.0133333333333333,0.0666666666666667,-0.105128205128205,-0.248148148148148,-0.183333333333333,0,0.1,-0.1,-0.1,0.1,-0.0423076923076923,-0.0423076923076923,-0.0423076923076923,-0.304813915857605,-0.527080459770115,-0.0333333333333333,-0.0166666666666667,-0.0333333333333333
"RAF",0.199434720229555,0.155916793459575,-0.396296296296296,0.0338900047824008,-0.0933333333333333,-0.484301316345353,-0.0847402597402597,0.173268493958149,-0.0548319327731093,-0.11595334990304,-0.252262072198781,-0.166666666666667,-0.132860928155046,-0.133448275862069,-0.203508771929825,-0.1,-0.252809471230524,-0.270875628991338,-0.139831254585473,-0.0666666666666667,-0.0177156177156177,-0.1,-0.1,0,0.13,-0.0484848484848485,0.0298900047824008,0.1,0.222739541160594,0.0857142857142857,0.0584415584415584,0.0857142857142857,0.102754098360656,-0.0122261298407309,0.13,0.215897435897436,0.196666666666667,0.088,0.1,0.0628726287262873,-0.144717765894236,-0.0803174603174603,0.1,0.1,0.0405244728580689,0.0454749679075738,0.166666666666667,0.0941419691419691,0.0847402597402597,0.0847402597402597,-0.323222567133086,-0.53421635484059,0.1,0.0934223408989764,0.0980952380952381
"cMet",-0.188167388167388,-0.17053428304787,-0.0454109062980031,0.0354978354978355,0.0583333333333333,0.065875244446673,-0.206666666666667,-0.135785864978903,0.0125925925925926,0.0677551608862938,-0.00523809523809524,0.1,0.0248303416630819,0.065,0.02,0.2,0.00994633273703041,0.0144661067483298,0.0595454545454545,0.214285714285714,0.171060630299152,0.2,0,0.1,-0.125,0.177443609022556,0.136507936507937,0.1,-0.0130232558139535,-0.2,-0.18,-0.18,-0.0177840909090909,-0.012091821222256,-0.065,-0.0109090909090909,-0.02,-0.0209090909090909,-0.03,-0.0527691778465772,0.11806889739474,0.0895238095238095,-0.1,-0.05,-0.00626056483199341,0.0046485260770975,0,0.206666666666667,0.206666666666667,0.206666666666667,0.0923969929747124,0.230623618068874,-0.0333333333333333,-0.0562056737588652,-0.0583333333333333
"SMO",0.275141242937853,0.225678119349005,-0.517209004587645,0.0384180790960452,0.0333333333333333,-0.611002640770083,0.0423076923076923,0.289137931034483,-0.108571428571429,-0.162749615975422,-0.527899686520376,-0.3,0.0880053589449142,-0.112307692307692,-0.36,-0.1,-0.446192017259978,-0.484537881921633,-0.133519813519814,0.0666666666666667,0.128939393939394,0,-0.2,-0.1,0.1,0.0939393939393939,0.0222222222222222,0.1,0.404444444444444,0.05,0.0442857142857143,0.0642857142857143,0.0144444444444444,-0.308148148148148,0.12,0.306944444444444,0.2625,-0.0133333333333333,-0.0133333333333333,-0.1003663003663,-0.271677559912854,-0.209649122807018,0.1,0.0666666666666667,-0.0984126984126984,-0.1,0.2,-0.0306797853309481,-0.0423076923076923,-0.0423076923076923,-0.328799155710004,-0.573747126436782,-0.0333333333333333,-0.0193693693693694,-0.0166666666666667
"PI3K",0.324966161935829,0.252747680616533,-0.558645983645984,0.0491108784913254,-0.0926470588235294,-0.621295116772824,-0.207341991341991,0.374236933797909,-0.189156431803491,-0.233059581320451,-0.383619047619048,-0.277777777777778,-0.0185452376350187,-0.162745098039216,-0.316908212560386,0.233333333333333,-0.390650063929356,-0.418485115475748,-0.161105753776921,0.175,0.238523573200993,0.2,-0.2,-0.1,0.133333333333333,0.228846153846154,0.0530701754385965,0.2,0.358446674098848,-0.233333333333333,-0.266817496229261,-0.274509803921569,0.0147435897435897,-0.202543859649123,0.133333333333333,0.358446674098848,0.316908212560386,0.00641025641025641,-0.0166666666666667,-0.0941041939932062,-0.318380115172702,-0.0484615384615385,0,0,-0.0829381352541016,-0.0853381352541016,0.277777777777778,0.20871185435569,0.207341991341991,0.207341991341991,-0.363718736190897,-0.425587639073277,0.075,0.0935901482544237,0.0846470588235294
"SHH",0.25,0.2,-0.384615384615385,0.05,0.0333333333333333,-0.482857142857143,0.05,0.225,-0.08,-0.133333333333333,-0.4,-0.1,0.0785663082437276,-0.1,-0.2,0,-0.36,-0.404444444444444,-0.12,0.1,0.0666666666666667,0,-0.1,0,0,0,0.05,0,0.3,0,0.05,0.1,-0.0133333333333333,-0.231428571428571,0.1,0.2,0.1,0.0666666666666667,0.1,-0.0666666666666667,-0.2,-0.15,0,0,-0.1,-0.0666666666666667,0,-0.0423076923076923,-0.05,-0.05,-0.270833333333333,-0.472413793103448,0,-0.0333333333333333,-0.0333333333333333
"NFB",0.313662604787832,0.241713533193896,-0.283618832148244,0.0616319534468355,-0.138888888888889,-0.17631108605472,-0.208857135553795,0.150741564765469,-0.165868011769651,-0.188194855945562,0.0715045592705167,0.0512820512820513,0.0993174558594615,-0.0946349206349206,0.0466666666666667,-0.0571428571428571,0.0288950868912251,0.0241107731657349,-0.0900597572362278,0.0510822510822511,0.0736526555881395,-0.1,0.0666666666666667,0.1,0.0928571428571429,0.0717171717171717,0.0700549450549451,-0.0666666666666667,-0.0348022598870057,-0.0595238095238095,-0.0838481338481339,-0.0838481338481339,0.0425201187893336,0.0241673577726385,0.0968571428571429,-0.0354307116104869,-0.0466666666666667,0.0449297573435505,0.0414814814814815,0.0103696741854637,0.034733893557423,0.153350287483414,0.08,0.06,0.00941327636481121,0.0090415291529153,-0.0512820512820513,0.20636957336474,0.208857135553795,0.208857135553795,0.0664145037789913,0.239569580291559,0.138888888888889,0.135785091420534,0.130088888888889
"cateninnuc",-0.171261628407112,-0.144684600965808,0.691495275776328,0.0623122191737246,0.0433406593406593,0.793504467527209,-0.00385852885852886,-0.362870839542971,0.22775963325343,0.265624317627365,0.699638092919205,0.477952602952603,-0.162886835308738,0.00374636370783866,0.526865646430864,0.0333333333333333,0.603861627795777,0.53537226021776,0.0188839783867377,-0.191462649089768,-0.240881253740931,0.0333333333333333,0.425174825174825,0.363636363636364,0.0282608695652174,-0.215881253740931,0.0885991726739058,-0.425174825174825,-0.567341836907054,-0.0242424242424242,-0.0124299242424242,-0.0202424242424242,-0.325554477433644,0.488469715516886,0.0139751552795031,-0.564693748776536,-0.524772800159935,-0.309214608152598,-0.29120218579235,0.0374719382647121,0.461376604861054,0.196345210210092,-0.233333333333333,-0.263333333333333,0.0273014691841431,0.0227994227994228,-0.475859756681674,-0.0022020772020772,0.00385852885852886,0.00385852885852886,0.465183687474643,0.730714914029734,-0.0325714285714286,-0.0538912792272226,-0.0490877857774409
"IKK",0.314812030075188,0.245641025641026,-0.270677655677656,0.0681453634085213,-0.138888888888889,-0.166842647516514,-0.201814882032668,0.151139971139971,-0.162021857923497,-0.186824992931863,0.0821428571428571,0.0666666666666667,0.0966775403367582,-0.0968571428571429,0.0512820512820513,-0.1,0.0348022598870057,0.0288950868912251,-0.0946349206349206,0.0272727272727273,0.0717171717171717,0,0.1,0.1,0.05,0.0510822510822511,0.0604395604395604,-0.1,-0.0466666666666667,0.0571428571428571,-0.0838481338481339,-0.0595238095238095,0.0449297573435505,0.0342393002186817,0.0928571428571429,-0.0466666666666667,-0.0512820512820513,0.0414814814814815,0.06,0.0192982456140351,0.0445751633986928,0.158613445378151,0.1,0.08,0.0090415291529153,0.0159722222222222,-0.0666666666666667,0.208857135553795,0.201814882032668,0.201814882032668,0.0693037493648661,0.24627689736473,0.15,0.130088888888889,0.138888888888889
"Destcompl",-0.430279282850976,-0.373950691335197,0.876376420841307,0.0929215306227332,0.137938071780436,0.868892899881891,0.200831207043929,-0.490888884728236,0.351834604664133,0.432466458018776,0.675749811796788,0.542954990215264,-0.251835016770097,0.235406779013336,0.600168920563523,-0.147619047619048,0.691439621851603,0.728002599924015,0.251862475215868,-0.281699960830396,-0.341879014590089,-0.133333333333333,0.478571428571429,0.4,-0.196410256410256,-0.31322169996083,0.103297549237107,-0.478571428571429,-0.649795786235165,0.165010351966874,0.184316235031146,0.174920261876784,-0.243537720678894,0.511249718256017,-0.220652680652681,-0.648555754373313,-0.599390633779621,-0.225936173290113,-0.206765188834154,0.0851951467336083,0.537588151751894,0.142386331932346,-0.166666666666667,-0.183908045977011,0.0751837928153718,0.0699206349206349,-0.542954990215264,-0.207738585379879,-0.200831207043929,-0.200831207043929,0.464123567225111,0.72159557700433,-0.134489795918367,-0.150922256379866,-0.145306492833068
"SMAD",0.250398711015719,0.161762024162298,-0.0377777054468784,0.0998340082324702,0.0254191817572099,-0.142103867268319,0.13296493317454,0.166658775413073,-0.0511301258547521,-0.0611275552404585,-0.196224889673972,-0.142222222222222,-0.112094593862276,0.0312721037402208,-0.150065359477124,-0.0666666666666667,-0.16271122107821,-0.170006053904957,0.0293490268171438,-0.040952380952381,-0.029896004378763,-0.1,-0.12,-0.12,-0.0285714285714286,-0.0283087027914614,0.0982852184017091,0.1,0.15551990493167,0.0714285714285714,0.073546218487395,0.065546218487395,0.0576824915021088,-0.0227993297025555,-0.0382488479262673,0.135669925597983,0.12991452991453,0.0535932721712538,0.0416666666666667,0.0365721424698866,-0.124807201399029,-0.0323055309080154,0.0416666666666667,0.0416666666666667,-0.0870467888276107,0.00866749688667498,0.122222222222222,-0.130991248964014,-0.13296493317454,-0.13296493317454,-0.244371360295751,-0.311435068053726,-0.0380952380952381,-0.0220716779178189,-0.0248605225393328
"CDC42",0.253180368192475,0.162944571768101,-0.222123917748918,0.100941619585687,0.0285714285714286,-0.267128037937167,0.0110566448801743,0.187416820386691,-0.0160606060606061,-0.0519118855827717,-0.221050903119869,-0.15,-0.139834966628949,0.0217391304347826,-0.175925925925926,0.0333333333333333,-0.196370132508746,-0.206740502879117,0.00987472365512159,0.1,0.109230769230769,0,-0.15,-0.1,0.02,0.0923076923076923,0.109396825396825,0.15,0.189439439439439,-0.0833333333333333,-0.081359649122807,-0.0708333333333333,-0.0516385048643113,-0.132916666666667,0,0.189083820662768,0.175925925925926,-0.0627496159754224,-0.0595238095238095,-0.104347826086957,-0.15574025974026,-0.0305555555555556,-0.0333333333333333,-0.0761904761904762,-0.0946065881549753,-0.101058201058201,0.15,-0.00617859609968649,-0.0110566448801743,-0.0110566448801743,-0.267437187947909,-0.348027617151705,-0.114285714285714,-0.0157372039724981,-0.0187675070028011
"TCFLEF",0.144947324118377,0.0905761574436273,0.382711320683145,0.105481614389509,0.116756112104949,0.561486414214384,-0.110062944584605,-0.120304296237172,0.0768407034945126,0.10379602963285,0.692962148962149,0.303333333333333,0.0112593769092906,-0.0548315911730546,0.32982905982906,0.123376623376623,0.279326563557258,0.298742371117395,-0.0493894143023063,-0.0194324884425315,-0.056550591497707,0.114285714285714,0.258333333333333,0.233333333333333,0.0957142857142857,-0.0449226845209629,0.112081423478482,-0.250980392156863,-0.355615223351072,-0.135376623376623,-0.120299484526694,-0.122473397570172,-0.204027687465249,0.212485576786916,0.0786411149825784,-0.347941957161906,-0.322476118652589,-0.19605222734255,-0.184761904761905,-0.0435243442128969,0.213990692728214,0.107033317979426,-0.133333333333333,-0.18,-0.0388563732176493,-0.0444013062960431,-0.295980392156863,0.106777793467654,0.110062944584605,0.110062944584605,0.187392022349357,0.421270175291429,-0.105128205128205,-0.120008572338904,-0.117690691544202
"miR200",-0.050344982078853,-0.102037951612429,-0.13358193240884,0.111048387096774,-0.00661764705882353,-0.152106920342067,0.0229850746268657,-0.143361841410622,0.0414047289210559,0.0495691345691346,-0.106451961439664,-0.0643478260869565,-0.0382268164755268,0.0566233766233766,-0.0713900796080833,0.08,-0.0700034200753563,-0.0725791776511139,0.0518614718614719,0.0953694581280788,0.091297765161003,0.1,-0.06,-0.1,-0.0857142857142857,0.0884729064039409,0.101984126984127,0.06,0.0680192930912294,-0.0852631578947368,-0.0709774436090226,-0.0709774436090226,-0.048195285268758,-0.0810027171741389,-0.0657142857142857,0.0757455502244235,0.0790422535211268,-0.0503691983122363,-0.0541666666666667,-0.0616949152542373,-0.0147106267965164,-0.0333591231463572,-0.08,-0.0675,-0.0494205580809182,-0.0465992414664981,0.072,-0.0177481668961924,-0.0229850746268657,-0.0229850746268657,-0.0913248216162004,-0.0463846160310561,0.0125,0.0126754114999338,0.0179079696394687
"Jagged",0.267149758454106,0.170909090909091,-0.164367816091954,0.124154589371981,0,-0.211289575289575,0.0333333333333333,0.194285714285714,-0.0102564102564103,-0.0416666666666667,-0.162857142857143,-0.1,-0.12378635449058,-0.02,-0.12,0,-0.154965034965035,-0.169250749250749,0.0133333333333333,-0.1,-0.0114285714285714,0,0,0,0.1,-0.04,0.111111111111111,0,0.127692307692308,0,-0.0666666666666667,-0.0333333333333333,-0.0506410256410256,-0.11021645021645,0,0.127692307692308,0.12,-0.0583333333333333,-0.0333333333333333,1.11022302462516e-17,-0.138,-0.02,0,0,-0.104761904761905,-0.1,0.1,-0.0242424242424242,-0.0333333333333333,-0.0333333333333333,-0.250385964912281,-0.309854198089492,0,-0.0231111111111111,-0.0111111111111111
"DELTA",0.267149758454106,0.170909090909091,-0.164367816091954,0.124154589371981,0,-0.211289575289575,0.0333333333333333,0.194285714285714,-0.0102564102564103,-0.0416666666666667,-0.162857142857143,-0.1,-0.12378635449058,-0.02,-0.12,0,-0.154965034965035,-0.169250749250749,0.0133333333333333,-0.1,-0.0114285714285714,0,0,0,0.1,-0.04,0.111111111111111,0,0.127692307692308,0,-0.0666666666666667,-0.0333333333333333,-0.0506410256410256,-0.11021645021645,0,0.127692307692308,0.12,-0.0583333333333333,-0.0333333333333333,1.11022302462516e-17,-0.138,-0.02,0,0,-0.104761904761905,-0.1,0.1,-0.0242424242424242,-0.0333333333333333,-0.0333333333333333,-0.250385964912281,-0.309854198089492,0,-0.0231111111111111,-0.0111111111111111
"ZEB1",-0.118075876412149,-0.0492557167735926,-0.147730416792081,0.125484426500389,0.00707146426786607,-0.161246164954818,-0.00708480664107643,-0.216201253904655,0.125092148341665,0.136065999058398,-0.108301727770754,-0.00525328330206379,0.0434876388516556,0.102078431372549,-0.00525328330206379,0.186666666666667,-0.0140003282193215,-0.0165443595304761,0.100756845469465,0.15,0.148347107438017,0.166666666666667,-0.00769230769230769,0,-0.116666666666667,0.15,0.124127797915874,0.0142857142857143,0.0108088388576193,-0.160350877192982,-0.159133078598135,-0.161990221455278,-0.127049276520702,-0.141497071578582,-0.112666666666667,0.018924405993805,0.0137697668185473,-0.126693404634581,-0.132575757575758,-0.151774822759279,0.0559062985419353,-0.0647953216374269,-0.166666666666667,-0.141666666666667,-0.132151739850406,-0.129267124465791,0.0118466898954704,0.00472260191666699,0.00708480664107643,0.00708480664107643,-0.022613389141539,-0.0601276693113265,-0.0201149425287356,-0.00894603959062078,-0.0136704490394397
"AXIN2",-0.449534128507423,-0.399205088722397,0.837096950849811,0.135972609793047,0.160277777777778,0.932101652389265,0.242676450548423,-0.496561486912775,0.378867521367521,0.454150302605124,0.939386572124294,0.486046511627907,-0.279916520005042,0.265476787478155,0.558460304731355,-0.166666666666667,0.675749811796788,0.722139781533061,0.284787132305741,-0.272631578947368,-0.353760922576712,-0.133333333333333,0.4,0.3,-0.206666666666667,-0.317274436090226,0.143684697144123,-0.4,-0.621236329967948,0.188405797101449,0.220579710144928,0.207246376811594,-0.256141085690266,0.502556884948189,-0.238373983739837,-0.620724455674752,-0.558460304731355,-0.235485347985348,-0.212271062271062,0.0720484465920571,0.530040711048149,0.11764885885503,-0.15,-0.188461538461538,0.0685875316310099,0.0598573729008512,-0.486046511627907,-0.251075400679657,-0.242676450548423,-0.242676450548423,0.467989256002205,0.698989001241812,-0.149166666666667,-0.173403161112571,-0.166472468043265
