"","KLF4","PAK1","SMO","Patched","IKK","SHH","AKT","NFB","NOTCHic","NOTCH","Csl","Jagged","EGR1","AXIN2","MEK","ERK","Ecadherin","cateninnuc","DSH","TWIST1","Destcompl","DELTA","SOSGRB2","cateninmemb","GSK3","SNAI2","RAF","PI3K","RAS","LIV1","Frizzled","Wnt","STAT","SRC","GLI","miR200","cMet","CD44","TCFLEF","cfos","SNAI1","Csn","RKIP","TrCP","SUFU","FUS","TGF","CDC42","TGFR","ZEB2","ZEB1","HEY1","ILK","FOXC2","SMAD"
"HEY1",-0.181481481481481,-0.209090909090909,-0.183333333333333,-0.208333333333333,-0.0942857142857143,-0.207258064516129,-0.112804232804233,-0.08,-0.110143540669856,-0.102927045824496,-0.0890909090909091,-0.206215074281041,-0.16,0.273564200451979,-0.21243949501075,-0.19903743315508,0.15376678519721,0.216344805815022,0.166666666666667,-0.268605664488017,0.139141951847871,0.103974358974359,-0.225343053173242,-0.03861174169101,0.140869604254364,-0.319135701863911,-0.103974358974359,-0.103974358974359,-0.104709653092006,-0.166666666666667,-0.207843137254902,-0.210168718650251,-0.166666666666667,-0.207843137254902,-0.208444580719216,0.125779405779406,-0.210168718650251,-0.207560022998077,-0.211238952763963,0.187272727272727,0.153232251380886,0.1,0.175417439703154,0.1,0.2,0.166666666666667,0.245025868440503,0.213090909090909,0.235757575757576,0.182291021671827,0.182291021671827,0.0183498854087089,0.036,0.258615648316193,0.0374492753623188
"FOXC2",-0.181481481481481,-0.209090909090909,-0.183333333333333,-0.208333333333333,-0.0942857142857143,-0.207258064516129,-0.112804232804233,-0.08,-0.110143540669856,-0.102927045824496,-0.0890909090909091,-0.206215074281041,-0.16,0.273564200451979,-0.21243949501075,-0.19903743315508,0.15376678519721,0.216344805815022,0.166666666666667,-0.268605664488017,0.139141951847871,0.103974358974359,-0.225343053173242,-0.03861174169101,0.140869604254364,-0.319135701863911,-0.103974358974359,-0.103974358974359,-0.104709653092006,-0.166666666666667,-0.207843137254902,-0.210168718650251,-0.166666666666667,-0.207843137254902,-0.208444580719216,0.125779405779406,-0.210168718650251,-0.207560022998077,-0.211238952763963,0.187272727272727,0.153232251380886,0.1,0.175417439703154,0.1,0.2,0.166666666666667,0.245025868440503,0.213090909090909,0.235757575757576,0.182291021671827,0.182291021671827,0.0183498854087089,0.036,0.258615648316193,0.0374492753623188
"Ecadherin",-0.191608063759962,-0.213090909090909,-0.208333333333333,-0.207258064516129,-0.112804232804233,-0.207258064516129,-0.107609427609428,-0.0942857142857143,-0.102927045824496,-0.103298793036392,-0.110143540669856,-0.209189902656327,-0.187272727272727,0.277069355091154,-0.218321847951927,-0.21243949501075,0.0561036887999365,0.215317728317356,0.207843137254902,-0.268419444748725,0.142310637775177,0.104709653092006,-0.234553579489031,-0.0419450750243433,0.14109035480624,-0.324855147980708,-0.104709653092006,-0.104709653092006,-0.105547641918822,-0.166666666666667,-0.210168718650251,-0.208444580719216,-0.207843137254902,-0.210168718650251,-0.212444580719216,0.12373098864719,-0.207560022998077,-0.211238952763963,-0.216344805815022,0.19903743315508,0.156080352646709,0.08,0.172795716856712,0.1,0.166666666666667,0.183333333333333,0.244483372961298,0.235757575757576,0.245025868440503,0.182764955321116,0.182764955321116,0.0190210263483063,0.0374492753623188,0.258386815364248,0.0401127136189774
"TWIST1",-0.197811131957473,0.0163636363636364,-0.175555555555556,-0.179665144596651,-0.071978021978022,-0.173261203709952,-0.0770627677407338,-0.0576923076923077,-0.0913390313390313,-0.07813148416922,-0.0785185185185185,-0.0229060407661522,0.0466666666666667,0.0303797277990826,0.0592126324897253,0.0597101449275362,-0.0906027051975616,-0.00517173217747107,1.11022302462516e-17,-0.0749616795612219,0.0387046025202551,-0.0678802770074117,-0.00178763519724618,0.0234715642117556,0.0553849613367453,0.286115177298966,0.0678802770074117,0.0678802770074117,0.0671953455005624,-1.11022302462516e-17,-0.0166666666666667,-0.000877192982456151,-1.11022302462516e-17,-0.0166666666666667,0.00472280701754385,0.143112881249345,0.000354609929078004,0.00637870631462017,0.00591928824417607,-0.0597101449275362,0.155545784392104,0.05,0.118020959325307,0.1,0.166666666666667,0.155555555555556,-0.0172122539113545,-0.0198119122257053,-0.0110619122257053,0.196872310907399,0.196872310907399,0.221704848823493,0.239198289198289,0.0162749291218909,0.241508520221392
"SRC",-0.106912144702842,-0.133333333333333,-0.11,-0.113703703703704,-0.0102564102564103,-0.122527233115468,-0.0158119658119658,-0.0333333333333333,-0.117142857142857,-0.135,-0.16,-0.0962055986826629,-0.0333333333333333,0.10718262569595,-0.080465027634839,-0.0898989898989899,-0.0198187759952466,0.0607350527350581,0.1,-0.0904521914866743,0.00621197642936774,0.0420692532332082,-0.2,-0.00219278551115102,-0.00822510822510823,-0.0443290858474979,-0.0420692532332082,-0.0420692532332082,-0.0420692532332082,0,-0.05,-0.06,0,-0.05,-0.0681967213114754,0.0899370516761821,-0.06,-0.0681967213114754,-0.0645381847261095,0.0787878787878788,0.0583276556906411,0,-0.0307266210492017,-0.1,0.1,0.15,0.129761904761905,0.158333333333333,0.129761904761905,0.200591494459419,0.200591494459419,0.0615359152598477,0.117982456140351,0.1278197945845,0.102667140825036
"AXIN2",-0.209458416068527,-0.218333333333333,-0.182600732600733,-0.191529304029304,0.057487922705314,-0.192512910586681,0.0452657004830918,0.0560386473429952,-0.132211779448622,-0.124103671340513,-0.116140350877193,-0.171159522029087,-0.04,0.52278285883476,-0.0735604411152072,-0.067353544563483,0.0328903315827343,0.143962286174353,0.126666666666667,-0.17033188007495,0.173905402547479,-0.0917270087685313,-0.166978622125887,-0.115192321568197,0.175729106769153,-0.224535397612825,0.0917270087685313,0.0917270087685313,0.0828031242540956,-0.133333333333333,-0.142945736434109,-0.136049184709971,-0.126666666666667,-0.142945736434109,-0.143596354521291,0.147790539456562,-0.136049184709971,-0.143304705214702,-0.140373872858313,0.0570731707317073,0.194784750540902,-0.0777777777777778,0.204512978061365,-0.0666666666666667,0.15,0.173076923076923,0.238504288481946,0.229444444444444,0.236524090462144,0.211044744987437,0.211044744987437,0.131996731591052,0.142972164711295,0.237228103668385,0.140988037727168
"cMet",-0.115873015873016,-0.18,-0.26,-0.232727272727273,-0.133333333333333,-0.223352272727273,-0.120833333333333,-0.1,-0.269172932330827,-0.23300271956487,-0.242857142857143,-0.199528732137428,0.075,0.0720634920634921,0.0259090909090909,0.035,-0.0518927115300519,0.0458468006832217,0.1,-0.15638556200354,0.0618484002937785,-0.0114285714285714,-0.175714285714286,-0.0108015590577868,0.0983486943164363,0.246936145768263,0.0114285714285714,0.0114285714285714,0.000107816711590294,0.1,-0.1,-0.04,0,0,-0.0490909090909091,0.140735342555995,-0.04,-0.0469767441860465,-0.0469767441860465,-0.075,0.146999882860721,0,0.0111111111111111,0,0.1,0.2,0.195573286052009,0.1925,0.214722222222222,0.214862914862915,0.214862914862915,0.157929136566907,0.228344671201814,0.200274261603376,0.241071943929087
"CD44",-0.0968253968253968,-0.2,-0.2,-0.26,-0.1,-0.232727272727273,-0.133333333333333,0,-0.242857142857143,-0.269172932330827,-0.2,-0.193006993006993,0.1,0.08,0.035,0.075,-0.0516382586038432,0.0469767441860465,0,-0.157509157509158,0.0746862381316163,0.0142857142857143,-0.169047619047619,-0.0019047619047619,0.0773809523809524,0.244746364746365,-0.0142857142857143,-0.0142857142857143,0.0114285714285714,0.1,-0.1,-0.1,0.1,0,-0.04,0.143860342555995,0,-0.04,-0.0469767441860465,-0.075,0.162254120148857,0,0.0185185185185185,-0.1,0.1,0.1,0.214722222222222,0.18,0.1925,0.215873015873016,0.215873015873016,0.152046783625731,0.222222222222222,0.211666666666667,0.228344671201814
"miR200",-0.24047619047619,-0.166666666666667,-0.146666666666667,-0.160590717299578,-0.15187969924812,-0.157329847734361,-0.159426869059441,-0.154736842105263,-0.126305418719212,-0.129130277476274,-0.140098522167488,-0.110033261408136,-0.114285714285714,-0.251135074686477,-0.109072356215213,-0.115194805194805,-0.231548008699509,-0.219855764193407,-0.2,0.0219664793284425,-0.146740687395005,-0.152801377726751,-0.026969696969697,-0.0826196860090765,-0.0133817656869339,0.148709075504027,0.152801377726751,0.152801377726751,0.153050754285354,0.2,0.196,0.205859154929577,0.2,0.204347826086957,0.210254759325182,0.0431263779874769,0.214206981016534,0.218701363039006,0.219098188435831,0.124285714285714,0.125577015577016,0.16,0.142785332617116,0.1,0.16,0.16,0.160996131385788,0.172549019607843,0.164484503478811,0.244852150537634,0.244852150537634,0.196977401129943,0.213689188556445,0.188660174513833,0.205852197960834
"SNAI1",-0.245604806408545,-0.265546218487395,-0.100770893781646,-0.0987708937816465,-0.127485380116959,-0.100906816111744,-0.124707602339181,-0.13859649122807,-0.0765567765567766,-0.0785975928833072,-0.0897435897435898,-0.0757209967320261,-0.258260869565217,-0.197622379788938,-0.247895994087018,-0.254622451486121,-0.130549218246306,-0.157941058870835,-0.146296296296296,-0.0893164444251401,-0.137360032168942,-0.00873075566762798,-0.0490604437802271,-0.0738242064956812,-0.105724213492778,-0.0778119880379328,0.00873075566762798,0.00873075566762798,0.00873075566762798,0.15,0.154191033138402,0.15467883801645,0.146296296296296,0.157107107107107,0.153764761234001,0.119670899753431,0.158097206117008,0.156615724635527,0.156753655670009,0.259955784819455,0.0749295285231003,0.133333333333333,0.196574888467905,0.108333333333333,0.107142857142857,0.116820276497696,0.258122697182329,0.27009167303285,0.261348503633942,0.24566591782928,0.24566591782928,0.137002612139308,0.14384365932753,0.276697168200356,0.138308603976977
"PAK1",-0.25152380952381,-0.271428571428571,-0.116820276497696,-0.100770893781646,-0.13859649122807,-0.0987708937816465,-0.127485380116959,-0.133333333333333,-0.0897435897435898,-0.0765567765567766,-0.0820512820512821,-0.0733680555555556,-0.28,-0.197156179322738,-0.254622451486121,-0.259955784819455,-0.131797917517898,-0.156753655670009,-0.15,-0.0890087521174478,-0.13779862866017,-0.00827621021308252,-0.0501925192519252,-0.0739969180673565,-0.103545995670996,-0.0789182568947884,0.00827621021308252,0.00827621021308252,0.00873075566762798,0.15,0.146296296296296,0.154191033138402,0.15,0.146296296296296,0.15467883801645,0.120535453067552,0.157107107107107,0.158097206117008,0.156615724635527,0.258260869565217,0.172260489377193,0.108333333333333,0.198248528635269,0.133333333333333,0.0904761904761905,0.107142857142857,0.261348503633942,0.265546218487395,0.27009167303285,0.248986951039613,0.248986951039613,0.134621659758356,0.139972691585595,0.280636177094892,0.14384365932753
"LIV1",-0.25152380952381,-0.271428571428571,-0.116820276497696,-0.100770893781646,-0.13859649122807,-0.0987708937816465,-0.127485380116959,-0.133333333333333,-0.0897435897435898,-0.0765567765567766,-0.0820512820512821,-0.0733680555555556,-0.28,-0.197156179322738,-0.254622451486121,-0.259955784819455,-0.131797917517898,-0.156753655670009,-0.15,-0.0890087521174478,-0.13779862866017,-0.00827621021308252,-0.0501925192519252,-0.0739969180673565,-0.103545995670996,-0.0789182568947884,0.00827621021308252,0.00827621021308252,0.00873075566762798,0.15,0.146296296296296,0.154191033138402,0.15,0.146296296296296,0.15467883801645,0.120535453067552,0.157107107107107,0.158097206117008,0.156615724635527,0.258260869565217,0.172260489377193,0.108333333333333,0.198248528635269,0.133333333333333,0.0904761904761905,0.107142857142857,0.261348503633942,0.265546218487395,0.27009167303285,0.248986951039613,0.248986951039613,0.134621659758356,0.139972691585595,0.280636177094892,0.14384365932753
"cfos",-0.25152380952381,-0.314285714285714,-0.107142857142857,-0.116820276497696,-0.133333333333333,-0.100770893781646,-0.13859649122807,-0.108333333333333,-0.0820512820512821,-0.0897435897435898,-0.0666666666666667,-0.0733680555555556,-0.36,-0.193382594417077,-0.259955784819455,-0.258260869565217,-0.132005529974645,-0.156615724635527,-0.15,-0.094987012987013,-0.136445245201524,-0.00217864923747277,-0.0472222222222222,-0.0714328155032539,-0.105727813852814,-0.0798224160267956,0.00217864923747277,0.00217864923747277,0.00827621021308252,0.1,0.15,0.146296296296296,0.15,0.15,0.154191033138402,0.125103980986334,0.146296296296296,0.157107107107107,0.158097206117008,0.28,0.174408460737575,0.133333333333333,0.210955710955711,0.1,0.133333333333333,0.0904761904761905,0.27009167303285,0.271428571428571,0.265546218487395,0.255096275798455,0.255096275798455,0.130209895052474,0.138359788359788,0.289601694336271,0.139972691585595
"Csl",-0.271718426501035,-0.313333333333333,-0.137292609351433,-0.125464652362186,-0.146770025839793,-0.12718879029322,-0.139793281653747,-0.144444444444444,-0.109000727625515,-0.101728000352788,-0.10110599078341,-0.106331956230549,-0.293333333333333,-0.0283326038536544,-0.289730848861284,-0.291904761904762,-0.0288145989709324,-0.0248911304877231,-0.0276923076923077,-0.137398004178755,-0.0181143550195986,0.0280976394919423,-0.0973680320535263,-0.00625408865526214,-0.0280332946129734,-0.161172096192077,-0.0280976394919423,-0.0280976394919423,-0.0266270512566482,0.02,0.0246620046620047,0.0235867358448004,0.0276923076923077,0.0246620046620047,0.0235867358448004,0.130959186266905,0.0257609057609058,0.0261690690262119,0.0254057102475859,0.286190476190476,0.207982211025689,0.122222222222222,0.22796869061263,0.133333333333333,0.108333333333333,0.131410256410256,0.311164765063617,0.31010752688172,0.314566125607835,0.268092187791924,0.268092187791924,0.238922989485649,0.146443987667009,0.321057335058606,0.149221765444787
"NOTCH",-0.270289855072464,-0.3,-0.108333333333333,-0.131410256410256,-0.122222222222222,-0.137292609351433,-0.144444444444444,-0.133333333333333,0.00857142857142857,-0.10110599078341,-0.02,-0.114420394420394,-0.2,-0.0261725067385445,-0.286190476190476,-0.293333333333333,-0.0287040181097906,-0.0261690690262119,0,-0.141864406779661,-0.0183867499007686,0.0242424242424242,-0.114736842105263,-0.00746802566948574,-0.0279432253570185,-0.158548205607029,-0.0242424242424242,-0.0242424242424242,-0.0285902503293808,0,0.02,0.0276923076923077,0,0.02,0.0246620046620047,0.134805194805195,0.0276923076923077,0.0246620046620047,0.0257609057609058,0.26,0.215128205128205,0.1,0.234394341290893,0,0.1,0.133333333333333,0.31010752688172,0.333333333333333,0.313333333333333,0.270289855072464,0.270289855072464,0.254347826086957,0.164285714285714,0.320816326530612,0.144285714285714
"Jagged",-0.283333333333333,-0.2,-0.133333333333333,-0.108333333333333,-0.133333333333333,-0.131410256410256,-0.122222222222222,-0.1,-0.02,0.00857142857142857,0,-0.107012987012987,-0.1,-0.0242857142857143,-0.293333333333333,-0.26,-0.0319298245614035,-0.0257609057609058,0,-0.13,-0.0155830115830116,0.0333333333333333,-0.12,-0.00799158587890982,-0.0256704980842912,-0.158019105077929,-0.0333333333333333,-0.0333333333333333,-0.0242424242424242,0,0,0.02,0,0,0.0276923076923077,0.129090909090909,0.02,0.0276923076923077,0.0246620046620047,0.2,0.216666666666667,0,0.21025641025641,0,0,0.1,0.313333333333333,0.3,0.333333333333333,0.270289855072464,0.270289855072464,0.25,0.15,0.322857142857143,0.164285714285714
"DELTA",-0.283333333333333,-0.2,-0.133333333333333,-0.108333333333333,-0.133333333333333,-0.131410256410256,-0.122222222222222,-0.1,-0.02,0.00857142857142857,0,-0.107012987012987,-0.1,-0.0242857142857143,-0.293333333333333,-0.26,-0.0319298245614035,-0.0257609057609058,0,-0.13,-0.0155830115830116,0.0333333333333333,-0.12,-0.00799158587890982,-0.0256704980842912,-0.158019105077929,-0.0333333333333333,-0.0333333333333333,-0.0242424242424242,0,0,0.02,0,0,0.0276923076923077,0.129090909090909,0.02,0.0276923076923077,0.0246620046620047,0.2,0.216666666666667,0,0.21025641025641,0,0,0.1,0.313333333333333,0.3,0.333333333333333,0.270289855072464,0.270289855072464,0.25,0.15,0.322857142857143,0.164285714285714
"NOTCHic",-0.270289855072464,-0.333333333333333,-0.131410256410256,-0.137292609351433,-0.144444444444444,-0.125464652362186,-0.146770025839793,-0.122222222222222,-0.10110599078341,-0.109000727625515,0.00857142857142857,-0.105811122897216,-0.26,-0.0275613956274334,-0.291904761904762,-0.286190476190476,-0.0291634361802347,-0.0254057102475859,-0.02,-0.141235475962051,-0.0180534165674353,0.0285902503293808,-0.096555023923445,-0.00564246786015511,-0.0287696716380102,-0.160351812821458,-0.0285902503293808,-0.0285902503293808,-0.0280976394919423,0,0.0276923076923077,0.0246620046620047,0.02,0.0276923076923077,0.0235867358448004,0.134227160123114,0.0246620046620047,0.0257609057609058,0.0261690690262119,0.293333333333333,0.207191697191697,0.133333333333333,0.235802791995118,0.1,0.133333333333333,0.108333333333333,0.314566125607835,0.313333333333333,0.31010752688172,0.272512077294686,0.272512077294686,0.234347826086957,0.144285714285714,0.325655036208032,0.146443987667009
"ILK",-0.276315789473684,-0.35,-0.133333333333333,-0.141025641025641,-0.0490196078431372,-0.146581196581197,-0.0720965309200603,-0.0666666666666667,-0.182692307692308,-0.176240694789082,-0.175,-0.0937719298245614,-0.0333333333333333,0.0494285714285714,-0.0779124764659962,-0.0795518207282913,-0.114151522199223,-0.00576516891265161,0,-0.191479709013565,0.0412476859841235,-0.194251082251082,-0.247692307692308,-0.0795563425801799,0.21979316979317,-0.138593912736408,0.194251082251082,0.194251082251082,0.177812726086699,-0.1,0.0111111111111111,0.0154589371980676,0,0.0111111111111111,-0.00146413972500929,0.149742216135659,0.0154589371980676,-0.00146413972500929,0.00927032355182687,0.0619047619047619,0.235962157809984,0.0333333333333333,0.251163542340013,0,0.1,0.15,0.337443328550933,0.355882352941176,0.339882352941176,0.273141259717286,0.273141259717286,0.143776275518784,0.161184473789516,0.343783972125436,0.149184473789516
"SMAD",-0.284297764687281,-0.319047619047619,-0.250833333333333,-0.238906727828746,-0.214659197012138,-0.242252452735809,-0.206659197012138,-0.212698412698413,-0.228210180623974,-0.221860974274767,-0.224761904761905,-0.214199832425639,-0.257142857142857,-0.0236104564515366,-0.262257837811101,-0.26321937627264,-0.0359939018348328,-0.0204230405924314,0,-0.150666644178872,0.0133662788527793,-0.0771488307907522,-0.126027802425318,-0.0128581118831053,0.107431511679632,-0.173456929987684,0.0771488307907522,0.0771488307907522,0.0791225150012785,0.02,0,0,0.02,0.02,0,0.137617310886059,0.0219607843137255,0.0223244206773619,0.0200177721020566,0.253917050691244,0.190435109693174,0.188888888888889,0.202800215074015,0.2,0.208333333333333,0.245833333333333,0.323520027627165,0.323272971160295,0.328300904121189,0.279966246358091,0.279966246358091,0.214941894726917,0.255338633968771,0.327344895252856,0.158195776825914
"DSH",-0.287525495635147,-0.373333333333333,-0.155194805194805,-0.158420611646418,-0.0120833333333333,-0.154126133118811,-0.00633620689655171,0.0191666666666667,-0.160084033613445,-0.176167949697361,-0.173809523809524,-0.0850601777003966,-0.0733333333333333,0.0417205912525312,-0.0932360312546071,-0.0909803921568628,-0.125306206297597,-0.0126934085817529,0,-0.174171881518565,0.0270837388344396,-0.109057270951179,-0.21869918699187,-0.0703679802758979,0.0912705864954045,-0.113735846300527,0.109057270951179,0.109057270951179,0.124463433416165,0,0.0157894736842105,0.00150375939849624,0,0.0157894736842105,0.013922060052091,0.151358247105198,0.00150375939849624,0.0154110441667082,0.00922056797623197,0.0909803921568628,0.25735679779158,-0.00666666666666668,0.253349983349983,-0.0666666666666667,0.15,0.140909090909091,0.360568600717063,0.360289855072464,0.357432712215321,0.28370400015182,0.28370400015182,0.148011600195251,0.165130582909327,0.367720349825613,0.168526809324421
"GSK3",-0.284472060520643,-0.360289855072464,-0.158420611646418,-0.154126133118811,-0.00633620689655171,-0.151733788621203,-0.010609711170056,-0.0120833333333333,-0.176167949697361,-0.160323793853206,-0.160084033613445,-0.0901696667514915,-0.0909803921568628,0.0430904542662298,-0.0920996676182435,-0.0932360312546071,-0.123626917525782,-0.009601303318595,-0.0157894736842105,-0.1801898072548,0.0176085715220056,-0.124463433416165,-0.221024768387219,-0.0703679802758979,0.0027514517200301,-0.11175137693038,0.124463433416165,0.124463433416165,0.1156399040044,0,0.00150375939849624,0.013922060052091,0.0157894736842105,0.00150375939849624,0.00731828646718535,0.154054612873076,0.0154110441667082,0.00922056797623197,0.0126934085817529,0.0909803921568628,0.248165214181392,-0.0191666666666667,0.259114394377552,-0.00666666666666668,0.140909090909091,0.155194805194805,0.356209626358089,0.357432712215321,0.360568600717063,0.284149765382132,0.284149765382132,0.149741704001479,0.168526809324421,0.365328005328005,0.166577783837165
"STAT",-0.188809665280254,-0.345454545454545,-0.131666666666667,-0.143294573643411,-0.144285714285714,-0.138869794882349,-0.152760290556901,-0.13,-0.0841017488076311,-0.0967231080309321,-0.0705882352941176,-0.105762299188015,-0.266666666666667,0.113677694854165,-0.306160657811512,-0.30078431372549,-0.00478135783555333,0.0700290829906604,0.0571428571428571,-0.248192462210453,0.0691540599037018,0.10413564929694,-0.213834154351396,0.00670900636336329,0.0623230974632844,-0.184246222864292,-0.10413564929694,-0.10413564929694,-0.0981655000432083,0,-0.0571428571428571,-0.0753246753246753,-0.0571428571428571,-0.0571428571428571,-0.0711229946524064,0.146656431148528,-0.0753246753246753,-0.0693417693417693,-0.0677644822755233,0.306666666666667,0.231500645962119,0.15,0.25659749034749,0.1,0.15,0.125,0.328934077618288,0.320454545454545,0.317822966507177,0.287690514613592,0.287690514613592,0.139333333333333,0.149677938808374,0.341424676209952,0.149677938808374
"SUFU",-0.302552272504172,-0.436666666666667,-0.264444444444444,-0.263434343434343,-0.154241758241758,-0.263820443820444,-0.146859207906188,-0.138857142857143,-0.0206060606060606,-0.0317171717171717,-0.0342424242424242,-0.143124757825556,-0.298461538461538,0.274272508199807,-0.321487839624303,-0.319360180049835,0.0286024828875792,0.120894025028346,0.225,-0.17187320795311,0.060265180553399,0.0628190155533509,-0.246485093853515,-0.0949924413887899,0.0555569127079239,-0.356276005228676,-0.0628190155533509,-0.0628190155533509,-0.0571228130217053,-0.1,-0.213888888888889,-0.22542735042735,-0.12,-0.108888888888889,-0.224312108791663,0.16017972230211,-0.119568500539374,-0.118064741140878,-0.122684306358269,0.313613053613054,0.228700005396662,0.142857142857143,0.268704911517872,0.1,0.253333333333333,0.253333333333333,0.447733354656432,0.444774774774775,0.444774774774775,0.292333862790278,0.292333862790278,0.0591614427130404,0.064331797235023,0.351824271682886,0.0650246378816743
"FUS",-0.298360655737705,-0.42,-0.253333333333333,-0.264444444444444,-0.138857142857143,-0.263434343434343,-0.154241758241758,-0.142857142857143,-0.0342424242424242,-0.0206060606060606,-0.0242424242424242,-0.146687703193727,-0.26,0.272633163937512,-0.319360180049835,-0.313613053613054,0.0276756033819149,0.122684306358269,0.2,-0.176203104860327,0.0525565149499965,0.0510286225402504,-0.248582995951417,-0.0945831644447244,0.0632689949701347,-0.350804680245156,-0.0510286225402504,-0.0510286225402504,-0.0628190155533509,-0.1,-0.225,-0.213888888888889,-0.1,-0.12,-0.22542735042735,0.16389719442107,-0.108888888888889,-0.119568500539374,-0.118064741140878,0.298461538461538,0.222056053096832,0.1,0.274827360497464,0.1,0.333333333333333,0.253333333333333,0.444774774774775,0.436666666666667,0.444774774774775,0.294266229940037,0.294266229940037,0.0651855390985826,0.0714285714285714,0.351079854809437,0.064331797235023
"ZEB2",-0.429049984433673,-0.333766233766234,-0.32,-0.315121951219512,-0.3125,-0.310576496674058,-0.309696261682243,-0.301388888888889,-0.255692307692308,-0.248588482555696,-0.241025641025641,-0.225771624532099,-0.225,-0.222013171913361,-0.21651103565365,-0.21651103565365,-0.186039698301451,-0.185952543187532,-0.159090909090909,-0.134565141373208,-0.13074710945778,-0.118419913419913,-0.100201465201465,-0.0903444813814513,-0.00295262506228402,0.0546479247585901,0.118419913419913,0.118419913419913,0.119062311706851,0.15,0.159090909090909,0.166783216783217,0.17,0.17,0.170452941553859,0.178921489953508,0.180526315789474,0.185155945419103,0.186212283447272,0.219736842105263,0.273287702218708,0.288888888888889,0.29280193236715,0.3,0.3,0.3,0.323314780457638,0.324675324675325,0.328076685219542,0.330544152517136,0.330544152517136,0.330760207534401,0.357109838518289,0.357849261849262,0.360768375103655
