"","FOXC2","GSK3","SNAI2","cateninmemb","AXIN2","Ecadherin","TWIST1","GLI","cateninnuc","TCFLEF","Wnt","CD44","Frizzled","SNAI1","cMet","SRC","Destcompl","DSH","STAT","RKIP","NFB","TrCP","LIV1","FUS","IKK","AKT","Csn","Csl","NOTCHic","NOTCH","ZEB2","ZEB1","MEK","cfos","RAF","PI3K","DELTA","RAS","Jagged","ERK","EGR1","KLF4","miR200","ILK","SMAD","HEY1","SUFU","SMO","SHH","Patched","SOSGRB2","CDC42","TGFR","TGF","PAK1"
"ERK",-0.00930715861750344,0.13997656630273,0.317999955671018,0.150218586771167,0.0572991654822467,0.148569031469945,-0.0344462451058682,0.0512303485987696,0.0590623501206367,0.0569790167873033,0.046969696969697,0.0560496487575636,0.0448717948717949,0.0163063808894183,0.0522328548644338,0.0501349527665317,0.044633480863182,0.0333333333333333,0.0385964912280702,0.12746532273663,-0.0666125541125541,-0.0571428571428571,0.0333333333333333,-0.0546666666666667,-0.0795537305831423,-0.0768014370051607,-0.0696428571428571,-0.0848484848484849,-0.0972572439725724,-0.0964262190418245,-0.0220343461371489,-0.0220343461371489,0.0428654907418572,-0.0646368305209098,0.0615101565101565,0.0615101565101565,0.0615101565101565,-0.0629402995244579,0.104644186779603,-0.0420298361457569,0.096551724137931,-0.0225506878871798,-0.00285695265528295,0.0737155427833591,0.0721957859444533,0.0839637098290224,0.0666666666666667,0.0628633879781421,0.0582882245794493,0.0582882245794493,0.070600708891971,0.0258032932799288,0.0214237312361332,0.0208742806866826,0.0304761904761905
"SOSGRB2",0.0178754578754579,-0.247622780834562,-0.310520883510881,-0.132643188643189,-0.02627200220022,-0.139321164891582,0.0224347826086956,-0.0244306418219462,-0.0337517999004494,-0.0308837310667974,-0.0142857142857143,-0.0287784679089027,-0.0142857142857143,0.00081094527363184,-0.0186335403726708,-0.0142857142857143,-0.125678311248781,0,0,-0.0834795321637427,-0.0333333333333333,0,0,0.166666666666667,-0.0280701754385965,-0.0322368421052632,0,-0.0272727272727273,-0.0195804195804196,-0.0209888702846449,0.00657894736842105,0.00657894736842105,0.141507741507742,0.149206349206349,-0.213747645951036,-0.213747645951036,-0.213747645951036,0.215029697233087,-0.187392507053232,-0.162719862719863,-0.138095238095238,0.00657894736842105,0.00379786952244002,-0.166451612903226,-0.165752312203925,-0.0757575757575758,-0.2,-0.166666666666667,-0.163209721349256,-0.158558558558559,-0.128611111111111,-0.0242857142857143,-0.0204395604395604,-0.0197303405814044,-0.0142857142857143
"MEK",0.0105037398140846,-0.143337147592467,-0.315745672533056,-0.149574612530136,-0.0529089215798077,-0.144895842317869,0.0359719039130804,-0.046969696969697,-0.0569790167873033,-0.0560496487575636,-0.0448717948717949,-0.0522328548644338,-0.0333333333333333,-0.0128341586671961,-0.0501349527665317,-0.0385964912280702,-0.0426417484317652,-0.0333333333333333,-0.0333333333333333,-0.133314904909332,0.0696428571428571,0.1,0,0.0666666666666667,0.0666125541125541,0.0795537305831423,0.0571428571428571,0.0848484848484849,0.0848484848484849,0.0972572439725724,0.0231367083418733,0.0231367083418733,-0.0420298361457569,0.096551724137931,-0.0656371406371406,-0.0656371406371406,-0.0656371406371406,0.0615101565101565,-0.101933343406109,-0.0646368305209098,-0.1,0.0279770444763271,0.00212165853763589,-0.0726085317132484,-0.0737155427833591,-0.0815746313307289,-0.0666666666666667,-0.0546666666666667,-0.0582882245794493,-0.0628633879781421,-0.0773968253968254,-0.0304761904761905,-0.0258032932799288,-0.0214237312361332,-0.04
"RKIP",0.0186118479221927,-0.137194641449961,-0.310636183481961,-0.143233149115502,-0.0475035161744023,-0.144531543592914,0.0407338086749851,-0.0448717948717949,-0.0560496487575636,-0.0522328548644338,-0.0333333333333333,-0.0501349527665317,-0.0333333333333333,-0.014757235590273,-0.0385964912280702,-0.0333333333333333,-0.0432693634945267,0,0,-0.125420168067227,0.0571428571428571,0.1,0,0.0666666666666667,0.0696428571428571,0.0666125541125541,0.1,0.0666666666666667,0.0848484848484849,0.0848484848484849,0.0278986131037781,0.0278986131037781,0.0646368305209098,0.1,-0.0613636363636364,-0.0613636363636364,-0.0613636363636364,0.0656371406371406,-0.101113671274962,-0.096551724137931,-0.1,0.0318986131037781,0.00614642633949348,-0.0735986307231493,-0.0726085317132484,-0.0852109949670925,-0.1,-0.0666666666666667,-0.0628633879781421,-0.0546666666666667,-0.0818412698412698,-0.04,-0.0304761904761905,-0.0258032932799288,-0.0333333333333333
"Destcompl",0.0276148597053498,0.00471204924351764,-0.175312976064651,-0.100945636859395,-0.184544167530939,-0.123418285365374,-0.0561089315133805,-0.0838268087362273,-0.0874005929573915,-0.0856157892857954,-0.0810438773818674,-0.0835609947652475,-0.0751032833224614,-0.0264749885124422,-0.0805759201383818,-0.0751032833224614,-0.109231440731158,-0.0682539682539683,-0.0682539682539683,-0.0143886602291158,0.108695652173913,0.1,-0.0611111111111111,-0.103448275862069,0.107794751273012,0.109137033152207,0.1,0.0991226008617313,0.10129651390521,0.104302525929258,0.0683899387692172,0.0683899387692172,-0.0642365132964842,-0.0624242424242424,0.129474320102693,0.129474320102693,0.129474320102693,-0.130416235330322,-0.0468842318547723,0.0629706905116741,0.0533333333333333,0.0653047869317428,0.0561709007567287,0.0207142857142857,0.0203634085213033,0.0119478811786504,0.1,0.106305418719212,0.111673174103503,0.109932361724393,-0.078658182603212,-0.0733849401829697,-0.0718059928145487,-0.070131115967258,-0.0795918367346939
"ZEB1",0.311687021544964,0.131982717366675,0.32422091253407,0.32059505766777,0.299617807268567,0.236192281489687,0.289885101341412,0.271335637792766,0.275647200201976,0.272418237383972,0.26274457250067,0.266833131000993,0.255052264808362,0.169646312334506,0.25849979766766,0.250656660412758,0.158343203615506,0.242857142857143,0.238461538461538,0.138915990521406,0.0719298245614035,0.0666666666666667,0.2,0.133333333333333,0.0670117917745183,0.0612975060602325,0.0666666666666667,0.00416666666666667,-0.00367647058823529,-0.0102880408361692,0.0737819277174599,0.0737819277174599,0.104665457372376,0.096,-0.0719912733838011,-0.0719912733838011,-0.0719912733838011,0.0752983599979744,0.0152651686585739,-0.0971764705882353,-0.1,0.0752487533294615,-0.0400581974382927,-0.080231281175988,-0.080231281175988,-0.0887592545623634,-0.133333333333333,-0.146969696969697,-0.151421584486269,-0.148930481283422,-0.116530214424951,-0.235332333833083,-0.239900861751865,-0.243050468051078,-0.236781609195402
"miR200",0.0443393462905658,0.0135868082381618,0.155667058991705,0.134060093242655,0.160669298455821,0.0426544588836294,0.120689862284954,0.116705154000929,0.121473509132742,0.119806842466076,0.113408450704225,0.117822715481949,0.112,0.0288487438487439,0.114451928965095,0.11304347826087,0.0897727260461025,0.1,0.1,0.0190773986222235,-0.0147368421052632,0,0.1,0.02,-0.017593984962406,-0.0194807774152362,-0.02,-0.0308374384236453,-0.0377339901477832,-0.0394289054020205,0.114251792114695,0.114251792114695,0.0249659863945578,0.0242857142857143,-0.0920053578262534,-0.0920053578262534,-0.0920053578262534,0.0917559812676499,0.0301822424678335,-0.0242857142857143,-0.0142857142857143,0.114268461007591,0.00972028691536585,0.000884955752212389,0.000571476128387938,0.00336158192090395,-0.02,-0.02,-0.0237974683544304,-0.0237974683544304,0.0109090909090909,-0.0144607843137255,-0.0160736875395319,-0.0178178735860436,-0.0125
"FUS",-0.0612159709618875,-0.0930849789017792,-0.356523525533121,-0.273187571042568,-0.368252237517605,-0.199047038059821,-0.121960156953997,-0.130128205128205,-0.248844934465755,-0.244225369248364,-0.116666666666667,-0.235954692556634,-0.1,-0.0139553082340666,-0.223333333333333,-0.206666666666667,-0.100628145690105,-0.1,-0.2,-0.0207134675175912,0.0857142857142857,0.1,-0.1,0.0133333333333333,0.0977142857142857,0.105406593406593,0.1,0.227272727272727,0.237272727272727,0.248636363636364,0.117501126477418,0.117501126477418,0.00911020014468291,0.0323076923076923,0.0293269230769231,0.0293269230769231,0.0293269230769231,-0.0350037789721196,-0.186870657232103,-0.0171561771561772,-0.04,0.11252276867031,0.0425300938773805,-0.00523809523809524,-0.00588325652841782,-0.0176301958910655,-0.133333333333333,0.0116666666666667,0.0152020202020202,0.00611111111111111,-0.0180836707152497,0.075,0.0912162162162162,0.0965353651523864,0.0666666666666667
"AXIN2",0.0682128800161587,0.113349478769387,-0.220046121047027,-0.209518546962779,0.226240919695137,-0.160147258023318,-0.0519299744654714,-0.180500168958961,-0.187440838520996,-0.184544167530939,-0.17358192996525,-0.180206535643483,-0.164961240310078,0.0770307133457459,-0.17358192996525,-0.164961240310078,0.100094229886687,-0.153333333333333,-0.153333333333333,0.0890291070936232,0.148792270531401,0.133333333333333,-0.133333333333333,-0.123076923076923,0.156038647342995,0.158260869565217,0.144444444444444,0.150526315789474,0.159454887218045,0.164184616947775,0.120034978761047,0.120034978761047,-0.0591765639860717,-0.0473170731707317,0.182715494782969,0.182715494782969,0.182715494782969,-0.184815232315777,-0.148227371923024,0.0557282881240027,0.04,0.11892105581696,0.0919680364792932,0.0210259949390384,0.0210259949390384,0.0108374384236453,0.1,0.132600732600733,0.142220170539843,0.137957875457875,-0.114852876592007,-0.116296296296296,-0.110986561783022,-0.108016264753319,-0.12
"SNAI1",0.120494138945013,-0.0970576111182547,0.0563987740084018,-0.132225860723708,-0.144881308238498,-0.111789777115924,0.022048531178966,-0.116171083465862,-0.117458462228352,-0.116942199967123,-0.114525745257453,-0.115562889622296,-0.111111111111111,-0.0782003921727378,-0.114081408140814,-0.111111111111111,-0.105046632833813,-0.111111111111111,-0.111111111111111,0.017677296466219,-0.00833333333333333,-0.00833333333333333,-0.1,-0.0508448540706605,-0.0101851851851852,-0.00879629629629629,-0.00833333333333333,0.0212820512820513,0.0201831501831502,0.0222239665096808,0.153590364859461,0.153590364859461,-0.116282210494661,-0.121179071481209,0.106192774227208,0.106192774227208,0.106192774227208,-0.107342199514564,-0.00599933086731625,0.117179071481209,0.13304347826087,0.152243044156021,0.0746545199164287,0.0401860385731353,0.038833025043,0.0381882588117706,0.0476190476190476,0.0570176935768334,0.0573769168778042,0.0560176935768334,-0.150939556219773,-0.152992105933282,-0.151899209758419,-0.151495983951967,-0.156022408963585
"PAK1",0.121891851778558,-0.0952754329004329,0.0582425554364943,-0.13046420269262,-0.142783406140595,-0.111165427480128,0.0231767363071711,-0.114525745257453,-0.116942199967123,-0.115562889622296,-0.111111111111111,-0.114081408140814,-0.111111111111111,0.0216216718842017,-0.111111111111111,-0.111111111111111,-0.104827334588199,-0.1,-0.1,0.019769346675424,-0.00833333333333333,-0.0333333333333333,-0.1,-0.0476190476190476,-0.00833333333333333,-0.0101851851851852,-0.00833333333333333,0.0166666666666667,0.0212820512820513,0.0201831501831502,0.153959368549498,0.153959368549498,-0.117179071481209,-0.13304347826087,0.107101865136298,0.107101865136298,0.107101865136298,-0.106192774227208,-0.00505815439672802,0.121179071481209,0.12,0.153800676554775,0.0749427043544691,0.0401860385731353,0.0401860385731353,0.0381882588117706,0.0476190476190476,0.0508448540706605,0.0560176935768334,0.0570176935768334,-0.149807480748075,-0.156022408963585,-0.152992105933282,-0.151899209758419,-0.161904761904762
"cfos",0.123271162123386,-0.096366341991342,0.0600508737005087,-0.129914752143169,-0.139638752052545,-0.109020098760405,0.0253506493506494,-0.111111111111111,-0.115562889622296,-0.114081408140814,-0.111111111111111,-0.111111111111111,-0.1,0.0223376623376623,-0.111111111111111,-0.1,-0.103624327069402,-0.1,-0.1,0.0181118881118881,-0.00833333333333333,0,-0.1,-0.0476190476190476,-0.00833333333333333,-0.00833333333333333,-0.0333333333333333,0.0166666666666667,0.0166666666666667,0.0212820512820513,0.155567085591299,0.155567085591299,-0.121179071481209,-0.12,0.105882352941176,0.105882352941176,0.105882352941176,-0.107101865136298,-0.00260416666666667,0.13304347826087,-0.04,0.157079365079365,0.0749427043544691,0.0417989417989418,0.0401860385731353,0.0411294352823588,0.0333333333333333,0.0476190476190476,0.0570176935768334,0.0508448540706605,-0.152777777777778,-0.161904761904762,-0.156022408963585,-0.152992105933282,-0.185714285714286
"CDC42",0.123271162123386,-0.096366341991342,0.0600508737005087,-0.129914752143169,-0.139638752052545,-0.109020098760405,0.0253506493506494,-0.111111111111111,-0.115562889622296,-0.114081408140814,-0.111111111111111,-0.111111111111111,-0.1,0.0223376623376623,-0.111111111111111,-0.1,-0.103624327069402,-0.1,-0.1,0.0181118881118881,-0.00833333333333333,0,-0.1,-0.0476190476190476,-0.00833333333333333,-0.00833333333333333,-0.0333333333333333,0.0166666666666667,0.0166666666666667,0.0212820512820513,0.155567085591299,0.155567085591299,-0.121179071481209,-0.12,0.105882352941176,0.105882352941176,0.105882352941176,-0.107101865136298,-0.00260416666666667,0.13304347826087,0.06,0.157079365079365,0.0749427043544691,0.0417989417989418,0.0401860385731353,0.0411294352823588,0.0333333333333333,0.0476190476190476,0.0570176935768334,0.0508448540706605,-0.152777777777778,-0.161904761904762,-0.156022408963585,-0.152992105933282,-0.0857142857142857
"Jagged",0.117142857142857,-0.113026819923372,-0.0103318250377074,-0.182685202121822,-0.162857142857143,-0.145052631578947,-0.003,-0.127692307692308,-0.154398934398934,-0.148904428904429,-0.12,-0.127692307692308,-0.1,0.0166666666666667,-0.12,-0.1,-0.116416988416988,0,0,-0.00512820512820512,0,0,0,0,-0.0333333333333333,0,0,-0.1,-0.08,-0.0514285714285714,0.158454106280193,0.158454106280193,-0.126666666666667,0,0.1,0.1,0.1,-0.109090909090909,-0.0338528138528138,0.06,-0.1,0.188888888888889,0.0709090909090909,0.0333333333333333,0.0380952380952381,0.133333333333333,0,0.0333333333333333,0.066025641025641,0.0583333333333333,-0.22,-0.2,-0.188888888888889,-0.160888888888889,-0.2
"AKT",0.0989209609389327,0.111240283014477,-0.119940501432572,-0.162544513331345,-0.200533608389204,-0.168738741110197,-0.0921299622052269,-0.153478323150414,-0.160738942455008,-0.15827740399347,-0.148450390189521,-0.153535135952233,-0.13768115942029,0.106474459094596,-0.148450390189521,-0.13768115942029,-0.0228301034108265,-0.133333333333333,-0.133333333333333,0.137410415671285,0.217647058823529,0.233333333333333,-0.1,-0.05,0.215082956259427,0.122153663330134,0.2,0.148076923076923,0.148076923076923,0.156613508442777,0.171024084707098,0.171024084707098,-0.0812018021568453,-0.07703081232493,0.218784083496412,0.218784083496412,0.218784083496412,-0.221916613616894,-0.0394516091553387,0.0786701565872251,0.0476190476190476,0.174060953666217,0.0933039772480467,0.0363748699479792,0.0360381696112789,0.0252162795243583,0.05,0.0653846153846154,0.0685425101214575,0.0653846153846154,-0.160811965811966,-0.145352941176471,-0.139661884265901,-0.135130162211521,-0.157352941176471
"PI3K",0.107191637630662,0.114466089466089,-0.114010853191366,-0.15632636858109,-0.192952380952381,-0.166314498685955,-0.08631956465171,-0.148450390189521,-0.15827740399347,-0.153535135952233,-0.13768115942029,-0.148450390189521,-0.133333333333333,0.10622383252818,-0.13768115942029,-0.133333333333333,-0.0217548345936222,-0.1,-0.1,0.141758241758242,0.2,0.2,-0.1,-0.05,0.217647058823529,0.215082956259427,0.233333333333333,0.125,0.148076923076923,0.148076923076923,0.175818605255043,0.175818605255043,-0.0786701565872251,-0.0476190476190476,0.22152380952381,0.22152380952381,0.22152380952381,-0.218784083496412,-0.036140350877193,0.07703081232493,0.0333333333333333,0.180043859649123,0.0965125333977793,0.0371748699479792,0.0363748699479792,0.0244643998251101,0,0.05,0.0653846153846154,0.0653846153846154,-0.171923076923077,-0.157352941176471,-0.145352941176471,-0.139661884265901,-0.175
"cateninnuc",0.311697390041652,0.0760389550819672,0.436837029432165,0.340754670147135,0.396726209613856,0.32033428099933,0.268479433263261,0.265121700812588,0.173444435731851,0.269716183867725,0.259192847057648,0.263965623748232,0.247236325318517,0.0780021079904806,0.258013242795851,0.246056721056721,0.100225571942068,0.232167832167832,0.232167832167832,0.0440378984125882,-0.0549242424242424,-0.0333333333333333,0.209090909090909,0.133333333333333,-0.0529242424242424,-0.0583929924242424,-0.0458333333333333,-0.25969868173258,-0.264349844523278,-0.272531662705096,0.182966863896406,0.182966863896406,0.164045278404314,0.159109730848861,-0.0690728640728641,-0.0690728640728641,-0.0690728640728641,0.0710930660930661,0.247610036972451,-0.160375553633671,-0.154347826086957,0.196863308696049,0.11778192603252,0.0123448773448773,0.0130270055849865,0.0380545417368983,-0.133333333333333,-0.144808743169399,-0.154102508984904,-0.1503988052812,0.0353867340477201,-0.146725274725275,-0.149024125299987,-0.152954256304354,-0.140571428571429
"GLI",0.183136824905401,-0.214815988127692,0.0601998497871659,-0.127274956632279,-0.140709541062802,-0.106079471479929,0.0609336013920055,-0.0906286083410715,-0.114246202180727,-0.113349609233925,0.0114990512333966,-0.111401557285873,0.0103225806451613,0.0696608476172649,-0.109677419354839,-0.109677419354839,-0.120824687540847,0.02,-0.1,0.0453337890179996,-0.000292397660818716,-0.0166666666666667,-0.1,0.0982142857142857,-0.00233321398734933,-0.00233321398734933,-0.00555555555555556,0.02447391688771,0.02697391688771,0.02697391688771,0.191350913125107,0.191350913125107,0.0368111262586401,0.0290476190476191,-0.0602654176424668,-0.0602654176424668,-0.0602654176424668,0.0612555166523678,-0.0406574739483396,-0.032943722943723,-0.0457142857142857,0.192535392535393,0.0944202134295014,-0.00172133741942924,-0.0011807968788887,-0.00484171082643069,-0.0857142857142857,-0.0929511278195489,-0.0901040630677222,-0.0888694951664876,-0.189855955254185,-0.104885057471264,-0.101740403383214,-0.0996227563243905,-0.108333333333333
"GSK3",0.229831523026137,0.0236424856206013,-0.04752111364002,-0.140350244208944,-0.196614831887373,-0.140370419512618,0.0304188933044545,-0.1484907004841,-0.151791048024105,-0.150146311181999,-0.144245417465232,-0.148098225696692,-0.140977443609023,0.126011844576051,-0.144288701887168,-0.140977443609023,-0.012095949236925,-0.130263157894737,-0.130263157894737,0.158688855004644,0.125833333333333,0.113333333333333,-0.125,-0.0733766233766234,0.131580459770115,0.130725758915414,0.125833333333333,0.154341736694678,0.162034044386986,0.162813265166206,0.200584528196448,0.200584528196448,-0.0927755403065001,-0.0901525054466231,0.263490271216802,0.263490271216802,0.263490271216802,-0.263280187183188,-0.0282983307467316,0.0939119039428637,0.0827450980392157,0.200262279372581,0.107558576663181,0.0550195544807873,0.0545697793683435,0.0389222636098569,0.0590909090909091,0.0766024298282363,0.0818538461548867,0.0808969083558436,-0.206691417865553,-0.273623188405797,-0.26839670756956,-0.266601835774688,-0.280289855072464
"TGFR",0.291523976782663,-0.126938429188201,0.0121316939454718,-0.00404362395349061,-0.00166375245059079,-0.00511080085817887,0.183562013971267,0.0130440831232067,-0.00298527906714357,-0.00236526135235172,0.0123989218328841,-0.00188679245283019,0.0142857142857143,0.178379522060133,-0.00188679245283019,0,-0.0111652143137455,0.0142857142857143,0,0.0764935064935065,0.0333333333333333,0.0333333333333333,0,0.113333333333333,0.0333333333333333,0.0310077519379845,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0326139088729017,0.224962478286601,0.224962478286601,0.0200988773303121,0.018546365914787,-0.0523809523809524,-0.0523809523809524,-0.0523809523809524,0.0529657477025898,-0.111805511088344,-0.0118796992481203,-0.0238095238095238,0.226914205804366,0.129015004585082,-0.0964711632453568,-0.0975387789037198,-0.110038780950181,-0.113333333333333,-0.109885057471264,-0.103935198714202,-0.106760057471264,-0.17277452891488,-0.199365079365079,-0.295793650793651,-0.293665991219183,-0.208888888888889
"TGF",0.294580745341615,-0.127182927965707,0.0123631754269533,-0.00335078330683934,-0.00123456790123457,-0.00545151636073424,0.18462962962963,0.0123989218328841,-0.00236526135235172,-0.00188679245283019,0.0142857142857143,-0.00188679245283019,0.0142857142857143,0.178674507310871,0,0,-0.0113668272169713,0,0,0.0779220779220779,0.0333333333333333,0,0,0.113333333333333,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.226849270739431,0.226849270739431,0.0118796992481203,0.0238095238095238,-0.0541666666666667,-0.0541666666666667,-0.0541666666666667,0.0523809523809524,-0.113254786450663,-0.018546365914787,-0.0666666666666667,0.230485634375795,0.129894769980977,-0.0996969696969697,-0.0964711632453568,-0.113023855577047,-0.133333333333333,-0.113333333333333,-0.106760057471264,-0.109885057471264,-0.178947368421053,-0.208888888888889,-0.199365079365079,-0.295793650793651,-0.22
"Ecadherin",0.354685961113011,0.180978492586271,0.478155970292357,0.559963289871826,0.440481930999081,0.452544310461061,0.40126790082886,0.388625343962765,0.403729010734304,0.396726209613856,0.373958677296099,0.387635300522947,0.35499316005472,0.223132275007257,0.373254029619937,0.35499316005472,0.206712727591681,0.329411764705882,0.329411764705882,0.184749350880972,-0.134285714285714,-0.1,0.3,0.266666666666667,-0.145396825396825,-0.147994227994228,-0.12,-0.286507177033493,-0.304032950229369,-0.313326630526767,0.229457568510068,0.229457568510068,0.209783339765147,0.19903743315508,-0.162549019607843,-0.162549019607843,-0.162549019607843,0.165900974915106,0.365453541171998,-0.206253928000441,-0.187272727272727,0.236146272855134,0.154040786443021,0.00811594202898551,0.0098108572832228,0.0384489415046067,-0.233333333333333,-0.279166666666667,-0.298868639403945,-0.290994623655914,0.0909504679365652,-0.111939393939394,-0.121207686622321,-0.12609014593516,-0.0972727272727273
"cateninmemb",0.354685961113011,0.180978492586271,0.478155970292357,0.466378933039748,0.440481930999081,0.455876224650903,0.40126790082886,0.388625343962765,0.403729010734304,0.396726209613856,0.373958677296099,0.387635300522947,0.35499316005472,0.223132275007257,0.373254029619937,0.35499316005472,0.206712727591681,0.329411764705882,0.329411764705882,0.184749350880972,-0.134285714285714,-0.1,0.3,0.266666666666667,-0.145396825396825,-0.147994227994228,-0.12,-0.286507177033493,-0.304032950229369,-0.313326630526767,0.229457568510068,0.229457568510068,0.209783339765147,0.19903743315508,-0.162549019607843,-0.162549019607843,-0.162549019607843,0.165900974915106,0.365453541171998,-0.206253928000441,-0.187272727272727,0.236146272855134,0.154040786443021,0.00811594202898551,0.0098108572832228,0.0384489415046067,-0.233333333333333,-0.279166666666667,-0.298868639403945,-0.290994623655914,0.0909504679365652,-0.111939393939394,-0.121207686622321,-0.12609014593516,-0.0972727272727273
"TCFLEF",0.411837678323429,0.0522415999925566,0.269435881207166,0.111723148817672,0.458835653235653,0.126442358322723,0.243859063261721,0.115181604414341,0.0101531595336303,0.00989542757486737,0.113318250377074,0.109322689888728,0.115882352941176,0.196618546493024,0.107435897435897,0.11,0.128205623186838,0.105882352941176,0.1,0.0837847270055563,-0.111376623376623,-0.114285714285714,0.1,0.106666666666667,-0.114602429828236,-0.115689386349975,-0.123376623376623,-0.209676390881556,-0.215558743822732,-0.215226517909111,0.240409002303739,0.240409002303739,0.161526464244234,0.158397212543554,-0.137460739491425,-0.137460739491425,-0.137460739491425,0.137329333446747,0.105282081782011,-0.157444831591173,-0.165714285714286,0.239508530685001,0.132311062431544,-0.00233781423255107,-0.00252901882146121,0.038769562597139,-0.1,-0.106666666666667,-0.105825582162412,-0.108279569892473,-0.109413173652695,-0.305605247465713,-0.306539826904965,-0.307533204388409,-0.31025641025641
"SNAI2",0.383683629623105,0.226545480714371,0.714823335811343,0.601204338999238,0.467553665989713,0.691847730580765,0.43205713820549,0.422952043813684,0.452904291247528,0.440481930999081,0.39888787269069,0.422543786669184,0.366493506493506,0.267373851592631,0.39888787269069,0.366493506493506,0.252322253450255,0.323636363636364,0.323636363636364,0.228730769230769,-0.158333333333333,-0.1,0.26,0.26,-0.175574712643678,-0.188827724691871,-0.133333333333333,-0.297368421052632,-0.32719298245614,-0.349270904534062,0.258275854835326,0.258275854835326,0.241573926868044,0.207843137254902,-0.20463523096594,-0.20463523096594,-0.20463523096594,0.211484546034433,0.402527165431621,-0.229411764705882,-0.166666666666667,0.251153846153846,0.181198803650577,0.00617035546613011,0.00760576216469471,0.0372814948764316,-0.2,-0.301176470588235,-0.339118407926551,-0.323625450180072,0.138370520622042,-0.0865546218487395,-0.104503339797457,-0.116925700045905,-0.0627450980392157
