"","GSK3","Destcompl","AXIN2","cateninnuc","TCFLEF","Ecadherin","CD44","STAT","LIV1","Wnt","ZEB1","SNAI2","TGF","TWIST1","FOXC2","Jagged","NOTCH","FUS","SNAI1","SUFU","ZEB2","MEK","ERK","AKT","TrCP","cfos","NFB","Csn","SMAD","IKK","ILK","HEY1","EGR1","RAF","PI3K","DELTA","RAS","RKIP","Patched","SHH","SMO","NOTCHic","Csl","miR200","KLF4","cateninmemb","TGFR","PAK1","SOSGRB2","CDC42","Frizzled","DSH","SRC","cMet","GLI"
"TGFR",0.205653456077142,0.129606248652557,0.144753464889373,0.122374050380727,0.117502482621648,0.117277933980593,0.112239324726912,0.1,0.1,0.0913746630727763,0.0463636930594316,0.023392898453167,0.010273556231003,-0.00125280084354817,-0.00278072364316906,0.139539977801968,0.238867940130654,0.106666666666667,0.0345137806682457,0.0733333333333333,-0.0325510883630136,0.0410862773371786,0.0424561403508772,0.211603135746343,-0.233333333333333,-0.0491228070175439,-0.222619047619048,-0.208333333333333,-0.0944009489916963,-0.227882205513784,-0.0933333333333333,-0.130560928433269,-0.0333333333333333,0.0976190476190476,0.0976190476190476,0.0976190476190476,0.0946950710108605,-0.00380952380952381,-0.104511494252874,-0.106206409507111,-0.117011494252874,-0.246781609195402,-0.243333333333333,-0.0344875338479343,-0.0385202135774218,-0.0740183330822101,-0.0152380952380952,0.08,0.0487654320987654,0.0847619047619048,-0.0857142857142857,-0.0857142857142857,-0.1,-0.105660377358491,-0.0971811146856795
"NFB",-0.235420168067227,-0.149606502735527,0.0914690982776089,0.0675234361828504,0.0712097106926543,0.196010126487863,0.0695219469795741,0.0833333333333333,0.05,0.0802564102564103,0.184636245786881,0.0971635959577431,0.344163457358394,0.279253034547152,0.332198593792219,-0.053445652100625,0.0674477493832333,-0.16,-0.105670330478968,-0.08,-0.0272527871402644,0.0529747899159664,0.0588571428571429,-0.0496782496782497,0.1,-0.0388571428571429,0.0523809523809524,0.0857142857142857,0.199170342220096,0.0496782496782497,0.197311606160616,0.19297324192835,-0.0428571428571429,0.111078448914905,0.111078448914905,0.111078448914905,0.105108299661174,0.0999369482976041,0.149399744572158,0.150604563849267,0.156296296296296,-0.0655122655122655,-0.0670995670995671,-0.0491917334384167,-0.0249084249084249,-0.131018497842104,-0.337834343434343,-0.338888888888889,-0.253569217160548,-0.343434343434343,-0.0756410256410256,-0.0833333333333333,-0.0756410256410256,-0.0802564102564103,-0.0701440507058485
"SHH",-0.335897435897436,-0.423636363636364,-0.342857142857143,-0.263333333333333,-0.246666666666667,0.0436111111111111,-0.2,-0.1,0,-0.1,0.175,-0.0714942528735632,0.126666666666667,-0.05,0.075,-0.202857142857143,-0.233333333333333,0,-0.1,0,-0.025,-0.08,-0.1,-0.1,0,0.1,0,0,0.116666666666667,0.1,0.133333333333333,0.133333333333333,0,-0.05,-0.05,-0.05,-0.0115384615384615,0.08,0.133333333333333,0.133333333333333,0.1,0.2,0.1,-0.05,0,-0.200143369175627,-0.166666666666667,-0.2,-0.05,-0.166666666666667,0,0,0.1,0.2,0.1
"Patched",-0.388278388278388,-0.466493506493507,-0.388311688311688,-0.299255663430421,-0.263333333333333,0.0406984897518878,-0.246666666666667,-0.1,-0.1,-0.1,0.175,-0.0621609195402299,0.126666666666667,-0.0759259259259259,0.075,-0.221375661375661,-0.278787878787879,-0.1,-0.135483870967742,0,-0.025,-0.103076923076923,-0.08,-0.171428571428571,0,0.1,0.1,0,0.0966666666666667,0.1,0.116666666666667,0.125641025641026,0.1,-0.0115384615384615,-0.0115384615384615,-0.0115384615384615,0.000961538461538464,0.08,0.133333333333333,0.120833333333333,0.133333333333333,0.233333333333333,0.2,-0.0642857142857143,-0.0111111111111111,-0.19736559139785,-0.126666666666667,-0.166666666666667,-0.0166666666666667,-0.166666666666667,0.1,0,0.2,0.2,0.15
"IKK",-0.230714285714286,-0.148609824994663,0.0971428571428571,0.0712097106926543,0.0695219469795741,0.19231831268369,0.0802564102564103,0.05,0.1,0.0756410256410256,0.181187969924812,0.0912692870146537,0.337834343434343,0.282745098039216,0.325425685425685,-0.0448125585754452,0.0655122655122655,-0.08,-0.105944303081708,-0.1,-0.0238045112781955,0.0588571428571429,0.0388571428571429,-0.0496782496782497,0,-0.0428571428571429,0.0857142857142857,0.1,0.197311606160616,0.0523809523809524,0.192361111111111,0.187616099071207,0,0.105444646098004,0.105444646098004,0.105444646098004,0.111078448914905,0.0948087431693989,0.156296296296296,0.149399744572158,0.16,-0.0670995670995671,-0.0909090909090909,-0.0476811594202899,-0.0249084249084249,-0.133024833639359,-0.343434343434343,-0.35,-0.254621848739496,-0.338888888888889,-0.0833333333333333,-0.05,-0.0833333333333333,-0.0756410256410256,-0.0802564102564103
"ZEB2",-0.285278504086021,-0.250236285249955,-0.199918472559422,-0.175058693468627,-0.171162589572523,-0.170202537482633,-0.164824561403509,-0.15,-0.15,-0.14962703962704,-0.10716027807357,-0.103477552906223,-0.102699099841957,-0.0814756544135528,-0.0762191142191142,-0.070653197477569,-0.0556233711643548,-0.0392857142857143,-0.0337688551241723,-0.025,-0.022306884339512,-0.00842374425442047,-0.00598471986417657,-0.00492211838006231,0,0.00921052631578947,0.0111111111111111,0.0111111111111111,0.013137769707677,0.0133333333333333,0.0155767940979209,0.0223020527859238,0.025,0.0258874458874459,0.0258874458874459,0.0258874458874459,0.0295277028467607,0.0316264090177134,0.0397038327526132,0.0406129236617041,0.0421428571428571,0.0550769230769231,0.0564102564102564,0.0568297440946128,0.0818855779281653,0.100310509916164,0.103228200371058,0.103896103896104,0.108315018315018,0.109350649350649,0.134242424242424,0.140909090909091,0.143333333333333,0.156491228070175,0.157883920360985
"NOTCH",0.10208986415883,0.203794753364847,0.172291105121294,0.145353693925122,0.138414918414918,0.174731748726655,0.130722610722611,0.1,0,0.127692307692308,0.137117552334944,0.139660992602169,0.22478853046595,0.142084745762712,0.195918367346939,0.0129004329004329,0.0104147465437788,-0.1,-0.0173076923076923,0,-0.0210144927536232,0.0866666666666667,0.0866666666666667,-0.0666666666666667,0,-0.02,0.1,0,0.0614285714285714,0.0888888888888889,0.0547619047619048,-0.0456521739130435,0,0.0242424242424242,0.0242424242424242,0.0242424242424242,0.0111989459815547,8.84173297966487e-05,0.0365384615384615,0.0365384615384615,0.075,-0.0942857142857143,-0.08,-0.0157575757575758,-0.0210144927536232,-0.0848690812174331,-0.215111111111111,-0.2,-0.175789473684211,-0.211111111111111,-0.12,-0.1,-0.12,-0.127692307692308,-0.130722610722611
"Jagged",0.0839080459770115,0.189776061776062,0.162857142857143,0.138414918414918,0.130722610722611,0.167473684210526,0.127692307692308,0,0,0.12,0.129710144927536,0.131724484665661,0.215111111111111,0.137,0.185714285714286,0.0129004329004329,0.0942857142857143,0,-0.025,0,-0.0210144927536232,0.0866666666666667,0.02,-0.0888888888888889,0,0,0,0,0.0547619047619048,0.1,0.05,-0.05,0.1,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0242424242424242,-0.0102564102564102,0.075,0.0365384615384615,0.1,-0.08,-0.1,-0.0157575757575758,-0.0166666666666667,-0.0895811231022499,-0.211111111111111,-0.2,-0.16,-0.2,-0.1,0,-0.1,-0.12,-0.127692307692308
"DELTA",0.0839080459770115,0.189776061776062,0.162857142857143,0.138414918414918,0.130722610722611,0.167473684210526,0.127692307692308,0,0,0.12,0.129710144927536,0.131724484665661,0.215111111111111,0.137,0.185714285714286,0.0129004329004329,0.0942857142857143,0,-0.025,0,-0.0210144927536232,0.0866666666666667,0.02,-0.0888888888888889,0,0,0,0,0.0547619047619048,0.1,0.05,-0.05,0.1,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0242424242424242,-0.0102564102564102,0.075,0.0365384615384615,0.1,-0.08,-0.1,-0.0157575757575758,-0.0166666666666667,-0.0895811231022499,-0.211111111111111,-0.2,-0.16,-0.2,-0.1,0,-0.1,-0.12,-0.127692307692308
"SOSGRB2",0.0624029920523609,-0.0722652440773246,0.0143908140814081,0.0124418078199072,0.0145450582979187,0.147612090583504,0.0113871635610766,0,0,0.0142857142857143,0.0602756892230577,0.0076790092739951,0.0410490219000857,-0.0156521739130435,0.0362881562881563,-0.0161610085486016,0.169240618536393,0,0.0225671641791045,0,-0.0210025062656642,0.0257244257244257,0.0226941226941227,0.152046783625731,-0.3,-0.0253968253968254,-0.188888888888889,-0.2,0.0368313407023084,-0.152046783625731,0.0305376344086022,-0.0857954545454545,-0.0142857142857143,0.0350282485875706,0.0350282485875706,0.0350282485875706,0.0286179921773142,-0.0618421052631579,0.0364864864864865,0.0248585795097423,0.05,-0.167832167832168,-0.190909090909091,-0.04501595650748,-0.013859649122807,-0.12723712023712,-0.0417582417582418,-0.0571428571428571,-0.0930555555555556,-0.0571428571428571,-0.0142857142857143,0,-0.0142857142857143,-0.0186335403726708,-0.00703933747412008
"SNAI2",-0.135928801312572,-0.138366773304501,-0.113346824959984,-0.0741614098102449,-0.0637576831021704,-0.0109919808823868,-0.0705618068135106,-0.0327272727272727,-0.06,-0.0501316992866289,0.030607300188798,-0.0490866561713686,-0.0465801036133517,-0.035955498375594,-0.0485858908211542,-0.0597840064341204,-0.0714741398951925,-0.06,-0.0404857832392814,0,-0.0178451856513531,-0.0905935347111818,-0.0784313725490196,-0.0301412546738679,0.1,0.096078431372549,0.05,0,-0.0180637252542367,0.0120689655172414,-0.0204560697518444,-0.00721820373719108,0.0666666666666667,-0.0121521147704422,-0.0121521147704422,-0.0121521147704422,-0.0212845348617664,0.0288717948717949,0.0571188475390156,0.0472596926094381,0.0305882352941176,0.0701754385964912,0.0719298245614035,-0.0163336896571888,-0.00769230769230769,0.021746335545423,0.0565179918121095,0.0627450980392157,0.108045977011494,0.0436974789915966,0.0684415584415584,0.0327272727272727,0.0684415584415584,0.0501316992866289,0.0699177955433134
"TrCP",0.0913598484848485,0.230404087674234,0.200519255197199,0.173668550763122,0.16953061972864,0.183694611761708,0.163604693802714,0.15,0.15,0.153703703703704,0.132709135755234,0.12420864976903,0.207493936471757,0.138678053830228,0.180868936304547,-0.00627279311520109,-0.0181684981684982,-0.0357142857142857,-0.0116171873804574,-0.0857142857142857,-0.0178287533881066,0.0772065831491034,0.0758732498157701,-0.0785818713450292,0.1,-0.0843478260869565,0.0625,0.1,0.069110769755931,0.0730263157894737,0.0665301245946407,0.0671267307522709,-0.08,-0.00981056379191243,-0.00981056379191243,-0.00981056379191243,-0.0125378365191852,0.00214168888202038,0.0401746600671332,0.0451746600671332,0.0389400921658986,0.0148717948717949,0.0102564102564103,-0.00918499071679125,-0.0237892271662763,-0.110216813662678,-0.211319073083779,-0.2,-0.186097359735974,-0.209803921568627,-0.153703703703704,-0.15,-0.153703703703704,-0.153703703703704,-0.164923215898826
"ZEB1",0.0220790903894997,0.105304204402099,0.0856882668679874,-0.00673065328475302,-0.00898114252154363,0.0185837718789503,-0.0081832701811181,-0.0256410256410256,-0.0333333333333333,-0.00478870722773162,-0.129189482505031,0.0270906128902306,-0.108352463388861,0.0271648282413559,-0.0982066484240397,-0.0456587413512859,-0.0230392156862745,-0.00416666666666667,0.018827221739191,0.00833333333333333,-0.00965153816110691,0.0549503325559299,0.0545098039215686,0.0008804798882452,-0.0333333333333333,-0.0533333333333333,-0.00807017543859649,-0.0133333333333333,0.0185483744975965,0.00340523439746909,0.0219137591129811,0.0249055521335314,-0.0333333333333333,0.0517346038488942,0.0517346038488942,0.0517346038488942,0.0531519266835398,-0.00980716253443526,0.000868983957219253,-0.000910375473385729,0.00871212121212121,0.0230392156862745,0.025,0.0687484554233066,-0.0122027650384849,0.041110604364297,0.106777660239254,0.106130268199234,0.0269005847953216,0.113376645010828,-0.00290360046457608,0.019047619047619,0.00368980612883052,0.00957215907000699,0.00375777939268007
"SMAD",-0.269739427934917,-0.255181243851351,-0.19977744116835,-0.173992825991892,-0.168825652739612,-0.163477753575491,-0.159463373228079,-0.134285714285714,-0.12,-0.129456654456654,-0.111185662331151,-0.145254928601903,-0.16913814043796,-0.105877747267895,-0.142303050031164,-0.127490573942187,-0.09480021893815,-0.05,-0.00708342195438969,-0.025,-0.00286553087769219,-0.0519939737681673,-0.0539170506912442,-0.0141027077497666,0,0.0539170506912442,0.0253968253968254,0.0111111111111111,-0.0622306004497785,0.0234360410830999,0.0353884471692691,0.0843714831240466,0.0571428571428571,0.105996105786499,0.105996105786499,0.105996105786499,0.110930316312815,-0.000292689002366421,0.0572477064220184,0.0576194536339143,0.06,0.0963875205254515,0.0952380952380952,-0.0057654107916246,0.0051667996553326,0.06889549200508,0.170333359561466,0.166666666666667,0.154769299023957,0.170892018779343,0.11984126984127,0.114285714285714,0.13984126984127,0.149645191409897,0.140248021363129
