"","FOXC2","ERK","SOSGRB2","NOTCH","TWIST1","NFB","TrCP","IKK","Csn","AKT","Destcompl","Ecadherin","cMet","TCFLEF","miR200","cateninnuc","CD44","AXIN2","GLI","CDC42","Frizzled","LIV1","TGFR","RAS","PAK1","GSK3","TGF","SNAI2","RAF","PI3K","DELTA","ZEB2","ZEB1","SRC","Wnt","DSH","cateninmemb","Patched","FUS","HEY1","RKIP","STAT","SMAD","ILK","SHH","SMO","SUFU","NOTCHic","SNAI1","Jagged","Csl","MEK","KLF4","EGR1","cfos"
"ZEB2",-0.202313908313908,-0.135370684776457,-0.129102564102564,-0.118036149642707,-0.108645296937875,-0.101388888888889,-0.1,-0.0947222222222222,-0.0888888888888889,-0.0863110072689512,-0.0705777804373499,-0.067886385953741,-0.0675438596491228,-0.0631098481728578,-0.0625755227953327,-0.054278679341689,-0.0490253411306043,-0.0428718803900892,-0.0319544064498193,-0.0228571428571429,-0.016969696969697,0,0.00503401360544217,0.00727495202869935,0.0116883116883117,0.0130192025714414,0.0166591080876795,0.0180600032000134,0.0194805194805195,0.0194805194805195,0.0194805194805195,0.0329709330699476,0.0329709330699476,0.0333333333333333,0.0503030303030303,0.0636363636363636,0.0647272361966092,0.0694773519163763,0.0714285714285714,0.0768768328445748,0.0777616747181964,0.08,0.0803751212717204,0.0864726822473302,0.0867500791891036,0.0914285714285714,0.1,0.103282051282051,0.104920580630421,0.111319132902583,0.117948717948718,0.123175562825238,0.129493059505113,0.133333333333333,0.13859649122807
"AXIN2",-0.107802408364469,-0.0827915811868399,0.00977403771232663,0.0707833773623247,-0.0576384482469675,-0.0782608695652174,-0.0666666666666667,-0.102898550724638,-0.1,-0.0817874396135266,0.034697992182102,-0.0102422049284218,0.0427452552793371,0.0496231884230754,0.0764913562618138,0.0597831538359591,0.0645118167935327,-0.0359730360251364,0.0641289030780792,-0.066358024691358,0.0755038759689922,0.1,-0.0247651043373757,0.0948833966945565,-0.00833333333333334,0.0717336736490054,0.0554581736443064,0.0404882518647553,0.115880772022641,0.115880772022641,0.115880772022641,0.0830497867889149,0.0830497867889149,-0.0755038759689922,-0.0427452552793371,-0.0266666666666667,0.0511565071561216,-0.0955128205128205,-0.103846153846154,0.00218724955033271,0.0457752373074954,-0.0266666666666667,-0.0106740280653324,-0.00432482171612607,-0.0774800336275746,-0.0705128205128205,-0.05,-0.0917293233082707,0.0279835647235307,-0.0487796633448807,-0.0631578947368421,0.055895029462702,0.0715415143952798,0.0866666666666667,0.0500813008130081
"RAS",-0.110793650793651,-0.142631578947368,-0.100865800865801,0.13609731876862,-0.0994653573376978,-0.0333333333333333,-0.1,-0.0133333333333333,0,-0.0188888888888889,0.0430438511833861,-0.0553679565809635,0.0558823529411765,0.0437055935303745,0.0782461538461538,0.041156018459553,0.045244055068836,0.0451383399209486,0.0433823529411765,-0.02,0.05,0,-0.0494117647058823,0.0438461538461538,-0.1,-0.0277777777777778,0.0385206755969715,0.020454106056484,0.128461538461538,0.128461538461538,0.128461538461538,0.0916310751104565,0.0916310751104565,-0.05,-0.0558823529411765,-0.1,0.0490868283876827,-0.104666666666667,-0.1,-0.000592885375494072,-0.0590880503144654,-0.1,-0.100247371675943,-0.104329004329004,-0.106361581920904,-0.116666666666667,-0.1,-0.134210526315789,0.10771878072763,-0.121048689138577,-0.15,0.152435500515996,0.0967857142857143,0.14,0.19
"miR200",0.0252806272318467,0.00974025974025974,-0.0522856221792392,-0.049715287634633,0.10915440387833,0.0252631578947368,0,0.0281203007518797,0.02,0.0356674705632005,-0.090218837974999,-0.219533038998067,-0.12269442743417,-0.122498244091919,0.000147573272187436,-0.120831577425253,-0.119323640917316,-0.0817805356910128,-0.119745550224423,-0.0431372549019608,-0.116,-0.1,-0.0382985452245414,-0.142444529701388,-0.0333333333333333,-0.0119503866837747,0.0429497080152391,-0.10174272713955,-0.138205128205128,-0.138205128205128,-0.138205128205128,0.100609318996416,0.100609318996416,0.115652173913043,0.123042253521127,0.12,0.103562557104931,0.0228691983122363,0.02,-0.00508474576271186,0.00337658910783787,0.12,-0.00438614607061357,-0.00281874795149131,0.0261300678774537,0.0266666666666667,0.02,0.0446305418719212,-0.0022984422984423,0.0266895388795653,0.0446305418719212,-0.0145021645021645,0.102760524499655,-0.0142857142857143,-0.0142857142857143
"TGFR",-0.0772075456345439,-0.0982790309106099,0.0737654320987654,0.0174332258331266,-0.0618419665216818,-0.272619047619048,-0.233333333333333,-0.262092731829574,-0.258333333333333,-0.264418313224923,0.0452622848110493,0.0206242872202415,0.0341509433962264,0.0409691252144082,0.0889703702551311,0.0492065034252143,0.0538877855014896,0.0584262476251031,0.082722371967655,-0.0377777777777778,0.0985714285714286,0.1,-0.107420634920635,0.234732664995823,-0.00444444444444444,0.232673650675172,0.12444191151638,0.0513862780406113,0.246428571428571,0.246428571428571,0.246428571428571,0.104577051548253,0.104577051548253,-0.07,-0.062722371967655,-0.0285714285714286,-0.0292653341681427,0.0857830459770115,0.0966666666666667,0.107407835099166,0.102121212121212,0,0.103743055628029,0.109081133919844,0.0999073397623222,0.113908045977011,0.113333333333333,-0.0239080459770115,0.034538244003248,0.101411122494717,-0.00666666666666667,0.0969091678969112,0.101691729323308,0.0952380952380952,0.100501253132832
"Destcompl",-0.149816557580509,-0.0827031984409034,0.0257729849347516,0.12597356483433,-0.0417639188860863,-0.145134575569358,-0.133333333333333,-0.126215656650439,-0.119047619047619,-0.144336462019567,-0.0373625570677045,-0.0493876685721907,0.0722939444979927,0.0688703092495773,0.0814752286099798,0.0635668926254059,0.0614730489756047,0.0496231884230754,0.0611474049278006,-0.0159535538353272,0.0568710589258534,0.0444444444444444,-0.0401640801511167,0.173747159908985,-0.0483673469387755,0.0412607728553391,0.021937479165895,0.0553022231827803,0.159461445623271,0.159461445623271,0.159461445623271,0.10895544249152,0.10895544249152,-0.0568710589258534,-0.0717225440743683,-0.0801587301587302,0.059787965289272,-0.10409465388204,-0.0980842911877395,-0.00653876038491423,0.00585013949780789,-0.0801587301587302,-0.0127944862155388,-0.015952380952381,-0.112798715777591,-0.118084291187739,-0.122222222222222,-0.112947512730121,0.0342074845987383,-0.0449467340446617,-0.129251860556208,0.103378303926135,0.108766043673352,0.0758974358974359,0.106200466200466
"ERK",-0.159557037143244,-0.170523355343605,0.00276714439821236,0.0576990781896053,-0.106849169296342,-0.223376623376623,-0.214285714285714,-0.210435446906035,-0.214285714285714,-0.21869232763998,0.0879650397539227,0.0687362728598982,0.0964850938535149,0.0952615441878982,0.0927609340311261,0.0941504330767871,0.0947039233700544,0.0776799198086632,0.0999938657833395,-0.0601246105919003,0.103846153846154,0.1,-0.0645041726356959,0.239332894827944,-0.0666666666666667,0.260670346797079,0.0603832935148168,0.119012237805956,0.236802641802642,0.236802641802642,0.236802641802642,0.137988418951218,0.137988418951218,-0.098582995951417,-0.101748251748252,-0.1,-0.0562398273633044,0.0537070609664631,0.056,0.0743323953163294,0.228598255018178,-0.0947368421052632,0.0689608717827383,0.0686569204149571,0.0546732445413423,0.0543606557377049,0.06,-0.0540979701563643,0.100505271390613,0.0603326428020763,-0.0592074592074592,0.178601349772574,0.138097939118926,0.076551724137931,0.0871900220102715
"SOSGRB2",-0.182747252747253,-0.1001716001716,-0.101944444444444,0.233576282872058,-0.178666666666667,-0.288888888888889,-0.3,-0.294152046783626,-0.3,-0.294152046783626,0.133049389089658,0.0720732420050542,0.101242236024845,0.101379535796012,0.100482952395368,0.0996586944958206,0.105590062111801,0.0875893839383938,0.110300207039337,-0.0257142857142857,0.114285714285714,0,-0.0103296703296703,0.299703027669129,-0.0357142857142857,0.233273636134786,0.0124573299041384,0.0337411417958194,0.295856873822976,0.295856873822976,0.295856873822976,0.152293233082707,0.152293233082707,-0.114285714285714,-0.105952380952381,-0.1,-0.0546306306306306,-0.0414414414414414,0,0.0758522727272727,0.104459064327485,-0.1,-0.025967365967366,-0.0266666666666667,-0.0391158600460926,-0.0333333333333333,0,-0.232167832167832,0.102570007107321,-0.0430503427065771,-0.209090909090909,0.0941109941109941,0.156578947368421,0.080952380952381,0.0920634920634921
"NOTCH",-0.194489795918367,-0.18,-0.0747368421052632,0.0411059907834101,-0.0707966101694915,0.0333333333333333,0,0.0222222222222222,0,0.0444444444444444,0.049864107097752,-0.0512195812110922,0.0538461538461538,0.0276057276057276,0.088051948051948,0.0076057276057276,0.00233100233100233,0.0115094339622641,0.00233100233100233,0.0555555555555556,0,0,0.0115555555555556,-0.00521739130434783,0,-0.0449930337861372,-0.0373620071684588,0.0958366252483899,-0.00666666666666667,-0.00666666666666667,-0.00666666666666667,0.180837359098229,0.180837359098229,0,-0.0538461538461538,-0.1,-0.0112840776213684,-0.0198717948717949,-0.0333333333333333,0.0623188405797102,0.0221927497789567,-0.1,-0.0280952380952381,-0.0380952380952381,-0.0434012066365007,-0.0583333333333333,0,-0.131428571428571,0.0691025641025641,-0.0182491582491582,-0.16,0.158571428571429,0.184541062801932,0.2,0.18
"TrCP",-0.168808428333486,-0.13656595431098,-0.11012101210121,-3.66300366300358e-05,-0.053525974025974,0.0583333333333333,0.0333333333333333,0.0635964912280702,0.0333333333333333,0.0635964912280702,0.0267771780765884,-0.0705351491503388,0.0107707707707708,0.00356871723208357,0.088236888356327,-0.00415542069895091,-0.00606091239754606,0.0166409517613161,-0.00680026624827651,0.0176470588235294,-0.00814814814814814,0,-0.00508021390374331,-0.0707953035858344,0,-0.075711038961039,-0.00639519593232226,0.049088505199565,-0.0767043944949253,-0.0767043944949253,-0.0767043944949253,0.18088719237945,0.18088719237945,0.00814814814814814,-0.0102729044834308,-0.04,-0.0071319777861678,-0.00942709222279115,-0.0142857142857143,-0.0361598612458477,0.0270416875941738,-0.04,-0.0326233145587984,-0.0371394435910565,-0.0204270922227911,-0.0304147465437788,-0.0476190476190476,0.00333333333333333,0.0671629386695397,-0.00705926209952283,-0.0166666666666667,0.139232620977647,0.185045016913869,0.16,0.138260869565217
"LIV1",-0.168808428333486,-0.13656595431098,-0.11012101210121,-3.66300366300358e-05,-0.053525974025974,0.0583333333333333,0.0333333333333333,0.0635964912280702,0.0333333333333333,0.0635964912280702,0.0267771780765884,-0.0705351491503388,0.0107707707707708,0.00356871723208357,0.088236888356327,-0.00415542069895091,-0.00606091239754606,0.0166409517613161,-0.00680026624827651,0.0176470588235294,-0.00814814814814814,0,-0.00508021390374331,-0.0707953035858344,0,-0.075711038961039,-0.00639519593232226,0.049088505199565,-0.0767043944949253,-0.0767043944949253,-0.0767043944949253,0.18088719237945,0.18088719237945,0.00814814814814814,-0.0102729044834308,-0.04,-0.0071319777861678,-0.00942709222279115,-0.0142857142857143,-0.0361598612458477,0.0270416875941738,-0.04,-0.0326233145587984,-0.0371394435910565,-0.0204270922227911,-0.0304147465437788,-0.0476190476190476,0.00333333333333333,0.0671629386695397,-0.00705926209952283,-0.0166666666666667,0.139232620977647,0.185045016913869,0.16,0.138260869565217
"EGR1",-0.168808428333486,-0.13656595431098,-0.11012101210121,-3.66300366300358e-05,-0.053525974025974,0.0583333333333333,0.0333333333333333,0.0635964912280702,0.0333333333333333,0.0635964912280702,0.0267771780765884,-0.0705351491503388,0.0107707707707708,0.00356871723208357,0.088236888356327,-0.00415542069895091,-0.00606091239754606,0.0166409517613161,-0.00680026624827651,0.0176470588235294,-0.00814814814814814,0,-0.00508021390374331,-0.0707953035858344,0,-0.075711038961039,-0.00639519593232226,0.049088505199565,-0.0767043944949253,-0.0767043944949253,-0.0767043944949253,0.18088719237945,0.18088719237945,0.00814814814814814,-0.0102729044834308,-0.04,-0.0071319777861678,-0.00942709222279115,-0.0142857142857143,-0.0361598612458477,0.0270416875941738,-0.04,-0.0326233145587984,-0.0371394435910565,-0.0204270922227911,-0.0304147465437788,-0.0476190476190476,0.00333333333333333,0.0671629386695397,-0.00705926209952283,-0.0166666666666667,0.139232620977647,0.185045016913869,0.16,0.138260869565217
"SNAI1",-0.166902456287743,-0.139232620977647,-0.115781389459701,-0.00983254840397697,-0.0616285381285381,0.0635964912280702,0.0333333333333333,0.0635964912280702,0.0583333333333333,0.0740131578947368,0.00961709035729018,-0.064395711065011,-0.00606091239754606,-0.00415542069895091,0.0912147942160772,0.00111045436558187,0.00356871723208357,0.0308600659804303,0.00252331693271069,-0.00508021390374331,0.0102729044834308,0.04,0.00639519593232226,-0.0793338914347671,0.0176470588235294,-0.0561070785649993,0.0048951266483229,0.0381934331244728,-0.0707953035858344,-0.0707953035858344,-0.0707953035858344,0.183224215749683,0.183224215749683,-0.0107707707707708,0.00680026624827651,0.00814814814814814,-0.00785736638720407,-0.0204270922227911,-0.0304147465437788,-0.031993194579181,0.0337362482636299,0.00814814814814814,-0.0361903502291551,-0.0326233145587984,-0.010912529115995,-0.00942709222279115,-0.0142857142857143,3.66300366300358e-05,-0.0408441787681827,-0.0115298503348169,0.00333333333333333,0.132506163578544,0.180995172677109,0.138260869565217,0.13656595431098
"cfos",-0.167429117988659,-0.138260869565217,-0.111111111111111,-0.00333333333333333,-0.066025974025974,0.0333333333333333,0,0.0583333333333333,0.0333333333333333,0.0635964912280702,0.00422078709914482,-0.0642375712956676,-0.00814814814814814,-0.00606091239754606,0.0912825736355148,0.00356871723208357,0.0107707707707708,0.0386535303776683,0.0102729044834308,0,0.04,0.1,0.0176470588235294,-0.0767043944949253,0.0428571428571429,-0.0495292207792208,0.00508021390374331,0.0338986317818435,-0.0632897603485839,-0.0632897603485839,-0.0632897603485839,0.183781083054691,0.183781083054691,-0.04,0.00814814814814814,0,-0.00676567741986743,-0.0304147465437788,-0.0476190476190476,-0.027336331834083,0.0309090909090909,0,-0.0371394435910565,-0.0306878306878307,-0.00942709222279115,-0.0142857142857143,-0.0333333333333333,-0.0166666666666667,0.0597643706504466,-0.0150347222222222,-0.0166666666666667,0.13656595431098,0.180126984126984,0.28,0.16
"DELTA",-0.184285714285714,-0.18,-0.08,0.131428571428571,-0.103,0,0,0.0333333333333333,0,0.0222222222222222,0.00313513513513514,-0.0391228070175439,0,0.00233100233100233,0.0909090909090909,0.0276057276057276,0.0538461538461538,0.07,0.0538461538461538,0,0.1,0,0.0555555555555556,-0.00666666666666667,0,0.00727969348659004,-0.0115555555555556,0.0582704876822524,-0.00666666666666667,-0.00666666666666667,-0.00666666666666667,0.184541062801932,0.184541062801932,-0.1,0,0,-0.0180903603438815,-0.0583333333333333,0,0.0666666666666667,0.0256410256410257,0,-0.0380952380952381,-0.0333333333333333,-0.0198717948717949,-0.0333333333333333,0,-0.16,0.0583333333333333,-0.0478787878787879,-0.1,0.18,0.188888888888889,0.1,0.2
"NFB",-0.13966701735626,-0.13752380952381,-0.180245466607696,0.239597821533305,-0.108538748832866,0.00238095238095238,0.1,-0.00572715572715573,0.0857142857142857,0.00316173316173316,0.132917836312545,0.101013379690394,0.14017094017094,0.130809572796271,0.0978294213339531,0.122731141423722,0.12152687237433,0.0896859169199595,0.121069816575435,-0.0272727272727273,0.117094017094017,0.1,-0.0392727272727273,0.145722157342934,-0.05,0.202737556561086,0.0323107019562716,0.0333179816085026,0.145224644905123,0.145224644905123,0.145224644905123,0.195616858237548,0.195616858237548,-0.117094017094017,-0.14017094017094,-0.155555555555556,-0.0533388976073608,-0.145236270753512,-0.14,-0.128617499631431,0.0590374106767549,-0.155555555555556,-0.136332027719501,-0.141164741474147,-0.156079644247488,-0.165925925925926,-0.12,-0.237662337662338,0.097348422353128,-0.131095543434044,-0.242424242424242,0.125105508870215,0.193589743589744,0.142857142857143,0.130857142857143
"IKK",-0.134487734487734,-0.130857142857143,-0.183403361344538,0.237662337662338,-0.117745098039216,0.0857142857142857,0,0.00238095238095238,0.1,-0.00572715572715573,0.116306540631482,0.105186734425546,0.117094017094017,0.12152687237433,0.0969230769230769,0.130809572796271,0.14017094017094,0.112380952380952,0.14017094017094,-0.05,0.155555555555556,0.1,-0.0272727272727273,0.145224644905123,-0.05,0.220384615384615,0.0392727272727273,0.0190903393320799,0.142407743496673,0.142407743496673,0.142407743496673,0.196,0.196,-0.155555555555556,-0.117094017094017,-0.1,-0.0568235860973291,-0.165925925925926,-0.12,-0.126831785345717,0.0551912568306011,-0.1,-0.141164741474147,-0.138194444444444,-0.145236270753512,-0.14,-0.1,-0.242424242424242,0.0948826689284705,-0.141886910340519,-0.209090909090909,0.13752380952381,0.197435897435897,0.1,0.142857142857143
"SMAD",-0.223740392552876,-0.178694673668417,-0.0905427388346643,-0.0577175697865353,-0.0929173285970578,-0.0968253968253968,-0.1,-0.0909430438842204,-0.111111111111111,-0.0989430438842204,0.0424667969103341,-0.0524601990288717,0.0323062558356676,0.0257608012902131,0.095805464196164,0.0189725540764339,0.016669892199304,0.0274590920392887,0.0494351771330189,0.0228705566733736,0.046031746031746,0,-0.00338642656684989,0.103796585548826,-0.00952380952380952,0.0804741290455576,-0.0109562029152218,0.0888212703197858,0.0932702697593527,0.0932702697593527,0.0932702697593527,0.198082336420886,0.198082336420886,-0.0126984126984127,-0.0652625152625153,-0.0904761904761905,-0.00861562747711609,0.0627675840978593,0.0666666666666667,0.0484013052218978,0.0352116869032683,-0.0571428571428571,-0.0319127904059411,0.0618967334035827,0.0512434205290861,0.0416666666666667,0.0416666666666667,0.0648604269293925,0.0831904515735161,0.0745460131266583,0.0476190476190476,0.187348519822263,0.201635674791845,0.2,0.190322580645161
"PI3K",-0.275730545876887,-0.186554621848739,-0.0769230769230769,0.144789081885856,-0.158489178517689,-0.2,-0.2,-0.217647058823529,-0.233333333333333,-0.194570135746606,0.0432362231077364,-0.0519921157290043,0.0845410628019324,0.0765966907897637,0.112953974839221,0.0730915361505885,0.0737718320327016,0.0578095238095238,0.0737718320327016,-0.0544117647058824,0.0888888888888889,0.1,-0.0424117647058824,0.173982090968392,-0.025,0.142869167869168,0.0562329029172645,0.0390053662505085,0.193160173160173,0.193160173160173,0.193160173160173,0.201035022802149,0.201035022802149,-0.0888888888888889,-0.0845410628019324,-0.1,0.0863329207689286,-0.05,-0.05,-0.0206908149194498,0.146331609566904,-0.1,-0.032293237294918,-0.033093237294918,-0.0444444444444444,-0.05,0,-0.157692307692308,0.149279388083736,-0.0392982456140351,-0.15,0.155407080865133,0.194736842105263,0.2,0.157142857142857
"ILK",-0.275730545876887,-0.186554621848739,-0.0769230769230769,0.144789081885856,-0.158489178517689,-0.2,-0.2,-0.217647058823529,-0.233333333333333,-0.194570135746606,0.0432362231077364,-0.0519921157290043,0.0845410628019324,0.0765966907897637,0.112953974839221,0.0730915361505885,0.0737718320327016,0.0578095238095238,0.0737718320327016,-0.0544117647058824,0.0888888888888889,0.1,-0.0424117647058824,0.173982090968392,-0.025,0.142869167869168,0.0562329029172645,0.0390053662505085,0.193160173160173,0.193160173160173,0.193160173160173,0.201035022802149,0.201035022802149,-0.0888888888888889,-0.0845410628019324,-0.1,0.0863329207689286,-0.05,-0.05,-0.0206908149194498,0.146331609566904,-0.1,-0.032293237294918,-0.033093237294918,-0.0444444444444444,-0.05,0,-0.157692307692308,0.149279388083736,-0.0392982456140351,-0.15,0.155407080865133,0.194736842105263,0.2,0.157142857142857
"Csn",-0.306381029524419,-0.170909090909091,-0.117069064914101,0.148630536130536,-0.183175159731962,-0.103333333333333,-0.02,-0.0783333333333333,-0.095,-0.0855333333333333,0.0568482317738466,-0.0639762450121859,0.0922725384295804,0.0904847570790981,0.112128582165718,0.0929501810117499,0.0962725384295804,0.0821499252439408,0.0962026694339472,-0.0514925373134328,0.110344827586207,0.133333333333333,-0.056620742441638,0.19262150246108,-0.05,0.137020160772727,0.0578140598640723,0.0492326481351647,0.192429563881425,0.192429563881425,0.192429563881425,0.214602150537634,0.214602150537634,-0.110344827586207,-0.0922725384295804,-0.1,0.0580187829238236,-0.0481031513289578,-0.053968253968254,-0.031749723145072,0.138651163806757,-0.1,-0.0441838977683395,-0.0428985507246377,-0.0407261021486299,-0.0448773448773449,-0.0428571428571429,-0.151515151515152,0.181884755820156,-0.0415725447346469,-0.160606060606061,0.182367424242424,0.214024276377218,0.18,0.198181818181818
"Wnt",-0.322429149797571,-0.18,-0.124242424242424,0.180952380952381,-0.182647058823529,-0.133333333333333,-0.1,-0.113333333333333,-0.1,-0.125833333333333,0.0648484565450894,-0.0637892922708029,0.1,0.0911654135338346,0.123131313131313,0.0878541552556889,0.0947368421052632,0.0690909090909091,0.0947368421052632,-0.0333333333333333,0,0,-0.0533333333333333,0.228742310321258,-0.1,0.132523510971787,0.0359420289855073,0.0542241379310345,0.206015037593985,0.206015037593985,0.206015037593985,0.231898613103778,0.231898613103778,-0.1,-0.1,0,0.0816101694915254,-0.0590909090909091,0,-0.041025641025641,0.131666666666667,-0.1,-0.0498111707414033,-0.0521367521367521,-0.0638528138528139,-0.05,0,-0.164285714285714,0.189596273291925,-0.0592156862745098,-0.15,0.209411764705882,0.23921568627451,0.1,0.2
"DSH",-0.323184208692165,-0.179782135076253,-0.124833702882483,0.172121995651407,-0.182707849097086,-0.125833333333333,-0.133333333333333,-0.100833333333333,-0.113333333333333,-0.113477011494253,0.0580840246095598,-0.0631417688840346,0.0911654135338346,0.0873779647794984,0.125456008253264,0.0863984456343515,0.0878541552556889,0.0669812044495589,0.0878974396776254,-0.0359420289855073,0.0947368421052632,0.1,-0.0521325051759834,0.217074651131598,-0.0533333333333333,0.134089987805085,0.0434217037822552,0.052267494045363,0.210632074100785,0.210632074100785,0.210632074100785,0.23369950185407,0.23369950185407,-0.0947368421052632,-0.0911654135338346,-0.1,0.0844617035091372,-0.060627007401201,-0.0590909090909091,-0.0346426623022368,0.137011322011322,-0.1,-0.0496136747089575,-0.0507457501806556,-0.0600135104686856,-0.0638528138528139,-0.05,-0.167226890756303,0.184296066252588,-0.0546349956473075,-0.180952380952381,0.197075368158959,0.234546245682739,0.18,0.209411764705882
"GSK3",-0.324300636124382,-0.197075368158959,-0.126229051719693,0.16510900863842,-0.186677119263539,-0.100833333333333,-0.113333333333333,-0.113477011494253,-0.125833333333333,-0.103220601237843,0.0522016716683834,-0.0596185551863065,0.0878541552556889,0.0863984456343515,0.129090240375187,0.0862010772132989,0.0873779647794984,0.0674378254541251,0.0869540434512104,-0.0521325051759834,0.0911654135338346,0.1,-0.0434217037822552,0.209721709955127,-0.0359420289855073,0.0432414021145692,0.0511140114745629,0.0508869936139566,0.217074651131598,0.217074651131598,0.217074651131598,0.235631151185423,0.235631151185423,-0.0911654135338346,-0.0878974396776254,-0.0947368421052632,0.0865837194242565,-0.0600135104686856,-0.0638528138528139,-0.032220516973517,0.148790770632876,-0.0947368421052632,-0.0497635997464388,-0.0496136747089575,-0.0580996348705995,-0.060627007401201,-0.0590909090909091,-0.172121995651407,0.177983773893784,-0.0539050686400083,-0.167226890756303,0.183439004522596,0.231492810568235,0.209411764705882,0.179782135076253
"cMet",-0.28870253164557,-0.18,0.0157142857142857,0.191585346344585,-0.276285138082891,-0.3,-0.2,-0.28,-0.3,-0.28625,0.151040981503166,0.131480092256106,0.156666666666667,0.145038759689922,0.1559678304787,0.141083957430035,0.145038759689922,0.112063492063492,0.147575757575758,-0.0758333333333333,0.15,0.1,-0.0758333333333333,0.282893081761006,-0.113333333333333,0.185061443932412,0.0609397163120567,0.0404927918796532,0.286666666666667,0.286666666666667,0.286666666666667,0.242568542568543,0.242568542568543,-0.25,-0.156666666666667,-0.1,-0.085059768227028,0.0118181818181818,0.05,0.0711386308909529,0.174074074074074,-0.2,0.0234735106163678,0.0216553287981859,0.00556818181818182,0.03,0.1,-0.176691729323308,0.221524792978852,0.0100060808756461,-0.171428571428571,0.189090909090909,0.147619047619048,0.15,0.19
"CD44",-0.2925,-0.19,0.00238095238095239,0.176691729323308,-0.288644688644689,-0.3,-0.1,-0.3,-0.2,-0.28,0.146311251773437,0.141403756378243,0.25,0.145038759689922,0.1622178304787,0.145038759689922,0.156666666666667,0.12,0.156666666666667,-0.113333333333333,0.1,0.1,-0.0758333333333333,0.286666666666667,-0.133333333333333,0.201190476190476,0.0758333333333333,0.0368431568431568,0.295238095238095,0.295238095238095,0.295238095238095,0.247619047619048,0.247619047619048,-0.2,-0.15,0,-0.088974358974359,0.03,0.1,0.0730994152046784,0.196296296296296,-0.1,0.0216553287981859,0.0277777777777778,0.0118181818181818,0.05,0.1,-0.171428571428571,0.219829877724615,0.00783216783216783,-0.1,0.18,0.142857142857143,0.1,0.15
