"","FOXC2","ERK","SOSGRB2","NOTCH","TWIST1","NFB","TrCP","IKK","Csn","AKT","Destcompl","Ecadherin","cMet","TCFLEF","miR200","cateninnuc","CD44","AXIN2","GLI","CDC42","Frizzled","LIV1","TGFR","RAS","PAK1","GSK3","TGF","SNAI2","RAF","PI3K","DELTA","ZEB2","ZEB1","SRC","Wnt","DSH","cateninmemb","Patched","FUS","HEY1","RKIP","STAT","SMAD","ILK","SHH","SMO","SUFU","NOTCHic","SNAI1","Jagged","Csl","MEK","KLF4","EGR1","cfos"
"Frizzled",0.327080312588269,0.209411764705882,0.127272727272727,-0.167226890756303,0.191218487394958,0.113333333333333,0.1,0.125833333333333,0.133333333333333,0.100833333333333,-0.0502595971286438,0.0579617864432971,-0.0947368421052632,-0.0878541552556889,-0.130943813131313,-0.0873779647794984,-0.0911654135338346,-0.0690909090909091,-0.0911654135338346,0.0533333333333333,-0.1,-0.1,0.0359420289855073,-0.210632074100785,0.0333333333333333,-0.150099268547544,-0.0521325051759834,-0.0507541063852932,-0.228742310321258,-0.228742310321258,-0.228742310321258,-0.236849108153283,-0.236849108153283,0.1,0.0947368421052632,0,-0.0876419155232715,0.0638528138528139,0.05,0.0346426623022368,-0.153095238095238,0.1,0.0507457501806556,0.0498111707414033,0.060627007401201,0.0590909090909091,0,0.180952380952381,-0.175310559006211,0.0561853832442068,0.164285714285714,-0.179782135076253,-0.2296918767507,-0.2,-0.18
"SRC",0.311013071895425,0.283838383838384,0.182857142857143,-0.154047619047619,0.176156372363269,0.0666666666666667,0.1,0.0743589743589744,0.1,0.0576923076923077,-0.0481274884535754,-0.0968218600571542,-0.09,-0.0814234306277489,-0.123203044942175,-0.0803048623950867,-0.0850819672131148,-0.0660801564027371,-0.0850819672131148,0.0569444444444444,-0.1,-0.2,0.0426587301587302,-0.15274168468161,0.0444444444444444,-0.034025974025974,-0.0553860028860029,-0.0154920761378811,-0.167893199833125,-0.167893199833125,-0.167893199833125,-0.223809523809524,-0.223809523809524,0.1,0.09,0.1,0.0422900763358779,0.087037037037037,0.0833333333333333,0.0291625289639192,-0.054317367220593,0.2,0.0668622569938359,0.0677631578947368,0.0811546840958605,0.0833333333333333,0.0333333333333333,0.164761904761905,-0.169376899815772,0.0628487414725947,0.16,-0.255536497045931,-0.121705426356589,-0.3,-0.272727272727273
"SHH",0.075,0.1,0.25,0.233333333333333,-0.025,0,0,-0.1,0,-0.15,0.0896103896103896,-0.00638888888888889,0.2,0.21,-0.1,0.182222222222222,0.15,0.0285714285714286,0.25,0.233333333333333,0.2,0,0.233333333333333,0.288461538461538,0.2,0.0128205128205128,-0.273333333333333,0.0630651340996169,0.25,0.25,0.25,-0.2,-0.2,-0.1,-0.3,-0.2,0.149247311827957,-0.0666666666666667,0,0.0666666666666667,-0.08,-0.1,0.0833333333333333,0.0666666666666667,-0.186666666666667,-0.1,0,-0.2,-0.0833333333333333,-0.0771428571428571,-0.1,-0.12,-0.2,0,-0.1
"AKT",0.27046738798215,0.155407080865133,0.0769230769230769,-0.144789081885856,0.153902022554386,0.217647058823529,0.233333333333333,0.194570135746606,0.2,0.107701448877919,-0.0471237334468596,0.0551739339108225,-0.0737718320327016,-0.0730915361505885,-0.108141140614622,-0.0747838438428962,-0.0765966907897637,-0.0617806429430978,-0.0765651281220871,0.0424117647058824,-0.0845410628019324,-0.1,0.0562329029172645,-0.181933898197308,0.0544117647058824,-0.131578845288523,-0.0517011808628838,-0.0364928034364381,-0.173982090968392,-0.173982090968392,-0.173982090968392,-0.198295296774751,-0.198295296774751,0.0845410628019324,0.0737718320327016,0.0888888888888889,-0.0809302704121498,0.0444444444444444,0.05,0.0199389352202016,-0.132045895281189,0.0888888888888889,0.0319565369582176,0.032293237294918,0.040233918128655,0.05,0.05,0.144789081885856,-0.158051317908297,0.0406227489252934,0.157692307692308,-0.171862777067665,-0.199010346378767,-0.157142857142857,-0.186554621848739
"SMO",0.0612068965517241,0.112307692307692,0.299122807017544,0.254242424242424,-0.0480936819172113,-0.15,0,-0.192857142857143,-0.1,-0.220857142857143,0.0829232782721155,-0.00594465143680563,0.21,0.210377562028047,-0.0966546112115732,0.194588088343837,0.182222222222222,0.0508284818629646,0.272222222222222,0.273333333333333,0.25,0.1,0.248333333333333,0.324217352415027,0.233333333333333,0.0329777019097407,-0.278063063063063,0.0577318007662835,0.300961538461538,0.300961538461538,0.300961538461538,-0.193361581920904,-0.193361581920904,-0.15,-0.3,-0.3,0.145903191008108,-0.161666666666667,-0.0666666666666667,0.0945054945054945,-0.0712698412698413,-0.2,0.0912698412698413,0.0833333333333333,-0.183888888888889,-0.186666666666667,-0.1,-0.224242424242424,-0.0715821812596006,-0.0852116402116402,-0.233333333333333,-0.0971561771561772,-0.202777777777778,-0.1,-0.12
"Patched",0.075,0.12,0.283333333333333,0.224242424242424,-0.0657407407407407,-0.1,0,-0.15,0,-0.192857142857143,0.037962037962038,0.00623247033441209,0.15,0.182222222222222,-0.0928571428571429,0.210377562028047,0.21,0.0922077922077922,0.3,0.233333333333333,0.3,0.1,0.273333333333333,0.300961538461538,0.233333333333333,0.0747252747252747,-0.248333333333333,0.0243984674329502,0.288461538461538,0.288461538461538,0.288461538461538,-0.191666666666667,-0.191666666666667,-0.2,-0.25,-0.2,0.138136200716846,-0.186666666666667,-0.1,0.0897435897435897,-0.0657142857142857,-0.1,0.0833333333333333,0.0833333333333333,-0.161666666666667,-0.0666666666666667,0,-0.233333333333333,-0.093010752688172,-0.103068783068783,-0.2,-0.112307692307692,-0.211111111111111,-0.1,-0.1
"SUFU",0.0515523321008948,0.0983056024435335,0.307864065758803,0.26488455988456,-0.0603460703233213,-0.220857142857143,-0.15,-0.228549450549451,-0.192857142857143,-0.245327974039383,0.0763923524173325,-0.00593534031848388,0.210377562028047,0.207903305735141,-0.0925764338771112,0.199872615198057,0.194588088343837,0.0614994929616308,0.283903663457567,0.278063063063063,0.272222222222222,0.15,0.256786467318382,0.332464547152742,0.248333333333333,0.043728189825759,-0.277102049172426,0.0528906764173429,0.31854049651983,0.31854049651983,0.31854049651983,-0.186091495082932,-0.186091495082932,-0.182222222222222,-0.299145299145299,-0.3,0.145727895482717,-0.168737373737374,-0.161666666666667,0.0998311449332926,-0.0663971292984548,-0.21,0.0906798092352737,0.0867537122375832,-0.182250887250887,-0.183888888888889,-0.186666666666667,-0.247424242424242,-0.0703880698520599,-0.0913559323445424,-0.254242424242424,-0.0834119854222569,-0.1975161698461,-0.112307692307692,-0.0971561771561772
"STAT",0.210488070892979,0.162352941176471,-0.0142857142857143,-0.0517053318309743,0.176170897235365,0,0,-0.0142857142857143,0,-0.00581113801452784,-0.0690942539342985,-0.096737755128492,-0.0766233766233766,-0.0748223035289281,-0.0912301448965536,-0.0747031140176051,-0.0757686757686758,-0.0625566590272473,-0.0757830404889228,-0.0528409090909091,-0.0857142857142857,-0.2,-0.0475777511961723,-0.0797456575682382,-0.0590909090909091,-0.0475255896751224,0.0470946594087326,-0.048719437987662,-0.0797456575682382,-0.0797456575682382,-0.0797456575682382,-0.185655370270755,-0.185655370270755,0.0857142857142857,0.0766233766233766,0.0857142857142857,0.0513691333684057,0.0410077519379845,0.05,0.0226666666666667,-0.0384057271557272,0.0857142857142857,0.0281803542673108,0.0281803542673108,0.0365829731769226,0.0433333333333333,0.05,0.0526762056173821,-0.0810074182595885,0.0375235033026946,0.0607843137254902,-0.169879822896901,-0.082739156268568,-0.2,-0.18
"NOTCHic",0.184812376563529,0.158571428571429,0.0838277511961723,-0.0200533592044628,0.0890356038801833,-0.0222222222222222,0,-0.0444444444444444,-0.0333333333333333,-0.0467700258397933,-0.0121974404310853,0.0388152933091014,-0.00233100233100233,-0.0076057276057276,-0.0920981908265145,-0.0202774833309184,-0.0276057276057276,-0.0490094339622641,-0.0270621851267013,-0.0115555555555556,-0.0538461538461538,-0.1,-0.0373620071684588,0.0185178839151853,-0.0555555555555556,0.00615005857952566,0.00997347213661165,-0.0679809138255442,0.00521739130434783,0.00521739130434783,0.00521739130434783,-0.184541062801932,-0.184541062801932,0.0538461538461538,0.00233100233100233,0,0.0151380329966219,0.0434012066365007,0.0583333333333333,-0.076164994425864,-0.0320519047085341,0,0.0360089071599863,0.0280952380952381,0.0186700238408018,0.0198717948717949,0.0333333333333333,0.0411059907834101,-0.0590496540496541,0.0295074363948536,0.131428571428571,-0.155714285714286,-0.177398205659075,-0.18,-0.18
"Jagged",0.184285714285714,0.18,0.08,-0.131428571428571,0.103,0,0,-0.0333333333333333,0,-0.0222222222222222,-0.00313513513513514,0.0391228070175439,0,-0.00233100233100233,-0.0909090909090909,-0.0276057276057276,-0.0538461538461538,-0.07,-0.0538461538461538,0,-0.1,0,-0.0555555555555556,0.00666666666666667,0,-0.00727969348659004,0.0115555555555556,-0.0582704876822524,0.00666666666666667,0.00666666666666667,0.00666666666666667,-0.184541062801932,-0.184541062801932,0.1,0,0,0.0180903603438815,0.0583333333333333,0,-0.0666666666666667,-0.0256410256410257,0,0.0380952380952381,0.0333333333333333,0.0198717948717949,0.0333333333333333,0,0.16,-0.0583333333333333,0.0478787878787879,0.1,-0.18,-0.188888888888889,-0.1,-0.2
"FUS",0.0572595281306715,0.0971561771561772,0.302968960863698,0.247424242424242,-0.0737481321789914,-0.192857142857143,-0.1,-0.220857142857143,-0.15,-0.228549450549451,0.0500765629436483,0.00446630746730396,0.182222222222222,0.194588088343837,-0.0877437201224643,0.207903305735141,0.210377562028047,0.0837477365213497,0.299145299145299,0.248333333333333,0.3,0.2,0.278063063063063,0.31854049651983,0.273333333333333,0.0727770330134197,-0.256786467318382,0.035290149060718,0.324217352415027,0.324217352415027,0.324217352415027,-0.184159127933174,-0.184159127933174,-0.21,-0.272222222222222,-0.25,0.144227213354477,-0.183888888888889,-0.186666666666667,0.104650422041726,-0.053744068073965,-0.15,0.0867537122375832,0.0912698412698413,-0.168737373737374,-0.161666666666667,-0.0666666666666667,-0.254242424242424,-0.0838463322029968,-0.0996694715369414,-0.224242424242424,-0.0983056024435335,-0.207695810564663,-0.12,-0.112307692307692
"CDC42",0.167429117988659,0.138260869565217,0.111111111111111,0.00333333333333333,0.066025974025974,-0.0333333333333333,0,-0.0583333333333333,-0.0333333333333333,-0.0635964912280702,-0.00422078709914482,0.0642375712956676,0.00814814814814814,0.00606091239754606,-0.0912825736355148,-0.00356871723208357,-0.0107707707707708,-0.0386535303776683,-0.0102729044834308,0,-0.04,-0.1,-0.0176470588235294,0.0767043944949253,0.0571428571428571,0.0495292207792208,-0.00508021390374331,-0.0338986317818435,0.0632897603485839,0.0632897603485839,0.0632897603485839,-0.183781083054691,-0.183781083054691,0.04,-0.00814814814814814,0,0.00676567741986743,0.0304147465437788,0.0476190476190476,0.027336331834083,-0.0309090909090909,0,0.0371394435910565,0.0306878306878307,0.00942709222279115,0.0142857142857143,0.0333333333333333,0.0166666666666667,-0.0597643706504466,0.0150347222222222,0.0166666666666667,-0.13656595431098,-0.180126984126984,-0.18,-0.16
"Csl",0.187685939781919,0.155714285714286,0.0797627105457658,-0.028235177386281,0.073911450381312,-0.0444444444444444,-0.0333333333333333,-0.0467700258397933,-0.0222222222222222,-0.041343669250646,-0.0400463130697203,0.0474199444718921,-0.0276057276057276,-0.0202774833309184,-0.0879587572753163,-0.0108435210667675,-0.0076057276057276,-0.0225312848620071,-0.00690089480412061,-0.0373620071684588,-0.00233100233100233,0,-0.00997347213661165,0.00969435450342056,-0.0115555555555556,0.0378142706561089,0.026073245379242,-0.0871457162118231,0.0185178839151853,0.0185178839151853,0.0185178839151853,-0.181226145674861,-0.181226145674861,0.00233100233100233,0.0270621851267013,0.0538461538461538,0.0149851277978452,0.0186700238408018,0.0198717948717949,-0.0663610728572366,-0.0260611212983959,0.0538461538461538,0.0298977960488752,0.0360089071599863,0.0333251962545949,0.0434012066365007,0.0583333333333333,0.0200533592044628,-0.0693263338915513,0.0196116030615203,0.0411059907834101,-0.162236024844721,-0.184541062801932,-0.18,-0.158571428571429
"PAK1",0.168808428333486,0.13656595431098,0.11012101210121,3.66300366300358e-05,0.053525974025974,-0.0583333333333333,-0.0333333333333333,-0.0635964912280702,-0.0333333333333333,-0.0635964912280702,-0.0267771780765884,0.0705351491503388,-0.0107707707707708,-0.00356871723208357,-0.088236888356327,0.00415542069895091,0.00606091239754606,-0.0166409517613161,0.00680026624827651,-0.0176470588235294,0.00814814814814814,0,0.00508021390374331,0.0707953035858344,0,0.075711038961039,0.00639519593232226,-0.049088505199565,0.0767043944949253,0.0767043944949253,0.0767043944949253,-0.18088719237945,-0.18088719237945,-0.00814814814814814,0.0102729044834308,0.04,0.0071319777861678,0.00942709222279115,0.0142857142857143,0.0361598612458477,-0.0270416875941738,0.04,0.0326233145587984,0.0371394435910565,0.0204270922227911,0.0304147465437788,0.0476190476190476,-0.00333333333333333,-0.0671629386695397,0.00705926209952283,0.0166666666666667,-0.139232620977647,-0.185045016913869,-0.16,-0.138260869565217
"GLI",0.153991980564155,0.248246753246753,0.289428035091752,-0.0194189718327649,0.0588213795259636,-0.0985380116959064,-0.0833333333333333,-0.104660460675498,-0.0722222222222222,-0.106222960675498,-0.0584976011526355,0.0713735956568101,-0.0224547600314713,-0.0136661348635358,-0.0868370020072806,-0.0055967983423164,-0.00262717382457473,-0.0205419685990338,-0.0404174573055028,0.0709770114942529,0.0619354838709677,0,0.0929895901106051,0.143625613744792,0.0916666666666667,-0.0320115397344429,-0.080519001875311,-0.0475721390345064,0.146595910774495,0.146595910774495,0.146595910774495,-0.175431984980372,-0.175431984980372,-0.00193548387096774,-0.0395825426944972,-0.02,0.0019071521204571,-0.0373478338703903,-0.0315476190476191,0.073408962288419,-0.0378533383200712,0.04,0.0714783900916529,0.0763432549565178,-0.0262367227592792,-0.0210213032581454,-0.0190476190476191,0.0137046861184792,-0.0781069668149284,0.046774765067337,0.0337046861184792,-0.248799239434599,-0.178766194766195,-0.277142857142857,-0.252142857142857
"MEK",0.162121139707347,0.0871900220102715,-0.000825396825396826,-0.0540979701563643,0.111148753207577,0.214285714285714,0.2,0.223376623376623,0.214285714285714,0.210435446906035,-0.0844701130346443,-0.0706243607418069,-0.098582995951417,-0.0947039233700544,-0.0957021105017144,-0.0952615441878982,-0.0964850938535149,-0.078167724686712,-0.101748251748252,0.0666666666666667,-0.1,-0.1,0.0601246105919003,-0.236802641802642,0.0666666666666667,-0.267663988940585,-0.0645041726356959,-0.118471209852845,-0.24537407037407,-0.24537407037407,-0.24537407037407,-0.140035663045706,-0.140035663045706,0.0947368421052632,0.103846153846154,0.1,0.0559638384028628,-0.0543606557377049,-0.06,-0.0726259106746912,-0.236676249447147,0.1,-0.0686569204149571,-0.0682879167249203,-0.0537070609664631,-0.056,-0.1,0.0592074592074592,-0.095875641760983,-0.0591278235249679,0.0515151515151515,-0.170523355343605,-0.135772357723577,-0.08,-0.076551724137931
"RKIP",0.158517536103743,0.076551724137931,-0.000825396825396826,-0.0592074592074592,0.107852049910873,0.214285714285714,0.2,0.214285714285714,0.2,0.223376623376623,-0.0907462636622593,-0.0695314645669435,-0.0947368421052632,-0.0964850938535149,-0.0922965377462964,-0.0947039233700544,-0.098582995951417,-0.0799695264885138,-0.103846153846154,0.0666666666666667,-0.1,0,0.0666666666666667,-0.24537407037407,0.1,-0.260047281323877,-0.0601246105919003,-0.118714518855278,-0.230844155844156,-0.230844155844156,-0.230844155844156,-0.137654710664754,-0.137654710664754,0.1,0.1,0.1,0.0579150579150579,-0.056,-0.1,-0.0689895470383275,-0.228781512605042,0.1,-0.0682879167249203,-0.0672978177150193,-0.0543606557377049,-0.06,-0.1,0.0515151515151515,-0.103567949453291,-0.0574884792626728,0.0333333333333333,-0.0871900220102715,-0.141654710664754,0.02,-0.08
"RAF",0.158517536103743,0.076551724137931,-0.000825396825396826,-0.0592074592074592,0.107852049910873,0.214285714285714,0.2,0.214285714285714,0.2,0.223376623376623,-0.0907462636622593,-0.0695314645669435,-0.0947368421052632,-0.0964850938535149,-0.0922965377462964,-0.0947039233700544,-0.098582995951417,-0.0799695264885138,-0.103846153846154,0.0666666666666667,-0.1,0,0.0666666666666667,-0.24537407037407,0.1,-0.260047281323877,-0.0601246105919003,-0.118714518855278,-0.230844155844156,-0.230844155844156,-0.230844155844156,-0.137654710664754,-0.137654710664754,0.1,0.1,0.1,0.0579150579150579,-0.056,-0.1,-0.0689895470383275,-0.228781512605042,0.1,-0.0682879167249203,-0.0672978177150193,-0.0543606557377049,-0.06,-0.1,0.0515151515151515,-0.103567949453291,-0.0574884792626728,0.0333333333333333,-0.0871900220102715,-0.141654710664754,0.02,-0.08
