"","PAK1","TGF","TGFR","CDC42","GSK3","SOSGRB2","SUFU","Csn","ILK","EGR1","TWIST1","AKT","AXIN2","KLF4","IKK","NFB","RAF","LIV1","GLI","ZEB2","CD44","cMet","TCFLEF","STAT","SRC","SNAI2","cateninmemb","ERK","cfos","FOXC2","Ecadherin","cateninnuc","MEK","Destcompl","Frizzled","DSH","SNAI1","ZEB1","Wnt","RAS","PI3K","DELTA","RKIP","SMO","Patched","FUS","SHH","SMAD","Csl","NOTCHic","NOTCH","HEY1","Jagged","TrCP","miR200"
"TCFLEF",0.0358974358974359,0.0189714437074283,0.0186403178796137,0.0289206917113894,-0.0849667940744394,0.264254874865653,0.0833333333333333,0.0948051948051948,-0.0226689450899977,-0.0485714285714286,0.109108316507737,0.121484016684578,0.691191208791209,-0.114818882098294,0.132353581901969,0.138805194805195,-0.178964739881707,0.3,0.342534873481165,0.00620888711678185,0.338884857281084,0.327564102564103,0.246559542275356,0.325,0.325,-0.0880643851073117,0.292128036794083,-0.0701742160278746,-0.0558885017421603,0.0799392911347201,0.224014732087698,-0.249222772515906,0.0837796582047453,0.160645761746665,-0.329411764705882,-0.329411764705882,0.0881865275589125,-0.00620888711678185,-0.331975867269985,0.184089575624152,0.178964739881707,0.178964739881707,0.0959071497451439,-0.157619047619048,-0.151167434715822,-0.143333333333333,-0.151780931648337,0.0209481037898065,-0.288872947553005,-0.284951378925554,-0.279303538393992,-0.0324613188695404,-0.193692265573316,-0.0857142857142857,0.105572071837132
"TrCP",0.152380952380952,0.153593658029531,0.155233002291826,0.158263305322129,-0.0926179653679653,0.0890814081408141,-0.0761904761904762,-0.0833333333333333,-0.0549752517494453,-0.04,0.0578354978354979,-0.0621588693957115,-0.110458221024259,-0.00962789487379651,-0.0603070175438596,-0.0708333333333333,0.064760348583878,-0.1,-0.0823425093900062,0.00952904932569064,-0.081969296028702,-0.078998998998999,-0.0815989256583316,-0.08,-0.0762962962962963,0.0790876772369889,-0.0826040519394338,-0.0237877671333825,-0.0356521739130435,0.00343800430180483,-0.0491177213009711,0.0804954773824695,0.0344544338000491,0.08847402045917,0.0762962962962963,0.08,-0.0557503199900711,-0.00952904932569064,0.0789278752436647,-0.0674876213111507,-0.064760348583878,-0.064760348583878,-0.0792332161392935,0.0665130568356375,0.0628093531319338,0.0761904761904762,0.0618093531319338,0.0562655743300905,0.0679487179487179,0.0602564102564102,0.0624542124542124,0.0623188405797101,0.0553357191547375,0.0333333333333333,-0.0865614296787781
"LIV1",0.152380952380952,0.153593658029531,0.155233002291826,0.158263305322129,-0.0926179653679653,0.0890814081408141,-0.0761904761904762,-0.0833333333333333,-0.0549752517494453,-0.04,0.0578354978354979,-0.0621588693957115,-0.110458221024259,-0.00962789487379651,-0.0603070175438596,-0.0708333333333333,0.064760348583878,-0.1,-0.0823425093900062,0.00952904932569064,-0.081969296028702,-0.078998998998999,-0.0815989256583316,-0.08,-0.0762962962962963,0.0790876772369889,-0.0826040519394338,-0.0237877671333825,-0.0356521739130435,0.00343800430180483,-0.0491177213009711,0.0804954773824695,0.0344544338000491,0.08847402045917,0.0762962962962963,0.08,-0.0557503199900711,-0.00952904932569064,0.0789278752436647,-0.0674876213111507,-0.064760348583878,-0.064760348583878,-0.0792332161392935,0.0665130568356375,0.0628093531319338,0.0761904761904762,0.0618093531319338,0.0562655743300905,0.0679487179487179,0.0602564102564102,0.0624542124542124,0.0623188405797101,0.0553357191547375,0.0333333333333333,-0.0865614296787781
"GLI",-0.133333333333333,-0.122406470460663,-0.127347646931251,-0.136781609195402,0.182098542907243,0.0934007585335019,0.142857142857143,0,0.0481676771493511,-0.162857142857143,-0.103433881719111,-0.00201060687432868,0.121354166666667,-0.00900729300729301,-0.0113856068743287,-0.00526315789473684,0.0901344528044912,0.1,0.112086882797045,0.00986414063833419,0.0931290865188963,0.0905428796223446,0.0915057098955197,0.08,0.0832258064516129,-0.0825094113737647,0.0962527997559296,-0.171948051948052,-0.162857142857143,0.0308663355693154,0.0637279948492763,-0.0904895712224773,0.162555786754682,-0.071882543235573,-0.203225806451613,-0.2,0.133055090071219,-0.00986414063833419,-0.209108159392789,-0.0911245518143922,-0.0901344528044912,-0.0901344528044912,0.166573251310093,-0.150093984962406,-0.154175617615467,-0.155357142857143,-0.157056276051681,-0.0487082176898916,0.000601237842617149,0.00310123784261715,-0.00547019072881142,-0.0476779681363722,-0.0416912276666571,0.0333333333333333,0.113125120493542
"Jagged",0.2,0.184888888888889,0.188888888888889,0.2,-0.00498084291187739,0.12,0,0,-0.0666666666666667,0.1,0.104,-0.0666666666666667,0.0342857142857143,-0.0111111111111111,-0.0333333333333333,0,0.0133333333333333,0,0.0430769230769231,0.0154589371980676,0.0430769230769231,0.02,0.0461072261072261,0,0,0.0508044243338361,0.0614578379367112,0.02,0,0.0242857142857143,0.0745263157894737,-0.0472061272061272,0.0133333333333333,-0.0396911196911197,0,0,-0.0333333333333333,-0.0154589371980676,-0.02,-0.00424242424242424,-0.0133333333333333,-0.0133333333333333,-0.0769230769230769,0.0333333333333333,0.0583333333333333,0,0.0506410256410256,0.0619047619047619,0.1,0.12,0.134285714285714,0.166666666666667,0.0148051948051948,0,-0.0842424242424242
"Patched",0.1,-0.0283333333333333,-0.02,0,0.123443223443223,-0.0166666666666667,-0.2,0,-0.0333333333333333,0.1,0.0435185185185185,0.0857142857142857,0.228138528138528,-0.0388888888888889,0.1,0.1,0.00769230769230769,0.1,-0.0375,0.0166666666666667,0.07,0.05,0.0977777777777778,0.1,0.1,-0.00236015325670498,0.124802867383513,0.1,0.2,0.055,0.0412567421790723,-0.104573894282632,-0.0923076923076923,-0.148171828171828,0,0,-0.0198924731182796,-0.0166666666666667,0.05,0.0110576923076923,-0.00769230769230769,-0.00769230769230769,-0.0485714285714286,0.0666666666666667,-0.0133333333333333,0.1,0.0241666666666667,0.0333333333333333,-0.2,-0.2,-0.172727272727273,0.0230769230769231,-0.0734391534391534,0,-0.0571428571428571
"SMO",0,-0.0175225225225225,-0.0283333333333333,-0.02,0.141889825384971,-0.0114035087719298,-0.1,0.1,-0.0333333333333333,0.2,0.0582244008714597,0.0657142857142857,0.248828183310942,-0.0305555555555556,0.0857142857142857,0.1,-0.0110576923076923,0.1,-0.00972222222222222,0.018361581920904,0.0977777777777778,0.07,0.104573894282632,0.1,0.05,0.00240175150519978,0.12577374116992,0.0923076923076923,0.1,0.0618965517241379,0.0438397680093306,-0.100062616087143,-0.113519813519814,-0.156698959954774,0.05,0,-0.0151305683563748,-0.018361581920904,0.0375,0.029662343470483,0.0110576923076923,0.0110576923076923,-0.0374603174603175,-0.0133333333333333,0.0241666666666667,0.0666666666666667,0.0186111111111111,0.0222222222222222,-0.2,-0.172727272727273,-0.167727272727273,0.0183150183150183,-0.0912962962962963,0,-0.0584086799276673
"NOTCH",0.2,0.184888888888889,0.184888888888889,0.188888888888889,-0.00498084291187739,0.114736842105263,0,0,-0.0619047619047619,0,0.0989152542372881,-0.0555555555555556,0.0437196765498652,-0.0154589371980676,-0.0666666666666667,-0.0333333333333333,0.00424242424242424,0,0.0461072261072261,0.0191626409017713,0.0461072261072261,0.0430769230769231,0.0472061272061272,0,0.02,0.0492171227465345,0.0640756389838316,-0.0133333333333333,0.02,0.0344897959183674,0.079365025466893,-0.0492469435326578,0.0204761904761905,-0.037821960812615,-0.02,0,-0.0225641025641026,-0.0191626409017713,-0.0430769230769231,-0.0114888010540184,-0.00424242424242424,-0.00424242424242424,-0.06657824933687,0.0583333333333333,0.0506410256410256,0.0333333333333333,0.0388763197586727,0.0619047619047619,0.12,0.134285714285714,0.0181566820276498,0.16231884057971,0.0111014911014911,0,-0.0785281385281385
"Csl",0.184888888888889,0.178476132703612,0.179156404812456,0.184888888888889,-0.00483356750687003,0.126266775586416,-0.0583333333333333,-0.0666666666666667,-0.0597464885234669,-0.0133333333333333,0.0978022028580414,-0.0524547803617571,0.0507141067126759,-0.0218875086266391,-0.048578811369509,-0.0555555555555556,0.0100109685417032,0.02,0.0487953981502369,0.0191749183726123,0.0492469435326578,0.0472061272061272,0.0524530504028868,0.0430769230769231,0.0461072261072261,0.0470499248159978,0.0696645876287752,-0.0204761904761905,-0.0204761904761905,0.0359914644389458,0.0809021172436657,-0.0541111407402224,0.0302587991718426,-0.0378256171197448,-0.0461072261072261,-0.0430769230769231,-0.0238837169271952,-0.0191749183726123,-0.0471824949244304,-0.00927567442405611,-0.0100109685417032,-0.0100109685417032,-0.0534413635057543,0.0388763197586727,0.0378010509414684,0.0506410256410256,0.0360769130104339,0.0591909329679114,0.0181566820276498,0.0128935241329129,0.0147117059510947,0.16320370734693,0.00835590611252863,0.0333333333333333,-0.0746997606773193
"Wnt",0.1,0.00434782608695653,5.55111512312578e-18,0.0333333333333333,0.0275078369905956,-0.0606060606060606,0,0.1,-0.058974358974359,0.1,-0.0458823529411765,-0.0308333333333333,-0.220606060606061,-0.0274509803921569,0.00666666666666668,0.0666666666666667,0.106015037593985,0,-0.173684210526316,0.0201339072214252,-0.173684210526316,-0.2,-0.170112781954887,-0.1,-0.2,0.068448275862069,-0.105889830508475,0,0,0.0463967611336032,-0.0692883368925855,0.180046556789324,0.00588235294117647,-0.121152259530815,0.3,0.2,0.0146997929606625,-0.0201339072214252,0.2,-0.0832877648667122,-0.106015037593985,-0.106015037593985,-0.02,0.05,0.0954545454545455,0,0.0906926406926407,0.0426952892069171,-0.05,0.0214285714285714,0.0464285714285714,0.0456410256410256,0.0922303921568628,-0.1,-0.061010101010101
"Frizzled",0.0333333333333333,0.0186335403726708,0.00434782608695653,5.55111512312578e-18,0.0353866248693835,-0.0757575757575757,0,0.0666666666666667,-0.0426952892069171,0,-0.0411204481792717,-0.00583333333333332,-0.215954897815363,-0.0179271708683473,-0.0308333333333333,0.00666666666666668,0.0832877648667122,-0.1,-0.170112781954887,0.0211240062313261,-0.170112781954887,-0.173684210526316,-0.180046556789324,-0.2,-0.2,0.074441966713804,-0.112556497175141,-0.00588235294117647,0,0.0533735053196498,-0.0681228357270844,0.187189413932181,-0.012636165577342,-0.118764991626305,0.2,0.3,0.0210489993098689,-0.0211240062313261,0.173684210526316,-0.0903743790399406,-0.0832877648667122,-0.0832877648667122,-0.0235714285714286,0.0954545454545455,0.0906926406926407,0.05,0.0713378019829633,0.0380223920106554,0.0214285714285714,0.0464285714285714,0.0209383753501401,0.0350027277686852,0.0831394830659537,-0.1,-0.062572601010101
"NOTCHic",0.188888888888889,0.179156404812456,0.184888888888889,0.184888888888889,-0.00498084291187739,0.123827751196172,-0.0333333333333333,-0.0333333333333333,-0.0619047619047619,0.02,0.0957706001492378,-0.048578811369509,0.0478863432165319,-0.0190303657694962,-0.0555555555555556,-0.0666666666666667,0.0114888010540184,0,0.0471824949244304,0.0213848631239936,0.0472061272061272,0.0461072261072261,0.0492469435326578,0.02,0.0430769230769231,0.0486159203417249,0.0675239148459006,-0.0204761904761905,-0.0133333333333333,0.0377156023699802,0.080437000964596,-0.0524530504028868,0.0204761904761905,-0.0371552941459484,-0.0430769230769231,-0.02,-0.0230932030932031,-0.0213848631239936,-0.0461072261072261,-0.0100109685417032,-0.0114888010540184,-0.0114888010540184,-0.0539021929988418,0.0506410256410256,0.0388763197586727,0.0583333333333333,0.0378010509414684,0.0597464885234669,0.134285714285714,0.0181566820276498,0.0128935241329129,0.163857302118172,0.010439239445862,0,-0.074481895753572
"FUS",-0.02,-0.00901188422465018,-0.0175225225225225,-0.0283333333333333,0.148244340435138,-0.00755735492577597,-0.0666666666666667,0.1,-0.0222222222222222,0.1,0.0597950814997319,0.0772527472527473,0.260629425546967,-0.0321948998178506,0.0657142857142857,0.0857142857142857,-0.029662343470483,0.1,-0.00202991452991453,0.0214290665834806,0.104573894282632,0.0977777777777778,0.100062616087143,0.05,0.07,0.0047356832825786,0.124842642473459,0.113519813519814,0.0923076923076923,0.0711070780399274,0.0479493570504265,-0.0981604421741,-0.11466923880717,-0.153633266524117,0.0375,0.05,-0.00475320986580877,-0.0214290665834806,0.00972222222222222,0.0231121251298717,0.029662343470483,0.029662343470483,-0.0323056782850597,0.0241666666666667,0.0186111111111111,-0.0133333333333333,0.00143939393939394,0.0202867383512545,-0.172727272727273,-0.167727272727273,-0.185909090909091,0.00817009077878643,-0.0997300312360553,-0.1,-0.0564284819078653
"SRC",0.0444444444444444,0.0296608946608947,0.0242063492063492,0.0194444444444444,-0.136796536796537,-0.142857142857143,-0.0333333333333333,0.05,-0.0802631578947368,0.2,-0.0284981684981685,0.0324786324786325,-0.234846359811297,-0.119896640826873,0.0269230769230769,0.05,-0.0501293283270755,0,-0.194918032786885,0.0222222222222222,-0.194918032786885,-0.19,-0.207113154738105,-0.1,-0.2,0.0306085508000815,-0.248600134710373,0.242424242424242,0.209090909090909,0.0486507936507937,-0.219515179809297,0.213600850487545,-0.251858204688393,0.13865265169613,0.2,0.2,0.000780419841701247,-0.0222222222222222,0.19,0.0410384192361664,0.0501293283270755,0.0501293283270755,-0.127468230694037,0.123333333333333,0.127037037037037,0.0833333333333333,0.112331154684096,0.0775604551920341,-0.015,-0.000714285714285717,-0.00785714285714286,0.0541625289639192,0.115348741472595,-0.1,-0.0644825062216367
"SHH",0,-0.02,0,0.1,0.128205128205128,0.05,-0.2,0,0,0,0.025,0.1,0.219047619047619,-0.05,0.1,0,0,0,-0.05,0.025,0.05,0.1,0.07,0.1,0.1,0.00697318007662835,0.113691756272401,0.2,0.1,0.075,0.0461111111111111,-0.0977777777777778,-0.1,-0.131688311688312,0,0,-0.0166666666666667,-0.025,0,-0.00769230769230769,0,0,-0.02,0.1,0.0666666666666667,0.2,-0.0133333333333333,0.0333333333333333,-0.1,-0.2,-0.2,0,-0.0771428571428571,0,-0.05
"DSH",5.55111512312578e-18,0.0182851083169217,0.0186335403726708,0.00434782608695653,0.0346905691849287,-0.0660014781966001,-0.05,0.00666666666666668,-0.0380223920106554,0,-0.048212646760832,0.0137068965517241,-0.220596248026333,-0.0169562970819396,-0.00583333333333332,-0.0308333333333333,0.0903743790399406,-0.2,-0.179916703523515,0.0250610141053419,-0.180046556789324,-0.170112781954887,-0.187189413932181,-0.2,-0.173684210526316,0.0764210121154338,-0.115501137928969,0.012636165577342,-0.00588235294117647,0.0590012109473554,-0.0668058910387613,0.187812744297275,-0.0254181204645601,-0.113421480175924,0.173684210526316,0.2,0.0207591442374051,-0.0250610141053419,0.170112781954887,-0.0968169560707529,-0.0903743790399406,-0.0903743790399406,-0.0172777222777223,0.0906926406926407,0.0713378019829633,0.0954545454545455,0.0670433234553559,0.0383997505012215,0.0464285714285714,0.0209383753501401,0.00765166206342677,0.0350027277686852,0.0870154520582017,-0.0666666666666667,-0.0601335766198571
"ERK",-0.161904761904762,-0.163208315435616,-0.162109414336715,-0.162839341344014,-0.0626697302185736,-0.342904607797812,-0.153333333333333,-0.0303571428571429,-0.137425855759339,0.284137931034483,-0.197674069061847,-0.020165643404985,-0.136086863337558,-0.0234615684050137,-0.0275050929462694,-0.0333874458874459,-0.0415667665667666,-0.1,-0.107757155125576,0.0265270166193358,-0.102050139494896,-0.0982333456017667,-0.10353712834248,-0.0947368421052632,-0.0947368421052632,-0.106160832813511,-0.111986824528048,0.212542186353632,0.307542186353632,0.0104587345966656,-0.0682366097941712,0.10353712834248,-0.2189488715904,-0.162133536084927,0.1,0.1,0.195476047090057,-0.0265270166193358,0.103496503496503,0.0407966895590658,0.0415667665667666,0.0415667665667666,-0.0669321694371929,0.158972677595628,0.154397514196936,0.157333333333333,0.157779156709013,0.138945612598245,0.0464646464646465,0.0428150114281501,0.0397679200154077,0.142692460752895,0.153870054517382,0.0428571428571429,0.0327355191401056
"TGFR",-0.124444444444444,-0.207524484971293,-0.205396825396825,-0.105396825396825,-0.00366927403085471,0.218014944769331,-0.0466666666666667,-0.166666666666667,0.00051808406647116,-0.214285714285714,-0.1056860419138,-0.118214140001166,0.164338700032548,-0.0502474483309724,-0.104260651629073,-0.10952380952381,0.0714285714285714,0.1,0.108077558473176,0.0465749415924279,0.126530950016551,0.123899371069182,0.133229514609852,0.133333333333333,0.133333333333333,-0.0276995349218419,0.148308596156913,-0.20516290726817,-0.198496240601504,-0.00480349344978166,0.103231816473413,-0.136506751102323,0.222971126446253,-0.075531180967186,-0.114285714285714,-0.114285714285714,0.125572783344304,-0.0465749415924279,-0.104851752021563,-0.0714285714285714,-0.0714285714285714,-0.0714285714285714,0.197748917748918,-0.0205747126436782,-0.0174497126436782,-0.00333333333333333,-0.0101050798753166,0.0033965066808598,0.0966666666666667,0.0932183908045977,0.105448606631936,0.0278173927268878,-0.014548515506606,0.166666666666667,0.107391533197985
"TGF",-0.18,-0.205396825396825,-0.105396825396825,-0.124444444444444,-0.000490789923275252,0.211842105263158,-0.0666666666666667,-0.166666666666667,0.00696969696969697,-0.2,-0.108888888888889,-0.104260651629073,0.16305114638448,-0.0484617340452581,-0.10952380952381,-0.166666666666667,0.0696428571428571,0,0.104851752021563,0.0484617340452581,0.123899371069182,0.133333333333333,0.126530950016551,0.1,0.133333333333333,-0.0244587941811012,0.143920605394788,-0.198496240601504,-0.214285714285714,0,0.104083605229801,-0.133229514609852,0.20516290726817,-0.0733134390317021,-0.114285714285714,-0.1,0.125867768595041,-0.0484617340452581,-0.114285714285714,-0.0714285714285714,-0.0696428571428571,-0.0696428571428571,0.203463203463203,-0.00333333333333333,-0.0205747126436782,0.0466666666666667,-0.0174497126436782,-0.00051808406647116,0.146666666666667,0.0966666666666667,0.0932183908045977,0.0233397807865893,-0.0159977908689249,0.2,0.108857808857809
"SNAI2",0.0607843137254902,0.0603490002466985,0.0572434101845867,0.0512605042016807,0.132189480761134,0.142663962136579,0.1,0.0666666666666667,-0.0215291750503018,0.0333333333333333,0.0883813657251559,0.0623459354660019,0.19229901746794,-0.1,0.0563218390804598,0.0666666666666667,-0.0759993691455866,0.12,0.142005831782137,0.0857025382840361,0.141505573027608,0.135053960124383,0.141711758594619,0.110909090909091,0.125194805194805,-0.071807988677007,0.180646753035862,0.0176470588235294,0.0156862745098039,0.153730637435759,0.117932285280326,-0.14202231760083,-0.0162957074721781,-0.127247214597337,-0.125194805194805,-0.110909090909091,0.132200994289001,-0.0857025382840361,-0.135053960124383,0.0755427481410204,0.0759993691455866,0.0759993691455866,0.131692307692308,-0.102352941176471,-0.112557022809124,-0.12,-0.121007727034476,0.0181798927536511,-0.128070175438597,-0.129824561403509,-0.137616769195717,-0.000376732971669681,-0.132101882016398,-0.1,0.115619457644558
"RAS",-0.18,-0.184892253931275,-0.185882352941176,-0.18,-0.072390180878553,-0.250649350649351,-0.1,0.1,-0.0852813852813853,0.12,-0.12594653573377,0.154444444444444,0.109855072463768,-0.0932142857142857,0.126666666666667,0.133333333333333,-0.220512820512821,0,0.0774509803921569,0.0921833578792342,0.0792240300375469,0.0941176470588235,0.0761471069606239,0.1,0.1,-0.0834352629085115,0.00988724254263804,0.179210526315789,0.195,0.0866666666666667,-0.0236964175217738,-0.078130109793485,-0.192936016511868,0.0553926902764112,-0.1,-0.1,0.161789577187807,-0.0921833578792342,-0.0941176470588235,0.11474358974359,0.220512820512821,0.220512820512821,0.016125786163522,0.1,0.08,0.1,0.0816949152542373,0.0914038342609771,-0.15,-0.144736842105263,-0.161717974180735,-0.00849802371541502,0.0706721860831855,0,0.1292
"KLF4",0.0727272727272727,0.065019955654102,0.0567272727272727,0.0527272727272727,0.21050869606382,0.209433962264151,0.2,0.1,-0.028,0.04,0.170213507625272,0.0694179894179894,0.351999799382807,-0.133333333333333,0.0657142857142857,0.08,-0.0964102564102564,0.233333333333333,0.293803166816045,0.113472652218782,0.293083526636135,0.2765617875057,0.297431352723091,0.233333333333333,0.250980392156863,-0.118794379950866,0.407864739145227,-0.0295187165775401,-0.0236363636363636,0.230592525374739,0.320345990027615,-0.298054017729318,0.0305496444125917,-0.201657815344501,-0.250980392156863,-0.233333333333333,0.233111850554025,-0.113472652218782,-0.2765617875057,0.100086726998492,0.0964102564102564,0.0964102564102564,0.230406101834673,-0.216666666666667,-0.222916666666667,-0.233333333333333,-0.24119623655914,0.019304347826087,-0.210909090909091,-0.210909090909091,-0.224311152764761,-0.00432391138273491,-0.27007405388215,-0.1,0.155982905982906
"HEY1",0.0727272727272727,0.065019955654102,0.0567272727272727,0.0527272727272727,0.21050869606382,0.209433962264151,0.2,0.1,-0.028,0.04,0.170213507625272,0.0694179894179894,0.351999799382807,-0.133333333333333,0.0657142857142857,0.08,-0.0964102564102564,0.233333333333333,0.293803166816045,0.113472652218782,0.293083526636135,0.2765617875057,0.297431352723091,0.233333333333333,0.250980392156863,-0.118794379950866,0.407864739145227,-0.0295187165775401,-0.0236363636363636,0.230592525374739,0.320345990027615,-0.298054017729318,0.0305496444125917,-0.201657815344501,-0.250980392156863,-0.233333333333333,0.233111850554025,-0.113472652218782,-0.2765617875057,0.100086726998492,0.0964102564102564,0.0964102564102564,0.230406101834673,-0.216666666666667,-0.222916666666667,-0.233333333333333,-0.24119623655914,0.019304347826087,-0.210909090909091,-0.210909090909091,-0.224311152764761,-0.00432391138273491,-0.27007405388215,-0.1,0.155982905982906
"FOXC2",0.0727272727272727,0.065019955654102,0.0567272727272727,0.0527272727272727,0.21050869606382,0.209433962264151,0.2,0.1,-0.028,0.04,0.170213507625272,0.0694179894179894,0.351999799382807,-0.133333333333333,0.0657142857142857,0.08,-0.0964102564102564,0.233333333333333,0.293803166816045,0.113472652218782,0.293083526636135,0.2765617875057,0.297431352723091,0.233333333333333,0.250980392156863,-0.118794379950866,0.407864739145227,-0.0295187165775401,-0.0236363636363636,0.230592525374739,0.320345990027615,-0.298054017729318,0.0305496444125917,-0.201657815344501,-0.250980392156863,-0.233333333333333,0.233111850554025,-0.113472652218782,-0.2765617875057,0.100086726998492,0.0964102564102564,0.0964102564102564,0.230406101834673,-0.216666666666667,-0.222916666666667,-0.233333333333333,-0.24119623655914,0.019304347826087,-0.210909090909091,-0.210909090909091,-0.224311152764761,-0.00432391138273491,-0.27007405388215,-0.1,0.155982905982906
"Ecadherin",0.0527272727272727,0.0688174240085324,0.065019955654102,0.0567272727272727,0.212053949926954,0.219960278053625,0.233333333333333,0.08,-0.019304347826087,-0.0236363636363636,0.17002728788598,0.0837037037037037,0.362102892166312,-0.134599156118143,0.0694179894179894,0.0657142857142857,-0.100086726998492,0.233333333333333,0.298469833482711,0.116316254114517,0.297431352723091,0.293083526636135,0.298054017729318,0.250980392156863,0.2765617875057,-0.118493356471034,0.410044226324714,-0.0305496444125917,-0.0295187165775401,0.237686346885037,0.223461861497917,-0.299921431361437,0.0301574875498466,-0.199327899221482,-0.2765617875057,-0.250980392156863,0.237858685997063,-0.116316254114517,-0.293803166816045,0.0975727605180448,0.100086726998492,0.100086726998492,0.236773143033175,-0.222916666666667,-0.24119623655914,-0.216666666666667,-0.25379466175599,0.0195464785766923,-0.210909090909091,-0.224311152764761,-0.239552788452493,-0.0117064617183054,-0.275794877680777,-0.1,0.158776202072291
"cateninmemb",0.0527272727272727,0.0688174240085324,0.065019955654102,0.0567272727272727,0.212053949926954,0.219960278053625,0.233333333333333,0.08,-0.019304347826087,-0.0236363636363636,0.17002728788598,0.0837037037037037,0.362102892166312,-0.134599156118143,0.0694179894179894,0.0657142857142857,-0.100086726998492,0.233333333333333,0.298469833482711,0.116316254114517,0.297431352723091,0.293083526636135,0.298054017729318,0.250980392156863,0.2765617875057,-0.118493356471034,0.317709541235008,-0.0305496444125917,-0.0295187165775401,0.237686346885037,0.2494069559646,-0.299921431361437,0.0301574875498466,-0.199327899221482,-0.2765617875057,-0.250980392156863,0.237858685997063,-0.116316254114517,-0.293803166816045,0.0975727605180448,0.100086726998492,0.100086726998492,0.236773143033175,-0.222916666666667,-0.24119623655914,-0.216666666666667,-0.25379466175599,0.0195464785766923,-0.210909090909091,-0.224311152764761,-0.239552788452493,-0.0117064617183054,-0.275794877680777,-0.1,0.158776202072291
"TWIST1",0.126060606060606,0.122740167760394,0.11476750261233,0.11226750261233,0.229378457393887,0.300674763832659,0.1,-0.05,-0.0692010192010192,-0.173333333333333,0.134673186589663,-0.0638262867076426,0.351234142201884,-0.18833646028768,-0.0672161172161172,-0.0576923076923077,-0.035997682594773,0.233333333333333,0.293930158730159,0.174800238835327,0.294866192225844,0.28000675447484,0.300838627141617,0.247619047619048,0.258730158730159,-0.064146786199597,0.380639908704216,-0.248276125095347,-0.229855072463768,0.315905315614618,0.34719379463893,-0.302161226336557,0.247778612657536,-0.228451360193169,-0.258730158730159,-0.247619047619048,0.328071459319845,-0.174800238835327,-0.278730158730159,0.0407922031427182,0.035997682594773,0.035997682594773,0.336694888868802,-0.137333333333333,-0.141442922374429,-0.133333333333333,-0.155728636660143,0.0622703261317123,-0.103703703703704,-0.103703703703704,-0.115024458420685,0.0577326628174086,-0.185032453780603,0.1,0.218290186213884
