"","TWIST1","SUFU","NOTCHic","ERK","Jagged","NOTCH","SNAI1","MEK","AXIN2","RKIP","DSH","SMO","LIV1","TCFLEF","CD44","Wnt","Frizzled","FUS","cateninmemb","ZEB2","ZEB1","SHH","GLI","RAF","PI3K","DELTA","Patched","RAS","IKK","TGFR","AKT","CDC42","TGF","Ecadherin","SMAD","miR200","HEY1","GSK3","KLF4","SNAI2","ILK","SOSGRB2","NFB","PAK1","Destcompl","cateninnuc","TrCP","SRC","cMet","Csn","STAT","cfos","EGR1","Csl","FOXC2"
"FOXC2",0.396610021786492,0.2,0.20066985645933,0.0955080213903743,0.456394530007723,0.203762639964485,0.0474407265424466,0.102724516235735,0.53736003508834,0.0312719027004741,0.366666666666667,0.333333333333333,0.3,0.507491394784561,0.493779020202621,0.461605107159143,0.431372549019608,0.3,0.58723989312404,0.0383178534571723,0.0383178534571723,0.376411290322581,0.492639589917763,0.172564102564103,0.172564102564103,0.172564102564103,0.364583333333333,0.183593514328808,-0.155238095238095,0.00909090909090909,-0.173756613756614,0.00509090909090909,0.00665188470066519,0.475071435495151,-0.016463768115942,0.0367399267399267,-0.0292589763177998,-0.175770754545368,0.0592592592592593,0.420511349780396,0.0106666666666667,-0.198813607775872,0.16,-0.00909090909090909,-0.161179490176938,-0.522310821932755,0.1,-0.431372549019608,-0.461605107159143,0.1,-0.366666666666667,-0.107272727272727,-0.08,-0.169090909090909,-0.243663597051377
"MEK",0.0288234967646732,0.1,0.0915306915306915,0.0654512105649303,0.0509984639016897,0.0747423703628083,-0.00535541530365773,-0.027882122768403,-0.0650083627931729,-0.1781291463954,-0.0333333333333333,0.076,0,-0.0785278067319048,-0.0665685192000981,-0.0664102564102564,-0.0433333333333333,0.08,-0.171674240339951,0.0417268110496231,0.0417268110496231,0.0579779277831351,-0.0713053613053613,-0.109010434010434,-0.109010434010434,-0.109010434010434,0.0612459016393443,-0.10488344988345,0.104437229437229,-0.0525411659991099,0.0914960529666412,-0.060952380952381,-0.0613002900867012,-0.165057381448401,0.0645856248817829,0.0423210393684652,0.0598099461514096,-0.156063703936044,0.0495456719273075,-0.37893158035132,-0.0701206802323364,0.11815873015873,-0.0892857142857143,0.0466666666666667,-0.00439181606192548,0.0802006691854364,-0.1,0.0385964912280702,0.0616734143049932,-0.114285714285714,0.0333333333333333,-0.0803448275862069,-0.07,-0.0838383838383839,-0.0114978373599063
"ERK",0.0253560903846455,0.08,0.0747423703628083,-0.027882122768403,0.0416611145040993,0.0794515116370465,-0.0106794893777318,-0.0359601171973724,-0.0762278749882949,-0.171165358094565,-0.0433333333333333,0.0612459016393443,-0.0333333333333333,-0.0802006691854364,-0.0785278067319048,-0.0713053613053613,-0.0664102564102564,0.076,-0.172226218260834,0.04345909451419,0.04345909451419,0.0526639181212994,-0.0830848099269152,-0.10488344988345,-0.10488344988345,-0.10488344988345,0.0579779277831351,-0.111594120950557,0.0914960529666412,-0.0613002900867012,0.102505227278568,-0.0525411659991099,-0.0560805098669209,-0.169417148012081,0.0709686036051872,0.0396249609370927,0.0567382737964608,-0.149070061792538,0.0410185401443618,-0.380825178187208,-0.0645856248817829,0.116216982585915,-0.104437229437229,0.060952380952381,-0.00848802049634863,0.0856867802965475,-0.114285714285714,0.0616734143049932,0.0665685192000981,-0.0892857142857143,0.0385964912280702,-0.0654512105649303,-0.0803448275862069,-0.0915306915306915,-0.00995937582144478
"Ecadherin",0.407224546926157,0.3,0.203762639964485,0.102724516235735,0.463946017421911,0.218260781228425,0.045858448061434,0.0968421632945587,0.560246633026485,0.037638943898976,0.431372549019608,0.364583333333333,0.366666666666667,0.522310821932755,0.507491394784561,0.492639589917763,0.461605107159143,0.333333333333333,0.600188611072758,0.0435311235993524,0.0435311235993524,0.387434912369825,0.505972923251097,0.183593514328808,0.183593514328808,0.183593514328808,0.376411290322581,0.1813588774573,-0.173756613756614,0.00665188470066519,-0.172457912457912,0.00909090909090909,0.009002698443884,0.377992564998559,-0.01864294487139,0.0406505412650664,-0.0352992447741757,-0.173563249026604,0.0643225503984998,0.429963487047103,0.016463768115942,-0.211971502512714,0.155238095238095,-0.00509090909090909,-0.166678092227264,-0.527726321465902,0.1,-0.461605107159143,-0.493779020202621,0.16,-0.431372549019608,-0.0955080213903743,-0.107272727272727,-0.20066985645933,-0.254876411696686
"cateninmemb",0.407224546926157,0.3,0.203762639964485,0.102724516235735,0.463946017421911,0.218260781228425,0.045858448061434,0.0968421632945587,0.560246633026485,0.037638943898976,0.431372549019608,0.364583333333333,0.366666666666667,0.522310821932755,0.507491394784561,0.492639589917763,0.461605107159143,0.333333333333333,0.497189542824125,0.0435311235993524,0.0435311235993524,0.387434912369825,0.505972923251097,0.183593514328808,0.183593514328808,0.183593514328808,0.376411290322581,0.1813588774573,-0.173756613756614,0.00665188470066519,-0.172457912457912,0.00909090909090909,0.009002698443884,0.369697252732553,-0.01864294487139,0.0406505412650664,-0.0352992447741757,-0.173563249026604,0.0643225503984998,0.429963487047103,0.016463768115942,-0.211971502512714,0.155238095238095,-0.00509090909090909,-0.166678092227264,-0.527726321465902,0.1,-0.461605107159143,-0.493779020202621,0.16,-0.431372549019608,-0.0955080213903743,-0.107272727272727,-0.20066985645933,-0.254876411696686
"RKIP",0.0387136066547831,0.1,0.0838383838383839,0.0803448275862069,0.0509984639016897,0.0915306915306915,-0.0111246460728885,0.0654512105649303,-0.055098452883263,-0.163655462184874,0,0.08,0,-0.0665685192000981,-0.0616734143049932,-0.0433333333333333,-0.0333333333333333,0.1,-0.161430337900926,0.049663318986131,0.049663318986131,0.0612459016393443,-0.0664102564102564,-0.0944805194805195,-0.0944805194805195,-0.0944805194805195,0.076,-0.109010434010434,0.0892857142857143,-0.060952380952381,0.104437229437229,-0.0466666666666667,-0.0525411659991099,-0.165603829535832,0.0701206802323364,0.044488222031004,0.0543554006968641,-0.149921197793538,0.043663318986131,-0.37187561928076,-0.0631899871630295,0.107047619047619,-0.114285714285714,0.0666666666666667,-0.0127600168987456,0.0785278067319048,-0.1,0.0333333333333333,0.0385964912280702,-0.1,0,-0.07,-0.12,-0.111111111111111,-0.023209549071618
"RAF",0.0387136066547831,0.1,0.0838383838383839,0.0803448275862069,0.0509984639016897,0.0915306915306915,-0.0111246460728885,0.0654512105649303,-0.055098452883263,-0.163655462184874,0,0.08,0,-0.0665685192000981,-0.0616734143049932,-0.0433333333333333,-0.0333333333333333,0.1,-0.161430337900926,0.049663318986131,0.049663318986131,0.0612459016393443,-0.0664102564102564,-0.0944805194805195,-0.0944805194805195,-0.0944805194805195,0.076,-0.109010434010434,0.0892857142857143,-0.060952380952381,0.104437229437229,-0.0466666666666667,-0.0525411659991099,-0.165603829535832,0.0701206802323364,0.044488222031004,0.0543554006968641,-0.149921197793538,0.043663318986131,-0.37187561928076,-0.0631899871630295,0.107047619047619,-0.114285714285714,0.0666666666666667,-0.0127600168987456,0.0785278067319048,-0.1,0.0333333333333333,0.0385964912280702,-0.1,0,-0.07,-0.12,-0.111111111111111,-0.023209549071618
"TGFR",-0.0465941742454198,0.02,0.0731034482758621,-0.222088554720134,-0.00945924313248383,0.0767005705780203,-0.0443776148764081,-0.230307732802325,-0.0105233477908728,0.0744588744588745,-0.0142857142857143,-0.00988505747126437,0,-0.00643856639884445,-0.0107447864945382,-0.0223989218328841,-0.0242857142857143,-0.0133333333333333,0.00448532842206889,0.105145160861235,0.105145160861235,-0.00965553769725306,-0.0230440831232067,-0.0553571428571429,-0.0553571428571429,-0.0553571428571429,-0.0192600574712644,-0.0612050960735171,0.0661654135338346,0.0833730158730159,0.0708165763245323,0.181587301587302,0.0826637960148599,0.0144984053903461,-0.0060291585351854,0.11892214045996,-0.0265509974306418,0.215001765406791,0.110870473284661,0.0407762354142427,0.00709677419354839,-0.293827160493827,-0.0714285714285714,-0.191111111111111,0.0449122274212322,0.00617284452107652,-0.1,0.01,0.00811320754716981,-0.1,0,0.224310776942356,0.219047619047619,-0.08,0.0550446852369199
"TGF",-0.0448148148148148,0,0.08,-0.224310776942356,-0.0138070692194404,0.0731034482758621,-0.0446726001271456,-0.222088554720134,-0.00837742504409171,0.0744588744588745,0,-0.0133333333333333,0,-0.0107447864945382,-0.00811320754716981,-0.0242857142857143,-0.0142857142857143,0.02,0.000559231424378362,0.110805538219726,0.110805538219726,-0.0192600574712644,-0.0223989218328841,-0.0607142857142857,-0.0607142857142857,-0.0607142857142857,-0.00988505747126437,-0.0553571428571429,0.0714285714285714,0.181587301587302,0.0661654135338346,0.191111111111111,0.0833730158730159,0.0133059011314023,-0.00709677419354839,0.121561436647644,-0.0384912959381045,0.210356288634175,0.114441901856089,0.0382299391179464,0.02,-0.3,-0.1,-0.18,0.0501541629051032,0.00643856639884445,-0.2,0,0.01,-0.1,0,0.219047619047619,0.233333333333333,-0.1,0.0554813664596273
"Destcompl",-0.0756199349927417,-0.166666666666667,-0.0638660399529965,0.0127112232030265,-0.113646367241451,-0.0893169417566037,-0.0126675143099724,0.0308546831186383,-0.240772795299422,-0.0218461617385334,-0.123809523809524,-0.188440065681445,-0.0666666666666667,-0.143484777677172,-0.129512174937446,-0.137453901945968,-0.108741030658839,-0.177011494252874,-0.138510774245279,0.11307651645302,0.11307651645302,-0.193932093221758,-0.128734050368973,0.0100749876678348,0.0100749876678348,0.0100749876678348,-0.191030739256575,0.0257735747949934,-0.0351127525040569,0.0735982814178303,-0.0579315444503656,0.0593877551020408,0.0634504981665988,-0.127836673938717,-0.0970676691729323,0.147050533323878,-0.0828103520411213,0.03715324010915,0.118026040261488,-0.203812537319347,0.0906349206349207,0.0601814521683249,0.0720496894409938,-0.0793877551020408,-0.0397208321700692,0.138487327396703,0.1,0.108741030658839,0.138094264489685,0.0285714285714286,0.123809523809524,-0.0394871794871795,-0.00615384615384615,0.0921269095182139,-0.0304554908240137
"CD44",0.00820512820512821,-0.1,-0.1,-0.08,-0.256410256410256,-0.115789473684211,0.0614832535885167,-0.09,-0.2,0.218888888888889,0,-0.2,0.1,-0.204263565891473,-0.183333333333333,-0.15,-0.1,-0.1,-0.200128205128205,0.176190476190476,0.176190476190476,-0.256363636363636,-0.183333333333333,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.22,-0.0228571428571429,-0.1,0.0741666666666667,-0.106666666666667,0.0866666666666667,0.0741666666666667,-0.145183476278363,-0.242403628117914,0.190922266139657,-0.237426900584795,0.305952380952381,0.276190476190476,0.188931068931069,0.244444444444444,-0.283333333333333,0,-0.0666666666666667,0.187236712866965,0.215032796660704,-0.1,0,0.05,0,-0.1,0.1,0.1,0,-0.095
"AXIN2",-0.0691688055514966,-0.15,-0.158045112781955,0.103531646531419,-0.236889602759168,-0.151288356025198,0.0924285491570625,0.0911178534279703,0.173866793267685,0.0927957973925716,-0.173333333333333,-0.207509157509157,-0.166666666666667,-0.240772795299422,-0.238545362708566,-0.218040630847367,-0.212868217054264,-0.188461538461538,-0.247375341734314,0.177093471086462,0.177093471086462,-0.228680117696511,-0.238166417010889,0.0778914666025393,0.0778914666025393,0.0778914666025393,-0.221794871794872,0.065817975788891,-0.122222222222222,0.0768241287009724,-0.107777777777778,0.0865586419753086,0.0821046567537776,-0.172762040592526,-0.141143317230274,0.194218114342749,-0.134468270066647,0.173789454125839,0.169574000674759,-0.25091971360172,0.146698872785829,0.0576420587360279,0.10048309178744,-0.0779166666666667,0.17735581611956,0.250413953967818,0.0666666666666667,0.212868217054264,0.218040630847367,0.122222222222222,0.173333333333333,-0.0913821138211382,-0.113333333333333,0.129473684210526,-0.0745039035905546
"AKT",-0.122032526983255,-0.15,-0.187655086848635,0.0574826651972264,-0.160838271174625,-0.208386794165708,0.0710892569588222,0.0701408930453277,-0.223590166752622,0.0672732638205784,-0.155555555555556,-0.183333333333333,-0.1,-0.180837608006393,-0.171146886356908,-0.177361575622445,-0.151207729468599,-0.183333333333333,-0.160854767668423,0.235519199358121,0.235519199358121,-0.18640350877193,-0.170099005790043,0.069653086639388,0.069653086639388,0.069653086639388,-0.191666666666667,0.081942243265894,-0.0576168929110106,0.14748493543759,-0.174788610082728,0.130411764705882,0.137515146917952,-0.136333377381509,-0.14098438729027,0.259343796325474,-0.118057680777466,0.0897438284535059,0.247784525416104,-0.11349627771467,0.136607282913165,-0.00282051282051282,0.096078431372549,-0.154411764705882,0.0649597813912729,0.17576068492947,0.1,0.151207729468599,0.177361575622445,0.0666666666666667,0.155555555555556,-0.0820728291316527,-0.0761904761904762,0.213461538461538,-0.0496301729934593
"SNAI1",-0.145663821685561,-0.221428571428571,-0.219377289377289,-0.102241218373864,-0.285347730963551,-0.220193615907902,-0.198139044395712,-0.103586509853685,-0.328632432412523,-0.0731149937620268,-0.243333333333333,-0.250739602890141,-0.21,-0.295827755375724,-0.292241548479172,-0.278237056054771,-0.267017543859649,-0.256912442396313,-0.307949030546778,0.245298708993923,0.245298708993923,-0.255050282501791,-0.287195008522778,-0.153583056775309,-0.153583056775309,-0.153583056775309,-0.258739602890141,-0.157195536249858,-0.138255360623782,-0.100440205888615,-0.131310916179337,-0.104265342500637,-0.100641818791841,-0.262182894238504,-0.182599306331005,0.267549006811964,-0.166759792372721,0.0192632656122755,0.243695146655772,-0.364556720105309,0.182722307561017,0.0803821325528779,0.153070175438596,0.0997198879551821,0.15247819800192,0.299854601013308,0.158333333333333,0.27036036036036,0.282241548479172,0.158333333333333,0.243333333333333,0.104907885040531,0.0930434782608696,0.217179487179487,0.0701028075920353
"NFB",-0.142245564892624,-0.2,-0.338961038961039,0.0590476190476191,-0.384046779446171,-0.349928780896523,-0.00162629114527054,0.044014939309057,-0.477973657548126,-0.00180047639064032,-0.277777777777778,-0.308148148148148,-0.2,-0.472179661383695,-0.448972910328843,-0.405470085470085,-0.354700854700855,-0.26,-0.53947320375907,0.246948981649526,0.246948981649526,-0.367932111588115,-0.448166714683569,0.00431396607107862,0.00431396607107862,0.00431396607107862,-0.342630906768838,-0.00961638218762785,-0.257464607464608,-0.131276767676768,-0.23968682968683,-0.117676767676768,-0.125580565145122,-0.522723735718121,-0.261822910915627,0.25976713246909,-0.253766769865841,0.268864468864469,0.246153846153846,-0.629198088932273,0.275577557755776,0.193095975232198,0.254761904761905,0.122222222222222,0.219592813709833,0.492022798638597,0.3,0.354700854700855,0.405470085470085,0.371428571428571,0.277777777777778,-0.0657142857142857,-0.0857142857142857,0.305627705627706,-0.113465100636415
"TrCP",-0.140843308865048,-0.204761904761905,-0.217179487179487,-0.104907885040531,-0.283935966257669,-0.219377289377289,-0.100452211655499,-0.102241218373864,-0.31511261889271,-0.0760438640549138,-0.21,-0.256912442396313,-0.15,-0.292241548479172,-0.282241548479172,-0.267017543859649,-0.243333333333333,-0.221428571428571,-0.304736595313617,0.248373739744231,0.248373739744231,-0.258739602890141,-0.278237056054771,-0.155855784048037,-0.155855784048037,-0.155855784048037,-0.250739602890141,-0.153583056775309,-0.153070175438596,-0.104265342500637,-0.138255360623782,-0.0997198879551821,-0.100440205888615,-0.259789553967953,-0.182722307561017,0.268221437167391,-0.181045506658435,0.0143127705627706,0.247744990892532,-0.361506099924283,0.196270694657791,0.0732123212321232,0.158333333333333,0.10952380952381,0.153958461159815,0.295827755375724,0.133333333333333,0.243333333333333,0.27036036036036,0.158333333333333,0.21,0.0930434782608696,0.08,0.206410256410256,0.0692133539706884
"PAK1",-0.140843308865048,-0.204761904761905,-0.217179487179487,-0.104907885040531,-0.283935966257669,-0.219377289377289,-0.100452211655499,-0.102241218373864,-0.31511261889271,-0.0760438640549138,-0.21,-0.256912442396313,-0.15,-0.292241548479172,-0.282241548479172,-0.267017543859649,-0.243333333333333,-0.221428571428571,-0.304736595313617,0.248373739744231,0.248373739744231,-0.258739602890141,-0.278237056054771,-0.155855784048037,-0.155855784048037,-0.155855784048037,-0.250739602890141,-0.153583056775309,-0.153070175438596,-0.104265342500637,-0.138255360623782,-0.0997198879551821,-0.100440205888615,-0.259789553967953,-0.182722307561017,0.268221437167391,-0.181045506658435,0.0143127705627706,0.247744990892532,-0.361506099924283,0.196270694657791,0.0732123212321232,0.158333333333333,0.10952380952381,0.153958461159815,0.295827755375724,0.133333333333333,0.243333333333333,0.27036036036036,0.158333333333333,0.21,0.0930434782608696,0.08,0.206410256410256,0.0692133539706884
"LIV1",-0.140843308865048,-0.204761904761905,-0.217179487179487,-0.104907885040531,-0.283935966257669,-0.219377289377289,-0.100452211655499,-0.102241218373864,-0.31511261889271,-0.0760438640549138,-0.21,-0.256912442396313,-0.15,-0.292241548479172,-0.282241548479172,-0.267017543859649,-0.243333333333333,-0.221428571428571,-0.304736595313617,0.248373739744231,0.248373739744231,-0.258739602890141,-0.278237056054771,-0.155855784048037,-0.155855784048037,-0.155855784048037,-0.250739602890141,-0.153583056775309,-0.153070175438596,-0.104265342500637,-0.138255360623782,-0.0997198879551821,-0.100440205888615,-0.259789553967953,-0.182722307561017,0.268221437167391,-0.181045506658435,0.0143127705627706,0.247744990892532,-0.361506099924283,0.196270694657791,0.0732123212321232,0.158333333333333,0.10952380952381,0.153958461159815,0.295827755375724,0.133333333333333,0.243333333333333,0.27036036036036,0.158333333333333,0.21,0.0930434782608696,0.08,0.206410256410256,0.0692133539706884
"GLI",-0.103346782438463,-0.0380952380952381,-0.112444739168877,-0.20004329004329,-0.213951735520385,-0.116254262978401,-0.0652958846232696,-0.196175886728373,-0.305484601449275,-0.0283225645589101,-0.12,-0.0966478696741855,-0.15,-0.281022143704528,-0.272905260587645,-0.171385199240987,-0.149032258064516,-0.0755952380952381,-0.289599219301909,0.257220174091142,0.257220174091142,-0.0983107570513585,-0.280321369453753,-0.242419486106267,-0.242419486106267,-0.242419486106267,-0.0946070533476548,-0.240637307888445,-0.0500298364960019,0.034077206679679,-0.0406548364960019,0.033448275862069,0.0357242655032084,-0.242732937720919,-0.134731623106836,0.276324521711519,-0.13956286120972,-0.0640169013697012,0.259674817674818,-0.343967250523457,0.145001893377106,-0.153968509366739,0.060233918128655,-0.03,0.137355824809216,0.283233739639973,0.0333333333333333,0.239032258064516,0.263422501966955,0.0444444444444444,0.21,0.190952380952381,0.174285714285714,0.107444739168877,-0.0036514232886137
"Csl",-0.0235836454887081,-0.183333333333333,-0.166143584768373,-0.0733333333333333,-0.197551686647299,-0.162507221132009,-0.084019764454547,-0.0733333333333333,-0.0712218592146564,-0.0656595056491655,-0.0430769230769231,-0.214555052790347,-0.02,-0.0752037638842437,-0.0726083440369155,-0.0657553199488683,-0.0582284382284382,-0.191025641025641,-0.0834651520347927,0.258642360833089,0.258642360833089,-0.20746384033206,-0.0697875780133845,-0.0602964751390539,-0.0602964751390539,-0.0602964751390539,-0.204877633435508,-0.0591935339625833,-0.168992248062015,-0.103670068260165,-0.155813953488372,-0.0992114695340502,-0.0998151929767181,-0.0868660975189796,-0.188645654904648,0.277512287100862,-0.0866985813277373,-0.0372485572433864,0.259247757073844,-0.196545006296804,0.199756766015759,0.0243081650912203,0.166666666666667,0.108888888888889,0.0230726886030582,0.0758326947018538,0.133333333333333,0.0582284382284382,0.0681185481185481,0.166666666666667,0.0430769230769231,0.0676190476190476,0.0533333333333333,0.158248847926267,0.00825081534282234
"Csn",-0.0800319463923952,-0.142857142857143,-0.252236652236652,0.0329004329004329,-0.242714681266865,-0.274352036852037,0.0379598771087223,0.0370670995670996,-0.318293397859616,0.0422175133529212,-0.2,-0.21962481962482,-0.133333333333333,-0.300402665026815,-0.283682407792088,-0.270793518903199,-0.231034482758621,-0.198412698412698,-0.276848727079447,0.26809429280397,0.26809429280397,-0.243536330289371,-0.281710549470885,0.0345791947186748,0.0345791947186748,0.0345791947186748,-0.244356002420519,0.0378421505728015,-0.2125,0.0319112479560241,-0.2229,0.01780868385346,0.0230806990300098,-0.255846497327349,-0.19153506163279,0.295757279619091,-0.16906976744186,0.11454186191116,0.281957911369676,-0.305183958926238,0.188707298136646,0.0649648333909835,0.233333333333333,-0.0431818181818182,0.112855102921313,0.304311263944433,0.3,0.231034482758621,0.270793518903199,0.2,0.2,-0.0575757575757576,-0.0666666666666667,0.253535353535354,-0.114858392401907
"GSK3",-0.0545264307809919,-0.195454545454545,-0.249261522790935,0.080864252133602,-0.233214695231343,-0.237573211102623,0.0484157478292969,0.0695006157699656,-0.306702835126787,0.065557687926109,-0.190789473684211,-0.238618907973747,-0.175,-0.259634019634782,-0.258654500489635,-0.238221779940046,-0.233646616541353,-0.219264069264069,-0.260011443654045,0.279670439411464,0.279670439411464,-0.245244087766508,-0.256618006355141,0.0643733264695699,0.0643733264695699,0.0643733264695699,-0.240459398771293,0.0534489567216707,-0.203491379310345,0.0326354592738474,-0.180414456233422,0.0434368530020704,0.0408405874789756,-0.262440156017012,-0.175862078021723,0.301307231379358,-0.159081484625489,0.0130316934506175,0.273252610908738,-0.282271762446752,0.18740630590778,0.0577503910345657,0.18625,-0.0272463768115942,0.0807981626174789,0.267989282792676,0.18,0.233646616541353,0.239606881442016,0.2175,0.190789473684211,-0.0695860566448802,-0.0992156862745098,0.221988795518207,-0.150614599598688
"SMAD",-0.0243903807594431,-0.0833333333333333,-0.0853530377668309,-0.0522023362983603,-0.108297863426896,-0.0853530377668309,-0.0415145978573398,-0.0512407978368219,-0.0814116850251008,-0.045877444264541,-0.0619047619047619,-0.128333333333333,-0.02,-0.087169826953848,-0.0829635854341737,-0.0901098901098901,-0.0785714285714286,-0.108333333333333,-0.0926434402447304,0.280037214698755,0.280037214698755,-0.124117924581926,-0.0937070124120484,0.0364378910754457,0.0364378910754457,0.0364378910754457,-0.123746177370031,0.038740522654393,-0.0917366946778711,-0.0484688391053959,-0.0824033613445378,-0.049027498323273,-0.0476720263563919,-0.0923885499496801,-0.205554217472026,0.298078304948603,-0.118973939338836,0.0803058692908317,0.284944432800276,-0.202952705038339,0.113649455567264,0.0214359656906241,0.0976190476190476,0.0476190476190476,0.0503584405298101,0.087169826953848,0.05,0.0652380952380952,0.0789635854341737,0.0833333333333333,0.0485714285714286,0.0382488479262673,0.0285714285714286,0.0819047619047619,-0.0513787437987385
"DELTA",-0.011,0,-0.22,-0.02,-0.17974025974026,-0.248571428571429,-0.0833333333333333,-0.0533333333333333,-0.0342857142857143,-0.0717948717948718,0,-0.133333333333333,0,-0.0582284382284382,-0.0430769230769231,-0.02,0,-0.1,-0.0742344978964697,0.280676328502415,0.280676328502415,-0.191025641025641,-0.0430769230769231,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.183333333333333,-0.0515151515151515,-0.133333333333333,-0.0888888888888889,-0.166666666666667,-0.1,-0.108888888888889,-0.083859649122807,-0.223809523809524,0.310909090909091,-0.1,-0.0409961685823755,0.311111111111111,-0.190874811463047,0.2,0.02,0.1,0,0.020988416988417,0.0681185481185481,0,0,0.02,0,0,0,-0.1,0.2,-0.0171428571428571
"TCFLEF",0.01538469221429,0.0166666666666667,-0.0846006695361071,0.0457723577235772,-0.147000304273407,-0.105530902094247,0.128092370205341,0.0491737182677949,0.11121221001221,0.0465817146530743,-0.143137254901961,-0.0804761904761905,-0.0666666666666667,-0.371456781995588,-0.251640058055152,-0.231726998491704,-0.188137254901961,-0.0566666666666667,-0.450896577525762,0.281370458975722,0.281370458975722,-0.115485096076824,-0.252223892901642,-0.0330555849815777,-0.0330555849815777,-0.0330555849815777,-0.106282642089094,-0.033712615204968,-0.0844323418516967,0.0655565401055512,-0.0909540809821315,0.0580799045915325,0.0602585268605181,-0.436675415860377,-0.125647075565965,0.30109476868513,-0.107871221492689,0.134382883106717,0.285545581869111,-0.536618212056507,0.122396597554492,0.0051963764778136,0.107012987012987,-0.0743589743589744,0.217696256235751,0.380906953816894,0.114285714285714,0.186666666666667,0.23025641025641,0.087012987012987,0.141666666666667,-0.0581533101045296,-0.0557142857142857,0.0806791009086561,-0.280586997895489
