"","TWIST1","SUFU","NOTCHic","ERK","Jagged","NOTCH","SNAI1","MEK","AXIN2","RKIP","DSH","SMO","LIV1","TCFLEF","CD44","Wnt","Frizzled","FUS","cateninmemb","ZEB2","ZEB1","SHH","GLI","RAF","PI3K","DELTA","Patched","RAS","IKK","TGFR","AKT","CDC42","TGF","Ecadherin","SMAD","miR200","HEY1","GSK3","KLF4","SNAI2","ILK","SOSGRB2","NFB","PAK1","Destcompl","cateninnuc","TrCP","SRC","cMet","Csn","STAT","cfos","EGR1","Csl","FOXC2"
"Frizzled",0.0386974789915966,0.1,0.235714285714286,-0.0992156862745098,0.224289215686275,0.221988795518207,-0.0432022084195997,-0.0695860566448802,0.269837914023961,-0.0678571428571429,0.2,0.195454545454545,0.1,0.239606881442016,0.233646616541353,0.190789473684211,0.175,0.15,0.243875437180522,-0.291807889540747,-0.291807889540747,0.238618907973747,0.233646616541353,-0.0805536568694463,-0.0805536568694463,-0.0805536568694463,0.219264069264069,-0.0545694049009424,0.2175,-0.0272463768115942,0.18625,-0.0533333333333333,-0.0434368530020704,0.257599592906438,0.182500645530422,-0.311742424242424,0.176279323513366,-0.110862068965517,-0.289075630252101,0.269986674643751,-0.202126813754721,-0.0424242424242424,-0.18,0.0333333333333333,-0.0750124731074106,-0.258654500489635,-0.1,-0.175,-0.190789473684211,-0.2,-0.1,0.0933333333333333,0.133333333333333,-0.185714285714286,0.165515488183787
"Wnt",0.0244117647058823,0,0.185714285714286,-0.0933333333333333,0.190955882352941,0.235714285714286,-0.0606625258799172,-0.0992156862745098,0.23030303030303,-0.05,0.2,0.15,0,0.233646616541353,0.190789473684211,0.175,0.2,0.1,0.24228813559322,-0.290817790530846,-0.290817790530846,0.219264069264069,0.190789473684211,-0.0669172932330827,-0.0669172932330827,-0.0669172932330827,0.195454545454545,-0.0805536568694463,0.18,-0.0533333333333333,0.2175,-0.0333333333333333,-0.0272463768115942,0.242914278221123,0.202126813754721,-0.324242424242424,0.165641025641026,-0.0872257053291536,-0.317647058823529,0.263362068965517,-0.181196581196581,-0.0454545454545455,-0.2,0.1,-0.0896013325238562,-0.239606881442016,-0.1,-0.1,-0.175,-0.1,-0.1,0.133333333333333,0.1,-0.2,0.174817813765182
"Jagged",0.011,0,0.22,0.02,0.17974025974026,0.248571428571429,0.0833333333333333,0.0533333333333333,0.0342857142857143,0.0717948717948718,0,0.133333333333333,0,0.0582284382284382,0.0430769230769231,0.02,0,0.1,0.0742344978964697,-0.280676328502415,-0.280676328502415,0.191025641025641,0.0430769230769231,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.183333333333333,0.0515151515151515,0.133333333333333,0.0888888888888889,0.166666666666667,0.1,0.108888888888889,0.083859649122807,0.223809523809524,-0.310909090909091,0.1,0.0409961685823755,-0.311111111111111,0.190874811463047,-0.2,-0.02,-0.1,0,-0.020988416988417,-0.0681185481185481,0,0,-0.02,0,0,0,0.1,-0.2,0.0171428571428571
"DSH",0.0500449967220931,0.15,0.221988795518207,-0.0695860566448802,0.219638052895577,0.249261522790935,-0.0545065562456867,-0.080864252133602,0.287981373939572,-0.0517732267732268,0.175,0.219264069264069,0.1,0.258654500489635,0.239606881442016,0.233646616541353,0.190789473684211,0.195454545454545,0.260718782292418,-0.276847259619488,-0.276847259619488,0.240459398771293,0.238221779940046,-0.0545694049009424,-0.0545694049009424,-0.0545694049009424,0.238618907973747,-0.0643733264695699,0.18625,-0.0434368530020704,0.203491379310345,-0.0272463768115942,-0.0326354592738474,0.255229092467456,0.18740630590778,-0.305644863266815,0.158735463864243,-0.100885270821666,-0.290046504038509,0.28011473052268,-0.182500645530422,-0.0619364375461936,-0.2175,0.0533333333333333,-0.0883712517333648,-0.259634019634782,-0.2,-0.190789473684211,-0.233646616541353,-0.18,-0.175,0.0992156862745098,0.0933333333333333,-0.235714285714286,0.149498172166471
"SHH",-0.15,0,0,-0.1,-0.105714285714286,-0.0333333333333333,-0.0666666666666667,-0.04,-0.342857142857143,-0.08,-0.2,-0.1,0,-0.233333333333333,-0.2,-0.3,-0.2,0,-0.171469534050179,-0.275,-0.275,-0.186666666666667,-0.3,-0.05,-0.05,-0.05,-0.0666666666666667,0.00384615384615384,0.1,-0.166666666666667,0.1,-0.166666666666667,-0.166666666666667,-0.0202777777777778,0.1,-0.283333333333333,0.0666666666666667,0.0435897435897436,-0.25,-0.241455938697318,-0.0666666666666667,0.15,0,0.2,0.045974025974026,0.222222222222222,0,0.1,0.2,0,0.1,0.1,0,0.1,0.225
"Patched",-0.153703703703704,0,-0.0333333333333333,-0.04,-0.109417989417989,-0.00606060606060606,-0.056989247311828,-0.0630769230769231,-0.379220779220779,-0.0514285714285714,-0.2,-0.0666666666666667,-0.1,-0.222222222222222,-0.233333333333333,-0.3,-0.3,-0.1,-0.163136200716846,-0.275,-0.275,-0.161666666666667,-0.325,0.00384615384615384,0.00384615384615384,0.00384615384615384,-0.186666666666667,-0.0274038461538462,0.1,-0.166666666666667,0.142857142857143,-0.166666666666667,-0.15,-0.0309573894282632,0.12,-0.283333333333333,0.105128205128205,0.0721611721611722,-0.283333333333333,-0.240122605363985,-0.1,0.183333333333333,-0.1,0.166666666666667,0.0228971028971029,0.236785329018339,0,0.2,0.2,0,0.1,0.1,0.1,0,0.205
"SRC",0.12251610458507,0.1,0.0773809523809524,0.00505050505050505,0.284682427664079,0.0845238095238095,-0.0559351004363176,0.0258052220316371,0.38876067831187,-0.170902574128381,0.2,0.23,0,0.380997600959616,0.362704918032787,0.325,0.275,0.15,0.404714863044454,-0.274992512728362,-0.274992512728362,0.272047930283224,0.362704918032787,0.0976387150604923,0.0976387150604923,0.0976387150604923,0.248518518518518,0.109759927181704,0.0384615384615385,-0.0553571428571429,0.0217948717948718,-0.0791666666666667,-0.0644480519480519,0.361598407039584,0.194849454717876,-0.291679109939979,0.204956967891427,-0.302077922077922,-0.380878552971576,0.212423746689903,-0.215570175438596,0.0542857142857143,0,0.0666666666666667,-0.16739010989011,-0.39509156069116,0.1,-0.275,-0.325,0,-0.1,0.00606060606060606,0.0333333333333333,-0.025,0.129757236227824
"NOTCH",0.0160847457627119,0.1,0.248571428571429,0.0533333333333333,0.198258778258778,0.158248847926267,0.091025641025641,0.0676190476190476,0.051266846361186,0.0683465959328028,0,0.183333333333333,0,0.0681185481185481,0.0582284382284382,0.0430769230769231,0.02,0.133333333333333,0.0789465397812865,-0.273268921095008,-0.273268921095008,0.214555052790347,0.0582284382284382,0.0515151515151515,0.0515151515151515,0.0515151515151515,0.191025641025641,0.055862977602108,0.166666666666667,0.108888888888889,0.166666666666667,0.0888888888888889,0.0992114695340502,0.0862790039615167,0.20047619047619,-0.290909090909091,0.11304347826087,0.0409961685823755,-0.280676328502415,0.193520314108549,-0.223809523809524,-0.0147368421052632,-0.133333333333333,-0.1,-0.0228575758669217,-0.0726083440369155,0,-0.02,-0.0430769230769231,-0.1,0,-0.02,0,-0.22,-0.00122448979591837
"SMO",-0.144880174291939,-0.1,-0.00606060606060606,-0.0630769230769231,-0.0951322751322751,-0.0260606060606061,-0.0474654377880184,-0.0236829836829837,-0.386117330944917,-0.0514285714285714,-0.3,-0.186666666666667,-0.1,-0.236785329018339,-0.222222222222222,-0.325,-0.3,-0.0666666666666667,-0.175757559940147,-0.269915254237288,-0.269915254237288,-0.161666666666667,-0.313888888888889,-0.0274038461538462,-0.0274038461538462,-0.0274038461538462,-0.161666666666667,-0.00414803220035778,0.142857142857143,-0.15,0.130857142857143,-0.166666666666667,-0.15,-0.0276363562179311,0.124761904761905,-0.279535864978903,0.119413919413919,0.051772822646609,-0.283333333333333,-0.247741652983032,-0.12,0.199122807017544,-0.1,0.166666666666667,0.0384009788660951,0.230770291424354,0,0.2,0.233333333333333,-0.1,0.2,0.04,0.1,0.0333333333333333,0.201551724137931
"FUS",-0.148545095757908,-0.0666666666666667,-0.0260606060606061,-0.0236829836829837,-0.102361190794926,-0.00560606060606061,-0.053125815146509,-0.0317289606944779,-0.397918573180942,-0.0400883652430044,-0.3,-0.161666666666667,-0.2,-0.230770291424354,-0.236785329018339,-0.313888888888889,-0.325,-0.186666666666667,-0.171102066457838,-0.263166787979619,-0.263166787979619,-0.15459595959596,-0.327350427350427,-0.00414803220035778,-0.00414803220035778,-0.00414803220035778,-0.161666666666667,-0.0185585125497028,0.130857142857143,-0.15,0.15778021978022,-0.15,-0.146808510638298,-0.034759643889164,0.121536098310292,-0.272605171909596,0.126660296225514,0.0654851972285488,-0.281693989071038,-0.248280252623966,-0.124761904761905,0.19527665317139,-0.142857142857143,0.166666666666667,0.026576161347847,0.238378987076528,-0.1,0.233333333333333,0.222222222222222,-0.1,0.2,0.0630769230769231,0.04,0.00606060606060606,0.192341197822142
"SUFU",-0.148338910190897,-0.186666666666667,-0.00560606060606061,-0.0317289606944779,-0.0997483641916003,-0.0183044733044733,-0.049889017872233,-0.019388535162563,-0.398621149293354,-0.0502924468756575,-0.325,-0.161666666666667,-0.2,-0.238378987076528,-0.230770291424354,-0.327350427350427,-0.313888888888889,-0.161666666666667,-0.178469051451016,-0.26268369619218,-0.26268369619218,-0.161931866931867,-0.321774219171989,-0.0185585125497028,-0.0185585125497028,-0.0185585125497028,-0.15459595959596,-0.00906484166362681,0.15778021978022,-0.146808510638298,0.146370823807065,-0.15,-0.150556045155063,-0.032596925042614,0.119457576370338,-0.270746435850116,0.12184101911708,0.0552024208789344,-0.275107162723733,-0.252565025201421,-0.121536098310292,0.201570359465096,-0.130857142857143,0.15,0.0350291119060607,0.235667989634072,-0.1,0.222222222222222,0.236785329018339,-0.142857142857143,0.233333333333333,0.0236829836829837,0.0630769230769231,0.0260606060606061,0.197055838020653
"NOTCHic",0.0242608463916427,0.133333333333333,0.158248847926267,0.0676190476190476,0.194947519980633,0.166143584768373,0.0852055352055352,0.0733333333333333,0.063766846361186,0.0725719480454789,0.02,0.191025641025641,0,0.0726083440369155,0.0681185481185481,0.0582284382284382,0.0430769230769231,0.183333333333333,0.0823948156433554,-0.259194847020934,-0.259194847020934,0.204877633435508,0.0657553199488683,0.055862977602108,0.055862977602108,0.055862977602108,0.214555052790347,0.0602964751390539,0.166666666666667,0.0992114695340502,0.168992248062015,0.108888888888889,0.103670068260165,0.0858195858910726,0.199756766015759,-0.283394640042039,0.0899665551839465,0.0376903834584085,-0.273533471359558,0.195724722926185,-0.20047619047619,-0.0283732057416268,-0.166666666666667,-0.0888888888888889,-0.0225242425335883,-0.0752037638842437,-0.1,-0.0430769230769231,-0.0582284382284382,-0.133333333333333,-0.02,-0.0533333333333333,-0.02,-0.248571428571429,-0.00767610269914418
"STAT",0.253102777615521,0.15,0.193428722840488,0.0709803921568627,0.315786122857908,0.211875324782235,0.082700816491407,0.0742061986084756,0.441484397954986,0.0664044401544402,0.271428571428571,0.258333333333333,0.1,0.426831147296447,0.407588245088245,0.379383116883117,0.333928571428571,0.225,0.458669909118282,-0.254437869822485,-0.254437869822485,0.297641833024628,0.405433537051184,0.20365488006617,0.20365488006617,0.20365488006617,0.293217054263566,0.208878760663185,0.105714285714286,0.0517643540669856,0.104019370460048,0.0596590909090909,0.0561121801539422,0.415305192640069,0.194480537509023,-0.281699071717863,0.184,-0.139581664441478,-0.363992869875223,0.375845296149265,-0.196779388083736,-0.175328407224959,-0.12,-0.0409090909090909,-0.192119701615166,-0.438154150872132,-0.1,-0.333928571428571,-0.379383116883117,-0.1,-0.271428571428571,-0.0533333333333333,-0.0333333333333333,-0.174509803921569,-0.0541199727334697
