"","FOXC2","IKK","HEY1","GSK3","Jagged","SMAD","ILK","Patched","NOTCH","SHH","SMO","Csl","NOTCHic","AXIN2","LIV1","RAS","RAF","PI3K","DELTA","cfos","ERK","MEK","EGR1","STAT","CD44","SNAI1","Destcompl","TCFLEF","cateninnuc","GLI","Wnt","SRC","SOSGRB2","SNAI2","PAK1","TGFR","CDC42","TGF","ZEB1","cateninmemb","RKIP","Frizzled","DSH","Ecadherin","cMet","miR200","FUS","TWIST1","TrCP","SUFU","NFB","Csn","AKT","ZEB2","KLF4"
"Ecadherin",-0.0964763963047716,-0.157460317460317,0.00223583759312145,-0.100035889526248,-0.086870727315768,0.0064005333894796,0.00857971014492754,0.111760752688172,-0.0149517267734091,0.108611146388959,0.102083333333333,-0.0301435406698565,-0.0249889014945987,-0.168333317821695,-0.0666666666666667,-0.153414520083925,-0.155090497737557,-0.155090497737557,-0.155090497737557,-0.0868449197860963,-0.0940614146314571,-0.0960221989451826,-0.0927272727272727,-0.107843137254902,-0.0965947900510442,-0.00504981399545348,-0.0976594358507317,-0.101949709104593,-0.104564088189561,-0.0979538028523358,-0.103953802852336,-0.119471044231646,-0.116397339833288,-0.0585197068874179,0.00290909090909091,0.00251884700665189,0.00690909090909091,0.00125302422184176,-0.005025481881453,-0.0194886357996114,0.00317518222815173,0.119471044231646,0.107843137254902,-0.0553728625721517,0.102949305101211,-0.00150296837447675,-0.0833333333333333,0.141182410145933,0.2,-0.1,0.135238095238095,0.14,0.157460317460317,0.00457734802576556,-0.0158931082981716
"SUFU",0.199302846617699,-0.0312967032967033,0.164011804504209,-0.0441353383186682,0.0128378536958224,0.160758340635417,0.1605273937532,0.101338383838384,0.103499278499278,0.0994078819078819,0.0841666666666667,0.0909090909090909,0.0931818181818182,-0.166134986583779,0,-0.192309631050298,-0.191360263961691,-0.191360263961691,-0.191360263961691,0.124662004662005,0.123512579374648,0.125640238949116,0.127692307692308,-0.02,-0.0181758603628813,0.209524987111952,-0.0235373591813835,-0.0222519473194031,-0.0238376250687637,0.0871195151399612,0.0860042735042735,-0.0311111111111111,-0.134167586799166,-0.00288756721183832,0.203333333333333,0.198991757715162,0.197927927927928,0.198005564421276,0.311585889319387,-0.0589103332557459,-0.164296233957501,-0.0763888888888889,-0.0875,0.0237892307371006,0.0204314994606257,0.221459891473393,-0.0675,-0.0899378314143887,0.05,-0.08,0.0351428571428571,0.00714285714285715,0.0239141529611328,0.00574207108085069,-0.00794858370690313
"Wnt",0.403724696356275,-0.00666666666666668,0.176410256410256,-0.123746081504702,0.125882352941176,0.183800437288809,0.167521367521368,0.109090909090909,0.202380952380952,0.123376623376623,0.1,0.2,0.185714285714286,0.135757575757576,0,-0.136158578263841,-0.127067669172932,-0.127067669172932,-0.127067669172932,0.0333333333333333,0.0533333333333333,0.0592156862745098,0,0.1,0.0842105263157895,0.287267080745342,-0.0111163000669375,0.087781954887218,0.0871197032315889,0.0842105263157895,0.1,0.1,-0.0575757575757576,-0.0157758620689655,0.1,0.12,0.1,0.111304347826087,0.351362984218077,0.0166949152542373,-0.261666666666667,-0.2,-0.2,-0.0545876887340302,-0.1,0.262929292929293,-0.1,-0.227647058823529,0.1,0,0.0666666666666667,0.1,0.0191666666666667,0.00918220946915351,-0.0176470588235294
"Destcompl",-0.15074628836366,-0.0124559341950646,-0.097261371107525,0.0159080782038273,-0.0371478121762559,-0.0951629072681704,-0.0931746031746032,0.00507216167391261,-0.0370256023209757,0.00526558527159153,0.00766283524904215,-0.0410575793184489,-0.0356227967097532,-0.109124904557656,-0.0111111111111111,0.0348994095477483,0.0344284519339336,0.0344284519339336,0.0344284519339336,-0.0363636363636364,-0.0369100844510681,-0.036488143522798,-0.0333333333333333,-0.0182539682539683,-0.00929022532477859,-0.0536115847537385,-0.0859668336904245,-0.0101121431329978,-0.00944921605497634,-0.00923892640871579,-0.00942445516567312,-0.0114046531854751,-0.00866318147871546,-0.00898241050635461,-0.0848979591836735,-0.0859868884032742,-0.0828289936664321,-0.0837208785510574,-0.14519698104342,0.00424309337894324,0.048729184835582,0.0114046531854751,0.0182539682539683,0.0228104291486965,0.00891709099642038,-0.124055497240199,-0.00766283524904215,0.0309348359960981,0,-0.0111111111111111,0.00434782608695652,0,0.00842908855748074,0.0151493326285186,0.0175995626319663
"Patched",-0.19,0.05,-0.11025641025641,0.0457875457875458,0.00423280423280423,-0.136666666666667,-0.116666666666667,-0.08,-0.0909090909090909,-0.0675,0,0,-0.1,0.161471861471861,0.1,0.194711538461538,0.188461538461538,0.188461538461538,0.188461538461538,-0.1,-0.12,-0.127692307692308,-0.1,0.1,0.02,-0.203225806451613,0.0240959040959041,0.0311111111111111,0.0204314994606257,-0.0875,-0.1,0,0.116666666666667,0.00545593869731801,-0.166666666666667,-0.186666666666667,-0.166666666666667,-0.203333333333333,-0.283333333333333,0.0674551971326165,0.162857142857143,0.1,0,-0.0165264293419633,0,-0.202380952380952,-0.1,0.0861111111111111,0,-0.2,-0.1,0,-0.00714285714285715,0.0166666666666667,0.0111111111111111
"AKT",0.231220979277462,-0.103318250377074,0.170952960041108,-0.12370614749647,0.119697339374927,0.15811836168811,0.15845506202481,0.130555555555556,0.188456999334261,0.128450292397661,0.116666666666667,0.190384615384615,0.177481389578164,0.119408629877944,0.1,-0.141457932066283,-0.138807329656645,-0.138807329656645,-0.138807329656645,0.0535014005602241,0.0485833677733388,0.0460517222037186,0.0476190476190476,0.0888888888888889,0.0754070378978264,0.224781942779654,-0.00984316635826098,0.0723142543926718,0.0700065620849794,0.0742834069285369,0.074842066146414,0.0671497584541063,-0.0869230769230769,0.000829230018710933,0.204411764705882,0.198850789096126,0.196411764705882,0.194319067041746,0.295826835504612,0.0262129022944688,-0.219947443860487,-0.0671497584541063,-0.0888888888888889,-0.0373792523227484,-0.074842066146414,0.237709755429138,-0.116666666666667,-0.088198622830833,0.166666666666667,-0.1,0.105882352941176,0.1,0.00634855340737695,0.0210511420416132,0.0110773729194782
"IKK",0.375180375180375,-0.0785714285714286,0.0398348813209494,-0.115989010989011,0.0664589190877851,0.0456133113311331,0.0347222222222222,-0.0362962962962963,0.126406926406926,-0.0259514687100894,-0.04,0.145454545454545,0.121645021645022,0.155952380952381,0.1,-0.0263515758799622,-0.0333938294010889,-0.0333938294010889,-0.0333938294010889,0.0428571428571429,0.0548571428571428,0.0481904761904762,0,0.15,0.113589743589744,0.148635849590048,-0.0091395085566231,0.116414602346806,0.112195193064105,0.113589743589744,0.108974358974359,0.116666666666667,0.0619747899159664,-0.0190070731488943,-0.1,-0.0797979797979798,-0.0888888888888889,-0.0869979797979798,0.27390977443609,-0.0518593975856546,-0.138524590163934,-0.116666666666667,-0.15,-0.0878602658643736,-0.108974358974359,0.207101449275362,0.04,-0.332450980392157,0,0.1,0.0285714285714286,0.1,0.102895752895753,0.0217593984962406,0.00659340659340659
"GLI",0.410050094599243,0.113712853562478,0.19175712987258,-0.109908728395871,0.151520477778014,0.185090868506701,0.181847625263457,0.0490959541711421,0.165168940255147,0.0527996578748458,0.0470551378446115,0.148859416445623,0.161359416445623,0.0901932367149759,0.1,-0.128255428836521,-0.126473250618699,-0.126473250618699,-0.126473250618699,0.294047619047619,0.300541125541126,0.302198584104661,0.285714285714286,0.06,0.0599281043978404,0.291375587921573,0.0597865418552925,0.0566813511510872,0.0554261210255642,0.0758230045621543,0.177950664136622,0.0567741935483871,-0.0337321380684213,-0.0386209434721261,0.191666666666667,0.198866840164823,0.202011494252874,0.197690369576588,0.418783410138249,-0.0454966895436359,-0.199505582137161,-0.176774193548387,-0.18,-0.0264414872549019,-0.0616522423288749,0.350056476031708,-0.0154761904761905,-0.230334215869021,-0.1,0.00952380952380952,-0.103508771929825,-0.0666666666666667,-0.112150353562478,0.0228148148148148,0.0203981123981124
"RKIP",-0.154627173592691,0.0732142857142857,0.0534649632210608,0.164972419227738,0.0471885358557685,0.0331218198841707,0.0380723149336757,0.0346666666666667,0.0383449883449884,0.0526994535519126,0.0466666666666667,0.0666666666666667,0.0575757575757576,-0.0223159868729489,0,0.0969585969585969,0.0961038961038961,0.0961038961038961,0.0961038961038961,-0.1,-0.103448275862069,-0.0842993396918562,-0.1,0,-0.0224696356275304,-0.217726854760149,0.0251366748790108,-0.0147773279352227,-0.0129961574517621,-0.0261538461538461,-0.03,0,-0.0452698412698413,-0.0712062132074372,-0.0333333333333333,-0.0361904761904762,-0.0266666666666667,-0.0333867378727192,-0.0887441415590627,-0.0701067454008631,0.0897058823529412,0,0,-0.0460261646865488,0.0263157894736842,-0.0551361670361232,-0.0666666666666667,0.144420677361854,-0.1,-0.1,-0.0857142857142857,-0.1,-0.0701839826839827,0.0238900047824008,0.0298900047824008
"SOSGRB2",-0.0724908424908425,0.173099415204678,-0.0543560606060606,0.169590151160979,-0.0554487804051478,-0.0657538160763967,-0.0636559139784946,-0.0639639639639639,-0.154575002462326,-0.0500104755918709,-0.0666666666666667,-0.127272727272727,-0.15034965034965,-0.0308512101210121,0,0.223576705780096,0.224858757062147,0.224858757062147,0.224858757062147,0.00634920634920635,0.0144573144573145,0.0265785265785266,-0.00476190476190476,0,-0.0287784679089027,-0.105492537313433,0.0878907818505134,-0.0171995205404816,-0.0185379526628526,-0.0320393374741201,-0.0392857142857143,-0.0142857142857143,0.0625,0.0138407820764934,-0.0357142857142857,-0.0395604395604396,-0.0357142857142857,-0.0402696594185956,-0.0802005012531328,-0.0690949260949261,0.0123538011695906,0.0142857142857143,0,-0.0446662054713458,0.0360248447204969,-0.0521755720376397,0.0333333333333333,0.0424347826086956,-0.2,0,-0.188888888888889,-0.2,-0.168932748538012,0.0247368421052632,0.0247368421052632
"SRC",0.167558356676004,0.111538461538462,0.0258358159549818,-0.0277056277056277,0.0194030816278523,0.0627430061640588,0.0618421052631579,0.0618518518518518,-0.0926190476190476,0.0706753812636166,0.0433333333333333,-0.095,-0.0997619047619048,-0.133989969824472,0,0.142555467061099,0.154676679182311,0.154676679182311,0.154676679182311,0.124242424242424,0.146464646464646,0.152125023823137,0.133333333333333,0,-0.0931967213114754,0.0923014541292612,-0.0203125497690715,-0.0870991603358656,-0.0868754466893332,-0.0931967213114754,-0.085,-0.075,0.0442857142857143,-0.0129605081894243,-0.0666666666666667,-0.0791666666666667,-0.0791666666666667,-0.0773484848484849,0.257846660676849,0.0193765903307888,0.0268817204301075,0.075,0.1,0.0290773279008573,0.085,0.19304347826087,-0.0833333333333333,-0.126959706959707,-0.1,-0.0333333333333333,-0.15,-0.15,-0.133760683760684,0.0279799341120096,0.121770025839793
"DELTA",0.381428571428571,0.133333333333333,0.05,0.0340996168582375,0.136623376623377,0.164285714285714,0.15,0.0833333333333333,0.0457142857142857,0.106410256410256,0.133333333333333,0,0.06,0.122857142857143,0,0.0460606060606061,0.0733333333333333,0.0733333333333333,0.0733333333333333,0.2,0.18,0.213333333333333,0.1,0,0.0661538461538461,0.25,0.0791196911196911,0.0570629370629371,0.0691508491508492,0.0661538461538461,0.12,0.1,0.02,-0.0407491201608849,0,0.0888888888888889,0.1,0.0848888888888889,0.355072463768116,-0.0411980976769709,-0.158974358974359,-0.1,0,-0.0319298245614035,-0.12,0.292121212121212,-0.1,-0.197,0,0,-0.1,0,-0.122222222222222,0.0328502415458937,0.0111111111111111
"STAT",0.283840490797546,0.102857142857143,0.164666666666667,-0.0964463729417001,0.0612414520206433,0.164259536898218,0.159661835748792,0.143294573643411,0.0732929960228647,0.149489263908898,0.131666666666667,0.0843137254901961,0.076205617382088,-0.129574738986504,0,-0.131020687505401,-0.131766956162117,-0.131766956162117,-0.131766956162117,0.166666666666667,0.17843137254902,0.181657179000633,0.166666666666667,-0.0571428571428571,-0.0886793761793762,0.230230744499312,-0.0764726397799771,-0.083947514980638,-0.083589946446669,-0.0903456837280367,-0.0878246753246753,-0.0696428571428571,-0.105952380952381,-0.0490691648783402,0.0409090909090909,0.0425538277511962,0.0346590909090909,0.0411045523888773,0.366021158328851,0.0284588798275408,-0.162133204633205,0.0696428571428571,0.0571428571428571,0.0414700305157121,0.0878246753246753,0.30302574548623,-0.125,-0.073139079810744,-0.1,-0.15,-0.06,-0.1,-0.10455205811138,0.0356464048771741,0.124668251138839
"cMet",-0.0962974683544304,-0.226666666666667,-0.0324389404884761,-0.13181643625192,-0.0510955710955711,-0.0678210678210678,-0.0587301587301587,-0.0636363636363636,0.0630139177731563,-0.0730113636363636,-0.1,0.0428571428571429,0.0481203007518797,0.131111111111111,-0.1,-0.193369272237197,-0.197142857142857,-0.197142857142857,-0.197142857142857,-0.11,-0.11,-0.122727272727273,-0.15,0,0.109612403100775,-0.0402914064823075,-0.0847452740309883,0.109612403100775,0.100572855078176,0.111515151515152,0.0933333333333333,0,-0.142380952380952,0.00629774118825214,-0.00666666666666668,-0.0261111111111111,-0.0316666666666667,-0.023983451536643,-0.11010101010101,-0.0214257687745232,0.0959259259259259,-0.1,-0.1,-0.0384321614023282,-0.0933333333333333,-0.104801685331577,0.1,0.0904498497756925,0.2,0.1,0.233333333333333,0.2,0.201666666666667,0.0422799422799423,-0.0587301587301587
"RAS",-0.0417460317460318,0.06,-0.172529644268775,0.0281395348837209,-0.154866942637493,-0.169325912183055,-0.163203463203463,-0.162666666666667,-0.261271102284012,-0.164361581920904,-0.166666666666667,-0.3,-0.263157894736842,-0.092068511198946,0,0.131538461538462,0.212307692307692,0.212307692307692,0.212307692307692,0.07,0.0647368421052632,0.0627760577915377,0.02,-0.1,-0.0589486858573216,-0.0348770894788594,0.0295026312468173,-0.0697179166265524,-0.073967208411255,-0.0573529411764706,-0.0823529411764706,-0.1,0.0705627705627706,-0.00509362862286333,-0.1,-0.0917647058823529,-0.08,-0.084834012813046,-0.0817452135493373,0.00725453312578451,0.101779874213836,0.1,0.1,0.0417746228926353,0.0823529411764706,-0.0811384615384615,0.2,-0.0395853791598472,-0.1,0.1,-0.0666666666666667,-0.1,-0.0711111111111111,0.0429455081001473,0.0542857142857143
"TCFLEF",0.194610889440477,0.173293674067868,0.00589247311827957,0.142908193349398,0.11705705307937,0.0148468520510384,0.0169501025290499,-0.0688940092165898,-0.0300397262327128,-0.0701210030816205,-0.0785714285714286,-0.0271799776821298,-0.0350231149370317,0.446723809523809,0.133333333333333,0.219463515100614,0.219332109055936,0.219332109055936,0.219332109055936,0.121602787456446,0.116840882694541,0.114800066368011,0.114285714285714,0.108333333333333,0.0946710208030963,0.00364828802067296,0.1357562696073,-0.00544352673413168,-0.00759129305715573,0.101355967136018,0.0982503770739065,0.0883333333333333,0.152562567173346,-0.0282890590886719,-0.0897435897435897,-0.0930037505781909,-0.0920691711389386,-0.0943282538894492,0.183792441963495,-0.0879184487761678,0.000233732837397253,-0.0956862745098039,-0.115686274509804,-0.059650986145564,-0.0908974358974359,0.143119143239625,0.0833333333333333,-0.172206904640425,-0.171428571428571,0.05,-0.176519480519481,-0.180519480519481,-0.171119761024389,0.0459952596136807,0.0446285332314744
"cfos",0.372967138074742,0.145833333333333,0.175187406296852,0.00701028138528138,0.137291666666667,0.167511520737327,0.164285714285714,0.146390168970814,0.133333333333333,0.147624736872049,0.123809523809524,0.133333333333333,0.125641025641026,0.0904761904761905,0.1,0.00730777405813274,0.00364923747276688,0.00364923747276688,0.00364923747276688,0.2,0.204347826086957,0.206042741341194,0.28,0.1,0.0617017017017017,0.244535043016056,0.0713561566433372,0.0597215036818997,0.0567585407189367,0.0589278752436647,0.0562962962962963,0.06,-0.00555555555555555,-0.0360858849180017,0.0857142857142857,0.0868347338935574,0.080952380952381,0.0822892793481029,0.381598062953995,-0.0456400133038389,-0.16962703962704,-0.06,-0.1,-0.0248991191150074,-0.0562962962962963,0.318283677107207,-0.0904761904761905,-0.205316017316017,-0.1,-0.133333333333333,-0.108333333333333,-0.133333333333333,-0.145833333333333,0.0488258580268266,0.0389206349206349
"CDC42",0.372967138074742,0.145833333333333,0.175187406296852,0.00701028138528138,0.137291666666667,0.167511520737327,0.164285714285714,0.146390168970814,0.133333333333333,0.147624736872049,0.123809523809524,0.133333333333333,0.125641025641026,0.0904761904761905,0.1,0.00730777405813274,0.00364923747276688,0.00364923747276688,0.00364923747276688,0.2,0.204347826086957,0.206042741341194,0.18,0.1,0.0617017017017017,0.244535043016056,0.0713561566433372,0.0597215036818997,0.0567585407189367,0.0589278752436647,0.0562962962962963,0.06,-0.00555555555555555,-0.0360858849180017,0.185714285714286,0.0868347338935574,0.080952380952381,0.0822892793481029,0.381598062953995,-0.0456400133038389,-0.16962703962704,-0.06,-0.1,-0.0248991191150074,-0.0562962962962963,0.318283677107207,-0.0904761904761905,-0.205316017316017,-0.1,-0.133333333333333,-0.108333333333333,-0.133333333333333,-0.145833333333333,0.0488258580268266,0.0389206349206349
"PAK1",0.373656793247156,0.145833333333333,0.176657994532146,0.00628300865800866,0.137291666666667,0.167511520737327,0.167511520737327,0.147624736872049,0.136630036630037,0.148624736872049,0.146390168970814,0.125641025641026,0.133333333333333,0.0892183288409703,0.1,0.00458050133086001,0.00730777405813274,0.00730777405813274,0.00730777405813274,0.204347826086957,0.206042741341194,0.20470940800786,0.2,0.06,0.0597215036818997,0.247160341345411,0.0701531491245403,0.0567585407189367,0.0553792303741092,0.0564888508534208,0.0589278752436647,0.0562962962962963,-0.00852585258525853,-0.0369900440500089,0.080952380952381,0.0822892793481029,0.0868347338935574,0.0811963831732395,0.383205779995796,-0.0461894638532894,-0.167969581063504,-0.0562962962962963,-0.06,-0.0252451398762531,-0.0617017017017017,0.324375047665582,-0.123809523809524,-0.203142104272539,-0.133333333333333,-0.0904761904761905,-0.145833333333333,-0.108333333333333,-0.143981481481481,0.0517197487020677,0.0503960447567005
"LIV1",0.373656793247156,0.145833333333333,0.176657994532146,0.00628300865800866,0.137291666666667,0.167511520737327,0.167511520737327,0.147624736872049,0.136630036630037,0.148624736872049,0.146390168970814,0.125641025641026,0.133333333333333,0.0892183288409703,0.1,0.00458050133086001,0.00730777405813274,0.00730777405813274,0.00730777405813274,0.204347826086957,0.206042741341194,0.20470940800786,0.2,0.06,0.0597215036818997,0.247160341345411,0.0701531491245403,0.0567585407189367,0.0553792303741092,0.0564888508534208,0.0589278752436647,0.0562962962962963,-0.00852585258525853,-0.0369900440500089,0.080952380952381,0.0822892793481029,0.0868347338935574,0.0811963831732395,0.383205779995796,-0.0461894638532894,-0.167969581063504,-0.0562962962962963,-0.06,-0.0252451398762531,-0.0617017017017017,0.324375047665582,-0.123809523809524,-0.203142104272539,-0.133333333333333,-0.0904761904761905,-0.145833333333333,-0.108333333333333,-0.143981481481481,0.0517197487020677,0.0503960447567005
"EGR1",0.373656793247156,0.145833333333333,0.176657994532146,0.00628300865800866,0.137291666666667,0.167511520737327,0.167511520737327,0.147624736872049,0.136630036630037,0.148624736872049,0.146390168970814,0.125641025641026,0.133333333333333,0.0892183288409703,0.1,0.00458050133086001,0.00730777405813274,0.00730777405813274,0.00730777405813274,0.204347826086957,0.206042741341194,0.20470940800786,0.2,0.06,0.0597215036818997,0.247160341345411,0.0701531491245403,0.0567585407189367,0.0553792303741092,0.0564888508534208,0.0589278752436647,0.0562962962962963,-0.00852585258525853,-0.0369900440500089,0.080952380952381,0.0822892793481029,0.0868347338935574,0.0811963831732395,0.383205779995796,-0.0461894638532894,-0.167969581063504,-0.0562962962962963,-0.06,-0.0252451398762531,-0.0617017017017017,0.324375047665582,-0.123809523809524,-0.203142104272539,-0.133333333333333,-0.0904761904761905,-0.145833333333333,-0.108333333333333,-0.143981481481481,0.0517197487020677,0.0503960447567005
"SNAI1",0.374037987656304,0.143981481481481,0.176062756436908,0.0054249228494278,0.13540931372549,0.166158507207192,0.167511520737327,0.148624736872049,0.135405546834118,0.149595610658456,0.147624736872049,0.133333333333333,0.136630036630037,0.086887326509968,0.06,0.00261005798110632,0.00458050133086001,0.00458050133086001,0.00458050133086001,0.206042741341194,0.20470940800786,0.206054699487681,0.204347826086957,0.0562962962962963,0.0567585407189367,0.147338277288472,0.0698242017561192,0.0553792303741092,0.0559987450875836,0.0541122512190515,0.0564888508534208,0.0617017017017017,-0.00437490918903211,-0.0370235673487015,0.0868347338935574,0.0811963831732395,0.0822892793481029,0.0826076734958201,0.387510823046226,-0.0470530217116659,-0.170061631272709,-0.0589278752436647,-0.0562962962962963,-0.0248289067857224,-0.0597215036818997,0.326776584649252,-0.146390168970814,-0.203244668375103,-0.108333333333333,-0.123809523809524,-0.145833333333333,-0.145833333333333,-0.147453703703704,0.0533187646922276,0.0519536771554544
"SMAD",0.242182313851185,0.225070028011204,0.240570714672971,0.0896276224471713,0.191043988269795,0.116280021348514,0.217708592777086,0.233746177370031,0.184636015325671,0.237091902277094,0.238333333333333,0.182857142857143,0.188604269293924,-0.0362354455829165,-0.02,0.0622942795157803,0.0645969110947277,0.0645969110947277,0.0645969110947277,0.168202764976959,0.168202764976959,0.168202764976959,0.171428571428571,-0.0342857142857143,-0.0351971819030642,0.127370736342511,0.00521352253476241,-0.0345187558515039,-0.0343161216063164,-0.0507104206744495,-0.0478327228327228,-0.0287301587301587,-0.00349009168884945,-0.0828863378223946,0.00952380952380952,0.00872122867559172,0.0137491616364856,0.00951804142459571,0.287962058905455,0.0173062250416491,-0.0905572482677125,0.0420634920634921,0.0476190476190476,0.0583067872595582,0.0326517273576097,0.260454698405462,-0.233333333333333,-0.114670031619136,-0.25,-0.208333333333333,-0.230952380952381,-0.216666666666667,-0.225070028011204,0.0540831273872497,0.0546534756618484
"AXIN2",-0.199248581239214,0.0468599033816425,-0.140854067628916,0.124090056523695,-0.143888702366963,-0.135288704853922,-0.135288704853922,0.0357600732600733,-0.109268949400528,0.0334649912928601,0.0375457875457875,-0.105263157894737,-0.11062030075188,0.2900286945291,-0.1,0.076376178452303,0.076376178452303,0.076376178452303,0.076376178452303,-0.0291056910569106,-0.0319094293746676,-0.0332887397194952,-0.0266666666666667,-0.106666666666667,-0.109711071028934,-0.159533889182305,0.120895960327419,-0.109124904557656,-0.109427541825274,-0.110032480468849,-0.111919272921679,-0.113643410852713,-0.0118072732939493,-0.0608796930584687,-0.0966666666666667,-0.0970162788156888,-0.0979012345679012,-0.0986664438321905,-0.192135648843235,-0.0928251813851961,0.15296634369215,0.113643410852713,0.106666666666667,0.0367298766444256,0.111919272921679,-0.158283705522566,-0.0423076923076923,0.133572181205717,-0.0666666666666667,-0.05,-0.051207729468599,-0.0555555555555556,-0.0401932367149759,0.0759881697920734,0.0713416622240765
"ZEB1",0.175619812817402,0.129709519700892,0.212159438143894,-0.0169009374778059,0.100699390486779,0.202762623826114,0.199878008441498,0.216934046345811,0.128242991411441,0.218001662004174,0.209090909090909,0.129166666666667,0.12328431372549,-0.228650488066807,-0.166666666666667,-0.14430560125941,-0.145722924094056,-0.145722924094056,-0.145722924094056,0.0873333333333333,0.0861568627450981,0.0830731623045694,0.0833333333333333,-0.174358974358974,-0.194798755962673,0.116461334773243,-0.1122087154162,-0.194532798515864,-0.196196203603927,-0.202421179105866,-0.204826677387653,-0.196310193871169,-0.0880701754385965,-0.111671938287899,0.000766283524904214,0.0047536299532129,0.00221555888722305,0.0016040236540003,0.381451090873438,0.0200582551291792,-0.0981446406591474,0.202903600464576,0.180952380952381,0.170056889568949,0.198270978184895,0.328506956202844,-0.2,0.0162761725954187,-0.133333333333333,-0.225,-0.128070175438597,-0.133333333333333,-0.11828094827232,0.168143147236983,0.154906214327198
"ZEB2",-0.248445998445998,-0.24,-0.217501691856531,-0.214069462371991,-0.210936342004778,-0.201210596914822,-0.201210596914822,-0.190592334494774,-0.186626313577133,-0.186046879949319,-0.185714285714286,-0.184615384615385,-0.180615384615385,-0.167396326360448,-0.15,-0.144091697025316,-0.142164502164502,-0.142164502164502,-0.142164502164502,-0.13859649122807,-0.135370684776457,-0.134151172581335,-0.133333333333333,-0.13,-0.129970760233918,-0.12881152039858,-0.128592410791987,-0.127153858825467,-0.125985027656636,-0.121485212035671,-0.11965034965035,-0.116666666666667,-0.0456959706959707,-0.0130410819983547,-0.00519480519480519,-0.00405689548546691,-0.00337662337662338,-0.00035319178176321,0.0478322116376716,0.0831049431419131,0.0910789049919485,0.109393939393939,0.122727272727273,0.126088658756634,0.12719298245614,0.164445110974639,0.171428571428571,0.173586010540198,0.2,0.2,0.233333333333333,0.233333333333333,0.237196261682243,0.261002006621791,0.358817237403015
"miR200",-0.0353483372995568,-0.0386466165413534,-0.00336158192090395,-0.0821588155960592,-0.0587878206665068,5.54831192609649e-05,-0.000884955752212389,0.0312341772151899,-0.0221875260916757,0.0334080902586681,0.0325,-0.0239408866995074,-0.0204926108374384,-0.241139446987947,-0.2,-0.184206199006884,-0.179468044393418,-0.179468044393418,-0.179468044393418,-0.0242857142857143,-0.0242857142857143,-0.0236054421768707,-0.0142857142857143,-0.2,-0.20831240496226,0.00108188108188108,-0.150291166814384,-0.207518754168609,-0.206155117804973,-0.208536759015632,-0.203042253521127,-0.195652173913043,-0.048030303030303,-0.110005189210223,0,-0.000347881087919039,-0.00196078431372549,0.00081490960975538,0.312764336917563,0.103168251597861,-0.0027583802173155,0.196,0.2,0.2485478563694,0.20269442743417,0.248046858923479,-0.0325,0.138250747207802,0,-0.02,0.0357894736842105,0.02,0.0405334089941836,0.312123655913979,0.30952380952381
