"","SNAI1","Csl","Ecadherin","RKIP","ERK","HEY1","SUFU","MEK","TCFLEF","cMet","CD44","Csn","KLF4","DSH","Frizzled","LIV1","AXIN2","cateninmemb","FOXC2","PI3K","TGFR","RAS","TGF","CDC42","GSK3","SOSGRB2","ZEB2","ZEB1","RAF","DELTA","PAK1","TrCP","NFB","AKT","GLI","SRC","FUS","IKK","Wnt","TWIST1","STAT","cateninnuc","SMAD","Patched","miR200","EGR1","ILK","cfos","Destcompl","SHH","SNAI2","SMO","NOTCH","Jagged","NOTCHic"
"RAF",-0.019460118901301,-0.111111111111111,-0.192063960925429,0.0161064425770308,-0.147241379310345,-0.116608594657375,-0.1,-0.149369038884813,-0.00592565329407435,0.00526315789473684,-0.00242914979757085,-0.1,0.00631276901004304,0,0,0,-0.00262541022034693,-0.154681908799556,-0.0640141467727675,-0.120454545454545,-0.0733333333333333,-0.119599844599845,-0.066791277258567,-0.0733333333333333,0.031639085894405,-0.084952380952381,0.00368723098995696,0.00368723098995696,0.120454545454545,0.120454545454545,0.0666666666666667,0.1,0.0857142857142857,0.0766233766233766,-0.00230769230769231,0,0.1,0.0857142857142857,-0.01,-0.0481105169340464,0,0.0071979179251176,0.0978606108364367,0.108,0.0115722890536405,0.08,0.106771501925546,0.13,-0.179296526973159,0.103081967213115,-0.323989333799615,0.12,0.121600621600622,0.106985204947854,0.129292929292929
"NFB",-0.0555232164089217,0.106060606060606,0.264712027528054,-0.0425178646490122,-0.0187619047619048,-0.139869895326552,-0.16,-0.0168011204481793,0.224350575882436,0.219401709401709,0.225616398667246,-0.342857142857143,0.00695970695970696,0.205555555555556,0.220940170940171,0.15,0.151874366767984,0.108864378548739,0.0974032872837654,0.0509129793887341,0.047179797979798,0.0548930788912217,0.0490785321570132,0.047979797979798,0.203409825468649,-0.0737417072091995,0.0055747990666321,0.0055747990666321,-0.0509129793887341,-0.0509129793887341,-0.0388888888888889,0.3,0.226190476190476,0.205709995709996,-0.226143282435417,-0.220940170940171,0.12,0.223487773487773,-0.219401709401709,0.235877684407096,-0.205555555555556,-0.228350575882436,0.13317836198118,0.0704469987228608,-0.0149396949213053,0.0214285714285714,0.141728547854785,0.0254285714285714,-0.294505316172121,0.0824951914939452,0.0954678126958546,0.101481481481482,-0.117919285016059,-0.0412819397715192,-0.110822510822511
"SMO",0.0474654377880184,0.2,-0.0769040709824574,0.0201587301587302,0.187692307692308,0.0446886446886447,0.1,0.184662004662005,0.246774541531823,0.246666666666667,0.224444444444444,-0.1,-0.0194444444444444,0.3,0.3,0.1,0.0715629198387819,-0.209465845425758,0.116896551724138,0.0456730769230769,-0.045,0.0270684257602862,-0.0477027027027027,-0.0533333333333333,0.275365411287741,0.221929824561404,0.00635593220338983,0.00635593220338983,-0.0456730769230769,-0.0456730769230769,0.0333333333333333,0,0.1,0.110285714285714,-0.315277777777778,-0.2,-0.0666666666666667,0.114285714285714,-0.3375,0.0950435729847495,-0.2,-0.232488827246109,-0.0158730158730159,-0.214166666666667,-0.00958408679927667,-0.2,-0.0333333333333333,-0.18,-0.296287433496736,-0.258611111111111,-0.316518883415435,-0.226666666666667,-0.232272727272727,-0.156375661375661,-0.227272727272727
"PI3K",0.0776972624798712,-0.075,0.0249661139149243,0.0592760180995475,0.0226890756302521,-0.00877476204890188,0.1,0.0046562887450062,-0.180488886369505,-0.189371980676328,-0.187833519137867,0.0333333333333333,-0.0256578947368421,-0.2,-0.211111111111111,-0.1,-0.123047619047619,0.0896358261784066,0.0839953542392567,0.0505281385281385,0.112588235294118,0.0423089604459467,0.108523194643711,0.120588235294118,-0.164490139490139,-0.103076923076923,0.00745175844328676,0.00745175844328676,-0.0505281385281385,-0.0505281385281385,-0.15,0,0,0.0458521870286576,0.187833519137867,0.211111111111111,-0.05,0.0176470588235294,0.189371980676328,-0.0871624297141047,0.2,0.187705381214866,0.0104733093237295,0.0371794871794872,0.0192317503792914,0,0.00327330932372948,-0.0285714285714286,0.232485906728165,0.0121794871794872,0.17985013164188,-0.0166666666666667,0.0988213399503722,0.0501754385964912,0.0826923076923077
"ILK",0.0776972624798712,-0.075,0.0249661139149243,0.0592760180995475,0.0226890756302521,-0.00877476204890188,0.1,0.0046562887450062,-0.180488886369505,-0.189371980676328,-0.187833519137867,0.0333333333333333,-0.0256578947368421,-0.2,-0.211111111111111,-0.1,-0.123047619047619,0.0896358261784066,0.0839953542392567,0.0505281385281385,0.112588235294118,0.0423089604459467,0.108523194643711,0.120588235294118,-0.164490139490139,-0.103076923076923,0.00745175844328676,0.00745175844328676,-0.0505281385281385,-0.0505281385281385,-0.15,0,0,0.0458521870286576,0.187833519137867,0.211111111111111,-0.05,0.0176470588235294,0.189371980676328,-0.0871624297141047,0.2,0.187705381214866,0.0104733093237295,0.0371794871794872,0.0192317503792914,0,0.00327330932372948,-0.0285714285714286,0.232485906728165,0.0121794871794872,0.17985013164188,-0.0166666666666667,0.0988213399503722,0.0501754385964912,0.0826923076923077
"GSK3",0.086420466400244,-0.114915966386555,-0.0203028571922937,0.0741508491508492,0.00526217504545678,0.00321967514565074,0.0227272727272727,0.0058303568636386,-0.214303138487595,-0.210393118557984,-0.218488356653222,0.100833333333333,-0.0229765989253479,-0.209210526315789,-0.216353383458647,-0.225,-0.138982795969339,0.0836099624438228,0.0703741872162925,0.0159582870182319,0.109961117002474,0.0107061861778958,0.106114963156321,0.106128364389234,-0.300528098073994,-0.0983777651730006,0.00959295650674967,0.00959295650674967,-0.0159582870182319,-0.0159582870182319,-0.108985507246377,-0.113333333333333,-0.0758333333333333,-0.0824351606248158,0.219325389871275,0.216353383458647,0.0296536796536797,-0.0815804597701149,0.211778220059954,-0.108786506729534,0.209210526315789,0.218316296382332,-0.00543776890416627,0.0150484946150887,0.0141377514132836,-0.0141176470588235,-0.0136836459656355,-0.00300653594771242,0.276859167319491,0.00691452332322269,0.196306389434694,0.00707303449238933,0.108682200152788,0.057014916229708,0.105825057295646
"TCFLEF",-0.0071194310106444,0.230495775545991,0.226136857923357,-0.0225944804151169,0.178977932636469,0.0675305611063533,0.116666666666667,0.174896299983408,0.165396427579855,0.261153846153846,0.258638122883406,-0.105194805194805,-0.0220206264323911,0.250980392156863,0.240980392156863,0.233333333333333,0.101829548229548,0.0959353247765201,0.0331489192868565,0.0859196948366624,-0.0934601730950351,0.0828973558090671,-0.0964403055453662,-0.0943947525342874,0.191348329998094,0.260191616766467,0.0174926457558037,0.0174926457558037,-0.0859196948366624,-0.0859196948366624,0.0897435897435897,0.114285714285714,0.101194805194805,0.0990910183785359,-0.251937550940108,-0.248333333333333,-0.136666666666667,0.0947431922915794,-0.253800904977376,0.137577497309165,-0.258333333333333,-0.161960001463016,-0.0200794584526093,-0.142734254992319,-0.0136453171995341,-0.157142857142857,-0.0248595731753627,-0.174216027874564,-0.167274597822935,-0.15193670898005,0.11658703204471,-0.16047619047619,-0.232059191610091,-0.164451120546734,-0.236378128487167
"cateninmemb",0.0292112667556327,-0.121435406698565,0.191922883971771,0.0381744526206805,-0.0866045537240201,-0.0334702959890485,-0.1,-0.0838594556848044,-0.0860784374310519,-0.0906782450088225,-0.0682702182529697,0.06,-0.0244725738396624,-0.0980392156862745,-0.0585043319653443,-0.0333333333333333,-0.0482104948421571,0.0910543375393752,-0.0925281267748192,-0.041236802413273,0.0020339985218034,-0.0283876404020998,0.00510813957062799,0.00642424242424242,-0.141346248220938,-0.106081670729138,0.018634322773759,0.018634322773759,0.041236802413273,0.041236802413273,-0.00509090909090909,0,-0.0266666666666667,-0.0308994708994709,0.067538814723965,0.0585043319653443,0.0666666666666667,-0.0451851851851852,0.089538814723965,-0.0508908119424058,0.0980392156862745,0.0743137315486989,0.014778818823034,0.089986559139785,-0.00742316446227061,0.0890909090909091,0.0203478260869565,0.0773262032085562,0.145422508363872,0.106521992210651,0.144268751122488,0.110416666666667,0.124493698194368,0.0642748003988436,0.120404478863513
"AKT",0.0709303451866381,-0.0826923076923077,0.0208752048240152,0.0648660802113487,0.0046562887450062,-0.0170454387406312,0.05,0.00592211152981632,-0.187705381214866,-0.187833519137867,-0.180488886369505,0,-0.0111279802069276,-0.211111111111111,-0.189371980676328,-0.2,-0.116910434932096,0.0932036141498643,0.0900103918332416,0.0423089604459467,0.108523194643711,0.0435137797230552,0.113054916698092,0.112588235294118,-0.158844978199817,-0.0941880341880342,0.0190955940597251,0.0190955940597251,-0.0423089604459467,-0.0423089604459467,-0.120588235294118,-0.0333333333333333,0.0176470588235294,-0.0612185200420495,0.181688267741219,0.189371980676328,-0.0166666666666667,0.0458521870286576,0.187833519137867,-0.0850217569312301,0.211111111111111,0.183243842753328,-0.00333140448098433,0.0121794871794872,0.00693228513864965,-0.0285714285714286,0.0104733093237295,-0.0226890756302521,0.235877139151655,0.0163900134952766,0.182965709531328,0.0371794871794872,0.0866262179991527,0.0488509352852329,0.0988213399503722
"FUS",0.0399182679766977,0.227272727272727,-0.0851232490646492,0.0253133693339879,0.184662004662005,0.0287466157031374,0.0666666666666667,0.190409131098786,0.232488827246109,0.224444444444444,0.246774541531823,-0.1,0.00186703096539162,0.3,0.3375,0.2,0.0970287583480987,-0.196989122893169,0.118212341197822,0.0270684257602862,-0.0477027027027027,0.0397321812188015,-0.0423835537665325,-0.045,0.280382133695768,0.233468286099865,0.0192393677862119,0.0192393677862119,-0.0270684257602862,-0.0270684257602862,0.0533333333333333,0.1,0.114285714285714,0.102593406593407,-0.336431623931624,-0.246666666666667,-0.226666666666667,0.110285714285714,-0.315277777777778,0.103944096544959,-0.2,-0.245260566376544,-0.0294214029697901,-0.258611111111111,-0.0234454729378905,-0.18,-0.0158730158730159,-0.187692307692308,-0.291469915248561,-0.239419191919192,-0.312389619501611,-0.214166666666667,-0.241363636363636,-0.163604577038312,-0.232272727272727
"Wnt",0.0865424430641822,-0.05,-0.0222856018882769,0.0833333333333333,0.02,-0.0225641025641026,0,0.0141176470588235,-0.216353383458647,-0.225,-0.209210526315789,0.1,-0.00392156862745098,-0.2,-0.3,0,-0.129090909090909,0.091864406779661,0.0710121457489879,0.00902255639097744,0.113333333333333,0.0226589200273411,0.108985507246377,0.133333333333333,-0.204388714733542,-0.109090909090909,0.0209947393591583,0.0209947393591583,-0.00902255639097744,-0.00902255639097744,-0.1,-0.1,-0.133333333333333,-0.100833333333333,0.209210526315789,0.2,-0.1,-0.113333333333333,0.225,-0.107647058823529,0.1,0.210393118557984,-0.0119061816736235,-0.0227272727272727,0.00141414141414141,0.1,0.0136752136752137,0,0.274884416008967,0.0296536796536797,0.195775862068966,-0.05,0.101190476190476,0.0630637254901961,0.0928571428571429
"Patched",0.0403225806451613,0.2,-0.0876051779935275,0.0257142857142857,0.18,-0.00769230769230769,0,0.187692307692308,0.224444444444444,0.2,0.246666666666667,0,0.00555555555555556,0.2,0.3,0.1,0.102597402597403,-0.186164874551971,0.11,0.0269230769230769,-0.0533333333333333,0.0456730769230769,-0.045,-0.0333333333333333,0.28021978021978,0.216666666666667,0.025,0.025,-0.0269230769230769,-0.0269230769230769,0.0333333333333333,0,0.1,0.114285714285714,-0.3375,-0.2,-0.1,0.1,-0.3,0.100925925925926,-0.1,-0.246774541531823,-0.0333333333333333,-0.226666666666667,-0.0285714285714286,-0.1,0.0166666666666667,-0.2,-0.289310689310689,-0.214166666666667,-0.310804597701149,-0.0666666666666667,-0.227272727272727,-0.152804232804233,-0.2
"cfos",0.0191725574004055,-0.0666666666666667,0.0424409549432882,0.0162937062937063,0.00434782608695652,-0.0307346326836582,-0.0666666666666667,-0.00412675018422992,0.0808136849721008,0.0837037037037037,0.0728928928928929,-0.0666666666666667,-0.0613968253968254,0.1,0.08,0.1,0.0694745484400657,0.0542027396462124,-0.0560442713670834,-0.0183006535947712,-0.061624649859944,-0.023178702375259,-0.0722307104660046,-0.0714285714285714,0.108544372294372,0.0305555555555556,0.0319689457703986,0.0319689457703986,0.0183006535947712,0.0183006535947712,0.0571428571428571,0.1,0.0916666666666667,0.062719298245614,-0.0758089668615984,-0.08,0.080952380952381,0.0416666666666667,-0.0837037037037037,-0.0112554112554113,-0.1,-0.0722951664535823,0.0559907834101383,0.0626728110599078,-0.031024531024531,0.12,0.0285714285714286,0,-0.0966542046679631,0.0392160209364511,-0.188975890289759,0.0142857142857143,0.0697435897435897,0.0538541666666667,0.0435897435897436
"CDC42",0.0191725574004055,-0.0666666666666667,0.0424409549432882,0.0162937062937063,0.00434782608695652,-0.0307346326836582,-0.0666666666666667,-0.00412675018422992,0.0808136849721008,0.0837037037037037,0.0728928928928929,-0.0666666666666667,-0.0613968253968254,0.1,0.08,0.1,0.0694745484400657,0.0542027396462124,-0.0560442713670834,-0.0183006535947712,-0.061624649859944,-0.023178702375259,-0.0722307104660046,-0.0714285714285714,0.108544372294372,0.0305555555555556,0.0319689457703986,0.0319689457703986,0.0183006535947712,0.0183006535947712,-0.0428571428571429,0.1,0.0916666666666667,0.062719298245614,-0.0758089668615984,-0.08,0.080952380952381,0.0416666666666667,-0.0837037037037037,-0.0112554112554113,-0.1,-0.0722951664535823,0.0559907834101383,0.0626728110599078,-0.031024531024531,0.02,0.0285714285714286,0,-0.0966542046679631,0.0392160209364511,-0.188975890289759,0.0142857142857143,0.0697435897435897,0.0538541666666667,0.0435897435897436
"cateninnuc",0.109284938354061,-0.249529190207156,0.166719512505758,0.117432163370129,-0.0961588524604485,-0.0591684297399833,-0.188888888888889,-0.0998285772310907,-0.225638498971129,-0.218699537177798,-0.233778902257163,0.00833333333333333,-0.0601803692551024,-0.207226107226107,-0.233253504486381,-0.23030303030303,-0.0860784374310519,0.23912891296577,-0.132595093431159,-0.00578606078606078,0.0104307187065808,-0.0136985186985187,0.00890233442710479,0.00813186813186813,-0.290740475726802,-0.179904830410004,0.033114979818322,0.033114979818322,0.00578606078606078,0.00578606078606078,-0.0142857142857143,-0.0333333333333333,-0.0174242424242424,-0.0132367424242424,0.231573662589148,0.235003885003885,0.238888888888889,-0.00542424242424242,0.216949156660294,-0.194718172001999,0.207226107226107,0.133288319462706,0.0374190511625709,0.244977881863128,-0.00733573000824153,0.0869565217391304,0.0345541125541126,0.0948930296756384,0.288306548806428,0.234738230447006,0.296860843882291,0.230692167577413,0.254888598240983,0.216912865958592,0.255343143695528
"ZEB1",-0.233769953582081,-0.108333333333333,0.0391282629489394,-0.209651921257337,-0.134549019607843,-0.150429061439424,-0.175,-0.128822147361147,0.000846001281568604,-0.00182834860022809,0.0141438736219941,-0.186666666666667,-0.0168169880973838,0.00476190476190476,0.0315911730545877,0.0333333333333333,0.032483157791082,-0.00896696655674117,-0.01417179677834,0.015861894522362,-0.0314615534872158,0.0276729181444093,-0.0235875377391843,-0.0248625687156422,0.0936566876460582,0.0791812865497076,0.0411673639586154,0.0411673639586154,-0.015861894522362,-0.015861894522362,0.0408045977011494,0.166666666666667,0.170877192982456,0.176638317104236,-0.025213959203147,-0.0217010631644778,0.125,0.182352602818522,-0.0104373269007415,0.264035375129036,0.00512820512820513,-0.0118049053911576,0.129063598252262,0.131238859180036,0.160049294908362,0.116666666666667,0.148294367483031,0.128666666666667,-0.0895206147628466,0.158640994411352,-0.041619782527715,0.170454545454545,0.111315021876519,0.124639349719484,0.122058823529412
"SNAI1",-0.0785355087459012,-0.0697435897435897,0.0436305318329901,0.0269088384049433,-0.00812675018422992,-0.0339909352046666,-0.0142857142857143,-0.00543616722458866,0.0776744767984099,0.0808136849721008,0.0722951664535823,-0.0416666666666667,-0.0542368233540288,0.0837037037037037,0.0758089668615984,0.08,0.0692590406773881,0.0567273652796463,-0.049057459817331,-0.01408779328435,-0.0629410929796658,-0.019999123333611,-0.0665701252377303,-0.0722307104660046,0.10983810166731,0.0279626170164186,0.0419395599459937,0.0419395599459937,0.01408779328435,0.01408779328435,0.061624649859944,0.0916666666666667,0.062719298245614,0.0606359649122807,-0.0748993489902826,-0.0728928928928929,0.0626728110599078,0.0516081871345029,-0.0831260400323301,-0.01688584603802,-0.0837037037037037,-0.0734411262563345,0.0501081503902597,0.059216020936451,-0.0405550975922105,-0.00434782608695652,0.0327649769585254,0.00412675018422992,-0.0964396056704694,0.0423228170529559,-0.186506138550094,0.0392160209364511,0.0662585034013605,0.0563168155298929,0.0609523809523809
"Csl",0.015588284501328,-0.031705069124424,0.0590562873651435,0.0254581710048661,0.00761904761904762,0.0455216735523641,-0.0666666666666667,0.00218426501035196,0.080115892831269,0.0818981018981019,0.0814899386327958,-0.1,-0.0328088336783989,0.0876923076923077,0.0786013986013986,0.08,0.0680519909213463,0.0494461126986344,-0.0403510325153421,0.00525620306729752,-0.0804953085405109,0.00819737953788575,-0.073012315343232,-0.0722150537634409,0.119728227422213,0.0416295172521103,0.0557671195096129,0.0557671195096129,-0.00525620306729752,-0.00525620306729752,0.0786666666666667,0.0666666666666667,0.0444444444444444,0.055297157622739,-0.0831712910745169,-0.0786013986013986,0.0128205128205128,0.0700258397932817,-0.0839777426874201,-0.0133911898191027,-0.0876923076923077,-0.0807448236488791,0.0347624757336988,0.0319855982095071,-0.0555797609520833,-0.0133333333333333,0.0542069201781432,-0.0133333333333333,-0.107811893115367,0.0431924947612313,-0.197883845229741,0.0481146304675717,0.0462983705598307,0.0484712626103355,0.0553892796507398
"TrCP",0.0155926051331024,-0.0435897435897436,0.038219501656091,0.0290008886141483,-0.00412675018422992,-0.0572052209189523,-0.080952380952381,-0.00812675018422992,0.0722951664535823,0.0728928928928929,0.0808136849721008,-0.0916666666666667,-0.0302492844132188,0.08,0.0837037037037037,0.1,0.0776506490689965,0.0615287469722197,-0.0463890989532903,-0.023178702375259,-0.0722307104660046,-0.01408779328435,-0.0629410929796658,-0.061624649859944,0.112544372294372,0.0275852585258526,0.0560847013974082,0.0560847013974082,0.023178702375259,0.023178702375259,0.0714285714285714,0.0666666666666667,0.0416666666666667,0.0516081871345029,-0.0831260400323301,-0.0837037037037037,0.0142857142857143,0.062719298245614,-0.0758089668615984,-0.0128858460380199,-0.08,-0.0776744767984099,0.0327649769585254,0.0392160209364511,-0.0564052416844295,0,0.0559907834101383,-0.00434782608695652,-0.0948496933897676,0.059216020936451,-0.184997590108927,0.0626728110599078,0.0609523809523809,0.0593756390593047,0.0697435897435897
"LIV1",0.0155926051331024,-0.0435897435897436,0.038219501656091,0.0290008886141483,-0.00412675018422992,-0.0572052209189523,-0.080952380952381,-0.00812675018422992,0.0722951664535823,0.0728928928928929,0.0808136849721008,-0.0916666666666667,-0.0302492844132188,0.08,0.0837037037037037,0.1,0.0776506490689965,0.0615287469722197,-0.0463890989532903,-0.023178702375259,-0.0722307104660046,-0.01408779328435,-0.0629410929796658,-0.061624649859944,0.112544372294372,0.0275852585258526,0.0560847013974082,0.0560847013974082,0.023178702375259,0.023178702375259,0.0714285714285714,0.0666666666666667,0.0416666666666667,0.0516081871345029,-0.0831260400323301,-0.0837037037037037,0.0142857142857143,0.062719298245614,-0.0758089668615984,-0.0128858460380199,-0.08,-0.0776744767984099,0.0327649769585254,0.0392160209364511,-0.0564052416844295,0,0.0559907834101383,-0.00434782608695652,-0.0948496933897676,0.059216020936451,-0.184997590108927,0.0626728110599078,0.0609523809523809,0.0593756390593047,0.0697435897435897
"EGR1",0.0155926051331024,-0.0435897435897436,0.038219501656091,0.0290008886141483,-0.00412675018422992,-0.0572052209189523,-0.080952380952381,-0.00812675018422992,0.0722951664535823,0.0728928928928929,0.0808136849721008,-0.0916666666666667,-0.0302492844132188,0.08,0.0837037037037037,0.1,0.0776506490689965,0.0615287469722197,-0.0463890989532903,-0.023178702375259,-0.0722307104660046,-0.01408779328435,-0.0629410929796658,-0.061624649859944,0.112544372294372,0.0275852585258526,0.0560847013974082,0.0560847013974082,0.023178702375259,0.023178702375259,0.0714285714285714,0.0666666666666667,0.0416666666666667,0.0516081871345029,-0.0831260400323301,-0.0837037037037037,0.0142857142857143,0.062719298245614,-0.0758089668615984,-0.0128858460380199,-0.08,-0.0776744767984099,0.0327649769585254,0.0392160209364511,-0.0564052416844295,0,0.0559907834101383,-0.00434782608695652,-0.0948496933897676,0.059216020936451,-0.184997590108927,0.0626728110599078,0.0609523809523809,0.0593756390593047,0.0697435897435897
"ZEB2",-0.211507401958138,-0.205128205128205,-0.178112118094714,-0.177552334943639,-0.177348613469157,-0.175785021430183,-0.175,-0.172470564688669,-0.150637783817917,-0.150350877192982,-0.138313840155945,-0.133333333333333,-0.130424430263723,-0.127272727272727,-0.113939393939394,-0.1,-0.0999203799527511,-0.0995369127670686,-0.0841771561771562,-0.0774891774891775,-0.0732591218305504,-0.0665684066112332,-0.0647935133649419,-0.0644155844155844,-0.0567046768809973,-0.00485347985347985,0.0572704830649571,0.0572704830649571,0.0774891774891775,0.0774891774891775,0.0844155844155844,0.1,0.108333333333333,0.122497403946002,0.123443040140288,0.126666666666667,0.132142857142857,0.132777777777778,0.134452214452214,0.135937798983611,0.14,0.141027394207528,0.144361126106231,0.149843205574913,0.15032798561561,0.158333333333333,0.167531857813548,0.174122807017544,0.175054173061344,0.182570478302186,0.18276881632664,0.186428571428571,0.215226565783943,0.226473322611591,0.227794871794872
"cMet",0.0696501139855288,0.0857142857142857,0.23898590936879,-0.0251851851851852,0.19,0.0928448572411421,0.1,0.199090909090909,0.11602862254025,0.12,0.103720930232558,0.1,0.0158730158730159,0.1,0.1,0.1,0.0825396825396825,0.14880874167351,0.0645675105485232,0.0419047619047619,0.0577777777777778,0.0286972147349506,0.0535224586288416,0.0466666666666667,0.0783218125960062,0.224285714285714,0.077056277056277,0.077056277056277,-0.0419047619047619,-0.0419047619047619,-0.0466666666666667,-0.1,-0.0666666666666667,-0.06,-0.101818181818182,-0.2,-0.05,-0.06,-0.12,-0.0696966703708277,-0.2,-0.110378905026126,-0.0585879200164914,-0.07,-0.0514199055775143,-0.2,-0.0713151927437642,-0.18,0.07464096203592,-0.0825,0.172141694477461,-0.07,-0.1078867381219,-0.0946093037397385,-0.101503759398496
"CD44",0.0713450292397661,0.1,0.23160677450874,-0.0288888888888889,0.18,0.0830409356725146,0.1,0.19,0.103720930232558,0.2,0.12,0.1,0.0301587301587302,0,0.1,0.1,0.1,0.156282051282051,0.0658333333333333,0.0333333333333333,0.0466666666666667,0.0419047619047619,0.0577777777777778,0.0466666666666667,0.0815476190476191,0.230952380952381,0.0841269841269841,0.0841269841269841,-0.0333333333333333,-0.0333333333333333,-0.0666666666666667,0,-0.1,-0.06,-0.12,-0.2,-0.1,-0.0666666666666667,-0.1,-0.0618315018315018,-0.1,-0.11602862254025,-0.0713151927437642,-0.07,-0.0607949055775143,-0.2,-0.0611111111111111,-0.2,0.0773436647386227,-0.07,0.176521256521257,-0.05,-0.101503759398496,-0.0967832167832168,-0.0857142857142857
"Destcompl",0.170589016003014,-0.0803838621229926,0.159793834864089,0.156475957838909,0.0984951660361496,-0.117172912557528,-0.233333333333333,0.0976512841796096,-0.264858648700399,-0.263002177631088,-0.262255908974371,-0.133333333333333,-0.118005357929327,-0.253174603174603,-0.254544466188302,-0.238888888888889,-0.128530210867503,0.307325156556328,0.00891840795130578,0.0910313846045092,0.079297751768584,0.0930722009310398,0.0788051409311456,0.0798240675580577,-0.27430504711695,-0.0932964979320784,0.106845917213632,0.106845917213632,-0.0910313846045092,-0.0910313846045092,-0.0777551020408163,0.133333333333333,0.13768115942029,0.132257615070571,0.261166556968808,0.254544466188302,0.229885057471264,0.129573051312182,0.26246525826751,-0.215258747378833,0.253174603174603,0.264246716012994,0.112318295739348,0.230654857619303,-0.0500656466736352,-0.0979487179487179,0.111031746031746,-0.0979487179487179,0.19544677714581,0.233943058779845,0.237565488536139,0.227027914614122,0.0835053224349208,0.277464756507828,0.0792969056012534
"miR200",-0.214318459318459,-0.161970443349754,-0.0614037394951907,-0.211752377182815,-0.147922077922078,-0.125988700564972,-0.1,-0.152683982683983,-0.00731346555149166,0.00199632578077159,-0.0215991798372059,-0.14,-0.154641131815045,0.02,-0.008,0,0.00176317260921294,-0.0183449240181184,-0.0471356285990432,0.0332759280520475,-0.0369149272612271,0.0185627110944415,-0.0444730667961108,-0.054656862745098,0.0351390672555562,0.0498484848484849,0.12255376344086,0.12255376344086,-0.0332759280520475,-0.0332759280520475,0.0291666666666667,0.2,0.166315789473684,0.163296921549156,0.0077523603157406,0.0191304347826087,0.175,0.146315789473684,-0.0131267605633803,0.250602628455389,-0.02,0.0201922534302795,0.156811502560663,0.177700421940928,0.181219537290178,0.114285714285714,0.122015264316149,0.134285714285714,-0.0365254795895069,0.139656943680059,0.00372302138653384,0.128333333333333,0.165691464195263,0.162155901862063,0.148177339901478
