"","Csn","MEK","ERK","AKT","SOSGRB2","NOTCH","CDC42","Patched","TGFR","TGF","CD44","TrCP","STAT","LIV1","cMet","Wnt","DSH","Ecadherin","SMO","SRC","Frizzled","miR200","RKIP","cateninmemb","ZEB2","ZEB1","RAF","PI3K","DELTA","RAS","GSK3","SNAI1","TWIST1","KLF4","GLI","FUS","NOTCHic","SHH","SMAD","TCFLEF","cateninnuc","IKK","PAK1","ILK","Csl","NFB","Jagged","HEY1","EGR1","FOXC2","cfos","Destcompl","SUFU","AXIN2","SNAI2"
"IKK",0.1,-0.0418412698412698,-0.0262857142857143,0.148584298584299,-0.0046218487394958,0.117316017316017,-0.122222222222222,-0.0237037037037037,-0.167676767676768,-0.187676767676768,-0.0357264957264957,0,0,0.1,-0.0341880341880342,-0.0341880341880342,0,-0.121678524175547,-0.02,-0.0111111111111111,-0.0111111111111111,0.160936454849498,-0.236976320582878,0.0178002630516597,0.305203007518797,0.305203007518797,0.243557168784029,0.243557168784029,0.243557168784029,0.256233225122057,0.34043956043956,0.277367825841108,0.0555228758169935,0.282417582417582,0.0357264957264957,0,-0.122077922077922,0.0271519795657727,0.178685368536854,0.0588903375344053,0.0673291560998062,-0.14047619047619,0.1,0.136111111111111,-0.136363636363636,-0.0571428571428571,0.0741268353639488,0.122910216718266,0,0.215122655122655,0.0142857142857143,0.273829407704878,-0.1,0.024047619047619,-0.163858298266034
"NOTCH",-0.1,-0.380952380952381,-0.366666666666667,-0.244444444444444,-0.307368421052632,-0.190414746543779,-0.355555555555556,-0.223076923076923,-0.359555555555556,-0.359555555555556,-0.0274592074592075,0,0,0,-0.0123076923076923,-0.0123076923076923,0,-0.0618970005659309,-0.2,-0.02,-0.02,0.156796536796537,-0.316445623342175,-0.0239854548519101,0.309903381642512,0.309903381642512,-0.0624242424242424,-0.0624242424242424,-0.0624242424242424,-0.0667720685111989,-0.0639585510275165,0.296282051282051,0.196474576271186,0.309903381642512,0.0274592074592075,0.2,0.0742857142857143,0.258371040723982,0.305714285714286,0.0285581085581086,0.0281499452928024,0.211111111111111,0.3,0.302380952380952,0.06,0.2,0.213006253006253,0.206521739130435,0.2,0.379387755102041,0.3,0.0156911196911197,0.1,0.0237196765498652,0.211634226340109
"DELTA",0,-0.366666666666667,-0.3,-0.211111111111111,-0.26,-0.0742857142857143,-0.3,-0.2,-0.355555555555556,-0.359555555555556,-0.0123076923076923,0,0,0,-0.02,-0.02,0,-0.0651228070175438,-0.2,0,0,0.153939393939394,-0.292307692307692,-0.0266032558990305,0.309903381642512,0.309903381642512,-0.0533333333333333,-0.0533333333333333,-0.0533333333333333,-0.0624242424242424,-0.0616858237547893,0.291666666666667,0.188,0.305555555555556,0.0123076923076923,0.1,0.06,0.223076923076923,0.302380952380952,0.0274592074592075,0.0285581085581086,0.2,0.2,0.25,0,0.1,0.183376623376623,0.15,0.1,0.381428571428571,0.2,0.0156911196911197,0,0.0142857142857143,0.2026395173454
"GLI",-0.0722222222222222,-0.206904163975987,-0.196406926406926,-0.126280358634682,-0.0809182852545684,-0.128358595427561,-0.216896551724138,-0.0733306480486931,-0.226330513988289,-0.233154043400054,-0.123596679237093,-0.0833333333333333,-0.1,-0.1,-0.121872541306058,-0.240265654648956,-0.22,-0.143651929884263,-0.0631265664160401,-0.109677419354839,-0.229677419354839,0.162844554825979,-0.274555986879721,-0.0922253599237523,0.315499231950845,0.315499231950845,0.128513711030279,0.128513711030279,0.128513711030279,0.131087968456021,0.139478531206481,0.280617269369843,0.233752175008542,0.305572715572716,0.14069118656385,0.031547619047619,0.11788240495137,0.073742170682438,0.23784395111053,0.127817458457872,0.131822240286922,0.116905358634682,0.21,0.229195302461881,0.10288240495137,0.0985380116959064,0.192068761633089,0.230026924593987,0.162857142857143,0.370999204506364,0.17952380952381,0.186111837145638,0.019047619047619,0.15129981884058,0.311713417112443
"NFB",0.0571428571428571,-0.0438020541549953,-0.0418412698412698,0.150806520806521,-0.0225165855816011,0.11796117860634,-0.167676767676768,-0.0271519795657727,-0.187676767676768,-0.200334995524869,-0.0588903375344053,0.1,-0.0111111111111111,0,-0.0357264957264957,-0.0357264957264957,-0.0111111111111111,-0.121518010531887,-0.0237037037037037,-0.0341880341880342,-0.0341880341880342,0.170302013761885,-0.25877119237775,0.0214961447834443,0.320145536254429,0.320145536254429,0.256233225122057,0.256233225122057,0.256233225122057,0.271656110694196,0.36043956043956,0.294628099813711,0.0774276377217554,0.301648351648352,0.0593220013444733,0.02,-0.117316017316017,0.0524531843850498,0.202848937310088,0.0673291560998062,0.0771330776684336,-0.148584298584299,0.122222222222222,0.178685368536854,-0.122077922077922,-0.14047619047619,0.104342662702078,0.167553073861123,0.0142857142857143,0.231457316477237,0.0262857142857143,0.288447347904214,0,0.0424873353596758,-0.149833908022132
"CDC42",-0.2,-0.410552689756816,-0.381739130434783,-0.269078947368421,-0.329166666666667,-0.249230769230769,-0.385714285714286,-0.254531490015361,-0.387675070028011,-0.392220524573466,-0.126626626626627,-0.1,-0.1,-0.1,-0.118518518518519,-0.118518518518519,-0.1,-0.150596402179656,-0.219047619047619,-0.1,-0.1,0.166768525592055,-0.348834498834499,-0.0966525462351438,0.32866174718475,0.32866174718475,-0.0308823529411765,-0.0308823529411765,-0.0308823529411765,-0.0321018651362984,-0.0173944805194805,0.321286645843608,0.2584329004329,0.31984126984127,0.123781676413255,0.185714285714286,0.223076923076923,0.255766057916596,0.31510496671787,0.126626626626627,0.12995995995996,0.2375,0.271428571428571,0.313492063492063,0.2,0.2,0.264930555555556,0.32376311844078,0.3,0.430562273689964,0.36,0.154684047601715,0.2,0.151297208538588,0.325042184093279
"LIV1",-0.2,-0.421219356423483,-0.410552689756816,-0.274634502923977,-0.330156765676568,-0.255824175824176,-0.387675070028011,-0.255766057916596,-0.392220524573466,-0.395499213098056,-0.126626626626627,-0.2,-0.1,-0.1,-0.126626626626627,-0.123781676413255,-0.1,-0.150388789722908,-0.254531490015361,-0.118518518518519,-0.118518518518519,0.168291368231649,-0.354911846900797,-0.0961030956856933,0.332841811493431,0.332841811493431,-0.0321018651362984,-0.0321018651362984,-0.0321018651362984,-0.0321018651362984,-0.0163035714285714,0.322002636297068,0.260063335215509,0.32639864689045,0.122318261779109,0.219047619047619,0.249230769230769,0.254766057916596,0.318975934459805,0.12995995995996,0.132856511684098,0.269078947368421,0.385714285714286,0.31510496671787,0.223076923076923,0.2375,0.265544052488071,0.325233706676074,0.36,0.436079515069274,0.381739130434783,0.158894573917505,0.185714285714286,0.155070793444248,0.331009634364527
"SNAI1",-0.2375,-0.424358369876398,-0.421219356423483,-0.276023391812866,-0.33657186001619,-0.256640502354788,-0.392220524573466,-0.254766057916596,-0.395499213098056,-0.396708890517411,-0.12995995995996,-0.2,-0.118518518518519,-0.1,-0.126626626626627,-0.122318261779109,-0.118518518518519,-0.149244148723949,-0.255766057916596,-0.126626626626627,-0.123781676413255,0.168579552669689,-0.359095947319207,-0.0945486915406155,0.333948822563542,0.333948822563542,-0.0321018651362984,-0.0321018651362984,-0.0321018651362984,-0.0306240326239832,-0.0141253536067893,0.22253644412625,0.261601796753971,0.33044849112721,0.125791753552418,0.254531490015361,0.255824175824176,0.257678679275819,0.32082095290999,0.132856511684098,0.134353672241661,0.274634502923977,0.387675070028011,0.318975934459805,0.249230769230769,0.269078947368421,0.269073464252777,0.330590849533217,0.381739130434783,0.43722309829672,0.410552689756816,0.162074398478908,0.219047619047619,0.158567296940752,0.335401186493256
"STAT",-0.15,-0.336710942441493,-0.31843137254902,-0.195843422114609,-0.198316912972085,-0.175059296875402,-0.326136363636364,-0.204883720930233,-0.3313995215311,-0.339612081917574,-0.142995892995893,-0.1,-0.114285714285714,0,-0.137012987012987,-0.137012987012987,-0.114285714285714,-0.218257717095854,-0.17,-0.114285714285714,-0.114285714285714,0.181383843671895,-0.343074324324324,-0.0845540922513389,0.346324188631881,0.346324188631881,0.108235111662531,0.108235111662531,0.108235111662531,0.11271272360283,0.139784156653316,0.337368855557688,0.322613584982401,0.430629827688651,0.141214667685256,0.15,0.152729199788023,0.205768676682445,0.326095285690488,0.148989583847628,0.153399595766579,0.173809523809524,0.313636363636364,0.321497584541063,0.13921568627451,0.15,0.229247661319447,0.327333333333333,0.266666666666667,0.421008861622359,0.306666666666667,0.219598455552618,0.15,0.188328925975985,0.261225826429879
"ZEB1",-0.273333333333333,-0.228254988338948,-0.221647058823529,-0.299907966637906,-0.229863547758285,-0.273221520012964,-0.33184241212727,-0.317112299465241,-0.340471853751635,-0.348739570287068,-0.0952638137806717,-0.233333333333333,-0.058974358974359,-0.0666666666666667,-0.0848471471140051,-0.0762552488162244,-0.0523809523809524,-0.205389818442419,-0.315151515151515,-0.0809255784865541,-0.0743321718931475,0.20584391160523,-0.33743056427776,-0.0383785854051787,0.374393950406826,0.374393950406826,0.115419274224217,0.115419274224217,0.115419274224217,0.122505888397445,0.0582259196379956,0.329831659378868,0.322974787777758,0.358718936708523,0.086220884555056,0.283333333333333,0.27156862745098,0.322450377757056,0.462032911054862,0.0995191329296079,0.106074905923737,0.299907966637906,0.315900383141762,0.4504944495164,0.25,0.27859649122807,0.34911041109854,0.46533099025327,0.2,0.42435617474791,0.204,0.213389766981481,0.283333333333333,0.20357364170681,0.2819307576133
"PI3K",0.166666666666667,-0.0734628277540524,-0.065266106442577,0.146907993966818,-0.172692307692308,-0.0153846153846154,-0.377941176470588,-0.166666666666667,-0.417941176470588,-0.444770444763271,-0.30398364920104,0.2,-0.2,-0.1,-0.268599033816425,-0.268599033816425,-0.2,-0.153047782403424,-0.166666666666667,-0.255555555555556,-0.255555555555556,0.208655227507687,-0.395733678086619,0.0579656885668739,0.374822938474772,0.374822938474772,0.373125541125541,0.373125541125541,0.373125541125541,0.401892664413212,0.48478835978836,0.43634460547504,0.387135277014108,0.343201754385965,0.30398364920104,0.15,0.0153846153846154,0.188888888888889,0.344187274909964,0.3248876040033,0.3448876040033,-0.13921568627451,0.325,0.308187274909964,0,-0.133333333333333,0.304210526315789,0.296307133488044,0.0333333333333333,0.513166085946574,0.0476190476190476,0.566922437325468,0.1,0.332095238095238,0.375337765351142
"cateninmemb",0.26,0.133259091827921,0.136004189867137,0.297085137085137,0.117092473894857,-0.0942281097223641,-0.162121212121212,0.186088709677419,-0.19480413895048,-0.221386417431493,-0.390517166966343,0.2,-0.307843137254902,-0.266666666666667,-0.36677134756835,-0.367386040222023,-0.307843137254902,-0.0847731695473747,0.197916666666667,-0.338075695394437,-0.338075695394437,0.243000229648274,-0.374459106080294,0.223277525247261,0.376057424715958,0.376057424715958,0.428857466063348,0.428857466063348,0.428857466063348,0.456511097348265,0.516958040613815,0.447601576627711,0.478057083044267,0.292358180965776,0.391386040222023,-0.216666666666667,0.0886519015439254,-0.177427292354585,0.279927571323297,0.412559508186767,0.430673420418326,-0.285396825396825,0.131454545454545,0.241913043478261,0.0814354066985646,-0.274285714285714,0.422927579272565,0.2266300931599,-0.129090909090909,0.475420355124582,-0.134973262032086,0.548453258260261,-0.233333333333333,0.441303689760577,0.496799753590924
"RKIP",0,0.186375641966251,0.192758620689655,-0.0808982683982684,0.0624761904761905,-0.112742812742813,-0.36,-0.272,-0.417142857142857,-0.455460614152203,-0.216059379217274,0,-0.1,0,-0.192982456140351,-0.186666666666667,-0.1,-0.284118954123707,-0.26,-0.166666666666667,-0.166666666666667,0.219003892114906,-0.227240896358543,-0.114616801675625,0.385250119560019,0.385250119560019,0.359415584415584,0.359415584415584,0.359415584415584,0.389330114330114,0.478211189913318,0.552365917388177,0.458039215686274,0.347250119560019,0.20974358974359,0.2,0.105050505050505,0.303147540983607,0.449375309803124,0.246129309287204,0.265213278752853,0.0839285714285714,0.3,0.392939666238768,0.0777777777777778,0.0714285714285714,0.354927641684857,0.379907084785134,-0.26,0.514117300324197,-0.21,0.50740951432838,0.1,0.244854664791374,-0.143813312350644
"RAF",0,0.186375641966251,0.192758620689655,-0.0808982683982684,0.0624761904761905,-0.112742812742813,-0.36,-0.272,-0.417142857142857,-0.455460614152203,-0.216059379217274,0,-0.1,0,-0.192982456140351,-0.186666666666667,-0.1,-0.284118954123707,-0.26,-0.166666666666667,-0.166666666666667,0.219003892114906,-0.227240896358543,-0.114616801675625,0.385250119560019,0.385250119560019,0.359415584415584,0.359415584415584,0.359415584415584,0.389330114330114,0.478211189913318,0.552365917388177,0.458039215686274,0.347250119560019,0.20974358974359,0.2,0.105050505050505,0.303147540983607,0.449375309803124,0.246129309287204,0.265213278752853,0.0839285714285714,0.3,0.392939666238768,0.0777777777777778,0.0714285714285714,0.354927641684857,0.379907084785134,-0.26,0.514117300324197,-0.21,0.50740951432838,0.1,0.244854664791374,-0.143813312350644
"AKT",0.133333333333333,-0.0823235872477233,-0.0734628277540524,0.0438776909365145,-0.19491452991453,-0.0312382739212008,-0.417941176470588,-0.188888888888889,-0.444770444763271,-0.463199447784419,-0.3248876040033,0.166666666666667,-0.255555555555556,-0.2,-0.30398364920104,-0.30398364920104,-0.255555555555556,-0.155775055130696,-0.166666666666667,-0.268599033816425,-0.268599033816425,0.219350414673462,-0.422441752620781,0.0676496844894019,0.3960558151871,0.3960558151871,0.401892664413212,0.401892664413212,0.401892664413212,0.425266158389116,0.513820617852876,0.469176685675541,0.410071056830622,0.369697480881691,0.323536721826739,0.166666666666667,0.0153846153846154,0.20046783625731,0.372133402856092,0.3448876040033,0.357964527080224,-0.146907993966818,0.377941176470588,0.344187274909964,0.0153846153846154,-0.13921568627451,0.331362844196584,0.333149238751201,0.0476190476190476,0.544745033314995,0.065266106442577,0.595292991502474,0.15,0.357727007048307,0.400764901029534
"RAS",0.2,0.153194014447884,0.178684210526316,0.0955555555555556,0.0255411255411255,0.0570506454816286,-0.34,-0.327333333333333,-0.398823529411765,-0.447338380896913,-0.272090112640801,0.1,-0.1,0,-0.252941176470588,-0.252941176470588,-0.1,-0.202670911140038,-0.283333333333333,-0.2,-0.2,0.249415384615385,-0.255716981132075,-0.0202125607887484,0.396944035346097,0.396944035346097,0.561794871794872,0.561794871794872,0.561794871794872,0.486794871794872,0.566111111111111,0.52850540806293,0.473911620294599,0.346428571428571,0.269607843137255,0.2,-0.0815789473684211,0.332418079096045,0.446938775510204,0.298243958794647,0.322323278907962,-0.106666666666667,0.3,0.4,-0.15,-0.166666666666667,0.38675340035482,0.287944664031621,-0.18,0.504603174603175,-0.205,0.537662008010845,0.1,0.296969696969697,0.0285209117017379
"SOSGRB2",0.1,0.322627822627823,0.334749034749035,0.0342105263157895,0.134166666666667,-0.000167438195607214,-0.37,-0.401801801801802,-0.423846153846154,-0.467108565193672,-0.240993788819876,0.1,-0.1,0,-0.21055900621118,-0.204761904761905,-0.1,-0.309032313569423,-0.366666666666667,-0.171428571428571,-0.171428571428571,0.245491025252908,-0.183040935672515,-0.121444132444132,0.410639097744361,0.410639097744361,0.572316384180791,0.572316384180791,0.572316384180791,0.604367666232073,0.583701466057707,0.563970859985785,0.473478260869565,0.36921052631579,0.2351966873706,0.3,-0.0237762237762238,0.436685522732034,0.569542070832393,0.268362209872507,0.289203510063712,-0.0508771929824561,0.3,0.521290322580645,-0.0545454545454545,-0.0666666666666667,0.484216858282993,0.409375,-0.376190476190476,0.521196581196581,-0.342857142857143,0.52763150347043,0.2,0.264411441144114,-0.145689077413293
"MEK",-0.0714285714285714,0.0713756419662509,0.186375641966251,-0.0938394448688566,0.0358095238095238,-0.129531133910696,-0.417142857142857,-0.303147540983607,-0.455460614152203,-0.480278132400378,-0.246129309287204,0,-0.166666666666667,-0.1,-0.216059379217274,-0.20974358974359,-0.166666666666667,-0.28721549328582,-0.272,-0.192982456140351,-0.186666666666667,0.233554975706237,-0.261451422674333,-0.107787533382942,0.412234246544146,0.412234246544146,0.389330114330114,0.389330114330114,0.389330114330114,0.413774558774559,0.508923720625848,0.586340276362536,0.489174746821806,0.382544237207078,0.23981351981352,0.26,0.112742812742813,0.332559305689489,0.48443066035663,0.265213278752853,0.280269040834637,0.0808982683982684,0.36,0.449375309803124,0.105050505050505,0.0839285714285714,0.395911248242234,0.438088902966952,-0.21,0.550153336360233,-0.192758620689655,0.535652192152647,0.2,0.274584394521103,-0.11753594008787
"SRC",0.05,-0.00688012197446159,0.0101010101010101,0.00341880341880342,-0.15,-0.00642857142857143,-0.452777777777778,-0.218148148148148,-0.471825396825397,-0.493643578643579,-0.176147540983607,0.1,0,0,-0.145,-0.145,-0.1,-0.261692768016297,-0.17,-0.125,-0.125,0.228077880251793,-0.309807754969045,-0.0929265828468792,0.416689128481581,0.416689128481581,0.353541927409262,0.353541927409262,0.353541927409262,0.37172374559108,0.397922077922078,0.484712342148591,0.378731842869774,0.491279069767442,0.176147540983607,0.15,-0.0257142857142857,0.256383442265795,0.387168089141773,0.185903638544582,0.197760461810801,-0.0423076923076923,0.377777777777778,0.366447368421053,-0.04,-0.05,0.278672077158316,0.316211519364449,-0.0666666666666667,0.546237161531279,-0.0212121212121212,0.292376174550088,0.1,0.211447575332568,0.179698568831149
"TCFLEF",0.0948051948051948,0.0969205243072839,0.103042973286876,0.122308701116555,0.0452381391064026,-0.0562650244442644,-0.417412045319022,-0.0322887864823349,-0.44451484905734,-0.469349286143433,-0.339393646186099,0.0857142857142857,-0.25,-0.2,-0.316752136752137,-0.319693313222725,-0.252941176470588,-0.0962851510326315,-0.00809523809523809,-0.28,-0.282941176470588,0.244168970253308,-0.312779997244799,0.0277321169523046,0.429765505936559,0.429765505936559,0.373003879588717,0.373003879588717,0.373003879588717,0.398628058300938,0.521491148426528,0.485812609055287,0.500571499404895,0.295936783804431,0.341432443657508,0.00333333333333333,0.040650406504065,0.0414912404700649,0.338456591679093,0.259897655349902,0.27579112614028,-0.124482614160034,0.387179487179487,0.312261562998405,0.0347680535628886,-0.114805194805195,0.355854070764264,0.277578837187173,-0.114285714285714,0.651797034094489,-0.102090592334495,0.58861848820445,-0.0166666666666667,0.676581684981685,0.499171799661825
"ERK",-0.0839285714285714,0.0599550291528804,0.0713756419662509,-0.103931187988123,0.0202755432269995,-0.147536674076901,-0.455460614152203,-0.332559305689489,-0.480278132400378,-0.500607802730048,-0.265213278752853,-0.0714285714285714,-0.192982456140351,-0.166666666666667,-0.246129309287204,-0.23981351981352,-0.186666666666667,-0.291300628884859,-0.303147540983607,-0.216059379217274,-0.20974358974359,0.246545171784668,-0.291813539665976,-0.101899768893522,0.436328734733123,0.436328734733123,0.413774558774559,0.413774558774559,0.413774558774559,0.432586439962678,0.53299274878207,0.614581017103277,0.514001376502804,0.407350438757466,0.257106752896227,0.272,0.129531133910696,0.345119692162919,0.51087442935359,0.280269040834637,0.292977374167971,0.0938394448688566,0.417142857142857,0.48443066035663,0.112742812742813,0.0808982683982684,0.421513657880789,0.472559892728044,-0.192758620689655,0.582802909009806,-0.186375641966251,0.559064443186093,0.26,0.297511223789396,-0.0965260212420633
"cateninnuc",0.3125,0.13409484586417,0.135470992653161,0.357868371212121,0.0891497357717686,-0.0365876409609165,-0.283076923076923,0.128074873570241,-0.315835543766578,-0.345529866910683,-0.431793448097796,0.3,-0.327738927738928,-0.296969696969697,-0.40044424174859,-0.4012052767562,-0.327738927738928,-0.0221957253892948,0.138633879781421,-0.372183372183372,-0.372944407190983,0.278275431357592,-0.475952205776027,0.275680380009228,0.458178573349893,0.458178573349893,0.55961092961093,0.55961092961093,0.55961092961093,0.591429111429111,0.657581365908075,0.573853320109094,0.508735356494232,0.35666803540469,0.432825830115884,-0.156666666666667,0.0306785500518256,-0.110863544594206,0.364288236093147,0.454272910383083,0.375013037419814,-0.347712121212121,0.24,0.325406926406926,0.0202134337727558,-0.333712121212121,0.46887304033223,0.300157092745955,-0.13768115942029,0.610304253123925,-0.139268461007591,0.701023503970286,-0.166666666666667,0.58685769547834,0.641681377015935
"GSK3",0.0591666666666667,-0.102828003609737,-0.0948734581551919,0.0534195402298851,-0.216228192303065,-0.0463645178351061,-0.51871635610766,-0.226043120412802,-0.54693935262334,-0.572067557751545,-0.381509402645687,0.0466666666666667,-0.286842105263158,-0.25,-0.358176069312354,-0.356496633741216,-0.286842105263158,-0.189663961023238,-0.211932690964949,-0.329699248120301,-0.329699248120301,0.280347765299898,-0.537599593389067,0.0898838481779254,0.508939213671123,0.508939213671123,0.531231400747015,0.531231400747015,0.531231400747015,0.556021316713401,0.601549521370069,0.624312517052659,0.53349082052523,0.471314600100768,0.379138143175178,0.182900432900433,0.0351956866662749,0.23800484290084,0.468203876043038,0.400298360793505,0.417272045004032,-0.0534195402298851,0.483478260869565,0.438968493734193,0.0149159663865546,-0.0591666666666667,0.40314638188933,0.422717157660062,0.0709803921568627,0.697574273951263,0.0820915032679738,0.704807706847589,0.159090909090909,0.415911345276982,0.465173236049247
"AXIN2",0.255555555555556,0.0254124909280031,0.0281711116176582,0.337101449275362,-0.0366515080680579,-0.0205037932669512,-0.35212962962963,0.0619505494505495,-0.406111930514585,-0.453306649986533,-0.562197087942713,0.2,-0.386666666666667,-0.3,-0.513932103715584,-0.513932103715584,-0.386666666666667,-0.106239859140929,0.078021978021978,-0.458759689922481,-0.458759689922481,0.347744090179105,-0.608025424396392,0.386925414009023,0.547270540186681,0.547270540186681,0.620624974950234,0.620624974950234,0.620624974950234,0.673118413270444,0.812038569109507,0.71876001487483,0.606614425316251,0.47586929255937,0.562359776671559,-0.0923076923076923,0.00969298245614035,-0.0426062871554675,0.464797561536692,0.60170470810684,0.635297444812417,-0.319323671497585,0.289166666666667,0.406464228203359,-0.00280701754385965,-0.294685990338164,0.577964197964198,0.391166419969665,-0.0266666666666667,0.652004825775318,-0.0291056910569106,0.889224907388813,-0.1,0.889634015855757,0.650879376435093
"Destcompl",0.261904761904762,0.0201487797669578,0.0264778936910084,0.300863271041269,-0.0538120933717816,-0.0360323192409103,-0.3936593947924,-7.22042137085904e-05,-0.436817289529242,-0.472186747657321,-0.565875936689676,0.233333333333333,-0.442063492063492,-0.377777777777778,-0.531547578480721,-0.531823426961091,-0.442063492063492,-0.100542624506412,0.0211713191023536,-0.487268971515547,-0.487268971515547,0.342530933546035,-0.635382394995179,0.364900439443352,0.566278137526981,0.566278137526981,0.643919692400169,0.643919692400169,0.643919692400169,0.682538216732979,0.833597546163414,0.745466407255617,0.626235540466195,0.501405446099407,0.565775189484283,-0.0383141762452107,0.0230062671367019,0.0157395156257009,0.493345864661654,0.596012922991046,0.620286252924753,-0.292809579766102,0.34469387755102,0.447380952380952,0.0132236584410497,-0.279296066252588,0.595491339281465,0.428930727392266,-0.0333333333333333,0.690465309451391,-0.0303030303030303,0.805361932631486,-0.0555555555555556,0.60170470810684,0.659745414424736
