"","GSK3","ZEB1","SNAI2","KLF4","Wnt","miR200","cMet","CDC42","TGFR","FOXC2","TGF","PAK1","cateninmemb","Jagged","NOTCH","ILK","HEY1","AKT","NOTCHic","ZEB2","IKK","TrCP","SUFU","FUS","Csl","SNAI1","SHH","Csn","SOSGRB2","SMAD","SMO","Patched","NFB","cfos","TWIST1","Ecadherin","RKIP","STAT","SRC","EGR1","ERK","Frizzled","DSH","MEK","cateninnuc","TCFLEF","Destcompl","CD44","RAF","PI3K","DELTA","GLI","RAS","AXIN2","LIV1"
"AKT",0.0281098232711136,-0.115402516339891,0.0798799127098573,0.0156826360773729,0.10347082868822,-0.00828464345822108,0.10347082868822,-0.0266470588235294,-0.0258340506934481,-0.0177238217494957,-0.029761543140578,-0.0426470588235294,-0.0671022276145206,0.0831009643313582,-0.027417841796284,0.0726194477791116,0.075144348612425,-0.040705699529229,-0.0237593052109181,-0.0203870473835165,0.0663650075414781,0.0333333333333333,-0.05,-0.0666666666666667,-0.0173076923076923,-0.0415812780744131,-0.0345838956365272,0.0666666666666667,0.133589743589744,-0.076996552156216,-0.0435897435897436,-0.0324786324786325,0.0843137254901961,0.0658263305322129,-0.0198548928988943,0.0555832274415199,-0.0117815688148169,-0.0888888888888889,-0.101932367149758,0.0952380952380952,0.0641869862699178,-0.101932367149758,-0.0888888888888889,0.0743135685483988,-0.0945693828802566,-0.0933386136494874,0.167730966560062,-0.0972561394226833,-0.0244174820613177,-0.0244174820613177,-0.0244174820613177,-0.0973255772915719,-0.0232126627842092,-0.143377686092488,-0.1
"NFB",0.00861883214824391,0.0369370552818829,0.346533392731188,0.0145604395604396,0.0905128205128205,0.0230713321006241,0.0905128205128205,0.00252525252525253,0.0177252525252525,0.0184873205590337,0.0158265183480373,-0.0111111111111111,0.0313040862967417,0.0898061194905369,-0.00124749802169157,0.0811606160616062,0.079234851835471,0.00794937794937795,-0.00447330447330447,-0.0194307608100712,0.00572715572715573,0.1,-0.08,-0.06,0.00346320346320346,-0.0971518313252079,-0.0736992414100848,0.114285714285714,0.0995908889871738,-0.0889673075114203,-0.0785185185185185,-0.0785185185185185,-0.00238095238095238,0.0351428571428571,-0.0228057889822596,-0.0344629928038732,-0.0752837326607818,-0.116666666666667,-0.0858974358974359,0.00714285714285715,0.0284761904761905,-0.0858974358974359,-0.116666666666667,0.0173650793650794,-0.0978704943268216,-0.0998312786405471,0.0851076697673262,-0.098987396784007,-0.0704532092737916,-0.0704532092737916,-0.0704532092737916,-0.0995015845577643,-0.0719457465872244,-0.138784194528875,-0.15
"IKK",0.00234432234432234,0.0396190476190476,0.344094368340944,0.0164835164835165,0.0858974358974359,0.0215607580824972,0.0858974358974359,-0.0111111111111111,0.00252525252525253,0.0196825396825397,0.0177252525252525,0,0.0305649099503848,0.0862089971883786,-0.00447330447330447,0.0861111111111111,0.0863777089783282,0.00572715572715573,0.00346320346320346,-0.019047619047619,-0.00238095238095238,0,-0.1,-0.08,0.0272727272727273,-0.0903025162567147,-0.0785185185185185,0.1,0.094327731092437,-0.0811606160616062,-0.06,-0.0785185185185185,0.114285714285714,0.00714285714285715,-0.028202614379085,-0.0333393972982552,-0.0816939890710383,-0.15,-0.116666666666667,0.05,0.0351428571428571,-0.116666666666667,-0.15,0.0284761904761905,-0.0998312786405471,-0.098987396784007,0.0894266066444026,-0.0905128205128205,-0.0774954627949183,-0.0774954627949183,-0.0774954627949183,-0.0905128205128205,-0.0704532092737916,-0.135238095238095,-0.1
"Csn",-0.0742579158663556,0.0332406947890819,0.0678429745939966,0.0132773109243698,0.107526658357568,0.0179174659008943,0.107526658357568,-0.123643147896879,-0.117232891486623,-0.108517580637349,-0.120335516784952,-0.134090909090909,-0.0352282837776291,0.0135604510082674,-0.0731837606837607,-0.0163729296066253,-0.0132142857142857,-0.0907333333333333,-0.0722222222222222,-0.0181290322580645,-0.0883333333333333,0.02,0.0142857142857143,0.0142857142857143,-0.0631313131313131,-0.115107881151247,0.0205418237676302,-0.08,-0.00273261847111726,0.0120027496580391,0.0173160173160173,0.0205418237676302,-0.08,-0.01,-0.00381720430107527,0.00198954692203097,-0.0989407228599827,-0.116666666666667,-0.10632183908046,-0.01,-0.0112987012987013,-0.10632183908046,-0.116666666666667,-0.0102570346320346,-0.108886146552068,-0.10942733717143,0.138532206079467,-0.10974888057979,-0.00492440633732183,-0.00492440633732183,-0.00492440633732183,-0.109710064471105,-0.00511634491697634,-0.142620691690274,-0.133333333333333
"PI3K",0.0329485329485329,-0.114032653326192,0.0835985056746814,0.0199561403508772,0.101932367149758,-0.0114931996079537,0.101932367149758,-0.0426470588235294,-0.0266470588235294,-0.013212543554007,-0.0258340506934481,-0.025,-0.0694467739957642,0.0850877192982456,-0.0237593052109181,0.0686194477791116,0.0728887095146807,0.0663650075414781,-0.0173076923076923,-0.0176473213561192,0.0843137254901961,0,0,-0.05,-0.025,-0.0398268921095008,-0.0324786324786325,0.0333333333333333,0.126923076923077,-0.0726194477791116,-0.0666666666666667,-0.0435897435897436,0.0666666666666667,0.0952380952380952,-0.0152677369355915,0.0570983789566714,-0.00743374272786038,-0.1,-0.0888888888888889,0.0666666666666667,0.0658263305322129,-0.0888888888888889,-0.1,0.0641869862699178,-0.0933386136494874,-0.0972561394226833,0.164339734136571,-0.10347082868822,-0.023047619047619,-0.023047619047619,-0.023047619047619,-0.10347082868822,-0.0244174820613177,-0.145904761904762,-0.1
"ILK",0.0329485329485329,-0.114032653326192,0.0835985056746814,0.0199561403508772,0.101932367149758,-0.0114931996079537,0.101932367149758,-0.0426470588235294,-0.0266470588235294,-0.013212543554007,-0.0258340506934481,-0.025,-0.0694467739957642,0.0850877192982456,-0.0237593052109181,0.0686194477791116,0.0728887095146807,0.0663650075414781,-0.0173076923076923,-0.0176473213561192,0.0843137254901961,0,0,-0.05,-0.025,-0.0398268921095008,-0.0324786324786325,0.0333333333333333,0.126923076923077,-0.0726194477791116,-0.0666666666666667,-0.0435897435897436,0.0666666666666667,0.0952380952380952,-0.0152677369355915,0.0570983789566714,-0.00743374272786038,-0.1,-0.0888888888888889,0.0666666666666667,0.0658263305322129,-0.0888888888888889,-0.1,0.0641869862699178,-0.0933386136494874,-0.0972561394226833,0.164339734136571,-0.10347082868822,-0.023047619047619,-0.023047619047619,-0.023047619047619,-0.10347082868822,-0.0244174820613177,-0.145904761904762,-0.1
"cateninnuc",-0.098716735488185,0.0113915157166555,-0.131782094620439,0.0220047449584816,-0.0046932767450933,0.00400152401357148,-0.00606313975879193,0.0562637362637363,0.0522407477579891,0.0639832244258474,0.0483106167536223,0.0485714285714286,0.0824492768899231,0.013950419045643,0.0660468765967386,0.0123261183261183,0.00811629609461162,0.136825757575758,0.0610468765967386,-0.0115413235157676,0.130575757575758,0.166666666666667,-0.0111111111111111,-0.0211111111111111,0.0622096672944131,-0.0654683508687143,-0.0202243669305847,0.141666666666667,-0.00955540976234828,-0.0146453543424894,-0.0129143897996357,-0.0147777438369028,0.132575757575758,-0.0878191856452726,-0.0591676513419055,-0.0835395373599419,-0.0826148970962867,0.00932400932400932,0.00932400932400932,-0.086231884057971,-0.0878191856452726,0.00795414631031069,0.00932400932400932,-0.0878191856452726,-0.0963322087707576,0.00330877438306733,0.102095594824433,0.00368218737783955,0.117596772596773,0.117596772596773,0.117596772596773,0.00271699216011307,0.115744920744921,0.153238042161486,-0.00606060606060606
"DSH",-0.0576305740822902,-0.106067892343748,0.0102597277854905,0.00521062794049659,0.087406015037594,-0.0114256128356738,0.087406015037594,-0.127246376811594,-0.124389233954451,-0.118603477306048,-0.131009443013685,-0.153333333333333,-0.0674447933332763,0.0676908793820559,-0.0215676480382363,0.0484407886059701,0.0512602291325696,-0.0249137931034483,-0.0208683473389356,-0.0105092949223073,-0.0191666666666667,-0.0666666666666667,-0.05,-0.0590909090909091,-0.00714285714285715,-0.0425603864734299,-0.0249904689940312,-0.00666666666666668,0.106725794530673,-0.0563653169078569,-0.0352813852813853,-0.0256039659265466,0.00583333333333332,0.0572549019607843,0.0751323082424459,0.0591908314514967,0.0032001332001332,-0.075,-0.0802631578947368,0.0866666666666667,0.060958605664488,-0.0802631578947368,-0.075,0.0677255229577211,-0.0802702120276247,-0.0801811648326113,0.151207076596524,-0.0854192600707066,0.00666035166656799,0.00666035166656799,0.00666035166656799,-0.0854452307238685,0.00525979144247836,-0.129315527961392,-0.1
"GSK3",-0.15979363564635,-0.10205600527094,0.00913807118497279,0.00902742183362636,0.0854452307238685,-0.00872924706779573,0.0854192600707066,-0.124389233954451,-0.131009443013685,-0.119081946205569,-0.131009443013685,-0.127246376811594,-0.0666490373651066,0.067544893980596,-0.0223468688174571,0.0563653169078569,0.0585266651187287,-0.0249137931034483,-0.0215676480382363,-0.00976635287178728,-0.0249137931034483,-0.00666666666666668,-0.0590909090909091,-0.0352813852813853,-0.0208683473389356,-0.0459933875808497,-0.0307320957882896,0.00583333333333332,0.1109118410423,-0.0589140425450383,-0.0256039659265466,-0.0249904689940312,-0.0191666666666667,0.060958605664488,0.0706508741835471,0.0588944863741177,0.000944494102388838,-0.0802631578947368,-0.087406015037594,0.0572549019607843,0.0677255229577211,-0.087406015037594,-0.0802631578947368,0.0688618865940847,-0.0829675804486773,-0.0802702120276247,0.151805878991734,-0.0801811648326113,0.00525979144247836,0.00525979144247836,0.00525979144247836,-0.080728249591793,0.00967155614836071,-0.126119180929428,-0.075
"ZEB2",-0.146512570880369,-0.131336167015596,-0.0983761416407668,-0.0879924481571729,-0.0776223776223776,-0.0706518849966339,-0.0663157894736842,-0.0644155844155844,-0.0637353123067409,-0.0564584304584305,-0.0531533017247303,-0.048051948051948,-0.0479862033580772,-0.0323116053458232,-0.026478352248844,-0.0198021462105969,-0.0116309496954658,-0.011113707165109,-0.00953846153846153,-0.00846623043921361,-0.000833333333333333,0,0,0,0.00512820512820513,0.00934353336353844,0.01,0.0111111111111111,0.0177472527472527,0.0198021462105969,0.02,0.02,0.0236111111111111,0.0258771929824561,0.0308230780290645,0.0336534287311971,0.0336714975845411,0.04,0.04,0.0416666666666667,0.0484578381437465,0.0545454545454545,0.0545454545454545,0.059433447899844,0.0606776170045258,0.0627555390824479,0.0670527335904958,0.069093567251462,0.08,0.08,0.08,0.0803746712003593,0.088779443254818,0.0941837037763663,0.1
"ZEB1",-0.122899518747865,-0.132264940574315,-0.151076051248081,0.0118195315055508,-0.135504333065309,-0.0732799021565881,-0.126928595077806,-0.00384807596201899,0.00884227936793025,-0.0101393032279817,0.0186847990529696,0.00919540229885057,0.0267531304642966,-0.0763739291206461,-0.0507828958029493,-0.0210098043107212,-0.0123407852941532,0.013058465836723,-0.035906862745098,-0.00805004898972621,0.0202013229795801,0.0333333333333333,-0.0333333333333333,-0.00833333333333333,-0.0104166666666667,0.0166721408796337,-0.0078781852436866,0.0533333333333333,0.0529824561403509,0.0195674966184135,0.0053030303030303,-0.00254010695187166,0.0480701754385965,0.0206666666666667,-0.0480080786876904,0.0345944492399376,0.0281775477907006,0.0794871794871795,0.101438398999375,0.0166666666666667,0.050078431372549,0.112427409988386,0.0904761904761905,0.0549242463505226,0.11636481039751,0.117930368127451,0.124566767333222,0.124845261744473,0.138537602474359,0.138537602474359,0.138537602474359,0.133098834783522,0.146884059167272,0.152421294440504,0.133333333333333
"Frizzled",-0.0550783699059561,-0.104493089194142,0.01456706189492,0.00812324929971989,0.0802631578947368,-0.0163036616161616,0.0802631578947368,-0.153333333333333,-0.127246376811594,-0.112109970812541,-0.124389233954451,-0.133333333333333,-0.0713317191283293,0.0676908793820559,-0.0208683473389356,0.0456370502882131,0.0512602291325696,-0.0191666666666667,-0.00714285714285715,-0.00735968862309474,0.00583333333333332,-0.1,0,-0.05,-0.00714285714285715,-0.0393719806763285,-0.0256039659265466,-0.0666666666666667,0.096969696969697,-0.0484407886059701,-0.0590909090909091,-0.0352813852813853,-0.00666666666666668,0.0866666666666667,0.07796918767507,0.0608589613900393,0.00809523809523809,-0.1,-0.075,0.0666666666666667,0.0572549019607843,-0.075,0,0.060958605664488,-0.0801811648326113,-0.0854192600707066,0.148535320871333,-0.087406015037594,0.00902255639097744,0.00902255639097744,0.00902255639097744,-0.087406015037594,0.00666035166656799,-0.128893587033122,-0.1
"RAF",-0.0336091410559496,0.023011956001913,-0.354695751005421,0.0131994261119082,0.0433333333333333,0.00150856018341758,0.0491228070175439,0.06,0.0457142857142857,0.0513115237253168,0.0466488651535381,0.0666666666666667,0.128359956595251,-0.118241167434716,-0.128088578088578,-0.151561831407788,-0.13894696089818,-0.158008658008658,-0.124242424242424,-0.00519942611190818,-0.142857142857143,-0.1,0.1,0.133333333333333,-0.133333333333333,0.00293611558735968,0.158251366120219,-0.1,-0.235619047619048,0.146611336358283,0.133333333333333,0.153333333333333,-0.142857142857143,-0.25,-0.0450297088532383,-0.162226410310441,-0.111274509803922,0,-0.0333333333333333,-0.3,-0.253448275862069,-0.0333333333333333,0,-0.268341892883346,-0.0359971286246899,-0.0326892405839774,-0.237069740788301,-0.0375843454790823,-0.132467532467532,-0.132467532467532,-0.132467532467532,-0.0317948717948718,-0.128194028194028,-0.0422526957337084,0
"Ecadherin",-0.1120876260087,-0.00147496564103316,-0.136032549344262,0.0110173464603844,-0.0866023554570184,-0.000352612419651527,-0.0874569281706616,0.081030303030303,0.0942010347376201,0.0937622319444566,0.0904035663831897,0.0583636363636364,0.036919302468083,-0.0677676950998185,-0.0207167516558823,0.0116521739130435,0.0117901364328526,0.136854256854257,-0.0218319932915701,-0.00381570388195188,0.135555555555556,0.2,-0.1,-0.0833333333333333,-0.00430622009569378,-0.00988306336039277,-0.0978584582169165,0.18,-0.0528520056573681,-0.0230323191914938,-0.102083333333333,-0.101008064516129,0.146666666666667,-0.115614973262032,-0.125273913413907,-0.120381559296509,-0.0179446378483297,0.0627450980392157,0.0883264933880529,-0.150909090909091,-0.110460334086774,0.0883264933880529,0.0627450980392157,-0.115558373302461,0.079654248420394,0.079654248420394,0.111703970060675,0.0817713094415646,0.125071644042232,0.125071644042232,0.125071644042232,0.0806023554570184,0.125630303260109,0.153971457408883,0.0333333333333333
"SNAI2",-0.151935500624874,0.00493916509335011,0.176594848420884,0.0226923076923077,-0.150038412291933,-0.000665032243420179,-0.150038412291933,0.125210084033613,0.131192990016519,0.13423281622814,0.1417519962277,0.149019607843137,-0.0697363811710434,-0.144751749887141,-0.0695488721804511,0.0349429912810195,0.0430681133212779,0.194505608641462,-0.0552631578947368,-0.00098762324312985,0.207758620689655,0.1,-0.2,-0.18,-0.0464912280701754,0.00134455883114772,-0.169883840860288,0.2,-0.0874915483434753,-0.0277659577881965,-0.162352941176471,-0.168475390156062,0.225,-0.184313725490196,-0.166882376847502,0.184367879443214,-0.0193205128205128,0.134545454545455,0.134545454545455,-0.166666666666667,-0.166666666666667,0.134545454545455,0.134545454545455,-0.157207207207207,0.152108103371616,0.153971457408883,0.157690929838964,0.155414756377955,0.171984572230014,0.171984572230014,0.171984572230014,0.154851246516532,0.177920645289375,0.215528261240913,0.18
"KLF4",0.115619634838722,0.00100103199174406,0.137778485527284,-0.0148148148148148,0.0883264933880529,0.00538054538054538,0.0883264933880529,-0.0583636363636364,-0.081030303030303,-0.0981100580314131,-0.0942010347376201,-0.0863636363636364,-0.0353808409296214,0.0702848575712144,0.0218319932915701,-0.016,-0.0178304048892284,-0.135555555555556,0.00430622009569378,-0.000923632610939114,-0.146666666666667,-0.1,0.2,0.1,-0.0272727272727273,0.00197167095532948,0.101008064516129,-0.2,0.064694110920526,0.0116521739130435,0.0833333333333333,0.102083333333333,-0.18,0.150909090909091,0.126949891067538,0.0181420266772295,0.0190682333539476,-0.0333333333333333,-0.0627450980392157,0.16,0.115614973262032,-0.0627450980392157,-0.0333333333333333,0.110460334086774,-0.079654248420394,-0.0817713094415646,-0.115991015727031,-0.0874569281706616,-0.115512820512821,-0.115512820512821,-0.115512820512821,-0.0866023554570184,-0.125071644042232,-0.155414756377955,-0.1
"FOXC2",0.115619634838722,0.00100103199174406,0.137778485527284,-0.0148148148148148,0.0883264933880529,0.00538054538054538,0.0883264933880529,-0.0583636363636364,-0.081030303030303,-0.0981100580314131,-0.0942010347376201,-0.0863636363636364,-0.0353808409296214,0.0702848575712144,0.0218319932915701,-0.016,-0.0178304048892284,-0.135555555555556,0.00430622009569378,-0.000923632610939114,-0.146666666666667,-0.1,0.2,0.1,-0.0272727272727273,0.00197167095532948,0.101008064516129,-0.2,0.064694110920526,0.0116521739130435,0.0833333333333333,0.102083333333333,-0.18,0.150909090909091,0.126949891067538,0.0181420266772295,0.0190682333539476,-0.0333333333333333,-0.0627450980392157,0.16,0.115614973262032,-0.0627450980392157,-0.0333333333333333,0.110460334086774,-0.079654248420394,-0.0817713094415646,-0.115991015727031,-0.0874569281706616,-0.115512820512821,-0.115512820512821,-0.115512820512821,-0.0866023554570184,-0.125071644042232,-0.155414756377955,-0.1
"SHH",-0.0794871794871795,-0.15,-0.179233716475096,0,-0.1,-0.0333333333333333,0,0.233333333333333,0.233333333333333,0.05,0.173333333333333,0.2,0.0894623655913978,0.00285714285714285,0.0666666666666667,0.133333333333333,0.133333333333333,0.15,0,0,0.1,0,0,0,-0.1,0.05,-0.253333333333333,0,0.15,-0.15,-0.1,-0.133333333333333,0,0.1,0.025,-0.0280555555555556,0.08,0.1,0.1,0,0.1,0.2,0.2,0.08,0.02,0.02,0.103116883116883,0,0.2,0.2,0.2,0.1,0.161538461538462,0.152380952380952,0
"HEY1",-0.115619634838722,-0.00100103199174406,-0.137778485527284,0.0148148148148148,-0.0883264933880529,-0.00538054538054538,-0.0883264933880529,0.0583636363636364,0.081030303030303,0.0981100580314131,0.0942010347376201,0.0863636363636364,0.0353808409296214,-0.0702848575712144,-0.0218319932915701,0.016,0.0178304048892284,0.135555555555556,-0.00430622009569378,0.000923632610939114,0.146666666666667,0.1,-0.2,-0.1,0.0272727272727273,-0.00197167095532948,-0.101008064516129,0.2,-0.064694110920526,-0.0116521739130435,-0.0833333333333333,-0.102083333333333,0.18,-0.150909090909091,-0.126949891067538,-0.0181420266772295,-0.0190682333539476,0.0333333333333333,0.0627450980392157,-0.16,-0.115614973262032,0.0627450980392157,0.0333333333333333,-0.110460334086774,0.079654248420394,0.0817713094415646,0.115991015727031,0.0874569281706616,0.115512820512821,0.115512820512821,0.115512820512821,0.0866023554570184,0.125071644042232,0.155414756377955,0.1
