"","ZEB2","TGF","PAK1","GSK3","AKT","NFB","Csn","ERK","cateninmemb","IKK","cfos","RKIP","EGR1","cMet","CD44","RAF","PI3K","DELTA","RAS","AXIN2","Destcompl","SNAI2","LIV1","SOSGRB2","STAT","TCFLEF","DSH","cateninnuc","SNAI1","GLI","SRC","Wnt","Frizzled","TWIST1","TrCP","SUFU","SHH","Patched","MEK","HEY1","SMO","FUS","miR200","KLF4","ILK","Csl","SMAD","NOTCH","Ecadherin","NOTCHic","Jagged","TGFR","CDC42","FOXC2","ZEB1"
"HEY1",-0.0748142414860681,-0.0382749445676275,-0.0409090909090909,0.0208752339038513,0.0542857142857143,0.04,0.1,-0.108128342245989,0.208676134163939,0.0542857142857143,-0.0963636363636364,-0.0257575757575758,-0.16,0.00355677154582763,-0.00774757628025932,0.0676923076923077,0.0676923076923077,0.0676923076923077,0.0610746606334842,0.0212308454834579,0.0186398781843958,0.0802223388599504,0.0333333333333333,0.0670097198399085,0,0.0013930612300921,0,-0.00122213179605983,0.0164358427182643,0.00851219397141375,-0.00588235294117647,-0.00355677154582763,-0.00588235294117647,0.0172113289760349,-0.1,0,-0.00309139784946236,-0.00416666666666667,0.11534483709135,0.0219862490450726,-0.0166666666666667,-0.0333333333333333,0.0654619454619455,0.0814814814814815,0.024,-0.0254545454545455,0.0167536231884058,-0.0129748927144478,-0.225349253337273,-0.0201913875598086,0.0116396347280905,0.0329090909090909,0.0289090909090909,-0.0154601062042078,0.0748142414860681
"AXIN2",-0.0602225227364656,-0.0743616522419204,-0.0758333333333333,0.031307858553854,0.0304347826086957,0.0376811594202899,0.0333333333333333,-0.030531114656941,-0.0137013582972266,0.0304347826086957,-0.0370731707317073,-0.0195528575367285,-0.02,-0.0166319165998396,-0.0144237147070951,0.0433332554007295,0.0433332554007295,0.0433332554007295,0.0467453288915431,-0.0707296864072367,0.0268807176763404,-0.055681317180451,0,-0.00553586354427869,0.02,0.0189958131830623,0.02,0.0191255148691842,0.0228809111221354,0.0141161933293994,0.0269767441860465,0.0166319165998396,0.0269767441860465,0.0159476463736099,0,-0.05,-0.0497686603014472,-0.0559981684981685,0.0277724939672858,0.0100955200346681,-0.0470695970695971,-0.0423076923076923,0.0565956317939745,0.063104250206677,0.0115481941568898,0.0357894736842105,0.0135323211410168,0.0270056899004267,0.00134905124561174,0.0357894736842105,0.0136258336258336,0.0786520812848247,0.079537037037037,0.0772668705221398,0.0602225227364656
"TWIST1",-0.0304629190594103,-0.103409114711644,-0.0951515151515151,-0.0927184254725238,-0.14400260756193,-0.142307692307692,-0.15,-0.0855758962623951,-0.288438838622921,-0.142307692307692,-0.0776811594202898,-0.0492338253207818,-0.0733333333333333,-0.114066193853428,-0.10723888461648,-0.0354552728177017,-0.0354552728177017,-0.0354552728177017,-0.0344278755574277,-0.0873246645827291,-0.0888201807806219,0.199679440282478,0.1,-6.06309530794654e-05,0.1,0.10463551555063,0.1,0.107913261381567,-0.00165118996371687,0.107829239766082,0.105555555555556,0.115029239766082,0.105555555555556,0.0994193817878028,0.1,-0.0333333333333333,-0.00946919495242594,-0.00010958904109589,0.0820933091977185,0.115794375116409,0.004,0,0.0429864095307969,0.0248384406920992,0.13046228046228,0.0911111111111111,0.132112445478782,0.0981261086921464,0.39619558638598,0.0962393162393162,0.110045817904878,0.104548066875653,0.102048066875653,0.163306695180289,0.0304629190594103
"Csn",0.00592721257237386,0.0819027141774978,0.0818181818181818,0.13244377017461,0.0990666666666667,0.105,0.105,-0.0124242424242424,0.0208816471436622,0.0966666666666667,-0.0215151515151515,0.0552894498268762,-0.00333333333333333,0.068778562525966,0.0656674514148548,0.101414257296877,0.101414257296877,0.101414257296877,0.101606195876531,0.0566755193578848,-0.00578244880006445,0.0174288406489526,-0.0666666666666667,-0.0136792344056267,-0.05,-0.0618089305145333,-0.05,-0.0629514440442988,-0.0563905139419572,-0.065721793967014,-0.0603448275862069,-0.068778562525966,-0.0603448275862069,-0.0621552127162225,-0.18,0.0142857142857143,0.0120077789300423,0.0062700740120095,0.0113825757575758,-0.00243632336655592,0.00519480519480519,0.0142857142857143,-0.00685483367902285,-0.00442864325217266,0.00312758799171843,0.105050505050505,0.00492707385290095,0.0895160395160395,-0.00305865739006235,0.0933621933621934,-0.00827328375218827,-0.0811867237240372,-0.0773405698778833,-0.0889418203705398,-0.00592721257237386
"IKK",0.00828571428571429,-0.0944888888888889,-0.1,0.0225824175824176,-0.0115830115830116,0.0857142857142857,0.1,-0.0237142857142857,-0.245561784584131,-0.0142857142857143,-0.0357142857142857,-0.0160291438979964,-0.05,-0.0965811965811966,-0.095042735042735,0.0755595886267393,0.0755595886267393,0.0755595886267393,0.0741511379225139,-0.0821428571428572,-0.093239566336759,0.204740203539559,0.1,0.0571428571428571,0.1,0.0956077067941475,0.1,0.0934980021527973,-0.0102982753746113,0.095042735042735,0.0888888888888889,0.0965811965811966,0.0888888888888889,0.195130718954248,-0.2,0.1,0.0876628352490422,0.0911111111111111,0.0348253968253968,0.0993808049535604,0.08,0.08,-0.0025752508361204,-0.0168498168498168,0.111111111111111,0.190909090909091,0.108140814081408,0.197258297258297,0.292179642315606,0.186147186147186,0.101393314589191,0.0888888888888889,0.0888888888888889,0.125281385281385,-0.00828571428571429
"NFB",0.00866885604816639,-0.0938559774964838,-0.0888888888888889,0.0214059469941823,-0.016027456027456,-0.0142857142857143,0.0857142857142857,-0.0348253968253968,-0.244822608237774,-0.0115830115830116,-0.0237142857142857,-0.0109009387697912,-0.0357142857142857,-0.095042735042735,-0.0956077067941475,0.0741511379225139,0.0741511379225139,0.0741511379225139,0.0746486503603249,-0.0835612968591692,-0.0922428885958952,0.206366219799722,0.1,0.0581954887218045,0.0888888888888889,0.0934980021527973,0.0888888888888889,0.0940470217606404,-0.010572247977351,0.096166330548353,0.0965811965811966,0.095042735042735,0.0965811965811966,0.193543417366947,-0.1,0.08,0.0864580159719337,0.0876628352490422,0.034171802054155,0.0975950906678461,0.0911111111111111,0.08,-0.00408582485424729,-0.0110805860805861,0.108140814081408,0.186147186147186,0.10702557244572,0.194032490806684,0.293784778752204,0.197258297258297,0.100673890128759,0.0944888888888889,0.0888888888888889,0.124086166157879,-0.00866885604816639
"FOXC2",0.0748142414860681,0.0382749445676275,0.0409090909090909,-0.0208752339038513,-0.0542857142857143,-0.04,-0.1,0.108128342245989,-0.208676134163939,-0.0542857142857143,0.0963636363636364,0.0257575757575758,0.16,-0.00355677154582763,0.00774757628025932,-0.0676923076923077,-0.0676923076923077,-0.0676923076923077,-0.0610746606334842,-0.0212308454834579,-0.0186398781843958,-0.0802223388599504,-0.0333333333333333,-0.0670097198399085,0,-0.0013930612300921,0,0.00122213179605983,-0.0164358427182643,-0.00851219397141375,0.00588235294117647,0.00355677154582763,0.00588235294117647,-0.0172113289760349,0.1,0,0.00309139784946236,0.00416666666666667,-0.11534483709135,-0.0219862490450726,0.0166666666666667,0.0333333333333333,-0.0654619454619455,-0.0814814814814815,-0.024,0.0254545454545455,-0.0167536231884058,0.0129748927144478,0.225349253337273,0.0201913875598086,-0.0116396347280905,-0.0329090909090909,-0.0289090909090909,0.0154601062042078,-0.0748142414860681
"Ecadherin",0.0757621087846463,0.0388174400468318,0.0289090909090909,-0.0244072427338734,-0.052987012987013,-0.0542857142857143,-0.04,0.11534483709135,-0.210471005958811,-0.0542857142857143,0.108128342245989,0.0261321075927817,0.0963636363636364,0.00774757628025932,0.0013930612300921,-0.0610746606334842,-0.0610746606334842,-0.0610746606334842,-0.0624713086781769,-0.0276225980607775,-0.0182670916047126,-0.0831723689622984,0,-0.0656939303662243,0.00588235294117647,0.00122213179605983,0.00588235294117647,-0.00092539388087761,-0.00915736170560606,-0.00184552730474708,0.00355677154582763,-0.00851219397141375,0.00355677154582763,-0.0125558354937257,0.1,0.0333333333333333,0.0125402167471002,0.00309139784946236,-0.117305621405076,-0.018630544347086,0.00416666666666667,0.0166666666666667,-0.0649032862440684,-0.0890764181903422,-0.0167536231884058,0.0201913875598086,-0.0184485384426431,0.00739868453600912,0.123888688585569,0.0129748927144478,-0.00500347912168318,-0.0382749445676275,-0.0329090909090909,0.0115699460211415,-0.0757621087846463
"cateninmemb",0.0757621087846463,0.0388174400468318,0.0289090909090909,-0.0244072427338734,-0.052987012987013,-0.0542857142857143,-0.04,0.11534483709135,0.115648659247309,-0.0542857142857143,0.108128342245989,0.0261321075927817,0.0963636363636364,0.00774757628025932,0.0013930612300921,-0.0610746606334842,-0.0610746606334842,-0.0610746606334842,-0.0624713086781769,-0.0276225980607775,-0.0182670916047126,-0.0831723689622984,0,-0.0656939303662243,0.00588235294117647,0.00122213179605983,0.00588235294117647,-0.00092539388087761,-0.00915736170560606,-0.00184552730474708,0.00355677154582763,-0.00851219397141375,0.00355677154582763,-0.0125558354937257,0.1,0.0333333333333333,0.0125402167471002,0.00309139784946236,-0.117305621405076,-0.018630544347086,0.00416666666666667,0.0166666666666667,-0.0649032862440684,-0.0890764181903422,-0.0167536231884058,0.0201913875598086,-0.0184485384426431,0.00739868453600912,-0.141987332814342,0.0129748927144478,-0.00500347912168318,-0.0382749445676275,-0.0329090909090909,0.0115699460211415,-0.0757621087846463
"TGF",0.102579109169498,0.0424206349206349,0.12,-0.126558568632933,0.0493107769423559,0.0583333333333333,0.0333333333333333,0.292982456140351,-0.0784210201437611,0.044047619047619,0.266666666666667,0.161471861471861,0.266666666666667,-0.02,-0.0407547169811321,-0.122619047619048,-0.122619047619048,-0.122619047619048,-0.142261904761905,-0.0416225749559083,0.00396962079910354,0.026841410039457,0,-0.0644736842105263,0.1,0.034175769612711,0.1,0.0308264873160603,-0.0583947870311507,0.0407547169811321,0,0.02,0,-0.0135185185185185,0,-0.133333333333333,-0.165007183908046,-0.155632183908046,-0.308538011695906,-0.135460992907801,-0.186666666666667,-0.153333333333333,-0.0819652091203815,-0.115306381896771,-0.168787878787879,-0.213333333333333,-0.170400782013685,-0.256091954022989,0.0455734296511901,-0.273333333333333,-0.145483554246441,-0.154920634920635,-0.131111111111111,-0.0490062111801242,-0.102579109169498
"ERK",0.109238811791281,0.0383607727515907,0.0409523809523809,-0.0288849108200955,0.120370196452226,0.105194805194805,0.114285714285714,0.063004402054292,-0.168525574279911,0.115783040488923,0.168004402054292,0.104452974563231,0.140344827586207,-0.092534658324132,-0.0907534878406714,0.0564363414363414,0.0564363414363414,0.0564363414363414,0.0554462424264404,-0.0759156686788672,-0.0318212960546157,0.263482584472204,0.133333333333333,0.00834396671289875,0.0649122807017544,0.0855490268741287,0.0633333333333333,0.0844379157630176,0.0681365623290281,0.0892013249907987,0.0764507422402159,0.0909557109557109,0.0748717948717949,0.0862466900445199,-0.114285714285714,-0.14,-0.143128589996227,-0.135399121397193,-0.0482411708565204,-0.122287012542569,-0.132131147540984,-0.16,-0.0746579669950242,-0.114063594808315,-0.13580333471391,-0.118065268065268,-0.139450751127284,-0.0930415100532576,0.16686822723938,-0.102736800911983,-0.100001416783502,-0.0402838496746676,-0.0512327547841566,-0.0275621510104269,-0.109238811791281
"cateninnuc",0.112032375928356,0.0952663303167745,0.0857142857142857,-0.010886159125825,-0.103184659090909,-0.109090909090909,-0.1,0.145345109241642,-0.078039846598853,-0.107090909090909,0.137750172532781,0.00504402710606185,0.120289855072464,-0.0444224857268335,-0.0523589936633415,-0.117099297099297,-0.117099297099297,-0.117099297099297,-0.122318152318152,-0.00122213179605983,0.0019412455743414,-0.159123705576862,0.0606060606060606,-0.0742710647032011,0.0606060606060606,0.0504919286894804,0.0606060606060606,-0.0521316559556453,0.0177295364646608,0.0516193802227155,0.0411616161616162,0.0433189849657985,0.0400581154005811,0.066806096148531,0.1,-0.0111111111111111,-0.0356757129081141,-0.0350221181368722,-0.14213410006733,-0.035293553031515,-0.0493078324225865,-0.0411111111111111,-0.0675853676472397,-0.130622471636707,-0.0374372294372294,-0.0374764595103578,-0.0408478706377751,-0.0429944299120491,-0.00637561381088148,-0.0502671571847764,0.0353189103674054,-0.100506504989264,-0.0964835164835165,-0.023483090679812,-0.112032375928356
"SNAI2",0.112131529263688,0.0390351904418401,0.0392156862745098,-0.0746906531791165,-0.112986428472511,-0.108333333333333,-0.133333333333333,0.150980392156863,-0.294417082323433,-0.111781609195402,0.149019607843137,0.0955384615384615,0.166666666666667,-0.0976422169379916,-0.0911906040347658,-0.121542410877733,-0.121542410877733,-0.121542410877733,-0.118346063845769,-0.070110115714819,-0.0701981861471452,0.221042854105838,0.08,-0.0975659229208925,0.0890909090909091,0.0926339030038379,0.0890909090909091,0.0948078160473162,-0.086087420975818,0.0906903452802376,0.0962337662337662,0.0976422169379916,0.0962337662337662,0.0680923879380204,0.1,-0.1,-0.100311786686506,-0.0960864345738295,-0.156385797562268,-0.026416515973478,-0.0858823529411765,-0.08,-0.0907484846154223,-0.117307692307692,-0.021327967806841,0.0574561403508772,-0.0189356233092334,0.0553144224196856,0.409283966417261,0.0592105263157895,0.0861845629963894,-0.0353084823673059,-0.034453781512605,0.0397518780742681,-0.112131529263688
"RKIP",0.123190817790531,0.0512327547841566,0.0333333333333333,-0.0268715524034673,0.105194805194805,0.114285714285714,0.1,0.140344827586207,-0.175568677921619,0.114285714285714,0.13,0.115756302521008,0.13,-0.0649122807017544,-0.0764507422402159,0.0594155844155844,0.0594155844155844,0.0594155844155844,0.0688172938172938,-0.0759024847632443,-0.0352023039180829,0.261379903246488,0,-0.000825396825396826,0.1,0.092534658324132,0.1,0.0907534878406714,0.0809748814173472,0.0748717948717949,0.133333333333333,0.0633333333333333,0.133333333333333,0.0686571598336304,-0.1,-0.1,-0.132131147540984,-0.16,-0.168004402054292,-0.118079752226094,-0.14,-0.1,-0.0827978018763451,-0.111190817790531,-0.133472400513479,-0.0666666666666667,-0.132482301503578,-0.118065268065268,0.167972941550017,-0.0757575757575758,-0.107427843803056,-0.0409523809523809,-0.0266666666666667,-0.0501031535514294,-0.123190817790531
"SRC",0.128855944893681,0.058502886002886,0.0444444444444444,0.128225108225108,0.108974358974359,0.1,0.1,0.00202020202020202,-0.1328726986978,0.0923076923076923,-0.0424242424242424,-0.103584229390681,-0.0333333333333333,-0.025,-0.0463114754098361,0.162736754276179,0.162736754276179,0.162736754276179,0.152130693670118,-0.0460368056440988,-0.0622834050007963,-0.117638971248369,0.2,-0.162857142857143,0.2,0.0536285485805678,0.1,0.043561434486608,0.0150101117184519,0.0463114754098361,0.025,0.025,0.025,-0.00890236200581028,-0.1,0.0333333333333333,-0.00191721132897604,-0.0107407407407407,0.0187345149609301,-0.0474097980801059,-0.0366666666666667,-0.0166666666666667,-0.0518401405357927,-0.24405684754522,-0.00723684210526316,0.135,-0.00813774300616406,0.0969047619047619,0.1236960642843,0.0826190476190476,-4.70477534697811e-06,-0.0712301587301587,-0.0569444444444444,-0.0590242763772176,-0.128855944893681
"ILK",0.194832594900758,0.133216642754663,0.1,-0.13486050986051,-0.176168929110106,-0.2,-0.166666666666667,0.150700280112045,0.0139776456601758,-0.194117647058824,0.10952380952381,0.0829023917259211,0.0666666666666667,-0.0352657004830918,-0.0583426235600149,-0.0984935064935065,-0.0984935064935065,-0.0984935064935065,-0.116301725671589,-0.0483809523809524,0.0184970662985159,-0.127558545994198,0.1,-0.0876923076923077,0.1,0.053257877797303,0.1,0.0464537540859628,-0.0566545893719807,0.0583426235600149,0.0222222222222222,0.0352657004830918,0.0222222222222222,-0.0530835284933646,0.2,0,-0.0553418803418803,-0.0525641025641026,-0.142503558800569,-0.0566105001177143,-0.0833333333333333,-0.05,-0.0851801130489655,-0.209649122807018,-0.0654101640656262,-0.1,-0.0742101640656262,-0.134491315136476,-0.0567642626229737,-0.153846153846154,-0.0205263157894737,-0.145411764705882,-0.129411764705882,-0.137632984901278,-0.194832594900758
"CDC42",0.215550174872209,0.219824293353705,0.114285714285714,-0.0514258658008658,0.0616228070175439,0.0333333333333333,0.0333333333333333,0.29304347826087,0.0135956074378788,0.0458333333333333,0.28,0.186993006993007,0.22,-0.0259259259259259,-0.0259259259259259,-0.0641067538126362,-0.0641067538126362,-0.0641067538126362,-0.0665457782028801,-0.0363711001642036,-0.0242202151298024,-0.151254147312541,0.1,-0.0805555555555556,0,0.020975430876421,0,0.0161606160616062,-0.137638226752151,0.0259259259259259,0,0.0259259259259259,0,-0.125125541125541,0,-0.0333333333333333,-0.0571940604198669,-0.0460829493087558,-0.260840088430361,-0.0744627686156921,-0.0428571428571429,-0.0761904761904762,-0.109184279772515,-0.222920634920635,-0.0751322751322751,-0.0666666666666667,-0.0815838880355009,-0.042051282051282,-0.0455069376993354,-0.058974358974359,-0.0490625,-0.22436974789916,-0.238095238095238,-0.223487053357929,-0.215550174872209
"LIV1",0.221016412814331,0.224195878053159,0.238095238095238,-0.049607683982684,0.0542153996101365,0.0458333333333333,0.0333333333333333,0.260840088430361,0.0128630067052781,0.0616228070175439,0.29304347826087,0.195280299810687,0.28,-0.0259259259259259,-0.020975430876421,-0.0665457782028801,-0.0665457782028801,-0.0665457782028801,-0.0642730509301528,-0.0338553768937634,-0.0230172076110054,-0.147095015305308,0,-0.0775852585258526,0,0.0161606160616062,0,0.0216778574409165,-0.14074085205048,0.0205600722673893,0.0259259259259259,0.0259259259259259,0.0259259259259259,-0.131103801995106,-0.0333333333333333,-0.0761904761904762,-0.0611940604198669,-0.0571940604198669,-0.274173421763694,-0.0744627686156921,-0.0460829493087558,-0.0428571428571429,-0.112229965051703,-0.21472391360916,-0.0815838880355009,-0.058974358974359,-0.0802935654548557,-0.0486446886446886,-0.0450225086335914,-0.042051282051282,-0.054583972392638,-0.219824293353705,-0.22436974789916,-0.229004294737239,-0.221016412814331
"GLI",0.224835808158389,0.332647773227704,0.341666666666667,0.0216611601879566,0.0682696324143693,0.060233918128655,0.0444444444444444,0.334848484848485,0.00715502384435471,0.0745196324143692,0.359523809523809,0.191839848334387,0.342857142857143,-0.0152635719905586,-0.0161256409560759,-0.100428936834587,-0.100428936834587,-0.100428936834587,-0.0986467586167656,-0.0342089371980676,-0.0492626340921915,-0.141328000466987,0,-0.088557253955484,0,0.0128788877093226,0.1,0.0162859409071708,-0.131737410381885,0.0147708829585369,0.0225806451612903,0.114345351043643,0.12258064516129,-0.134759914675025,-0.0333333333333333,-0.20952380952381,-0.197933435882475,-0.199991049051199,-0.345345722417546,-0.112170516712113,-0.189786967418546,-0.184523809523809,-0.112662311888318,-0.218658086658087,-0.121977200958875,-0.103731211317418,-0.121436660418334,-0.100755020841228,-0.0321795913996364,-0.0912312113174182,-0.0956609302804275,-0.328177184992409,-0.33132183908046,-0.24483638630891,-0.224835808158389
"STAT",0.225730679576833,0.225165557173566,0.227272727272727,-0.0888273253226524,0.0288942695722357,0,0,0.28156862745098,-0.126251063681106,0.0238095238095238,0.293333333333333,0.197878056628057,0.233333333333333,-0.0592532467532467,-0.0583985458985459,-0.119266956162117,-0.119266956162117,-0.119266956162117,-0.12075949347555,-0.0509964545258663,-0.046484896079039,-0.112894720440456,0.2,-0.169047619047619,0.0285714285714286,0.051143025393814,0.0285714285714286,0.050308698814553,-0.149265864346777,0.058412910618793,0.0410714285714286,0.0592532467532467,0.0410714285714286,-0.0428908922162295,0,-0.05,-0.0601478356314742,-0.0486434108527132,-0.265439595192916,-0.0773333333333333,-0.0416666666666667,-0.075,-0.116350778656515,-0.331085363438305,-0.0776167471819646,-0.0529411764705882,-0.0833638736187462,-0.0252843934739994,0.124684714864012,-0.0340222575516693,-0.0255461387015226,-0.226614832535885,-0.239772727272727,-0.209251533742331,-0.225730679576833
"TCFLEF",0.25055777068935,0.316013327999565,0.305128205128205,-0.10808294628404,-0.0871265915010655,-0.099012987012987,-0.087012987012987,0.273135888501742,-0.181063176985395,-0.0925613741097612,0.264564459930314,0.248834550213528,0.232857142857143,-0.131858974358974,-0.136261490082245,-0.144410630073085,-0.144410630073085,-0.144410630073085,-0.14743296910068,-0.0449347985347985,-0.0306468153917958,0.191215100819466,0.166666666666667,-0.0874011976047904,0.129166666666667,0.0333978016515461,0.125490196078431,0.0303909287993124,-0.220403859274152,0.132530329857696,0.124166666666667,0.128182503770739,0.120490196078431,-0.0368950472769965,0.114285714285714,-0.133333333333333,-0.169395267309378,-0.165714285714286,-0.264292351086776,-0.0810634694071748,-0.165714285714286,-0.18,-0.137220309810671,-0.254262159409218,-0.0911496924128503,-0.0300494181412402,-0.0963122163134239,-0.0250660294369213,0.208789121535242,-0.0300494181412402,0.0849544889768062,-0.317668957138638,-0.321407274895647,-0.217024463314357,-0.25055777068935
"Patched",0.258333333333333,0.336666666666667,0.233333333333333,-0.000366300366300371,-0.0571428571428571,-0.1,0,0.3,-0.0610035842293907,-0.1,0.2,0.205714285714286,0.1,-0.05,-0.0433333333333333,-0.157692307692308,-0.157692307692308,-0.157692307692308,-0.170192307692308,0.00865800865800866,0.000199800199800203,-0.200122605363985,0.1,-0.166666666666667,0.1,0.0433333333333333,0.2,0.036537216828479,-0.189247311827957,0.1375,0,0.15,0.1,-0.0638888888888889,0,0,-0.238333333333333,-0.213333333333333,-0.292307692307692,-0.0897435897435897,-0.133333333333333,-0.1,-0.135714285714286,-0.283333333333333,-0.0833333333333333,0,-0.103333333333333,-0.0393939393939394,-0.0431850053937433,-0.0666666666666667,0.0431746031746032,-0.353333333333333,-0.333333333333333,-0.22,-0.258333333333333
"SMO",0.263418079096045,0.339369369369369,0.333333333333333,-0.00327892172552367,-0.0531428571428571,-0.1,-0.1,0.292307692307692,-0.0542074677245363,-0.0571428571428571,0.3,0.239047619047619,0.2,-0.0433333333333333,-0.0433333333333333,-0.170192307692308,-0.170192307692308,-0.170192307692308,-0.167866726296959,0.00176145693387073,0.00407576919204826,-0.192503557744937,0.1,-0.16140350877193,0,0.036537216828479,0.1,0.036537216828479,-0.189247311827957,0.1375,0.05,0.1375,0.15,-0.0756535947712418,0,-0.1,-0.243888888888889,-0.238333333333333,-0.283216783216783,-0.104029304029304,-0.213333333333333,-0.133333333333333,-0.144575045207957,-0.266666666666667,-0.103333333333333,-0.0666666666666667,-0.114444444444444,-0.0493939393939394,-0.0361739352830421,-0.0393939393939394,0.036031746031746,-0.336666666666667,-0.353333333333333,-0.226896551724138,-0.263418079096045
"FUS",0.267712557623653,0.343624688518306,0.353333333333333,-0.000268888280707618,-0.0531428571428571,-0.0571428571428571,-0.1,0.283216783216783,-0.0577456427710912,-0.0531428571428571,0.292307692307692,0.238016691212568,0.3,-0.0433333333333333,-0.036537216828479,-0.167866726296959,-0.167866726296959,-0.167866726296959,-0.164809957738007,0.00859375507051669,0.00246992977598987,-0.191246825249425,0,-0.153711201079622,0.05,0.036537216828479,0.15,0.0422437385676094,-0.193964292960032,0.129807692307692,0.0433333333333333,0.1375,0.1375,-0.0793185162372104,0.1,-0.133333333333333,-0.250959595959596,-0.243888888888889,-0.300458162527128,-0.108377130116261,-0.238333333333333,-0.213333333333333,-0.144575045207957,-0.268306010928962,-0.114444444444444,-0.0393939393939394,-0.111218637992832,-0.0584848484848485,-0.0380917435022202,-0.0493939393939394,0.027598011091987,-0.339369369369369,-0.336666666666667,-0.232159709618875,-0.267712557623653
"SUFU",0.270128016560851,0.3453998364473,0.336666666666667,-0.0010400965069287,-0.0471025886864813,-0.0531428571428571,-0.0571428571428571,0.300458162527128,-0.0596556018433968,-0.0531428571428571,0.283216783216783,0.24087383406971,0.292307692307692,-0.036537216828479,-0.036537216828479,-0.164809957738007,-0.164809957738007,-0.164809957738007,-0.162911223560792,0.0060176426583387,0.000928196655309381,-0.194213206264587,0.05,-0.157207704576126,0.0433333333333333,0.0422437385676094,0.1375,0.0399419482862795,-0.188001771665314,0.129435945095796,0.0433333333333333,0.129807692307692,0.1375,-0.0807618152062826,0.1,-0.213333333333333,-0.245940290940291,-0.250959595959596,-0.297479439122873,-0.107172310839152,-0.243888888888889,-0.238333333333333,-0.146433781267436,-0.273695232485848,-0.111218637992832,-0.0493939393939394,-0.110987691110614,-0.0632467532467532,-0.037164863996556,-0.0584848484848485,0.028785659548044,-0.343624688518306,-0.339369369369369,-0.236378071901753,-0.270128016560851
"SHH",0.275,0.353333333333333,0.2,-0.00512820512820513,-0.1,0,0,0.2,-0.0721146953405018,-0.1,0.1,0.22,0,0,-0.05,-0.15,-0.15,-0.15,-0.157692307692308,-0.00952380952380952,0.0012987012987013,-0.201455938697318,0,-0.2,0.1,0.0433333333333333,0.2,0.0433333333333333,-0.166666666666667,0.15,0.1,0.1,0.2,-0.075,0,0,-0.213333333333333,-0.133333333333333,-0.3,-0.0666666666666667,-0.1,0,-0.15,-0.25,-0.0666666666666667,0.1,-0.0833333333333333,-0.0666666666666667,-0.0363888888888889,0,0.0542857142857143,-0.333333333333333,-0.233333333333333,-0.25,-0.275
