"","GSK3","Patched","AKT","EGR1","FUS","SMO","ILK","STAT","FOXC2","KLF4","RAF","PI3K","DELTA","Destcompl","TCFLEF","DSH","RAS","Wnt","ZEB2","ZEB1","SOSGRB2","AXIN2","cateninnuc","CD44","Ecadherin","Frizzled","LIV1","Csl","GLI","SRC","SNAI1","NOTCH","cateninmemb","NOTCHic","RKIP","Jagged","ERK","cMet","MEK","TWIST1","TGF","SMAD","CDC42","IKK","cfos","NFB","HEY1","PAK1","SNAI2","TGFR","SHH","TrCP","SUFU","miR200","Csn"
"KLF4",0.0557502358984833,-0.0979166666666667,0.120529100529101,0.08,-0.1,-0.0666666666666667,-0.0373333333333333,0,-0.0744068024467299,0.0222222222222222,0.120384615384615,0.120384615384615,0.120384615384615,0.0217288888720449,0.0234457768485009,0,0.125531674208145,0.0136798905608755,-0.00297213622291022,-0.00297213622291022,-0.136763865065752,0.071947815927825,0.0544544941585881,0.0632451079521799,0.126743120768573,0.0764705882352941,0.1,0.114545454545455,-0.0636798905608755,-0.0764705882352941,-0.0185215809650207,0.125614363932324,-0.0610913138352163,0.151387559808612,-0.0195938981653267,0.0553114351914952,-0.0832085561497326,-0.0136798905608755,-0.0883631953249904,0.0297777777777778,0.0613111603843311,0.0228405797101449,0.0536363636363636,-0.105714285714286,-0.0890909090909091,-0.12,0.0524828113063407,0.113636363636364,-0.119605633442284,0.094969696969697,0.0817876344086022,-0.1,0,-0.00702482702482702,-0.1
"HEY1",0.0557502358984833,-0.0979166666666667,0.120529100529101,0.08,-0.1,-0.0666666666666667,-0.0373333333333333,0,-0.0744068024467299,0.0222222222222222,0.120384615384615,0.120384615384615,0.120384615384615,0.0217288888720449,0.0234457768485009,0,0.125531674208145,0.0136798905608755,-0.00297213622291022,-0.00297213622291022,-0.136763865065752,0.071947815927825,0.0544544941585881,0.0632451079521799,0.126743120768573,0.0764705882352941,0.1,0.114545454545455,-0.0636798905608755,-0.0764705882352941,-0.0185215809650207,0.125614363932324,-0.0610913138352163,0.151387559808612,-0.0195938981653267,0.0553114351914952,-0.0832085561497326,-0.0136798905608755,-0.0883631953249904,0.0297777777777778,0.0613111603843311,0.0228405797101449,0.0536363636363636,-0.105714285714286,-0.0890909090909091,-0.12,0.0524828113063407,0.113636363636364,-0.119605633442284,0.094969696969697,0.0817876344086022,-0.1,0,-0.00702482702482702,-0.1
"Csn",-0.091604373908466,-0.00196899874319229,-0.0708666666666667,-0.04,-0.0142857142857143,-0.00519480519480519,0.00906832298136646,0.0833333333333333,0.059270128614306,-0.00407239819004525,0.00219183045014039,0.00219183045014039,0.00219183045014039,0.0293081702498461,0.08143224425959,0.0833333333333333,0.0023837690297949,0.0814222406868855,-0.00124069478908189,-0.00124069478908189,-0.0403459010722933,0.0627332192319799,0.0769223224315684,0.0756444629091077,-0.00555909417591213,0.0729885057471264,0.0666666666666667,-0.0702020202020202,-0.075745384791689,-0.0729885057471264,0.0794893905004457,-0.0728493728493729,0.033223825576927,-0.0766955266955267,0.0950470219435737,0.00876190476190476,0.0438961038961039,-0.0814222406868855,0.0438961038961039,0.0812451301231105,-0.0538684898853032,-0.0088112535726261,-0.0575983717774763,0.0716666666666667,0.04,0.0883333333333333,-0.0139756367663344,-0.0590909090909091,-0.0266459065519782,-0.0588804230595275,0.0101657200546677,0.18,0.0142857142857143,0.0153151164017531,0.08
"FOXC2",-0.0557502358984833,0.0979166666666667,-0.120529100529101,-0.08,0.1,0.0666666666666667,0.0373333333333333,0,0.0744068024467299,-0.0222222222222222,-0.120384615384615,-0.120384615384615,-0.120384615384615,-0.0217288888720449,-0.0234457768485009,0,-0.125531674208145,-0.0136798905608755,0.00297213622291022,0.00297213622291022,0.136763865065752,-0.071947815927825,-0.0544544941585881,-0.0632451079521799,-0.126743120768573,-0.0764705882352941,-0.1,-0.114545454545455,0.0636798905608755,0.0764705882352941,0.0185215809650207,-0.125614363932324,0.0610913138352163,-0.151387559808612,0.0195938981653267,-0.0553114351914952,0.0832085561497326,0.0136798905608755,0.0883631953249904,-0.0297777777777778,-0.0613111603843311,-0.0228405797101449,-0.0536363636363636,0.105714285714286,0.0890909090909091,0.12,-0.0524828113063407,-0.113636363636364,0.119605633442284,-0.094969696969697,-0.0817876344086022,0.1,0,0.00702482702482702,0.1
"MEK",0.12514274429168,0.123693989071038,0.248554876496053,-0.25,0.113333333333333,0.125333333333333,0.111710346259273,0,-0.0388522474729371,-0.00822572931611669,0.0867604617604617,0.0867604617604617,0.0867604617604617,-0.0209720002473312,0.0118134242883138,0,0.0915223665223665,-0.00153846153846154,0.0070399216597208,0.0070399216597208,-0.209587301587302,0.0114304177595317,0.0147874019834811,0.0161391240338609,0.15631114641828,0.01,0,0.00303030303030303,-0.0103496503496503,-0.0157894736842105,0.0471182752098001,-0.00261259421843363,-0.126859372182184,0.00687645687645688,0.125799793601651,-0.105126413336355,0.255135730007337,-0.00425101214574899,0.14846906334067,0.0830696101284337,0.0417881425030617,-0.125363482790638,0.0323809523809524,-0.254437229437229,0.218965517241379,-0.239285714285714,-0.11851406046528,0.0466666666666667,0.374559491157022,0.0520071206052515,-0.117811636129862,-0.2,-0.133333333333333,0.0367663805467307,-0.214285714285714
"RKIP",0.122931442080378,0.125333333333333,0.254437229437229,-0.25,0.133333333333333,0.113333333333333,0.126561831407788,0,-0.048762157382847,-0.0278335724533716,0.0756493506493506,0.0756493506493506,0.0756493506493506,-0.0167878998289211,0.0161391240338609,0,0.0867604617604617,0.01,0.00783357245337159,0.00783357245337159,-0.222920634920635,-0.000281293952180028,0.0118134242883138,0.00425101214574899,0.155946847693325,0,0,-0.0333333333333333,0.00153846153846154,0,0.0375028905944155,0.00687645687645688,-0.124176445352916,0.00303030303030303,0.12843137254902,-0.118241167434716,0.218965517241379,-0.0157894736842105,0.255135730007337,0.075377302436126,0.0520071206052515,-0.111710346259273,0.0466666666666667,-0.239285714285714,0.25,-0.214285714285714,-0.129423151374371,0.0666666666666667,0.375532727166754,0.0323809523809524,-0.123693989071038,-0.2,-0.1,0.0476022938594242,-0.2
"TGF",0.133504177926879,-0.076551724137931,0.0488095238095238,-0.1,-0.113333333333333,-0.08,-0.0760606060606061,0.1,-0.0214596273291925,-0.0156877701500127,0.202380952380952,0.202380952380952,0.202380952380952,0.0344743039243113,0.113195961602119,0.1,0.207738095238095,0.125714285714286,0.0120514065136491,0.0120514065136491,-0.210526315789474,0.0694003527336861,0.0988418946164726,0.0934591194968554,0.177562995868739,0.0857142857142857,0,0.253333333333333,-0.112506738544474,-0.0666666666666667,0.191856325492689,0.237126436781609,-0.100051746523183,0.223333333333333,0.195670995670996,0.119759450171821,0.126315789473684,-0.106666666666667,0.106315789473684,0.222592592592593,0.0317857142857143,0.0647702834799609,0.113333333333333,-0.0488095238095238,0.1,0.00833333333333333,0.111283043197937,0.08,0.144210165787828,0.122857142857143,0.104676724137931,0,0.133333333333333,0.150408260322053,0.0333333333333333
"Destcompl",0.0258947994080478,-0.111636846269685,0.0988696771305467,0.0179487179487179,-0.096551724137931,-0.119408866995074,-0.02,0.0380952380952381,0.0251774523633485,-0.00844901665364815,0.116382993544126,0.116382993544126,0.116382993544126,-0.074610200601556,0.0349789701200456,0.0380952380952381,0.115912035930311,0.038868329102969,0.0131639942440127,0.0131639942440127,-0.0333367393807706,0.0322388989138816,0.0279927386055122,0.0253899290241552,-0.0277982313601793,0.0230267449445532,0.0166666666666667,0.0870426948687818,-0.0260668448729133,-0.0230267449445532,0.012647181233717,0.0927388698273947,0.0332679485486529,0.088129651390521,0.00555555117090027,0.0216287181707742,-0.0319576598265123,-0.0384496305166925,-0.0239407821893815,0.0161658453959055,-0.0280221489684803,0.0297076023391813,-0.0259324419422942,-0.0988696771305467,-0.027039627039627,-0.105175983436853,0.026347498655191,-0.0348979591836735,-0.100320541074689,-0.0385640208896626,0.111443422672006,-0.0666666666666667,0.1,0.0948507462304263,-0.10952380952381
"IKK",0.016025641025641,-0.151111111111111,-0.143178893178893,-0.05,-0.12,-0.14,-0.0986111111111111,0.15,-0.100779220779221,-0.0010989010989011,0.0489413188142771,0.0489413188142771,0.0489413188142771,0.122150296395786,0.173983775170216,0.15,0.0545751216311785,0.168803418803419,0.0132581453634085,0.0132581453634085,-0.185504201680672,0.125952380952381,0.175671538883296,0.173418803418803,0.270801524785332,0.161111111111111,0.1,0.0454545454545455,-0.173418803418803,-0.161111111111111,0.0955329375176703,0.0676767676767677,-0.131420348738784,0.0597402597402597,0.110473588342441,0.139726647922524,0.0477142857142857,-0.168803418803419,0.0454920634920635,0.281437908496732,0.141624242424242,0.0936606160616062,0.133333333333333,0.14047619047619,0.0357142857142857,0.257142857142857,0.0993808049535604,0.1,0.167318619989853,0.142424242424242,0.147662835249042,0.2,0.1,0.0341360089186176,0.3
"NFB",0.0164177978883861,-0.147662835249042,-0.132067782067782,-0.0357142857142857,-0.14,-0.151111111111111,-0.0936606160616062,0.161111111111111,-0.104364878149739,-0.00879120879120879,0.0545751216311785,0.0545751216311785,0.0545751216311785,0.122980861179839,0.175671538883296,0.161111111111111,0.0560676589446113,0.173418803418803,0.0159401377005733,0.0159401377005733,-0.194977885891199,0.125952380952381,0.176220558491139,0.173983775170216,0.270962038428992,0.168803418803419,0.15,0.0597402597402597,-0.174542398924421,-0.168803418803419,0.0925192388875334,0.0709025741283806,-0.131948331843325,0.0676767676767677,0.111755639624492,0.138287799001661,0.0454920634920635,-0.173418803418803,0.047452847805789,0.280485527544351,0.145421710778673,0.10146730751142,0.142424242424242,0.143178893178893,0.0477142857142857,0.14047619047619,0.0993808049535604,0.133333333333333,0.167521872022373,0.141624242424242,0.146458015971934,0.3,0.12,0.0398761901874998,0.257142857142857
"ERK",0.122690428215386,0.117811636129862,0.247637445303392,-0.218965517241379,0.125333333333333,0.123693989071038,0.125363482790638,0.0157894736842105,-0.0373137859344756,-0.00745053551766708,0.0915223665223665,0.0915223665223665,0.0915223665223665,-0.0176273929568389,0.0147874019834811,0.01,0.088992113497064,0.0103496503496503,0.0172761421321617,0.0172761421321617,-0.225121282169826,0.0044385478408325,0.0128429575390366,0.0118134242883138,0.158954469452952,-0.00153846153846154,0,0.00687645687645688,-0.00558774558774559,-0.00425101214574899,0.0406367937283186,0.00985277974278521,-0.125571423700124,-0.00261259421843363,0.138891715607222,-0.113258943456837,0.14846906334067,-0.0161391240338609,0.140391068911701,0.0843178764252436,0.0428870436019628,-0.125363482790638,0.0520071206052515,-0.248554876496053,0.255135730007337,-0.254437229437229,-0.128411671386782,0.0323809523809524,0.374469319831503,0.0417881425030617,-0.122642554004258,-0.214285714285714,-0.113333333333333,0.0399526550565346,-0.239285714285714
"NOTCHic",-0.0219934454260473,0.00384615384615384,-0.00697674418604651,0.1,-0.05,0.00384615384615384,-0.0109523809523809,0.02,-0.0340355497037525,-0.0252415458937198,0.00608695652173913,0.00608695652173913,0.00608695652173913,0.00272008323410193,-0.0100956186670472,0.02,-0.00228742771471407,-0.0121678321678322,0.0191304347826087,0.0191304347826087,-0.0126315789473684,-0.00243860437256664,-0.0111643209571236,-0.00887112887112887,-0.0422829732781789,-0.00307692307692308,0,0.102857142857143,0.0110925633506279,0.00307692307692308,-0.0895645095645096,-0.0390783410138249,0.0162238651504059,-0.0390783410138249,-0.0993237942242313,-0.033019122158195,-0.030952380952381,0.0121678321678322,-0.0623809523809524,-0.112373520946594,0.0460199529712577,-0.00991092840013704,0.0484444444444444,0,-0.0666666666666667,0.0333333333333333,0.103322185061315,0.0444444444444444,-0.167868152690739,0.0581218637992831,0.0122828784119107,-0.1,0,-0.092286364887521,0
"NOTCH",-0.0286050156739812,0.00384615384615384,0,0,0,-0.05,0.0190476190476191,0,-0.0469387755102041,-0.0502415458937198,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.00238674990076859,-0.00887112887112887,0,0.00608695652173913,-0.00307692307692308,0.0243156199677939,0.0243156199677939,-0.0126315789473684,-0.00382749326145553,-0.0100956186670472,-0.0121678321678322,-0.0430486700622524,0.02,0,0.06,0.0121678321678322,-0.02,-0.0953846153846154,-0.0390783410138249,0.0139926278278907,0.102857142857143,-0.106366047745358,-0.0469264069264069,-0.0666666666666667,0.00307692307692308,-0.030952380952381,-0.118033898305085,0.0581218637992831,0.0109523809523809,0.0444444444444444,0.0333333333333333,-0.1,0,0.0710144927536232,0.1,-0.16606454547631,0.0484444444444444,-0.00384615384615384,0,-0.1,-0.0778354978354979,-0.1
"SUFU",-0.0210581986114491,0.0130808080808081,-0.143501438159156,0.0184615384615385,-0.0116666666666667,0.0161111111111111,-0.0550742447516641,-0.183333333333333,0.0392556281608445,-0.0365918436351341,-0.215861185757474,-0.215861185757474,-0.215861185757474,-0.0372033726274361,-0.181906265946278,-0.075,-0.217443464238487,-0.0797008547008547,0.0249389667753209,0.0249389667753209,0.022396025027604,-0.0482251741916991,-0.171011125281317,-0.16777583116367,0.0547180813383284,-0.0527777777777778,-0.15,-0.226212121212121,0.0607417468941632,0.161111111111111,-0.0678431043771174,-0.243455988455988,-0.167390862411569,-0.230757575757576,-0.0751868995020689,-0.0994737302336822,0.00933365485089623,0.187324703344121,-0.0038578345108059,-0.116814124425131,0.0503284437654323,0.04191027246529,0.0464864864864865,0.146857142857143,-0.00331002331002331,0.146857142857143,0.0400303555358558,0.06,0.219452825291674,0.0666992524439333,-0.0181001131001131,0.1,-0.0133333333333333,-0.118884057950758,0.142857142857143
"SHH",-0.0102564102564103,-0.0666666666666667,-0.1,0,-0.2,-0.1,-0.0666666666666667,-0.1,0.025,-0.05,-0.2,-0.2,-0.2,-0.045974025974026,-0.183333333333333,0,-0.192307692307692,-0.1,0.025,0.025,0,-0.0285714285714286,-0.161111111111111,-0.15,0.0436111111111111,0,0,-0.1,0.05,0.1,-0.0666666666666667,-0.266666666666667,-0.171469534050179,-0.2,-0.12,-0.0885714285714286,0,0.2,0.02,-0.125,0.06,0.0833333333333333,0.1,0.1,-0.1,0,0.0666666666666667,0.2,0.212337164750958,0.1,-0.0133333333333333,0,0.2,-0.116666666666667,0
"TGFR",0.146462613134702,-0.104676724137931,0.046483942414175,-0.1,-0.08,-0.076551724137931,-0.0647702834799609,0.0666666666666667,-0.00966923431609211,-0.0103306272928699,0.207738095238095,0.207738095238095,0.207738095238095,0.0229823684404403,0.0988418946164726,0.0857142857142857,0.214755639097744,0.112506738544474,0.0275231046268566,0.0275231046268566,-0.231513970110461,0.090430395652141,0.110267935360494,0.113195961602119,0.17449655634574,0.125714285714286,0.1,0.223333333333333,-0.132506738544474,-0.106666666666667,0.185071664725728,0.245040105846357,-0.110906249987386,0.237126436781609,0.212813852813853,0.125556551621097,0.106315789473684,-0.0934591194968554,0.102206200432588,0.239318571240279,0.0197289766970618,0.0615674365048719,0.122857142857143,-0.0488095238095238,0.126315789473684,-0.0488095238095238,0.10232781931734,0.113333333333333,0.147913869491532,0.0317857142857143,0.09281231735827,0.0333333333333333,0.113333333333333,0.153634066773666,0.00833333333333333
"Csl",-0.0209625175909958,-0.0122828784119107,-0.0248062015503876,0.0666666666666667,0.00384615384615384,0.00384615384615384,0.00991092840013704,-0.00307692307692308,-0.0334608370600743,-0.0195272601794341,-0.00228742771471407,-0.00228742771471407,-0.00228742771471407,0.00131849883434568,-0.0111643209571236,-0.00307692307692308,0.000653748755874161,-0.0110925633506279,0.0290751861638242,0.0290751861638242,-0.0232006846384253,-0.00372395141626844,-0.0103066880240189,-0.0100956186670472,-0.0407713453712022,-0.0121678321678322,0.02,-0.0390783410138249,0.0110925633506279,0.0121678321678322,-0.0958886202364463,-0.0318056137410976,0.0153064339577454,-0.0390783410138249,-0.0896463748693926,-0.0413524554915283,-0.0623809523809524,0.00887112887112887,-0.0569461697722567,-0.109890450969168,0.0457931956016432,-0.014910928400137,0.0581218637992831,0.00697674418604651,-0.030952380952381,0,0.0882895053227534,0.0484444444444444,-0.166600442027055,0.0460199529712577,0.000213912894669292,0,0.05,-0.0929399596587628,0.0333333333333333
"AXIN2",0.043885808445305,-0.0941849816849817,0.0740579710144928,0.0133333333333333,-0.0769230769230769,-0.0816849816849817,-0.0321371060501495,0.02,0.0467686723892813,-0.0186780396974403,0.0812329383263639,0.0812329383263639,0.0812329383263639,0.0308034299561533,0.0322388989138816,0.02,0.0841200774339755,0.0295429029671211,0.0294628781703559,0.0294628781703559,-0.0210761188320796,-0.0457271135478404,0.0436958811879845,0.0468930606958277,-0.026363458739768,0.0502325581395349,0.0666666666666667,0.0498245614035088,-0.0471529658602028,-0.0502325581395349,0.025599937519569,0.0627106617896092,0.0302431581828882,0.0694674185463659,0.0313419197290165,0.0402411982846765,-0.0144274751158727,-0.0295429029671211,-0.0144274751158727,0.038938273806428,-0.0502586326725101,0.026581550494594,-0.0489969135802469,-0.0729468599033817,-0.00601626016260163,-0.0859903381642512,0.0362087239369187,-0.0354166666666667,-0.0715181061055631,-0.0383774445536982,0.0846767849636702,-0.0666666666666667,0.1,0.0788744615071919,-0.0555555555555556
"EGR1",-0.0676471861471861,-0.00663651362576093,-0.0415448343079922,0.04,0.00714285714285715,0.0168202764976959,0.0103857313534733,-0.11,-0.00451425650159139,-0.0201321883944835,-0.0517043944949253,-0.0517043944949253,-0.0517043944949253,-0.0780907490025201,-0.112373066135442,-0.11,-0.0467043944949253,-0.114678362573099,0.0315032583782146,0.0315032583782146,0.00160891089108911,-0.0759286798649193,-0.103131686825098,-0.100521214283591,-0.164361767489173,-0.0988888888888889,-0.05,-0.0615384615384615,0.101507630865782,0.0988888888888889,-0.0929169218544162,-0.0527472527472528,0.0982243084551173,-0.0538461538461539,-0.081325451712192,-0.0512037747102931,-0.0364627855563744,0.112402402402402,-0.031129452223041,-0.143703839638622,0.000551457542778661,-0.020063150708312,0.0123249299719888,0.0230263157894737,-0.000869565217391305,0.0125,-0.0126569068406973,0.0142857142857143,-0.134456850550355,0.00929462694168576,-0.0123634863742391,0,0.0428571428571429,-0.0910950351529629,0.05
"RAS",-0.059250645994832,-0.154666666666667,-0.0666666666666667,0.18,-0.2,-0.166666666666667,-0.196536796536797,-0.1,0.0953968253968254,-0.0596428571428571,0.00384615384615385,0.00384615384615385,0.00384615384615385,-0.0451199334920265,-0.0749273129873881,-0.1,-0.0942307692307692,-0.0794117647058824,0.0318078055964654,0.0318078055964654,0.231168831168831,-0.0575230566534914,-0.0746440268684079,-0.0687734668335419,-0.0371094524766428,-0.05,0,0.1,0.0669117647058824,0.05,-0.00520157325467059,0.076961271102284,-0.0101048467206383,0.105263157894737,-0.139182389937107,0.128440764833432,-0.239210526315789,0.0794117647058824,-0.237249742002064,-0.107921440261866,-0.101793826441468,0.186332714904143,-0.14,0.0666666666666667,-0.255,0.1,0.200592885375494,-0.06,-0.251713529904515,-0.0988235294117647,0.180090395480226,-0.1,0.1,0.0601230769230769,0
"SRC",-0.0947186147186147,-0.0285185185185185,0.0239316239316239,0.266666666666667,-0.0166666666666667,-0.0766666666666667,-0.0754385964912281,-0.2,0.104094304388422,-0.162726098191214,0.0634793491864831,0.0634793491864831,0.0634793491864831,-0.057366618888358,-0.126175529788085,-0.1,0.0528732885804225,-0.115,0.0426400119796346,0.0426400119796346,0.211428571428571,-0.099549492116112,-0.135347789295915,-0.139590163934426,-0.242658305746541,-0.125,-0.2,0.08,0.139590163934426,0.125,-0.0346278583751701,0.0764285714285714,0.11014593623709,0.0942857142857143,-0.161355490387748,-0.00550811573747354,-0.316161616161616,0.115,-0.291633314274824,-0.182238221548566,-0.117005772005772,0.110573731626363,-0.113888888888889,0.00384615384615384,-0.293939393939394,-0.05,0.107671300893744,-0.0888888888888889,-0.0730718873774981,-0.142460317460317,0.0255773420479303,-0.1,-0.0333333333333333,-0.0929439320743669,-0.15
"Jagged",-0.0172413793103448,-0.05,-0.0333333333333333,0.1,0.1,0,0.0333333333333333,0,-0.0285714285714286,-0.0111111111111111,0.0133333333333333,0.0133333333333333,0.0133333333333333,-0.000416988416988418,-0.0121678321678322,0,0.0133333333333333,0.02,0.0502415458937198,0.0502415458937198,-0.06,-0.00571428571428572,-0.00887112887112887,-0.00307692307692308,-0.0374035087719298,0,0,0,0.00307692307692308,0,-0.1,0.102857142857143,0.0145161880373148,0.06,-0.0615384615384615,-0.0469264069264069,-0.1,-0.02,-0.0666666666666667,-0.096,0.0484444444444444,-0.0190476190476191,0.1,0,0,-0.1,0.0666666666666667,0,-0.16553544494721,0.0444444444444444,-0.00384615384615384,0,0,-0.0921212121212121,0
"DELTA",-0.0172413793103448,-0.05,-0.0333333333333333,0.1,0.1,0,0.0333333333333333,0,-0.0285714285714286,-0.0111111111111111,0.0133333333333333,0.0133333333333333,0.0133333333333333,-0.000416988416988418,-0.0121678321678322,0,0.0133333333333333,0.02,0.0502415458937198,0.0502415458937198,-0.06,-0.00571428571428572,-0.00887112887112887,-0.00307692307692308,-0.0374035087719298,0,0,0,0.00307692307692308,0,-0.1,0.102857142857143,0.0145161880373148,0.06,-0.0615384615384615,-0.0469264069264069,-0.1,-0.02,-0.0666666666666667,-0.096,0.0484444444444444,-0.0190476190476191,0.1,0,0,-0.1,0.0666666666666667,0,-0.16553544494721,0.0444444444444444,-0.00384615384615384,0,0,-0.0921212121212121,0
"TCFLEF",0.0978158963307052,-0.212089093701997,0.109253711225661,0.0442857142857143,-0.22,-0.21047619047619,-0.12116776790461,0.216666666666667,-0.0278422203869131,0.0385185892538834,0.196476211384154,0.196476211384154,0.196476211384154,0.0494550263613941,0.101225201455701,0.219607843137255,0.193191060267202,0.205975364504776,0.0631595782385256,0.0631595782385256,-0.23729279901735,0.0642774114774115,0.0916891189814746,0.189197710046767,0.182062503360243,0.184607843137255,0.166666666666667,0.299330463892874,-0.192310768231484,-0.181666666666667,0.0173229304400852,0.2887904339274,-0.0976639202590523,0.273840267814443,-0.07731781237085,0.175274475673014,-0.0145993031358885,-0.203034188034188,-0.0248033847685416,0.0967642104929147,0.040899440120384,0.117534880715317,0.0432915921288014,-0.115775450356096,-0.0174564459930314,-0.0931948051948052,0.14487061883465,0.0153846153846154,0.125611126714082,0.0339457977362781,0.218837559959666,-0.114285714285714,0.2,-0.07258775361185,-0.105194805194805
"CD44",0.138095238095238,0.09,0.2,-0.3,0.1,0.05,0.116666666666667,0.1,0.07375,0.0365079365079365,0.142857142857143,0.142857142857143,0.142857142857143,-0.062932445705555,0.113643410852713,0,0.157142857142857,0.1,0.0634920634920635,0.0634920634920635,-0.269047619047619,0.09,0.116720333929636,0.106666666666667,0.236740853327543,0.1,0.1,0,-0.106666666666667,-0.2,0.143726741095162,0.0165413533834586,-0.147673992673993,0.0428571428571429,0.268888888888889,-0.0814918414918415,0.315,-0.2,0.335,0.138168498168498,-0.0686111111111111,-0.106462585034014,-0.0866666666666667,-0.166666666666667,0.275,-0.2,-0.138011695906433,-0.0666666666666667,0.258372738372738,-0.0741666666666667,-0.0990909090909091,0,-0.1,0.139995608256478,-0.1
"TWIST1",0.124826844001386,-0.272036529680365,0.0726237039796362,-0.0866666666666667,-0.266666666666667,-0.270666666666667,-0.136318136318136,0.166666666666667,-0.139447686596974,-0.0682509902022097,0.190581838102395,0.190581838102395,0.190581838102395,0.114420930008111,0.180943048202062,0.166666666666667,0.193321564129792,0.178070175438596,0.076384279015858,0.076384279015858,-0.269078213929473,0.124593954432664,0.185600897540762,0.185384089549688,0.34876524958625,0.183333333333333,0.166666666666667,0.211111111111111,-0.186870175438596,-0.183333333333333,0.122110468810856,0.222044831478794,-0.151804074649207,0.223931623931624,0.13696771305467,0.187168939363954,0.0823188405797101,-0.176950354609929,0.083811377893143,0.190794922087828,0.183402089983172,0.140608565361041,0.177157784743992,-0.0624542124542125,0.0823188405797101,-0.0576923076923077,0.161817843173775,0.180606060606061,0.164019521536479,0.185907784743992,0.273514362192681,0,0.233333333333333,0.14425252419383,-0.05
