"","ZEB2","PI3K","STAT","cateninnuc","CDC42","cateninmemb","IKK","NFB","AKT","Csl","ILK","ZEB1","SMAD","KLF4","Jagged","SNAI2","EGR1","HEY1","RKIP","ERK","TrCP","SNAI1","cfos","miR200","MEK","Patched","SUFU","FUS","SHH","Csn","SMO","NOTCH","SOSGRB2","NOTCHic","TGFR","TGF","Ecadherin","SRC","PAK1","TWIST1","cMet","Frizzled","Wnt","CD44","TCFLEF","GLI","Destcompl","RAF","DELTA","DSH","RAS","AXIN2","FOXC2","LIV1","GSK3"
"cateninnuc",-0.00962638101750172,0.162853182853183,0.00932400932400932,-0.0940297108071065,0.109098901098901,-0.0396295770326736,0.17569696969697,0.16969696969697,0.17804071969697,0.083804143126177,0.04302886002886,-0.205179163557745,0.0442566908610565,-0.00163488152811997,0.0200123491864323,0.141191913060645,-0.0949275362318841,0.0345222645171475,-0.150237436674161,-0.106641420097667,0.166666666666667,-0.156309678048421,-0.0965148378191857,-0.178385411289419,0.110769860464639,-0.0362022423604747,-0.0111111111111111,-0.0311111111111111,-0.0372915669792111,-0.166666666666667,-0.0393078324225865,-0.0891106970373821,-0.139932460857598,-0.0872925152192003,-0.110823039029936,-0.109512995361813,-0.0243122203337525,-0.00932400932400932,-0.0937142857142857,0.0126782019005619,-0.00823705280227019,-0.010693872337708,-0.00960691581596882,-0.007046576611794,-0.00577697242956846,-0.00802588814798464,-0.169978057697128,-0.162853182853183,-0.162853182853183,-0.00932400932400932,-0.161506381506382,-0.15582116481608,0.0737998395047575,0.00606060606060606,-0.185078082488626
"Csn",-0.00518114143920596,-0.0290654026909801,-0.116666666666667,-0.105862101108104,0.0492198100407056,0.0355613046388501,-0.0925,-0.0883333333333333,-0.0901,-0.0686868686868687,0.00395574534161491,-0.0207096774193548,0.00267039829791311,0.00120950944480356,0.0184028605109286,-0.0420229392247422,-0.0233333333333333,0.00689645625692137,-0.0843282579489476,0.013030303030303,-0.18,-0.0851185098043408,0.00393939393939394,-0.0186711645893687,-0.00782196969696969,0.00196899874319229,0.0142857142857143,0.0142857142857143,0.00442801513663491,0.08,0.00519480519480519,0.0768162393162393,0.0133679234405627,0.0777777777777778,-0.0607582715791671,-0.0652928777844177,-0.00770069389129364,0.0994252873563218,-0.0477272727272727,0.0878915381019168,0.0982204680792134,0.0994252873563218,0.0982204680792134,0.103109356968102,0.105681704234983,0.103023961528995,-0.134993997472592,0.0290654026909801,0.0290654026909801,0.116666666666667,0.0284895869520166,0.13561781948379,0.111248584955589,0.133333333333333,-0.024340321898748
"ERK",0.00348428110761621,-0.092998667998668,-0.16140350877193,-0.149293709132139,-0.00178015131286158,-0.0908169719217065,-0.244867583396995,-0.231926406926407,-0.244867583396995,-0.182051282051282,-0.137035282416399,0.0790611933909983,-0.138858990623086,0.00895643566558785,-0.0762481822735529,0.249468454539191,0.123448275862069,-0.116081657088899,-0.139942998163934,0.0627745169968207,-0.185714285714286,0.0504311034923454,0.151107850330154,0.0620194483335091,-0.0597104501444531,0.152342869388192,0.14,0.152,0.156207603687709,0.210714285714286,0.156918032786885,0.198210774135315,-0.0780527045769764,0.197379749204567,-0.00989868080392674,-0.0142942851995311,0.167280313107847,0.142172739541161,-0.00476190476190477,-0.0231956367764477,0.140074837443258,0.147435897435897,0.145337995337995,0.146436160598475,0.149224264687694,0.151603659498396,-0.107590596975256,0.092998667998668,0.092998667998668,0.166666666666667,0.093988767008569,0.186350028633141,-0.0516134967859106,0.166666666666667,0.116741193203597
"IKK",0.00656641604010025,0.0629159104658197,-0.1,-0.0834878616341822,-0.211111111111111,-0.0863651990467633,0.169047619047619,0.285714285714286,0.171750321750322,0.190909090909091,0.0763888888888889,0.0932431077694235,0.0753987898789879,0.0245421245421245,0.0806091846298032,0.204704091682335,-0.05,0.0665634674922601,0.125409836065574,0.0128571428571429,0.2,0.120907548770144,-0.00714285714285715,0.0814938684503902,0.0026984126984127,-0.0837037037037037,-0.1,-0.08,-0.0768071519795658,-0.3,-0.08,-0.168686868686869,0.18109243697479,-0.167099567099567,0.188383838383838,0.179583838383838,0.126374084818149,0.0666666666666667,0.2,0.146045751633987,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0805128205128205,0.0855975662755324,0.0805128205128205,0.206169201927999,-0.0629159104658197,-0.0629159104658197,0.1,-0.060099009057369,0.107380952380952,0.016940836940837,0.1,0.0811538461538462
"NFB",0.00771584132745657,0.060099009057369,-0.0666666666666667,-0.0815270773204567,-0.188383838383838,-0.0871043753931202,0.171750321750322,0.169047619047619,0.176194766194766,0.167099567099567,0.0753987898789879,0.0851971307579293,0.0787445147860511,0.00531135531135531,0.0834868824715298,0.206330107942498,-0.00714285714285715,0.0665634674922601,0.116435477091215,-0.0026984126984127,0.3,0.128852754249596,0.0128571428571429,0.0715240799307527,0.0151167133520075,-0.0768071519795658,-0.08,-0.08,-0.0707830555940236,-0.285714285714286,-0.0837037037037037,-0.177073965461062,0.165302963290579,-0.168686868686869,0.179583838383838,0.186545863700294,0.124447921094232,0.0666666666666667,0.211111111111111,0.151442577030812,0.0805128205128205,0.0666666666666667,0.0805128205128205,0.0855975662755324,0.0834878616341822,0.0850072025352924,0.20633531488481,-0.060099009057369,-0.060099009057369,0.0666666666666667,-0.0541288598036377,0.113054711246201,0.0292914345503987,0.1,0.0854675716440422
"RKIP",0.0211908177905308,-0.100324675324675,-0.1,-0.146436160598475,0.0333333333333333,-0.0925242889948772,-0.210714285714286,-0.185714285714286,-0.231926406926407,-0.166666666666667,-0.127053915275995,0.0665327594452415,-0.130024212305698,0.0111908177905308,-0.0746927803379416,0.257463426006878,0.17,-0.104142469996129,-0.130952380952381,0.123448275862069,-0.2,0.0606697074809494,0.12,0.0540086124201964,-0.151107850330154,0.152,0.1,0.1,0.156918032786885,0.2,0.14,0.182051282051282,-0.0813968253968254,0.166666666666667,-0.00476190476190477,0.00178015131286158,0.164101797353147,0.166666666666667,-0.0666666666666667,-0.0276054664289958,0.16140350877193,0.166666666666667,0.166666666666667,0.142172739541161,0.140074837443258,0.147435897435897,-0.110595806266758,0.100324675324675,0.100324675324675,0.1,0.0977605727605728,0.187189404594468,-0.0422487474211612,0,0.114972419227738
"RAF",0.0211908177905308,-0.100324675324675,-0.1,-0.146436160598475,0.0333333333333333,-0.0925242889948772,-0.210714285714286,-0.185714285714286,-0.231926406926407,-0.166666666666667,-0.127053915275995,0.0665327594452415,-0.130024212305698,0.0111908177905308,-0.0746927803379416,0.257463426006878,0.17,-0.104142469996129,-0.130952380952381,0.123448275862069,-0.2,0.0606697074809494,0.12,0.0540086124201964,-0.151107850330154,0.152,0.1,0.1,0.156918032786885,0.2,0.14,0.182051282051282,-0.0813968253968254,0.166666666666667,-0.00476190476190477,0.00178015131286158,0.164101797353147,0.166666666666667,-0.0666666666666667,-0.0276054664289958,0.16140350877193,0.166666666666667,0.166666666666667,0.142172739541161,0.140074837443258,0.147435897435897,-0.110595806266758,0.100324675324675,0.100324675324675,0.1,0.0977605727605728,0.187189404594468,-0.0422487474211612,0,0.114972419227738
"cMet",0.0255411255411256,0.131428571428571,0,0.136225200367889,-0.0341666666666667,0.0611174768292206,0.173333333333333,0.166666666666667,0.185833333333333,0.157142857142857,0.0672335600907029,0.117893217893218,0.0690517419088848,-0.0714285714285714,0.0440336475119084,-0.218711037543154,-0.025,0.0744754041967664,0.156296296296296,-0.045,0.1,0.0366560340244551,-0.045,0.114140865173474,0.0504545454545455,-0.0790909090909091,-0.1,-0.05,-0.0822159090909091,-0.2,-0.07,-0.162517997120461,0.176666666666667,-0.15187969924812,0.0230555555555556,0.0209278959810875,-0.10805627633516,-0.05,0.0466666666666667,-0.0845141375478454,-0.143333333333333,-0.15,-0.143333333333333,-0.131705426356589,-0.131705426356589,-0.134242424242424,0.0722779037905088,-0.131428571428571,-0.131428571428571,-0.1,-0.129541778975741,-0.165238095238095,-0.0952742616033755,0.1,-0.110119047619048
"CD44",0.0285714285714286,0.128571428571429,-0.1,0.131705426356589,-0.0466666666666667,0.0586263736263736,0.166666666666667,0.2,0.173333333333333,0.2,0.0611111111111111,0.126984126984127,0.0672335600907029,-0.0761904761904762,0.0353379953379953,-0.216521256521257,0,0.0725146198830409,0.163703703703704,-0.045,0,0.0366560340244551,-0.025,0.120390865173474,0.045,-0.07,-0.1,-0.1,-0.0790909090909091,-0.1,-0.05,-0.15187969924812,0.183333333333333,-0.157142857142857,0.0341666666666667,0.0230555555555556,-0.106275105851699,0,0.0666666666666667,-0.0991208791208791,-0.05,-0.1,-0.15,-0.143333333333333,-0.131705426356589,-0.143333333333333,0.0709265524391575,-0.128571428571429,-0.128571428571429,0,-0.131428571428571,-0.17,-0.106666666666667,0.1,-0.110119047619048
"Destcompl",0.0296175278622087,-0.0731687197059097,0.0873015873015873,0.101696160717158,-0.0249894440534835,-0.169474184837369,-0.115001958480219,-0.108695652173913,-0.117015381299011,-0.0942969056012534,-0.106904761904762,0.174224153121008,-0.109828738512949,0.0430908850788359,-0.173555911080291,0.132983222866736,0.0779487179487179,-0.0994955471878549,0.101263667299372,0.102638236080859,-0.1,0.104589940690492,0.0900699300699301,0.158630821786929,-0.103904058865669,-0.0264694521725074,-0.0333333333333333,-0.0160919540229885,-0.027436570160902,0.1,-0.0218062397372742,0.105713216483888,-0.0538887544835856,0.101905601253427,0.0218315493166414,0.0158216970998926,0.0528787657591628,-0.0968906283974777,0.013265306122449,-0.108119783624453,-0.10335829008902,-0.0968906283974777,-0.103821321466785,-0.104850827402453,-0.103480964388754,-0.105120022765486,0.0197202347973543,0.0731687197059097,0.0731687197059097,-0.0873015873015873,0.0694010587953916,-0.156950442450832,-0.139623111872562,-0.0944444444444444,0.132618961425067
"KLF4",0.0469091847265222,-0.153717948717949,-0.0333333333333333,-0.0822373710749878,-0.0945454545454545,0.0128739485446803,-0.165714285714286,-0.18,-0.169417989417989,-0.0272727272727273,-0.0533333333333333,0.192105263157895,-0.047536231884058,0.0148148148148148,0.0595638544364182,-0.142904389136373,0.16,-0.0514132925897632,0.123819830962688,0.121497326203209,-0.1,0.146725196172508,0.150909090909091,0.172832722832723,-0.118404542698054,0.108333333333333,0.2,0.1,0.120161290322581,0.2,0.0833333333333333,-0.00305825482168401,0.128473413379074,0.0062200956937799,0.0985454545454545,0.117569844789357,0.0348687788911706,0.0627450980392157,0.154545454545455,0.0786535947712418,0.0883264933880529,0.0627450980392157,0.0883264933880529,0.0874569281706616,0.0831091020837051,0.0883264933880529,0.16628716039737,0.153717948717949,0.153717948717949,0.0333333333333333,0.160335595776772,0.155414756377955,-0.00599807308821222,0.1,0.178036486341292
"Wnt",0.0535628885700622,0.0902255639097744,0.1,0.164956679778918,-0.1,-0.0133050847457627,0.113333333333333,0.133333333333333,0.138333333333333,0.1,0.0393162393162393,-0.177857484457198,0.0509441462929835,0.0803921568627451,-0.0207843137254902,0.168103448275862,-0.1,0.0282051282051282,0,0.02,0.1,-0.0145962732919255,0,-0.132020202020202,0.0211764705882353,-0.127272727272727,0,-0.1,-0.103463203463203,-0.1,-0.1,-0.0738095238095238,-0.0454545454545455,-0.0571428571428571,0.0266666666666667,0.0179710144927536,-0.117474054924881,-0.2,0.1,-0.0355882352941176,-0.2,-0.1,-0.2,-0.173684210526316,-0.16296992481203,-0.173684210526316,0.103110260122356,-0.0902255639097744,-0.0902255639097744,0,-0.0902255639097744,-0.220606060606061,0.0291497975708502,0,-0.0293887147335423
"RAS",0.0542304860088365,-0.271794871794872,-0.1,-0.199033167139901,-0.04,-0.021258867664844,-0.34,-0.333333333333333,-0.362222222222222,-0.3,-0.213852813852814,0.182573637702504,-0.217934446505875,0.0346428571428571,-0.114456928838951,0.0912716127277042,0.26,-0.099802371541502,-0.0173647798742138,0.219210526315789,-0.2,0.124139626352016,0.235,0.162061538461538,-0.232936016511868,0.244666666666667,0.1,0.2,0.242971751412429,0.3,0.216666666666667,0.29364448857994,-0.118614718614719,0.284210526315789,0.0811764705882353,0.0960279557367501,0.123264617221504,0.2,0.06,-0.0438406983087834,0.217647058823529,0.2,0.217647058823529,0.207008760951189,0.199316453258881,0.209313725490196,-0.142533001253931,0.271794871794872,0.271794871794872,0.1,0.181410256410256,0.240711462450593,-0.121111111111111,0,0.175335917312661
"Ecadherin",0.0582835923094606,-0.160335595776772,-0.0627450980392157,-0.0817705176669579,-0.0985454545454545,0.0138995895703213,-0.169417989417989,-0.165714285714286,-0.175911495911496,-0.0062200956937799,-0.047536231884058,0.196370666001497,-0.0477783626346633,0.0338021565869667,0.0584196896766928,-0.142121728088811,0.150909090909091,-0.0440307422541927,0.139924699876546,0.118404542698054,-0.2,0.148623930349723,0.121497326203209,0.181585050579464,-0.128992777992172,0.120161290322581,0.1,0.0833333333333333,0.117011684023368,0.18,0.108333333333333,0.001030964509171,0.144262887063284,-0.00305825482168401,0.117569844789357,0.12172897679659,-0.0651312211088294,0.0883264933880529,0.0945454545454545,0.0702737065030854,0.0874569281706616,0.0883264933880529,0.0883264933880529,0.0831091020837051,0.0822373710749878,0.0843264933880529,0.165821177172766,0.160335595776772,0.160335595776772,0.0627450980392157,0.161452914212526,0.154796199676924,-0.0158378900218507,0.0333333333333333,0.177153484133786
"Frizzled",0.0604935816393691,0.0902255639097744,0.2,0.170194775017013,-0.0266666666666667,-0.0117177831584611,0.138333333333333,0.113333333333333,0.150833333333333,0.0571428571428571,0.0509441462929835,-0.204590157724524,0.0556170434892452,0.0565826330532213,-0.00967320261437908,0.171573479821603,0,0.0388434260774686,-0.0214285714285714,-0.0211764705882353,0.1,0.00127674258109041,0.02,-0.153895202020202,0.0508061002178649,-0.103463203463203,-0.1,-0.1,-0.103463203463203,-0.133333333333333,-0.127272727272727,-0.0914565826330532,-0.0848484848484848,-0.0738095238095238,0.0179710144927536,0.0265424430641822,-0.123767761218587,-0.2,0.1,-0.0193977591036415,-0.173684210526316,-0.2,-0.173684210526316,-0.16296992481203,-0.164956679778918,-0.16296992481203,0.103906016090525,-0.0902255639097744,-0.0902255639097744,-0.1,-0.0768397371381209,-0.211303735024665,0.0570567743150362,-0.1,-0.0227220480668757
"PI3K",0.0663087297336774,0.108554112554113,0.2,0.166909701464093,-0.0352941176470588,-0.0245353454421506,0.262745098039216,0.233333333333333,0.270437405731523,0.075,0.0674589835934374,-0.206969342876154,0.0698589835934374,0.0609649122807018,-0.00385964912280702,0.179146551608534,0,0.0557797733158444,-0.0258564964447317,-0.0411764705882353,0.2,-0.0176570048309179,0,-0.150982465326728,0.0624879459980714,-0.11025641025641,-0.1,-0.1,-0.11025641025641,-0.233333333333333,-0.133333333333333,-0.110980148883375,-0.0634615384615385,-0.0980769230769231,0.0352941176470588,0.0442372070779531,-0.0887440635393167,-0.188888888888889,0.1,-0.00381156026202356,-0.167149758454106,-0.188888888888889,-0.167149758454106,-0.162534373838722,-0.164229289092959,-0.162534373838722,0.135724273895809,-0.108554112554113,-0.108554112554113,-0.2,-0.0989650714582222,-0.202095238095238,0.0716120789779326,-0.1,-0.0991221741221741
"ILK",0.0663087297336774,0.108554112554113,0.2,0.166909701464093,-0.0352941176470588,-0.0245353454421506,0.262745098039216,0.233333333333333,0.270437405731523,0.075,0.0674589835934374,-0.206969342876154,0.0698589835934374,0.0609649122807018,-0.00385964912280702,0.179146551608534,0,0.0557797733158444,-0.0258564964447317,-0.0411764705882353,0.2,-0.0176570048309179,0,-0.150982465326728,0.0624879459980714,-0.11025641025641,-0.1,-0.1,-0.11025641025641,-0.233333333333333,-0.133333333333333,-0.110980148883375,-0.0634615384615385,-0.0980769230769231,0.0352941176470588,0.0442372070779531,-0.0887440635393167,-0.188888888888889,0.1,-0.00381156026202356,-0.167149758454106,-0.188888888888889,-0.167149758454106,-0.162534373838722,-0.164229289092959,-0.162534373838722,0.135724273895809,-0.108554112554113,-0.108554112554113,-0.2,-0.0989650714582222,-0.202095238095238,0.0716120789779326,-0.1,-0.0991221741221741
"AXIN2",0.0756795291252073,-0.132781514831688,0.166666666666667,0.156993676346205,-0.0248302469135802,-0.19979952890211,-0.156038647342995,-0.148792270531401,-0.162705314009662,-0.156140350877193,-0.146974925235795,0.218412970989982,-0.147768576029446,0.077815172797441,-0.210154211241168,0.173239021799273,0.153333333333333,-0.135256134140515,0.150676670999252,0.143941949699871,-0.133333333333333,0.164882869297692,0.141138211382114,0.20380481297267,-0.15290746694125,-0.0543040293040293,-0.1,-0.0769230769230769,-0.0559433735663244,0.144444444444444,-0.0578754578754579,0.158408690645533,-0.0807465963987703,0.154354636591479,0.0372196274445537,0.0398598914709563,0.0657433334199862,-0.150387596899225,0.01125,-0.160356850471793,-0.150387596899225,-0.150387596899225,-0.150387596899225,-0.154488543271465,-0.156950442450832,-0.154790112622495,0.197380793509452,0.132781514831688,0.132781514831688,-0.166666666666667,0.133043982023289,0.261541862566427,-0.199889306634037,-0.2,0.211955133094721
"DSH",0.0793912194346447,0.0768397371381209,0.2,0.173133332452454,-0.0179710144927536,-0.0111288550076955,0.150833333333333,0.138333333333333,0.156580459770115,0.0738095238095238,0.0556170434892452,-0.207739764023737,0.0642962887722641,0.0653204971308912,-0.00889800881592947,0.176579300543373,0.02,0.0458609699371178,-0.00254745254745255,-0.0508061002178649,0.133333333333333,0.00910282953761215,-0.0211764705882353,-0.153895202020202,0.0500542205186168,-0.103463203463203,-0.1,-0.127272727272727,-0.102849706530688,-0.113333333333333,-0.103463203463203,-0.0991488903253609,-0.0750923872875092,-0.0914565826330532,0.0265424430641822,0.0415250214613947,-0.124909113281801,-0.173684210526316,0.0266666666666667,-0.0279083974015138,-0.16296992481203,-0.173684210526316,-0.16296992481203,-0.164956679778918,-0.170194775017013,-0.166237898668239,0.101806779449304,-0.0768397371381209,-0.0768397371381209,-0.2,-0.0709573841969444,-0.209194030383315,0.0557580730163349,-0.2,-0.0243461779972701
"AKT",0.0800073598706637,0.0989650714582222,0.188888888888889,0.168755855310247,-0.0352941176470588,-0.02361791424949,0.270437405731523,0.262745098039216,0.173467708761826,0.0980769230769231,0.0698589835934374,-0.206969342876154,0.0762562899907438,0.0703666216824112,-0.00385964912280702,0.18186011944773,0,0.059539171812085,-0.00908631010932801,-0.0624879459980714,0.233333333333333,-0.0138976063346773,-0.0411764705882353,-0.148843427893573,0.058690477643641,-0.11025641025641,-0.1,-0.133333333333333,-0.11025641025641,-0.233333333333333,-0.11025641025641,-0.114638685468741,-0.0501282051282051,-0.110980148883375,0.0442372070779531,0.0542069955975906,-0.0893501241453773,-0.167149758454106,0.0352941176470588,-0.0108451994057544,-0.162534373838722,-0.167149758454106,-0.162534373838722,-0.164229289092959,-0.166909701464093,-0.165327669928107,0.134814431050482,-0.0989650714582222,-0.0989650714582222,-0.188888888888889,-0.0958325413377402,-0.201012205604263,0.067852680481692,-0.2,-0.100735077347981
"SNAI2",0.0837264526956157,-0.20911936666723,-0.134545454545455,-0.154019802161396,-0.172549019607843,-0.0912794893705957,-0.221551724137931,-0.225,-0.22275654341504,0.0464912280701754,-0.0641851106639839,0.238154185022026,-0.0627497039654193,0.0615384615384615,0.137130366026542,0.170635385116121,0.166666666666667,-0.069122965641953,0.169076923076923,0.170588235294118,-0.1,0.190868618445615,0.184313725490196,0.221293187704321,-0.163831478537361,0.172557022809124,0.2,0.18,0.183824628442926,0.2,0.162352941176471,-0.0547391205285942,0.19026369168357,-0.0482456140350877,0.163147310206134,0.171842962380047,0.233450632333376,0.134545454545455,0.205882352941176,0.112372018351993,0.150038412291933,0.134545454545455,0.150038412291933,0.155414756377955,0.154796199676924,0.15592076523311,0.211842822032836,0.20911936666723,0.20911936666723,0.134545454545455,0.214598818722024,0.215528261240913,0.017125168529699,0.18,0.221420249991903
"CDC42",0.0921307506053269,0.097004357298475,0.15,0.129196523255929,-0.00476190476190476,0.0918963554146602,0.104166666666667,0.0916666666666667,0.125219298245614,0.05,0.0605820105820106,-0.276603635804604,0.0750981396142686,0.0808571428571429,0.0491319444444444,0.230435744304357,0.02,0.0543478260869565,-0.103426573426573,-0.0391304347826087,0.1,-0.0963011671872432,0,-0.191214667685256,0.0543846720707443,-0.102534562211982,-0.0666666666666667,-0.10952380952381,-0.0938925869033396,-0.0666666666666667,-0.0928571428571429,-0.0776923076923077,-0.0611111111111111,-0.0576923076923077,-0.0128851540616247,0.00529666412019353,-0.140725669243142,-0.15,-0.0714285714285714,0.0362597402597403,-0.131481481481481,-0.15,-0.131481481481481,-0.120670670670671,-0.123640967700374,-0.123586744639376,-0.155971862574833,-0.097004357298475,-0.097004357298475,-0.15,-0.0860287475423774,-0.166617405582923,0.12044681287149,-0.1,-0.162589285714286
"TWIST1",0.0958405774195248,-0.0376137754063118,-0.0857142857142857,-0.103381814019641,-0.201128526645768,-0.0830449399309803,0.0470695970695971,0.0423076923076923,0.0453746818153598,0.0688888888888889,0.0331376831376832,0.265998454594946,0.0361079801673861,0.0826454033771107,0.0891377307785222,0.189753048467632,-0.0266666666666667,0.0237660644440306,0.206175310523137,-0.0468039664378337,0.1,0.217858488100363,-0.0310144927536232,0.245378891101562,0.0492915286268884,0.0358112633181126,0.0333333333333333,0.0222222222222222,0.0382743175053048,-0.05,0.0262222222222222,-0.0794113852604419,0.244207788143715,-0.0765811965811966,0.203628526645768,0.211601191793832,0.142681918005466,0.0968253968253968,0.221818181818182,0.0460344248301914,0.105336035123269,0.0968253968253968,0.104193817878028,0.105737641548972,0.10435938733764,0.104993817878028,0.154290190230361,0.0376137754063118,0.0376137754063118,0.0857142857142857,0.0417233644474077,0.154223035029487,0.0255974707962705,0.1,0.142588524729315
"STAT",0.100026896180742,-0.0681296526054591,-0.0285714285714286,-0.0352046666583839,-0.0596590909090909,-0.00126537475144737,0.0642857142857143,0.05,0.0829297820823244,0.0372549019607843,0.0464573268921095,-0.231441635287789,0.0568021544783164,0.195919984155278,0.0466095830566526,0.0393168691395542,0.0333333333333333,0.0393333333333333,-0.0384459459459459,0.023921568627451,0.1,-0.0245675940178137,0.0533333333333333,-0.15364497408932,-0.00349146110056926,-0.0932945736434108,-0.05,-0.075,-0.080020237360225,-0.05,-0.0816666666666667,-0.0549405487726447,0.0819376026272578,-0.0345521992580816,0.0280801435406699,0.0411236218015394,-0.0441386601463018,0.00357142857142857,0.0909090909090909,0.13086703401546,0.0262987012987013,0.00357142857142857,0.0262987012987013,0.0425380175380175,0.0403298156452731,0.0405844155844156,0.0929823065681732,0.0681296526054591,0.0681296526054591,0.0285714285714286,0.0785774137994889,0.0766511919453096,0.144699386503068,0,0.0574388072986204
"Csl",0.101740642876843,0.0270142850652596,0.0430769230769231,0.0306827594879281,-0.0400860215053763,0.0160827683676979,0.0987080103359173,0.0777777777777778,0.0963824289405685,0.0703225806451613,0.0684104145255224,-0.257484452985294,0.0678548589699669,0.0971946169772257,0.0743335813989787,0.149257666229668,0.02,-0.0404636369598007,-0.0730596694453249,-0.0157142857142857,0.0666666666666667,-0.0640335831640179,-0.00142857142857143,-0.169561161067451,0.0157142857142857,-0.0808604583272515,-0.0916666666666667,-0.0685897435897436,-0.082584596258286,-0.0777777777777778,-0.086236802413273,-0.0880259299274579,-0.0210977554751624,-0.0834804753820034,0.0458185055818095,0.0519409545614013,-0.0501598754448022,-0.0400466200466201,0.0626666666666667,0.0672066982323187,-0.0257609057609058,-0.0400466200466201,-0.0282186630573727,-0.0237200894343752,-0.0284529138618561,-0.0257993082186631,-0.020648770776229,-0.0270142850652596,-0.0270142850652596,-0.0430769230769231,-0.0244407556534949,-0.029145606068655,0.111231678433331,-0.02,-0.066956432809776
"Jagged",0.103623188405797,0.00666666666666667,0,0.0257609057609058,-0.1,0.00776294128406804,0.0666666666666667,0.1,0.0777777777777778,0.2,0.05,-0.225845410628019,0.0642857142857143,0.116666666666667,0.0557575757575758,0.15507792860734,-0.1,-0.05,-0.041025641025641,0.02,0,-0.0666666666666667,0,-0.146060606060606,-0.02,-0.0916666666666667,0,-0.1,-0.0685897435897436,0,-0.0666666666666667,-0.18,0.02,-0.18,0.0666666666666667,0.0626666666666667,-0.0442105263157895,0,0,0.038,-0.02,0,-0.02,-0.0430769230769231,-0.0400466200466201,-0.0430769230769231,-0.0262857142857143,-0.00666666666666667,-0.00666666666666667,0,-0.0339393939393939,-0.0342857142857143,0.0857142857142857,0,-0.0701149425287356
