"","cateninmemb","Ecadherin","AXIN2","TrCP","LIV1","FOXC2","RAS","Frizzled","TCFLEF","cateninnuc","RAF","PI3K","DELTA","ZEB2","ZEB1","TWIST1","NFB","Jagged","Patched","SHH","SOSGRB2","SUFU","IKK","miR200","HEY1","EGR1","SMO","SNAI2","NOTCHic","Csn","GSK3","AKT","Csl","KLF4","RKIP","SMAD","ILK","SNAI1","NOTCH","cfos","FUS","ERK","MEK","SRC","PAK1","cMet","STAT","CD44","Wnt","Destcompl","GLI","DSH","TGF","CDC42","TGFR"
"AXIN2",0.195430461502045,-0.107496138464147,0.620960677111251,-0.2,0.233333333333333,0.225737159015848,0.376413083353592,0.246976744186047,0.2629531758688,0.263774619880906,0.365651928497949,0.365651928497949,0.365651928497949,-0.146334626844914,-0.146334626844914,-0.0430356589044892,0.308212560386473,0.224270606009737,0.129716117216117,0.134634150003002,-0.0976919262753765,0.1,0.315458937198068,0.295295604263607,-0.0904273731859939,-0.273333333333333,-0.117216117216117,-0.309272405311286,-0.0709085213032581,-0.277777777777778,0.416555741360089,0.322125603864734,-0.0691228070175438,-0.134961252887684,0.388704852495175,-0.087364849321371,0.0845870715435933,-0.374376354461564,0.0715841969789338,0.305040650406504,0.107692307692308,0.324666818630803,0.342597853113562,-0.246976744186047,0.149166666666667,-0.255597433841219,-0.24,-0.260960209866456,-0.255597433841219,0.403247397392136,-0.260628880382099,-0.24,0.183162229448117,0.162746913580247,0.174251338359008
"RAS",-0.0873310507152592,-0.203289066175438,0.124347826086957,-0.1,0,0.152698412698413,0.443846153846154,0.1,0.106654471936074,0.108637474768935,0.524615384615385,0.524615384615385,0.524615384615385,-0.118663475699558,-0.118663475699558,-0.152918712493181,0.3,0.1010723437808,0.0273333333333333,0.0629265536723164,0.0614718614718615,0.1,0.346666666666667,0.233323076923077,-0.0339920948616601,-0.3,0.0166666666666667,-0.334144434089501,-0.286842105263158,-0.2,0.543708010335917,0.318888888888889,-0.25,-0.0846428571428571,0.442169811320755,0.069325912183055,-0.0774891774891775,-0.386489675516224,0.269860973187686,0.35,0,0.386842105263158,0.400567595459236,-0.1,0.26,-0.0941176470588235,-0.1,-0.100500625782228,-0.0941176470588235,0.343469133004017,-0.0982843137254902,-0.1,0.282772277227723,0.26,0.26
"Destcompl",0.160520355779832,-0.0972343709222947,0.2629531758688,-0.266666666666667,0.188888888888889,0.184122647985438,0.314166851323812,0.205620787127636,0.209240360493683,0.210056270743555,0.312126034997282,0.312126034997282,0.312126034997282,-0.0971268152651131,-0.0971268152651131,-0.0467593101004747,0.26231884057971,0.190289003957228,0.102926454364725,0.100411947594899,-0.0703337525777017,0.0777777777777778,0.268625146886016,0.253119611150618,-0.0598720937182476,-0.267692307692308,-0.102408319649699,-0.268499861677872,-0.0722757540148845,-0.266666666666667,0.354778847733136,0.279363401919573,-0.0722757540148845,-0.0927031425358964,0.352158139608301,-0.0492940685045948,0.051984126984127,-0.320900516868077,0.0772857740549646,0.27981351981352,0.0881226053639847,0.296753410523902,0.310255520228544,-0.205620787127636,0.138571428571429,-0.209103374192313,-0.196031746031746,-0.209103374192313,-0.208591084157339,0.235562352516464,-0.208776612914297,-0.196031746031746,0.160324086077262,0.148916256157635,0.156284677210267
"GLI",0.167566184121506,0.174274059409917,0.113325785024155,0.05,0.1,0.0529618163054696,-0.0327228117450242,-0.0032258064516129,0.0844511675415932,0.0829568459635896,-0.0356931087747272,-0.0356931087747272,-0.0356931087747272,-0.0696310803891449,-0.0696310803891449,0.0810356602461866,0.0447368421052632,0.00970767639064762,-0.110955961331901,-0.130297525117909,0.0392349538367237,-0.171428571428571,0.0018796992481203,-0.0399639369918008,-0.0496823069403714,0.0657142857142857,0.129323308270677,0.119639510121413,0.0323209549071618,-0.05,-0.00467574487161125,-0.0153078007518797,0.00732095490716181,-0.0731677391677392,-0.104441248919898,-0.0711510570097383,0.046826732685414,0.0810865295765776,-0.0447019072881142,-0.0907142857142857,-0.171428571428571,-0.0998051948051948,-0.0992527086173495,-0.0767741935483871,-0.0416666666666667,-0.0816522423288749,-0.08,-0.0851005181909439,0.00204933586337761,-0.094457135622538,-0.102631515200452,0,-0.0351208873920421,-0.0554597701149425,-0.0447679462155715
"ZEB2",-0.156924116035388,-0.156484053776972,-0.110757207903148,-0.1,-0.1,-0.0946915306915307,-0.0848508486517052,-0.0842424242424242,-0.0835782335337561,-0.0820197919753146,-0.0790692640692641,-0.0790692640692641,-0.0790692640692641,-0.0687499681075522,-0.0687499681075522,-0.0686728012112886,-0.0625,-0.0293706325357862,-0.0289024390243902,-0.0279933481152993,-0.0260989010989011,-0.025,-0.0247222222222222,-0.0214624340768223,-0.0200045116174148,-0.0166666666666667,-0.015,-0.0127968280218917,-0.00461538461538462,0,0.0121953897067964,0.0135955347871236,0.0153846153846154,0.0173321923824133,0.0177616747181965,0.019374124672991,0.0202600216684724,0.0270326096637644,0.0292055485498108,0.0324561403508772,0.0464285714285714,0.0582625919637804,0.0594821041589024,0.0733333333333333,0.0753246753246753,0.0785964912280702,0.08,0.0832261208576998,0.0868065268065268,0.0870445005457745,0.090476251577169,0.0909090909090909,0.0936865251150965,0.106233766233766,0.10691403834261
"ZEB1",0.174831909703472,0.110760056024635,0.076916343151034,-0.1,-0.0333333333333333,-0.0376207670934317,-0.0144579733986617,-0.0211382113821138,-0.0196368020349598,-0.0183647863793825,-0.00800128048527588,-0.00800128048527588,-0.00800128048527588,-0.0616815671026801,-0.0616815671026801,0.0185185814026477,-0.068421052631579,0.0173004667645759,0.0304367201426025,0.0336395671176915,-0.0477582846003899,0.0416666666666667,-0.0372735116479724,-0.0206322482149083,0.00231747527084314,-0.0666666666666667,-0.0598484848484849,-0.115945436402588,0.0466911764705882,0,-0.081214582480799,-0.00441636879082953,0.0604166666666667,-0.066473340943531,0.0166634010734591,0.0287572402590463,8.89135871075274e-05,0.00630744264194044,-0.0276829120077783,0.0546666666666667,0.0916666666666667,0.0699607843137255,0.0748065992916991,0.0134459036898061,0.0908045977011494,0.0134459036898061,0.0256410256410256,0.0183070148009172,0.0192151344590369,-0.0947339020509752,0.0236824884109269,0.0333333333333333,0.100471656533538,0.11544227886057,0.111888979368184
"RKIP",-0.189378454084336,-0.260885792099032,-0.00243788091889358,0,0,0.0778219864426761,0.239033189033189,0,0.0034781008465219,0.00271474206789595,0.227922077922078,0.227922077922078,0.227922077922078,-0.0526944045911047,-0.0526944045911047,-0.253918597742127,0.0714285714285714,0.127241490823834,0.133333333333333,0.144808743169399,0.0311746031746032,0.1,0.0464285714285714,0.181892832923987,0.172744870305846,-0.22,-0.0733333333333333,-0.406751763128752,-0.0373737373737374,0,0.331442080378251,0.00703463203463204,-0.0555555555555556,-0.0286944045911047,0.423529411764706,0.147598257900244,-0.184231921266581,-0.371984814137055,0.0142968142968143,0.32,0.0333333333333333,0.316551724137931,0.33995597945708,0,0.3,0.00526315789473684,0,0.001417004048583,0.01,0.294975760338979,0.00615384615384615,0,0.320364931019137,0.28,0.28952380952381
"RAF",-0.189378454084336,-0.260885792099032,-0.00243788091889358,0,0,0.0778219864426761,0.239033189033189,0,0.0034781008465219,0.00271474206789595,0.227922077922078,0.227922077922078,0.227922077922078,-0.0526944045911047,-0.0526944045911047,-0.253918597742127,0.0714285714285714,0.127241490823834,0.133333333333333,0.144808743169399,0.0311746031746032,0.1,0.0464285714285714,0.181892832923987,0.172744870305846,-0.22,-0.0733333333333333,-0.406751763128752,-0.0373737373737374,0,0.331442080378251,0.00703463203463204,-0.0555555555555556,-0.0286944045911047,0.423529411764706,0.147598257900244,-0.184231921266581,-0.371984814137055,0.0142968142968143,0.32,0.0333333333333333,0.316551724137931,0.33995597945708,0,0.3,0.00526315789473684,0,0.001417004048583,0.01,0.294975760338979,0.00615384615384615,0,0.320364931019137,0.28,0.28952380952381
"SHH",0.107240143369176,0.0713888888888889,0.152380952380952,0,0,0,-0.0769230769230769,0,0.02,0.0255555555555556,-0.1,-0.1,-0.1,-0.05,-0.05,0.025,0,0.0771428571428571,0.2,0,-0.05,0,0.1,-0.1,0,0,-0.1,-0.110114942528736,0,0,-0.158974358974359,0,0.1,-0.05,-0.08,-0.0666666666666667,0,0.0666666666666667,-0.0333333333333333,-0.1,0,0,-0.02,-0.1,0,0,-0.1,0,0.1,-0.173766233766234,0.1,0,-0.04,-0.1,-0.1
"NOTCHic",0.184244704755523,0.20753366509194,0.10279200359389,0.1,0.1,0.041231073074391,0.0435932683009145,0.0569230769230769,0.0666400266400266,0.0646552938155992,0.0312779973649539,0.0312779973649539,0.0312779973649539,-0.0397423510466989,-0.0397423510466989,0.146940091674662,0.1,0.0453450302456925,-0.0106334841628959,-0.00525714007687442,0.0641148325358852,0,0.0777777777777778,-0.103848559917924,0.0989966555183946,0.18,0.0576923076923077,0.106313999830444,0.0117972350230415,0,-0.118236439631424,0.0196382428940568,0.108571428571429,-0.0104037267080745,-0.22919515323595,-0.0347756080849606,-0.000476190476190477,0.156518111518112,-0.0433761823914625,-0.18,-0.05,-0.208571428571429,-0.234285714285714,-0.0569230769230769,-0.155555555555556,-0.0538927738927739,-0.08,-0.0637828837828838,-0.0538927738927739,-0.115357365376057,-0.061419655613204,-0.08,-0.194904641234619,-0.191555555555556,-0.204458781362007
