"","cateninmemb","Ecadherin","AXIN2","TrCP","LIV1","FOXC2","RAS","Frizzled","TCFLEF","cateninnuc","RAF","PI3K","DELTA","ZEB2","ZEB1","TWIST1","NFB","Jagged","Patched","SHH","SOSGRB2","SUFU","IKK","miR200","HEY1","EGR1","SMO","SNAI2","NOTCHic","Csn","GSK3","AKT","Csl","KLF4","RKIP","SMAD","ILK","SNAI1","NOTCH","cfos","FUS","ERK","MEK","SRC","PAK1","cMet","STAT","CD44","Wnt","Destcompl","GLI","DSH","TGF","CDC42","TGFR"
"MEK",-0.194988210181897,-0.266714571698303,0.00116572268471003,0,0,0.0796237882444779,0.247604617604618,-0.01,0.00271474206789595,0.0012277532203123,0.239033189033189,0.239033189033189,0.239033189033189,-0.0384086903053905,-0.0384086903053905,-0.259413103236633,0.0464285714285714,0.114946408856621,0.144808743169399,0.121932926175935,0.0267301587301587,0.0333333333333333,0.00703463203463204,0.205112647165473,0.134563052124028,-0.32,-0.133333333333333,-0.41210456118228,-0.0142968142968143,-0.0714285714285714,0.331687780623951,0.00350522026992616,-0.0373737373737374,-0.0522238163558106,0.440634674922601,0.130993091848584,-0.147598257900244,-0.36685660900885,0.0106471792603179,0.316551724137931,0.0733333333333333,0.33995597945708,0.263289312790413,0.00526315789473684,0.28,0.001417004048583,0,-0.0034781008465219,0.00615384615384615,0.298323040673707,0.00125874125874126,0,0.337883179194319,0.28952380952381,0.320364931019137
"CD44",0.14959706959707,0.155183476278363,0.07,0,-0.1,0.0383333333333333,-0.131428571428571,0.1,0.0503100775193798,0.0518485390578414,-0.128571428571429,-0.128571428571429,-0.128571428571429,-0.0365079365079365,-0.0365079365079365,0.021025641025641,0,-0.0785081585081585,-0.07,-0.07,0.00238095238095238,-0.1,0.0333333333333333,0.0277558190601669,-0.0502923976608187,0,0.15,0.224433344433344,-0.0142857142857143,-0.1,-0.164285714285714,-0.0133333333333333,0,-0.107936507936508,-0.0788888888888889,-0.0917233560090703,0.0611111111111111,0.0298245614035088,-0.0120300751879699,-0.05,-0.1,-0.05,-0.07,0,0.0666666666666667,0.05,0.1,-0.0433333333333333,-0.05,-0.165213358070501,-0.0433333333333333,0,-0.0086111111111111,0.00666666666666668,-0.0308333333333333
"LIV1",0.178355959485393,0.196626945139904,0.115164358521548,0,0.1,0.0279041069750019,0.0537692322556024,0.0762962962962963,0.0858932199526259,0.0842380475388328,0.0528601413465115,0.0528601413465115,0.0528601413465115,-0.0329829833726504,-0.0329829833726504,0.136376246941464,0.0875,0.0126024625085208,-0.0079478864425101,-0.0329478864425101,0.0613036303630363,-0.0714285714285714,0.0243421052631579,-0.0845651196950092,-0.0439390598818238,0.2,0.0165898617511521,0.142543177048397,0.0187179487179487,-0.1,-0.134769480519481,0.0150828460038986,-0.0166666666666667,-0.0424199843871975,-0.231125449136499,-0.0640638334186721,0.0382573818057689,0.17463451948392,-0.0275091575091575,-0.230434782608696,-0.0714285714285714,-0.25246868091378,-0.251135347580447,-0.0762962962962963,-0.195238095238095,-0.0844044044044044,-0.08,-0.0873747014341074,-0.0815594541910331,-0.127021755633898,-0.0859496980934722,-0.08,-0.194753012978664,-0.212885154061625,-0.200763941940413
"EGR1",0.178355959485393,0.196626945139904,0.115164358521548,0,0.1,0.0279041069750019,0.0537692322556024,0.0762962962962963,0.0858932199526259,0.0842380475388328,0.0528601413465115,0.0528601413465115,0.0528601413465115,-0.0329829833726504,-0.0329829833726504,0.136376246941464,0.0875,0.0126024625085208,-0.0079478864425101,-0.0329478864425101,0.0613036303630363,-0.0714285714285714,0.0243421052631579,-0.0845651196950092,-0.0439390598818238,0.2,0.0165898617511521,0.142543177048397,0.0187179487179487,-0.1,-0.134769480519481,0.0150828460038986,-0.0166666666666667,-0.0424199843871975,-0.231125449136499,-0.0640638334186721,0.0382573818057689,0.17463451948392,-0.0275091575091575,-0.230434782608696,-0.0714285714285714,-0.25246868091378,-0.251135347580447,-0.0762962962962963,-0.195238095238095,-0.0844044044044044,-0.08,-0.0873747014341074,-0.0815594541910331,-0.127021755633898,-0.0859496980934722,-0.08,-0.194753012978664,-0.212885154061625,-0.200763941940413
"TGF",-0.0726152905046066,-0.103667703394207,-0.0309082892416226,0.2,0,-0.00788819875776398,-0.131547619047619,-0.0428571428571429,-0.028988745448527,-0.0323380277451777,-0.136904761904762,-0.136904761904762,-0.136904761904762,-0.0329246700413748,-0.0329246700413748,-0.241851851851852,-0.166666666666667,0.116635984290623,0.156781609195402,0.134906609195402,-0.114473684210526,0.0666666666666667,-0.238095238095238,0.184657918709643,0.168085106382979,-0.233333333333333,-0.153333333333333,-0.185531517612689,0.206666666666667,0.166666666666667,-0.0936973876308514,-0.259147869674185,0.166666666666667,-0.0474701245868294,0.24978354978355,0.138514173998045,-0.153030303030303,-0.224100445009536,-0.220459770114943,0.247619047619048,0.0866666666666667,0.242355889724311,0.249022556390977,0.0333333333333333,0.38,0.0333333333333333,0,0.0276729559748428,0.0428571428571429,0.00967191196273402,0.0371967654986523,0,0.325833333333333,0.38,0.413333333333333
"Wnt",-0.0425847457627119,-0.200943201828332,0.149090909090909,-0.1,0,0.149635627530364,0.358783321941217,0,0.112406015037594,0.113068266693223,0.340601503759398,0.340601503759398,0.340601503759398,-0.0318029650884744,-0.0318029650884744,-0.134411764705882,0.2,0.062328431372549,0.0454545454545455,0.0502164502164502,-0.121212121212121,0,0.18,0.216060606060606,0.0476923076923077,-0.1,0,-0.198793103448276,-0.135714285714286,-0.1,0.45705329153605,0.155,-0.15,-0.0196078431372549,0.353333333333333,0.023712979526933,-0.0632478632478632,-0.320134575569358,0.119047619047619,0.2,-0.1,0.22,0.272941176470588,-0.1,0.3,-0.1,-0.1,-0.105263157894737,-0.1,0.321494730615358,-0.105263157894737,0,0.334782608695652,0.266666666666667,0.3
"Csl",0.183633083960416,0.20799878137101,0.106133905907515,0,0.08,0.04467934893646,0.0435932683009145,0.0538927738927739,0.0646552938155992,0.0631115545360108,0.0435932683009145,0.0435932683009145,0.0435932683009145,-0.0286926272897928,-0.0286926272897928,0.14671435804035,0.0777777777777778,0.0344075302456925,-0.00525714007687442,-0.0233605883527365,0.0649278406659665,-0.05,0.0196382428940568,-0.0857657712469001,0.0604345640151267,0.18,0.0106334841628959,0.107432568063107,0.0433761823914625,-0.1,-0.123685629616696,0.0142118863049096,0.0117972350230415,-0.0346894409937888,-0.225047687798162,-0.0575533858627384,0.0347756080849606,0.166794791360009,-0.0506489096641898,-0.208571428571429,-0.0576923076923077,-0.234285714285714,-0.232111801242236,-0.0538927738927739,-0.191555555555556,-0.0637828837828838,-0.0569230769230769,-0.0666400266400266,-0.061419655613204,-0.115662057636874,-0.0654519136777201,-0.0569230769230769,-0.191503280690401,-0.204458781362007,-0.194904641234619
"SUFU",0.113884166484441,0.0789403181417707,0.166576334996223,0,0,-0.0175880758197367,-0.0655966577091031,-0.0694444444444444,0.0205561228771944,0.0213233863043044,-0.0655966577091031,-0.0655966577091031,-0.0655966577091031,-0.0271252497213318,-0.0271252497213318,0.0527583878348422,0.0297142857142857,0.0765933984401202,-0.0101010101010101,-0.00894270894270895,-0.0250705434915961,0,0.0374065934065934,-0.134813308061649,-0.00972681936537358,0.0584615384615385,0.0333333333333333,-0.112461907413162,0.0201515151515151,0.0142857142857143,-0.170085434576651,0.0233126336750498,0.0224242424242424,-0.0111312893339005,-0.108055497112935,-0.032538429064541,0.0175268817204301,0.0866932293026787,-0.0265007215007215,-0.0614918414918415,-0.05,-0.0580435656297725,-0.0576180337148789,-0.0255555555555556,-0.04,-0.0207011866235167,-0.02,-0.0191974272250205,0.0752136752136752,-0.1765718176475,0.0778159056969466,0.075,-0.0667205642001059,-0.0643243243243243,-0.0728349626221967
"ERK",-0.198668062987785,-0.269014606027174,0.00197873081479133,-0.0714285714285714,0,0.0743246429453326,0.246834540596917,-0.00615384615384615,0.0012277532203123,0.00157497544253453,0.247604617604618,0.247604617604618,0.247604617604618,-0.0240779816439731,-0.0240779816439731,-0.258164836939823,0.00703463203463204,0.10771749319397,0.121932926175935,0.112754182214582,0.0150796732932655,0.0733333333333333,0.00350522026992616,0.194328333439983,0.120569878062594,-0.316551724137931,-0.144808743169399,-0.414539186971279,-0.0106471792603179,-0.0464285714285714,0.335774974084441,0.0264410000864399,-0.0142968142968143,-0.0382703279837176,0.439241917262434,0.148622271179891,-0.130993091848584,-0.36222697937922,0.0225585366010382,0.33995597945708,0.133333333333333,0.263289312790413,0.275267028667851,0.001417004048583,0.28952380952381,-0.0034781008465219,0.00526315789473684,-0.00271474206789595,0.00125874125874126,0.30046509253391,0.00100811469232522,0.01,0.336784278095418,0.320364931019137,0.337883179194319
"DELTA",-0.168990305469179,-0.201122807017544,-0.104285714285714,0,0,-0.0271428571428571,-0.0327272727272727,-0.1,-0.0538927738927739,-0.0637828837828838,-0.06,-0.06,-0.06,-0.0217391304347826,-0.0217391304347826,-0.145,0.1,-0.00207792207792208,0.05,0.0576923076923077,0,0,0,0.113939393939394,0,-0.1,0,-0.104927099044746,-0.18,0,0.122988505747126,-0.1,-0.2,0,0.235897435897436,0.00952380952380952,-0.1,-0.191666666666667,0.108571428571429,0.2,-0.1,0.18,0.18,0.1,0.2,0.08,0,0.0569230769230769,0.08,0.110285714285714,0.0569230769230769,0,0.191555555555556,0.1,0.155555555555556
"cMet",0.151376429027675,0.157473552614241,0.0715873015873016,-0.1,-0.1,0.0294725738396625,-0.131428571428571,0.05,0.0518485390578414,0.0484587085493668,-0.131428571428571,-0.131428571428571,-0.131428571428571,-0.0213564213564214,-0.0213564213564214,0.022149236531259,0.0333333333333333,-0.0915516367690281,-0.07,-0.095,0.0290476190476191,-0.1,-0.0133333333333333,0.0465058190601669,-0.0757825937392501,0.05,0.07,0.223703417426045,0.0120300751879699,0,-0.173963133640553,-0.0320833333333333,-0.0142857142857143,-0.136507936507937,-0.0788888888888889,-0.118996083281798,0.0917233560090703,0.0467737139458817,-0.0226683730603103,-0.05,-0.15,-0.07,-0.0681818181818182,0.05,0.00666666666666668,-0.0433333333333333,0,-0.0503100775193798,-0.0433333333333333,-0.169267412124555,-0.0524242424242424,-0.1,-0.000100472813238763,-0.0308333333333333,-0.0086111111111111
"TGFR",-0.0765413875022972,-0.105200923155706,-0.0313374737909788,0.166666666666667,0,-0.0126916922075456,-0.134471595655806,-0.0428571428571429,-0.0323380277451777,-0.0327808975414576,-0.131547619047619,-0.131547619047619,-0.131547619047619,-0.0197171228715635,-0.0197171228715635,-0.239360748649005,-0.238095238095238,0.109389607479029,0.134906609195402,0.126432032924216,-0.132992202729045,0.0866666666666667,-0.259147869674185,0.172634458299086,0.154652270562083,-0.247619047619048,-0.156781609195402,-0.185994480575652,0.220459770114943,0.166666666666667,-0.0958978766284064,-0.240543218511395,0.206666666666667,-0.0331844103011151,0.242640692640693,0.15452840887349,-0.138514173998045,-0.216725813741099,-0.211107252129331,0.242355889724311,0.153333333333333,0.249022556390977,0.253132145432073,0.0333333333333333,0.38,0.0276729559748428,0.0333333333333333,0.028988745448527,0.0371967654986523,0.0100751377691856,0.0378419267889749,0.0428571428571429,0.322287234042553,0.413333333333333,0.325833333333333
"FUS",0.112383484356201,0.0785283716948088,0.167747295183577,-0.1,0,-0.0203176043557169,-0.0655966577091031,-0.075,0.0191974272250205,0.0205561228771944,-0.0581730769230769,-0.0581730769230769,-0.0581730769230769,-0.0189126893348584,-0.0189126893348584,0.0575006558760793,-0.0142857142857143,0.0754057499840632,-0.0333333333333333,-0.0101010101010101,-0.0355600539811066,0.2,0.0297142857142857,-0.146709218842318,-0.0157509157509158,0.02,0.05,-0.113055183616194,0.0224242424242424,0,-0.170342503985391,0.0374065934065934,0.0424242424242424,0.00264116575591985,-0.114994272623139,-0.0175268817204301,0.0233333333333333,0.0895893110743993,-0.0201515151515151,-0.0584615384615385,0,-0.0614918414918415,-0.0580435656297725,-0.02,-0.04,-0.0255555555555556,0,-0.0207011866235167,0.0694444444444444,-0.176624980858558,0.0752136752136752,0.1,-0.0728349626221967,-0.04,-0.0643243243243243
"Patched",0.112795698924731,0.0743015102481122,0.161471861471861,0,0.1,-0.02,-0.0581730769230769,-0.1,0.0255555555555556,0.0207011866235167,-0.0769230769230769,-0.0769230769230769,-0.0769230769230769,-0.0166666666666667,-0.0166666666666667,0.0435185185185185,0.1,0.0586243386243386,0,-0.05,0.0166666666666667,0,0,-0.107142857142857,-0.0538461538461538,0.1,-0.2,-0.119448275862069,0.0333333333333333,0,-0.168498168498169,-0.0142857142857143,0,-0.0388888888888889,-0.08,-0.0566666666666667,0.0666666666666667,0.0956989247311828,-0.0424242424242424,0,0.1,-0.02,-0.0584615384615385,0,-0.1,0,-0.1,-0.02,0.1,-0.177062937062937,0.075,0,-0.04,-0.1,-0.04
"SNAI1",0.177837824770367,0.198656081456242,0.115397458754648,-0.1,0.08,0.0204072835950782,0.0504851600060129,0.0815594541910331,0.0842380475388328,0.0842896737649557,0.0537692322556024,0.0537692322556024,0.0537692322556024,-0.0161318148609653,-0.0161318148609653,0.140991631556849,0.0243421052631579,0.0022495213320502,-0.0329478864425101,-0.0467342942095004,0.048096083193225,-0.0714285714285714,0.0150828460038986,-0.0977255423655183,-0.0677485836913476,0.230434782608696,0.0079478864425101,0.143984678892179,0.0275091575091575,-0.0875,-0.136023605932022,0.0400828460038986,0.0187179487179487,-0.0302704516769171,-0.245351390559093,-0.0536087288676266,0.0640638334186721,0.0853106760675497,-0.0140397697540555,-0.25246868091378,-0.0165898617511521,-0.251135347580447,-0.245305751167891,-0.0844044044044044,-0.212885154061625,-0.0873747014341074,-0.0762962962962963,-0.0858932199526259,-0.0859496980934722,-0.127186229318109,-0.0854012520240023,-0.0762962962962963,-0.200801400075438,-0.200763941940413,-0.194753012978664
"GSK3",-0.0540949295258504,-0.215626605292049,0.1600866887855,-0.18,0.1,0.15100427112667,0.381621276020486,0.112406015037594,0.11404778583837,0.115166206891002,0.377839763415444,0.377839763415444,0.377839763415444,-0.0125061182974083,-0.0125061182974083,-0.140385064206302,0.1675,0.0570350631289177,0.0250234955360623,0.0398560314212298,-0.145175406933773,0.0454545454545455,0.196235632183908,0.217934864417052,0.0273116977709793,-0.272941176470588,-0.024409998603547,-0.215794471294048,-0.13961528667411,-0.155,0.380518719740911,0.206492042440318,-0.124929971988796,-0.00346649294862094,0.389494102388839,0.0556171702635168,-0.0431733921525722,-0.333363586755902,0.145589312648136,0.298867102396514,0.0502164502164502,0.317664094877717,0.32789136760499,-0.112406015037594,0.334782608695652,-0.113068266693223,-0.105263157894737,-0.113068266693223,-0.114366799351319,0.335778572246764,-0.113423403124904,-0.105263157894737,0.355203407409134,0.354782608695652,0.354434176639903
"cateninmemb",0.125448672782662,0.132930739170121,-0.0801711035123683,0,0.0333333333333333,-0.0515646416557803,0.00374522864582017,0.0133606931144551,0.0180891986767903,0.0174356039055485,0.00290723981900453,0.00290723981900453,0.00290723981900453,-0.0122628742192811,-0.0122628742192811,-0.0007616022200314,0.00571428571428572,0.02540026637399,0.0260752688172043,0.0315870798408264,0.0170352983659836,0.0333333333333333,0.00201058201058201,0.019543090883873,0.0031548238575479,0.0345454545454546,-0.025,0.06744314205145,-0.0280599812558575,-0.02,0.083978319904854,0.00330928330928331,-0.0290909090909091,-0.0172526957337084,0.0314642642893044,0.0119762782047233,-0.00979710144927536,-0.0357552383456512,0.0269447396201698,-0.040427807486631,0.05,-0.0476443023319919,-0.0480364591947369,-0.0133606931144551,0.0449090909090909,-0.0177085192014116,-0.0156862745098039,-0.018711863683017,-0.0185331069075585,0.0851525001903699,-0.0191997735742252,-0.0156862745098039,0.0520177517244513,0.0542424242424242,0.054730229120473
"KLF4",-0.201542193127559,-0.230920534789742,-0.0812020313474198,0.1,0.0333333333333333,-0.0540818041271762,0.00290723981900453,0.0156862745098039,0.018711863683017,0.0180891986767903,-0.000769230769230767,-0.000769230769230767,-0.000769230769230767,-0.0108410732714138,-0.0108410732714138,-0.00132026143790849,0.02,0.0228831039025942,0.025,0.0260752688172043,0.0222984562607204,0,0.00571428571428572,0.0201017501017501,-0.00154316271963331,0.08,-0.05,0.0673829373554837,-0.0290909090909091,0,0.0846405715604831,0.00201058201058201,-0.0290909090909091,-0.0185185185185185,0.0318387961245104,0.00979710144927536,-0.004,-0.0335400484722335,0.0280599812558575,-0.0345454545454546,0.0333333333333333,-0.040427807486631,-0.0476443023319919,-0.0156862745098039,0.0409090909090909,-0.0133606931144551,-0.0333333333333333,-0.0177085192014116,-0.0133606931144551,0.0850593035454491,-0.0185331069075585,-0.0333333333333333,0.054730229120473,0.0449090909090909,0.0542424242424242
"PI3K",0.00135416212014457,-0.128707886596739,0.172285714285714,-0.2,0.1,0.25345412311266,0.384347980786337,0.111111111111111,0.128205002235953,0.128411187802963,0.370649350649351,0.370649350649351,0.370649350649351,-0.00989077689598649,-0.00989077689598649,-0.0302458450712193,0.3,0.0507017543859649,0.041025641025641,0.0215811965811966,-0.121538461538462,-0.1,0.282352941176471,0.226799787865362,-0.00269397638986984,-0.2,-0.0333333333333333,-0.106734398537412,-0.134615384615385,-0.3,0.463949013949014,0.300301659125189,-0.15,-0.0223684210526316,0.363720103425986,0.00878847539015607,-0.0111884753901561,-0.325048309178744,0.14106699751861,0.214285714285714,0,0.267226890756303,0.295095743215319,-0.111111111111111,0.175,-0.124154589371981,-0.1,-0.128769973987365,-0.124154589371981,0.331426061309655,-0.128769973987365,-0.1,0.246232902917264,0.204411764705882,0.232411764705882
"ILK",0.00135416212014457,-0.128707886596739,0.172285714285714,-0.2,0.1,0.25345412311266,0.384347980786337,0.111111111111111,0.128205002235953,0.128411187802963,0.370649350649351,0.370649350649351,0.370649350649351,-0.00989077689598649,-0.00989077689598649,-0.0302458450712193,0.3,0.0507017543859649,0.041025641025641,0.0215811965811966,-0.121538461538462,-0.1,0.282352941176471,0.226799787865362,-0.00269397638986984,-0.2,-0.0333333333333333,-0.106734398537412,-0.134615384615385,-0.3,0.463949013949014,0.300301659125189,-0.15,-0.0223684210526316,0.363720103425986,0.00878847539015607,-0.0111884753901561,-0.325048309178744,0.14106699751861,0.214285714285714,0,0.267226890756303,0.295095743215319,-0.111111111111111,0.175,-0.124154589371981,-0.1,-0.128769973987365,-0.124154589371981,0.331426061309655,-0.128769973987365,-0.1,0.246232902917264,0.204411764705882,0.232411764705882
