"","SUFU","FOXC2","AXIN2","NOTCH","Destcompl","DSH","GLI","STAT","Wnt","CD44","cateninnuc","TCFLEF","cMet","SOSGRB2","TGF","FUS","HEY1","LIV1","TWIST1","ZEB2","SNAI2","RAS","RAF","PI3K","DELTA","GSK3","ERK","MEK","cfos","EGR1","RKIP","ZEB1","TGFR","PAK1","NFB","CDC42","KLF4","ILK","SNAI1","Csl","SMAD","SRC","Jagged","IKK","Frizzled","AKT","NOTCHic","SHH","SMO","Ecadherin","Patched","cateninmemb","TrCP","Csn","miR200"
"CDC42",0,0.29242331078773,-0.0914285714285714,-0.00435897435897436,-0.117524482021097,-0.05,-0.0684405458089669,-0.05,-0.0737037037037037,-0.071001001001001,-0.0754601135789255,-0.0769415950604069,-0.0737037037037037,0.0819444444444444,-0.0450853068500127,-0.0714285714285714,0.00814592703648176,-0.1,0.148510822510823,0.0189400053806833,0.213128574588429,-0.0213507625272331,-0.0213507625272331,-0.0213507625272331,-0.0213507625272331,-0.121309523809524,0.0356521739130435,0.0203979366249079,0.04,-0.02,-0.0578088578088578,-0.0189400053806833,0.0526610644257703,0.128571428571429,0.05,0.0428571428571429,0.0189206349206349,-0.00793650793650794,-0.120886623924599,0.0166666666666667,-0.0192268305171531,0.07,-0.001875,0,0.07,0,-0.00641025641025641,0.0128662456619446,-0.0119047619047619,0.0881952015047977,0.00422427035330261,0.101696480022282,-0.1,0,-0.104231389525507
"PAK1",-0.0714285714285714,0.291044000442902,-0.0952021563342318,-0.00765567765567765,-0.119028241419593,-0.07,-0.0757576189796986,-0.07,-0.0684405458089669,-0.0769415950604069,-0.0768394239237531,-0.0754601135789255,-0.071001001001001,0.0868949394939494,-0.0472710991997395,0.0119047619047619,0.0199106329188347,-0.05,0.15177169207604,0.0211908092392042,0.213671070067633,-0.0268053079817786,-0.0213507625272331,-0.0213507625272331,-0.0213507625272331,-0.125309523809524,0.0203979366249079,0.0177312699582412,0.0356521739130435,0.04,-0.0594663163723937,-0.0211908092392042,0.0450853068500127,0.0428571428571429,0,0.0526610644257703,0.0189206349206349,-0.0192268305171531,-0.124943903160875,-0.00641025641025641,-0.0185816692268305,0.0737037037037037,-0.00248849693251533,0,0.0737037037037037,0.0037037037037037,0.00435897435897436,0.00386624566194458,0.00422427035330261,0.0875723641345555,0.0128662456619446,0.101147029472831,0,0.05,-0.106261846378299
"EGR1",-0.0714285714285714,0.291044000442902,-0.0952021563342318,-0.00765567765567765,-0.119028241419593,-0.07,-0.0757576189796986,-0.07,-0.0684405458089669,-0.0769415950604069,-0.0768394239237531,-0.0754601135789255,-0.071001001001001,0.0868949394939494,-0.0472710991997395,0.0119047619047619,0.0199106329188347,-0.05,0.15177169207604,0.0211908092392042,0.213671070067633,-0.0268053079817786,-0.0213507625272331,-0.0213507625272331,-0.0213507625272331,-0.125309523809524,0.0203979366249079,0.0177312699582412,0.0356521739130435,0.04,-0.0594663163723937,-0.0211908092392042,0.0450853068500127,0.0428571428571429,0,0.0526610644257703,0.0189206349206349,-0.0192268305171531,-0.124943903160875,-0.00641025641025641,-0.0185816692268305,0.0737037037037037,-0.00248849693251533,0,0.0737037037037037,0.0037037037037037,0.00435897435897436,0.00386624566194458,0.00422427035330261,0.0875723641345555,0.0128662456619446,0.101147029472831,0,0.05,-0.106261846378299
"NOTCHic",0,0.267531270572745,0.013787810721773,0.0404001940334708,0.00945217046151626,0.02,0.0146537333634108,0.02,0.00927738927738928,0.0125740925740926,0.0112966350261879,0.010533276247562,0.00927738927738928,0.0951196172248804,-0.0517935301235075,-0.05,0.10082497212932,0,0.103078136659205,0.0222866344605475,0.129874237689869,0.030068082841696,0.0285902503293808,0.0285902503293808,0.0285902503293808,-0.0310004433045185,0.0538095238095238,0.0395238095238095,0.0466666666666667,-0.02,-0.0386570528386944,-0.0222866344605475,0.061347670250896,0.0444444444444444,0.0555555555555556,0.0484444444444444,0.0236887508626639,-0.00238095238095239,-0.0949185999185999,0.0742857142857143,-0.0189277149708804,-0.0123076923076923,-0.0340174370637947,0.0111111111111111,-0.0123076923076923,0.01343669250646,-0.048294930875576,0.00436189364083102,-0.0192307692307692,-0.030695521345477,-0.00746606334841629,-0.0228658640787399,-0.1,0,-0.0948737582263594
"PI3K",-0.1,-0.474924506387921,0.256380952380952,0.207754342431762,0.512135326786107,0.2,0.227015979189892,0.2,0.219323671497585,0.227015979189892,0.246921623082955,0.238880385969553,0.219323671497585,-0.112692307692308,0.13518268770923,0,-0.030198769044496,0.1,-0.335355078120581,0.0224108606391093,-0.287337347404934,0.392582577240112,0.372034632034632,0.372034632034632,0.372034632034632,0.491125541125541,0.188795518207283,0.210106993617119,0.147619047619048,0.133333333333333,0.287702003878474,-0.0224108606391093,-0.131117647058824,-0.125,0.266666666666667,-0.119117647058824,0.0219298245614035,0.0191356542617047,0.372278582930757,-0.175,0.0167356542617047,-0.188888888888889,-0.0771929824561403,0.284313725490196,-0.188888888888889,0.317647058823529,-0.198076923076923,-0.0136752136752137,-0.0333333333333333,-0.0523516989557411,-0.00256410256410256,-0.121672153669329,0.2,0.3,0.243565137417596
"ILK",-0.1,-0.474924506387921,0.256380952380952,0.207754342431762,0.512135326786107,0.2,0.227015979189892,0.2,0.219323671497585,0.227015979189892,0.246921623082955,0.238880385969553,0.219323671497585,-0.112692307692308,0.13518268770923,0,-0.030198769044496,0.1,-0.335355078120581,0.0224108606391093,-0.287337347404934,0.392582577240112,0.372034632034632,0.372034632034632,0.372034632034632,0.491125541125541,0.188795518207283,0.210106993617119,0.147619047619048,0.133333333333333,0.287702003878474,-0.0224108606391093,-0.131117647058824,-0.125,0.266666666666667,-0.119117647058824,0.0219298245614035,0.0191356542617047,0.372278582930757,-0.175,0.0167356542617047,-0.188888888888889,-0.0771929824561403,0.284313725490196,-0.188888888888889,0.317647058823529,-0.198076923076923,-0.0136752136752137,-0.0333333333333333,-0.0523516989557411,-0.00256410256410256,-0.121672153669329,0.2,0.3,0.243565137417596
"Csl",-0.05,0.262358856779642,0.0130166024955519,0.038582012215289,0.0100006165309861,0.0123076923076923,0.0114279269117979,0.0123076923076923,0.0146537333634108,0.010533276247562,0.0116968637283034,0.0112966350261879,0.0125740925740926,0.0991846578752869,-0.0524738022323511,0.0192307692307692,0.117164841410366,0.02,0.101949468487647,0.0272590101511552,0.129650524043336,0.0285974946064019,0.030068082841696,0.030068082841696,0.030068082841696,-0.0308531678995112,0.0395238095238095,0.0406107660455487,0.0538095238095238,0.0466666666666667,-0.0372745643594317,-0.0272590101511552,0.0517935301235075,0.0484444444444444,0.0111111111111111,0.061347670250896,0.0236887508626639,-0.0189277149708804,-0.0976853983375723,-0.048294930875576,-0.0178166038597693,-0.00927738927738928,-0.0387049370637947,0.01343669250646,-0.00927738927738928,0.0235142118863049,-0.0404001940334708,-0.00770707187641036,-0.00746606334841629,-0.0308118004152445,0.00436189364083102,-0.0236303900726237,0,0.0555555555555556,-0.0942201634551176
"AKT",0,-0.49522525826762,0.269016331442324,0.223608000968347,0.528926062931681,0.188888888888889,0.237630504329557,0.188888888888889,0.227015979189892,0.238880385969553,0.251690853852186,0.246921623082955,0.227015979189892,-0.119358974358974,0.139714409763611,0.0333333333333333,-0.0324544081422404,0.2,-0.35095140839581,0.0292601757076025,-0.298493126299406,0.409209083264208,0.392582577240112,0.392582577240112,0.392582577240112,0.514915863706186,0.210106993617119,0.229094335389271,0.188795518207283,0.147619047619048,0.303229954189033,-0.0292601757076025,-0.13518268770923,-0.119117647058824,0.284313725490196,-0.131117647058824,0.0262033288349078,0.0167356542617047,0.387566803482135,-0.198076923076923,0.0143787519048023,-0.219323671497585,-0.08514000232369,0.317647058823529,-0.219323671497585,0.236838978015449,-0.207754342431762,-0.0178857399910031,-0.00256410256410256,-0.0523516989557411,-0.0136752136752137,-0.124016700050573,0.3,0.266666666666667,0.253725565225083
"SOSGRB2",0.2,-0.12046398046398,0.20165704070407,0.34202698709741,0.424551138645098,0.1,0.175103519668737,0.1,0.167857142857143,0.17184265010352,0.183510155386804,0.176053176419309,0.164596273291925,-0.0994444444444444,0.0309087366534175,0.166666666666667,0.0513257575757576,0,-0.156492753623188,0.0296616541353384,0.186789265859923,0.353657829929016,0.333145009416196,0.333145009416196,0.333145009416196,0.423242109301015,0.19034749034749,0.205499005499005,0.171428571428571,0.138095238095238,0.0123172514619883,-0.0296616541353384,-0.0273626373626374,-0.0142857142857143,0.0333333333333333,-0.00428571428571428,0.0239473684210526,-0.162795698924731,0.133054726368159,-0.309090909090909,-0.153704789833822,-0.142857142857143,-0.227210648050088,0.0491228070175439,-0.142857142857143,0.0782894736842105,-0.332167832167832,-0.193829876388016,-0.183333333333333,-0.178437396834984,-0.175225225225225,-0.216988416988417,0,0,0.0547778072100709
"Wnt",0,-0.485425101214575,0.260606060606061,0.233333333333333,0.556208845094102,0.2,0.236842105263158,0.1,0.2,0.236842105263158,0.266359607628342,0.251127819548872,0.2,-0.142424242424242,0.139710144927536,-0.1,-0.0338461538461538,0,-0.357647058823529,0.0367766618842659,-0.287413793103448,0.458270676691729,0.408270676691729,0.408270676691729,0.408270676691729,0.611912225705329,0.153333333333333,0.194509803921569,0.133333333333333,0.1,0.278333333333333,-0.0367766618842659,-0.126666666666667,-0.1,0.2,-0.133333333333333,0.0392156862745098,0.0205128205128205,0.406987577639752,-0.1,0.0181872391174717,-0.2,-0.0843137254901961,0.18,-0.3,0.1925,-0.2,-0.0121212121212121,0,-0.0869047619047619,-0.0454545454545455,-0.154279661016949,0.1,0.1,0.247777777777778
"FUS",0.266666666666667,-0.430453720508167,0.317772282689824,0.278636363636364,0.431574243670662,0.25,0.285470085470085,0.15,0.277777777777778,0.177907227615966,0.194746881097495,0.187681663706191,0.171111111111111,-0.142442645074224,0.283946712670117,0.226666666666667,0.0490364707756012,0.1,-0.252086826586365,0.038704897577207,-0.382664764223855,0.322331479325995,0.304427549194991,0.304427549194991,0.304427549194991,0.422339838295938,0.188904428904429,0.208444658789486,0.167692307692308,0.16,0.277527409589265,-0.038704897577207,-0.282882882882883,-0.266666666666667,0.107142857142857,-0.266666666666667,0.0448087431693989,-0.0614285714285714,0.34746109033997,-0.245454545454545,-0.0530414746543779,-0.143333333333333,-0.168034678396124,0.135142857142857,-0.25,0.154373626373626,-0.260454545454545,-0.246742424242424,-0.239166666666667,0.0288933465042856,-0.233611111111111,-0.128388582993952,0.1,0.15,0.269402419446285
"ZEB1",0.1,0.089482583709876,0.111311691355974,0.11515860476422,0.131592789411032,0.0142857142857143,0.0177556665110097,0.00769230769230769,0.0167247386759582,0.0120921163962771,0.0148068601194732,0.0142197759707452,0.0120921163962771,0.0628849902534113,0.0296858135942621,0.05,0.0463113397828424,0,-0.0324467684547639,0.0414290139997874,-0.084399755760858,0.0991808135495689,0.0965036481952382,0.0965036481952382,0.0965036481952382,0.0361811095854738,-0.00141176470588235,-0.00185229334024359,-0.012,0,0.00519480519480519,-0.0414290139997874,-0.0304732151690652,-0.0201149425287356,-0.00596491228070176,-0.0360569715142429,0.0511080047263333,-0.0624935497955781,0.00412378460901553,-0.0979166666666667,-0.0610512421032704,-0.0101313320825516,-0.0910099837633904,-0.00432556801840667,-0.0167247386759582,-0.0171827108755495,-0.107720588235294,-0.0730983690791101,-0.0636363636363636,-0.097869625617188,-0.081283422459893,-0.185272439076723,-0.0333333333333333,-0.0533333333333333,-0.116739389783835
"Jagged",0,0.255714285714286,0.0142857142857143,-0.0742857142857143,0.00758301158301158,0,0.0123076923076923,0,0.02,0.0123076923076923,0.0125740925740926,0.00927738927738928,0.02,0.12,-0.0484444444444444,0.1,0.133333333333333,0,0.096,0.0415458937198068,0.12991452991453,0.0242424242424242,0.0333333333333333,0.0333333333333333,0.0333333333333333,-0.0340996168582375,-0.02,0.0466666666666667,0,-0.1,-0.0256410256410256,-0.0415458937198068,0.0444444444444444,0,-0.1,0.1,0.0111111111111111,-0.0333333333333333,-0.108333333333333,0,-0.0190476190476191,0,-0.0460606060606061,0,0,0.0555555555555556,0.06,-0.0192307692307692,0,-0.0299298245614035,0.05,-0.0233565026522773,0,0,-0.0987878787878788
"SUFU",0.226666666666667,-0.447079030681864,0.328310924376007,0.291334776334776,0.445449841756786,0.25,0.294763765767483,0.143333333333333,0.285470085470085,0.187681663706191,0.198685500023327,0.194746881097495,0.177907227615966,-0.14873635136793,0.288877679139545,0.239166666666667,0.0381930972816253,0.15,-0.265488888442035,0.0416034483018447,-0.392091263894258,0.335939074262704,0.322331479325995,0.322331479325995,0.322331479325995,0.440848835725244,0.208444658789486,0.223338275810763,0.188904428904429,0.167692307692308,0.29181312387498,-0.0416034483018447,-0.283946712670117,-0.266666666666667,0.135142857142857,-0.282882882882883,0.0478027551454468,-0.0530414746543779,0.362282214701129,-0.260454545454545,-0.0560437841232001,-0.171111111111111,-0.171122564381872,0.154373626373626,-0.277777777777778,0.167125304225975,-0.278636363636364,-0.244811922311922,-0.233611111111111,0.0286873732808047,-0.246742424242424,-0.13043496771428,0.15,0.107142857142857,0.278324352531786
"TCFLEF",0.116666666666667,-0.596283965540097,0.568422954822955,0.334012296542743,0.506518359289558,0.172549019607843,0.228105106033495,0.166666666666667,0.218788335847159,0.222968875987744,0.139234626274113,0.133392701875487,0.212905982905983,-0.0716124673729464,0.157048645984178,0.163333333333333,-0.0141752783328576,0.166666666666667,-0.395897203355363,0.0420570618465355,-0.386995467198089,0.40562667506624,0.387624046945347,0.387624046945347,0.387624046945347,0.490811026237351,0.294924506387921,0.315332669653227,0.271114982578397,0.244285714285714,0.233112917298067,-0.0420570618465355,-0.154068513533847,-0.130769230769231,0.182337662337662,-0.144722719141324,0.138171632289279,-0.0427824105718842,0.415952109257549,-0.302646261756735,-0.039531932560412,-0.196666666666667,-0.177345902221486,0.22427314620863,-0.202549019607843,0.239490537512978,-0.314410967639088,-0.157866990849378,-0.134761904761905,0.12447384673727,-0.149278033794163,0.0375869328242434,0.171428571428571,0.162337662337662,0.281884681583477
"DSH",0,-0.553098513074033,0.298835871223272,0.268737145207733,0.609422747538065,0.2,0.264853309744951,0.2,0.251127819548872,0.266359607628342,0.284346716986778,0.277311988580723,0.251127819548872,-0.152771618625277,0.153508054335202,0.0454545454545455,-0.0352272662015103,0.2,-0.405833482329102,0.0515813707016043,-0.322537901174237,0.510093610589698,0.487404534959446,0.487404534959446,0.487404534959446,0.678992307263369,0.220435729847495,0.248255278719675,0.194509803921569,0.153333333333333,0.327184482184482,-0.0515813707016043,-0.148281573498965,-0.126666666666667,0.1925,-0.139710144927536,0.0479535503521797,0.0153835007997147,0.456718426501035,-0.233333333333333,0.0157608592902807,-0.236842105263158,-0.10348215396095,0.23625,-0.236842105263158,0.260387931034483,-0.247058823529412,-0.0317729041853324,-0.0121212121212121,-0.083901677777885,-0.0250244379276637,-0.165703745373896,0.2,0.18,0.275521680216802
"GSK3",0.0454545454545455,-0.573991655019807,0.312077880355692,0.28510078157137,0.626788016999143,0.236842105263158,0.276645762575139,0.236842105263158,0.264853309744951,0.277311988580723,0.290991453828884,0.284346716986778,0.266359607628342,-0.159748362811324,0.158123438950586,0.0121212121212121,-0.0383414530527214,0.2,-0.421326440075581,0.0549989041339966,-0.333495623348525,0.529211257648522,0.510093610589698,0.510093610589698,0.510093610589698,0.601787648361539,0.248255278719675,0.265300733265129,0.220435729847495,0.194509803921569,0.341971449603029,-0.0549989041339966,-0.153508054335202,-0.139710144927536,0.23625,-0.148281573498965,0.0555871381384393,0.0157608592902807,0.475212335692619,-0.247058823529412,0.0183095849274621,-0.251127819548872,-0.110051497026644,0.260387931034483,-0.251127819548872,0.274917845564397,-0.268737145207733,-0.0365575931805478,-0.0250244379276637,-0.0822882434677105,-0.0317729041853324,-0.168975186576371,0.18,0.1925,0.288769042467681
"HEY1",0,-0.210606417064372,0.152135629023407,0.153941695851625,0.215033614944179,0.0333333333333333,0.0537706181109172,0.0333333333333333,0.0554947560419517,0.0528860603897778,0.0642822877478872,0.0619161607242259,0.0554947560419517,0.0360062893081761,0.0459793052475979,0.0333333333333333,-0.0239419404125286,0.0333333333333333,-0.0900740740740741,0.06218782249742,-0.179214456328389,0.183763197586727,0.176410256410256,0.176410256410256,0.176410256410256,0.213571646651199,0.16855614973262,0.177834500248084,0.150909090909091,0.16,0.114687693259122,-0.06218782249742,-0.0493939393939394,-0.0227272727272727,0.12,-0.0427272727272727,0.0888888888888889,0.0106666666666667,0.153310290722007,-0.129090909090909,0.0237101449275362,-0.0392156862745098,-0.0448457589387125,0.162857142857143,-0.0392156862745098,0.151746031746032,-0.134354066985646,-0.0366263440860215,0,-0.184541616830825,-0.03125,-0.228745263318434,0.1,0.1,0.163007733007733
"cateninmemb",0.0333333333333333,-0.21815790447856,0.158939752734748,0.15803091518248,0.222023363313238,0.0392156862745098,0.0624372847775838,0.0392156862745098,0.0537706181109172,0.0619161607242259,0.0670834081960665,0.0642822877478872,0.0528860603897778,0.0333747103608077,0.0515850918660428,0,-0.0366936182648776,0.0333333333333333,-0.101433478170908,0.0640835570945764,-0.18324817095813,0.192422415463822,0.183763197586727,0.183763197586727,0.183763197586727,0.22328467093376,0.177834500248084,0.184501166914751,0.16855614973262,0.150909090909091,0.124800052809684,-0.0640835570945764,-0.0459793052475979,-0.0427272727272727,0.162857142857143,-0.0493939393939394,0.0838255977496484,0.0237101449275362,0.16122168312707,-0.134354066985646,0.0171726146611924,-0.0554947560419517,-0.0469052555062182,0.151746031746032,-0.0554947560419517,0.163434343434343,-0.153941695851625,-0.02875232833799,-0.03125,0.190612518348113,-0.0366263440860215,0.106771867398856,0.1,0.12,0.166173468575703
"CD44",0.1,-0.2125,-0.02,0.240601503759398,0.285959838480847,0,0.00666666666666667,0.1,0,0.00666666666666667,0.0368634466308885,0.0322480620155039,0.1,-0.0523809523809524,0.0713888888888889,0.1,0.0830409356725146,0.1,-0.188278388278388,0.0666666666666667,0.193344433344433,0.254285714285714,0.228571428571429,0.228571428571429,0.228571428571429,0.348214285714286,0.21,0.23,0.15,0.2,0.0462962962962963,-0.0666666666666667,-0.0991666666666667,-0.0666666666666667,0,-0.0866666666666667,0.185714285714286,-0.122222222222222,0.198936735778841,-0.2,-0.091609977324263,0,-0.127552447552448,0.0333333333333333,0.1,0.0266666666666667,-0.214285714285714,-0.127272727272727,-0.1,-0.0322364564108132,-0.1,-0.00205128205128204,0.1,0,0.164659639877031
"cMet",0.1,-0.226424050632911,0.00380952380952381,0.255495120780675,0.301500379021387,-0.1,0.0339393939393939,0,0.00666666666666667,0.0322480620155039,0.0385583618851258,0.0368634466308885,0.00666666666666667,-0.0657142857142857,0.0947931442080378,0.1,0.0536291709666323,0.1,-0.218615466930074,0.0757575757575758,0.184585309256842,0.271266846361186,0.254285714285714,0.254285714285714,0.254285714285714,0.377246543778802,0.23,0.239090909090909,0.21,0.15,0.0648148148148148,-0.0757575757575758,-0.0713888888888889,-0.0866666666666667,0.0333333333333333,-0.0991666666666667,0.166666666666667,-0.091609977324263,0.215885888321214,-0.214285714285714,-0.113428159142445,-0.1,-0.123204621465491,0.0266666666666667,0,0.0329166666666667,-0.240601503759398,-0.105397727272727,-0.1,-0.0360532503039429,-0.127272727272727,-0.000983666392919055,0,0,0.164659639877031
"cateninnuc",0.0666666666666667,-0.420681455156865,0.346567382466625,0.339903767672786,0.477084281386178,0.173193473193473,0.202177175613745,0.173193473193473,0.193086266522836,0.200919491136882,0.11264653603451,0.206819416454284,0.191792507009898,0.0055699328736456,0.130379924246812,0.0966666666666667,-0.0370565980966224,0.142424242424242,-0.314677304464928,0.0937530358280336,-0.398205673824688,0.41027259027259,0.395794475794476,0.395794475794476,0.395794475794476,0.476557682002562,0.295337683780171,0.30909915167008,0.27888198757764,0.255072463768116,0.310190842242951,-0.0937530358280336,-0.125358090185676,-0.12,0.304924242424242,-0.118461538461538,0.120868692398942,0.0105656565656566,0.385214094027693,-0.313370998116761,0.00879212314137279,-0.178749028749029,-0.171640427480963,0.316924242424242,-0.180042788261966,0.338799242424242,-0.330812858581877,-0.119129602898418,-0.121256830601093,0.120802484375661,-0.111940060414758,-0.110396981790768,0.233333333333333,0.295833333333333,0.277632721902393
"RAS",0.1,-0.296984126984127,0.246113306982872,0.254617676266137,0.474492289608569,0.1,0.222549019607843,0.1,0.205882352941176,0.220775969962453,0.234983858391305,0.228468277654761,0.205882352941176,-0.09004329004329,0.108910891089109,0,-0.105533596837945,0,-0.28076377523186,0.0981737849779087,0.0189348457246719,0.349871794871795,0.424871794871795,0.424871794871795,0.424871794871795,0.502777777777778,0.185789473684211,0.207358101135191,0.17,0.12,0.137314465408805,-0.0981737849779087,-0.1,-0.06,0.2,-0.1,0.0971428571428571,-0.00519480519480519,0.269242871189774,-0.2,-0.00111317254174397,-0.2,-0.106595702739996,0.22,-0.2,0.22,-0.226315789473684,-0.032135593220339,0,-0.104073249853301,-0.044,-0.144277461824018,0.1,0.1,0.193076923076923
"SNAI2",0.1,-0.245844145467183,0.203204459037966,0.198479152426521,0.262466181632304,0.129090909090909,0.152653138079816,0.129090909090909,0.148909822571794,0.152135629023407,0.162977019815493,0.158939752734748,0.148909822571794,0.0717038539553752,0.0452882156206964,0.12,-0.0534960819770946,0.12,-0.199428611824501,0.101702538284036,0.12565612890243,0.231062081907526,0.220559798802503,0.220559798802503,0.220559798802503,0.258867870649381,0.201960784313725,0.214122946475888,0.184313725490196,0.166666666666667,0.173564102564103,-0.101702538284036,-0.0446670976082741,-0.0274509803921569,0.158333333333333,-0.0369747899159664,0.115,0.0386317907444668,0.210211273015039,-0.174122807017544,0.0458088242372898,-0.136233766233766,-0.141927892979372,0.196264367816092,-0.136233766233766,0.202288464201634,-0.182894736842105,-0.125089359687537,-0.102352941176471,-0.373804860999503,-0.116638655462185,-0.315544608731085,0.1,0.133333333333333,0.194574918890954
"Destcompl",0.1,-0.569216990021316,0.431819192713795,0.379860331709247,0.667834072759617,0.326984126984127,0.387239705239744,0.326984126984127,0.372582933440115,0.387094533853888,0.407289430223506,0.398875355771696,0.372169160719559,-0.0799361766816983,0.201513389384792,0.117241379310345,-0.105764150379535,0.305555555555556,-0.481716213067846,0.170273409394593,-0.479743141854186,0.59181870182151,0.567485891774414,0.567485891774414,0.567485891774414,0.752247181167012,0.391479231151362,0.415951804991025,0.362517482517483,0.326153846153846,0.484298915981674,-0.170273409394593,-0.194912404163117,-0.173061224489796,0.381987577639752,-0.187543983110486,0.174057686277097,0.0832539682539683,0.605264878111217,-0.328954171562867,0.0836048454469507,-0.355751250271798,-0.292136522805966,0.413519109171283,-0.355751250271798,0.436337901117592,-0.357215041128085,-0.141394045076945,-0.122955665024631,0.0027439107738843,-0.13694530233033,-0.302913753272746,0.3,0.342857142857143,0.400020278521753
"AXIN2",0.1,-0.571972929490494,0.75936065464978,0.392074273521642,0.786425553942357,0.326666666666667,0.414597448971872,0.326666666666667,0.39258487035552,0.414351431869716,0.445697273128841,0.431819192713795,0.39258487035552,-0.0661444741949651,0.219657986939304,0.123076923076923,-0.13838252915332,0.266666666666667,-0.495885236892674,0.210289990937358,-0.503075349108545,0.607878728961134,0.570345920562183,0.570345920562183,0.570345920562183,0.75630307653191,0.393436668946129,0.428609082739232,0.347642276422764,0.286666666666667,0.502164520067746,-0.210289990937358,-0.209426963836993,-0.178333333333333,0.365217391304348,-0.194382716049383,0.208033336166289,0.120749942489073,0.618257318202464,-0.317894736842105,0.122337244076375,-0.361550387596899,-0.313430723213332,0.41304347826087,-0.361550387596899,0.450821256038647,-0.358966165413534,-0.165625713084729,-0.142124542124542,-0.011550192497742,-0.152838827838828,-0.335855557524154,0.2,0.3,0.422789453870307
