"","SUFU","FOXC2","AXIN2","NOTCH","Destcompl","DSH","GLI","STAT","Wnt","CD44","cateninnuc","TCFLEF","cMet","SOSGRB2","TGF","FUS","HEY1","LIV1","TWIST1","ZEB2","SNAI2","RAS","RAF","PI3K","DELTA","GSK3","ERK","MEK","cfos","EGR1","RKIP","ZEB1","TGFR","PAK1","NFB","CDC42","KLF4","ILK","SNAI1","Csl","SMAD","SRC","Jagged","IKK","Frizzled","AKT","NOTCHic","SHH","SMO","Ecadherin","Patched","cateninmemb","TrCP","Csn","miR200"
"Ecadherin",-0.0333333333333333,0.21815790447856,-0.158939752734748,-0.15803091518248,-0.222023363313238,-0.0392156862745098,-0.0624372847775838,-0.0392156862745098,-0.0537706181109172,-0.0619161607242259,-0.0670834081960665,-0.0642822877478872,-0.0528860603897778,-0.0333747103608077,-0.0515850918660428,0,0.0366936182648776,-0.0333333333333333,0.101433478170908,-0.0640835570945764,0.18324817095813,-0.192422415463822,-0.183763197586727,-0.183763197586727,-0.183763197586727,-0.22328467093376,-0.177834500248084,-0.184501166914751,-0.16855614973262,-0.150909090909091,-0.124800052809684,0.0640835570945764,0.0459793052475979,0.0427272727272727,-0.162857142857143,0.0493939393939394,-0.0838255977496484,-0.0237101449275362,-0.16122168312707,0.134354066985646,-0.0171726146611924,0.0554947560419517,0.0469052555062182,-0.151746031746032,0.0554947560419517,-0.163434343434343,0.153941695851625,0.02875232833799,0.03125,0.0851258427315067,0.0366263440860215,0.229514494087665,-0.1,-0.12,-0.166173468575703
"KLF4",0,0.210606417064372,-0.152135629023407,-0.153941695851625,-0.215033614944179,-0.0333333333333333,-0.0537706181109172,-0.0333333333333333,-0.0554947560419517,-0.0528860603897778,-0.0642822877478872,-0.0619161607242259,-0.0554947560419517,-0.0360062893081761,-0.0459793052475979,-0.0333333333333333,0.0239419404125286,-0.0333333333333333,0.0900740740740741,-0.06218782249742,0.179214456328389,-0.183763197586727,-0.176410256410256,-0.176410256410256,-0.176410256410256,-0.213571646651199,-0.16855614973262,-0.177834500248084,-0.150909090909091,-0.16,-0.114687693259122,0.06218782249742,0.0493939393939394,0.0227272727272727,-0.12,0.0427272727272727,-0.0888888888888889,-0.0106666666666667,-0.153310290722007,0.129090909090909,-0.0237101449275362,0.0392156862745098,0.0448457589387125,-0.162857142857143,0.0392156862745098,-0.151746031746032,0.134354066985646,0.0366263440860215,0,0.184541616830825,0.03125,0.228745263318434,-0.1,-0.1,-0.163007733007733
"FOXC2",0,0.210606417064372,-0.152135629023407,-0.153941695851625,-0.215033614944179,-0.0333333333333333,-0.0537706181109172,-0.0333333333333333,-0.0554947560419517,-0.0528860603897778,-0.0642822877478872,-0.0619161607242259,-0.0554947560419517,-0.0360062893081761,-0.0459793052475979,-0.0333333333333333,0.0239419404125286,-0.0333333333333333,0.0900740740740741,-0.06218782249742,0.179214456328389,-0.183763197586727,-0.176410256410256,-0.176410256410256,-0.176410256410256,-0.213571646651199,-0.16855614973262,-0.177834500248084,-0.150909090909091,-0.16,-0.114687693259122,0.06218782249742,0.0493939393939394,0.0227272727272727,-0.12,0.0427272727272727,-0.0888888888888889,-0.0106666666666667,-0.153310290722007,0.129090909090909,-0.0237101449275362,0.0392156862745098,0.0448457589387125,-0.162857142857143,0.0392156862745098,-0.151746031746032,0.134354066985646,0.0366263440860215,0,0.184541616830825,0.03125,0.228745263318434,-0.1,-0.1,-0.163007733007733
"miR200",0.1,0.0951395487980854,0.134351196707321,0.0980251036709248,0.143879236204828,0.08,0.0981117474075221,0.08,0.101408450704225,0.0933283334594769,0.0954639755951191,0.0953124604436039,0.0944519289650949,0.0648420373952289,0.035287130606181,0.1125,0.0587570621468926,0.1,-0.0465362449411529,-0.056926523297491,-0.0834797990248154,0.0994520109981457,0.0982051282051282,0.0982051282051282,0.0982051282051282,0.0195138629511066,-0.0145454545454545,-0.00706246134817563,-0.01,0,-0.00740116668080254,0.056926523297491,-0.0416824794433903,-0.0166666666666667,-0.0757894736842105,-0.0303921568627451,-0.0558661145617667,-0.0750920073043967,-0.0250982350982351,-0.107980295566502,-0.0641202204705409,-0.0930434782608696,-0.0933633181491249,-0.0272180451127819,-0.1,-0.0328784224712725,-0.0872906403940887,-0.0859755090809026,-0.0525,-0.193306199204666,-0.0740189873417722,-0.189988277327403,0,-0.06,-0.124067084105006
"Frizzled",0.1,0.524959984935505,-0.2815362931642,-0.247058823529412,-0.586712823873943,-0.3,-0.251127819548872,-0.2,-0.236842105263158,-0.251127819548872,-0.277311988580723,-0.266359607628342,-0.236842105263158,0.145454545454545,-0.148281573498965,0,0.0317184942716858,-0.1,0.385266106442577,-0.0437073549535728,0.307287610138149,-0.487404534959446,-0.458270676691729,-0.458270676691729,-0.458270676691729,-0.647669801462905,-0.194509803921569,-0.220435729847495,-0.153333333333333,-0.133333333333333,-0.306904761904762,0.0437073549535728,0.139710144927536,0.133333333333333,-0.18,0.126666666666667,-0.0392156862745098,-0.0181872391174717,-0.43555900621118,0.2,-0.0153835007997147,0.2,0.0934046345811052,-0.1925,0.2,-0.23625,0.233333333333333,0.0250244379276637,0.0454545454545455,0.0843406593406593,0.0121212121212121,0.161581248318536,-0.1,-0.2,-0.260277777777778
"DELTA",0,-0.255714285714286,-0.0142857142857143,0.0742857142857143,-0.00758301158301158,0,-0.0123076923076923,0,-0.02,-0.0123076923076923,-0.0125740925740926,-0.00927738927738928,-0.02,-0.12,0.0484444444444444,-0.1,-0.133333333333333,0,-0.096,-0.0415458937198068,-0.12991452991453,-0.0242424242424242,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,0.0340996168582375,0.02,-0.0466666666666667,0,0.1,0.0256410256410256,0.0415458937198068,-0.0444444444444444,0,0.1,-0.1,-0.0111111111111111,0.0333333333333333,0.108333333333333,0,0.0190476190476191,0,0.0460606060606061,0,0,-0.0555555555555556,-0.06,0.0192307692307692,0,0.0299298245614035,-0.05,0.0233565026522773,0,0,0.0987878787878788
"Csn",-0.0142857142857143,0.24972532440622,-0.219114730878187,-0.205694305694306,-0.518485547882734,-0.15,-0.186592144817789,-0.15,-0.175675114250104,-0.186786225361215,-0.197483972623842,-0.192252463303337,-0.175675114250104,0.0395687766632077,-0.131190119798391,-0.0142857142857143,0.0169407530454042,-0.133333333333333,0.211157082748948,-0.0389826302729529,0.144905413328603,-0.447513063991689,-0.431966039039674,-0.431966039039674,-0.431966039039674,-0.584468138100616,-0.152337662337662,-0.166920995670996,-0.135454545454545,-0.09,-0.194374406081723,0.0389826302729529,0.125223532686219,0.118181818181818,-0.17,0.122659430122117,-0.0362824104000575,-0.00689311594202899,-0.249154443756633,0.177272727272727,-0.00355121362840431,0.167241379310345,0.0559156572243175,-0.1825,0.167241379310345,-0.1993,0.194155844155844,0.0282417740905314,0.0233766233766234,0.00192086112054739,0.0266024298282363,0.0734209150979636,-0.02,-0.145,-0.090894555366488
"SMO",-0.3,0.404137931034483,-0.305971040453799,-0.260454545454545,-0.41303409768526,-0.2,-0.277777777777778,-0.1,-0.25,-0.171111111111111,-0.187681663706191,-0.177907227615966,-0.143333333333333,0.13859649122807,-0.282882882882883,-0.266666666666667,-0.0446886446886447,-0.1,0.238997821350763,-0.036864406779661,0.369558839627805,-0.304427549194991,-0.278846153846154,-0.278846153846154,-0.278846153846154,-0.401269604182226,-0.167692307692308,-0.188904428904429,-0.16,-0.1,-0.262063492063492,0.036864406779661,0.266666666666667,0.266666666666667,-0.15,0.266666666666667,-0.0333333333333333,0.0566666666666667,-0.327649769585253,0.2,0.0614285714285714,0.15,0.162010582010582,-0.107142857142857,0.25,-0.135142857142857,0.245454545454545,0.233611111111111,0.226666666666667,-0.0258796478741486,0.239166666666667,0.123360650033058,0,-0.1,-0.25455093429777
"GLI",0.238095238095238,-0.254445411936705,0.103383152173913,0.0416688770999116,0.149731945693159,0.2,0.114683677177117,0.07,0.210853889943074,0.0847026506416343,0.0859918426212029,0.084377975316959,0.0821164437450826,-0.082438417040187,0.129427443326062,0.188095238095238,0.066159901219324,0.05,-0.143833173052188,-0.0355291005291005,-0.22400342983335,-0.037106076445504,-0.0420565714950089,-0.0420565714950089,-0.0420565714950089,0.217961639951546,-0.0742640692640693,-0.0703966659491521,-0.0859523809523809,-0.0942857142857143,0.129583177497775,0.0355291005291005,-0.129192149208415,-0.121666666666667,-0.0631578947368421,-0.128563218390805,-0.034989274989275,-0.0683906621749055,0.142869874348941,-0.0325022104332449,-0.0635257973100407,-0.0796774193548387,-0.069766598623384,-0.0488721804511278,-0.209677419354839,-0.0504346804511278,-0.0350022104332449,-0.195093775001879,-0.182832080200501,-0.0914825622442491,-0.193036161833154,-0.107091690325456,-0.0666666666666667,-0.1,0.103588836344254
"NFB",-0.12,0.0312503521268461,-0.186590678824721,-0.254282921379696,-0.368441056704838,-0.133333333333333,-0.161907231345434,-0.133333333333333,-0.151794871794872,-0.161399391568883,-0.170451761884098,-0.165196859923313,-0.151794871794872,0.096859796550199,-0.133518424753868,-0.12,-0.0688965059708094,-0.1,0.0866526610644258,-0.0350848385331144,-0.132862889225186,-0.255030183811649,-0.241099835552943,-0.241099835552943,-0.241099835552943,-0.44801335918983,-0.0667301587301587,-0.0804556489262372,-0.0422857142857143,-0.0142857142857143,-0.0876909065433656,0.0350848385331144,0.127822222222222,0.122222222222222,-0.030952380952381,0.122222222222222,-0.0311355311355311,0.079950495049505,-0.128362670942405,0.232900432900433,0.0825527255327763,0.141025641025641,0.131428195775151,-0.0498712998712999,0.141025641025641,-0.0720935220935221,0.247186147186147,0.127995199187555,0.131111111111111,0.171154640020655,0.120766283524904,0.200686034462883,0.1,0.0857142857142857,-0.0640790550576443
"SMAD",-0.05,-0.29000319965673,-0.0021246054881574,-0.121724137931035,0.0617363249871963,-0.019047619047619,-0.013505898577841,-0.00571428571428572,-0.0192612942612943,0.000646973941091586,0.000949138168311386,0.000239918310155358,-0.00408029878618114,-0.11081041112097,0.04604547835732,-0.125,-0.110843006320695,-0.02,-0.127874363575597,-0.0350160637829421,-0.147649336796054,0.0949715838822941,0.0903663207243993,0.0903663207243993,0.0903663207243993,0.171534228789868,-0.0178437466509485,-0.0159206697278715,-0.0317972350230415,-0.0285714285714286,0.0634938439619793,0.0350160637829421,-0.043655040110308,-0.0404761904761905,0.146825396825397,-0.0531522468142186,-0.0320301056922826,0.110235335440815,0.116806284217575,0.139047619047619,0.00785438305986252,0.000158730158730161,0.131619885490853,0.137021475256769,0.0134920634920635,0.131688141923436,0.124105090311987,0.104406398144674,0.1,0.0276577623967632,0.0899082568807339,0.0166486767391173,0.15,0.0944444444444444,0.113208831287245
"ZEB2",-0.125,-0.10585236985237,-0.0884867013812253,-0.0817772173182009,-0.0785750138019673,-0.0772727272727273,-0.0750850067363829,-0.07,-0.0695804195804196,-0.0693664717348928,-0.0682003843011997,-0.0669016830024984,-0.0647368421052632,-0.0578205128205128,-0.0559321102178245,-0.0535714285714286,-0.0531829460861719,-0.05,-0.049090575060307,-0.0346365250886916,-0.0181092929921291,-0.00698286010919844,-0.0041991341991342,-0.0041991341991342,-0.0041991341991342,0.0012904084746943,0.0165110356536503,0.0189500600438942,0.0197368421052632,0.025,0.0295330112721417,0.0346365250886916,0.0538157081014224,0.0558441558441558,0.0611111111111111,0.0612987012987013,0.0629190951006941,0.0668606510860032,0.0689955596679444,0.0692307692307692,0.0699094315738081,0.07,0.0751652465060286,0.0766666666666667,0.0772727272727273,0.0794704049844237,0.0812307692307692,0.0816962305986696,0.085,0.0852464259026016,0.0898780487804878,0.0956501455131394,0.1,0.111111111111111,0.131106934305799
"STAT",-0.05,-0.195367416496251,-0.0914795008912656,-0.0415155303790369,-0.106784814739613,-0.0428571428571429,-0.0396008403361345,-0.0428571428571429,-0.0303571428571429,-0.0380494505494505,-0.0374892222470175,-0.0333175893507124,-0.0303571428571429,-0.16559934318555,-0.00213274044795784,0.025,-0.00933333333333334,0.1,-0.0354969701296538,-0.0311995696611081,-0.0296044928271216,-0.120987725763243,-0.115017576509512,-0.115017576509512,-0.115017576509512,-0.0856252781486426,-0.0541176470588235,-0.0508918406072106,-0.06,0,0.0440717503217503,0.0311995696611081,-0.00511363636363636,0.0136363636363636,-0.04,-0.00511363636363636,0.0733808674985146,0.0117552334943639,0.0973727890371337,0.0274509803921569,0.0186517852185019,0.0303571428571429,0.0139001502813407,-0.00666666666666667,0.0303571428571429,-0.0219209039548023,0.0463698993110758,0.030057968031831,0.0483333333333333,0.0306660176580588,0.0274031007751938,0.107628534896349,0.1,0,0.0718434176265502
