"","cateninmemb","TGF","TGFR","CDC42","PAK1","Ecadherin","cateninnuc","GLI","TCFLEF","CD44","cMet","Frizzled","SRC","SOSGRB2","STAT","ZEB2","TWIST1","LIV1","Destcompl","miR200","KLF4","DELTA","SNAI1","NOTCH","HEY1","GSK3","SMAD","ILK","NOTCHic","Jagged","Csl","FUS","ZEB1","IKK","NFB","TrCP","SUFU","AKT","Csn","SMO","Patched","SHH","FOXC2","RAF","PI3K","RAS","MEK","ERK","EGR1","cfos","RKIP","SNAI2","AXIN2","DSH","Wnt"
"IKK",0.157966558581084,0.161490909090909,0.159090909090909,0.15,0.15,0.127030980452809,0.126828328171388,0.12034188034188,0.124296682601767,0.12034188034188,0.118803418803419,0.111111111111111,0.111111111111111,0.167857142857143,0.1,0.00526315789473684,0.210882352941176,0.1,0.102462776826254,0.00280936454849498,0.00769230769230769,-0.0684815486993346,0.00511733107152954,-0.0877344877344877,0.121671826625387,-0.00789377289377289,0.112410616061606,0.117361111111111,-0.0861471861471862,0.00563573883161512,-0.0909090909090909,-0.08,0.00126315789473684,-0.185714285714286,-0.0857142857142857,0,-0.1,0.193822393822394,-0.1,0.08,0.0837037037037037,0.0837037037037037,-0.135526695526696,0.0684815486993346,0.0684815486993346,0.0684815486993346,0.0579365079365079,0.0557142857142857,0.05,0.0357142857142857,0.00719489981785064,0.198630136986301,-0.0952380952380952,-0.1,-0.118803418803419
"SOSGRB2",-0.155329004329004,0.00244719819187904,-0.0010989010989011,0.0142857142857143,0.0142857142857143,-0.157517086365762,-0.0661890031421558,-0.0472049689440994,-0.0610264792415822,-0.0515527950310559,-0.0472049689440994,-0.0428571428571429,-0.0428571428571429,0.346388888888889,0,0.0196741854636591,-0.03,0,-0.0555125337004532,0.0112794533161785,0.0182456140350877,-0.256308851224106,0.0471769722814499,-0.339190387077711,0.254924242424242,0.0404233945888925,0.240697796826829,0.242795698924731,-0.334965034965035,-0.250683930492837,-0.327272727272727,-0.233333333333333,0.0143107769423559,-0.328070175438597,-0.333333333333333,-0.2,-0.2,0.332236842105263,-0.3,0.233333333333333,0.236036036036036,0.24766394301278,0.0404639804639805,0.256308851224106,0.256308851224106,0.257590902506157,0.428376428376428,0.407164307164307,0.404761904761905,0.393650793650794,0.16016081871345,0.420350570971442,0.0320338283828383,0,0.0428571428571429
"AXIN2",0.0600342913517618,0.0932972295508804,0.09296719654758,0.097391975308642,0.08875,0.0835159174240753,0.0526819539637959,0.0493385887135414,0.0521199133239343,0.0496580141445674,0.0480807270783213,0.0463565891472868,0.0463565891472868,0.0903364642214572,0.0533333333333333,0.0509186402412721,0.0292607397610778,0.0333333333333333,-0.0212120489687856,0.0472309852764212,0.0560028020510602,-0.0320864116711868,0.00850698563359836,0.0261332385016596,-0.0354570159843993,-0.0231672045218956,-0.0323441453876236,-0.0339314469749252,0.0214035087719298,0.040640804553848,0.0214035087719298,0.0769230769230769,0.0250519089205881,-0.0285024154589372,-0.0328502415458937,0,0.1,0.0218357487922705,-0.0111111111111111,-0.0816849816849817,-0.0888278388278388,-0.0852212814507896,0.0313239453754676,0.0320864116711868,0.0320864116711868,0.033136280437591,0.00450159693346853,-0.0023949547906694,0.0133333333333333,0.00601626016260162,-0.00651709401709402,-0.0803350571451293,-0.0854323373712932,-0.0533333333333333,-0.0480807270783213
"SUFU",0.293178614738424,-0.0105921016068316,-0.0103948629480544,-0.0125225225225225,-0.0233333333333333,0.209298944737638,0.271093108897896,0.160263956407079,0.266745282810939,0.258321369767461,0.249298813376483,0.148611111111111,0.244444444444444,0.0256962335909704,0.233333333333333,0.0599142194352895,0.097291677470542,0.2,0.0593678343503679,-0.00233539665804006,0.0877709062748819,0.25476487372179,-0.0805638632712036,0.315064935064935,-0.0308018504980265,0.0676463253084369,-0.00401978835190488,-0.00609831029185869,0.31030303030303,0.211064060941576,0.298939393939394,0.0675,-0.0397096099449495,0.185252747252747,0.173714285714286,0.2,0.08,-0.189950733829928,0.185714285714286,-0.0841666666666667,-0.0851767676767677,-0.0832462657462657,-0.13588179398612,-0.25476487372179,-0.25476487372179,-0.2560306965066,-0.133155985613799,-0.136985772847842,-0.116923076923077,-0.138135198135198,0.0395520957523903,-0.289758924026635,-0.0955110479676066,-0.1375,-0.152457264957265
"miR200",-0.254543580759302,-0.0430061559507524,-0.0360294117647059,-0.0360294117647059,-0.0458333333333333,-0.244475733628378,-0.233540947589779,-0.228284166537688,-0.230813674862506,-0.228829547878379,-0.219840783833435,-0.204,-0.204347826086957,-0.0687749838813669,-0.2,0.0652105734767025,-0.133540120411286,-0.2,-0.139357459998325,-0.0608864685304407,0.0630607315389924,-0.168790662074244,0.0404719354719355,-0.078345161559656,-0.0118079096045198,-0.0745742745332573,-0.0151114440098267,-0.0173058013765978,-0.0766502463054187,-0.0627516982338368,-0.0732019704433498,-0.0325,-0.0375179211469534,-0.0386466165413534,-0.0357894736842105,0,-0.02,0.0310994467300326,-0.02,0.0325,0.0261708860759494,0.0283447991194276,0.0520094539606735,0.168790662074244,0.168790662074244,0.175025076039331,-3.09214594928878e-05,0.00064935064935065,0.0142857142857143,0.0142857142857143,-0.030446410901586,0.19680065170517,0.142063936500729,0.2,0.219492957746479
"FUS",0.286220906689311,-0.0103948629480544,-0.0125225225225225,-0.0233333333333333,-0.04,0.205076493656278,0.266745282810939,0.152457264957265,0.258321369767461,0.249298813376483,0.244444444444444,0.1375,0.233333333333333,0.0221997300944669,0.2,0.0661944126720044,0.094611265099408,0.1,0.0569754898527603,0.000638581037127221,0.0859744990892532,0.253454830053667,-0.0793713590122598,0.31030303030303,-0.0344163083293518,0.0663609782647351,-0.00609831029185869,-0.0119047619047619,0.298939393939394,0.207501115573405,0.293939393939394,0.08,-0.0411588853072684,0.173714285714286,0.185714285714286,0.1,0.2,-0.185252747252747,0.2,-0.0675,-0.0841666666666667,-0.0851767676767677,-0.132159709618875,-0.253454830053667,-0.253454830053667,-0.25476487372179,-0.136985772847842,-0.138135198135198,-0.14,-0.116923076923077,0.0383276059564719,-0.283496564105739,-0.0905930151807213,-0.1,-0.148611111111111
"TWIST1",0.217768007729659,0.223568642397584,0.22060736677116,0.21435736677116,0.210909090909091,0.188209610214977,0.183019491364605,0.176959398496241,0.179626736908021,0.176410810414912,0.172796352583587,0.164285714285714,0.164285714285714,0.287388761759471,0.147619047619048,0.0743252023953778,0.156919290981076,0.133333333333333,0.113255997957748,0.0649355413478671,0.0858453199916615,0.0554552728177017,0.0436809954287354,0.0548846960167715,0.10989010989011,0.112569026815893,0.124391403104274,0.122081172081172,0.0511111111111111,0.0588856299381861,0.0511111111111111,0.0444444444444444,0.0512758372407495,-0.0565934065934066,-0.0423076923076923,-0.1,0.0333333333333333,0.0565934065934066,-0.05,-0.0324444444444444,-0.0365540334855403,-0.0400023093476093,-0.154116775947234,-0.0554552728177017,-0.0554552728177017,-0.0575100673382496,0.111534888486629,0.111037376048818,0.0866666666666667,0.108405797101449,-0.0286637569246265,0.162947509997379,-0.118838097386484,-0.147619047619048,-0.173759398496241
"PAK1",0.169028857959212,0.135634760610653,0.133995416348358,0.140056022408964,0.138095238095238,0.126868890252061,0.155703269674591,0.150788760519184,0.155427407605625,0.153205185383403,0.144294294294294,0.138888888888889,0.138888888888889,0.133140814081408,0.15,0.108787283692884,0.114530397139093,0.15,0.118780353373059,0.00971585065344397,0.114862347124642,0.0315811148307562,0.031608479936325,0.112490842490843,-0.0349575212393803,0.0410936147186147,-0.0224099675712579,-0.0256357740228708,0.113589743589744,0.1042482532379,0.108974358974359,0.0642857142857143,0.0129005158115347,0.0699561403508772,0.0541666666666667,0.0666666666666667,0.080952380952381,-0.0644005847953217,0.0666666666666667,-0.073963133640553,-0.0677902941343802,-0.0677902941343802,-0.0838779851722018,-0.0315811148307562,-0.0315811148307562,-0.0352174784671198,0.00534708916728077,-0.00265291083271923,0,-0.00434782608695652,-0.0881098275573414,0.0349003905023493,-0.117517427270192,-0.15,-0.141520467836257
"LIV1",0.169028857959212,0.135634760610653,0.133995416348358,0.140056022408964,0.138095238095238,0.126868890252061,0.155703269674591,0.150788760519184,0.155427407605625,0.153205185383403,0.144294294294294,0.138888888888889,0.138888888888889,0.133140814081408,0.15,0.108787283692884,0.114530397139093,0.15,0.118780353373059,0.00971585065344397,0.114862347124642,0.0315811148307562,0.031608479936325,0.112490842490843,-0.0349575212393803,0.0410936147186147,-0.0224099675712579,-0.0256357740228708,0.113589743589744,0.1042482532379,0.108974358974359,0.0642857142857143,0.0129005158115347,0.0699561403508772,0.0541666666666667,0.0666666666666667,0.080952380952381,-0.0644005847953217,0.0666666666666667,-0.073963133640553,-0.0677902941343802,-0.0677902941343802,-0.0838779851722018,-0.0315811148307562,-0.0315811148307562,-0.0352174784671198,0.00534708916728077,-0.00265291083271923,0,-0.00434782608695652,-0.0881098275573414,0.0349003905023493,-0.117517427270192,-0.15,-0.141520467836257
"CDC42",0.168479407409762,0.133995416348358,0.140056022408964,0.138095238095238,0.214285714285714,0.123339478487355,0.155427407605625,0.141520467836257,0.153205185383403,0.144294294294294,0.138888888888889,0.15,0.15,0.136111111111111,0.15,0.111038087551405,0.108008658008658,0.1,0.11847960149336,0.00362448009506833,0.124698412698413,0.035239651416122,0.0328017973587594,0.113589743589744,-0.0349575212393803,0.0381845238095238,-0.0256357740228708,-0.0272486772486773,0.108974358974359,0.0993402777777778,0.116666666666667,0.080952380952381,0.00679119105269226,0.0541666666666667,0.0666666666666667,0.1,0.0666666666666667,-0.0699561403508772,0.0666666666666667,-0.0642857142857143,-0.073963133640553,-0.0677902941343802,-0.086636605861857,-0.035239651416122,-0.035239651416122,-0.0315811148307562,-0.00265291083271923,-0.00434782608695652,0.02,0,-0.0842424242424242,0.0379745315511739,-0.113743842364532,-0.15,-0.138888888888889
"SNAI1",0.17092868524764,0.139465405771943,0.135634760610653,0.133995416348358,0.140056022408964,0.129002084841031,0.157097177779908,0.152799729440574,0.155703269674591,0.155427407605625,0.153205185383403,0.141520467836257,0.144294294294294,0.13200873860971,0.138888888888889,0.111124307063118,0.115043217651913,0.15,0.118670704250252,0.0117331417197264,0.112681661766387,0.0352174784671198,-0.0696370716650985,0.114531658817373,-0.0313860926679517,0.0410276081179547,-0.0247469909414916,-0.0224099675712579,0.112490842490843,0.104483547355548,0.113589743589744,0.073963133640553,0.009333480141178,0.0644005847953217,0.0699561403508772,0.0666666666666667,0.0642857142857143,-0.0616228070175439,0.0541666666666667,-0.0677902941343802,-0.0677902941343802,-0.0695378669499141,-0.0875628644606389,-0.0352174784671198,-0.0352174784671198,-0.0380089398792709,0.00445022818073368,0.00534708916728077,-0.00434782608695652,-0.00265291083271923,-0.0868545974318184,0.0344645876193456,-0.117517427270192,-0.138888888888889,-0.150788760519184
"RAS",-0.030278560842953,0.0806173558532324,0.0776470588235294,0.06,0.1,-0.0160872675816044,-0.0628927939178713,-0.0524509803921569,-0.0609097910850101,-0.054755944931164,-0.0441176470588235,-0.05,-0.05,0.205194805194805,-0.1,0.122054491899853,-0.0483578832515003,0,0.0149159608461934,0.0932307692307692,0.110714285714286,-0.148974358974359,0.0446705998033432,-0.164697120158888,0.0349802371541502,0.0867700258397933,0.0260977118119975,0.0281385281385281,-0.155263157894737,-0.0738971023063276,-0.15,0,0.0828645066273932,-0.12,-0.1,-0.2,-0.1,0.136666666666667,-0.2,0.0166666666666667,0.0286666666666667,0.0235819209039548,0.0933333333333333,0.148974358974359,0.148974358974359,0.0508974358974359,0.260985552115583,0.270789473684211,0.18,0.255,0.0641006289308176,0.282673689468031,0.0534387351778656,0.1,0.0441176470588235
"Frizzled",0.0360768092547754,0.0806625258799172,0.0930434782608696,0.08,0.0333333333333333,0.0827205708008226,-0.000965742169994521,-0.00845864661654135,-0.00382288502713738,-0.00845864661654135,-0.00131578947368421,0.025,0.025,0.0636363636363636,0,0.138608179325824,0.0315546218487395,-0.1,0.0193345903269137,0.0235195707070707,0.136694677871148,-0.0879699248120301,0.0059696342305038,-0.0745798319327731,-0.0466339334424441,-0.101859979101358,-0.0390728882795825,-0.0512224209898629,-0.0726190476190476,0.0357716874628639,-0.0642857142857143,0.05,-0.000387800616503545,-0.085,-0.06,-0.1,0.1,0.0725,0,-0.0409090909090909,-0.0456709956709957,-0.0553484150258344,-0.0680613878165898,0.0879699248120301,0.0879699248120301,0.0966313421348647,0.0365141612200436,0.043921568627451,0.0333333333333333,0.0733333333333333,-0.010952380952381,0.0912911998259545,0.0224242424242424,-0.1,0.00131578947368421
"AKT",0.00435792226592413,-0.0153201275499515,-0.0113926351028216,-0.000823529411764708,-0.00882352941176471,0.0541184466005733,-0.0152274270218036,-0.0166443493623479,-0.0132274270218036,-0.015495468258917,-0.0183203270159792,-0.0106280193236715,-0.0106280193236715,0.0106410256410256,0.0111111111111111,0.141831401714658,-0.0801200406750767,0,-0.00278879116674827,0.0177459588983215,0.149977507872245,-0.0362865445057226,0.0229300909278026,-0.0572595775585547,-0.0497692116478261,-0.0162329904265388,-0.0534231923072259,-0.0544332933173269,-0.0609181141439206,0.0363465783664459,-0.0576923076923077,0.05,-0.00186611126932814,-0.143288084464555,-0.150980392156863,-0.1,0.05,0.0321769733534439,-0.133333333333333,-0.05,-0.0583333333333333,-0.0499122807017544,0.0260905923344948,0.0362865445057226,0.0362865445057226,0.0389371469153611,0.0221500096199509,0.01328925012628,0.0476190476190476,0.0182072829131653,-0.0227607430932239,0.00333308428173418,0.0247110194258209,-0.0111111111111111,0.0183203270159792
"SMAD",0.22947626639887,0.218608535183591,0.213827658689568,0.214386317907445,0.221428571428571,0.189208344402403,0.195125603015054,0.193832626206727,0.192491357827618,0.189099227569816,0.179281045751634,0.172222222222222,0.165555555555556,0.17133984028394,0.16,0.144110883701333,0.157839850577255,0.16,0.108632468848947,0.0137524287125381,0.148953385327612,-0.010924818994688,0.0797827799440703,0.047487684729064,0.0641714568579712,-0.017381476779973,-0.0413117932296014,0.0572596353418271,0.047487684729064,0.0548765535539729,0.0371428571428571,0.00416666666666667,0.0199570443565794,-0.0108776844070962,-0.0246031746031746,-0.05,-0.00833333333333333,0.0202110177404295,-0.0388888888888889,-0.0141666666666667,-0.00590978593272171,-0.00776852199220127,-0.0533402011899764,0.010924818994688,0.010924818994688,0.00533271373153011,-0.0121971426922665,-0.0160432965384203,-0.0285714285714286,-0.0253456221198157,-0.112494342156026,-0.0276478242097139,-0.125391842356957,-0.166666666666667,-0.183760683760684
"STAT",-0.167170522388877,0.114365190809699,0.122577751196172,0.127840909090909,0.109090909090909,-0.101965650830053,-0.144542469560517,-0.141004583651642,-0.140370836664212,-0.139424464424464,-0.133441558441558,-0.110714285714286,-0.110714285714286,-0.0261904761904762,-0.0857142857142857,0.144289044289044,-0.0388190104082158,0,-0.0836549688308402,0.0160409355943787,0.246781540899188,-0.15413564929694,0.0811665946313894,-0.0257721456465032,-0.046,-0.103938584779706,-0.0497001499250375,-0.0485507246376812,-0.0248012718600954,-0.0180172182807349,-0.00588235294117647,0.05,0.0246727631343016,0.0157142857142857,0.03,0.1,0.05,-0.0309685230024213,0.05,-0.03,-0.0416279069767442,-0.0318933937024079,0.0220627130197682,0.15413564929694,0.15413564929694,0.161598335864104,0.00479443390259329,0.00156862745098039,0.0333333333333333,0.0133333333333333,-0.129369369369369,0.174993059915661,0.0911574699809994,0.0857142857142857,0.133441558441558
"CD44",-0.168663003663004,0.140833333333333,0.140833333333333,0.153333333333333,0.133333333333333,-0.151409184670503,-0.136207513416816,-0.12,-0.126976744186046,-0.12,0,-0.1,0,0.428571428571429,0.1,0.147619047619048,0.0600732600732601,0.1,-0.084955800502019,0.0950548967940272,0.247619047619048,-0.233333333333333,0.143726741095162,-0.269172932330827,0.16140350877193,0.0595238095238095,0.128344671201814,0.122222222222222,-0.242857142857143,-0.146107226107226,-0.2,-0.1,0.0873015873015873,-0.233333333333333,-0.2,-0.1,-0.1,0.266666666666667,-0.2,0.1,0.14,0.130909090909091,0.100416666666667,0.233333333333333,0.233333333333333,0.247619047619048,0.31,0.31,0.2,0.25,0.0685185185185185,0.388997668997669,0.1,0,0.1
"cMet",-0.178271544588271,0.134450354609929,0.140833333333333,0.140833333333333,0.153333333333333,-0.158788319530554,-0.144682089688002,-0.124545454545455,-0.136207513416816,-0.126976744186046,-0.12,-0.1,0,0.441904761904762,0,0.150649350649351,0.0589496645676421,0.1,-0.0910368815831001,0.0950548967940272,0.247619047619048,-0.247619047619048,0.152201317366349,-0.271300591905295,0.167285861713106,0.0643625192012289,0.133799216656359,0.128344671201814,-0.269172932330827,-0.152628965237661,-0.242857142857143,-0.1,0.0883116883116883,-0.266666666666667,-0.233333333333333,-0.2,-0.1,0.260416666666667,-0.2,0.14,0.130909090909091,0.140284090909091,0.109277426160338,0.247619047619048,0.247619047619048,0.255166217430368,0.326363636363636,0.31,0.25,0.31,0.0759259259259259,0.399216647099859,0.0984126984126984,0.1,0.12
"PI3K",0.0056831006553227,-0.0113926351028216,-0.000823529411764708,-0.00882352941176471,-0.05,0.0565426890248157,-0.0132274270218036,-0.0183203270159792,-0.015495468258917,-0.0183203270159792,-0.0106280193236715,0.0111111111111111,0.0111111111111111,0.0173076923076923,0,0.150735511303699,-0.0798142302775232,-0.1,-0.00303693012456465,0.0193502369731878,0.149122807017544,-0.0294372294372294,0.019170692431562,-0.0609181141439206,-0.0580398883395554,-0.017039442039442,-0.0544332933173269,-0.0632332933173269,-0.0576923076923077,0.0383333333333333,-0.05,0.05,-0.00803049483097197,-0.150980392156863,-0.133333333333333,-0.2,0.1,0.143288084464555,-0.1,-0.05,-0.05,-0.0583333333333333,0.0260905923344948,0.0294372294372294,0.0294372294372294,0.0362865445057226,0.01328925012628,0.0182072829131653,0.0333333333333333,0.0476190476190476,-0.0221396250808015,0.00504162699530201,0.0272380952380952,0,0.0106280193236715
"ILK",0.0056831006553227,-0.0113926351028216,-0.000823529411764708,-0.00882352941176471,-0.05,0.0565426890248157,-0.0132274270218036,-0.0183203270159792,-0.015495468258917,-0.0183203270159792,-0.0106280193236715,0.0111111111111111,0.0111111111111111,0.0173076923076923,0,0.150735511303699,-0.0798142302775232,-0.1,-0.00303693012456465,0.0193502369731878,0.149122807017544,-0.0294372294372294,0.019170692431562,-0.0609181141439206,-0.0580398883395554,-0.017039442039442,-0.0544332933173269,-0.0632332933173269,-0.0576923076923077,0.0383333333333333,-0.05,0.05,-0.00803049483097197,-0.150980392156863,-0.133333333333333,-0.2,0.1,0.143288084464555,-0.1,-0.05,-0.05,-0.0583333333333333,0.0260905923344948,0.0294372294372294,0.0294372294372294,0.0362865445057226,0.01328925012628,0.0182072829131653,0.0333333333333333,0.0476190476190476,-0.0221396250808015,0.00504162699530201,0.0272380952380952,0,0.0106280193236715
"KLF4",-0.550933228921034,-0.128274944567628,-0.122909090909091,-0.110909090909091,-0.0909090909090909,-0.530657021273551,-0.412568434165747,-0.383999245247417,-0.40073779904744,-0.38501873550229,-0.366757865937072,-0.341176470588235,-0.341176470588235,-0.246483704974271,-0.3,0.186186790505676,-0.250714596949891,-0.233333333333333,-0.154486939455221,0.112702482702483,0.144444444444444,-0.271410256410256,0.179793348514722,-0.333506634439895,-0.0673644003055768,-0.153680690791608,-0.124811594202899,-0.114666666666667,-0.315980861244019,-0.331892235700332,-0.305454545454545,-0.233333333333333,0.100949432404541,-0.205714285714286,-0.22,-0.1,-0.2,0.216825396825397,-0.2,0.216666666666667,0.235416666666667,0.242943548387097,0.251220004033071,0.271410256410256,0.271410256410256,0.278763197586727,0.0575786978333977,0.0586096256684492,0.08,0.0527272727272727,-0.165780251494537,0.361295313014599,0.178944478208449,0.3,0.366757865937072
"FOXC2",-0.550933228921034,-0.128274944567628,-0.122909090909091,-0.110909090909091,-0.0909090909090909,-0.530657021273551,-0.412568434165747,-0.383999245247417,-0.40073779904744,-0.38501873550229,-0.366757865937072,-0.341176470588235,-0.341176470588235,-0.246483704974271,-0.3,0.186186790505676,-0.250714596949891,-0.233333333333333,-0.154486939455221,0.112702482702483,0.144444444444444,-0.271410256410256,0.179793348514722,-0.333506634439895,-0.0673644003055768,-0.153680690791608,-0.124811594202899,-0.114666666666667,-0.315980861244019,-0.331892235700332,-0.305454545454545,-0.233333333333333,0.100949432404541,-0.205714285714286,-0.22,-0.1,-0.2,0.216825396825397,-0.2,0.216666666666667,0.235416666666667,0.242943548387097,0.251220004033071,0.271410256410256,0.271410256410256,0.278763197586727,0.0575786978333977,0.0586096256684492,0.08,0.0527272727272727,-0.165780251494537,0.361295313014599,0.178944478208449,0.3,0.366757865937072
"TGFR",0.212219103315841,0.307321850726106,0.31015873015873,0.41015873015873,0.391111111111111,0.17068655970235,0.190271735156958,0.185348230588644,0.188057386175559,0.181358821582258,0.174779874213836,0.181428571428571,0.176666666666667,0.467365172189734,0.166666666666667,0.189063982949394,0.223787399499143,0.1,0.0766780951204811,0.0690578887186229,0.196477607061131,-0.0976190476190476,0.171303279718404,-0.129621268502439,0.11297862717361,-0.0294838959129219,0.0964487603622032,0.0896871945259042,-0.133218390804598,-0.0156530810441613,-0.136666666666667,-0.0466666666666667,0.0791769166122605,-0.180952380952381,-0.180952380952381,-0.166666666666667,-0.0466666666666667,0.173975636766334,-0.166666666666667,0.0432183908045977,0.0400933908045977,0.0440481930644847,-0.0346564864791559,0.0976190476190476,0.0976190476190476,0.0993734335839599,0.283691191448942,0.27547201336675,0.261904761904762,0.277694235588972,-0.0554545454545455,0.0840729810092032,-0.128486462141684,-0.171428571428571,-0.179541778975741
"TGF",0.207831112553716,0.31015873015873,0.41015873015873,0.391111111111111,0.38,0.169494055443406,0.188057386175559,0.179541778975741,0.181358821582258,0.174779874213836,0.176666666666667,0.171428571428571,0.166666666666667,0.451315789473684,0.1,0.194724360307884,0.221296296296296,0,0.0750651918946746,0.073456715698095,0.192906178489703,-0.094047619047619,0.169828353464717,-0.133218390804598,0.109993552546744,-0.0326623800205014,0.0896871945259042,0.0848484848484849,-0.136666666666667,-0.0171023564064801,-0.146666666666667,-0.0466666666666667,0.0757806901971662,-0.180952380952381,-0.166666666666667,-0.2,-0.0666666666666667,0.180952380952381,-0.166666666666667,0.0466666666666667,0.0432183908045977,0.0400933908045977,-0.0350931677018634,0.094047619047619,0.094047619047619,0.0976190476190476,0.27547201336675,0.277694235588972,0.233333333333333,0.261904761904762,-0.0597402597402597,0.0877766847129069,-0.123765432098765,-0.1,-0.181428571428571
"SNAI2",-0.602887868773874,-0.174396447542228,-0.166321913380737,-0.153501400560224,-0.13921568627451,-0.680732250446836,-0.467350345061581,-0.432911802364992,-0.452754071769655,-0.433578814037696,-0.408847631241997,-0.373636363636364,-0.373636363636364,-0.283299526707235,-0.323636363636364,0.225131948814768,-0.285408072330747,-0.26,-0.202735727490128,0.144209622126761,0.180576923076923,-0.319882897649504,0.232249761967285,-0.37998974709501,-0.0944243520192887,-0.201210140423765,-0.16078801356785,-0.148826291079812,-0.359210526315789,-0.380349669835175,-0.332894736842105,-0.26,0.138560310467799,-0.253448275862069,-0.25,-0.1,-0.2,0.261882010801828,-0.2,0.265882352941176,0.280168067226891,0.290027222156468,0.295410938100925,0.319882897649504,0.319882897649504,0.330841801759093,0.0790408055113937,0.0803921568627451,0.1,0.0823529411764706,-0.213717948717949,0.61798153900382,0.22722580206376,0.323636363636364,0.408847631241997
"SRC",-0.150707977847628,0.273246753246753,0.271428571428571,0.266666666666667,0.266666666666667,-0.0707331720567015,-0.134532021643244,-0.124754098360656,-0.132071171531387,-0.124754098360656,-0.11,-0.1,-0.1,0.238571428571429,0,0.225404312668464,0.0530352406214475,0,-0.0285714285714286,0.0753330405504319,0.31531007751938,-0.261343345848978,0.208589434970453,-0.15452380952381,0.028988745448527,-0.0124675324675325,-0.00791844476055003,-0.00701754385964912,-0.140238095238095,-0.0300358739120207,-0.145,-0.0166666666666667,0.0415693321353699,-0.125641025641026,-0.133333333333333,-0.1,0.0333333333333333,0.142307692307692,-0.1,-0.00333333333333333,0.0151851851851852,0.0122440087145969,0.120952380952381,0.261343345848978,0.261343345848978,0.267403951909584,0.162759672193634,0.164646464646465,0.133333333333333,0.142424242424242,-0.0953405017921147,0.194542606885001,0.0876790343831017,0.1,0.11
