"","PAK1","ZEB2","CDC42","SOSGRB2","cateninmemb","STAT","SRC","CD44","Frizzled","cMet","Csl","NOTCHic","KLF4","PI3K","MEK","SNAI2","NFB","Csn","ILK","ERK","IKK","SHH","FUS","AKT","Patched","SMO","ZEB1","TrCP","SUFU","SMAD","miR200","GSK3","TWIST1","RKIP","HEY1","RAF","DELTA","SNAI1","RAS","cfos","EGR1","NOTCH","Jagged","Wnt","GLI","TCFLEF","cateninnuc","DSH","Destcompl","AXIN2","FOXC2","LIV1","Ecadherin","TGFR","TGF"
"STAT",0.159090909090909,0.0395822126591357,0.152840909090909,0.0254926108374384,-0.0102018936185166,0.0142857142857143,0.0142857142857143,-0.00245865245865246,0.0142857142857143,-0.00844155844155844,-0.0490196078431373,-0.0409114997350292,0.142206377500495,-0.0841708023159636,-0.0361416824794434,-0.0863546635682859,-0.08,-0.1,-0.02085346215781,-0.0243137254901961,-0.0657142857142857,-0.0491551759621321,0.075,-0.0843583535108959,-0.0712790697674419,-0.055,0.049515868746638,-0.1,0.05,0.0197040368704537,0.00489165453020875,0.0299465954606142,-0.100303636060758,-0.0120592020592021,0.0273333333333333,0.0841708023159636,0.0841708023159636,-0.0154141753648773,0.0752155784353666,0.00666666666666667,0.0666666666666667,0.0612998492495923,0.0277567306236093,0.00844155844155844,0.000878533231474408,0.00277410987190167,0.000271130134118595,-0.0142857142857143,0.0487808843498801,0.0509376897612192,-0.125048398091343,-0.1,-0.0275043664583677,-0.139683014354067,-0.133402821117352
"Patched",0.0333333333333333,0.0416666666666667,-0.0666666666666667,-0.0666666666666667,-0.117455197132616,0.1,0.1,0.0933333333333333,0,0.1,0.2,0.133333333333333,0.0444444444444444,-0.00769230769230769,0.0615384615384615,0.253455938697318,0.1,0,-0.0333333333333333,0.1,0,-0.055,-0.1,0.0142857142857143,-0.08,0,-0.00833333333333333,0,-0.2,0.0133333333333333,0.00714285714285715,-0.153113553113553,0.0814814814814815,0.0857142857142857,0.0282051282051282,0.00769230769230769,0.00769230769230769,0.0440860215053763,0.00144230769230769,-0.2,-0.1,-0.142424242424242,-0.0653968253968254,0,0.0125,-0.0933333333333333,-0.0884789644012945,0,-0.143056943056943,-0.247619047619048,0.075,-0.1,0.0440291262135922,0.126666666666667,0.126666666666667
"Csl",0.0688888888888889,0.0457544861700519,0.0592114695340502,0.103016299062512,0.0692062723288934,0.0723076923076923,0.045034965034965,0.0569658912516055,0.045034965034965,0.0549250749250749,-0.0432258064516129,-0.0642784380305603,0.0338267770876467,-0.0168239256994879,-0.063064182194617,-0.0491318921728893,-0.0555555555555556,-0.0555555555555556,-0.0126550188420692,-0.0652380952380952,-0.0718346253229974,-0.0421149190402609,0.0532051282051282,-0.0648578811369509,-0.0343562983506058,-0.0590874811463047,0.056915063033247,-0.0666666666666667,0.0916666666666667,0.0132105743976248,-0.0141354282122728,-0.0887609398540788,-0.0293995656173578,-0.0347356722405681,-0.0831728856537041,0.0168239256994879,0.0168239256994879,-0.0129565603478647,0.0142503962877232,0.0623809523809524,0.0266666666666667,0.0560966198487421,0.0423164622812802,-0.0568629220242124,-0.0584758252500188,-0.0604773416332849,-0.0589336023536966,-0.0723076923076923,-0.0781669689621133,-0.0985899292539444,-0.0508727762517688,-0.08,-0.0851238485046425,-0.0623961829098464,-0.0748678382386445
"EGR1",0.0714285714285714,0.0482761916872768,0.061624649859944,0.09247799779978,0.085868352127442,0.1,0.0666666666666667,0.0794576754972795,0.0666666666666667,0.0774774774774775,-0.0423076923076923,-0.0653846153846154,0.0365688264376789,-0.0391240235931771,-0.0694905428641611,-0.0760644658861419,-0.0541666666666667,-0.0666666666666667,-0.0140467656596689,-0.0668238761974945,-0.0699561403508772,-0.0398396768504295,0.0476190476190476,-0.0662524366471735,-0.0338396768504295,-0.0572964669738863,0.0570838908346597,-0.0666666666666667,0.080952380952381,0.0134016043693463,-0.013624859265349,-0.100926948051948,-0.0170360436664784,-0.0363864312483097,0.0191867301643296,0.0391240235931771,0.0391240235931771,-0.0135741887187463,0.0359422054113589,0.0617391304347826,0.04,0.0587912087912088,0.0381017808452624,-0.0798245614035088,-0.0812879760376551,-0.0827910088306128,-0.0811358364168197,-0.1,-0.0893457364018622,-0.108876909254268,-0.056430397221967,-0.1,-0.100434538284386,-0.061624649859944,-0.0731000596960096
"TCFLEF",0.0333333333333333,0.0507046783625731,0.0310077519379845,-0.0768733302625518,0.175311222294223,-0.125,-0.13,-0.133918722786647,-0.134411764705882,-0.137692307692308,-0.229188586003507,-0.225267017376056,-0.0540075120957474,-0.132454290546348,-0.0562485481997677,-0.300815506778014,-0.127376623376623,-0.123376623376623,0.0513175362649047,-0.0657723577235772,-0.117699204021785,0.129777407103748,-0.09,-0.119873117065263,0.124869431643625,0.128095238095238,-0.0111774765195818,-0.114285714285714,-0.0833333333333333,-0.04462537565305,0.0301328256749944,-0.197290740580557,-0.157021289290677,-0.0436726821876291,-0.0102390966473182,0.132454290546348,0.132454290546348,0.0544885193839169,0.128380703161329,0.0667247386759582,0.0642857142857143,0.229585954253133,0.115344552961365,0.14210407239819,0.137756246311234,0.0326586998771399,0.0310263974716416,0.129411764705882,-0.223556883664614,0.484804884004884,-0.141859600347297,0.1,-0.199050264909493,-0.0384843874520032,-0.0417956457301489
"GLI",-0.00833333333333333,0.0519546850998464,-0.0186781609195402,-0.13085507412941,0.0818432061238564,0.1,0.0645161290322581,0.0792974578800293,-0.0554838709677419,0.0767112509834776,-0.0219628647214854,-0.0519628647214854,0.0411883311883312,0.0890058464962546,0.0642029609432924,-0.0684099078971062,-0.0230994152046784,-0.0388888888888889,-0.0346314621205987,0.0713852813852814,-0.0496300274495763,0.0517711275543356,-0.056547619047619,-0.0465050274495763,0.0579439670605084,0.0354949874686717,0.0559958183990442,-0.05,-0.019047619047619,0.0308476783368149,-0.00760385125710203,-0.0185999787994501,-0.0300197877956791,-0.019543369573161,0.0378363430570561,-0.0890058464962546,-0.0890058464962546,-0.0283955052040158,-0.0927682227338783,-0.0804761904761905,-0.0971428571428571,0.0452961980548187,0.0432742652638,0.0401897533206831,-0.061937906253785,-0.0831935617761332,-0.0801451457570059,0.02,-0.105912677458013,-0.106594202898551,-0.0836624957000344,-0.1,-0.096689778791196,0.0230806766428107,0.012492441348693
"KLF4",0.0590909090909091,0.0520691434468524,0.0390909090909091,-0.0442824471126358,-0.00566776944825725,0.0333333333333333,0.0274509803921569,0.0207775729098515,0.0274509803921569,0.025125398996808,-0.0309090909090909,-0.0466985645933014,0.037037037037037,-0.00461538461538461,-0.0501460940514913,-0.0953991272968624,0.02,0,-0.0253333333333333,-0.032620320855615,-0.00380952380952381,-0.0425403225806452,0.0333333333333333,-0.00751322751322751,-0.0479166666666667,-0.0666666666666667,0.0400515995872033,-0.1,0,0.0151884057971014,-0.0323768823768824,0.0501107696301048,0.00469281045751634,-0.0127499484642342,0.0292895339954163,0.00461538461538461,0.00461538461538461,-0.0149991168059885,0.00388009049773755,0.00909090909090909,0,0.0497913480984561,-0.017884694016628,-0.025125398996808,-0.0199529852037046,-0.0217809173914569,-0.0206601203802489,-0.0333333333333333,0.0528740892817543,0.0755433480649292,-0.0887970244897045,-0.0333333333333333,-0.0197694130654095,-0.0217575757575758,-0.0232209903917221
"HEY1",0.0590909090909091,0.0520691434468524,0.0390909090909091,-0.0442824471126358,-0.00566776944825725,0.0333333333333333,0.0274509803921569,0.0207775729098515,0.0274509803921569,0.025125398996808,-0.0309090909090909,-0.0466985645933014,0.037037037037037,-0.00461538461538461,-0.0501460940514913,-0.0953991272968624,0.02,0,-0.0253333333333333,-0.032620320855615,-0.00380952380952381,-0.0425403225806452,0.0333333333333333,-0.00751322751322751,-0.0479166666666667,-0.0666666666666667,0.0400515995872033,-0.1,0,0.0151884057971014,-0.0323768823768824,0.0501107696301048,0.00469281045751634,-0.0127499484642342,0.0292895339954163,0.00461538461538461,0.00461538461538461,-0.0149991168059885,0.00388009049773755,0.00909090909090909,0,0.0497913480984561,-0.017884694016628,-0.025125398996808,-0.0199529852037046,-0.0217809173914569,-0.0206601203802489,-0.0333333333333333,0.0528740892817543,0.0755433480649292,-0.0887970244897045,-0.0333333333333333,-0.0197694130654095,-0.0217575757575758,-0.0232209903917221
"FOXC2",0.0590909090909091,0.0520691434468524,0.0390909090909091,-0.0442824471126358,-0.00566776944825725,0.0333333333333333,0.0274509803921569,0.0207775729098515,0.0274509803921569,0.025125398996808,-0.0309090909090909,-0.0466985645933014,0.037037037037037,-0.00461538461538461,-0.0501460940514913,-0.0953991272968624,0.02,0,-0.0253333333333333,-0.032620320855615,-0.00380952380952381,-0.0425403225806452,0.0333333333333333,-0.00751322751322751,-0.0479166666666667,-0.0666666666666667,0.0400515995872033,-0.1,0,0.0151884057971014,-0.0323768823768824,0.0501107696301048,0.00469281045751634,-0.0127499484642342,0.0292895339954163,0.00461538461538461,0.00461538461538461,-0.0149991168059885,0.00388009049773755,0.00909090909090909,0,0.0497913480984561,-0.017884694016628,-0.025125398996808,-0.0199529852037046,-0.0217809173914569,-0.0206601203802489,-0.0333333333333333,0.0528740892817543,0.0755433480649292,-0.0887970244897045,-0.0333333333333333,-0.0197694130654095,-0.0217575757575758,-0.0232209903917221
"AKT",-0.0808823529411765,0.0565139657464216,-0.0728823529411765,-0.0602991452991453,0.0830847404694076,-0.111111111111111,-0.106763285024155,-0.111317826527849,-0.106763285024155,-0.117532515793385,-0.025,-0.00564516129032258,0.0585751237067027,-0.0767329656644725,0.00511682573008452,-0.0492567191201343,0.0725490196078431,0.0666666666666667,-0.0321744697879152,-0.00121228819396611,0.100754147812971,-0.021889338731444,0.05,-0.00833676127793775,-0.0282051282051282,-0.0115384615384615,-0.00371403462084939,0.1,0.05,0.0372249748384202,0.0190668247804217,-0.0419127915095657,0.0443484758419335,0.029555099631826,0.0306808287998778,0.0767329656644725,0.0767329656644725,0.038770386110203,0.0716727247006171,0.0159663865546218,0.0571428571428571,0.0154012588512982,0.0707546183339142,0.117532515793385,0.110269945960983,0.110699269826818,0.108699269826818,0.111111111111111,-0.12314786209471,0.159774110366168,0.0606519958432667,0.1,-0.0560957751809323,0.0671912960306074,0.0699103292632358
"DSH",0.04,0.0610247536124053,0.048695652173913,-0.0236511456023651,0.11107587999365,-0.1,-0.0947368421052632,-0.103062291490315,-0.0947368421052632,-0.109022556390977,-0.00595238095238095,0.00777310924369748,0.0660520518887167,-0.0875377419927772,-0.00996805739839796,-0.151178134854087,-0.0075,-0.02,-0.0333513524558949,-0.0077124183006536,0.01125,-0.0252531392349322,0.0409090909090909,0.000905172413793103,-0.0332285993576316,-0.0170995670995671,0.00768663079437328,0,0.05,0.0329739939653289,0.013955253757083,-0.0606310080564021,-0.0577078490970857,0.0422743922743923,0.0323559307433888,0.0875377419927772,0.0875377419927772,0.0521394064872326,0.0822156131412366,0.0188235294117647,0.06,0.00411500264441441,0.0671130076413934,0.109022556390977,0.101833013907317,0.101633720061744,0.100832295306624,0.1,-0.141519182188844,0.151304627077368,-0.0528627390561295,0.1,-0.112391590753737,-0.0477432712215321,-0.0425167903852952
"PI3K",-0.075,0.0613084862943668,-0.0808823529411765,-0.0580769230769231,0.0803324468914259,-0.1,-0.111111111111111,-0.117532515793385,-0.111111111111111,-0.106763285024155,-0.025,-0.025,0.0594298245614035,-0.0726233766233766,-0.00121228819396611,-0.0481511914819434,0.0666666666666667,0.1,-0.0361744697879152,-0.0159663865546218,0.0725490196078431,-0.0282051282051282,0.05,0.100754147812971,-0.0115384615384615,-0.05,0.00382021195449307,0.2,0.1,0.0321744697879152,0.0110454344060901,-0.0423160173160173,0.0360915951079886,0.014027149321267,0.0329364678976222,0.0726233766233766,0.0726233766233766,0.0470410628019324,0.0767329656644725,0.0571428571428571,0,0.00564516129032258,0.0760526315789474,0.106763285024155,0.117532515793385,0.111317826527849,0.110699269826818,0.1,-0.120583759530608,0.160857142857143,0.0599001161440186,0.1,-0.0583685024536596,0.0728823529411765,0.0671912960306074
"ILK",-0.075,0.0613084862943668,-0.0808823529411765,-0.0580769230769231,0.0803324468914259,-0.1,-0.111111111111111,-0.117532515793385,-0.111111111111111,-0.106763285024155,-0.025,-0.025,0.0594298245614035,-0.0726233766233766,-0.00121228819396611,-0.0481511914819434,0.0666666666666667,0.1,-0.0361744697879152,-0.0159663865546218,0.0725490196078431,-0.0282051282051282,0.05,0.100754147812971,-0.0115384615384615,-0.05,0.00382021195449307,0.2,0.1,0.0321744697879152,0.0110454344060901,-0.0423160173160173,0.0360915951079886,0.014027149321267,0.0329364678976222,0.0726233766233766,0.0726233766233766,0.0470410628019324,0.0767329656644725,0.0571428571428571,0,0.00564516129032258,0.0760526315789474,0.106763285024155,0.117532515793385,0.111317826527849,0.110699269826818,0.1,-0.120583759530608,0.160857142857143,0.0599001161440186,0.1,-0.0583685024536596,0.0728823529411765,0.0671912960306074
"Ecadherin",0.0390909090909091,0.0615478164326344,0.0217575757575758,-0.0482298155336884,-0.00425751303800084,0.0274509803921569,0.025125398996808,0.0217809173914569,0.025125398996808,0.0207775729098515,-0.0466985645933014,-0.0497913480984561,0.0433661509610877,-0.00388009049773755,-0.0434794273848246,-0.0966634259121544,-0.00380952380952381,0.02,-0.0151884057971014,-0.0501460940514913,-0.00751322751322751,-0.0346663068326137,0.0666666666666667,-0.00491582491582491,-0.0425403225806452,-0.0479166666666667,0.0357861967436014,0,0.0333333333333333,0.0217259360634453,-0.0303284652446664,0.0505522707338576,0.00338927228246978,-0.019866053333148,0.0192224199014566,0.00388009049773755,0.00388009049773755,-0.0181636737680139,0.00220411284410627,0.032620320855615,0.00909090909090909,0.050163095310352,-0.0217748541996944,-0.0199529852037046,-0.0212863185370379,-0.0206601203802489,-0.0222474219675505,-0.0274509803921569,0.0528740892817543,0.0761619047659601,-0.0945178482883315,-0.0333333333333333,-0.122008945684689,-0.0232209903917221,-0.0266567950933496
"GSK3",0.048695652173913,0.0644422870447976,0.0477432712215321,-0.0306278897884116,0.109307533397717,-0.0947368421052632,-0.109022556390977,-0.101633720061744,-0.109022556390977,-0.103062291490315,0.00777310924369748,-0.00411500264441441,0.0584184641024571,-0.0822156131412366,-0.0184907846711252,-0.149625071868755,0.01125,-0.0075,-0.0329739939653289,-0.00996805739839796,0.000905172413793103,-0.0276454837325399,0.0170995670995671,-0.000804229295608607,-0.0252531392349322,-0.0332285993576316,0.0146702860692618,-0.02,0.0409090909090909,0.0292258680282974,0.00610062304195993,-0.164291573780196,-0.0611649553710933,0.0350062218483271,0.0313178684596517,0.0822156131412366,0.0822156131412366,0.0518071805736113,0.0811651929731694,0.0077124183006536,0.0188235294117647,0.00281630134571311,0.0660911098311744,0.101833013907317,0.100889617680902,0.100832295306624,0.102937558464518,0.0947368421052632,-0.142963352671408,0.150239178066713,-0.0546171250210418,0.1,-0.113280625985874,-0.0425167903852952,-0.045337303205808
"SMO",-0.0666666666666667,0.0738700564971751,-0.126666666666667,-0.0719298245614035,-0.114542575773393,0.1,0.1,0.0933333333333333,0,0.0933333333333333,0.133333333333333,0.142424242424242,0.0611111111111111,-0.00144230769230769,0.0766899766899767,0.250598795840175,0,0.1,-0.0133333333333333,0.0615384615384615,0.0142857142857143,-0.0383333333333333,0,0.0262857142857143,-0.055,-0.08,-0.0168079096045198,0,-0.1,0.0276190476190476,0.00840867992766727,-0.146317436608699,0.0726579520697168,0.0523809523809524,0.0043956043956044,0.00144230769230769,0.00144230769230769,0.041705069124424,0.00144230769230769,-0.1,-0.2,-0.147424242424242,-0.0725396825396825,0.0125,0.0125,-0.0884789644012945,-0.0937421222960313,0,-0.139180974064695,-0.247619047619048,0.0543103448275862,-0.1,0.0362800487228173,0.126666666666667,0.113153153153153
"Wnt",0.1,0.0778096604495457,0.0333333333333333,-0.0424242424242424,0.110169491525424,-0.1,-0.1,-0.0947368421052632,-0.2,-0.1,0,-0.0142857142857143,0.0509803921568628,-0.0804511278195489,-0.0188235294117647,-0.148620689655172,0,0.1,-0.0170940170940171,-0.06,-0.02,-0.0170995670995671,0.1,-0.0075,-0.0409090909090909,-0.05,0.00746054519368723,0.1,0,0.0380242496521566,0.00717171717171717,-0.0716300940438871,-0.0576470588235294,0.0333333333333333,0.00820512820512821,0.0804511278195489,0.0804511278195489,0.0495859213250518,0.0804511278195489,0,-0.1,0.00595238095238095,0.0553676470588235,0.1,0.0947368421052632,0.109022556390977,0.103062291490315,0.2,-0.138921838758387,0.142424242424242,-0.0582186234817814,0,-0.112549173878836,-0.04,-0.048695652173913
"SNAI2",0.0509803921568627,0.0921067757499476,0.046218487394958,-0.0724137931034483,-0.104289769040311,-0.0709090909090909,-0.0709090909090909,-0.0755433480649292,-0.0709090909090909,-0.0723175416133163,-0.0925438596491228,-0.0978070175438596,0.0819230769230769,-0.0506107177658742,-0.0403550609432962,0.203614596780758,-0.0416666666666667,-0.0666666666666667,-0.0548625083836351,-0.0254901960784314,-0.0520114942528736,0.0568544037333243,-0.08,-0.0580355906384157,0.0526290516206483,0.0505882352941176,0.0785835955527585,-0.1,-0.1,0.045771599292726,-0.051169517113483,0.0944370697580555,-0.100076629853326,-0.0740641025641026,0.0625678119349005,0.0506107177658742,0.0506107177658742,-0.0758934042161712,0.0515239597750066,0.0156862745098039,0.0333333333333333,0.101703121439964,0.0830629018498096,0.0723175416133163,0.0760608571213377,0.0761619047659601,0.0770935817845936,0.0709090909090909,0.0966280992141928,0.127916200074655,-0.135752844608036,0.08,0.181012430587886,-0.0333979745744452,-0.029671266499911
"RKIP",0.2,0.0937178383548542,0.166666666666667,0.207174603174603,0.170799707270295,0,0.0333333333333333,0.0242240215924426,0.0333333333333333,0.0280701754385965,0.0444444444444444,0.0535353535353535,0.0897178383548542,-0.113636363636364,-0.152010271460015,-0.356863087952439,0.0285714285714286,0.1,0.0661959777492512,-0.154137931034483,0.0285714285714286,0.0520874316939891,-0.0333333333333333,0.0376623376623377,0.0373333333333333,0.0333333333333333,0.0874347202295552,0.1,-0.1,-0.0632256807195482,0.000393276461727533,-0.0292356185973207,-0.127459893048128,-0.088515406162465,-0.075803329461866,0.113636363636364,0.113636363636364,-0.0505598193719899,0.121328671328671,0.13,0.03,-0.0573815073815074,-0.0749252162664726,-0.0233333333333333,-0.0194871794871795,-0.0137345111029322,-0.0165334932912273,0,-0.201804484860146,-0.0274378809188936,-0.141423519009726,0,-0.21205535870001,-0.157142857142857,-0.152469959946595
"RAF",0.2,0.0937178383548542,0.166666666666667,0.207174603174603,0.170799707270295,0,0.0333333333333333,0.0242240215924426,0.0333333333333333,0.0280701754385965,0.0444444444444444,0.0535353535353535,0.0897178383548542,-0.113636363636364,-0.152010271460015,-0.356863087952439,0.0285714285714286,0.1,0.0661959777492512,-0.154137931034483,0.0285714285714286,0.0520874316939891,-0.0333333333333333,0.0376623376623377,0.0373333333333333,0.0333333333333333,0.0874347202295552,0.1,-0.1,-0.0632256807195482,0.000393276461727533,-0.0292356185973207,-0.127459893048128,-0.088515406162465,-0.075803329461866,0.113636363636364,0.113636363636364,-0.0505598193719899,0.121328671328671,0.13,0.03,-0.0573815073815074,-0.0749252162664726,-0.0233333333333333,-0.0194871794871795,-0.0137345111029322,-0.0165334932912273,0,-0.201804484860146,-0.0274378809188936,-0.141423519009726,0,-0.21205535870001,-0.157142857142857,-0.152469959946595
"SRC",0.0888888888888889,0.101864330637916,0.113888888888889,0.204285714285714,-0.00335353988923814,0.1,0.025,0.0102459016393443,0.025,0.025,-0.135,-0.101666666666667,0.219961240310078,-0.178089278264497,-0.0736039641700019,-0.116286891640073,-0.15,-0.15,0.0135964912280702,-0.0717171717171717,-0.111538461538462,0.00119825708061002,-0.0166666666666667,-0.105982905982906,0.012962962962963,0.0166666666666667,0.0365079365079365,-0.1,0.0333333333333333,-0.0217045993361783,0.0204743083003953,0.0626839826839827,-0.107912087912088,-0.11840990550668,0.0071582257530619,0.178089278264497,0.178089278264497,-0.0161998395179687,0.190210490385709,0.127272727272727,0.1,0.0980952380952381,-0.0219677722888732,-0.025,-0.0102459016393443,-0.0139044382247101,-0.0150230064573723,0,0.048822662844402,0.0362382591695355,-0.106834733893557,0,-0.0552730385083326,-0.123412698412698,-0.112503607503608
"SOSGRB2",0.164285714285714,0.105501253132832,0.154285714285714,0.323611111111111,0.173144495144495,0,0.0428571428571429,0.0370600414078675,0.0428571428571429,0.0385093167701863,-0.0454545454545455,-0.0223776223776224,0.106929824561404,-0.222975517890772,-0.213302913302913,-0.366512118936104,-0.0555555555555556,0,0.163010752688172,-0.222393822393822,-0.039766081871345,0.151194217473287,-0.133333333333333,-0.0355994152046784,0.141891891891892,0.15,0.0796616541353384,0,-0.2,-0.156717046394466,-0.0278098905118696,0.00144232267654427,-0.108086956521739,-0.186001461988304,-0.0699810606060606,0.222975517890772,0.222975517890772,-0.0833439943141436,0.23066782558308,0.214285714285714,0.180952380952381,0.020969171673397,-0.181341766146182,-0.0345238095238095,-0.0330745341614907,-0.0286389887762885,-0.0318894667877608,0,-0.118685825732806,-0.0405734323432343,-0.146678876678877,0,-0.22558971756454,-0.158131868131868,-0.153167329124776
"Destcompl",0.0814285714285714,0.113202024874088,0.0876354679802956,0.0800317463656723,-0.195107569600442,0.181746031746032,0.180376168732333,0.180749303060691,0.180376168732333,0.1788836314189,0.155558166862515,0.159905992949471,0.125148660159818,0.157582028594628,0.125168130617394,0.242211702307626,0.138095238095238,0.138095238095238,-0.088015873015873,0.119260957621613,0.146203346203346,-0.183003506195262,0.193869731800766,0.147545628082541,-0.180102152230078,-0.179584017515052,0.0763821344140493,0.166666666666667,0.211111111111111,0.0895363408521303,-0.0312584773464052,0.129836428691147,0.043163858980489,-0.0881628118969729,0.0778686270993963,-0.157582028594628,-0.157582028594628,-0.0955545458098513,-0.159465859049887,-0.107785547785548,-0.113846153846154,-0.160106393751074,-0.160254381478477,-0.179386069722432,-0.181797943562877,-0.183078070183979,-0.183690002871383,-0.181746031746032,0.0293811222236687,-0.234959160078649,-0.0539845869894429,-0.188888888888889,0.00392401571470173,-0.0934249416645061,-0.0949027741768214
"cateninnuc",0.118857142857143,0.123230243175511,0.108087912087912,-0.05471427605329,0.142652064235542,-0.0575757575757576,-0.0659090909090909,-0.0716544325239978,-0.067164798671648,-0.0680830039525692,-0.142121782799749,-0.147935736288121,0.0722891383033732,0.0234724284724285,-0.00750233683640398,-0.281796406829226,0.0117424242424242,0.0208333333333333,-0.0310620490620491,-0.00750233683640398,0.00774242424242424,0.0630718399658905,-0.0444444444444444,0.0116486742424242,0.0628539750421433,0.0460837887067395,0.0604259918077799,0.0333333333333333,-0.0444444444444444,0.0298342182298526,-0.0166777208831746,0.132021333735406,-0.124462932135263,-0.14012047505844,0.0440856615259439,-0.0234724284724285,-0.0234724284724285,-0.133117782667389,-0.023977478977479,0.00117322291235335,-0.0289855072463768,0.146572099924485,0.0829428906878817,0.0693387117151263,0.0728960239680907,0.0702354631438633,-0.0306758873118119,0.0575757575757576,0.132143876468199,0.235845649562205,-0.20784894340632,0.0575757575757576,-0.144927991810781,-0.105789061513199,-0.108627489460798
"cateninmemb",0.0994545454545455,0.127626565717332,0.0767878787878788,-0.0851117932051398,0.120384550178659,-0.127450980392157,-0.129776561787506,-0.138873551754061,-0.129776561787506,-0.135863518309245,-0.134545454545455,-0.143823805060918,0.0897796530707923,-0.0480354449472096,-0.0206692761453222,-0.249889179547054,-0.0447619047619048,-0.04,-0.0572753623188406,-0.0100810408512046,-0.0595767195767196,0.124291973583947,-0.116666666666667,-0.0634728234728235,0.111693548387097,0.104166666666667,0.0971806327919045,-0.1,-0.166666666666667,0.054611924062182,-0.0443036086611506,0.135955087022564,-0.202518786285464,-0.124620777831051,0.0686499761588589,0.0480354449472096,0.0480354449472096,-0.126862149358431,0.0474767857293326,-0.0177540106951872,-0.0236363636363636,0.148656518815565,0.150446929645225,0.136673113511644,0.140006446844977,0.140741546772741,0.140274693364711,0.127450980392157,0.138388986676596,0.208676373018776,-0.198339475486428,0.133333333333333,-0.0190004976325855,-0.0636171470805617,-0.0627129879485545
"CD44",0.2,0.161904761904762,0.22,0.369047619047619,0.0304761904761905,0.1,0,-0.0166666666666667,-0.1,0.05,0,-0.0428571428571429,0.252380952380952,-0.204761904761905,-0.145,-0.338288378288378,0,0,0.0888888888888889,-0.115,-0.0333333333333333,0.0890909090909091,-0.1,-0.0666666666666667,0.08,0.1,0.146031746031746,-0.1,-0.1,-0.0909297052154195,-0.0578831796223101,0.0470238095238095,-0.201684981684982,-0.263703703703704,-0.0596491228070175,0.204761904761905,0.204761904761905,-0.180435938330675,0.196190476190476,0.075,0.1,0.0586466165413534,-0.0995804195804196,0.05,0.0166666666666667,0.0189922480620155,0.0266845557543232,0,-0.0966659391029139,0.05,-0.226666666666667,-0.1,-0.0913739007708175,-0.22,-0.225555555555556
"cMet",0.22,0.170995670995671,0.22,0.389047619047619,0.0329672936790374,0,0.05,-0.0189922480620155,-0.05,-0.0166666666666667,-0.0428571428571429,-0.0586466165413534,0.261904761904762,-0.196190476190476,-0.132272727272727,-0.341208086317575,-0.0333333333333333,0,0.0909297052154195,-0.145,-0.0666666666666667,0.0828409090909091,-0.1,-0.0416666666666667,0.0890909090909091,0.08,0.145021645021645,0,-0.1,-0.0891115233972377,-0.0563206796223101,0.0389592933947773,-0.207302959213072,-0.278518518518518,-0.061609907120743,0.196190476190476,0.196190476190476,-0.161791870534065,0.207511230907457,0.115,0.075,0.0309870420732683,-0.0995804195804196,0.0166666666666667,0.0212121212121212,0.0266845557543232,0.0295094145113853,0.1,-0.0892335066704815,0.0420634920634921,-0.227932489451477,-0.1,-0.093155071254278,-0.225555555555556,-0.23193853427896
